Year,Author,Title,citation,Type,Collaborators,Main subject,Subject,Keywords,URL,Notes
2012,Casal C; Bezos J; Diez-Guerrier A; Alvarez J; Romero B; Juan L de; Rodriguez-Campos S; VORDERMEIER M; WHELAN A; HEWINSON RG; Mateos A; Dominguez L; Aranaz A,"Evaluation of two cocktails containing ESAT-6, CFP-10 and Rv-3615c in the intradermal test and the interferon-gamma assay for diagnosis of bovine tuberculosis.",Preventive Veterinary Medicine 105 (1–2) 149-154,Periodical article,"Centro VISAVET, Universidad Complutense de Madrid, Avda. Puerta de Hierro s/n, 28040 Madrid, Spain.
Departamento de Sanidad Animal, Facultad de Veterinaria, Universidad Complutense de Madrid, Avda. Puerta de Hierro s/n, 28040 Madrid, Spain.
Instituto de Investigación en Recursos Cinegéticos IREC (CSIC-UCLM-JCCM), Ronda de Toledo s/n, 13071 Ciudad Real, Spain.",BOVINE TUBERCULOSIS,DIAGNOSTIC TECHNIQUES,Tuberculosis,http://dx.doi.org/10.1016/j.prevetmed.2012.02.007,
2012,CHURCHWARD CP; HLUSEK M; NICHOLAS RAJ; AYLING RD; MCAULIFFE L,A simplified PCR method for genotyping Mycoplasma mycoides subspecies mycoides small colony: the aetiologic agent of contagious bovine pleuropneumonia.,Veterinary Microbiology 159 (1–2) 257-259,Periodical article,,BACTERIOLOGY,DIAGNOSTIC TECHNIQUES; CATTLE AND RUMINANTS IN GENERAL,Bovine pleuropneumonia,http://dx.doi.org/10.1016/j.vetmic.2012.03.011,
2012,Coldwell L; Caldow G; HOLLIMAN A; MEARNS R; ERRINGTON H; GILES M; Willoughby K; WOOD A,Cryptosporidium baileyi in wild red grouse with 'bulgy eye' (letter).,Veterinary Record 170 (23) 603-604,Periodical article,"SAC VS, Greycrook, St Boswells, Roxburghshire TD6 0EQ.
Moredun Research Institute, International Research Centre, Pentlands Science Park, Bush Loan, Penicuik, Midlothian EH26 0PZ.",PARASITOLOGY,POULTRY AND OTHER BIRDS; WILDLIFE AND PESTS,Parasites,http://veterinaryrecord.bmj.com/content/170/23/603.2.full.pdf+html,
2012,COLLOFF A; WATSON P; DUFF JP; SCHOLES S,Haemorrhagic disease in cattle with genotype 1 bovine viral diarrhoea virus infection.,Veterinary Record 171 (21) 530,Periodical article,,VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,BVD virus,http://veterinaryrecord.bmj.com/content/171/21/530.1.full.pdf+html,
2012,Conlan AJK; McKinley TJ; Karolemeas K; Pollock EB; GOODCHILD AV; MITCHELL AP; BIRCH CPD; CLIFTON-HADLEY RS; Wood JLN,Estimating the hidden burden of bovine tuberculosis in Great Britain.,PLoS Computational Biology 8 (10): e1002730,Periodical article,"Disease Dynamics Unit (DDU), Department of Veterinary Medicine, University of Cambridge, Cambridge.",BOVINE TUBERCULOSIS,CATTLE AND RUMINANTS IN GENERAL,Bovine tuberculosis,http://dx.doi.org/10.1371/journal.pcbi.1002730,
2012,Corda E; BECK K; SALLIS R; VICKERY C; DENYER M; WEBB P; BELLWORTHY S; SPENCER Y; SIMMONS M; SPIROPOULOS J,The interpretation of disease phenotypes to identify TSE strains in mice: characterisation of BSE using PrPSc distribution patterns in the brain.,Veterinary Research 43 (1) 86,Periodical article,"School of Veterinary Medicine, University of Milan, Milan, Italy.",SPONGIFORM ENCEPHALOPATHIES,LABORATORY ANIMALS,Spongiform encephalopathies; Laboratory animals; Bovine spongiform encephalopathy; Prions,http://www.veterinaryresearch.org/content/43/1/86,
2012,Corner LAL; O’Meara D; Costello E; LESELLIER S; Gormley E,The distribution of Mycobacterium bovis infection in naturally infected badgers.,Veterinary Journal 194 (2) 166-172,Periodical article,"School of Veterinary Medicine, Veterinary Sciences Centre, University College Dublin, Dublin, Ireland.
Central Veterinary Research Laboratories, Department of Agriculture, Food and the Marine, Backweston, Co. Kildare, Ireland.",BOVINE TUBERCULOSIS,WILDLIFE AND PESTS,Bovine tuberculosis,http://www.sciencedirect.com/science/article/pii/S1090023312001232,
2012,Cox R; Su T; Clough H; WOODWARD MJ; Sherlock C,Spatial and temporal patterns in antimicrobial resistance of Salmonella Typhimurium in cattle in England and Wales.,Epidemiology and Infection 140 (11) 2062-2073,Periodical article,"National Centre for Zoonosis Research, Leahurst, University of Liverpool, Wirral.
Centre for Veterinary Epidemiological Research, Atlantic Veterinary College, University of Prince Edward Island, Charlottetown, Prince Edward Island, Canada.
Department of Mathematics and Statistics, Lancaster University, Lancaster.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,,,
2012,CRAWSHAW T; IRVINE R,Poultry health: spotty liver syndrome in poultry in Great Britain (letter).,Veterinary Record 170 (12) 317-318,Periodical article,,MISCELLANEOUS,POULTRY AND OTHER BIRDS,Poultry,http://veterinaryrecord.bmj.com/content/170/12/317.2.full.pdf+html,
2012,Crosse P; AYLING R; Whitehead C; Szladovits B; English K; BRADLEY D; Solano-Gallego L,First detection of ‘Candidatus Mycoplasma haemolamae’ infection in alpacas in England.,Veterinary Record 171 (3) 71,Periodical article,"Department of Pathology and Infectious Diseases, Department of Veterinary Clinical Sciences, Royal Veterinary College, Hawkshead Lane, North Mymms, Hertfordshire, AL9 7TA.",BACTERIOLOGY,CAMELIDS,Mycoplasma,http://veterinaryrecord.bmj.com/content/171/3/71.full.pdf+html,
2012,D'Agostino M; Cook N; Di Bartolo I; Ruggeri FM; BERTO A; MARTELLI F; BANKS M; Vasickova P; Kralik P; Pavlik I; Kokkinos P; Vantarakis A; Soderverg K; Maunula L; Verhaelen K; Rutjes S; de Roda Husman AM; Hakze R; Van der Poel W; Kaupke A; Kozyra I; Rzezutka A; Prodanov J; Lazic S; Petrovic T; Carratala A; Girones R; Diez-Valcarce M; Hernandez M; Rodriguez-Lazaro D,Multicenter collaborative trial evaluation of a method for detection of human adenoviruses in berry fruit.,Food Analytical Methods 5 (1) 1-7,Periodical article,"Fera, Sand Hutton, York.
Istituto Superiore di Sanita, I-00161 Rome, Italy.
Veterinary Research Institute, CS-62132 Brno, Czech Republic.
University of Patras, Patras, Greece.
University of Helsinki, Helsinki, Finland.
National Institute of Public Health and the Environment RIVM, Bilthoven, Netherlands.
Wageningen University Research, Lelystad, Netherlands.
National Institute of Veterinary Research, Pulawy, Poland.
Scientific Veterinary Institute Novi-Sad, Novi Sad, Serbia.
University of Barcelona, Barcelona, Spain.
Instituto Tecnologico Agraria de Castilla y Leon ITACyL, Valladolid, Spain.",VIROLOGY,DIAGNOSTIC TECHNIQUES,Diagnostic tests,,
2012,Dagleish MP; Finlayson J; Steele PJ; Pang Y; Hamilton S; Eaton SL; Sales J; GONZALEZ L; Chianini F,Immunophenotype of cells within cervine rectoanal mucosa-associated lymphoid tissue and mesenteric lymph nodes.,Journal of Comparative Pathology 146 (4) 365-371,Periodical article,"Moredun Research Institute, Pentlands Science Park, Bush Loan, Penicuik, Near Edinburgh, EH26 0PZ.
Biomathematics and Statistics Scotland, James Clerk Maxwell Building, The King’s Buildings, University of Edinburgh, Edinburgh.",SPONGIFORM ENCEPHALOPATHIES,DIAGNOSTIC TECHNIQUES; DEER,Transmissible spongiform encephalopathy; Prions,http://dx.doi.org/10.1016/j.jcpa.2011.08.007,
2012,DANIEL R; van Dijk J; JENKINS T; Akca A; MEARNS R; Williams DJL,Composite faecal egg count reduction test to detect resistance to triclabendazole in Fasciola hepatica.,Veterinary Record 171 (6) 153,Periodical article,"Department of Epidemiology and Population Health, Institute of Infection and Global Health, Leahurst, Chester High Road, Neston, Cheshire.
Department of Parasitology, Faculty of Veterinary Medicine, University of Kafkas, Kars 36040, Turkey.
Veterinary Parasitology, Institute of Infection and Global Health, University of Liverpool, Pembroke Place, Liverpool.",PARASITOLOGY,SHEEP,Anthelmintic resistance,http://veterinaryrecord.bmj.com/content/171/6/153.full.pdf+html,
2012,Davidson RS; McKendrick IJ; Wood JC; Marion G; Greig A; Stevenson K; SHARP M; Hutchings MR,Accounting for uncertainty in model-based prevalence estimation: paratuberculosis control in dairy herds.,BMC Veterinary Research 8:159,Periodical article,"Disease Systems, Scottish Agricultural College, West Mains Road, Edinburgh EH9 3JG.
Biomathematics and Statistics Scotland, JCMB, The King’s Buildings, Edinburgh EH9 3JZ.
Moredun Research Institute, Bush Loan, Penicuik EH26 0PZ.",BOVINE TUBERCULOSIS,CATTLE AND RUMINANTS IN GENERAL,Bacteriology; Cattle; Johnes disease,http://dx.doi.org/10.1186/1746-6148-8-159,
2012,DAVIES I; Vellema P; Roger P,Schmallenberg virus: an emerging novel pathogen.,In Practice 34 (10) 598-604,Periodical article,"European College of Small Ruminant Health Management.
European College of Animal Welfare and Behavioural Medicine.",VIROLOGY,SHEEP; CATTLE AND RUMINANTS IN GENERAL,,http://inpractice.bmj.com/content/34/10/598.full.pdf+html,
2012,DAVIES R,Fowl typhoid and pullorum disease.,"In: Manual of diagnostic tests and vaccines for terrestrial animals (mammals, birds and bees), 7th ed, OIE, 2012, 514-527",Book chapter,,BACTERIOLOGY,POULTRY AND OTHER BIRDS,Salmonella,http://www.oie.int/fileadmin/Home/eng/Health_standards/tahm/2.03.11_FOWL_TYPHOID.pdf,
2012,DAVISON NJ; BARNETT JEF; AYLING RD; WHATMORE AM; Foster G,Isolation of Bisgaardia hudsonensis from a seal bite (letter).,Journal of Infection 64 (2) 231-232,Periodical article,"Microbiology Functional Manager, SACVS Drummondhill Stratherrick Road, Inverness.",BACTERIOLOGY,WILDLIFE AND PESTS,Wildlife,,
2012,DAWSON M,BSE and scrapie: how do we stand?,Veterinary Times 42 (24) 20,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL; SHEEP,Transmissible spongiform encephalopathy; Bovine spongiform encephalopathy,,
2012,Decaro N; Buonavoglia C; Eatwell K; Erdelyi K; DUFF JP,Adenovirus infections.,"In: Gavier-Widen D (ed); Duff JP (ed); Meredith A (ed), Infectious diseases of wild mammals and birds in Europe, Wiley-Blackwell, Chichester, 2012, 210-218",Book chapter,"Department of Veterinary Public Health, Faculty of Veterinary Medicine of Bari, Valenzano (Bari), Italy.
Exotic Animal and Wildlife Service, Royal (Dick) School of Veterinary Studies, Edinburgh, Scotland.
Department of Domestic Mammal and Wildlife Diseases, Veterinary Diagnostic Institute, Central Agriculture Office, Budapest, Hungary.",VIROLOGY,WILDLIFE AND PESTS,,,
2012,Denk D; Stidworthy MF; Redrobe S; Latimer E; Haywards GS; Cracknell J; CLAESSENS A; STEINBACH F; MCGOWAN S; DASTJERDI A,Fatal elephant endotheliotropic herpesvirus type 5 infection in a captive Asian elephant (letter).,Veterinary Record 171 (15) 380-381,Periodical article,"IZVG Pathology, Leeds.
Twycross Zoo.
Nationaal Elephant Herpesvirus Laboratory, Smithsonian conservation Biology Institute, Washington, USA.
Viral Oncology Porgram, John Hopkins School of Medicine, Baltimoer, USA.
Longleat Safari and Adventure Park, Longleat.",VIROLOGY,OTHER ANIMALS,,http://veterinaryrecord.bmj.com/content/171/15/372.full.pdf+html,
2012,DEUCHANDE R; MURPHY A; OTTER A; Baigent S; WOOD A; IRVINE RM,Marek's disease in turkeys (letter).,Veterinary Record 171 (23) 602,Periodical article,"The Pirbright Institute, Compton Laboratory, High Street, Compton, Newbury, Berkshire RG20 7NN.",VIROLOGY,POULTRY AND OTHER BIRDS,Mareks disease,http://veterinaryrecord.bmj.com/content/171/23/602.1.full.pdf+html,
2012,Doherr MG; Calavas D; Cameron A; Dufour B; Greiner M; Gustafson L; HOINVILLE L; Knopf L; Roger F; Stark KDC; Salman MD,First international conference on animal health surveillance (ICAHS).,Preventive Veterinary Medicine 105 (3) 165-168,Periodical article,"Veterinary Public Health Institute, Vetsuisse Faculty, University of Bern, Switzerland.
Anses, Coordinator of the National Platform for Animal Health Surveillance, France.
AusVet Animal Health Services, Australia.
National Alfort Veterinary School, Maisons-Alfort, France.
Federal Institute for Risk Assessment (BfR), Berlin and Veterinary University of Hannover, Germany.
National Surveillance Unit, USDA/APHIS/VS, Centers for Epidemiology and Animal Health, Fort Collins, CO, USA.
World Organisation for Animal Health (OIE), Paris, France.
CIRAD, AGIRs Research Unit, Montpellier, France.
Royal Veterinary College, London.
Colorado State University, Fort Collins, CO, USA.",MISCELLANEOUS,GENERAL; WILDLIFE AND PESTS,Surveillance,http://www.sciencedirect.com/science/article/pii/S0167587712001122,
2012,DONE S; WILLIAMSON SM; STRUGNELL BW,Nervous and locomotor systems.,"In: Zimmerman JJ (ed); Karriker LA (ed); Ramirez A (ed) et al, Diseases of swine, 10th ed, Wiley-Blackwell, Ames, Iowa, 2012, 294-328",Book chapter,,MISCELLANEOUS,PIGS,Pig diseases,,
2012,DREW T,Bovine viral diarrhoea.,"In: Manual of diagnostic tests and vaccines for terrestrial animals (mammals, birds and bees), 7th ed, OIE, 2012, 690-703",Book chapter,,VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,BVD virus,,
2012,Drewe JA; HOINVILLE LJ; COOK AJC; FLOYD T; Stark KDC,Evaluation of animal and public health surveillance systems: a systematic review.,Epidemiology and Infection 140 (4) 575-590,Periodical article,"Centre for Emerging, Endemic and Exotic Diseases, Royal Veterinary College, University of London.",MISCELLANEOUS,GENERAL,Surveillance,,
2012,DUFF JP; Gavier-Widen D,Calicivirus infections.,"In: Gavier-Widen D (ed); Duff JP (ed); Meredith A (ed), Infectious diseases of wild mammals and birds in Europe, Wiley-Blackwell, Chichester, 2012, 73-85",Book chapter,"National Veterinary Institute (SVA) and Swedish University of Agricultural Sciences, Uppsala, Sweden.",VIROLOGY,WILDLIFE AND PESTS,,,
2012,DUFF JP; HOLMES JP; Streete P,Suspected ethanol toxicity in juvenile blackbirds and redwings (letter).,Veterinary Record 171 (18) 453,Periodical article,"Clinical and Forensic Toxicology, Medical Toxicology Laboratory, St Thomas' Hospital, London SE14 5ER.",MISCELLANEOUS,WILDLIFE AND PESTS,,http://veterinaryrecord.bmj.com/content/171/18/453.full.pdf+html,
2012,Dundon WG; Heidari A; Fusaro A; Monne I; Beato MS; Cattoli G; Koch G; Starick E; BROWN IH; ALDOUS EW; Briand FX; Le Gall-Reculé G; Jestin V; Jørgensen PH; Berg M; Zohari S; Metreveli G; Munir M; Stahl K; Albina E; Hammoumi S; Gil P; Servan de Almeida R; Smietanka K; Domanska-Blicharz K; Minta Z; Van Borm S; Berg T van den; Moreno Martin A; Barbieri I; Capua I,Genetic data from avian influenza and avian paramyxoviruses generated by the European network of excellence (EPIZONE) between 2006 and 2011: review and recommendations for surveillance.,Veterinary Microbiology 154 (3-4) 209-221,Periodical article,"Istituto Zooprofilattico Sperimentale delle Venezie, Legnaro, Italy.
Central Veterinary Instituut of Wageningen UR, Lelystad, The Netherlands.
Friedrich-Loeffler-Institute, Insel Riems, Germany. 
Agence Nationale de Sécurité Sanitaire de l’Alimentation, de l’Environnement et du Travail, Laboratoire de Ploufagran-Plouzané, France. 
Technical University of Denmark, National Veterinary Institute, Copenhagen, Denmark. 
National Veterinary Institute (SVA), Uppsala, Sweden 
Centre de coopération Internationale en Recherche Agronomique pour le Développement, Montpellier, France. 
National Veterinary Research Institute, Pulawy, Poland 
Veterinary and Agrochemical Research Centre, Brussels, Belgium.
Instituto Zooprofilattico Sperimentale della Lombardia e dell’ Emilia Romagna, Brescia, Italy.",VIROLOGY,POULTRY AND OTHER BIRDS,Influenza; Avian influenza,http://dx.doi.org/10.1016/j.vetmic.2011.08.018,
2012,Eisenberg T; Hamann H-P; Kaim U; Schlez K; Seeger H; Schauerte N; Melzer F; Tomaso H; Scholz HC; KOYLASS MS; WHATMORE AM; Zschock M,Isolation of potentially novel Brucella spp. from frogs.,Applied and Environmental Microbiology 78 (10) 3753-3755,Periodical article,"Landesbetrieb Hessisches Landeslabor (LHL), Abteilung Veterinarmedizin, Giessen, Germany 
Zoologischer Garten Frankfurt am Main, Frankfurt, Germany.
Friedrich-Loeffler-Institut (FLI), Institute of Bacterial Infections and Zoonoses, German Reference Center for Brucellosis, Jena, Germany.
Bundeswehr Institute of Microbiology, Munich, Germany.",BACTERIOLOGY,WILDLIFE AND PESTS,Brucella,http://dx.doi.org/10.1128/aem.07509-11,
2012,ELLIS-IVERSEN J; RIDLEY A; Morris V; Sowa A; Harris J; Atterbury R; Sparks N; Allen V,Persistent environmental reservoirs on farms as risk factors for Campylobacter in commercial poultry.,Epidemiology and Infection 140 (5) 916-924,Periodical article,"Department of Clinical Veterinary Science, University of Bristol, Langford, North Somerset.
Animal Health Group, SAC, West Mains Road, Edinburgh.",BACTERIOLOGY,POULTRY AND OTHER BIRDS,Campylobacter,,
2012,ELY ER; NICHOLSON RE; SNOW LC; STRUGNELL BW; WILLIAMSON SM; MILNES AS; WATSON EN; HOINVILLE LJ,Evaluation of methods for measuring coverage and representativeness of an early warning disease surveillance system.,Veterinary Record 171 (17) 423,Periodical article,,MISCELLANEOUS,PIGS,,http://veterinaryrecord.bmj.com/content/171/17/423.full.pdf+html,
2012,Evans JS; HORTON DL; Easton AJ; FOOKS AR; BANYARD AC,Rabies virus vaccines: is there a need for a pan-lyssavirus vaccine?,Vaccine 30 (52) 7447–7454,Periodical article,"University of Warwick, Gibbet Hill Road, Coventry, West Midlands, CV4 7AL.
National Consortium for Zoonosis Research, University of Liverpool, Leahurst, Neston, South Wirral, CH64 7TE.",VIROLOGY,GENERAL,Rabies,http://dx.doi.org/10.1016/j.vaccine.2012.10.015,
2012,EVEREST DJ; Griffin J; Warnock ND; Collins L; Dick J; Reid N; Scantlebury M; Marks N; Montgomery I,Adenovirus particles from a wild red squirrel (Sciurus vulgaris) from Northern Ireland (letter).,Veterinary Record 170 (7) 188,Periodical article,"Northern Ireland Forest Service, Dundonald House, Upper Newtownards Road, Ballymiscaw, Belfast BT4 3SB.
School of Biological Sciences, Queen's University Belfast, Belfast BT9 7BL.",VIROLOGY,WILDLIFE AND PESTS,Wildlife,http://veterinaryrecord.bmj.com/content/170/7/188.full.pdf+html,
2012,EVEREST DJ; Shuttleworth CM; GRIERSON SS; DUFF JP; Jackson N; Litherland P; Kenward RE; Stidworthy MF,Systematic assessment of the impact of adenovirus infection on a captive reintroduction project for red squirrels (Sciurus vulgaris).,Veterinary Record 171 (7) 176,Periodical article,"Red Squirrel Survival Trust, Llanfairpwll.
Welsh Mountain Zoo, Colwyn Bay.
Centre for Ecology and Hydrology, Wallingford.
International Zoo Veterinary Group, Keighley.",VIROLOGY,WILDLIFE AND PESTS,,http://veterinaryrecord.bmj.com/content/171/7/176.full.pdf+html,
2012,FEATHERSTONE C; PHIPPS P; Pietzsch M; Hansford K; Medlock J,Tick surveillance in the UK (letter).,Veterinary Record 171 (9) 225,Periodical article,"Medical Entomology and Zoonoses Ecology, Emergency Response Department, HPA, Porton Down, Salisbury, Hampshire SP4 0JG.",VIROLOGY,OTHER ANIMALS,Rhipicephalus sanguineus; Ticks; Tick borne diseases,http://veterinaryrecord.bmj.com/content/171/9/225.1.full.pdf+html,
2012,Firdessa R; Tschopp R; Wubete A; Sombo M; Hailu E; Erenso G; Kiros T; Yamuah L; VORDERMEIER M; HEWINSON RG; Young D; Gordon SV; Sahile M; Aseffa A; BERG S,High prevalence of bovine tuberculosis in dairy cattle in central Ethiopia: implications for the dairy industry and public health.,PLoS One 7 (12) e52851,Periodical article,"Armauer Hansen Research Institute, Addis Ababa, Ethiopia. National Animal Health Diagnostic and Investigation Center, Sebeta, Addis Ababa, Ethiopia. 
School of Veterinary Medicine, University College Dublin, Dublin, Republic of Ireland. 
Centre for Molecular Microbiology and Infection, Imperial College London, London. 
Swiss Tropical and Public Health, Basel, Switzerland.",BOVINE TUBERCULOSIS,CATTLE AND RUMINANTS IN GENERAL,Bovine tuberculosis,http://dx.doi.org/10.1371/journal.pone.0052851,
2012,Flockhart AF; Tree JT; Xuefang Xu; Karpiyevich M; McAteer SP; Rosenblum R; Shaw DJ; Low CJ; BEST A; Gannon V; Laing C; Murphy KC; Leong JM; Schneiders T; LA RAGIONE R; Gally DL,Identification of a novel prophage regulator in Escherichia coli controlling the expression of type III secretion.,Molecular Microbiology 83 (1) 208-223,Periodical article,"Immunity and Infection Division, The Roslin Institute and R(D)SVS, University of Edinburgh, Edinburgh EH25 9RG.
Centre for infection and Immunity, 4th Floor Medical Biology Centre, School of Medicine, Dentistry and Biomedical Sciences, Queen's University Belfast, Belfast BT9 7BL.
Division of Veterinary Clinical Sciences, Royal (Dick) School of Veterinary Studies, The University of Edinburgh, Easter Bush Campus, Roslin, Midlothian EH25 9RG.
Laboratory for Foodborne Zoonoses, Public Health Agency of Canada, 1st floor, C.F.I.A. Building, Lethbridge, AB T1J 3Z4, Canada.
Department of Molecular Genetics and Microbiology, University of Massachusetts Medical School, Worcester, MA 01655, USA.
Faculty of Health and Medical Sciences, University of Surrey, Guildford, Surrey, GU2 7XH.",BACTERIOLOGY,GENERAL,Escherichia coli,,
2012,Flores-Villalva S; Suarez-Guemes F; Espitia C; WHELAN AO; VORDERMEIER M; Gutierrez-Pabello JA,Specificity of the tuberculin skin test is modified by use of a protein cocktail containing ESAT-6 and CFP-10 in cattle naturally infected with Mycobacterium bovis.,Clinical and Vaccine Immunology 19 (5) 797-803,Periodical article,"Laboratorio de Investigacion en Tuberculosis y Brucelosis, Facultad de Medicina Veterinaria y Zootecnia.
Departamento de Inmunologia, Instituto de Investigaciones Biomedicas, Universidad Nacional Autónoma de Mexico, Mexico City, Mexico.",BOVINE TUBERCULOSIS,CATTLE AND RUMINANTS IN GENERAL,Tuberculosis; Bovine tuberculosis,http://dx.doi.org/10.1128/cvi.05668-11,
2012,FOLEY-FISHER M; PHIPPS P; Medlock JM; Atkinson P; Atkinson B; Hewson R; GALE P,"Ticks on northward migrating birds in southern Spain during spring, 2011.",Journal of Vector Ecology 37 (2) 478-480,Periodical article,"Medical Entomology Group, MRA, Emergency Response Department, Health Protection Agency, Porton Down, Salisbury, SP4 0JG.
Centre for Geographical Health Research, Geography and Environment, University of Southampton, University Road,
Southampton, SO17 1BJ.
Health Protection Agency, Virology and Pathogenesis Group, Porton Down, Salisbury, Wiltshire, SP4 0JG.",VIROLOGY,WILDLIFE AND PESTS,Tickborne diseases,http://onlinelibrary.wiley.com/doi/10.1111/j.1948-7134.2012.00256.x/pdf,
2012,FOOKS A; HORTON D; Muller T; Freuling C; Rupprecht C,Rabies.,"In: Manual of diagnostic tests and vaccines for terrestrial animals (mammals, birds and bees), 7th ed, OIE, 2012, 263-282",Book chapter,"Institute for Epidemiology, Friedrich-Loeffler Institut, Federal Research Institute for Animal Health, Seestr. 55, D-16868 Wusterhausen/Dosse, Germany.
Centers for Disease Control and Prevention, National Center for Emerging and Zoonotic Infectious Diseases, Division of High Consequence Pathogens and Pathology, Poxvirus and Rabies Branch, 1600 Clifton Rd., MS G33 Atlanta, GA, 30333, USA.",VIROLOGY,WILDLIFE AND PESTS; DIAGNOSTIC TECHNIQUES,,http://www.oie.int/fileadmin/Home/eng/Health_standards/tahm/2.01.13_RABIES.pdf,
2012,FOOKS AR; MCELHINNEY LM; HORTON D; BANYARD AC; JOHNSON N; MARSTON D; Freuling C; Hoffmann B; Tu C; Fehlner-Gardiner C; Sabeta CT; Cliquet F; Muller T; Rupprecht CE,Molecular tools for rabies diagnosis in animals.,"Rabies control: towards sustainable prevention at the source Compendium of the OIE Global Conference on Rabies Control 7-9 September 2011 Incheon-Seoul, Republic of Korea, 75-85",Conference proceedings,"National Consortium for Zoonoses Research, Leahurst, Neston, South Wirral, CH64 7TE, United Kingdom.
Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health (OIE Reference Laboratory/WHO Collaborating Centre), Insel Riems, Germany.
Changchun Veterinary Research Institute (OIE Reference Laboratory for Rabies), Chinese Academy of Agricultural Sciences, 666 Liuying West Road, Jingyue Economic Development Zone, Changchun 130062, People's Republic of China.
Canadian Food Inspection Agency Centre of Expertise for Rabies (OIE Reference Laboratory for Rabies/WHO Collaborating Centre), 3851 Fallowfield Road, PO Box 11300, Station H, Ottawa, Ontario, K2H 8P9, Canada.
Onderstepoort Veterinary Research Institute (OIE Reference Laboratory), P Bag X05, Onderstepoort, South Africa.
ANSES - Nancy Laboratory for Rabies and Wildlife (OIE Reference Laboratory/WHO Collaborating Centre/EU Reference Laboratory), Technopole agricole et veterinaire, BP 40009, 54220 Malzeville Cedex, France.
Rabies Program, Poxyvirus and Rabies Branch (OIE Reference Laboratory/WHO Collaborating Centre), Division of High-Consequence Pathogens and Pathology, Centres for Disease Control and Prevention, Atlanta, Georgia, United States of America.
",VIROLOGY,WILDLIFE AND PESTS,Virology; Wildlife,,
2012,FOSTER AP,Staphylococcal skin disease in livestock.,Veterinary Dermatology 23 (4) 342-E63,Periodical article,,BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL; GOATS; PIGS; SHEEP,,,http://dx.doi.org/10.1111/j.1365-3164.2012.01093.x
2012,Foster G; WRAGG P; KOYLASS MS; WHATMORE AM; Hoyles L,Isolation of Actinomyces hyovaginalis from sheep and comparison with isolates obtained from pigs.,Veterinary Microbiology 157 (3–4) 471-475,Periodical article,"SAC Consulting Veterinary Services, Drummondhill, Stratherrick Road, Inverness IV2 4JZ.
Food Microbial Sciences Unit, Department of Food and Nutritional Sciences, University of Reading, Whiteknights Campus, Reading RG6 6UR.",MISCELLANEOUS,SHEEP,Bacteria,http://dx.doi.org/10.1016/j.vetmic.2012.01.003,
