Extending Agency,Donor Project Number,Project Title,Project Description,Nature of Submission,Benefitting Country Code,Benefitting Country Name,Input Sector code,Channel of Delivery Code,Type of Flow,Type of Finance,Type of Aid,Climate Change - Adaptation,Climate Change - Mitigation,FTC,Posting Date,Calendar Year,Amount (£),Budget (£),Amount untied (£)
3,A/02906,SSA LCR EAS Skills Capacity Blding in Ed,"Capacity building in skills development for education ministries, agencies, schools and teachers",1,GH,Ghana,11430,12000,10,100,CO1,0,0,0,31/12/2011,2011,115646,115646,115646
3,A/02909,SSA LCR ART Creative Industries for Dev,Skills training to support the development of sustainable creative industries and cultural organisations.  ,1,GH,Ghana,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,30490,30490,30490
3,A/02913,SSA Badiliko Microsoft Project,"Capacity building to improve school leadership 
and use of ICT to improve educational outcomes",1,GH,Ghana,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,41068,41068,41068
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,3,IN,India,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,61122,61122,61122
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,IN,India,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,582137,582137,582137
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,IN,India,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,59496,59496,59496
3,A/02133,Global Climate Generation,Increasing understanding of climate change and encouraging action on mitigation and adaptation,1,IN,India,41081,51000,10,100,CO1,2,2,0,31/12/2011,2011,42799,42799,42799
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,1,IN,India,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,187435,187435,187435
3,A/02412,My Library,"Support for free and uncensored flow of information, and for professional development, through library and information services",3,IN,India,15163,20000,10,100,CO1,0,0,0,31/12/2011,2011,24695,24695,24695
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,IN,India,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,224891,224891,224891
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,IN,India,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,1097212,1097212,1097212
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,IN,India,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,149717,149717,149717
3,A/02571,INTERNATIONAL HIGHER EDUCATION (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",1,IN,India,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,233503,233503,233503
3,A/02693,Libraries and Cultural Centres (LCC),"Support for free and uncensored flow of information, and for professional development, through library and information services",1,IN,India,15171,52000,10,100,CO1,0,0,0,31/12/2011,2011,932350,932350,932350
3,A/02694,UKIERI 2 Programme,Developing Indian research capacity,1,IN,India,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,3882325,3882325,3882325
3,A/01434,East Asia Skills Capacity Bldg EDUCATION,Capacity building in Higher Education and school leadership,3,ID,Indonesia,11430,51000,10,100,CO1,0,0,0,31/12/2011,2011,62207,62207,62207
3,A/01818,Global International Inspiration,Capacity building to strengthen physical education curriculum and policy ,3,ID,Indonesia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,241795,241795,241795
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,1,ID,Indonesia,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,294615,294615,294615
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,ID,Indonesia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,19375,19375,19375
3,A/01887,EAA Skills for Social Entrepreneurs,"Supporting social inclusion and employability through partnerships, collaboration and skills development in social enterprise ",3,ID,Indonesia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,112910,112910,112910
3,A/02133,Global Climate Generation,Increasing understanding of climate change and encouraging action on mitigation and adaptation,3,ID,Indonesia,41081,51000,10,100,CO1,2,2,0,31/12/2011,2011,10567,10567,10567
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,ID,Indonesia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,118634,118634,118634
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,ID,Indonesia,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,43650,43650,43650
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,ID,Indonesia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,591813,591813,591813
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,ID,Indonesia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,57807,57807,57807
3,A/02571,INTERNATIONAL HIGHER EDUCATION (GLO),"Partnerships,collaboration and policy dialogue to address global challenges in International Higher Education ",3,ID,Indonesia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,416421,416421,416421
3,A/02627,ID World Bank HE Scholarships,Capacity building in Higher Education ,3,ID,Indonesia,11420,51000,10,100,CO1,0,0,0,31/12/2011,2011,38489,38489,38489
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,1,IR,Iran,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,168916,168916,168916
3,A/01129,MED LOC Education,"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education",3,IQ,Iraq,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,2861,2861,2861
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,IQ,Iraq,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,693627,693627,693627
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,1,IQ,Iraq,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,47958,47958,47958
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,IQ,Iraq,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,498384,498384,498384
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,IQ,Iraq,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,30544,30544,30544
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,IQ,Iraq,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,57909,57909,57909
3,A/02927,Capacity Building in Arts,"A seed innovation project linking digital experts, social entrepreneurs and emerging artists in order to create sustainable solutions to development issues",1,IQ,Iraq,11430,52000,10,100,CO1,0,0,0,31/12/2011,2011,111800,111800,111800
,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,JM,Jamaica,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,58332,58332,58332
3,A/01818,Global International Inspiration,Capacity building to strengthen physical education curriculum and policy ,3,JO,Jordan,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,206907,206907,206907
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,JO,Jordan,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,206745,206745,206745
3,A/01924,NENA LOC Governance (Summary),Vocational skills for young people to improve employability.,3,JO,Jordan,16020,51000,10,100,CO1,0,0,0,31/12/2011,2011,5814,5814,5814
3,A/01925,NENA LOC Education (Summary),Vocational skills for young people to improve employability.,3,JO,Jordan,16020,51000,10,100,CO1,0,0,0,31/12/2011,2011,22131,22131,22131
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,JO,Jordan,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,39198,39198,39198
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,JO,Jordan,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,193252,193252,193252
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,JO,Jordan,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,46345,46345,46345
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,JO,Jordan,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,30202,30202,30202
3,A/02872,Arab Partnership Initiative-API,Providing project management and leadership skills to young people and civil society organisations to support community based projects,1,JO,Jordan,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,23565,23565,23565
3,A/02928,Skills & Capacity Building in Education,Freedom of expression work to develop an online resource with journalists providing impartial information on parliamentary and presidential elections; science and society work to develop effectiveness of science students to communicate science in more accessible ways to the public; ,1,JO,Jordan,15163,20000,10,100,CO1,0,0,0,31/12/2011,2011,955771,955771,955771
3,A/01281,Wider Europe ARTS,Training and development that supports the growth of sustainable cultural organisations,3,KZ,Kazakhstan,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,16936,16936,16936
3,A/01286,Wider Europe LOC English,Capacity building through training and development programmes for English language teachers. ,3,KZ,Kazakhstan,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,23485,23485,23485
3,A/01286,Wider Europe LOC Education,"Strengthening educational outcomes, and the development of an international outlook, through school links",3,KZ,Kazakhstan,11110,51000,10,100,CO1,0,0,0,31/12/2011,2011,10464,10464,10464
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,KZ,Kazakhstan,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,108300,108300,108300
3,A/02241,SA Inspire - research & education (Sum),"Partnerships, collaboration, leadership development and policy dialogue to address global challenges in International Higher Education.",3,KZ,Kazakhstan,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,97846,97846,97846
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,1,KZ,Kazakhstan,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,103999,103999,103999
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",1,KZ,Kazakhstan,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,330753,330753,330753
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,KZ,Kazakhstan,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,135089,135089,135089
3,A/02571,INTERNATIONAL HIGHER EDUCATION (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",3,KZ,Kazakhstan,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,85380,85380,85380
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,3,KE,Kenya,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,156812,156812,156812
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,KE,Kenya,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,553928,553928,553928
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,KE,Kenya,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,9652,9652,9652
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,KE,Kenya,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,296436,296436,296436
3,A/02571,INTERNATIONAL HIGHER EDUCATION (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",1,KE,Kenya,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,232266,232266,232266
3,A/02913,SSA Badiliko Microsoft Project,"Capacity building to improve school leadership 
and use of ICT to improve educational outcomes",1,KE,Kenya,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,11679,11679,11679
3,A/01281,Wider Europe ARTS,Training and development that supports the growth of sustainable cultural organisations,3,KS,Kosovo,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,15670,15670,15670
3,A/01285,Wider Europe LOC English,Capacity building through training and development programmes for English language teachers. ,3,KS,Kosovo,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,30891,30891,30891
3,A/01286,Wider Europe LOC Education,"Strengthening educational outcomes, and the development of an international outlook, through school links",3,KS,Kosovo,11110,51000,10,100,CO1,0,0,0,31/12/2011,2011,12944,12944,12944
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,KS,Kosovo,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,53572,53572,53572
3,A/01852,SEE English Global Products (summary),Support english language teachers improve quality of english teaching and providing resources to learners,3,KS,Kosovo,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,1191,1191,1191
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,KS,Kosovo,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,129443,129443,129443
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,KS,Kosovo,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,13413,13413,13413
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,KS,Kosovo,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,8170,8170,8170
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,KS,Kosovo,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,2655,2655,2655
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,LB,Lebanon,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,394580,394580,394580
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,1,LB,Lebanon,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,186734,186734,186734
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,LB,Lebanon,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,26813,26813,26813
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,LB,Lebanon,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,293998,293998,293998
3,A/02927,Capacity Building in Arts,"A seed innovation project linking digital experts, social entrepreneurs and emerging artists in order to create sustainable solutions to development issues",1,LY,Libya,11430,52000,10,100,CO1,0,0,0,31/12/2011,2011,161685,161685,161685
3,A/02928,Skills & Capacity Building in Education,Freedom of expression work to develop an online resource with journalists providing impartial information on parliamentary and presidential elections; science and society work to develop effectiveness of science students to communicate science in more accessible ways to the public; ,1,LY,Libya,15163,20000,10,100,CO1,0,0,0,31/12/2011,2011,476189,476189,476189
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,LY,Libya,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,39568,39568,39568
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,LY,Libya,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,298876,298876,298876
3,A/02571,INTERNATIONAL HIGHER EDUCATION (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",3,LY,Libya,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,922853,922853,922853
3,A/01281,Wider Europe ARTS,Training and development that supports the growth of sustainable cultural organisations,1,MK,Macedonia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,42182,42182,42182
3,A/01286,Wider Europe LOC Education,"Strengthening educational outcomes, and the development of an international outlook, through school links",1,MK,Macedonia,11110,51000,10,100,CO1,0,0,0,31/12/2011,2011,64484,64484,64484
3,A/01285,Wider Europe LOC English,Capacity building through training and development programmes for English language teachers. ,3,MK,Macedonia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,5054,5054,5054
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",1,MK,Macedonia,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,55576,55576,55576
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,1,MK,Macedonia,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,50881,50881,50881
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",1,MK,Macedonia,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,9222,9222,9222
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,1,MK,Macedonia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,12014,12014,12014
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,1,MW,Malawi,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,14729,14729,14729
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",1,MW,Malawi,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,44626,44626,44626
3,A/02901,SSA LCR ENG Skills For Teachers Engage,Capacity building through training and development programmes for English language teachers. ,1,MW,Malawi,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,112869,112869,112869
3,A/02902,SSA LCR ENG Skills For Learners Connect,"Online, digital and media resources for learners to improve their English language skills.  ",1,MW,Malawi,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,68680,68680,68680
3,A/02904,"SSA LCR EAS Leadership, Mgt, Enterprise","Capacity building in leadership and management skills development for ministries, agencies, employers and individuals",1,MW,Malawi,11430,12000,10,100,CO1,0,0,0,31/12/2011,2011,38249,38249,38249
3,A/02906,SSA LCR EAS Skills Capacity Blding in Ed,"Capacity building in skills development for education ministries, agencies, schools and teachers",1,MW,Malawi,11430,12000,10,100,CO1,0,0,0,31/12/2011,2011,3196,3196,3196
3,A/01818,Global International Inspiration,Capacity building to strengthen physical education curriculum and policy ,3,MY,Malaysia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,722515,722515,722515
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,3,MY,Malaysia,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,44326,44326,44326
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,MY,Malaysia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,127176,127176,127176
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,MY,Malaysia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,9220,9220,9220
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,MY,Malaysia,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,1149,1149,1149
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,MY,Malaysia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,209222,209222,209222
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,MY,Malaysia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,36100,36100,36100
3,A/02571,INTERNATIONAL HIGHER EDUCATION (GLO),"Partnerships,collaboration and policy dialogue to address global challenges in International Higher Education ",3,MY,Malaysia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,331837,331837,331837
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,1,MU,Mauritius,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,64386,64386,64386
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,MU,Mauritius,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,8632,8632,8632
3,A/02902,SSA LCR ENG Skills For Learners Connect,"Online, digital and media resources for learners to improve their English language skills.  ",1,MU,Mauritius,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,234822,234822,234822
,A/01644,AME LCR ELT,Support english language teachers improve quality of english teaching and providing resources to learners,3,MX,Mexico,11430,12000,10,100,CO1,0,0,0,31/12/2011,2011,1375,1375,1375
,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,3,MX,Mexico,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,95000,95000,95000
,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,MX,Mexico,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,305976,305976,305976
,A/02133,Global Climate Generation,Increasing understanding of climate change and encouraging action on mitigation and adaptation,3,MX,Mexico,41081,51000,10,100,CO1,2,2,0,31/12/2011,2011,82505,82505,82505
,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,MX,Mexico,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,102481,102481,102481
,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,MX,Mexico,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,650523,650523,650523
,A/02571,INTERNATIONAL HIGHER EDUCATION (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",3,MX,Mexico,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,30684,30684,30684
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,MA,Morocco,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,80445,80445,80445
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,MA,Morocco,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,129076,129076,129076
3,A/01924,NENA LOC Governance (Summary),Vocational skills for young people to improve employability.,3,MA,Morocco,16020,51000,10,100,CO1,0,0,0,31/12/2011,2011,21890,21890,21890
3,A/01925,NENA LOC Education (Summary),Vocational skills for young people to improve employability.,3,MA,Morocco,16020,51000,10,100,CO1,0,0,0,31/12/2011,2011,34371,34371,34371
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,MA,Morocco,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,22105,22105,22105
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,MA,Morocco,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,362941,362941,362941
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,MA,Morocco,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,5871,5871,5871
3,A/02571,International Higher Education (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",3,MA,Morocco,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,7093,7093,7093
3,A/02872,Arab Partnership Initiative-API,Providing project management and leadership skills to young people and civil society organisations to support community based projects,1,MA,Morocco,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,235580,235580,235580
3,A/02885,YAANI PUBLIC POLICY INFLUENCING,Linking of youth networks in North Africa and Levant to build analytical and research capacity of young people to better influence public policy development,1,MA,Morocco,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,350346,350346,350346
3,A/02925,ARTS FOR DEVELOPMENT,Professional development scheme for artists in Morocco,1,MA,Morocco,11430,52000,10,100,CO1,0,0,0,31/12/2011,2011,109821,109821,109821
3,A/02928,Skills & Capacity Building in Education,Freedom of expression work to develop an online resource with journalists providing impartial information on parliamentary and presidential elections; science and society work to develop effectiveness of science students to communicate science in more accessible ways to the public; ,1,MA,Morocco,15163,20000,10,100,CO1,0,0,0,31/12/2011,2011,460567,460567,460567
3,A/01818,Global International Inspiration,Capacity building to strengthen physical education curriculum and policy ,1,MZ,Mozambique,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,329665,329665,329665
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,MZ,Mozambique,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,32664,32664,32664
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,1,MZ,Mozambique,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,138618,138618,138618
3,A/01431,East Asia Leadersh GOVERNANCE & Ent Dev,Capacity building to support leadership in civil society,3,MM,Myanmar,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,25533,25533,25533
3,A/01433,East Asia Capacity Bldg Sys INFORMATION,"Support for free and uncensored flow of information, and for professional development, through library and information services",3,MM,Myanmar,15163,20000,10,100,CO1,0,0,0,31/12/2011,2011,315441,315441,315441
3,A/01887,EAA Skills for Social Entrepreneurs,"Supporting social inclusion and employability through partnerships, collaboration and skills development in social enterprise ",3,MM,Myanmar,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,32864,32864,32864
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,MM,Myanmar,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,61547,61547,61547
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,MM,Myanmar,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,11345,11345,11345
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,MM,Myanmar,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,344342,344342,344342
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,1,MM,Myanmar,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,36289,36289,36289
3,A/02571,INTERNATIONAL HIGHER EDUCATION (GLO),"Partnerships,collaboration and policy dialogue to address global challenges in International Higher Education ",1,MM,Myanmar,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,17946,17946,17946
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,NA,Namibia,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,7450,7450,7450
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,NA,Namibia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,3237,3237,3237
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,NA,Namibia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,17258,17258,17258
3,A/02901,SSA LCR ENG Skills For Teachers Engage,Capacity building through training and development programmes for English language teachers. ,1,NA,Namibia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,34586,34586,34586
3,A/02238,CSA English for Teaching ETTE (Summary),Capacity building through training and development programmes for state sector English language teachers and Government trainers. ,3,NP,Nepal,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,17095,17095,17095
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,1,NP,Nepal,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,65361,65361,65361
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,NP,Nepal,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,48678,48678,48678
3,A/01818,Global International Inspiration,Capacity building to strengthen physical education curriculum and policy ,1,NG,Nigeria,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,1145872,1145872,1145872
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,1,NG,Nigeria,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,7375,7375,7375
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,NG,Nigeria,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,589821,589821,589821
3,A/02133,Global Climate Generation,Increasing understanding of climate change and encouraging action on mitigation and adaptation,3,NG,Nigeria,41081,51000,10,100,CO1,2,2,0,31/12/2011,2011,13029,13029,13029
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,NG,Nigeria,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,343991,343991,343991
