?BODY NAME,SERVICE LABEL PORTFOLIO,SERVICE CODE,EXPENDITURE CATEGORY,DATE,TRANSACTION NUMBER,NET AMOUNT,SUPPLIER NAME,SUPPLIER ID
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,CLOTHING AND UNIFORMS,28/09/2012,216114,989,OAK INDUSTRIAL SUPPLIES LIMITED,100401
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,CLOTHING AND UNIFORMS,28/09/2012,216115,1365,OAK INDUSTRIAL SUPPLIES LIMITED,100401
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,CLOTHING AND UNIFORMS,14/09/2012,215328,1777.2,OAK INDUSTRIAL SUPPLIES LIMITED,100401
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,28/09/2012,216179,3145,OAK INDUSTRIAL SUPPLIES LIMITED,100401
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B990,GRANTS/LOANS ADVANCED,14/09/2012,215024,10000,OLLERTON & BOUGHTON TOWN COUNCIL,100968
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,MOBILE PHONE COSTS,28/09/2012,216150,909.6,ORANGE PERSONAL COMMUNICATIONS,100410
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,MOBILE PHONE COSTS,21/09/2012,215834,947.59,ORANGE PERSONAL COMMUNICATIONS,100410
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,MOBILE PHONE COSTS,21/09/2012,215836,1045.75,ORANGE PERSONAL COMMUNICATIONS,100410
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,CHANGE MANAGEMENT,07/09/2012,214897,580,OTR LTD,101277
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,STAFF ASSESSMENTS,07/09/2012,214897,2380,OTR LTD,101277
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215760,4250,OXTON PARISH COUNCIL,100417
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ARTISTS FEES,14/09/2012,215354,2588.64,PARK PROMOTIONS LTD,100767
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,21/09/2012,215798,1031.22,PERFORMING RIGHT SOCIETY LTD,100423
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,21/09/2012,215796,1501.66,PERFORMING RIGHT SOCIETY LTD,100423
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,LICENCES,14/09/2012,215381,1572.14,PERFORMING RIGHT SOCIETY LTD,100423
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215781,600,PERLETHORPE-CUM-BUDBY PARISH MEETING,100424
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,REFUSE BIN PURCHASES,14/09/2012,215080,1925,PLASTIC OMNIUM URBAN SYSTEMS,101100
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,REFUSE BIN PURCHASES,14/09/2012,215025,8835,PLASTIC OMNIUM URBAN SYSTEMS,101100
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,CONTRACTUAL SERVICES,14/09/2012,215193,450,POSITIVE MEDIA PROMOTIONS LTD,101715
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,28/09/2012,216170,418.19,PRINT IMAGE NETWORK LTD,100431
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,PRINTING,28/09/2012,216171,978.54,PRINT IMAGE NETWORK LTD,100431
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,PRINTING,14/09/2012,215176,1113.37,PRINT IMAGE NETWORK LTD,100431
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,ELECTION EXPENSES,28/09/2012,216174,1140,PRINT IMAGE NETWORK LTD,100431
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,ELECTION EXPENSES,14/09/2012,215296,2371.95,PRINT IMAGE NETWORK LTD,100431
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,ELECTION EXPENSES,28/09/2012,216173,18168.75,PRINT IMAGE NETWORK LTD,100431
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,COMPUTER EQUIPMENT PURCHASE,14/09/2012,215100,542.11,PROBRAND LIMITED,100820
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,COMPUTER EQUIPMENT PURCHASE,30/08/2012,91203,818.54,QC SUPPLIES LTD,300023
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,QUADRANT MAINTENANCE,28/09/2012,216189,9937.5,QUADRANT SECURITY GROUP LTD,100438
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,28/09/2012,216165,7000,R C BUILDING SERVICES,101705
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,28/09/2012,216156,7786.16,R G CARTER BUILDING LTD,100440
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,28/09/2012,216155,11993.88,R G CARTER BUILDING LTD,100440
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215761,25000,RAINWORTH PARISH COUNCIL,100444
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,21/09/2012,215835,525,RAYNOR INDUSTRIAL SERVICES,100448
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,CONTRACTUAL SERVICES,21/09/2012,215835,525,RAYNOR INDUSTRIAL SERVICES,100448
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,REPAIRS AND MAINTENANCE,21/09/2012,215784,480,REDACTED PERSONAL DATA,101706
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,14/09/2012,215134,519,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,14/09/2012,215140,537,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,14/09/2012,215133,540,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,14/09/2012,215331,582,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,CHAIRMAN - PERSONAL ALLOWANCE,14/09/2012,215310,650,REDACTED PERSONAL DATA,101482
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ARTISTS FEES,28/09/2012,216127,2363.22,REDACTED PERSONAL DATA,101035
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,28/09/2012,216215,3945,REDACTED PERSONAL DATA,101704
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,REMPLOY 3RD PARTY AGENTS,07/09/2012,214894,11628,REMPLOY LIMITED,100451
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,REMPLOY 3RD PARTY AGENTS,28/09/2012,216190,11628,REMPLOY LIMITED,100451
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,COMPUTER SOFTWARE MAINTENANCE,14/09/2012,215071,1598,RESOLUTION DATA MANAGEMENT LTD,100825
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,PROFESSIONAL SERVICES,07/09/2012,214887,2000,RICHARD LING AND ASSOCIATES,100455
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,21/09/2012,215849,720,RIGBY TAYLOR LIMITED,100457
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,AGENCY REPAYMENTS,14/09/2012,215353,3180,ROCK CHOIR LTD,101707
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215777,2125,ROLLESTON PARISH COUNCIL,100466
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,14/09/2012,215175,417.22,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,28/09/2012,216104,500,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,28/09/2012,216149,1615.05,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,14/09/2012,215368,1678.85,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,14/09/2012,215076,1871.89,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,14/09/2012,215077,1905.77,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,28/09/2012,216105,3151.67,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215762,1275,RUFFORD PARISH COUNCIL,100471
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,21/09/2012,215810,960,RUMBLES CATERING PROJECT,100472
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,21/09/2012,215812,960,RUMBLES CATERING PROJECT,100472
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,21/09/2012,215665,1532.85,S P G CONSTRUCTION LTD,100477
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,14/09/2012,215136,4314.5,S P G CONSTRUCTION LTD,100477
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,CONSULTANTS,28/09/2012,216219,2683,SALFORD CITY COUNCIL,101369
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,CONSULTANTS,28/09/2012,216217,5424.5,SALFORD CITY COUNCIL,101369
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,21/09/2012,215666,3729.86,SEEREY AND SMITH BUILDING SOLUTION,101646
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,METERED WATER CHARGE,14/09/2012,215279,504.42,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,METERED WATER CHARGE,21/09/2012,215623,1280.63,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,METERED WATER CHARGE,07/09/2012,214909,2102.63,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,LOCAL NATURE RESERVES MAINTNCE,21/09/2012,215795,719.5,SHERWOOD FOREST TRUST,100494
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,14/09/2012,215069,954.5,SHERWOOD FOREST TRUST,100494
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,14/09/2012,215056,1580.75,SHERWOOD TRUCK AND VAN LTD,100497
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,RENT,14/09/2012,215124,2875,SHOTSTONE LTD,100498
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ELECTRICITY,14/09/2012,215205,555.09,SIEMENS PLC,101107
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215749,567.5,GIRTON/MEERING PARISH MEETING,100710
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,CONTRACTUAL SERVICES,21/09/2012,215850,490,SMARTWATER TECHNOLOGY LTD,101325
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,DEPARTMENTAL HARDWARE,14/09/2012,215096,1250,SOCITM LIMITED,101716
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,CONTRACTUAL SERVICES,14/09/2012,215190,1960,SOLON SECURITY LTD,101459
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215763,3250,SOUTH MUSKHAM PARISH COUNCIL,100512
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215764,1700,SOUTH SCARLE PARISH MEETING,100513
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,EQUIPMENT LEASING RECHARGE,21/09/2012,215843,68487.46,SPECIALIST COMPUTER CENTRES PLC,100773
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ARTISTS FEES,28/09/2012,216126,2276.93,STAGE RIGHT PROMOTIONS LTD,101172
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,EQUIPMENT REPAIRS & RENEWALS,07/09/2012,214892,3840,STORM TECHNOLOGIES,101697
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215765,11279,SUTTON-ON-TRENT PARISH COUNCIL,100528
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,EQUIPMENT FOR RESALE,21/09/2012,215825,630.06,SWIMRITE SUPPLIES LTD,100531
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,EQUIPMENT FOR RESALE,14/09/2012,215218,654.33,SWIMRITE SUPPLIES LTD,100531
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,28/09/2012,216099,23587.07,SWIRLFORCE LTD,101641
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,COMPUTER SOFTWARE,14/09/2012,215090,1500,THE ENERGY AUDIT COMPANY LTD,100545
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,REPAIRS AND MAINTENANCE,14/09/2012,215361,440,THE JOKER ENTERTAINMENT,101335
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,PROFESSIONAL SERVICES,14/09/2012,215170,480.76,THE NATIONAL LEAFLET COMPANY,101460
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,PROFESSIONAL SERVICES,14/09/2012,215169,2573.2,THE NATIONAL LEAFLET COMPANY,101460
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,GRANTS/LOANS ADVANCED,07/09/2012,214880,2692.5,THE NE GROUP,100553
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,GRANTS/LOANS ADVANCED,07/09/2012,214879,9027.5,THE NE GROUP,100553
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,SUBSCRIPTIONS,28/09/2012,216095,1190,THOMSON LEGAL & REGULATORY LTD,100782
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215766,950,THORNEY PARISH COUNCIL,100561
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215767,1500,THURGARTON PARISH COUNCIL,100564
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,ADVERTISING,21/09/2012,215832,2253.19,TMP (UK) LTD,101175
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,ADVERTISING,07/09/2012,214946,3348.6,TMP (UK) LTD,101175
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,AGENCY REPAYMENTS,14/09/2012,215131,870.03,TRAVEL WRIGHT LTD,101717
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,COACH DEVELOPMENT,14/09/2012,215307,765,TRENT VALLEY EQUESTRIAN CENTRE LTD,101710
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215768,3000,UPTON PARISH COUNCIL,100586
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,14/09/2012,215039,6551.67,VACU-LUG TRACTION TYRES LIMITED,100589
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,07/09/2012,214919,7938.69,VAUGHANDALE CONSTRUCTION LTD,100590
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,28/09/2012,216212,14958.74,VAUGHANDALE CONSTRUCTION LTD,100590
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,STANDING CHARGES TELEPHONES,14/09/2012,215091,1522,VIRGIN MEDIA BUSINESS,100593
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,TELEPHONES,28/09/2012,216193,1690.22,VIRGIN MEDIA BUSINESS,100593
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,TELEPHONES,14/09/2012,215091,1935.94,VIRGIN MEDIA BUSINESS,100593
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,STANDING CHARGES TELEPHONES,28/09/2012,216193,13131.88,VIRGIN MEDIA BUSINESS,100593
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,STANDING CHARGES TELEPHONES,08/10/2012,216195,2132.4,VIRGIN MEDIA BUSINESS,100934
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215769,13750,WALESBY PARISH COUNCIL,100594
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,ADVERTISING,21/09/2012,215679,500,WELLOW MAYPOLE FUND,100884
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215771,2505,WELLOW PARISH COUNCIL,100598
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,REPAIRS AND MAINTENANCE,21/09/2012,215856,750,WESTGATE PARTNERSHIP SHOPFITTING SERV LTD,100602
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,DEPARTMENTAL HARDWARE,28/09/2012,216192,1425,WESTGATE PARTNERSHIP SHOPFITTING SERV LTD,100602
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215772,1550,WESTON PARISH COUNCIL,100603
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,PRINTING,14/09/2012,215104,495,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,STATIONERY,21/09/2012,215677,1036.23,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,PRINTING,07/09/2012,214900,1380,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,PROFESSIONAL SERVICES,07/09/2012,214875,3889,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,PARISH PRECEPTS,21/09/2012,215773,4064.5,WINTHORPE WITH LANGFORD PARISH COUNCIL,101576
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,COMPUTER EQUIPMENT PURCHASE,14/09/2012,215110,689.4,XN LEISURE SYSTEMS LTD,100616
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,EQUIPMENT REPAIRS & RENEWALS,14/09/2012,215373,18311,ZAPP CANOPY UMBRELLAS LTD,100618
