Department,Entity,Transaction Date,Supplier Name ,Amount ,Expense Type,Expense Area,Expenses  Description
DFID,DFID,40940,IBRD HSBC T,"£750,000",Aid Programme - Joint programme contribution,East and Central Africa,
DFID,DFID,40962,UNDP CONTRIBUTIONS GBP,"£5,000,000",Aid Programme - Joint programme contribution,East and Central Africa,
DFID,DFID,40942,Foreign & Commonwealth Office,"£1,689",Medical/Health Services,East and Central Africa,
DFID,DFID,40942,Foreign & Commonwealth Office,"£2,645",Medical/Health Services,East and Central Africa,
DFID,DFID,40941,Foreign & Commonwealth Office,£650,Mobile telephones & accessories,East and Central Africa,
DFID,DFID,40954,Foreign & Commonwealth Office,"£1,001",Mobile telephones & accessories,East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,"£1,138",Mobile telephones & accessories,East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,£986,Mobile telephones & accessories,East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,£697,Mobile telephones & accessories,East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,£939,Mobile telephones & accessories,East and Central Africa,
DFID,DFID,40968,Government Procurement Card,"£2,499",Office Equipment - Purchases,East and Central Africa,
DFID,DFID,40968,Government Procurement Card,"£2,480",Office Equipment - Purchases,East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,£630,Office Equipment - Purchases,East and Central Africa,
DFID,DFID,40962,MTN RWANDACELL,£614,Office equipment - Rental,East and Central Africa,
DFID,DFID,40962,Canon World,£988,Office Supplies,East and Central Africa,
DFID,DFID,40962,Canon World,"£1,917",Office Supplies,East and Central Africa,
DFID,DFID,40966,Wurgessa Trading,£557,Office Supplies,East and Central Africa,
DFID,DFID,40961,British High Commission(Tsh),£510,Oil - Other Utilities,East and Central Africa,
DFID,DFID,40961,British High Commission(Tsh),£676,Oil - Other Utilities,East and Central Africa,
DFID,DFID,40966,MOFED Republic of Ethiopia,"£5,000,000",Aid Programme - Other Financial Aid to Government,East and Central Africa,
DFID,DFID,40960,MTN Uganda Ltd,£652,other information and communication technologies,East and Central Africa,
DFID,DFID,40968,COIMEX SARL,"£1,086",Other non-passenger transportation,East and Central Africa,
DFID,DFID,40954,Foreign & Commonwealth Office,£712,Printer Consumables,East and Central Africa,
DFID,DFID,40954,Foreign & Commonwealth Office,£678,Printer Consumables,East and Central Africa,
DFID,DFID,40954,Foreign & Commonwealth Office,"£2,847",Printer Consumables,East and Central Africa,
DFID,DFID,40954,Foreign & Commonwealth Office,"£2,713",Printer Consumables,East and Central Africa,
DFID,DFID,40966,The World  Bank IBRD,"£89,670",Aid Programme - Programme Contribution,East and Central Africa,
DFID,DFID,40962,Info Mind Solutions plc,"£1,115",Recruitment costs,East and Central Africa,
DFID,DFID,40966,CROWN RELOCATIONS  UK,"£3,011",Relocation costs,East and Central Africa,
DFID,DFID,40948,CROWN RELOCATIONS  UK,"£8,264",Relocation costs,East and Central Africa,
DFID,DFID,40967,CROWN RELOCATIONS  UK,"£1,478",Relocation costs,East and Central Africa,
DFID,DFID,40946,A & M Executive Cleaning services Co. Ltd,£690,Facilities Management payments,East and Central Africa,
DFID,DFID,40948,Tanzania Electric supply company Ltd,"£1,406",Facilities Management payments,East and Central Africa,
DFID,DFID,40947,Nowe Investment Company Ltd (USD),£941,Facilities Management payments,East and Central Africa,
DFID,DFID,40947,Edmund D.Tarimo,£600,Facilities Management payments,East and Central Africa,
DFID,DFID,40948,Public Health Solutions Limited,"£1,679",Facilities Management payments,East and Central Africa,
DFID,DFID,40952,K.B.M Investments Ltd,"£1,550",Facilities Management payments,East and Central Africa,
DFID,DFID,40953,Musarrat Eletrical Service and Engineering Works Ltd,£981,Facilities Management payments,East and Central Africa,
DFID,DFID,40953,JOTI ENTERPRISES,"£1,272",Facilities Management payments,East and Central Africa,
DFID,DFID,40956,British High Commission(Tsh),£503,Facilities Management payments,East and Central Africa,
DFID,DFID,40955,A & M Executive Cleaning services Co. Ltd,£749,Facilities Management payments,East and Central Africa,
DFID,DFID,40955,Uganda Elevator Company Limited,£525,Facilities Management payments,East and Central Africa,
DFID,DFID,40955,British High Commission(Tsh),"£2,262",Facilities Management payments,East and Central Africa,
DFID,DFID,40955,K.B.M Investments Ltd,"£1,083",Facilities Management payments,East and Central Africa,
DFID,DFID,40955,K.B.M Investments Ltd,"£1,156",Facilities Management payments,East and Central Africa,
DFID,DFID,40959,Victoria Engineering,£901,Facilities Management payments,East and Central Africa,
DFID,DFID,40959,Joshi Electrical & General Services,"£1,067",Facilities Management payments,East and Central Africa,
DFID,DFID,40959,Biplous (U) Ltd,£523,Facilities Management payments,East and Central Africa,
DFID,DFID,40961,British High Commission(Tsh),£630,Facilities Management payments,East and Central Africa,
DFID,DFID,40961,British High Commission(Tsh),£853,Facilities Management payments,East and Central Africa,
DFID,DFID,40961,British High Commission(Tsh),"£2,051",Facilities Management payments,East and Central Africa,
DFID,DFID,40961,British High Commission(Tsh),"£3,153",Facilities Management payments,East and Central Africa,
DFID,DFID,40961,British High Commission(Tsh),£930,Facilities Management payments,East and Central Africa,
DFID,DFID,40962,ANISUMA TRADERS LTD,£570,Facilities Management payments,East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,"£2,076",Facilities Management payments,East and Central Africa,
DFID,DFID,40968,Fire Masters Rwanda s.a.r.l,£569,Facilities Management payments,East and Central Africa,
DFID,DFID,40968,K.B.M Investments Ltd,"£1,882",Facilities Management payments,East and Central Africa,
DFID,DFID,40941,SAFECON Electro Mechanical Works PLC,"£1,325","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40941,Foreign & Commonwealth Office,"£1,513","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40947,SAFECON Electro Mechanical Works PLC,"£4,758","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40947,SAFECON Electro Mechanical Works PLC,"£1,994","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40954,Foreign & Commonwealth Office,£703,"Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40956,DMS AFRICA,"£54,710","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40956,DMS AFRICA,"£101,967","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,IPA-International Procurement Agency (BV),"£47,601","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,IPA-International Procurement Agency (BV),"£13,510","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,IPA-International Procurement Agency (BV),"£33,492","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,IPA-International Procurement Agency (BV),"£14,900","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,IPA-International Procurement Agency (BV),"£4,025","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,"£3,363","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,"£1,153","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,"£1,105","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,"£3,761","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,"£3,400","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,"£1,003","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40966,Campbell Project Management Services,"£1,589","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40968, FCO SERVICES,"£14,548","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,"£2,349","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,"£1,175","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,"£3,040","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,"£4,799","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,£679,"Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,"£1,437","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,£636,"Repairs, Maint, Alter - Removal & waste disposal services",East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,£737,"Repairs, Maint, Alter - Removal & waste disposal services",East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,£745,"Repairs, Maint, Alter - Removal & waste disposal services",East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,£566,"Repairs, Maint, Alter - Removal & waste disposal services",East and Central Africa,
DFID,DFID,40955,GENERAL Stationary Merchandise & Computer Accessories,£596,Reproduction & Printing Materials,East and Central Africa,
DFID,DFID,40953,Corporate Travel Provider,"£1,321",Air fares,East and Central Africa,
DFID,DFID,40953,Corporate Travel Provider,£621,Air fares,East and Central Africa,
DFID,DFID,40953,Corporate Travel Provider,£567,Air fares,East and Central Africa,
DFID,DFID,40953,Corporate Travel Provider,£593,Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,"£1,023",Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,"£1,023",Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,£616,Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,£594,Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,"£1,102",Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,"£1,102",Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,£719,Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,"£1,000",Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,£963,Air fares,East and Central Africa,
DFID,DFID,40966,Corporate Travel Provider,£567,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,£775,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,£792,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,£911,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,£592,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,"£1,544",Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,£650,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,£620,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,"£1,009",Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,£620,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,£507,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,£684,Air fares,East and Central Africa,
DFID,DFID,40968,Corporate Travel Provider,"£2,483",Air fares,East and Central Africa,
DFID,DFID,40947,Bon Voyage Travel Centre Ltd(USD),£682,Air fares,East and Central Africa,
DFID,DFID,40954,Foreign & Commonwealth Office,"£6,371",Air fares,East and Central Africa,
DFID,DFID,40955,SATGURU TRAVEL & TOURS SERVICE,£816,Air fares,East and Central Africa,
DFID,DFID,40960,Seton,"£15,245",Air fares,East and Central Africa,
DFID,DFID,40968,SATGURU TRAVEL & TOURS SERVICE,£944,Air fares,East and Central Africa,
DFID,DFID,40968,SATGURU TRAVEL & TOURS SERVICE,"£1,791",Air fares,East and Central Africa,
DFID,DFID,40968,SATGURU TRAVEL & TOURS SERVICE,£930,Air fares,East and Central Africa,
DFID,DFID,40968,SATGURU TRAVEL & TOURS SERVICE,£836,Air fares,East and Central Africa,
DFID,DFID,40967,CROWN RELOCATIONS  UK,"£1,839",Storage & Distribution costs,East and Central Africa,
DFID,DFID,40955,DELTA PARTNERSHIP SOLUTIONS LTD,"£1,750",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40940,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£49,698",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40941,Health Research for Action (HERA),"£200,973",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40941,Mekdim Enkossa Ayana,"£3,709",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40942,DELPHIC CONSULTANCY LIMITED,"£5,075",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40942,HAREWELLE INTERNATIONAL LIMITED,"£2,415",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40942,Joel D. Barkan,"£8,870",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40941,MAXWELL STAMP PLC,"£186,830",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40941,D T SMITH,"£10,608",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40946,HAREWELLE INTERNATIONAL LIMITED,"£10,181",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40945,ADAM SMITH INTERNATIONAL  LTD,"£44,668",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40946,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£12,728",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40945,The Express Travel Group,"£1,407",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40946,Mekdim Enkossa Ayana,"£3,693",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40947,BMB  MOTT  MACDONALD,"£137,398",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40960,Common Futures Consulting Limited,"£16,051",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40946,EMMANUEL SSEWANKAMBO,"£3,018",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40948,Daniel Wesonga,"£5,207",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40947,HLSP LTD,"£27,435",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40949,PricewaterhouseCoopers Advisory Ltd,£802,Technical and Advisory Services,East and Central Africa,
DFID,DFID,40949,PricewaterhouseCoopers Advisory Ltd,"£6,072",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40948,PricewaterhouseCoopers Advisory Ltd,"£3,044",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40947,Balageru Records PLC,"£3,490",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40948,Camco Advisory Services(T)Ltd,"£9,116",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40948,PricewaterhouseCoopers Advisory Ltd,"£7,676",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40948,THE MEDIAE COMPANY,"£162,150",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40948,ATOS CONSULTING LIMITED,"£278,819",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40948,ATOS CONSULTING LIMITED,"£185,879",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40948,HELPAGE INTERNATIONAL,"£50,000",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40948,HTSPE LTD,"£4,850",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40949,The Courtyard Limited,£580,Technical and Advisory Services,East and Central Africa,
DFID,DFID,40949,Health Research for Action (HERA),"£20,141",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40949,HTSPE LTD,"£2,330",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40949,MARK MCGIVERN,£770,Technical and Advisory Services,East and Central Africa,
DFID,DFID,40949,ATOS CONSULTING LIMITED,"£27,574",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40949,DELTA PARTNERSHIP SOLUTIONS LTD,"£2,850",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40952,DELTA PARTNERSHIP SOLUTIONS LTD,"£14,458",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40952,DELTA PARTNERSHIP SOLUTIONS LTD,"£3,900",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40954,HTSPE LTD,"£16,950",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40952,DELTA PARTNERSHIP SOLUTIONS LTD,"£75,956",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40952,DELTA PARTNERSHIP SOLUTIONS LTD,"£23,444",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40952,HTSPE LTD,"£20,654",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40952,IMC Worldwide Ltd,"£14,642",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40955,MS MARY JENNINGS,"£2,230",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40953,MARIE STOPES INTERNATIONAL,"£1,589,753",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40953,HELPAGE INTERNATIONAL,"£43,906",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40953,CAROL BRADFORD,"£4,674",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40954,Peak Perfomance International (T)Ltd (Tsh),"£1,327",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40954,The Express Travel Group,"£9,226",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40955,British High Commission(Tsh),"£1,103",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40955,British High Commission(Tsh),£725,Technical and Advisory Services,East and Central Africa,
DFID,DFID,40954,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£5,760",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40954,COFFEY INTERNATIONAL DEVELOPMENT LTD,£648,Technical and Advisory Services,East and Central Africa,
DFID,DFID,40954,ADAM SMITH INTERNATIONAL  LTD,"£61,336",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40955,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£16,638",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,Chelsea Hotel Abuja,"£1,233",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40966,Mr Xavier Lecacheur,"£14,485",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40956,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£18,251",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40968,Rebecca Smith,"£6,727",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40959,SBA LTD,"£7,686",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40959,aml cft compliance ltd,"£11,452",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,MAXWELL STAMP PLC,"£199,106",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40959,HAREWELLE INTERNATIONAL LIMITED,"£31,363",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,PRICEWATERHOUSECOOPERS,"£15,847",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40960,SOCIAL DEVELOPMENT DIRECT LTD,"£24,879",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40961,Andrew Nyabera Nyagwencha,"£1,723",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40961,Susan Amlango Aletia,"£2,536",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40961,Carree Njeri Ndoka,"£2,238",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40961,Kairichi Consultancy Limited,"£3,431",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40968,ETC East Africa,"£3,610",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40961,MOTT MACDONALD INTERNATIONAL,"£21,642",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40961,MAXWELL STAMP PLC,"£174,047",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,£536,Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,ADAM SMITH INTERNATIONAL  LTD,"£17,286",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,ADAM SMITH INTERNATIONAL  LTD,"£300,713",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,Emebet Kebede Cherenet,"£19,552",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,ADAM SMITH INTERNATIONAL  LTD,"£253,881",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£23,405",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40962,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£2,910",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40967,BMB  MOTT  MACDONALD,"£429,738",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40967,BMB  MOTT  MACDONALD,"£463,487",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40967,Mennonite Economic Development Associates of Canada,"£201,394",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40967,Mennonite Economic Development Associates of Canada,"£595,132",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40966,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£12,703",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40966,HLSP LIMITED,"£1,740",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40967,HTSPE LTD,"£4,962",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40967,HTSPE LTD,"£19,380",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40968,DELTA PARTNERSHIP SOLUTIONS LTD,"£7,700",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40968,DELTA PARTNERSHIP SOLUTIONS LTD,"£5,175",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40968,OXFORD POLICY MANAGEMENT,"£22,114",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40968,HAREWELLE INTERNATIONAL LIMITED,"£25,016",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40968,DAI Europe,"£1,800,000",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40968,DAI Europe,"£640,000",Technical and Advisory Services,East and Central Africa,
DFID,DFID,40941,Foreign & Commonwealth Office,"£1,067",Telephone Usage & services,East and Central Africa,
DFID,DFID,40947, FCO SERVICES,"£1,076",Telephone Usage & services,East and Central Africa,
DFID,DFID,40953,MTN Uganda Ltd,£825,Telephone Usage & services,East and Central Africa,
DFID,DFID,40961,RWANDATEL SA,"£1,006",Telephone Usage & services,East and Central Africa,
DFID,DFID,40966,VODACOM TANZANIA,"£1,389",Telephone Usage & services,East and Central Africa,
DFID,DFID,40968,MTN Uganda Ltd,£585,Telephone Usage & services,East and Central Africa,
DFID,DFID,40968,MTN Uganda Ltd,"£1,136",Telephone Usage & services,East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,£910,Telephone Usage & services,East and Central Africa,
DFID,DFID,40942,British Airways PLC,£676,Training - Course Fees,East and Central Africa,
DFID,DFID,40942,Foreign & Commonwealth Office,"£13,756",Training - Course Fees,East and Central Africa,
DFID,DFID,40942,Foreign & Commonwealth Office,"£13,756",Training - Course Fees,East and Central Africa,
DFID,DFID,40946,NATIONAL SCHOOL OF GOVERNMENT,"£1,350",Training - Course Fees,East and Central Africa,
DFID,DFID,40953,NATIONAL SCHOOL OF GOVERNMENT,"£1,080",Training - Course Fees,East and Central Africa,
DFID,DFID,40948,Wossenu Demissie,£516,Training - Course Fees,East and Central Africa,
DFID,DFID,40949,CAPITA LEARNING &DEVELOPMENT,"£2,200",Training - Course Fees,East and Central Africa,
DFID,DFID,40949,CAPITA LEARNING &DEVELOPMENT,"£2,200",Training - Course Fees,East and Central Africa,
DFID,DFID,40954,Foreign & Commonwealth Office,£523,Training - Course Fees,East and Central Africa,
DFID,DFID,40956,INSIGHTS LEARNING & DEVELOPMENT LTD,"£4,083",Training - Course Fees,East and Central Africa,
DFID,DFID,40966,Hans Posthumus Consultancy,"£1,251",Training - Course Fees,East and Central Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,"£1,967",Training - Course Fees,East and Central Africa,
DFID,DFID,40942,Simbatravelcare Limited,"£1,240",Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40942,Simbatravelcare Limited,£898,Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40942,Foreign & Commonwealth Office,£504,Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40954,BCD Travel (USD),£623,Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40949,THRESHOLDS,"£1,620",Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40953,BRITISH HIGH COMMISSION KLA,"£2,879",Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40953,BRITISH HIGH COMMISSION KLA,"£4,733",Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40954,The Express Travel Group,"£1,538",Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40954,The Express Travel Group,"£1,441",Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40955,Simbatravelcare Limited,£733,Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40962,Foreign & Commonwealth Office,£681,Training - Travel & Subsistence,East and Central Africa,
DFID,DFID,40940,NATIONAL SCHOOL OF GOVERNMENT,"£1,655",Training Providers/Facilitation Services,East and Central Africa,
DFID,DFID,40940,Pilgrims Group,"£1,915",Training Providers/Facilitation Services,East and Central Africa,
DFID,DFID,40952,The Management & Accountancy Train,"£3,590",Training Providers/Facilitation Services,East and Central Africa,
DFID,DFID,40961,Pilgrims Group,£788,Training Providers/Facilitation Services,East and Central Africa,
DFID,DFID,40962,Pilgrims Group,£788,Training Providers/Facilitation Services,East and Central Africa,
DFID,DFID,40962,Pilgrims Group,£788,Training Providers/Facilitation Services,East and Central Africa,
DFID,DFID,40966,Gladwell Kibiru Traders Limited,£819,Travel - Subsistence,East and Central Africa,
DFID,DFID,40947,IBRD HSBC T,"£2,125,000",Aid Programme - Trust Funds contributions,East and Central Africa,
DFID,DFID,40955,International Monetary Fund (GBP),"£93,882",Aid Programme - Trust Funds contributions,East and Central Africa,
DFID,DFID,40961,IBRD HSBC T,"£5,000,000",Aid Programme - Trust Funds contributions,East and Central Africa,
DFID,DFID,40968,BRITISH HIGH COMMISSION KLA,£640,Vehicle Petrol & Oil,East and Central Africa,
DFID,DFID,40959,Toyota Tanzania Ltd(USD),"£26,136",Vehicle Purchase Costs,East and Central Africa,
DFID,DFID,40954,CLEMENTS EUROPE LIMITED,"£6,217",Vehicle Repairs & Maintenance,East and Central Africa,
DFID,DFID,40966,Habtu Mengesha Tour Operation,£842,Vehicle Repairs & Maintenance,East and Central Africa,
DFID,DFID,40966,ETHIODER Pvt. Ltd.Co. Tour Operators,£743,Vehicle Repairs & Maintenance,East and Central Africa,
DFID,DFID,40947,FAO,"£343,100",Aid Programme - Voluntary contributions,East and Central Africa,
DFID,DFID,40948,UNDP CONTRIBUTIONS ACCOUNT,"£1,750,000",Aid Programme - Voluntary contributions,East and Central Africa,
DFID,DFID,40960,UNFPA,"£4,550,000",Aid Programme - Voluntary contributions,East and Central Africa,
DFID,DFID,40967,UNDP (USD) ACCOUNT,"£16,000,000",Aid Programme - Voluntary contributions,East and Central Africa,
DFID,DFID,40967,WFP CONTRIBUTIONS UNIT,"£2,000,000",Aid Programme - Voluntary contributions,East and Central Africa,
DFID,DFID,40941,REAL ASSET MANAGEMENT PLC,"£1,380",Computer software maintenance,Finance and Corporate Performance Division,
DFID,DFID,40941,Foreign & Commonwealth Office,£536,"Conferences, Seminars & Meeting/Event Resource",Finance and Corporate Performance Division,
DFID,DFID,40953,Unit 4,"£11,232",Consultancy Services,Finance and Corporate Performance Division,
