Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Community,2551,Organists Fees,07/03/2013,0080002792,1738.00,Revenue,S & J Lacey Ltd,01519
Rushmoor Borough Council,Community,2551,Organists Fees,07/03/2013,0080002793,1364.00,Revenue,Mr T Sturt,05535
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,07/03/2013,0080002794,1010.00,Control Accounts,Mitchell Lettings,07026
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,07/03/2013,0080002795,4043.00,Capital,Kincliff Ltd,08941
Rushmoor Borough Council,Community,2537,Refunds,07/03/2013,0080002799,2878.97,Revenue,Key Property Investments (No.1) Ltd,09316
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,07/03/2013,0080002805,1535.00,Capital,Bentley Mobility Services,00150
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,07/03/2013,0080002806,3447.69,Capital,Top Notch Building Services,09540
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,07/03/2013,0080002807,3540.00,Capital,Liftability Limited,03780
Rushmoor Borough Council,Environmental Health and Housing,6401,Contract Costs,14/03/2013,0080002821,28400.00,Capital,First Wessex,00707
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,14/03/2013,0080002835,1092.84,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,14/03/2013,0080002836,10809.40,Capital,Kincliff Ltd,08941
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,14/03/2013,0080002837,623.40,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,14/03/2013,0080002838,856.93,Revenue,Southern Domestic Abuse Service,12548
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,14/03/2013,0080002844,5506.99,Capital,King Adaptations Building Services Ltd,12549
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,08/03/2013,0080002846,895.00,Control Accounts,Christopher Hepden,11841
Rushmoor Borough Council,Community,2563,Promotions,14/03/2013,0080002850,1500.00,Revenue,Hampshire Constabulary,00431
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,21/03/2013,0080002852,4002.36,Capital,Vistar Construction Ltd,03008
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,21/03/2013,0080002853,4640.00,Capital,Bentley Mobility Services,00150
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,21/03/2013,0080002854,1277.00,Control Accounts,Tufnells,11820
Rushmoor Borough Council,Community,2510,Training Expenses,21/03/2013,0080002859,650.00,Revenue,Later Life Training,12559
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,21/03/2013,0080002861,3213.00,Capital,Simon Hutchings,04786
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,15/03/2013,0080002866,975.00,Control Accounts,Vickery And Company Residential Letting,09697
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,15/03/2013,0080002867,1190.00,Revenue,Mrs Amanda Quinlan,10814
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,11/03/2013,0080002873,802.00,Control Accounts,Bridges Lettings,06657
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,21/03/2013,0080002877,633.00,Control Accounts,Tufnells,11820
Rushmoor Borough Council,Control Accounts,9304,Car Leasing,21/03/2013,0080002878,1418.13,Control Accounts,Basingstoke & Deane Borough Council,00141
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,27/03/2013,0080002905,875.00,Control Accounts,Leaders Ltd,00455
Rushmoor Borough Council,Community,2513,Have Your Say Grants,27/03/2013,0080002907,1570.00,Revenue,The Mustard Seed Autism Trust,12567
Rushmoor Borough Council,Community,2513,Have Your Say Grants,27/03/2013,0080002908,2000.00,Revenue,8Th Farnborough Air Scouts,12568
Rushmoor Borough Council,Community,2513,Have Your Say Grants,27/03/2013,0080002909,2000.00,Revenue,Farnborough Grange Infant School,08811
Rushmoor Borough Council,Community,2513,Have Your Say Grants,27/03/2013,0080002910,950.00,Revenue,Farnborough Division Pack Holiday,12571
Rushmoor Borough Council,Community,2513,Have Your Say Grants,27/03/2013,0080002911,2000.00,Revenue,Farnborough Rugby Union Football Club,11222
Rushmoor Borough Council,Community,2513,Have Your Say Grants,27/03/2013,0080002912,2000.00,Revenue,Family Resource Centre Uk,12570
Rushmoor Borough Council,Community,2513,Have Your Say Grants,27/03/2013,0080002913,1000.00,Revenue,The Gaming Zone,09796
Rushmoor Borough Council,Community,2513,Have Your Say Grants,27/03/2013,0080002914,1000.00,Revenue,Diabetes Uk Rushmoor Voluntary Group,12569
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,27/03/2013,0080002915,3486.00,Capital,Total Hygiene Ltd,08615
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,27/03/2013,0080002916,4239.07,Capital,Bowditch And Ford Ltd,01572
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,27/03/2013,0080002920,825.00,Control Accounts,Mr And Mrs Clements,12573
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,27/03/2013,0080002922,817.96,Revenue,Lbw Property Management,11783
Rushmoor Borough Council,Community,2537,Refunds,27/03/2013,0080002924,2822.02,Revenue,Key Property Investments (No.1) Ltd,09316
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,27/03/2013,0080002926,12909.00,Capital,Prism Medical Uk,02558
Rushmoor Borough Council,Community,2513,Have Your Say Grants,27/03/2013,0080002927,2000.00,Revenue,Aldershot Farnham&District Athletic Club,03182
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,27/03/2013,0080002928,847.73,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,27/03/2013,0080002929,4764.37,Capital,Top Notch Building Services,09540
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,27/03/2013,0080002931,3291.30,Capital,Vistar Construction Ltd,03008
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,27/03/2013,0080002932,4655.00,Capital,Bentley Mobility Services,00150
Rushmoor Borough Council,Personnel & Payroll,3601,Health Care,05/03/2013,63,2010.00,Revenue,National Deposit,DD1
Rushmoor Borough Council,All Services,9347,Rail Travel,28/03/2013,122,833.00,Revenue,RPS Ltd,DD2
Rushmoor Borough Council,Customer Services,3805,Magistrates Courts Fees,01/03/2013,67/60,711.00,Revenue,HM Court Services,PC67/1
Rushmoor Borough Council,Community,9689,Route 2 Bus Stop Upgrades,01/03/2013,67/17,897.00,Holding Accounts,Pell and Baldwin Ltd,PC67/2
