Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Postcode,Supplier Type,Contract Number ,Project Code,Expenditure Type 
,,10-Aug-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,BDO LLP,1641811,"43,680.00",P22 Specialist VAT Advice service to March 2018,W1U 7EU,LARGE,,,
,,10-Aug-17,Rates,FINANCE AND GROUP OPERATIONS,HM REVENUE AND CUSTOMS HMRC,1.80E+13, -   ,"Towneley House - Business Rates  for FY2017-2018 @ £5,893.25 qtr",BN12 4XH,PUBLIC,,,
,,10-Aug-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,HM REVENUE AND CUSTOMS HMRC,1.80E+13,"35,683.22","Towneley House - Rent FUP for FY2017-2018 @ £16,448.75 qtr",BN12 4XH,PUBLIC,,,
,,10-Aug-17,Utilities,FINANCE AND GROUP OPERATIONS,HM REVENUE AND CUSTOMS HMRC,1.80E+13,"1,005.99","Towneley House - Utilities for FY2017-2018 @ £1,943.50 qtr",BN12 4XH,PUBLIC,,,
,,10-Aug-17,DH Support to Mergers,Central Technical,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,N0015388,"1,364,000.00",WMUH Transformation,SW10 9NH,PUBLIC,,,
,,10-Aug-17,DH Support to Mergers,Central Technical,FRIMLEY HEALTH NHS FOUNDATION TRUST,N0092805,"1,314,000.00",Implementation of Heatherwood Operational Efficiency,GU16 5UJ,PUBLIC,,,
,,10-Aug-17,DH Support to Mergers,Central Technical,FRIMLEY HEALTH NHS FOUNDATION TRUST,N0092805,"92,000.00",PMO costs - Implementation of Heatherwood Operational Efficiency,GU16 5UJ,PUBLIC,,,
,,10-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (P'boro),SIN0125577,"55,737.67",,,SME,,,
,,10-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (P'boro),SIN0125579,"30,727.07",,,SME,,,
,,10-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (P'boro),SIN0125581,"55,052.93",,,SME,,,
,,10-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (P'boro),SIN0125582,"74,155.34",,,SME,,,
,,10-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (P'boro),SIN0125583,"36,870.10",,,SME,,,
,,10-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce (Bodmin),B17060130878,"53,585.62",,,SME,,,
,,10-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce (Bodmin),B17060130908,"39,465.14",,,SME,,,
,,10-Aug-17,Revenue Grants to non-profit institutions,COMMUNITY CARE,Parkrun Ltd,ERS-577879-142261,"36,087.00",Parkrun Ltd. IESD. 54331346. Increasing Physical Activity and Social Engagment. 17/18,HG2 0DR,VCS,,,
,,10-Aug-17,Outsourcing Contract,ACUTE CARE AND WORKFORCE,IBM UK LTD,5807171897,"27,848.00",DH/IBM Contract - Enhance project 6 - Expenses Solution,PO6 3AU,LARGE,,,
,,10-Aug-17,Addition Clearing - SW LIC,ACUTE CARE AND WORKFORCE,IBM UK LTD,5807171890,"115,818.05",ESR Roadmap Projects,PO6 3AU,LARGE,,,
,,10-Aug-17,Addition Clearing - SW LIC,ACUTE CARE AND WORKFORCE,IBM UK LTD,5807171891,"64,802.61",ESR Roadmap Projects,PO6 3AU,LARGE,,,
,,10-Aug-17,Addition Clearing - SW LIC,ACUTE CARE AND WORKFORCE,IBM UK LTD,5807171892,"186,849.26",ESR Roadmap Projects,PO6 3AU,LARGE,,,
,,10-Aug-17,Addition Clearing - SW LIC,ACUTE CARE AND WORKFORCE,IBM UK LTD,5807171893,"48,861.84",ESR Roadmap Projects,PO6 3AU,LARGE,,,
,,10-Aug-17,Addition Clearing - SW LIC,ACUTE CARE AND WORKFORCE,IBM UK LTD,5807171894,"213,881.37",ESR Roadmap Projects,PO6 3AU,LARGE,,,
,,10-Aug-17,Capital Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,NOTTINGHAM UNIVERSITY HOSPITALS CHARITY,ERS-577890-142281,"1,300,000.00",2017/037 LIBOR Grant Nottingham University Children's Charity 2017-18,NG5 1PB,PUBLIC,,,
,,10-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,TECHNOLOGY STRATEGY BOARD TSB TA INNOVATE UK,1717,"2,658,078.76","Funding for 2016 Competition and Successful Projects, and Innovate UK Management fee.",SN2 1UE,PUBLIC,,,
,,10-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,TECHNOLOGY STRATEGY BOARD TSB TA INNOVATE UK,1719,"34,734.92","Funding for 2016 Competition and Successful Projects, and Innovate UK Management fee.",SN2 1UE,PUBLIC,,,
,,10-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,TECHNOLOGY STRATEGY BOARD TSB TA INNOVATE UK,1720,"88,572.25",Preclinical Vaccine Development Competition: Innovate UK costs for managing the competition and project monitoring,SN2 1UE,PUBLIC,,,
,,10-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,TECHNOLOGY STRATEGY BOARD TSB TA INNOVATE UK,1721,"59,853.95",Preclinical Vaccine Development Competition: Innovate UK costs for managing the competition and project monitoring,SN2 1UE,PUBLIC,,,
,,11-Aug-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,PA CONSULTING SERVICES LTD,10119860,"56,797.32",NIHR Systems,SG8 6DP,LARGE,,,
,,11-Aug-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,PA CONSULTING SERVICES LTD,10119863,"81,573.16",NIHR Systems,SG8 6DP,LARGE,,,
,,11-Aug-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,90240976,"4,222,817.82",UKCRC Management,LS2 9JT,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-577909-142445,"70,276.02",Health Tech Assessment,NE1 7RU,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-577910-142438,"31,802.60",HTA Pragmatic Trials,LS2 9JT,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-577912-142456,"40,000.00",Invention for Innovation,S10 2UH,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-577913-142454,"58,156.50",Invention for Innovation,E1 2AX,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KENT UNIVERSITY OF,ERS-577917-142436,"30,127.00",Other PRP Research,CT2 7NZ,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-577920-142426,"100,904.00",Applied Research Programme,BR3 3BX,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS Cambridgeshire and Peterborough CCG 06H,ERS-577921-142459,"41,310.00",Applied Research Programme,CB2 8FH,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-577930-142451,"43,446.00",Invention for Innovation,OX1 2XN,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-577933-142431,"43,906.00",Invention for Innovation,CB2 1TN,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-577934-142443,"114,727.00",Invention for Innovation,WC1E 6BT,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-577935-142444,"177,144.00",Invention for Innovation,WC1E 6BT,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-577936-142433,"50,000.00",Invention for Innovation,SW7 2AZ,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-577938-142434,"52,340.00",Invention for Innovation,SW7 2AZ,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM TRENT UNIVERSITY,ERS-577939-142446,"220,702.00",Invention for Innovation,NG1 4BU,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY OF THE WEST OF ENGLAND,ERS-577940-142458,"42,007.48",Invention for Innovation,BS16 1QY,PUBLIC,,,
,,11-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KEELE UNIVERSITY OF,ERS-577962-142435,"45,968.45",Young Scientist Awards,ST5 5BG,PUBLIC,,,
,,11-Aug-17,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-546,"1,974,023.71",,SL1 2EJ,LARGE,,,
,,11-Aug-17,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-547,"316,293.87",,SL1 2EJ,LARGE,,,
,,11-Aug-17,Training (Learning and Development),FINANCE AND GROUP OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1354793975,"21,702.52",G6/7 Learning and Development Programme,SE1 2RD,LARGE,,,
,,11-Aug-17,Revenue Grants to non-profit institutions,COMMUNITY CARE,Parkrun Ltd,ERS-577895-142301,"36,086.00",Parkrun Ltd. IESD. 54331346. Increasing Physical Activity and Social Engagment. 17/18,HG2 0DR,VCS,,,
,,11-Aug-17,Revenue Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,BLISS THE NATIONAL CHARITY FOR THE NEWBORN,ERS-577966-142401,"152,000.00",2017/037 LIBOR Grant Bliss 2017-18,SE1 2EL,VCS,,,
,,11-Aug-17,Capital Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,SEASHELL TRUST,ERS-11-AUG-17-142381,"250,000.00",2017/037 LIBOR Grant Seashell Trust 2017-18,SK8 6RQ,VCS,,,
,,11-Aug-17,Capital Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,LEEDS HOSPITAL CHARITABLE FOUNDATION,ERS-577915-142321,"1,850,000.00",2017/037 2017-18 LIBOR Capital Grant Leeds Hospital Charitable Foundation,LS9 7TF,PUBLIC,,,
,,11-Aug-17,Capital Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,ALDER HEY CHILDRENS CHARITY,ERS-577918-142341,"1,400,000.00",2017/037 LIBOR Grant Alder Hey Children's Charity 2017-18,L12 2AP,PUBLIC,,,
,,11-Aug-17,Capital Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,WALLACE AND GROMITS CHILDRENS FOUNDATION,ERS-577924-142361,"50,000.00",2017/037 LIBOR Grant Wallace and Grommit Children's Foundation (Bristol) 2017-18,BS2 8DJ,VCS,,,
,,11-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,RESPIREX INTERNATIONAL LTD,160766,"243,648.00","Powered Respirator Protective Suits (PRPS) Size - Variable, detail to be provided later  Consortium Framework Number: CFR1008/CPC/02.   ",RH1 4DP,SME,,,
,,11-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,MOTT MACDONALD LTD,IN00372361,"411,807.00",Management Agent for the Fleming Fund Inception Costs.,CR0 2EE,LARGE,,,
,,14-Aug-17,Query,ACUTE CARE AND WORKFORCE,H M REVENUE & CUSTOM ,40002092,"103,643.05",HOSTED M4,NE98 1ZZ,PUBLIC,,,
,,14-Aug-17,Query,ACUTE CARE AND WORKFORCE,H M REVENUE & CUSTOM ,40002092,"1,532.00",HOSTED M4,NE98 1ZZ,PUBLIC,,,
,,14-Aug-17,Query,ACUTE CARE AND WORKFORCE,H M REVENUE & CUSTOM ,40002092,"-1,815.80",HOSTED EYU,NE98 1ZZ,PUBLIC,,,
,,14-Aug-17,Query,ACUTE CARE AND WORKFORCE,H M REVENUE & CUSTOM ,40002092,"133,122.28",HOSTED M4,NE98 1ZZ,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-577976-142523,"31,249.00",Research Capability Funding,L7 8XP,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-577977-142471,"33,191.00",Research Capability Funding,L12 2AP,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-577979-142507,"100,845.00",Research Capability Funding,M6 8HD,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-577980-142489,"128,045.00",Research Capability Funding,S5 7AU,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-577981-142555,"333,333.00",Research Capability Funding,BR3 3BX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-577983-142484,"130,162.00",Research Capability Funding,SO52 9AB,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-577985-142462,"140,995.00",Research Capability Funding,BS99 1YF,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-577986-142482,"68,329.00",Research Capability Funding,NG3 6AA,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-577987-142467,"55,732.00",Research Capability Funding,NW3 1QG,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-577988-142532,"181,238.00",Research Capability Funding,B15 2PR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-577991-142501,"96,735.00",Research Capability Funding,CV2 2DX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-577992-142563,"97,753.00",Research Capability Funding,LE5 4QF,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL UNIVERSITY OF,ERS-577994-142589,"69,082.00",NIHR/HTA Clinical Trials Unit,L69 3BX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-577995-142559,"83,607.00",Research Capability Funding,M13 0JR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-577996-142468,"28,189.00",Research Capability Funding,CM8 2TL,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,ERS-577997-142602,"32,082.00",Research Capability Funding,S10 3TH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-577999-142549,"333,333.00",Research Capability Funding,OX4 2PG,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-578000-142536,"333,333.00",Research Capability Funding,NW1 2BX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE SOLENT NHS TRUST R1C,ERS-578001-142603,"39,417.00",Research Capability Funding,SO16 4XE,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS OXFORDSHIRE CCG 10Q,ERS-578002-142610,"44,350.00",Research Capability Funding,OX4 2LH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BRISTOL CCG 11H,ERS-578003-142612,"123,838.00",Research Capability Funding,BS1 3NX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS Cambridgeshire and Peterborough CCG 06H,ERS-578004-142611,"37,462.00",Research Capability Funding,CB2 8FH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-578005-142614,"35,693.00",Research Capability Funding,ST5 1QG,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BRISTOL CCG 11H,ERS-578006-142613,"80,018.00",Applied Research Programme,BS1 3NX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-578008-142605,"166,665.00",CLARHCs,E1 8PR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-578009-142463,"181,241.00",CLARHCs,BS99 1YF,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS LIVERPOOL CCG,ERS-578010-142615,"166,666.00",CLARHCs,L1 4AZ,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-578011-142539,"176,666.00",CLARHCs,CB1 5EE,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-578012-142483,"166,666.00",CLARHCs,NG3 6AA,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-578013-142509,"166,666.00",CLARHCs,OX4 2GX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-578014-142490,"158,904.00",CLARHCs,S5 7AU,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-578015-142526,"166,666.00",CLARHCs,SW10 9NH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-578016-142478,"174,653.00",CLARHCs,EX2 5DW,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-578017-142508,"174,413.00",CLARHCs,M6 8HD,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-578018-142533,"166,666.00",CLARHCs,B15 2PR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-578019-142485,"172,704.00",CLARHCs,SO52 9AB,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-578021-142499,"170,469.00",CLARHCs,SE5 9RS,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-578022-142606,"139,921.00",Research Capability Funding,E1 8PR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-578023-142466,"62,471.00",Research Capability Funding,WF3 1WE,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-578025-142475,"333,333.00",Research Capability Funding,CB2 2QQ,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-578026-142540,"48,371.00",Research Capability Funding,CB1 5EE,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-578027-142601,"44,567.00",Research Capability Funding,NW1 0PE,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-578028-142554,"28,387.00",Research Capability Funding,NW1 7QY,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-578029-142527,"33,457.00",Research Capability Funding,SW10 9NH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,DEVON PARTNERSHIP NHS TRUST,ERS-578031-142567,"29,583.00",Research Capability Funding,EX2 5DW,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-578032-142575,"71,233.00",Research Capability Funding,M25 3BL,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-578033-142512,"190,695.00",Research Capability Funding,WC1N 3JH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-578034-142494,"254,085.00",Research Capability Funding,SE1 9RT,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-578035-142528,"27,859.00",Research Capability Funding,B9 5TA,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-578036-142500,"89,263.00",Research Capability Funding,SE5 9RS,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-578037-142529,"103,650.00",Research Capability Funding,LS9 7TF,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-578038-142515,"165,980.00",Research Capability Funding,EC1V 2PD,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-578039-142600,"33,801.00",Research Capability Funding,LS15 7TW,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-578040-142505,"32,670.00",Research Capability Funding,NR4 7UY,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-578041-142558,"73,413.00",Research Capability Funding,BS1 2NP,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-578044-142568,"123,353.00",Research Capability Funding,NG7 2UK,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-578045-142510,"86,383.00",Research Capability Funding,OX4 2GX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-578046-142541,"118,260.00",Research Capability Funding,UB9 6JH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-578047-142479,"65,139.00",Research Capability Funding,EX2 5DW,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-578048-142522,"39,967.00",Research Capability Funding,B4 6NL,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF ECONOMICS,ERS-578049-142591,"281,991.00",National School for Social Care Research,WC2A 2AE,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-578050-142516,"100,000.00",Invention for Innovation,EC1V 2PD,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-578051-142577,"333,333.00",Research Capability Funding,W12 0HS,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-578052-142544,"163,036.00",Research Capability Funding,NE7 7DN,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-578058-142545,"1,520,452.00",Comprehensive Networks,NE7 7DN,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-578059-142607,"2,844,026.27",Comprehensive Networks,E1 8PR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-578060-142524,"1,301,650.00",Comprehensive Networks,L7 8XP,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-578061-142578,"1,200,222.00",Comprehensive Networks,W12 0HS,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-578062-142495,"2,119,949.00",Comprehensive Networks,SE1 9RT,PUBLIC,,,
