Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Information Technology,3305,Canteen Subsidy,21/04/2016,0000199976,1469.50,Revenue,Abm Catering Limited,13822
Rushmoor Borough Council,Customer Services,3805,Temporary Staff,21/04/2016,0000199977,506.00,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Community,2561,General Repairs and Maintenance,21/04/2016,0000199978,1893.00,Revenue,Charterhouse Tree Care,11919
Rushmoor Borough Council,Legal,1202,Temporary Staff,28/04/2016,0000199979,1284.29,Revenue,Hays,02287
Rushmoor Borough Council,Community,2517,Gas,21/04/2016,0000199982,293.64,Revenue,Corona Energy,10757
Rushmoor Borough Council,Community,2551,Gas,28/04/2016,0000199983,4261.68,Revenue,Corona Energy,10757
Rushmoor Borough Council,Community,2517,Gas,21/04/2016,0000199984,292.64,Revenue,Corona Energy,10757
Rushmoor Borough Council,Community,2526,Gas,21/04/2016,0000199985,374.37,Revenue,Corona Energy,10757
Rushmoor Borough Council,Information Technology,3305,Gas,28/04/2016,0000199988,3228.24,Revenue,Corona Energy,10757
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,28/04/2016,0000199998,1207.70,Revenue,A C Entertainment Technologies Ltd,06759
Rushmoor Borough Council,Democratic Services,1327,Postages,21/04/2016,0000200000,5700.00,Revenue,Neopost Limited,11588
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,21/04/2016,0000200001,450.00,Revenue,Aspire Defence Services Ltd,13062
Rushmoor Borough Council,Community,6573,Contract Costs,21/04/2016,0000200002,2450.00,Capital,Cd Surveys Ltd,12612
Rushmoor Borough Council,Director of Community and Environment Services,6100,Contract Costs,21/04/2016,0000200003,1116.99,Capital,Marshalls Street Furniture,05906
Rushmoor Borough Council,Democratic Services,1313,Hampshire and Isle of Wight Subscription,21/04/2016,0000200004,9212.90,Revenue,Local Government Association,00573
Rushmoor Borough Council,Environmental Health and Housing,2228,Clothes and Uniform,21/04/2016,0000200007,256.45,Revenue,Arco,06118
Rushmoor Borough Council,Strategy and Communiations,1404,Operational Equipment,28/04/2016,0000200010,289.00,Revenue,Misco Computer Products,00628
Rushmoor Borough Council,Community,2518,Payment to Artistes,28/04/2016,0000200014,2356.08,Revenue,Housefull Productions Ltd,04765
Rushmoor Borough Council,Environmental Health and Housing,2402,Provision of Services - Homeless Young People,28/04/2016,0000200015,40641.50,Revenue,Step By Step,02660
Rushmoor Borough Council,Legal,1212,Electricity,28/04/2016,0000200016,551.80,Revenue,British Gas Trading Ltd,01703
Rushmoor Borough Council,Community,2517,Electricity,28/04/2016,0000200016,1018.40,Revenue,British Gas Trading Ltd,01703
Rushmoor Borough Council,Community,2518,Electricity,28/04/2016,0000200016,2596.97,Revenue,British Gas Trading Ltd,01703
Rushmoor Borough Council,Community,2537,Electricity,28/04/2016,0000200016,577.13,Revenue,British Gas Trading Ltd,01703
Rushmoor Borough Council,Community,2551,Electricity,28/04/2016,0000200016,666.00,Revenue,British Gas Trading Ltd,01703
Rushmoor Borough Council,Democratic Services,1327,Postages,28/04/2016,0000200017,418.69,Revenue,Royal Mail,00821
Rushmoor Borough Council,Community,2553,Doman Road Lease,28/04/2016,0000200018,25562.77,Revenue,Surrey Heath Borough Council,06779
Rushmoor Borough Council,Information Technology,3306,Photocopiers,21/04/2016,0000200019,450.83,Revenue,Ricoh Uk Ltd,00676
Rushmoor Borough Council,Information Technology,3306,Photocopiers,21/04/2016,0000200020,344.12,Revenue,Ricoh Uk Ltd,00676
Rushmoor Borough Council,Information Technology,3306,Photocopiers,21/04/2016,0000200021,463.64,Revenue,Ricoh Uk Ltd,00676
Rushmoor Borough Council,Information Technology,3306,Photocopiers,21/04/2016,0000200022,291.19,Revenue,Ricoh Uk Ltd,00676
Rushmoor Borough Council,Information Technology,3306,Photocopiers,21/04/2016,0000200023,307.53,Revenue,Ricoh Uk Ltd,00676
Rushmoor Borough Council,Information Technology,3306,Photocopiers,21/04/2016,0000200024,1194.55,Revenue,Ricoh Uk Ltd,00676
Rushmoor Borough Council,Planning,2611,Conferences and Seminars,21/04/2016,0000200026,918.00,Revenue,Trevor Roberts Associates,01056
Rushmoor Borough Council,Community,2518,Payment to Artistes,28/04/2016,0000200028,4200.75,Revenue,Off The Kerb Productions,10639
Rushmoor Borough Council,Community,2518,Payment to Artistes,28/04/2016,0000200030,4623.41,Revenue,Live Nation (Music) Uk Ltd,13734
Rushmoor Borough Council,Information Technology,3304,Temporary Staff,28/04/2016,0000200031,400.00,Revenue,Austin Fraser,09925
Rushmoor Borough Council,Information Technology,7500,Flexible Working Review,28/04/2016,0000200031,400.00,Capital,Austin Fraser,09925
Rushmoor Borough Council,Holding Accounts,9404,IT Service Improvement Work,28/04/2016,0000200031,600.00,Holding Accounts,Austin Fraser,09925
Rushmoor Borough Council,Information Technology,3305,Kitchen Equipment,21/04/2016,0000200035,375.34,Revenue,Abm Catering Limited,13822
Rushmoor Borough Council,Community,2549,Materials,28/04/2016,0000200040,1522.25,Revenue,Chambers Waste Management Plc,00217
Rushmoor Borough Council,Community,2517,Playground Apparatus,21/04/2016,0000200042,260.00,Revenue,Kompan,06291
Rushmoor Borough Council,Community,2565,Operational Equipment,21/04/2016,0000200045,1084.80,Revenue,Hardcastle Electrical Limited,08301
Rushmoor Borough Council,Community,2551,General Repairs and Maintenance,28/04/2016,0000200049,545.00,Revenue,Hardcastle Electrical Limited,08301
Rushmoor Borough Council,Community,6597,Contract Costs,21/04/2016,0000200051,1661.78,Capital,Hardcastle Electrical Limited,08301
Rushmoor Borough Council,Community,2518,Snap Discos,28/04/2016,0000200055,560.00,Revenue,Tango Security Ltd,01412
Rushmoor Borough Council,Community,2552,Grounds Maintenance,28/04/2016,0000200056,325.00,Revenue,P A Gibbs Ltd,01246
Rushmoor Borough Council,Information Technology,3304,Telephone Charges,21/04/2016,0000200057,3507.00,Revenue,Hampshire County Council,01206
Rushmoor Borough Council,Community,2538,Temporary Staff,28/04/2016,0000200059,317.52,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Information Technology,3306,Temporary Staff,21/04/2016,0000200060,878.94,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Information Technology,3305,Temporary Staff,21/04/2016,0000200061,595.14,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Information Technology,3307,Temporary Staff,21/04/2016,0000200061,595.15,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,28/04/2016,0000200063,311.95,Revenue,Uk Transform Ltd,11773
Rushmoor Borough Council,Information Technology,7500,Web Developments,28/04/2016,0000200063,311.95,Capital,Uk Transform Ltd,11773
Rushmoor Borough Council,Information Technology,7500,IT Server Virtualisation Work,28/04/2016,0000200063,2183.65,Capital,Uk Transform Ltd,11773
Rushmoor Borough Council,Holding Accounts,9404,IT Service Improvement Work,28/04/2016,0000200063,2495.55,Holding Accounts,Uk Transform Ltd,11773
Rushmoor Borough Council,Community,6597,Contract Costs,28/04/2016,0000200071,8515.00,Capital,P A Gibbs Ltd,01246
Rushmoor Borough Council,Chief Executive,1100,General Repairs and Maintenance,28/04/2016,0000200072,1200.00,Revenue,P A Gibbs Ltd,01246
Rushmoor Borough Council,Information Technology,3305,General Repairs and Maintenance,28/04/2016,0000200073,380.00,Revenue,J K  Build Ltd,01239
Rushmoor Borough Council,Community,2555,General Repairs and Maintenance,28/04/2016,0000200074,440.00,Revenue,J K  Build Ltd,01239
Rushmoor Borough Council,Community,2551,Book of Remembrance,28/04/2016,0000200075,944.09,Revenue,Hilton Cabinet Co Ltd,00024
Rushmoor Borough Council,Environmental Health and Housing,2246,CCTV Transmission,28/04/2016,0000200078,2509.00,Revenue,Virgin Media,14074
Rushmoor Borough Council,Community,2537,Telecommunications,28/04/2016,0000200083,295.77,Revenue,O2 Uk Ltd,04540
Rushmoor Borough Council,Community,2538,Telecommunications,28/04/2016,0000200083,392.09,Revenue,O2 Uk Ltd,04540
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200087,43766.36,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200088,1679.24,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200089,107257.44,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Legal,1210,Contract Staff,28/04/2016,0000200090,810.48,Revenue,Hays,02287
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200091,6405.75,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200092,9928.91,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200093,5475.00,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Democratic Services,1327,Postages,28/04/2016,0000200094,3489.88,Revenue,Royal Mail,00821
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200096,3455.06,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200098,3524.06,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200100,9380.23,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Holding Accounts,9436,Insurance,28/04/2016,0000200101,13714.88,Holding Accounts,Aon Uk Limited,13593
Rushmoor Borough Council,Community,6537,Contract Costs,28/04/2016,0000200104,324.14,Capital,Misco Computer Products,00628
Rushmoor Borough Council,Community,2561,General Repairs and Maintenance,28/04/2016,0000200111,1945.00,Revenue,J K  Build Ltd,01239
Rushmoor Borough Council,Information Technology,3305,General Repairs and Maintenance,28/04/2016,0000200112,1618.00,Revenue,Wall To Wall Communications Ltd,13032
Rushmoor Borough Council,Information Technology,3305,General Repairs and Maintenance,28/04/2016,0000200113,310.00,Revenue,J K  Build Ltd,01239
Rushmoor Borough Council,Strategy and Communiations,1415,In-house Training,28/04/2016,0000200120,445.00,Revenue,Govnet Communications,07563
Rushmoor Borough Council,Control Accounts,9361,Supporting Families Initiative,28/04/2016,0000200123,340.83,Control Accounts,J.D.Flooring Services,14026
Rushmoor Borough Council,Financial Services,3401,Subscriptions,28/04/2016,0000200126,5540.00,Revenue,Arlingclose,12662
Rushmoor Borough Council,Democratic Services,1300,Freedom of Rushmoor Parade Refreshments,28/04/2016,0000200129,4037.41,Revenue,Cba 10 Qoglr,14108
Rushmoor Borough Council,Community,2552,Grounds Maintenance Base,28/04/2016,0000200130,4500.00,Revenue,Aldershot Cricket Club,05552
Rushmoor Borough Council,Legal,1210,Contract Staff,28/04/2016,0000200131,252.00,Revenue,Hays,02287
Rushmoor Borough Council,Legal,1210,Contract Staff,28/04/2016,0000200132,504.00,Revenue,Hays,02287
Rushmoor Borough Council,Legal,1202,Temporary Staff,28/04/2016,0000200133,1284.29,Revenue,Hays,02287
Rushmoor Borough Council,Community,2518,Payment to Artistes,28/04/2016,0000200134,850.00,Revenue,The Apollo Big Band Society,13574
Rushmoor Borough Council,Community,2518,Payment to Artistes,28/04/2016,0000200136,7436.67,Revenue,Chambers Touring Ltd,14109
Rushmoor Borough Council,Planning,2608,Temporary Staff,28/04/2016,0000200138,1845.00,Revenue,The Oyster Partnership Limited,13970
Rushmoor Borough Council,Planning,2608,Temporary Staff,28/04/2016,0000200139,1856.00,Revenue,The Oyster Partnership Limited,13970
Rushmoor Borough Council,Strategy and Communiations,1415,In-house Training,28/04/2016,0000200142,1228.00,Revenue,Corporate Medical Services,10281
Rushmoor Borough Council,Control Accounts,9370,MM Insurance Levy,28/04/2016,0000200147,27203.00,Control Accounts,Municipal Mutual Insurance Ltd,12991
Rushmoor Borough Council,Community,6550,Contract Costs,28/04/2016,0000200161,455.32,Capital,Marshalls Street Furniture,05906
Rushmoor Borough Council,Information Technology,3304,IT Service Improvement Work,28/04/2016,0000200163,400.00,Revenue,Austin Fraser,09925
Rushmoor Borough Council,Information Technology,7500,Uniform/Confirm Upgrade,28/04/2016,0000200163,400.00,Capital,Austin Fraser,09925
Rushmoor Borough Council,Holding Accounts,9404,IT Service Improvement Work,28/04/2016,0000200163,400.00,Holding Accounts,Austin Fraser,09925
Rushmoor Borough Council,Holding Accounts,9404,IT Service Improvement Work,28/04/2016,0000200163,600.00,Holding Accounts,Austin Fraser,09925
Rushmoor Borough Council,Information Technology,3306,Photocopiers,28/04/2016,0000200178,649.69,Revenue,Datasharp Independent Solutions,00281
Rushmoor Borough Council,Community,2518,Payment to Artistes,28/04/2016,0000200191,4025.46,Revenue,Lms Worldwide Ltd,12675
Rushmoor Borough Council,Control Accounts,9378,Hawley Meadows SAMM Contribution,07/04/2016,0080007445,33767.37,Control Accounts,Hampshire County Council,01206
Rushmoor Borough Council,Control Accounts,9343,Rowhill Samm Contribution,07/04/2016,0080007446,7177.00,Control Accounts,Hampshire County Council,01206
Rushmoor Borough Council,Control Accounts,9377,Southwood 2 SAMM Contribution,07/04/2016,0080007447,15986.00,Control Accounts,Hampshire County Council,01206
Rushmoor Borough Council,Control Accounts,9321,Wellesley SAMM Contribution,07/04/2016,0080007448,17955.00,Control Accounts,Hampshire County Council,01206
Rushmoor Borough Council,Control Accounts,9378,Hawley Meadows SANG Contribution,07/04/2016,0080007449,308620.00,Control Accounts,Hampshire County Council,01206
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,07/04/2016,0080007450,1855.40,Capital,Prism Medical Uk,02558
Rushmoor Borough Council,Community,2551,Medical Reference Fees,07/04/2016,0080007451,2869.00,Revenue,Dr R W Ainsworth,01521
Rushmoor Borough Council,Community,2551,Organists Fees,07/04/2016,0080007452,1320.00,Revenue,S & J Lacey Ltd,01519
Rushmoor Borough Council,Community,2551,Organists Fees,07/04/2016,0080007453,2310.00,Revenue,Mr T Sturt,05535
Rushmoor Borough Council,Community,2551,Ministers Fees,07/04/2016,0080007454,534.00,Revenue,Rev K Hodges,00803
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,07/04/2016,0080007455,280.00,Revenue,The Cabin Cafe,14007
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,07/04/2016,0080007456,725.00,Control Accounts,Bridges Lettings,06657
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,07/04/2016,0080007458,825.00,Control Accounts,Hiljon Investment Co Ltd,14080
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,07/04/2016,0080007467,567.18,Control Accounts,Buttercup Lettings,14067
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,07/04/2016,0080007470,3744.00,Capital,Vistar Construction Ltd,03008
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,07/04/2016,0080007471,1179.31,Capital,Southern Counties Building Solutions Lt,13340
Rushmoor Borough Council,Holding Accounts,9406,Belle Vue Deposit Refunds,07/04/2016,0080007472,825.00,Holding Accounts,Fdb Leasing Ltd,14082
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,07/04/2016,0080007473,4097.07,Capital,Top Notch Building Services,09540
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,14/04/2016,0080007477,534.68,Revenue,Denise Cook,14085
Rushmoor Borough Council,Community,2534,Payment to Contractor,14/04/2016,0080007479,10455.00,Revenue,Rushmoor Voluntary Services,00838
Rushmoor Borough Council,Community,2535,Core Grant,14/04/2016,0080007479,74210.00,Revenue,Rushmoor Voluntary Services,00838
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,14/04/2016,0080007480,2061.01,Capital,Prism Medical Uk,02558
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,14/04/2016,0080007481,2114.04,Capital,Prism Medical Uk,02558
Rushmoor Borough Council,Legal,1202,Court Fees,13/04/2016,0080007483,255.00,Revenue,Hm Courts & Tribunals Service,12355
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,21/04/2016,0080007495,576.60,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,21/04/2016,0080007496,7477.80,Capital,Harts Construction,14094
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,21/04/2016,0080007497,897.34,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,21/04/2016,0080007498,4975.00,Capital,King Adaptations Building Services Ltd,12549
Rushmoor Borough Council,Environmental Health and Housing,2402,Non Statutory Homeless Rent Deposit,21/04/2016,0080007499,300.00,Revenue,Mr Mark Raggett,06505
Rushmoor Borough Council,Holding Accounts,9421,Business Rates Reconciliation Grant,13/04/2016,0080007506,80033.00,Holding Accounts,Department For Communities And Local Gov,14076
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,21/04/2016,0080007507,3010.00,Capital,Prism Medical Uk,02558
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,21/04/2016,0080007509,825.00,Control Accounts,Richard Bento,14102
Rushmoor Borough Council,Control Accounts,9350,TAG Funding For Outdoor Classroom,21/04/2016,0080007523,7750.00,Control Accounts,The Community Matters Partnership,13092
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,21/04/2016,0080007530,900.00,Revenue,Hml Chilton Ltd,14104
Rushmoor Borough Council,Community,2518,Agency Sales,21/04/2016,0080007532,7263.50,Revenue,Cody Farnborough Operatic Society,00317
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,28/04/2016,0080007540,471.60,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,28/04/2016,0080007541,3930.00,Capital,Mr S K Lunn,12915
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,28/04/2016,0080007545,3104.00,Capital,Vistar Construction Ltd,03008
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,28/04/2016,0080007546,3012.88,Capital,Southern Counties Building Solutions Lt,13340
Rushmoor Borough Council,Strategy and Communiations,1413,Economic Development Promotions,28/04/2016,0080007547,450.00,Revenue,Xavier Anderson,14043
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,28/04/2016,0080007551,300.00,Revenue,Hml Chilton Ltd,14104
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,28/04/2016,0080007555,1000.00,Control Accounts,Anderwood Property Services,14114
Rushmoor Borough Council,Community,2537,Car Park Refunds,28/04/2016,0080007557,13169.93,Revenue,Shaftesbury Investments Ltd,13992
Rushmoor Borough Council,Legal,1208,Rents Received,28/04/2016,0080007559,4847.57,Revenue,L & C Investment Ltd,04440
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,28/04/2016,0080007560,1147.08,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,28/04/2016,0080007561,396.00,Capital,Total Hygiene Ltd,08615
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,28/04/2016,0080007562,3066.68,Capital,Southern Counties Building Solutions Lt,13340
Rushmoor Borough Council,All Services,9347,Staff Rail Travel,25/04/2016,55,614.4,Revenue,Rail Settlement Plan,DD1
Rushmoor Borough Council,Customer Services,1327,Access/Cardnet,27/04/2016,1864,287.42,Revenue,Hullabaloo,DD2
Rushmoor Borough Council,Community,2518,Databox Maintenance,15/04/2016,76,1109.93,Revenue,Spektrix,DD3
Rushmoor Borough Council,Financial Services,3403,Bank Charges,14/04/2016,91,231.00,Revenue,HSBC Bank,DD4
Rushmoor Borough Council,Financial Services,3403,Bank Charges,14/04/2016,94,2306.54,Revenue,HSBC Bank,DD5
