Title,Place,Date,Edition,Author,Publisher
A history of marine observation Squadron Six,,,,"Parker, W"
History of military mobilization in the United States army 1775-1945,,,,"Kreidberg, Marvin A"
"A history of modern France, Vol. 2",,,,"COBBAN, A"
A History of modern Indonesia: c.1300 to the present,,,,"Ricklefs, M. C"
"The history of No 23 Group, 1916-1970",,,,
History of No. 92 Maintenance Unit,,,,
A history of police in England and Wales,,,,"Critchley, T.A"
A history of RAF Scampton 1917-1968,,,,"Jefford, C. G"
A History of Russian and Soviet Sea Power,,,,"Mitchell, Donald W"
History of South West Africa,,,,Goldblatt I
History of submarines in the British Army,,,,"Brown, W.B"
A history of tactical communication techniques,,,,"Woods, David L"
History of th 8th North StAFFORDS,,,,
"History of the 12th (Eastern) Division in the Great War, 1914-1918",,,,Scott Sir Arthur B
History of the 12th (The Suffolk) Regiment 1685-1913,,,,"Webb, E. A. H"
The History of the 135th Siege Battrery R G A,,,,Walters D J
History of the 13th/18th Royal Hussars (Queen Mary's Own) 1922-1947,,,,"MILLER, CHARLES H"
History of the 16th/5th The Queens Royal Lancers 1925 to 1961,,,,"Barclay, C.N"
A history of the 17th Lancers,,,,"FORTESCUE, JOHN WILLIAM"
A history of the 17th (The Leicestershire) Regiment,,,,"Webb, E. A. H"
History of the 17th(Northern) division,,,,"Atteridge, A.H"
The History of the 19th Division,,,,"WYRALL, EDWARD"
"The history of the 19th Division, 1914-1918",,,,"WYRALL, EVERARD"
The history of the 1st King George V's Own Rifles (the Malaun Regiment),,,,"Bellers, E.V.R"
A history of the 1st (P.O.W.)battalion the Dogra regiment 1887-1947,,,,"Atkinson, C.T"
History of the 206th field company (1st Glasgow) Royal engineers,,,,
History of the 23rd London Regiment,,,,"Larking, Capt A"
"History of the 2/6th (Rifle) Battalion ""The King's"" (Liverpool regiment) 1914-1919",,,,"WURTZBURG, C E"
The History of the 2nd Armoured Brigade from August 1944 until the end of the campaign in Italy,,,,
A history of The 2nd Royal Lancers (Gardner's Horse) from 1922 to 1947,,,,"Vaughan, E. W. D"
The history of the 2nd West York Leeds engineer volunteers,,,,"Green, Frederick"
History of the 40th Division,,,,Whitton F E
"History of the 43rd and 52nd (Oxfordshire and Buckinghamshire) Light Infantry in the Great War, 1914-1919 Vol 1",,,,"Neville, J. E. H"
The history of the 4th Battalion King's Shropshire Light Infantry (TA) 1745-1945,,,,"KEMP, PETER K"
History of the 4th/7th Royal Dragoon Guards: 1685-1980,,,,"Brereton, John M"
The history of the 53rd (Welsh) Division in the Second World War,,,,"Barclay, C.N"
History of the 62nd (West Riding) Division 1914-1919 Vol 1,,,,Wyrall Everard
The History of the 62nd (West Riding) Division 1914-1919 Vol  11,,,,"WYRALL, EVERARD"
The history of the 7th medium regiment Royal artillery  (now 32nd medium Regiment R.A),,,,
History of the 8th Gurkha Rifles: 1824-1949,,,,"HUXFORD, H J"
History of the 8th North Staffords,,,,
The history of the 9th(scottish) division 1914-1919,,,,"Ewing, J"
"A history of the admininstration of the Royal Navy and of merchant shipping in relation to the Navy, from MDIX to MDCLX: with an introduction treating of the preceding period",,,,"OPPENHEIM, M"
History of the Argyll and Sutherland Highlanders: 2nd Batttalion (Reconstituted),,,,"McElwee, W. L"
History of the Argyll & Sutherland Highlanders 2nd Battalion Malayan Campaign 1941-1942,,,,Stewart I MacA
History of the Argyll & Sutherland Highlanders 7th Battalion from El Alamein to Germany,,,,"Cameron, I.C"
"A history of the Army Ordnance Services, Vol. 1: Ancient history",,,,"FORBES, A"
"A history of the Army Ordnance Services, Vol. 2: modern history",,,,"FORBES, A"
"A history of the Army Ordnance Services, Vol. 3: The Great War",,,,"FORBES, A"
A History of the Army Ordnance Services Vol. Three,,,,Forbes A
A History of the Army Ordnance Services Vol. Two,,,,Forbes A
A history of the art of war in the Middle Ages Vol I A.D.378-1278,,,,"Oman, Charles William Chadwick"
A history of the art of war in the Middle Ages Vol II 1278-1485,,,,"Oman, Charles William Chadwick"
History of the art of war: within the framework of political history,,,,"DELBRUCK, HANS"
"History of the art of war within the framework of political history, Vol. 1",,,,"DELBRUCK, HANS"
"History of the art of war: within the framework of political history, Vol. 2: The Germans",,,,"DELBRUCK, HANS"
"History of the art of war within the framework of political history, Volume 3, the middle ages",,,,"DELBRUCK, HANS"
The History of the Assam Regiment - Vol 1 1941 - 1947,,,,"STEYN, P"
A history of the Battle of Bannockburn fought A.D. 1314 with notices of the principle warriors who engaged in that conflict,,,,"White, Robert"
"A history of the Black Watch (Royal Highlanders) in the Great War, 1914-1918 (Vol I)",,,,"Wauchope, A. G"
"A History of the Black Watch (Royal Highlanders)in the Great War,1914-1918.",,,,"Wauchope, A. G"
The History of the British Army,,,,"Young,  Peter & Lawford"
"A history of the British army, Vol. 10",,,,"FORTESCUE, JOHN WILLIAM"
"A history of the British Army, Vol. 13: 1852-1870",,,,"FORTESCUE, JOHN WILLIAM"
History of the British Army Vol. 2,,,,"FORTESCUE, JOHN"
"A history of the British Army, Vol. 3: 1763-1793",,,,"FORTESCUE, JOHN WILLIAM"
"A history of the British Army, Vol. 4: Maps and plans",,,,"FORTESCUE, JOHN WILLIAM"
"A history of the British Army, Vol. 4 Part 2: From the fall of the Bastille to the Peace of Amiens, 1789-1801",,,,"FORTESCUE, JOHN WILLIAM"
"A history of the British Army, Vol. 6: 1807-1809",,,,"FORTESCUE, JOHN WILLIAM"
"A history of the British army, Vol. 7",,,,"FORTESCUE, JOHN WILLIAM"
"A history of the British Army, Vol. 7: Maps and plans",,,,"FORTESCUE, JOHN WILLIAM",
"A history of the British Army, Vol. 8: 1811-1812",,,,"FORTESCUE, JOHN WILLIAM",
History of the British standing Army AD1660 to 1700,,,,"WALTON, Clifford",
History of The Cambridge University Officers Training Corps,,,,Strachan H,
The History of The Cameronians (Scottish Rifles),,,,"Barclay, C.N",
The History of the Cameronians (Scottish Rifles) - 1933-1946,,,,"Barclay, C.N",
"The history of the Cameronians (Scottish Rifles), 1933-1946",,,,"Barclay, C.N",
The History of The Cameronians (Scottish Rifles) 26th and 90th Vol 1 1689-1910,,,,"JOHNSTON, S H F",
History of the Cameronians(Scottish Rifles) 1910-1933,,,,"Story, H. H",
The History of The Camerons (Scottish Rifles) Vol 1V The Close of Empire,,,,Baynes J,
The history of The Cheshire Regiment in the Great War,,,,"CROOKENDEN, ARTHUR",Military and Naval
History of the Cold War From the Korean War to the Present,,,,"FONTAINE, A",
A History of the Coldstream Guards,,,,"Ross, Lt Col",
"The history of the Corps of Royal Canadian Engineers, Vol. 1",,,,"Kerry, A. J",
History of the Corps of Royal Engineers Volume 1X 1938-48,,,,Pakenham-Walsh R P Major-General,
The history of the Corps of Royal Military Police,,,,"Crozier, S.F",
"The history of the Corps of the King's Shropshire Light Infantry, Vol. 3: 1881-1968",,,,
History of the Czechoslovak Republic 1918-1948,,,,"Mamatey, V"
"The history of the Directorate of Military Intelligenc, the War Office 1855-1939",,,,"Isaac, R. V"
"History of the Dorsetshire Regiment, 1914-1919",,,,
The History of the Duke of Wellington's Regiment 1919-1952,,,,"Barclay, C.N"
History of the Duke of Wellington's Regiment (1st & 2nd Battalions) 1881-1923,,,,"Bruce, C.D"
History of the East Surrey Regiment Vol 3 (1917-1919),,,,"Pearse, H. W"
"History of the East Surrey Regiment Vol 4, 1920-1952",,,,"DANIELL, DAVID SCOTT"
"History of the East Surrey Regiment, Vol II",,,,"Pearse, H"
A history of the East Yorkshire regiment (Duke of York's own) in the war of 1939-45,,,,"Nightingale, P. R"
"History of the Eleventh Hussars (Prince Alberts Own),1908-1934",,,,"Lumley, L. R"
A history of the Essex Yeomanry 1919-1949,,,,"Gee, P. W"
History of the Fiftieth Division 1914-1919,,,,Wyrall Everard
The history of the first London sanitary  company,,,,"Lelean, P. S"
History of the First World War,,,,"Liddell Hart, B. H"
The history of the flannel binder and cholera belt,,,,"Renbourn, E. T"
A History of the Foot Guards to 1856,,,,"Fletcher, H. L. Aubrey-"
The History of the Gloucestershire Hussars Yeomanry 1898 - 1922,,,,"FOX, FRANK"
History of the Great War based on official documents: medical services: diseases of the war,,,,"Macpherson, W. G"
"History of the Great War based on official documents: medical services: surgery of the war, Vol. 1",,,,
"History of the Great War based on official documents: military operations: France and Belgium, 1918: maps & sketches",,,,"Becke, A.F"
History of the Great War based on official documents: veterinary services,,,,"Blenkinsop, Maj Gen"
History of the Great War: Order of Battle of Divisions: Part 3A. New Army Divisions (9-26),,,,"Becke, A.F"
History of the Great War: Vol.I,,,,"Macpherson, W. G"
History of the Great War Vol.II,,,,"Macpherson, W. G"
History of the Indian Air Force,,,,"Chaturvedi, M.S"
The history of the Indian Mountain Artillery,,,,"Graham, Cuthbert A. L"
A history of the Indian Mutiny: reviwed and illustrated from original documents vol I,,,,"Forrest, G. W"
A history of the Indian Mutiny: reviwed and illustrated from original documents vol II,,,,"Forrest, G. W"
History of the Kingdom of Naples,,,,"Croce, B"
The history of the King's German Legion,,,,"Beamish, N"
History of the King`s Own Yorkshire Light Infantry,,,,"Deedes, Charles Parker"
"History of the King's Own Yorkshire Light Infantry in the Great War 1914-1918, Vol. 3",,,,"Bond, R.C"
History of The King's Own Yorkshire Light Infantry: Register of Officers 1755-1945: Vol. IV,,,,Gen Sir Deedes C. P
"History of the King's Own Yorkshire Light Infantry, Vol. 2",,,,"Wylly, H. C"
The history of the King's Shropshire Light Infantry in the Great War 1914-1918,,,,"Wood, W. de B"
History of the Lincoln and Welland Regiment,,,,"Rogers, R. L"
"The history of the Lincolnshire regiment 1914-1918: compiled from War diaries, despatches, Officer's notes and other sources",,,,"Simpson, C. R"
The history of the London Rifle Brigade 1859-1919,,,,"MAURICE, FREDERICK"
The history of the Maidstone companies RAMS (volunteers),,,,"Wood, F. J"
History of the Manchester Regiment,,,,"Wylly,H.C"
"History of the Manchester Regiment: first and second Battalions, 1922-1948",,,,"Bell, A.C"
History of the Ministry of Minitions - Volume X - The Supply of Munitions,,,,Unknown
History of the National Rifle Association: during its first fifty years,,,,"Fremantle, T. F
Humphry, A. P"
History of the Netherlands East Indies: Vol I,,,,"Klerck, E. S. de"
History of the Netherlands East Indies: Vol II,,,,"Klerck, E. S. de"
A history of the Northumberland Fusiliers 1674-1902,,,,Walker. H. M
The History of the old 2/4th (City of London) Battalion: the London Regiment Royal Fusiliers,,,,
A history of the ordnance board,,,,
"History of the Peloponnesian War, Books 1 and 2",,,,THUCYDIDES
"A history of the Peninsular War, Vol. 1",,,,"Oman, Charles William Chadwick"
"A history of the Peninsular War, Vol. 3: Sept. 1809-Dec. 1810: Ocana, Cadiz, Bussaco, Torres Vedras",,,,"OMAN, CHARLES"
"A history of the Peninsular War, Vol. 7",,,,"Oman, Charles William Chadwick"
A History of the Peninsular War  Vol.II,,,,"OMAN, CHARLES"
History of the post office rifles 8th battalion city of London regiment 1914 to1918,,,,
The history of the Prince of Wales' Own Civil Service Rifles,,,,
"History of the Queen's Royal Regiment, Vol. 8: 1924-1948",,,,"Foster, R. C. G"
History of the railways,,,,"Girouard, E.P.C"
History of the regiment of artillery: Indian army,,,,"Palit, D.K"
History of the Royal Army Ordnance Corps 1920-1945,,,,"Fernyhough, A. H"
A History of the Royal Artillery from the Indian Mutiny to the Great War Vol.1(1860-1899),,,,"Callwell, Charles
HEADLAM, JOHN"
The history of the Royal Company of Archers: the Queen's body guard for Scotland,,,,"Paul, James Balfour"
"History of the Royal Malta Artillery, Vol. 1: 1800-1939",,,,"Samut-Tagliaferro, A"
History of the Royal Sapper and Miners,,,,
A History of the Royal Sussex Regiment,,,,"MARTINEAU, G D"
The history of the Royal West African frontier force,,,,"HAYWOOD, A"
A history of the SAS Regiment,,,,"STRAWSON, JOHN"
A history of the Scottish women's hospitals,,,,"McLaren, Eva Shaw"
"A history of the Second Battalion, The Monmouthshire Regiment",,,,"Brett, George Albert"
History of the Second Battalion the Parachute Regimentfrom its formation to the Battle of Arnhem,,,,
"The history of the Second Division 1914-1918, Vol. 1: 1914-1916",,,,"WYRALL, EVERARD"
"The history of the Second Division 1914-1918, Vol. 2: 1916-1918",,,,"WYRALL, EVERARD"
The History of the Second Division 1914-1918 Vol II,,,,"WYRALL, EVERARD"
A history of the services of the 17th (The Leicestershire) Regiment,,,,"Webb, E. A. H"
The History of the Seventh (Service) Battalion  The Royal Sussex Regiment 1914-1919,,,,"Rutter, Owen"
"The history of the ""Shiny Seventh""",,,,"Planck, C. Digby"
The History of the Shropshire King's Light Infantry in the Great War 19145 - 1918,,,,Wood Maj W de B
"The history of the Sikh Pioneers(23rd, 32nd, 34th.)",,,,"MACMUNN, GEORGE"
"History of the Sixteenth, The Queen's Light Dragoons (Lancers) 1912-1925",,,,"GRAHAM, HENRY"
The history of the Somerset light infantry (Prince Albert's) 1914-1919,,,,"WYRALL, EVERARD"
The history of the South Wales Borderers 1914-1918,,,,"Atkinson, C.T"
History of the South Wales Borders and The Monmouthshire Regiment Part II 2nd The Battalion The South Wales Borderers D Day 1944 to 1945,,,,Maj Boon J T
The history of the Suffolk regiment 1914-1927,,,,"Murphy, C. C. R"
The history of the twenty-second Chesshire regiment 1689-1849,,,,"Anderson, W.H"
"A history of the uniforms of the British Army: from the beginnings to 1760, Vol. 1",,,,"Lawson, Cecil"
The History of the United Nations Forces in the Korean War,,,,
"The history of the United Nations forces in the Korean War, Vol. 4",,,,Korea (Republic). Ministry of National Defence
"The History of the United States, A History of Men and ideas.",,,,"Garraty, John A"
History of the United States Naval Operations in World War 11: the Rising Sun in the Pacific 1931 - April 1942: VOL3,,,,"MORISON, SAMUEL ELIOT"
A history of the U.S. Air Force Ballistic Missiles,,,,Schwiebert E G
History of the War in South Africa 1899-1902 compiled by the direction of His Majesty's Government Volume III,,,,
History of the War in South Africa vol1,,,,"MAURICE, FREDERICK"
History of the War in South Africa vol2,,,,"MAURICE, FREDERICK"
History of the War in South Africa vol3,,,,
History of the War in South Africa vol4,,,,"GRANT, MAURICE HAROLD"
The history of the war records of the Surrey Yeomanry (Queen Mary's Regt.) 1797-1928,,,,"Harrison-Ainsworth, E. D"
The History of the Welch Regiment,,,,Whitehorne,
The history of the Welch regiment: 1919-1951,,,,"Lomax, C. E. N",
The history of the Welsh regiment,,,,Whitehorne,
A history of the Westland Wyvern,,,,,
A history of the Westminster dragoons,,,,,
"The history of the ""Worcester"" 1862-1929",,,,"Stafford, F. H",
The history of the XII Lancers (Prince of Wales's),,,,"Stewart, P. F",
History of the XII Royal Lancers (Prince of Wales's),,,,"Stewart, P.F. M>C",
"History of United States Naval Operations in World War II, Vol XV: supplement and general index",,,,"MORISON, SAMUEL ELIOT",
"History of United States naval operations in World War II, Vol.VII: Aleutians, Gilberts and Marshalls, June 1942-April 1944",,,,"MORISON, SAMUEL ELIOT",
"History of US Naval Operations in World War II: Volume 4: Coral Sea, Midway and Submarine Actions May 1942-August 1942",,,,"MORISON, SAMUEL ELIOT",
History of US Naval Operations in World WarII: New Guinea and the Marianas March 1944-August 1944 VOL 8,,,,"MORISON, SAMUEL ELIOT",
A History of Warfare,,,,"Montgomery, Field- Marshall Viscount Montgomery of Alamein",
A history of warfare,London,1993,,"KEEGAN, JOHN",Hutchinson
History of Yugoslavia,,,,"DEDIJER, VLADIMIR",
Histrical Record of the 1st Cornwall Artillery Volunteers,,,,"Milne, B.A",
Histroy of the Argyll & Sutherland Highlanders 1st Battalion (Princess Louise's) 1939-1945,,,,"GRAHAM, F C C"
Histroy of the Argyll & Sutherland Highlanders 2nd Battalion (The Thin Red Line) Malayan Campaign 1941-42,,,,"STEWART, I MACA"
A histroy of the first Hussar regiment,,,,Stark
Histroy of The South Wales Borderers and The Monmouthsire Regiment Part IV,,,,How Major J J
Hitler,,,,"STONE, N"
Hitler's Atlantic Wall,,,,"PARTRIDGE, COLIN"
Hitler's Luftwaffe,,,,"WOOD, T"
Hitlers Rise to Power,,,,"PRIDHAM, GEOFFREY"
Hitler's secret book,,,,"HITLER, ADOLF"
Hitler's Spies: German Military Intelligence in World War II,,,,"KAHN, DAVID"
Hitler's strategy 1940-1941: the Balkan clue,,,,"Van Creveld, Martin L"
Hitler's war on Russia Vol.2: scorched earth,,,,"CARELL, PAUL"
H.M.S. Ganges 1866-1966,,,,"Summers, D. L"
H.M.S. St. Vincent 1713-1955,,,,"Peters, H. S"
HMS Thunderer: the story of the Royal Naval Engineering College Keyham and Manadon,,,,"PENN, GEOFFREY"
HMS/M Upholder (Warship Profile 16),,,,"Crawford, M.L.C"
"Holborn,an historical portrait of a london borough",,,,"Lehmann,J"
The Hollow Legions - Mussilini's Blunder in Greece 1940-1941,,,,"CERVI, MARIO"
Holts Battlefield Guides - Normandy-Overlord,,,,Tonie and Valmai Holt
Home Energy Conservation Act 1995 Chapter 10,,,,
Home guard,,,,"BROPHY, JOHN"
The home guard of Britain,,,,"GRAVES, CHARLES"
Home Office,,,,"Newsam, F"
Home Office annual report The Government's expenditure  plans 2000-01 to 2001-02,,,,Her Majesty's Stationery Office
Home Office - Security,,,,
Home rule and the Irish question,,,,"Morton, G"
Homographies quaternions and rotations,,,,Du Val Patrick
"Hong Kong: a review, 1992",,,,
"The Hong Kong legislative election of September 12, 2004 : assessment and implications",,,,
Honington herald,,,,
The Honourable Artillery Company in the Great War 1914-1919,,,,"Walker, Major G. Goold"
Honourable Artillery Company Journal,,,,
Horses and Saddlery,,,,"TYLDEN, G"
Hospital ships and ambulance trains,,,,Plumridge J H
Hostages to Fortune,,,,"CAREW, T"
A Hostile Sky,,,,"Woerpel, D"
The House Magazine,,,,
House of Commons. Committee of Public Accounts. Session 1983-84. Nineteenth Report. Ministry of Defence: The United Kingdom Trident Programme,,,,
House of Commons. Committee of Public Accounts. Session 1991-92. Sixth Report. Ministry of Defence: Collaborative Projects,,,,
House of Commons. Committee of Public Accounts. Session 1991-92. Thirteenth Report. Ministry of Defence: Support Information Technology,,,,
House of Commons. Committee of Public Accounts. Session 1994-95. Forty-first Report. Ministry of Defence: Management of the Capital Works Programme,,,,
House of Commons - Defence Committee,,,,
House of Commons  Defence Committee: Eighth Report: Statement on the Defence Estimates 1990: Session 1989-90: HC388,,,,Her Majesty's Stationery Office
House of Commons Defence Committee The Handling of Press and Public Information During The Falklands Conflict,,,,Her Majesty's Stationery Office
House of Commons Disqualification Act 1975: Chapter 24,,,,Her Majesty's Stationery Office
House Of Commons : Special Report From The Select Committee On The Armed Forces Bill; Session 1985 - 86,,,,
The household cavalry at war: first household cavalry regiment,,,,"WYNDHAM, H"
The Household Cavalry at work: First Household Cavalry Regiment,,,,"WYNDHAM, H"
Housing and construction statistics: notes and definitions supplement 1977,,,,
How Explosives are Made,,,,"Fitzgerald, W G"
How much is enough?,,,,"ENTHOVEN, ALAIN C"
"How to become a Naval Officer: being a detailed account of how a young man can join Britannia Royal Naval College, Dartmouth, and become an Officer in Her Majesty's Navy",,,,"Bush, Eric Wheler"
How to do everything with Microsoft office Outlook 2003,,,,"MANN, BILL"
How to interview and be interviewed,,,,"BROWN, MICHELE"
How wars begin,,,,"Taylor, A. J. P"
How wars end: the United Nations and the termination of armed conflict 1946-1964: Volume I,,,,"BAILEY, SYDNEY D"
How wars end: the United Nations and the termination of armed conflict 1946-1964: Volume II,,,,"BAILEY, SYDNEY D"
How Washington really works,,,,"Peters, Charles"
How We Won the War,,,,"Giap, V N"
Hugh Gaitskell,,,,"William, Philip M"
Human rights in the world,,,,"Robertson, A. H"
Human Rights Law Reports - UK Cases,,,,
Humanitarian law and the protection of war victims,,,,"Pictet, Jean"
The Hunt Class Mine Countermeasures Vessels,,,,"Harris, A. J"
The Hunting of Man,,,,
The Hussar General,,,,"PARKINSON, ROGER"
"Hydrographer of the Navy: report, 1991-1992",,,,
"Hydrographer of the Navy: report, 1992-1993",,,,
I - Boat Captain,,,,"Orita, Zenji"
I Chose the Sky,,,,Rochford Leonard H
I serve: regimental history of the 3rd Carabiniers (Prince of Wales's Dragoon Guards,,,,"OATTS, LEWIS BALFOUR"
"""Ich Dien"": the Prince of Wales's Volunteers (South Lancashire) 1914-1934",,,,"WHALLEY-KELLY, H"
IDS brief,,,,
IDS focus,,,,
IDS HR Studies,,,,
IDS pensions service bulletin,,,,
If Germany attacks,,,,Wynne G C
The Illustrated Directory of the United States Air Force,,,,"ROBERTS, MICHAEL"
An illustrated guide to modern submarines: the undersea weapons that rule the Oceans today,,,,"MILLER, DAVID"
An illustrated guide to modern tanks and fighting vehicles,,,,"Bonds, Roy"
"The illustrated history of World War II,  Vol. 5: The naval war in the west: the wolf packs",,,,"DUPUY, TREVOR NEVITT",
The illustrated record of the 12th Foot for 250 Years: 23 June 1685- 23 June 1935,,,,"Frere, J G",
Imagining India : the idea of a nation renewed,,,,"Nilekani, Nandan",
IMF Survey,,,,,
Immigration Act 1988,,,,,
Impact Assessment and Project Appraisal,,,,,
The Impact of New Military Technology,,,,Alford J,
Impact of pacification on insurgency in South Vietnam,,,,"Komer, Robert W",
The Imperial achievement: the rise and transformation of the British Empire,,,,"BOWLE, JOHN",
"The Imperial frontier in the Tropics, 1865-75-: a study of British colonial policy in West Africa...",,,,"McIntyre, W. David",
The Imperial Japanese Navy,,,,"Watts, A.J",
The  Imperial Japanese Navy in World War II,,,,,
Imperial Sunset,,,,LUNT J,
Imperial War Museum Review - Issue 8,,,,,
Implementation agreement between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the Russian Federation concerning the prepayment of certain debt obligations of the government of the Russian Federation.,,,,,
Implementing the chemical weapons convention,London,1994,,"LATTER, RICHARD",HMSO
Implementing the Lessons of the Falklands Campaign: vol2: minutes of evidence,,,,
Improving Management in Government: The Next Steps Agencies. Review 1991,,,,
Improving the delivery of Government IT projects: House of Commons Session 1999-2000: first report: committee of public accounts: no 65,,,,Her Majesty's Stationery Office
Improving the Efficiency of the Procurement of Routine items,,,,
In context,,,,
In danger's hour,,,,"HOLMAN, GORDON"
In Peril on the Sea War Exploits of Allied Seamen,,,,Masters D
In search of identity,,,,"Sadat, Anwar el-"
In the clouds above Baghdad,,,,"Tennant, J. E"
In this sign conquer: the story of the army chaplains,,,,"Smyth, John George"
Incendiary warfare,,,,"Fisher, George J. B"
Incomes data report,,,,
"Independent report into the service colleges, 1966",,,,
..Index to The Statutes...In force to 31st December 1988 Volume II L-Z,,,,
Index to treaty series 2005,,,,
India in the world order : searching for major-power status.,,,,
Indian defence review,,,,
"Indian Defence Review,January 1989",,,,
"Indian Defence Review,Vol.1.1,January 1986",,,,
Indian Frontier Warfare,,,,Younghusband G J
Indian infantry colours,,,,"Bullock, H"
"Indian memories: recollections of soldiering, sport, etc",,,,"BADEN-POWELL, ROBERT"
The Indian mutiny,,,,"HARRIS, J"
The Indian Sappers and Miners,,,,"Sandes, E. W. C"
Indian Wars of Texas,,,,Mayhall M P
Indochina: The Last Year of the War,,,,Fall B B
Industrial Relations Law Report,,,,
Industrial Tribunals: The Industrial Tribunals (Constitution and Rules of Procedure) Regulations 1993 - 1993 No. 2687,,,,Her Majesty's Stationery Office
Inertial navigation,,,,"Parvin, Richard H"
The infantry battalion in war,,,,"Wheeler, W. R"
Infantry (Maps),,,,"Pagan, A. W"
Infantry School Quarterly,,,,
Infantry Tactics,,,,
Infantryman,,,,
The influence of the Sea on the political history of Japan,,,,"Ballard, G.A"
Inform,,,,
Information and Software Technology Vol. 36 No. 11,,,,
"Information and Software Technology, Vol 36, no 2, 1994",,,,
Information and Software Technology Vol. 36 No 6,,,,
"Information and Software Technology, Vol 36, no 6, 1994",,,,
"Information and Software Technology, Vol 36, no 7, 1994",,,,
Information and Software Technology Vol. 36 No. 8,,,,
Information and Software Technology Vol. 36 No 9,,,,
Information in war: its acquisition and transmission,,,,"Furse, G. A"
Information Management & Computing Security,,,,
Information world review,,,,
Infrared system engineering,,,,"HUDSON, R"
The inland water transport in Mesopotamia,,,,"Hall, L. J"
Innovation Policy Review,,,,
Inquiry Into The Value of Pensions,,,,Her Majesty's Stationery Office
Inside Hitler's headquarters,,,,"WARLIMONT, WALTER"
Inside S.O.E.,,,,"Cookridge, E.H"
Inside the Third Reich,,,,"SPEER, ALBERT"
Inside The Third Reich,,,,SPEER A
Instructions for Handling Prisoners of War - JSP 391,,,,
"Insurgency in Rhodesia, 1957-1973: An Account and Assessment: Adelphi Papers",,,,Wilkinson A R
Insurgent Mexico,,,,"REED, JOHN"
Insurrection in Wales: the rebellion of the Welsh led by Owen Glyn Dwr (Glendower) against the English Crown in 1400,,,,"Allday, D. Helen"
Integrating democracy promotion into U.S. Middle East policy,,,,"Dunne, Michele"
Integration of the Armed Forces 1940-1965,,,,MacGregor M J Jr
The intelligence and deception of the D-Day landings,,,,"HASWELL, J"
Intelligence for an age of terror,,,"CUP, ","TREVERTON, GREGORY F"
Intelligence in the desert,,,,"Tobler, Douglas H"
"Intelligence notes, 1913-16",,,,"Chollie, Breandan Mac Giolla"
Intelligence Service within the Canadian Corps 1914-1918,,,,"HAHN, J E"
The intelligencers: the story of British military intelligence up to 1914,,,,"Parritt, Brian A. H"
Intelligent life in the Universe,,,,"Shlovskii, I. S
SAGAN, CARL"
The International Atlas : Second Revised edition,,,,VARIOUS
International & comparative law quarterly,,,,
International Convention for the safety of Life at Sea 1974,,,,Her Majesty's Stationery Office
"International convention for the safety of life at sea, London, 12 December 2002",,,,
"International Convention Relative to the Treatment of Prisoners of War Geneva July 27, 1929",,,,
International Convention relative to the Treatment of Prisoners of War Geneva July 27 19296,,,,HSMO
"International Convention relative to the Treatment of Prisoners of War, Geneva,July 27,1929. Cmd.3941 Treaty Series No.37 (1931)",,,,Her Majesty's Stationery Office
International defence newsletter,,,,
International Defence Review,,,,
International Financial Statistics,,,,International Monitary Fund
International Financial Statistics Jan 1998,,,,
International Financial Statistics: May 1999,,,,
The International Headquarters and Defence Organisation (Designation and Privileges) (Amendment) Order 1987: No. 927,,,,Her Majesty's Stationery Office
The International Headquarters and Defence Organisations : No. 1535 (1965),,,,Her Majesty's Stationery Office
International journal (Canada),,,,
International journal of project management,,,,
International journal of public sector management,,,,
International journal of technology management,,,,
"International law, 2nd ed",,,,"SHAW, MALCOLM N"
The international law of civil war,,,,"FALK, RICHARD A"
The international monetary system 1945-1981,,,,"Solomon, Robert"
International Organisations and related information,,,,
International peace-building for the 21st century : the Tswalu protocol and background papers,,,,"MACKINLAY, JOHN
MILLS, GREG
MCNAMEE, TERENCE"
International peacekeeping,,,,"VERRIER, ANTHONY"
International politics: a framework for analysis,,,,"Holsti, K. J"
The international regulation of wars,,,,"LUARD, EVAN"
International Relations of the Asia -Pacific,,,,
International review of the Red Cross,,,,
Internet magazine,,,,
"The interrogator: the story of Hans Scharff, Luftwaffe's master interrogator",,,,"TOLIVER, RAYMOND F"
The introduction of the ironclad warship,,,,"Baxter, James Phinney"
An introduction to astronomy,,,,"Fredrick, Laurence W
Baker, Robert H"
An introduction to computer logic,,,,"Nagle, H. Troy"
"Introduction to environmental remote sensing, 2nd ed.",,,,"Barrett, E.C"
An introduction to logic: the criticism of arguments,,,,"Alexander, Peter"
Introduction to Marine Pollution Control,,,,"WILLIAMS, J"
An introduction to marine science,,,,"Meadows, P. S"
Introduction to Oceanography 3rd edition,,,,"Ross, David A"
An Introduction to Risk Management,,,,"Crockford, N"
An Introduction To Royal Air Force High Speed Rescue Launches 1938-45,,,,"PRITCHARD, JOHN"
An introduction to statistics,,,,"Hall, Arthur H"
"An introduction to strategy: with particular reference to problems of defence, politics, economics, and diplomacy in the nuclear age",,,,"BEAUFRE, ANDRE"
An introduction to tensor calculus and relativity,,,,"Lawden, Derek F"
An introduction to the history of Central Africa,,,,"Willis, A.J"
"Introduction to the theory and context of accounting, 2nd ed.",,,,"Sidebotham, Roy"
An introduction to the theory of relativity,,,,Rosser W G V
An introduction to the TSAR simulation program: model features and logic,,,,"Emerson, Donald E"
