Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,12/03/2018,Water,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"3,491.70",Monthly water payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"3,924.44",Monthly electricity payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"4,011.77",Monthly gas payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"4,012.76",Monthly gas payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"6,309.23",Monthly electricity payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"7,164.82",Monthly oil/fuel payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Water,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,11159.35,Monthly water payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"20,179.87",Monthly electricity payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Water,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"23,444.67",Monthly water payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"32,466.89",Monthly gas payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"44,124.86",Monthly gas payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"51,047.35",Monthly electricity payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"57,969.85",Monthly oil/fuel payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"166,699.08",Monthly electricity payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Water,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,189688.69,Monthly water payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,357010.24,Monthly gas payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,1348747.13,Monthly electricity payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Vehicle servicing ma,Fraud Investigation Service,INCHCAPE FLEET SOLUTIONS,5100089478,"-2,761.14",Vehicle servicing ma,P06 4RP,,,,
HMRC,HMRC,12/03/2018,Fleet mgmt services,Fraud Investigation Service,INCHCAPE FLEET SOLUTIONS,5100089478,-2.77,Fleet mgmt services,P06 4RP,,,,
HMRC,HMRC,12/03/2018,Vehicle leasing,Fraud Investigation Service,INCHCAPE FLEET SOLUTIONS,5100089478,10.69,Vehicle leasing,P06 4RP,,,,
HMRC,HMRC,12/03/2018,Fleet mgmt services,Fraud Investigation Service,INCHCAPE FLEET SOLUTIONS,5100089478,"2,851.15",Fleet mgmt services,P06 4RP,,,,
HMRC,HMRC,12/03/2018,Vehicle repairs,Fraud Investigation Service,INCHCAPE FLEET SOLUTIONS,5100089478,"17,913.62",Vehicle repairs,P06 4RP,,,,
HMRC,HMRC,12/03/2018,Vehicle leasing,Fraud Investigation Service,INCHCAPE FLEET SOLUTIONS,5100089478,"44,489.70",Vehicle leasing,P06 4RP,,,,
HMRC,HMRC,12/03/2018,Vehicle servicing ma,Fraud Investigation Service,INCHCAPE FLEET SOLUTIONS,5100089478,"196,845.56",Vehicle servicing ma,P06 4RP,,,,
HMRC,HMRC,12/03/2018,Maintenance (build),Estates,COMPASS GROUP (UK) LTD,5100089496,"47,654.26",Facilities Management - Soft FM costs at Lincoln Lawress Hall (25/1/18 to 21/2/18),B45 9PZ,,,,
HMRC,HMRC,12/03/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100089498,"1,314,317.12",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,12/03/2018,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100089535,"29,302.06",Debt Collection Services,LS1 4AP,,,,
HMRC,HMRC,13/03/2018,Other,Estates,GOWLING WLG (UK) LLP,1900548621,"22,057.03",Professional Services relating to legal advice on the STEPS contract,SE1 2AU,,,,
HMRC,HMRC,13/03/2018,Other,Estates,GOWLING WLG (UK) LLP,1900548645,36379.86,Professional Services relating to legal advice on the STEPS contract,SE1 2AU,,,,
HMRC,HMRC,13/03/2018,Cross Government Ser,Change Portfolio,CABINET OFFICE,5100089539,327992.74,Cross Government Ser - Fast Streamer Invoice partially recouped from Other Directorates,CF14 3UW,,,,
HMRC,HMRC,13/03/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100089540,"186,550.70",Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,13/03/2018,Diesel fuel,Fraud Investigation Service,ALLSTAR BUSINESS SOLUTIONS LTD,5100089581,"44,509.72",Vehicle Fleet Services,SN5 6PS,,,,
HMRC,HMRC,13/03/2018,Business Rates,Estates,READING BOROUGH COUNCIL,5100089589,"17,148.43",Business Rates for Reading Sapphire Plaza (1/4/17 to 31/3/18),RG1 7TD,,,,
HMRC,HMRC,13/03/2018,Business Rates,Estates,READING BOROUGH COUNCIL,5100089589,"17,848.36",Business Rates for Reading Sapphire Plaza (1/4/18 to 31/3/19),RG1 7TD,,,,
HMRC,HMRC,13/03/2018,Min AW non-struc VAT,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089591,"65,400.00",Projects work at Cardiff Ty Glas,WD17 1HN,,,,
HMRC,HMRC,13/03/2018,Min AW non-struc VAT,Change Portfolio,MAPELEY STEPS CONTRACTOR LTD,5100089592,"70,428.96",Min AW non-struc VAT,WD17 1HN,,,,
HMRC,HMRC,13/03/2018,Min AW non-struc VAT,Change Portfolio,MAPELEY STEPS CONTRACTOR LTD,5100089601,"26,935.42",Min AW non-struc VAT,WD17 1HN,,,,
HMRC,HMRC,13/03/2018,Min AW non-struc VAT,Change Portfolio,MAPELEY STEPS CONTRACTOR LTD,5100089603,"34,212.46",Min AW non-struc VAT,WD17 1HN,,,,
HMRC,HMRC,13/03/2018,Rent,Estates,WESTMORELAND INVESTMENTS LTD,5100089607,"124,500.00",Quarterly rent for Leeds Windsor House (25/3/18 to 23/6/18),LE4 8PH,,,,
HMRC,HMRC,13/03/2018,Cross Government Ser,HR,CABINET OFFICE,5100089610,"1,962,458.74",Cross Government Services,CF14 3UW,,,,
HMRC,HMRC,13/03/2018,Cross Government Ser,HR,CABINET OFFICE,5100089612,"114,400.00",Cross Government Services,CF14 3UW,,,,
HMRC,HMRC,13/03/2018,Legal Service Sol's,Solicitors Office,GOVERNMENT LEGAL DEPARTMENT,5100089615,74032.8,Legal Service Sol's,WC2B 4TS,,,,
HMRC,HMRC,13/03/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100089621,"42,940.00",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,13/03/2018,Temp clerical/admin,Corporate Finance,BANCTEC LTD,5100089643,"41,364.77",Temp clerical/admin,SL3 0HF,,,,
HMRC,HMRC,13/03/2018,Rent,Estates,A & J MUCKLOW (INVESTMENTS) LTD,5100089696,"43,133.10",Quarterly rent for Coleshill Roman Park (25/3/18 to 23/6/18),B63 3JS,,,,
HMRC,HMRC,14/03/2018,System Maintenance,Information Management Services,CLOUDREACH EUROPE LIMITEED,1900548275,"78,534.03",AWS Foreign Payment Jan-18 usage - Cloud DG,EH8 8PJ,,,,
HMRC,HMRC,14/03/2018,Professional Fees and Subscriptions,Business Assets & International Policy,IOTA,1900548279,"43,478.26",Professional Fees and Subscriptions,1077,,,,
HMRC,HMRC,14/03/2018,Gov Bank Serv Charge,Corporate Finance,BARCLAYS BANK PLC T/A BARCLAYCARD,5100089990,63801.3,Gov Bank Serv Charge,E14 5HP,,,,
HMRC,HMRC,14/03/2018,Business Rates,Estates,MILTON KEYNES BOROUGH COUNCIL,5100089997,"2,158.02",Business Rates for Milton Keynes Bowback House (1/4/18 to 31/3/19),MK9 3WB,,,,
HMRC,HMRC,14/03/2018,Business Rates,Estates,MILTON KEYNES BOROUGH COUNCIL,5100089997,"69,775.98",Business Rates for Milton Keynes Bowback House (1/4/18 to 31/3/19),MK9 3WB,,,,
HMRC,HMRC,14/03/2018,Contingnt Labr IT,Change Portfolio,FUJITSU SERVICES LTD,5100090004,25000,Contingnt Labr IT,W1U 3BW,,,,
HMRC,HMRC,14/03/2018,Hardware maintenance,Information Management Services,FUJITSU SERVICES LTD,5100090004,"463,806.28",CHIEF Service Contract Charge - Fujitsu - Mar 18,W1U 3BW,,,,
HMRC,HMRC,14/03/2018,Hardware maintenance,Information Management Services,FUJITSU SERVICES LTD,5100090023,"463,806.28",CHIEF Service Contract Charge - Fujitsu - Feb 18,W1U 3BW,,,,
HMRC,HMRC,14/03/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100090060,"103,942.14",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,14/03/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100090063,"333,551.74",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,14/03/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100090175,"324,716.86",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,14/03/2018,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100090179,"125,683.76",Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,14/03/2018,Ombudsman services,HR,KORN FERRY HAY GROUP,5100090198,"25,840.00",Organisational Design Expert Services & Capability build for the HR Org Design Team,SW1X 7HG,,,,
HMRC,HMRC,14/03/2018,Contingnt Labr IT,Information Management Services,CAPITA BUSINESS SERVICES LTD,5100090201,"-23,802.10",Capita Contractor (credit) Jul-17 Aug-17 and Sep-17,DL1 9HN,,,,
HMRC,HMRC,14/03/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100090204,"40,140.48",Variable Charges for ENG Changes March 18,WV10 6UH,,,,
HMRC,HMRC,14/03/2018,Lockers,Change Portfolio,SENATOR INTERNATIONAL LTD,5100090208,31860,Lockers,BB5 5YE,,,,
HMRC,HMRC,14/03/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100090224,"165,000.56",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,14/03/2018,Business Rates,Estates,BIRMINGHAM CITY COUNCIL,5100090231,"82,979.16",Business Rates for Birmingham Broadway (1/4/16 to 31/3/18),B4 7AB,,,,
HMRC,HMRC,14/03/2018,Business Rates,Estates,BIRMINGHAM CITY COUNCIL,5100090231,"135,387.05",Business Rates for Birmingham Broadway (1/4/16 to 31/3/18),B4 7AB,,,,
HMRC,HMRC,14/03/2018,Contingnt Labr IT,Digital,ESYNERGY SOLUTIONS LTD,5100090234,"29,225.00",Contingnt Labr IT,EC3M 3JY,,,,
HMRC,HMRC,14/03/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100090235,"103,297.00",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,14/03/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100090242,"69,291.09",Variable Charges for Print & PIN Services for March 18,WV10 6UH,,,,
HMRC,HMRC,14/03/2018,Gov Bank Serv Charge,Corporate Finance,BARCLAYS BANK,5100090244,"855,907.45",Gov Bank Serv Charge,E14 5HP,,,,
HMRC,HMRC,14/03/2018,Debt coll serv (DEL),Debt Management,INTEGRATED DEBT SERVICES LTD T/AS,5100090329,"650,643.88",Debt Collection Services,LS1 4AP,,,,
HMRC,HMRC,14/03/2018,Business Rates,Estates,CROYDON COUNCIL,5100090407,"61,559.92",Business Rates for Croydon Ruskin Square (1/4/18 to 31/3/19),CR9 1BQ,,,,
HMRC,HMRC,14/03/2018,Business Rates,Estates,CROYDON COUNCIL,5100090407,"964,438.77",Business Rates for Croydon Ruskin Square (1/4/18 to 31/3/19),CR9 1BQ,,,,
HMRC,HMRC,15/03/2018,Contingnt Labr IT,Digital,EQUAL EXPERTS UK LTD,5100090398,133231.25,Contingnt Labr IT,WC1H 9BB,,,,
HMRC,HMRC,15/03/2018,P04 Rate IT Serv Res,Change Portfolio,BUTTERFLY PROJECTS LTD,5100090405,"39,611.30",P04 Rate IT Serv Res,CF83 3GG,,,,
HMRC,HMRC,15/03/2018,WAN maint or supp,Information Management Services,HIGHSPEED OFFICE LTD,5100090406,350366.46,HSO Q1 18-19 wide area network charges,E1 8HQ,,,,
HMRC,HMRC,15/03/2018,Cross Government Ser,HR,CABINET OFFICE,5100090408,"226,084.96",Cross Government Services,CF14 3UW,,,,
HMRC,HMRC,15/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100090412,"361,342.84",Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,15/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100090425,361342.84,Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,15/03/2018,Rent,Estates,JONES LANG LASALLE LTD,5100090430,"1,695.76",Quarterly rent for car park at Croydon Ruskin Square (25/3/18 to 23/6/18),NR3 1YF,,,,
HMRC,HMRC,15/03/2018,Radio Infrastructure,Estates,JONES LANG LASALLE LTD,5100090430,"2,344.21",Quarterly Landlord's Service charge for Croydon Ruskin Square (25/3/18 to 23/6/18),NR3 1YF,,,,
HMRC,HMRC,15/03/2018,Rent,Estates,JONES LANG LASALLE LTD,5100090430,18254.25,Quarterly rent for car park at Croydon Ruskin Square (25/3/18 to 23/6/18),NR3 1YF,,,,
HMRC,HMRC,15/03/2018,Radio Infrastructure,Estates,JONES LANG LASALLE LTD,5100090430,"25,234.79",Quarterly Landlord's Service charge for Croydon Ruskin Square (25/3/18 to 23/6/18),NR3 1YF,,,,
HMRC,HMRC,15/03/2018,Rent,Estates,JONES LANG LASALLE LTD,5100090430,"157,584.83",Quarterly rent for Croydon Ruskin Square (25/3/18 to 23/6/18),NR3 1YF,,,,
HMRC,HMRC,15/03/2018,Rent,Estates,JONES LANG LASALLE LTD,5100090430,"1,696,354.39",Quarterly rent for Croydon Ruskin Square (25/3/18 to 23/6/18),NR3 1YF,,,,
HMRC,HMRC,15/03/2018,Legal Service Sol's,Solicitors Office,CROWN SOLICITORS OFFICE,5100090524,"21,450.00",Legal Service Sol's,BT1 3JY,,,,
HMRC,HMRC,15/03/2018,Phone surveys,Corporate Communications,POPULUS 2014 LTD T/AS POPULUS GROUP,5100090624,"30,864.00",Phone/Online survey,EC1V 0AT,,,,
HMRC,HMRC,15/03/2018,Grant in Aid Funding,Central Customer and Strategy,GINGERBREAD,5100090924,"52,500.00",Grant in Aid Funding,NW5 1TL,,,,
HMRC,HMRC,15/03/2018,Computer Equipment a,Information Management Services,RCDTS LTD,5100090931,"3,122,196.10",Computer Equipment a,SW1A 2BQ,,,,
HMRC,HMRC,16/03/2018,CHURN,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100073784,"-113,774.97",Minor New Works correction at Newcastle Benton Park View for anticipated works that were not required,BS1 4DJ,,,,
HMRC,HMRC,16/03/2018,Telephone Support,Information Management Services,KCOM GROUP PLC,5100082128,"-103,703.28",Credit for incorrect charges,HU1 3RE,,,,
HMRC,HMRC,16/03/2018,Min AW struc non-VAT,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100082472,"65,140.02",Minor New works at Newcastle Tyneview Park,BS1 4DJ,,,,
HMRC,HMRC,16/03/2018,Telephone Support,Information Management Services,KCOM GROUP PLC,5100082962,"-99,016.35",Service charges credit,HU1 3RE,,,,
HMRC,HMRC,16/03/2018,Telephone Support,Change Portfolio,KCOM GROUP PLC,5100085167,"64,771.99",Telephone Support,HU1 3RE,,,,
HMRC,HMRC,16/03/2018,Telephone Support,Change Portfolio,KCOM GROUP PLC,5100090232,"22,109.00",Telephone Support,HU1 3RE,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,ACCENTURE (UK) LTD,5100090625,"463,188.69",Business Application Support and Maintenance,EC3M 3BD,,,,
HMRC,HMRC,16/03/2018,Computer Equipment a,Information Management Services,RCDTS LTD,5100090938,"979,567.22",Computer Equipment a,SW1A 2BQ,,,,
HMRC,HMRC,16/03/2018,RCDTS (Rec VAT),Information Management Services,RCDTS LTD,5100090938,"4,945,146.73",RCDTS (Rec VAT),SW1A 2BQ,,,,
HMRC,HMRC,16/03/2018,Contingnt Labr IT,Information Management Services,ESYNERGY SOLUTIONS LTD,5100090947,"115,655.00",Contractor chagres,EC3M 3JY,,,,
HMRC,HMRC,16/03/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100090951,"420,690.94",Gov Gateway Managed Services Charges for March 18,WV10 6UH,,,,
HMRC,HMRC,16/03/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100090952,"159,162.56",Gov Gateway Core Team Charges for March 18,WV10 6UH,,,,
HMRC,HMRC,16/03/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100090953,"188,124.30",Gov Gateway Development Costs for March 18,WV10 6UH,,,,
HMRC,HMRC,16/03/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100090955,"161,483.34",Gov Gateway Estimated Printing Costs for March 18,WV10 6UH,,,,
HMRC,HMRC,16/03/2018,Telephone Support,Information Management Services,KCOM GROUP PLC,5100090960,"107,444.10",Telephone Support - voice services,HU1 3RE,,,,
HMRC,HMRC,16/03/2018,Telephone Support,Information Management Services,KCOM GROUP PLC,5100090962,"84,086.16",Telephone Support - Call charges,HU1 3RE,,,,
HMRC,HMRC,16/03/2018,OGD costs,Estates,Department for Work and Pensions,5100090982,"79,698.59",Rent (OGD) - Various Buildings (February 2018),FY5 3TA,,,,
HMRC,HMRC,16/03/2018,OGD costs,Estates,Department for Work and Pensions,5100090982,"148,011.67",Rent (OGD) - Various Buildings (February 2018),FY5 3TA,,,,
HMRC,HMRC,16/03/2018,OGD costs,Estates,Department for Work and Pensions,5100090984,"12,191.22",Rent (OGD) - Various Buildings (January 2018),FY5 3TA,,,,
HMRC,HMRC,16/03/2018,OGD costs,Estates,Department for Work and Pensions,5100090984,"22,640.84",Rent (OGD) - Various Buildings (January 2018),FY5 3TA,,,,
HMRC,HMRC,16/03/2018,Min AW non-struc VAT,Change Portfolio,NEWCASTLE ESTATE PARTNERSHIP,5100091083,"200,292.00",Min AW non-struc VAT,BS1 4DJ,,,,
HMRC,HMRC,16/03/2018,WAN maint or supp,Change Portfolio,FUJITSU SERVICES LTD,5100091085,"129,311.61",WAN maint or supp,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Min AW non-struc VAT,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100091087,"80,000.00",Minor New works at Longbenton Benton Park View,BS1 4DJ,,,,
HMRC,HMRC,16/03/2018,Contingnt Labr IT,Change Portfolio,FUJITSU SERVICES LTD,5100091089,"25,000.00",Contingnt Labr IT,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,969.79,Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"4,164.68",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"9,445.98",CIT ASU Charges from Capgemini,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Data output prod,Information Management Services,CAPGEMINI,5100091097,"9,463.14",Shared Technical Services charges for January 2018,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"10,533.32",Cloud hosting,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"20,042.39",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Software Licences,Information Management Services,CAPGEMINI,5100091097,"21,404.21",Software Licences,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"24,293.13",TCPP Disaster Recovery Environment,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"26,507.67",Sys Software Maint (S02.190),TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"43,001.96",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Software Licences,Information Management Services,CAPGEMINI,5100091097,"64,221.88",Software Licence,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Software Licences,Information Management Services,CAPGEMINI,5100091097,"65,433.77",Software Licence,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"85,080.67",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Software Licences,Information Management Services,CAPGEMINI,5100091097,"87,853.41",Software licences (ATOS),TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Software Licences,Information Management Services,CAPGEMINI,5100091097,"94,736.84",Software Licences,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Software Licences,Information Management Services,CAPGEMINI,5100091097,"105,562.95",VAT for Govt Depts Licence,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"125,353.83",ASU charges from Capgemini,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"160,286.83",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Database analysis,Information Management Services,CAPGEMINI,5100091097,"243,874.87",Database analysis,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Maintenance fees,Information Management Services,CAPGEMINI,5100091097,"314,574.80",MDG ASU Charges from Capgemini,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"444,767.28",S02 Service Mgmt,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,760699.44,Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"917,500.00",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100091097,"1,402,225.99",Sys Application Maintenance (ASU),TF3 3BD,,,,
HMRC,HMRC,16/03/2018,Data input or prep,Information Management Services,EDM GROUP LTD,5100091106,"131,282.98",Data input or prep,EC4N 1SP,,,,
HMRC,HMRC,16/03/2018,Bus. Form Printing,Operational Excellence & Output Mgmt,FUJITSU SERVICES LTD,5100091107,168.91,Bus. Form Printing,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100091107,733.72,Maintenance fees,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100091107,817.54,Cloud hosting,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"1,773.32",Data storage service,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"5,974.30",FJ Charge for FAST DB C&I Mar-18,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"7,526.20",Data storage service,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100091107,"8,668.50",Maintenance fees,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100091107,"10,369.31",Fujitsu Feb-18 invoice for FAST-P hosting charges - Cloud DG,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"24,270.62",Data storage service,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100091107,"31,398.41",Cloud hosting,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Telephone Support,Information Management Services,FUJITSU SERVICES LTD,5100091107,"31,861.56",Fujitsu February 18 invoice charge for NCU telephony services,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"35,362.41",FJ Charge for FAST AS C&I Mar-18,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Disaster recovery,Information Management Services,FUJITSU SERVICES LTD,5100091107,"36,161.57",Disaster recovery,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"39,186.48",Data storage service,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"39,921.18",FJ Charge for FAST AS MDG Mar-18,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"53,731.72",Cloud hosting,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"88,624.31",Data storage service,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"90,193.12",Data storage service,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100091107,"97,439.43",Data input or prep,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100091107,"100,335.78",Cloud hosting,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100091107,"108,169.32",Maintenance fees,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100091107,"111,642.82",Fujitsu MDG Fast P Charges for Mar-18,W1U 3BW,,,,
HMRC,HMRC,16/03/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100091107,"112,502.21",Data storage service,W1U 3BW,,,,
