X (Latitude),Y (Longitude),Name,Location,Transcription,Link to Image
-4.134238,50.365988,Pilgrim Fathers and Mayflower' (1620)," Madeira Road, Barbican.On RNLI shop. ","THE MAYFLOWER SAILED FROM HER SEPTEMBER 16 (NEW STYLE), 1620, FOR PLYMOUTH, / NEW ENGLAND. PART OF HER PASSENGERS WERE COLONISTS FROM LONDON, PART WERE A / SEPERATIST CONGREGATION WHICH HAD BEGUN IN BABWORTH, NOTTINGHAMSHIRE, ON / JULY 11, 1586, AND HAD MOVED TO SCROOBY IN 1606, TO AMSTERDAM, NETHERLANDS, IN / 1608 AND TO LEYDEN IN 1609. THE LEYDEN GROUP HAD SAILED ON THE SPEEDWELL FROM DELFT / HAVEN AUGUST 1 (N.S.), 1620, FOR SOUTHAMPTON, HAMPSHIRE, ENGLAND, TO JOIN THE LONDON GROUP / WHO WERE ON THE MAYFLOWER. BOTH SHIPS LEFT SOUTHAMPTON ON AUGUST 15 (N.S.), BUT LEAKS IN / THE SPEEDWELL FORCED A TURNING BACK FOR REPAIRS. LEAVING DARTMOUTH / AFTER PROCEEDING ABOUT 300 MILES, THE LEAKY SPEEDWELL CAUSED A SECOND RETURN OF / BOTH SHIPS, THIS TIME TO PLYMOUTH. HERE THE SPEEDWELL WAS ABANDONED, AND THE PASSENGERS / OF BOTH SHIPS COMBINED ON THE MAYFLOWER - 102. ELDER WILLIAM BREWSTER WAS THE SPIRITUAL / LEADER OF THE SEPERATIST PILGRIMS, AND REMAINED SO IN PLYMOUTH NEW ENGLAND, UNTIL / HIS DEATH IN 1643 - 44. / STEPHEN HOPKINS OF WOTTON-UNDER-EDGE, GOUCESTERSHIRE (LATER OF ST. MARY MATFELLON, / WHITECHPEL, LONDON), A SEPARATIST, MADE HIS SECOND VOYAGE TO THE NEW WORLD IN / THE MAYFLOWER (180 TONS) IN 1620. HE HAD PREVIOUSLY SAILED FROM HERE IN THE SEA VENTURE / (300 TONS) ON LULY 23, 1609. HE REACHED VIRGINIA IN 1610, AFTER HAVING BEEN DRIVEN ASHORE IN BERMUDA, WHERE HIS SHIPWRECK FURNISHED THE SUBJECT FOR / THE TEMPEST (1611) BY WILLIAM SHAKESPEARE. THE GENERAL SOCIETY OF MAYFLOWER DESCENDANTS (U.S.A., 1897) / WALDO MORGAN ALLEN, GOVERNOR GENERAL / ON THEIR FIRST PILGRIMAGE - 152, BY PLANES - TO THE NETHERLANDS AND ENGLAND / SEPTEMBER 22 - OCTOBER 6, 1955 / 335 YEARS AFTER THE SAILING OF THE MAYFLOWER.",https://lh6.googleusercontent.com/proxy/q1ssL-95x_sSMR7Js1x3kSOT1NqRDvEcxhZa1R1VUv74ON12L6QwZ-8g3yreAeauZVufKvn2IdIIr1bJfABbS0tVMI06VAS1nZ_mnqjpDWPHQQ https://lh6.googleusercontent.com/proxy/JjaOfNkOBSht30VpqWt-b3JdUpLiSW8KXdrIOi_5PCCZHhTzwdhqL__xUm144zX0N5BF2rdAzRE2DOeAkwqUp4XpnTWx16yuDj_KhIAkJsL2EA
-4.134078,50.36603,HM Queen & HRH Duke of Edinburgh (1962)," West Pier, Mayflower Steps.On wall on Plymouth sound side of pier. ",H.M. QUEEN ELIZABETH / & H.R.H. THE DUKE OF EDINBURGH / embarked from this quay on the occasion / of Their visit to the City of Plymouth on / 26th July 1962. //,https://lh3.googleusercontent.com/proxy/oFXUL2gIzhdFhUbSqEDbgrDr-38GDLz3Qlqngi2NLbPZopSiGZno6dLUfhicPzaB6APUItFqjiiRGY1qy98hcd6piFsk30xCq8SQ_ooQDizabw https://lh6.googleusercontent.com/proxy/ZSl7vsVFXbF0FSWtEvGTdANhnRc8k_MigGE_bMqOuUKNGg3gd2yr5jkYu6MrNcrbgwVJbOdLNWnADvzlbl9oPtegJt8Fn5mS2pcLUwj_r1TxUA
-4.133893,50.366105,Mayflower 350 - location to be checked," Mayflower Steps, West Pier.On the wall near the steps. ","THE HONOURABLE WALTER ANNENBERG / UNITED STATES AMBASSADOR / TO THE COURT OF ST. JAMES'S / UNVEILLED THIS TABLET ON THE / 6TH. SEPTEMBER 1970, THIS DAY BEING / THE 350TH ANNIVERSARY OF / THE SAILING OF THE ""MAYFLOWER"" / COUNCILLOR D. NUTTALL J.P. / LORD MAYOR //",https://lh3.googleusercontent.com/proxy/JxF0-N-UNzpbmMfe1AqD6MQoVuTHRPgWI-YhI5xIcM6LsGSuAOzb3bOSekFRHFybbcrtoHpVna6iX75IInuI8B8V8aj9UymS2YdjqHtVCClQSg
-4.133853,50.366113,Roanoke Colony (1586)," Mayflower Steps, West Pier.To right side of door. ","THE ROANOKE COLONIES / FROM PLYMOUTH ON 27TH APRIL 1584, / WALTER RALEIGH SENT PHILIP AMADAS AND ARTHUR BARLOW TO NORTH AMERICA TO / EXPLORE AND PREPARE FOR ENGLISH COLONISATION / ON 13TH JULY THEY CLAIMED LAND / IN THE NAME OF QUEEN ELIZABETH / CALLED VIRGINIA IN HER HONOUR / THIS AREA IS NOW KNOWN AS NORTH CAROLINA / IN 1585 A COLONY UNDER GOV. RALPH LANE / SETTLED THERE ON ROANOKE ISLAND / REMAINING A YEAR, IN 1587 A SECOND COLONY / UNDER GOV. JOHN WHITE ESTABLISHED THE / ""CITTIE OF RALEGH"" AT THE SAME SITE / THIS SETTLEMENT KNOWN AS RALEIGHS 'LOST COLONY' / DISAPPEARED BETWEEN 1587 & 1590. Additional transcription:THIS PLAQUE UNVEILED BY THE GOVERNOR OF NORTH CAROLINA / IN THE PRESENCE OF THE LORD MAYOR OF PLYMOUTH ON / 27TH APRIL 1984, COMMEMORATES THE 400TH / ANNIVERSARY OF SIR WALTER RALEIGH'S COLONIES.",https://lh5.googleusercontent.com/proxy/UpaC7qq6gkfZOSaTXzhZzTRtpN4gRNjfwVGtQDPFUnyj_DVm_ieK71DdXo_5TDSuuWQ8t8u3iRg4mKuLBjqRIBnrZo3FrYJvQnQlRjEPXbIpzQ
-4.133796,50.36613,Pilgrim Fathers (1620)," Mayflower Steps, West Pier. ","On the 6th of September 1620 in the Mayoralty of Thomas Townes after being kindly entertained and courteously used by divers Friends there dwelling the Pilgrim Fathers sailed from Plymouth in the Mayflower in the Providence of God to Settle in NEW PLYMOUTH and to lay the foundation of the NEW ENGLAND STATES - The Ancient Cawsey whence they embarked was destroyed not many Years afterwards, but the Site of their Embarkation is marked by the Stone bearing the name of the MAYFLOWER in the pavement of the adjacent Pier. This Tablet was erected in the Mayoralty of J.T. Bond 1891, to commemorate their Departure, and the visit to Plymouth in July of that Year of a number of their descendants and Representatives.SECOND PLAQUE This memorial presented by Alderman Sir Frederick Winnicott J.P./ was unveiled by the Right Worshipful The Mayor of Plymouth / (Mr. Councillor E. Stanley Leatherby) on the 5th September 1934",https://lh3.googleusercontent.com/proxy/klRi8xf2Gy9vFTiGq495aFWsbs12k3xmpADjOOXmDSj9dDtDr0AYE_xbmgHOVHZeSthfLxaskAAkTcUYh-7uEQblRX-OI_vup38lXNYi-fHouw
-4.134333,50.365815,Sailing of six Plymouth company vessels," Madeira Road, Barbican.Up the road from RNLI shop, on wall.  ","THIS PLAQUE COMMEMORATES THE SAILING OF / THE SIX PLYMOUTH COMPANY VESSELS / CARRYING SETTLERS FROM CORNWALL, DEVON AND DORSET / TO ESTABLISH THE SETTLEMENT OF NEW PLYMOUTH / IN THE COLONY OF NEW ZEALAND. / WILLIAM BRYON, BARQUE 312 TONS, SAILED 19 NOVEMBER 1840 / AMELIA THOMPSON, BARQUE 477 TONS SAILED 25 MARCH 1841 / ORIENTAL, BARQUE 506 TONS SAILED 2 JUNE 1841 / TIMANDRA, BARQUE 382 TONS SAILED 2 NOVEMBER 1841 / BLEMHEIM, BARQUE 374 TONS SAILED 2 JULY 1842 / ESSEX, BARQUE 329 TONS SAILED 3 SEPTEMBER 1842 / UNVEILED BY THE LORD MAYOR OF PLYMOUTH / COUNCILLOR GORDON DRAPER / AND HIS WORSHIP THE MAYOR OF NEW PLYMOUTH / D.L. LEAN, J.P. ESQ. / ON THIS 25TH DAY OF JULY 1988. //",https://lh6.googleusercontent.com/proxy/7424T56TVK8cUln5thndWIIBMLjbjYewNIhMtRqvoxpHRusyZXgGweRqNgmn2WnNDK6iXsda7yZFOF84LrpKT6SPOCp5i0FDaq-sB8DUPDkWhA
-4.133818,50.36612,Sir Humphrey Gilbert's voyage to Newfoundland (1583)," Mayflower Steps, West Pier.On wall. ","FROM PLYMOUTH SOUND ON JUNE 11TH 1583 / SIR HUMPHREY GILBERT / ""THE FATHER OF BRITISH COLONISATION"" / SET SAIL FOR NEWFOUNDLAND / WHICH HE CLAIMED FOR QUEEN ELIZABETH I / ON 5TH AUGUST./ THIS PLAQUE WAS UNVEILED BY / THE HONOURABLE A. BRIAN PECKFORD, P.C. / PREMIER OF NEWFOUNDLAND AND LABRADOR / ON JUNE 14TH 1983 IN THE PRESENCE OF / COUNCILLOR DEREK MITCHELL / LORD MAYOR OF PLYMOUTH / TO COMMEMORATE THE 400TH ANNIVERSARY OF GILBERTS VOYAGE.",https://lh3.googleusercontent.com/proxy/8AZ3Ui6WBscrq_i7eZ5CKtnoUNW7-gGDA5qBpONPU9EfnWyQCH0Gvffa3okM1nbPeoNftPHSFI2vcJQQLyg2XbPuNI30NFeeKVEE2ZCqYWDdfQ
-4.13367,50.366163,Tolpuddle Martyrs (1838)," Mayflower Steps, West Pier.End of wall, near steps. ","THE TOLPUDDLE MARTYRS. THIS PLAQUE, PLACED HERE BY MEMBERS / OF THE VARIOUS TRADE UNIONS AFFILIATED / TO THE PLYMOUTH AND DISTRICT TRADES / COUNCIL COMMEMORATES THE LANDING / NEAR THIS SPOT ON 18TH MARCH 1838 / OF / JAMES LOVELESS, JAMES BRINE, / THOMAS AND JOHN STANFIELD / (4 OF THE 6 DORSET FARM WORKERS / AFTER EXILE IN AUSTRALIA) / Freedom and Justice was their cause. 5th MAY 95.",https://lh4.googleusercontent.com/proxy/ylvlwy0j4dKOGkWgWBAYvLUribYmZMwGwWNXrCqiEDXOaDSYyv7zD8sgPaZHOSlu41IVA7e4BB8sVLmRG0-S5mKjeYIr7CtQDWVs8GEV8b9ytg
-4.137651,50.367763,Blackfriars' Distillery (historic building)," Barbican Island House, Southside Street.On Blackfriars Distillery, to the left of the main door. ","THIS EARLY / 15TH CENTURY / BUILDING / FORMED PART OF THE / MONASTERY / OF THE / DOMINICIANS / OR / ""BLACKFRIARS"".",https://lh5.googleusercontent.com/proxy/97XfeGP4J3NVsIUpi3-19R-nIjxZcwBn9cS_Yue9yIbm2yY5zjKegRjMVM_gfz4gEeVAIuLK4da9p-lZc4kK5oTSfy1b2JitMWX5QukrhV-H9Q
-4.136298,50.371392,Charles Church 1 (P47)," Bretonside viaduct (south side).On railings on steps down to underpass, near the Staples building. ","CHARLES CHURCH / PRIOR TO 1634 THERE WAS BUT ONE PARISH CHURCH IN PLYMOUTH, AT ANDREW'S BUT IN THAT YEAR THE TOWN PETITIONED KING CHARLES I FOR PERMISSION TO DIVIDE THE OLD PARISH INTO TWO AND TO BUILD A SECOND CHURCH. IT WAS NOT UNTIL 1640, HOWEVER, THAT LETTERS PATENT PERMITTING THE CHURCH TO BE BUILT RECEIVED THE ROYAL ASSENT. / WORK WAS COMMENCED IMMEDIATELY ON A SITE SOMEWHAT TO THE WEST OF THE OLD CARMELITE FRIARY, BUT BUILDING OPERATIONS WERE SUSPENDED DURING THE SEIGE OF PLYMOUTH 1642-1646 AND THE CHURCH WAS NOT COMPLETED UNTIL 1657. THE TOWER IS DATED 1657. THE CHURCH WAS DEDICATED IN 1665, THE FIRST SPIRE, MADE OF WOOD AND COVERED WITH LEAD, WAS BUILT IN 1707-1708. THIS SPIRE WAS TAKEN DOWN AND THE PRESENT STONE SPIRE ERECTED IN 1767. / THE BUILDING WAS REGARDED AS ONE OF THE FINEST POST-REFORMATION GOTHIC CHURCHES IN THE KINGDOM. VARIOUS ADDITIONS AND ALTERATIONS, SUCH AS THE ADDITIONS OF THE PORCHES AND VESTRY, AND THE REMOVAL OF THE GALLERIES WERE CARRIED OUT IN THE 19TH CENTURY. / PRIOR TO THE SECOND WORLD WAR THE GRAVEYARD SURROUNDING THE CHURCH EXTENDED TO OVER AN ACRE, BUT IN THE CONSTRUCTION OF THE NEW EXETER STREET THE HUMAN REMAINS WERE REMOVED AND THE GRAVEYARD NO LONGER EXISTS. / ON THE NIGHT OF MARCH 21ST/22ND 1941, THE CHURCH WAS WHOLLY GUTTED BY FIRE AS A RESULT OF A HEAVY AIR RAID, AND UNTIL 1957 THE RUINS REMAINED IN A DERELICT CONDITION. / THE CHURCH AUTHORITIES HAVING DECIDED THAT THE CHURCH WAS NOT TO BE REBUILT, THE PLYMOUTH CORPORATION PURCHASED THE SITE AND IN 1957, WITH THE ASSISTANCE OF THE MINISTRY OF WORKS, CARRIED OUT THE PRESERVATION WORKS. / THE CHURCH NOW FORMS A FITTING MEMORIAL TO THE CIVILIAN LOST THEIR LIVES DUETO ENEMY AIR ATTACKS ON THE CITY DURING THE SECOND WORLD WAR.",
-4.121254,50.357177,Civil War - Siege of Plymouth (1642-46) - location to be checked, Lawrence Road. ,THE ENGLISH CIVIL WAR 1642-1646 / AT THE OUTSET OF THE ENGLISH CIVIL WAR THE TOWN OF / PLYMOUTH DECLARED FOR PARLIAMENT. / THE TOWN WAS BESEIGED BY THE TROOPS OF / KING CHARLES I AND ON THE 6TH DECEMBER 1643 / THE ROYALISTS TOOK A FORTIFICATION AT THIS PLACE. / THIS ACTION ENABLED THE ROYALIST ARTILLERY TO HARASS / PARLIAMENT'S VITAL SEABORNE SUPPLIES INTO THE TOWN. / PRINCE MAURICE ATTEMPTED A FURTHER ASSAULT ON THE / TOWN IN THE AREA OF FREEDOM FIELDS. / HE WAS DETEATED AND IN THE FOLLOWING MONTH / PARLIAMENTARY TROOPS STORMED THIS PLACE / AND BROKE THE SIEGE. / PLYMOUTH REMAINED PARLIAMENT'S ONLY STRONGHOLD / IN THE SOUTH WEST THROUGHOUT THE CIVIL WAR. //,https://lh5.googleusercontent.com/proxy/5Q3IVIRYpdVEKakMWj9vz1ceNVU1zwDxxZgHDzYAjIF5wwfdjcDYKtKaJMIVhQJOZbwNn70sux_g55OyvEeNkUK2yDajdQQxCEO5kJhTU6k4MQ
-4.143804,50.367238,Hoe Grammar School (site of)," Lockyer Street, The Hoe.On flats at top of Lockyer Street on the right. On lower entrance to left of door.  ","THIS STONE MARKS THE SITE OF / HOE GRAMMAR SCHOOL / 1867-1941./ PERPETUATES THE NAME OF / ALDERMAN GEORGE PEARSE DYMOND J.P.M. / PRINCIPAL & HEADMASTER 1887 - 1939, / AND WAS UNVEILED ON 11TH JUNE 1966, / BY HIS SON, F.J. DYMOND, B.Sc., A.R.I.C. / ON BEHALF OF THE / OLD DRAKONIONS ASSOCIATION / (FORMER PUPILS) / FORTITER ET FIDELITER.",https://lh3.googleusercontent.com/proxy/FbZjNXV_evSqHwBMelaD6ACj5grXJ2i5OhWfz2HflhT7UzMDTEzY3dRqSpIiXJjg_FWcWfLJagquGp5oJTtrU3PS9GczFsd141nQQkiPzQXxiA
-4.113366,50.356,Hooe Lake Lime Kiln," Barton Road, Turnchapel.On opposite side of Hooe Lake, about halfway along Barton Road.  ",RADFORD & HOOE LAKE PRESERVATION ASSOCIATION / LICENCE GRANTED BY MOD 1985 / 18TH CENTURY LIME KILNS / ANCIENT MONUMENTS / LISTED GRADE 11 DECEMBER 1989 / (COAL TO FIRE KILNS WAS LANDED / AT BILLY HART'S QUAY - OPPOSITE.,https://lh5.googleusercontent.com/proxy/K98N88-YwxpX6y7SMTjtYsDbv7QQ9HC0SOdw8SoEhGyywN765dWSIt05pTJE76gDwTr1yKEPsOS0eFacFvp8CYXW4MdCpcCg4Yo-vEkc8ut-Iw
-4.150625,50.367505,"Mill Prison (American POWs, 18th century)"," West Hoe Road.Site of Mill Gaol. On the right hand facing gate post, below shield plaque, at entrance of recreation ground. ","ON THIS SITE WAS MILL [OLD MILL - MILLBAY] GAOL / WHERE OVER 1,500 AMERICAN SAILORS / WERE HELD IN CAPTIVITY DURING THE / WAR FOR AMERICAN INDEPENDENCE / 1777-1783. / THIS PLAQUE PLACED BY THE / NATIONAL SOCIETY SONS OF THE AMERICAN REVOLUTION / 1997.",https://lh4.googleusercontent.com/proxy/Xn6w5ek61jX6GXCZJr7Lqd7ZC8dc2jXaGVgocRUk0v0krim4GAB8GN56KJxsiVk2JEzWjiEVqDtgC24JfeHo74jXrqa5uPeTlSqpPrTGV_A1Xw
-4.150649,50.367502,Millbay Park (site of Barracks)," West Hoe Road.On the right hand facing gate post, at entrance to recreation ground. ","BOROUGH OF PLYMOUTH. / MILLBAY / RECREATION GROUND / SUBJECT TO MILIATARY REGULATIONS / THIS RECREATION GROUND, FORMERLY THE SITE / OF THE MILLBAY BARRACKS, WAS OPENED FOR / PUB LIC USE ON THE DAY OF THE CORONATION OF / KING GEORGE V AND QUEEN MARY / 22ND JUNE 1911. MAJ.GEN.BOWLES.C.B. / COMMANDING SOUTH WESTERN / COAST DEFENCES. / ALDERMAN J. CUMMING.J.P. / CHAIRMAN OF THE / HOE COMMITTEE /. ALDERMAN T.G. GREEK WILLS. J.P. / MAYOR. On opposite post there is a matching plaque with the City Coat of Arms on.",https://lh3.googleusercontent.com/proxy/XGGTbdPejxd2LYd0Xh-4SrpSXHNLHq8n3L1m_IZhnAJ0HT--OvBbI_wuWmK-HOXE6-i30WblvAvEpIUwClt83PSQ9t5BlU3-kHqQ1LyvhNWZfQ https://lh5.googleusercontent.com/proxy/1K23OMzbAG4Ak_PYTAcSCPNfUC-wASI8sRnKwxc-Dx5QbiRifOBYT6nBXPEuFnPCWjffThslebuOYqxgGRXi022MWUe5I89aGcS9facoEQj98w
-4.048545,50.384043,Plympton Castle (ownership), Off Barbican Lane.On the left as you leave Barbican Lane to go into the Castle grounds.  ,The ownership of this / ancient castle was vested / in the Parish Council of / Plympton St Maurice on / behalf of the parishioners / 29th September 1922 //,https://lh6.googleusercontent.com/proxy/KolRanalMty8YnOJSgENG66LNzNe5dKa5uEE-Y2Px6KY5POgUBzFRBew4rtSqL1ULGTdRRFt_Q_6SAvC4Fcyv6OuUbkmfjKA67VceDjJo3BDtg https://lh5.googleusercontent.com/proxy/6S1eAZtH0NQpIKq5_nmGYW8W7yHKn5f-qBGc1uSRL7ZzKgz4ajzz8jmSLamG12GJ44IYQzCfnQLFDbYyPf0_p7IMP-O3tF4H7IYKBvS1ZLqMKQ
-4.051678,50.387706,Augustinian Priory Archway," St. Stephen's Place, Ridgeway.Inscription:Side 1: This arch dates from / the 14th century and / derives from the site of / the Augustinian priory / located 200m to the / south-west of here. / The arch was donated by / Mrs Ruth Sutton / and erected by / Boots Properties PLC. / on 21st June 1994. / Side 2: A house with a domestic / chapel dedicated to / St Stephen is noted in / records dated 1408-1409. / the exact position is / not known but local / tradition ascribed its / location to this part / of the Ridgeway.",Side 1: This arch dates from / the 14th century and / derives from the site of / the Augustinian priory / located 200m to the / south-west of here. / The arch was donated by / Mrs Ruth Sutton / and erected by / Boots Properties PLC. / on 21st June 1994. / Side 2: A house with a domestic / chapel dedicated to / St Stephen is noted in / records dated 1408-1409. / the exact position is / not known but local / tradition ascribed its / location to this part / of the Ridgeway.,https://lh4.googleusercontent.com/proxy/UGMJma1_U5v_88E9qNAstdL5VMxsyZIVeD2Jv8iaGlUKuTYxDAqXbKloqqGR1qp01DB-oXopVoigTR2ZRFKZZUM9kaSf6q0mH6p6UYKuxB7vWA https://lh3.googleusercontent.com/proxy/kq4oE0NDwJ6IYr--0AIgmTZnJqSlMXgsjYla6ROytFG9-uwT8W3BQDrOvvnKK-JFzSm4leoxU9fwf67nHl7VL0YaLTe3-rius7J64-HLDoCfMg
-4.128639,50.367488,POW Prison (18th century), Lockyer's Quay.On round 'Tower' of car park. ,THE BARBICAN CAR PARK / OFFICIAL OPENING 11TH APRIL 1995. THE LIMESTONE WALLING USED ON THE FRONT ELEVATION WAS SALVAGED / FROM THE DEMOLITION OF THE WOLSELEY OLD PEOPLES HOME / THE MONUMENTAL GATEWAY SITED AT THE WESTERN END OF THE CAR / PARK IS A GRADE II LISTED STRUCTURE AND IS THOUGHT TO BE THE / REMAINS OF AN EIGHTEENTH CENTURY PRISON. IT ORIGINALLY STOOK / ELSEWHERE ON THE SITE BUT WAS CAREFULLY DISMANTLED AND / RE-ERECTED AS PART OF THE PROJECT. THIS PROJECT HAS BEEN PARTLY / FINANCED BY THE EUROPEAN / REGINAL DEVELOPMENT FUND. COUNCILLOR J.J. INGHAM / LEADER OF THE COUNCIL. F. WHITE / HEAD OF TECHNICAL SERVICES. MAIN CONTRACTOR WIMPEY CONSTURCTION (UK) LTD.,https://lh3.googleusercontent.com/proxy/M6UxSrx9kwoWElYJEUZO5bJIR0-JUhFNlGM03d-B7MpuYpYR-XpfiHnjLte9un4e-xjoaOkv5-X3iX9dZrxHX0bCWH7SeoDHUfeffV4Uh3Z4lA
-4.145799,50.371057,Reconstruction of Plymouth (1947)," Raleigh Street.On side of Co-op Building, between windows of significant half. ",THE RECONSTRUCTION OF THE / CITY CENTRE COMMENCED HERE / ON THE 17TH MARCH 1947. / THIS PLAQUE WAS ERECTED / BY THE CITY COUNCIL TO / COMMEMORATE THE START OF / THIS GREAT UNDERTAKING. //,https://lh5.googleusercontent.com/proxy/ROUJc4EF-OYbcIhYMR38x83SadydX3WQooUfI0pF-j38nbCUdZKB-cTMORbPgYzv8FsXKHupdyEOo6wOVF6ko8wHTeH1NSo9ZSIJvGJRFUsAoQ
-4.145815,50.370786,Reconstruction: Kerb Stone (1947),"Derry's Cross roundabout.On kerb stone at edge of roundabout, facing Lloyds TSB and the Zebra crossing. ",21.3.47,https://lh4.googleusercontent.com/proxy/-q8WiT3hrZenkmPi0AqP2sYGOKdcLFSQyB2mtttfFOPYa_wuNljKHEKPeU1cGkuj0ph_P__q_HxwH1EbrbOPkg3L02sw-H3iJ2ZgKjOTZ1q9Xg
-4.129199,50.389878,"Major Rogers, Major General Sir L (1868-1962)"," Hartley House, Eggbuckland Road.Turn off into Eggbuckland Road from Mannamead Road, plaque on left just up from Newsagents, on right hand gatepost to Hartley House. Inscription reads: MAJOR GENERAL Sir LEONARD ROGERS / K.C.S.I., F.R.S. / WAS BORN IN THIS HOUSE IN 1868 / AND LIVED HERE IN HIS YOUNGER DAYS. / DURING 27 YEARS OF INTENSIVE WORK / WAS A PIONEER IN THE TREATMENT AND / PREVENTION OF CHOLERA, LEPROSY AND / OTHER TROPICAL DISEASES. HE CONTINUED / HIS WORK AFTER RETIREMENT WITH UNABATED ZEAL UNTIL HE WAS OVER 90 YEARS OF AGE. / HIS DISCOVERIES / HAVE SAVED COUNTLESS LIVES IN / MANY COUNTRIES / THIS TABLET WAS ERECTED BY / PLYMOUTH MEDICAL PRACTITIONERS 1959 /","MAJOR GENERAL Sir LEONARD ROGERS / K.C.S.I., F.R.S. / WAS BORN IN THIS HOUSE IN 1868 / AND LIVED HERE IN HIS YOUNGER DAYS. / DURING 27 YEARS OF INTENSIVE WORK / WAS A PIONEER IN THE TREATMENT AND / PREVENTION OF CHOLERA, LEPROSY AND / OTHER TROPICAL DISEASES. HE CONTINUED / HIS WORK AFTER RETIREMENT WITH UNABATED ZEAL UNTIL HE WAS OVER 90 YEARS OF AGE. / HIS DISCOVERIES / HAVE SAVED COUNTLESS LIVES IN / MANY COUNTRIES / THIS TABLET WAS ERECTED BY / PLYMOUTH MEDICAL PRACTITIONERS 1959 /",https://lh6.googleusercontent.com/proxy/pACSSh64VEne7EBia2_5w6aq4VvKcdhhXtrMA7qBtihVRHbODVBvpSw-2Oy_PpHM8RMJjbMvD649GVfNoVpebGYVOFepBpAvpvTq6R_aNkXbug
-4.14183,50.364428,Smeaton's Tower (reconstructed 1884)," Smeaton's Tower, Plymouth Hoe Promenade.On Smeaton's Tower, north facing. ",THIS PLAQUE COMMEMORATES / THE 100TH ANNIVERSARY OF / THE RE-OPENING OF / SMEATONS EDDYSTONE LIGHTHOUSE / ON THIS SITE 24 SEPTEMBER 1884. / THIS PLAQUE WAS UNVEILED BY COUNCILLOR PETER WHITFIELD / LORD MAYOR OF PLYMOUTH. / ON 24TH SEPTEMBER 1984.,https://lh4.googleusercontent.com/proxy/d2vyiLad5BSjuZaDUcP8KIqbBHJ_k_nkt88ASAHdoZX9ocF-WX7pAKizgu_QHMl3ddPV7ujV1kQmNxLaweEJ4dHcUJ6UjDv8r6PBr-ln0dkTzQ
-4.136224,50.371902,St Andrew's Church Resurgam' (1957) - location on map to be checked," Charles Church, Charles Cross roundabout.To right of main door",THIS TABLET WAS UNVEILED BY H.R.H. THE PRICESS ELIZABETH DUCHESS OF EDINBURGH TO MARK THE BEGINNING OF THE RESTORATION OF THIS ANCIENT PARISH CHURCH 22 OCTOBER 1949.,https://lh5.googleusercontent.com/proxy/gClgb53LHlJSuHSoYuV4Ej4a5LsHftmaeY5C3FAKyaaXEDBWUwIowM_ukNYB_vCkcYEed3ze-IHJVK50AtgQ35DmZVlIt3aNzCaVaUKOOpXMWg
-4.134778,50.370644,St Martyns Gate," Mayflower House, Bretonside.Next to Martin Lane, on the Ganges restaurant.",NEAR THIS SITE STOOD / MARTYNS GATE MEDIEVAL EASTERN ENTRANCE TO PLYMOUTH / DEMOLISHED 1789 / OCCASION OF VISIT OF GEORGE III TO DOCK / TO PERMIT PASSAGE OF CARRIAGE FROM SALTRAM / OLD PLYMOUTH SOCIETY 1995 //,https://lh5.googleusercontent.com/proxy/SEWBdvBQZmVwNdzXnCbKYVHjJeezXjqEnTWqhe_dRiKFEkdt8YMs3eqU0zmxJAfd8swMteSsyfdA6vS0ACfZ2AzA7A1LoeBUBF0SVbyhLgZvOg
-4.100886,50.365151,Stamp's Bridge - LSWR to Turnchapel - location to be checked," Billacombe Road Roundabout.On the wall between Oreston Road and Pomphlett Road, side of roundabout. ","STAMPS BRIDGE / THIS LIMESTONE WALL IS ALL THAT REMAINS OF THE SOUTHERN / ABUTMENT OF STAMPS BRIDGE, WHICH CARRIED THE PLYMOUTH / FRIARY TO TURNCHAPEL BRANCH RAILWAY LINE OVER POMPHLETT / ROAD. iT WAS BUILT BY THE LONDON AND SOUTH WESTERN / RAILWAY WHO OPENED THE LINE IN JANUARY 1897. IN THE / 1930S AS MANY AS THIRTY TRAINS CROSSED THE BRIDGE IN EACH / DIRECTION DAILY. THE LINE BECAME PART OF THE BRITISH RAIL / NETWORK IN JANUARY 1948. THE LAST PASSENGER TRAIN RAN IN / SEPTEMBER 1951 AND THE LINE WAS FINALLY CLOSED IN OCTOBER / 1961. THE BRIDGE WAS DEMOLISHED IN MAY 1963. / THIS PLAQUE WAS DONATED BY INTERCITY GREAT WESTERN / JUNE 1994. //",https://lh5.googleusercontent.com/proxy/TXodpZUK4WS8fHoUisw1ty9U_8qmBxVdVTZ_FP6BQvks1J94lxk64Vz9poMWxuQRLLtMVvz2tXPAp8ehyGySMEnd3KOshC5cBJL1fjeVQVKTKg
-4.135934,50.371565,White Cross - location on map to be checked on map," Charles Church, Charles Cross roundabout.On wall going around church.","BASE OF THE ""WHYTECROSSE"" / MENTIONED IN PLYMOUTH / RECORDS TEMP. HENRY VII. / FOUND IN NORTH STREET / FORMERLY ""WHITECROSS ST."" //",https://lh3.googleusercontent.com/proxy/99bhDKlYznsvxD_6e5KAsFnsHCnjZ5kBrXHmxUR4kuxMH_KNfvbjJVlCV4w9hQcv65fl2KduHAypg_2F32ndkXAJiRKeKQ8eQPDP5efMffL2xw
