Body,Body Name,Transaction No.,Invoice Ref.,Vendor name,Expense Code,Expense Type,Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461050,510477,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,11 November 2011,£21.68
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461051,510635,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,11 November 2011,£78.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461051,510635,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,11 November 2011,£86.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461051,510635,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,11 November 2011,£108.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461050,510477,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,11 November 2011,£195.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461051,510635,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,11 November 2011,£108.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461050,510477,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,11 November 2011,£320.77
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461050,510477,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,11 November 2011,£320.77
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461051,510635,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,11 November 2011,£255.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461051,510635,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,11 November 2011,£320.77
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460571,11244,COMPLETE CLIMATE SOLUTIONS LIMITED,C-C22140-1812,Nursery-Boiler M&E repairs,04 November 2011,£19.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460567,11239,COMPLETE CLIMATE SOLUTIONS LIMITED,C-D13100-1812,Muni Off Blgs-Boiler M&E repairs,04 November 2011,"£3,459.73"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460568,11240,COMPLETE CLIMATE SOLUTIONS LIMITED,C-D14100-1812,Depot Building-Boiler M&E repairs,04 November 2011,£275.73
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460569,11242,COMPLETE CLIMATE SOLUTIONS LIMITED,C-L11500-1809,Rec Facilities-RM-sanitary works,04 November 2011,£97.39
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460570,11243,COMPLETE CLIMATE SOLUTIONS LIMITED,C-L11500-1811,Rec Facilities-RM-Plan.& Prev.Mech.Ctrct,04 November 2011,"£1,035.95"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460566,11238,COMPLETE CLIMATE SOLUTIONS LIMITED,C-L21100-1811,Town Hall-RM-Plan.& Prev.Mech.Ctrct,04 November 2011,£104.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460569,11242,COMPLETE CLIMATE SOLUTIONS LIMITED,C-N11250-9227,Excluded,04 November 2011,-£1.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460568,11240,COMPLETE CLIMATE SOLUTIONS LIMITED,C-N11250-9227,Excluded,04 November 2011,-£19.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460567,11239,COMPLETE CLIMATE SOLUTIONS LIMITED,C-N11250-9227,Excluded,04 November 2011,-£67.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460566,11238,COMPLETE CLIMATE SOLUTIONS LIMITED,C-N11250-9227,Excluded,04 November 2011,-£1.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460570,11243,COMPLETE CLIMATE SOLUTIONS LIMITED,C-N11250-9227,Excluded,04 November 2011,-£92.05
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460571,11244,COMPLETE CLIMATE SOLUTIONS LIMITED,C-N11250-9227,Excluded,04 November 2011,-£3.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461590,7545328,COMPUTACENTER UK LIMITED,C-D11820-3662,IT Infrastructu-Cabling & Network work,18 November 2011,"£1,803.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461593,7544796,COMPUTACENTER UK LIMITED,C-D11820-3662,IT Infrastructu-Cabling & Network work,18 November 2011,£99.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462050,3803553987,COMPUTACENTER UK LIMITED,C-D11820-3660,IT Infrastructu-Hardware PC & Servers,25 November 2011,£279.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462051,3803545550,COMPUTACENTER UK LIMITED,C-D11820-3660,IT Infrastructu-Hardware PC & Servers,25 November 2011,£336.48
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461084,1.008E+12,COMPUTER FUTURES,C-D11800-0115,IT Services-Temporary Agency Staff,11 November 2011,£629.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461594,1.008E+12,COMPUTER FUTURES,C-D11800-0115,IT Services-Temporary Agency Staff,18 November 2011,£629.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461596,1.008E+12,COMPUTER FUTURES,C-D11800-0115,IT Services-Temporary Agency Staff,18 November 2011,£629.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461596,1.008E+12,COMPUTER FUTURES,C-D11800-0115,IT Services-Temporary Agency Staff,18 November 2011,£629.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461596,1.008E+12,COMPUTER FUTURES,C-D11800-0115,IT Services-Temporary Agency Staff,18 November 2011,£119.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462053,1.008E+12,COMPUTER FUTURES,C-D11800-0115,IT Services-Temporary Agency Staff,25 November 2011,£629.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462033,11002457,CONTENUR UK LIMITED,C-C23180-3101,Rcycl Coltn Schms-Equipment purchases,25 November 2011,"£9,437.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460606,16137,CORY ENVIRONMENTAL LTD,C-C23100-3581,Refuse Collctn-Tipping charges,04 November 2011,"£5,449.21"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461278,16194,CORY ENVIRONMENTAL LTD,C-C23100-3581,Refuse Collctn-Tipping charges,11 November 2011,"£5,302.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462034,16257,CORY ENVIRONMENTAL LTD,C-C23100-3581,Refuse Collctn-Tipping charges,25 November 2011,"£6,005.32"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462035,16315,CORY ENVIRONMENTAL LTD,C-C23100-3581,Refuse Collctn-Tipping charges,25 November 2011,"£3,714.08"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461933,6427282,COTSWOLD DISTRICT  COUNCIL,C-L31100-3510,TIC-Promotion & Marketing,25 November 2011,£567.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461239,C20810,COTSWOLD DRAIN SERVICES LTD,C-C22120-1804,Sports & Open S-RM-External structures,11 November 2011,"£1,620.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461143,C20835,COTSWOLD DRAIN SERVICES LTD,C-C23140-1809,Public Convnces-RM-sanitary works,11 November 2011,£98.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461666,CEE074,CRAWFORD EQUIPMENT EUROPE LTD,C-PM0081-R201,Crematorium-Cremator Repairs,18 November 2011,"£323,470.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461667,CEE073,CRAWFORD EQUIPMENT EUROPE LTD,C-PM0081-R201,Crematorium-Cremator Repairs,18 November 2011,"£97,041.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461123,818462,CRIMINAL RECORDS BUREAU,C-A21500-3501,Licensing-Hire of outside services,11 November 2011,£976.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461123,818462,CRIMINAL RECORDS BUREAU,C-L11500-3501,Rec Facilities-Hire of outside services,11 November 2011,£220.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461551,ps02915,CSS POOLS AND LEISURE,C-L11500-3167,Rec Facilities-Maintenance Agreements,18 November 2011,£22.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461551,ps02915,CSS POOLS AND LEISURE,C-L11500-3167,Rec Facilities-Maintenance Agreements,18 November 2011,£28.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461551,ps02915,CSS POOLS AND LEISURE,C-L11500-3167,Rec Facilities-Maintenance Agreements,18 November 2011,£121.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461551,ps02915,CSS POOLS AND LEISURE,C-L11500-3167,Rec Facilities-Maintenance Agreements,18 November 2011,£180.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461551,ps02915,CSS POOLS AND LEISURE,C-L11500-3167,Rec Facilities-Maintenance Agreements,18 November 2011,£452.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461487,9CR001 28/10/201,CTCH LTD,C-H35100-5212,Hsg.Direct.Cost-Customer ex-gratia pymnt,18 November 2011,£580.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461122,557,CUFF SECURITY SERVICES LIMITED,C-1T90H0-3559,Hirers-Recoverable Event Exp,11 November 2011,£552.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461061,1123,D A JONES,C-C22120-1119,Spts/Open Space-Playground Maint,11 November 2011,£357.81
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461220,1124,D A JONES,C-LC6006-C306,Play Area Maint-Landscape Contractor,11 November 2011,"£1,400.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461220,1124,D A JONES,C-N11250-9227,Excluded,11 November 2011,-£171.96
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461061,1123,D A JONES,C-N11250-9227,Excluded,11 November 2011,-£42.54
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461937,1133,D A JONES,C-C22110-1301,Parks & Gardens-Routine grounds maint,25 November 2011,£75.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461938,1131,D A JONES,C-C22120-1119,Spts/Open Space-Playground Maint,25 November 2011,£100.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461935,1135,D A JONES,C-C22120-1301,Spts/Open Space-Routine grounds maint,25 November 2011,£100.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461921,1125,D A JONES,C-E22150-3110,CBC Highway Wk-Materials,25 November 2011,£120.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461912,1130,D A JONES,C-LC6006-C306,Play Area Maint-Landscape Contractor,25 November 2011,£300.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461913,1132,D A JONES,C-LC6006-C306,Play Area Maint-Landscape Contractor,25 November 2011,"£1,120.08"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461921,1125,D A JONES,C-N11250-9227,Excluded,25 November 2011,-£24.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461913,1132,D A JONES,C-N11250-9227,Excluded,25 November 2011,-£130.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461912,1130,D A JONES,C-N11250-9227,Excluded,25 November 2011,-£40.94
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461935,1135,D A JONES,C-N11250-9227,Excluded,25 November 2011,-£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461937,1133,D A JONES,C-N11250-9227,Excluded,25 November 2011,-£15.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461938,1131,D A JONES,C-N11250-9227,Excluded,25 November 2011,-£15.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461936,1071,D W BROOKES,C-C22110-1301,Parks & Gardens-Routine grounds maint,25 November 2011,"£1,160.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461764,REDACTED,DAVID MALPASS,C-HC4100-C801,Dis.Adapt.HRA-Grants,18 November 2011,"£6,562.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460760,SETTLEMENT,DEAN CLOSE SCHOOL,C-N13125-9206,ASH Ledger-PPR Invoices Paid,04 November 2011,-£925.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460760,SETTLEMENT,DEAN CLOSE SCHOOL,C-Z12210-9137,Box Off A/C-PPR Hirers Tkt Pd out,04 November 2011,"£3,372.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460760,SETTLEMENT,DEAN CLOSE SCHOOL,C-Z12210-9276,Box Off A/C-Hirers Invoices Pd,04 November 2011,-£90.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460724,DE10588858,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,04 November 2011,£23.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460780,DE10587756,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,04 November 2011,£439.59
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460770,DE10586538,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,04 November 2011,£24.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460769,DE10586537,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,04 November 2011,£90.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460538,198185,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,04 November 2011,£292.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461630,DE10589769,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,18 November 2011,£614.99
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461624,DE10590041,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,18 November 2011,"£1,067.33"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461652,DE10590929,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,18 November 2011,£44.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461651,DE10590329,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,18 November 2011,£88.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461611,DE10589177,DENNIS EAGLE,C-C24100-3582,Fleet Maint-DSO Invoices,18 November 2011,£242.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461237,RQK518,DEPT FOR WORK & PENSIONS,C-L17200-3934,Sport/Play Div-TP Gen-Imprest/Excess,11 November 2011,£600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461195,N098.11-21/LN011,DEWHURST MACFARLANE & PARTNERS,C-LC4006-C702,AG&M Dev Scheme-CBC - Engineers,11 November 2011,"£3,200.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461897,BD4634,DIRECT PUBLICITY,C-L21100-3920,Town Hall-Advertising,25 November 2011,£630.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460830,10/006,DORCHESTER HOUSE TRUST,C-H22400-5204,Homelessness-Provision of accommo(B&B),04 November 2011,£239.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460831,10/007,DORCHESTER HOUSE TRUST,C-H22400-5204,Homelessness-Provision of accommo(B&B),04 November 2011,£349.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461505,10/002,DORCHESTER HOUSE TRUST,C-H22400-5204,Homelessness-Provision of accommo(B&B),18 November 2011,£220.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461508,10/003,DORCHESTER HOUSE TRUST,C-H22400-5204,Homelessness-Provision of accommo(B&B),18 November 2011,£196.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461506,10/001,DORCHESTER HOUSE TRUST,C-H22400-5204,Homelessness-Provision of accommo(B&B),18 November 2011,£239.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461089,3986,DOUG GOBEY TRANSPORT LIMITED,C-L41100-3130,AG & M-Conservation-collections,11 November 2011,£650.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461699,14,DOWNING BENTLEY,C-DC1066-C849,Lnd&Prop presal-Miscellaneous other,18 November 2011,£945.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460552,DRD/JCS/0911,DRD RESEARCH & CONSULTING LTD,C-B51145-3501,Joint Core Stra-Hire of outside services,04 November 2011,£720.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460553,DRD/CBC/0911,DRD RESEARCH & CONSULTING LTD,C-B51145-3501,Joint Core Stra-Hire of outside services,04 November 2011,£180.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461952,4140,EVENT STAFF,C-1T01G1-3501,Fascinatg Aida-Hire of outside services,25 November 2011,£96.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461953,4141,EVENT STAFF,C-1T20G1-3501,60s Gold-Hire of outside services,25 November 2011,£104.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461954,4142,EVENT STAFF,C-1T21G1-3501,Puptry of Penis-Hire of outside services,25 November 2011,£48.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461955,4143,EVENT STAFF,C-1T23G1-3501,Hgh Schl Rocks-Hire of outside services,25 November 2011,£200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461956,4144,EVENT STAFF,C-1T27G1-3501,Illegal Eagles-Hire of outside services,25 November 2011,£200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461951,4139,EVENT STAFF,C-1T30F1-3501,Colin Fry-Hire of outside services,25 November 2011,£150.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461107,4888,EVERYMAN THEATRE,C-L41100-3252,AG & M-Off the wall grant exp,11 November 2011,"£2,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461552,639,F T LEISURE,C-L11500-3167,Rec Facilities-Maintenance Agreements,18 November 2011,"£1,100.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461244,GMG/VP11/94427,FBC MANBY BOWDLER,C-C23100-3934,Ref. Collection-TP Gen-Imprest/Excess,11 November 2011,"£6,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461485,93,FELIX KNIGHT LIMITED,C-1T28G1-3568,Dave Spikey-Artist Fees,18 November 2011,"£4,092.56"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461058,SI124728,FLEET LINE MARKERS LTD,C-C22120-3121,Spts/Open Space-Materials-Contract,11 November 2011,"£1,755.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461058,SI124728,FLEET LINE MARKERS LTD,C-C22120-3121,Spts/Open Space-Materials-Contract,11 November 2011,£84.36
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461292,FMG162,FMG CONSULTING LTD,C-L11500-3501,Rec Facilities-Hire of outside services,11 November 2011,£950.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461292,FMG162,FMG CONSULTING LTD,C-L11500-3501,Rec Facilities-Hire of outside services,11 November 2011,£125.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461663,9560,FOOLS PARADISE LIMITED,C-DR3001-3510,Town C Manager-Promotion & Marketing,18 November 2011,£670.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461150,SIN132572,FRONTIER SOFTWARE PLC,C-D12300-3623,Personnel and P-Cmpter-sftwre lic purch,11 November 2011,"£5,539.38"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460554,1868,FRONTLINE,C-D12310-0205,Corporate Trg-Training fees/exp (Corp),04 November 2011,£918.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460849,5197,FUTRA LTD,C-C24150-3170,Fleet Managemnt-Fuel system maintenance,04 November 2011,£904.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460834,386,G GARDINER T/A LABURNUM LODGE,C-H22400-5204,Homelessness-Provision of accommo(B&B),04 November 2011,£518.79
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460835,387,G GARDINER T/A LABURNUM LODGE,C-H22400-5204,Homelessness-Provision of accommo(B&B),04 November 2011,£480.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461771,REDACTED,G MANN T/A MANN BUILDERS,C-HC7440-C801,DFG.96.Act-Grants,18 November 2011,"£12,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461584,80004006,G4S CASH SERVICES (UK) LTD,C-D12450-3502,Cash Rec / Bnkg-Cash transportation,18 November 2011,£255.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461584,80004006,G4S CASH SERVICES (UK) LTD,C-D12455-3502,CarPk Inc Colln-Cash transportation,18 November 2011,£462.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462047,14510,GEE TEE BULB COMPANY,C-E63100-1301,Cemetery & Crem-Routine grounds maint,25 November 2011,£548.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462141,SINV-042798,GELPACK EXCELSIOR LTD,C-N42250-3112,DSO Stores - Stock purchases,25 November 2011,"£2,176.20"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461213,GLDM.558010.11,GLDM,C-C22120-1301,Spts/Open Space-Routine grounds maint,11 November 2011,£540.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461898,23151,GLIDE MEDIA MARKETING,C-L21100-3920,Town Hall-Advertising,25 November 2011,£913.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461748,20530847/9000187,GLOUCESTERSHIRE COLLEGE,C-N13125-9104,ASH Ledger-Refunds,18 November 2011,"£1,655.17"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461280,1800199745,GLOUCESTERSHIRE COUNTY COUNCIL,C-C23100-3581,Refuse Collctn-Tipping charges,11 November 2011,£311.94
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461280,1800199745,GLOUCESTERSHIRE COUNTY COUNCIL,C-C23100-3581,Refuse Collctn-Tipping charges,11 November 2011,£243.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461280,1800199745,GLOUCESTERSHIRE COUNTY COUNCIL,C-C23100-3581,Refuse Collctn-Tipping charges,11 November 2011,£601.21
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461280,1800199745,GLOUCESTERSHIRE COUNTY COUNCIL,C-C23100-3581,Refuse Collctn-Tipping charges,11 November 2011,£231.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461280,1800199745,GLOUCESTERSHIRE COUNTY COUNCIL,C-C23100-3581,Refuse Collctn-Tipping charges,11 November 2011,£231.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461601,1800203748,GLOUCESTERSHIRE COUNTY COUNCIL,C-E36200-4528,On-St Car Prkng-Net income paid to GCC,18 November 2011,"£91,458.72"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460922,NIGHTSTOP,GLOUCESTERSHIRE NIGHTSTOP,C-H22300-3897,Housing Grants-Youth Homeless-Nightstop,11 November 2011,"£5,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461588,1501,GLOUCESTERSHIRE WILDLIFE TRUST,C-B51120-3501,Develt Con-Hire of outside services,18 November 2011,"£4,600.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460721,48432,GOOCH GROUP LTD,C-D13100-1703,Muni Off Blgs-Window cleaning,04 November 2011,£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460722,48433,GOOCH GROUP LTD,C-D13100-1703,Muni Off Blgs-Window cleaning,04 November 2011,£90.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460572,48402,GOOCH GROUP LTD,C-H33700-1712,Estate Services-Estate cleaning-reactive,04 November 2011,£555.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460815,48297,GOOCH GROUP LTD,C-H4214G-1104,Gen Wks 2214-Council House repairs,04 November 2011,£316.36
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460537,48345,GOOCH GROUP LTD,C-N42250-3112,DSO Stores - Stock purchases,04 November 2011,£110.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461917,47886,GOOCH GROUP LTD,C-E21100-1701,Car Prks-Off St-Cleaning,25 November 2011,£246.61
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461918,48572,GOOCH GROUP LTD,C-E21100-1701,Car Prks-Off St-Cleaning,25 November 2011,£146.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461919,48538,GOOCH GROUP LTD,C-E21100-1701,Car Prks-Off St-Cleaning,25 November 2011,£150.63
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462127,48629,GOOCH GROUP LTD,C-L41100-1703,AG & M-Window cleaning,25 November 2011,£117.00
