Department Family,Entity,Voucher Date,Expense Type,Expense Area,Supplier,Transaction Number,Tax Code,Amount,Vat Registration Number
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"1,992.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"2,003.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"2,003.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"2,003.00",
NHS,NHS Hertfordshire,26/07/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10058446,R,"2,115.54",238 0343 79
NHS,NHS Hertfordshire,16/08/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10061258,R,"2,115.54",238 0343 79
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"2,184.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"2,184.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"2,184.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"2,208.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"2,208.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"2,208.00",
NHS,NHS Hertfordshire,25/07/2011,CATS - Dermatology (DACCOM),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10058363,0,"2,234.00",
NHS,NHS Hertfordshire,26/07/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10058446,R,"2,269.88",238 0343 79
NHS,NHS Hertfordshire,16/08/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10061258,R,"2,269.88",238 0343 79
NHS,NHS Hertfordshire,07/07/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10056051,R,"2,349.77",466 4777 01
NHS,NHS Hertfordshire,04/08/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10059495,R,"2,349.77",466 4777 01
NHS,NHS Hertfordshire,09/08/2011,CATS - Eye Service (Hertsmere),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10060069,0,"2,357.20",927298975
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"2,555.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"2,555.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"2,555.00",
NHS,NHS Hertfordshire,02/08/2011,Laundry - Contract Services,Facilities Management,ISS MEDICLEAN LTD,10059081,R,"2,560.76",GB417115775
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"2,778.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"2,778.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"2,778.00",
NHS,NHS Hertfordshire,07/07/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10056051,R,"2,827.01",466 4777 01
NHS,NHS Hertfordshire,04/08/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10059495,R,"2,827.01",466 4777 01
NHS,NHS Hertfordshire,02/08/2011,Portering,Facilities Management,ISS MEDICLEAN LTD,10059081,R,"2,836.52",GB417115775
NHS,NHS Hertfordshire,07/07/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10056051,R,"2,904.03",466 4777 01
NHS,NHS Hertfordshire,04/08/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10059495,R,"2,904.03",466 4777 01
NHS,NHS Hertfordshire,02/08/2011,Laundry - Contract Services,Facilities Management,ISS MEDICLEAN LTD,10059080,R,"2,926.58",GB417115775
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"3,183.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"3,183.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"3,183.00",
NHS,NHS Hertfordshire,07/07/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10056051,R,"3,316.30",466 4777 01
NHS,NHS Hertfordshire,04/08/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10059495,R,"3,316.30",466 4777 01
NHS,NHS Hertfordshire,14/07/2011,CATS - Eye Service (Hertsmere),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10057167,0,"3,327.60",927298975
NHS,NHS Hertfordshire,17/08/2011,COIN Installations,ICT Infrastructure,VIRGIN MEDIA PAYMENTS LTD,10061368,R,"3,427.00",GB 591 8190 14
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"3,442.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"3,442.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"3,442.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"3,659.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"3,659.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"3,659.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"3,777.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"3,778.14",
NHS,NHS Hertfordshire,02/08/2011,Portering,Facilities Management,ISS MEDICLEAN LTD,10059080,R,"3,862.26",GB417115775
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"4,070.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"4,070.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"4,070.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"4,081.00",
NHS,NHS Hertfordshire,22/08/2011,Provisions - Injury Benefits,Balance sheet (Financial Services use),CNWL NHS FOUNDATION TRUST,10062156,0,"4,391.04",654970895
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"4,763.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"4,763.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"4,763.00",
NHS,NHS Hertfordshire,26/07/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10058446,R,"6,094.00",238 0343 79
NHS,NHS Hertfordshire,16/08/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10061258,R,"6,094.00",238 0343 79
NHS,NHS Hertfordshire,26/07/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10058446,R,"6,276.18",238 0343 79
NHS,NHS Hertfordshire,16/08/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10061258,R,"6,276.18",238 0343 79
NHS,NHS Hertfordshire,07/07/2011,Catering Contract,Facilities Management,WHITEOAKS,10056051,R,"6,666.46",466 4777 01
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"6,668.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"6,668.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"6,668.00",
NHS,NHS Hertfordshire,26/07/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10058446,R,"6,691.10",238 0343 79
NHS,NHS Hertfordshire,16/08/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10061258,R,"6,691.10",238 0343 79
NHS,NHS Hertfordshire,02/08/2011,Contract Cleaning,Facilities Management,ISS MEDICLEAN LTD,10059081,R,"7,546.76",GB417115775
NHS,NHS Hertfordshire,02/08/2011,Contract Cleaning,Facilities Management,ISS MEDICLEAN LTD,10059080,R,"7,578.16",GB417115775
NHS,NHS Hertfordshire,26/07/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10058446,R,"7,899.14",238 0343 79
NHS,NHS Hertfordshire,16/08/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10061258,R,"7,899.14",238 0343 79
NHS,NHS Hertfordshire,07/07/2011,Catering Contract,Facilities Management,WHITEOAKS,10056051,R,"7,999.05",466 4777 01
NHS,NHS Hertfordshire,05/07/2011,CATS - Dermatology (Hertsmere),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10055602,0,"8,632.05",
NHS,NHS Hertfordshire,14/07/2011,CATS - Eye Service (DACCOM),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10057167,0,"9,153.60",927298975
NHS,NHS Hertfordshire,09/08/2011,CATS - Eye Service (DACCOM),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10060069,0,"9,925.60",927298975
NHS,NHS Hertfordshire,07/07/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10056051,R,"10,358.83",466 4777 01
NHS,NHS Hertfordshire,25/07/2011,CATS - Dermatology (Hertsmere),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10058363,0,"11,172.00",
NHS,NHS Hertfordshire,02/08/2011,Catering Contract,Facilities Management,ISS MEDICLEAN LTD,10059080,R,"11,829.57",GB417115775
NHS,NHS Hertfordshire,02/08/2011,Catering Contract,Facilities Management,ISS MEDICLEAN LTD,10059081,R,"12,696.09",GB417115775
NHS,NHS Hertfordshire,21/06/2011,COIN Installations,ICT Infrastructure,VIRGIN MEDIA PAYMENTS LTD,10053792,R,"15,000.00",GB 591 8190 14
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058821,0,"15,047.00",
NHS,NHS Hertfordshire,01/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10058822,0,"15,047.00",
NHS,NHS Hertfordshire,04/08/2011,Business Rates,Property Management,HERTFORDSHIRE COMMUNITY NHS TRUST,10059508,0,"15,047.00",
NHS,NHS Hertfordshire,25/07/2011,CATS - Dermatology (St Albans),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10058363,0,"19,812.00",
NHS,NHS Hertfordshire,05/07/2011,CATS - Dermatology (St Albans),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10055602,0,"19,887.00",
NHS,NHS Hertfordshire,22/08/2011,Provisions - Pensions: Other Staff,Balance sheet (Financial Services use),CNWL NHS FOUNDATION TRUST,10062156,0,"20,915.14",654970895
NHS,NHS Hertfordshire,17/08/2011,COIN Installations,ICT Infrastructure,VIRGIN MEDIA PAYMENTS LTD,10061368,R,"22,789.00",GB 591 8190 14
NHS,NHS Hertfordshire,14/07/2011,CATS - Eye Service (St Albans),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10057167,0,"23,344.60",927298975
NHS,NHS Hertfordshire,07/07/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10056051,R,"23,421.71",466 4777 01
NHS,NHS Hertfordshire,09/08/2011,CATS - Eye Service (St Albans),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10060069,0,"24,380.40",927298975
NHS,NHS Hertfordshire,13/06/2011,NHS Trust -  SLA Variable,Commissioned Community Services,BUCKINGHAMSHIRE HOSP NHS TRUST,10052799,0,"25,597.00",654 4313 46
NHS,NHS Hertfordshire,21/06/2011,CATS - New Direct Access Ultra-Sound (St Albans),Primary Care Clinical Services (CATS),DR K KEDIA & PARTNERS,10053824,0,"26,487.00",
NHS,NHS Hertfordshire,08/08/2011,Agency - Management,Finance & Commercial Development,LEAP,10059988,R,"27,500.00",853 2015 54
NHS,NHS Hertfordshire,19/07/2011,CATS - MSK (St Albans),PBC CATS,HERTFORDSHIRE COMMUNITY NHS TRUST,10057653,0,"28,831.80",
NHS,NHS Hertfordshire,20/07/2011,Computer Hardware & Software,Balance Sheet Capital,VIRGIN MEDIA LTD,10057910,NR,"29,227.75",591 8190 14
NHS,NHS Hertfordshire,21/06/2011,Private Circuit Costs,ICT Infrastructure,VIRGIN MEDIA PAYMENTS LTD,10053792,NR,"29,314.18",GB 591 8190 14
NHS,NHS Hertfordshire,10/08/2011,Recharge - Estate Mgt,Facilities Management,PRINCESS ALEXANDRA HOSP. NHST,10060377,0,"29,642.42",654 9649 85
NHS,NHS Hertfordshire,09/08/2011,Computer Maintenance,ICT Infrastructure,REDSTONE CONVERGED SOLUTIONS LTD,10060060,R,"30,165.00",709 9778 71
NHS,NHS Hertfordshire,17/08/2011,Free Nursing Care - Medium Band,Free Nursing Care (RNCC),VERULAM HOUSE NURSING & RES. HOME,10061365,0,"30,203.09",
NHS,NHS Hertfordshire,30/08/2011,CATS - New Direct Access Ultra-Sound (St Albans),Primary Care Clinical Services (CATS),DR K KEDIA & PARTNERS,10062711,0,"30,910.00",
NHS,NHS Hertfordshire,31/01/2011,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10035495,0,"30,990.63",
NHS,NHS Hertfordshire,18/07/2011,Computer Hardware & Software,Balance Sheet Capital,WSTORE UK LTD,10057474,NR,"33,210.00",709373816
NHS,NHS Hertfordshire,01/08/2011,CATS - New Direct Access Ultra-Sound (St Albans),Primary Care Clinical Services (CATS),DR K KEDIA & PARTNERS,10058752,0,"34,754.00",
NHS,NHS Hertfordshire,24/03/2011,NHS Trust - Under/Overperf,NHS SLA,BUCKINGHAMSHIRE HOSP NHS TRUST,10043595,0,"36,639.00",654 4313 46
NHS,NHS Hertfordshire,08/08/2011,Non NHS - Free Choice,Free Choice,BMI HEALTHCARE COLLECTIONS,10059982,0,"36,893.17",235 1349 80
NHS,NHS Hertfordshire,05/08/2011,Building - External Contracts,Balance Sheet Capital (Commissioner),ARJ CONSTRUCTION LTD,10059671,C4,"37,144.17",880 3768 94
NHS,NHS Hertfordshire,26/08/2011,Bowel Screening,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10062628,0,"39,528.00",
NHS,NHS Hertfordshire,03/12/2010,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10029208,0,"41,830.00",
NHS,NHS Hertfordshire,12/05/2011,FT - NCA,Other Mental Health/LD - Adult,CNWL NHS FOUNDATION TRUST,10049202,0,"42,529.00",654970895
NHS,NHS Hertfordshire,01/08/2011,Training - Staff,County Workforce Group,UNIVERSITY OF HERTFORDSHIRE,10058868,0,"42,770.00",
NHS,NHS Hertfordshire,01/04/2011,Sexual Health,Herts Holistic Sexual Health,HERTFORDSHIRE COMMUNITY NHS TRUST,10044241,0,"43,000.00",
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,MID ESSEX HOSPITALS NHST,10060313,0,"45,461.00",654930128
NHS,NHS Hertfordshire,13/05/2010,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10004204,0,"46,530.00",
NHS,NHS Hertfordshire,21/05/2010,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10005481,0,"46,530.00",
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,MID ESSEX HOSPITALS NHST,10060314,0,"46,674.00",654930128
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,BEDFORD HOSPITAL NHS TRUST,10060302,0,"48,761.41",654 9124 24
NHS,NHS Hertfordshire,22/07/2010,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10013175,0,"52,346.25",
NHS,NHS Hertfordshire,01/06/2011,High Tech Drugs : Trusts,NHS SLA - Variable,HILLINGDON HOSP.NHS TRUST,10051196,0,"53,291.00",
NHS,NHS Hertfordshire,17/06/2011,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10053413,0,"53,877.60",
NHS,NHS Hertfordshire,02/11/2010,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10025113,0,"54,671.58",
NHS,NHS Hertfordshire,28/07/2011,Grants - PS Capital,The Mount Prison,NOMS AGENCY,10058664,0,"55,413.00",888 8180 55
NHS,NHS Hertfordshire,21/07/2011,NHS Trust - Cost Per Case,HCHS Other Services,HERTFORDSHIRE COMMUNITY NHS TRUST,10057959,0,"55,705.44",
NHS,NHS Hertfordshire,10/08/2011,JCT (JCPB) - Out of Scope,JCPB,HERTFORDSHIRE COUNTY COUNCIL,10060626,0,"57,456.00",
NHS,NHS Hertfordshire,22/03/2011,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10042985,0,"58,963.36",
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10060332,0,"59,666.67",
NHS,NHS Hertfordshire,15/08/2011,Non-NHS - SLA Block,NHS SLA,ASSURA LEA VALLEY LLP,10061051,0,"60,028.83",
NHS,NHS Hertfordshire,06/06/2011,High Tech Drugs : FTs,NHS SLA - Variable,MOORFIELDS EYE HOSP. NHSFT,10051786,0,"61,839.00",
NHS,NHS Hertfordshire,19/07/2011,PCT -  SLA Block,Commissioned Community Services,WEST ESSEX COMM.HEALTH,10057771,0,"64,780.25",GB-654-9750-96
NHS,NHS Hertfordshire,29/03/2011,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10043877,0,"67,020.00",
NHS,NHS Hertfordshire,08/08/2011,Free Nursing Care - Medium Band,Free Nursing Care (RNCC),HERTFORDSHIRE COUNTY COUNCIL,10060050,0,"67,725.33",
NHS,NHS Hertfordshire,01/08/2011,Non NHS - Free Choice,Free Choice,BMI HEALTHCARE COLLECTIONS,10058800,0,"67,932.71",235 1349 80
NHS,NHS Hertfordshire,06/07/2011,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10055976,0,"68,738.40",
NHS,NHS Hertfordshire,27/07/2011,Continuing Care - Block,Continuing Care - Children,KEECH HOSPICE CARE,10058494,0,"76,650.00",974 9593 48
NHS,NHS Hertfordshire,04/08/2011,PCT - Cost Per Case,Commissioned Community Services,WEST ESSEX COMM.HEALTH,10059389,0,"78,694.00",GB-654-9750-96
NHS,NHS Hertfordshire,22/09/2010,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10020058,0,"79,150.38",
NHS,NHS Hertfordshire,19/07/2011,PCT - COPD,Commissioned Community Services,CENTRAL LONDON COMM.HEALTHCARE,10057764,0,"86,517.00",654 4279 20
NHS,NHS Hertfordshire,20/06/2011,High Tech Drugs : FTs,NHS SLA - Variable,MOORFIELDS EYE HOSP. NHSFT,10053757,0,"88,000.00",
NHS,NHS Hertfordshire,14/03/2011,NHS Trust - Under/Overperf,NHS SLA,BUCKINGHAMSHIRE HOSP NHS TRUST,10041321,0,"88,057.00",654 4313 46
NHS,NHS Hertfordshire,10/08/2011,NHS Trust - SLA Block,NHS SLA,WHITTINGTON NHST,10060373,0,"88,253.00",
NHS,NHS Hertfordshire,12/08/2011,NHS Trust - Final Adj,Balance of Old Year,EAST AND NORTH HERTS NHST,10060958,0,"89,685.00",
NHS,NHS Hertfordshire,21/04/2010,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10001563,0,"95,625.75",
NHS,NHS Hertfordshire,08/04/2011,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10045116,0,"99,705.91",
NHS,NHS Hertfordshire,07/07/2010,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10011065,0,"105,640.57",
NHS,NHS Hertfordshire,28/04/2011,Continuing Care - Residential,Continuing Care - Children,HERTFORDSHIRE COUNTY COUNCIL,10047681,0,"107,114.74",
NHS,NHS Hertfordshire,09/08/2011,Recharge - Estate Mgt,Facilities Management,EAST AND NORTH HERTS NHST,10060338,0,"115,755.00",
NHS,NHS Hertfordshire,22/03/2011,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10042986,0,"119,726.35",
NHS,NHS Hertfordshire,07/04/2011,NHS Trust - SLA Block,NHS SLA,ROYAL FREE HAMPSTEAD NHS TRUST,10044932,0,"120,348.00",
NHS,NHS Hertfordshire,09/08/2011,FT - Block,NHS SLA,PAPWORTH HOSPITAL NHSFT,10060327,0,"124,369.00",654 9359 94
NHS,NHS Hertfordshire,01/08/2011,Non NHS - Free Choice,Free Choice,BMI HEALTHCARE COLLECTIONS,10058801,0,"126,621.43",
NHS,NHS Hertfordshire,20/07/2011,Non NHS - Free Choice,Free Choice,SPIRE HEALTHCARE,10057845,0,"144,939.90",
NHS,NHS Hertfordshire,08/08/2011,NHS Trust - NCA,Non Contract Activity,"BARKING,HAVERING AND REDBRIDGE  NHST",10059827,0,"177,741.34",654924414
NHS,NHS Hertfordshire,18/02/2011,Exceptional Treatmt - Trusts,NHS SLA - Variable,WEST HERTFORDSHIRE HOSPITALS N,10038434,0,"188,037.55",
NHS,NHS Hertfordshire,10/08/2011,Non NHS - Free Choice,Free Choice,SPIRE HEALTHCARE,10060370,0,"190,347.00",
NHS,NHS Hertfordshire,10/08/2011,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10060368,0,"192,817.00",
NHS,NHS Hertfordshire,04/08/2011,Non-NHS - SLA Block,Facilities Management,HERTS & ESSEX PPP HEALTH SERVICES LTD,10059369,R,"211,918.46",
NHS,NHS Hertfordshire,08/08/2011,Continuing Care - Block,Continuing Care -  Adults with Physical Disability,RAMSAY NEUROLOGICAL SERVICES,10059902,0,"213,708.85",
NHS,NHS Hertfordshire,10/08/2011,NHS Trust - SLA Block,NHS SLA,OXFORD RADCLIFFE HOSP.NHST,10060367,0,"214,920.00",654 9354 07
NHS,NHS Hertfordshire,10/08/2011,NHS Trust - SLA Block,NHS SLA,BARTS AND THE LONDON NHST,10060374,0,"273,240.29",GB 654 9470 05
NHS,NHS Hertfordshire,25/07/2011,Continuing Care - Block,Continuing Care -  Adults with Physical Disability,BUPA CARE HOMES,10058295,0,"302,028.57",
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,N .W. LONDON HOSPITALS NHST,10060325,0,"307,017.92",654 9719 90
NHS,NHS Hertfordshire,10/08/2011,FT - Block,NHS SLA,HILLINGDON HOSP.NHS TRUST,10060375,0,"307,250.00",
NHS,NHS Hertfordshire,18/08/2011,Non NHS - Free Choice,Free Choice,PINEHILL HOSPITAL,10061590,0,"317,088.01",GB426505170
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,N.MIDDLESEX UNI.HOSP.NHS TRUST,10060317,0,"325,902.26",654 9462 04
NHS,NHS Hertfordshire,10/08/2011,FT - Block,NHS SLA,MOORFIELDS EYE HOSP. NHSFT,10060372,0,"332,652.05",
NHS,NHS Hertfordshire,09/08/2011,FT - Block,NHS SLA,GUYS ST.THOMAS NHS F.TRUST,10060303,0,"361,318.00",654923417
NHS,NHS Hertfordshire,10/08/2011,Resettlement - County Council,s28 Resettlements,HERTFORDSHIRE COUNTY COUNCIL,10060626,0,"380,750.00",
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,ROYAL NAT ORTHOPAEDIC NHST,10060315,0,"841,844.00",
NHS,NHS Hertfordshire,10/08/2011,SLA's (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10060626,0,"1,005,946.00",
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,BUCKINGHAMSHIRE HOSP NHS TRUST,10060304,0,"1,141,917.00",654 4313 46
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,IMPERIAL COLLEGE H.CARE NHS TRUST,10060308,0,"1,208,148.00",
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10060337,0,"1,371,369.00",
NHS,NHS Hertfordshire,12/08/2011,FT - Block,NHS SLA,LUTON AND DUNSTABLE NHS. F.TRUST,10060905,0,"1,450,291.92",
NHS,NHS Hertfordshire,09/08/2011,FT - Block,NHS SLA,UCLH NHS F. TRUST,10060320,0,"1,689,176.00",GB 105/654 9486 87
NHS,NHS Hertfordshire,09/08/2011,FT - Block,NHS SLA,CAMBRIDGE UNIV. HOSPITALS  NHSFT,10060306,0,"1,935,882.00",654 9105 28
NHS,NHS Hertfordshire,16/08/2011,SLA's (JCPB - Other),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10061295,0,"2,041,667.00",
NHS,NHS Hertfordshire,10/08/2011,SLA's (JCPB - excluded from  PBC),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10060626,0,"2,087,133.00",
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,ROYAL FREE HAMPSTEAD NHS TRUST,10060309,0,"2,621,684.00",
NHS,NHS Hertfordshire,10/08/2011,NHS Trust - SLA Block,NHS SLA,EAST OF ENGLAND AMBULANCE NHS TRUST,10060376,0,"2,658,983.00",654 9195 01
NHS,NHS Hertfordshire,10/08/2011,NHS Trust - SLA Block,NHS SLA,PRINCESS ALEXANDRA HOSP. NHST,10060369,0,"4,019,923.58",654 9649 85
NHS,NHS Hertfordshire,10/08/2011,NHS Trust - SLA Block,NHS SLA,BARNET AND CHASE FARM NHST,10060366,0,"5,525,000.00",
