Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department for Transport,Department for Transport,13/07/2017,CurrGrt Las in AEF/A,DG_RAIL - Network Services,NEXUS,2000006727,"2,092,493.00",NEXUS Resource-June 17,NE1 4AX
Department for Transport,Department for Transport,13/07/2017,Transport  Consult,DG_RAIL - Rail Strategy & Security,First Class Partnerships Ltd,2000006728,"10,275.00",#,EC2M 1HJ
Department for Transport,Department for Transport,13/07/2017,Training,DG_IS - Rail Accident Investigation Branch,Escott Hunt Limited,2000006729,"1,775.00",#,PE27 5AF
Department for Transport,Department for Transport,13/07/2017,Grt Aid to NDPBs,HSR DG's Office,High Speed Two (HS2) Ltd,2000006731,"25,000,000.00",HS2 GIA second tranche July,E14 5AB
Department for Transport,Department for Transport,13/07/2017,Telephone charges,Air Accident Investigation Branch,Alternative Networks Ltd,2000006732,"1,260.00",#,BB9 5SR
Department for Transport,Department for Transport,13/07/2017,Legal Consultancy,DG_Rail - Passenger Services,Eversheds LLP,2000006733,"59,220.84",#,EC2V 7WS
Department for Transport,Department for Transport,13/07/2017,Conferences / Semina,Local,TRAINING FOR TRANSPORTATION,2000006734,936.00,TRAINING FOR TRANSPORTATION,B95 5AW
Department for Transport,Department for Transport,13/07/2017,Conferences / Semina,DG_RAIL - Network Services,TRAINING FOR TRANSPORTATION,2000006734,"2,796.00",#,B95 5AW
Department for Transport,Department for Transport,13/07/2017,Investigation Servic,Group Assurance,CH&I Associates Ltd,2000006738,516.36,#,SK11 8AA
Department for Transport,Department for Transport,13/07/2017,Investigation Servic,Group Assurance,CH&I Associates Ltd,2000006738,"1,391.52",#,SK11 8AA
Department for Transport,Department for Transport,13/07/2017,Investigation Servic,Group Assurance,CH&I Associates Ltd,2000006738,"1,422.72",#,SK11 8AA
Department for Transport,Department for Transport,13/07/2017,Investigation Servic,Group Assurance,CH&I Associates Ltd,2000006738,"2,219.88",#,SK11 8AA
Department for Transport,Department for Transport,13/07/2017,Other Professional F,Group Human Resources,Arvato Ltd,2000006739,"5,283.56",#,HU10 6DN
Department for Transport,Department for Transport,13/07/2017,Other Professional F,Group Human Resources,Arvato Ltd,2000006739,"9,235.60",#,HU10 6DN
Department for Transport,Department for Transport,13/07/2017,Cap Grt Pri Sec-Cos.,HSR Programme and Funding,Eversheds LLP,2000006740,"782,500.00",#,CF10 5BT
Department for Transport,Department for Transport,13/07/2017,Training,Aviation,DV Training & Developments Ltd,2000006741,"4,750.00",#,CM23 5EJ
Department for Transport,Department for Transport,13/07/2017,Occup Health Scheme,Group Human Resources,Incorpore Limited,2000006743,908.90,#,RH16 4ND
Department for Transport,Department for Transport,13/07/2017,Conferences / Semina,DG_RAIL - Network Services,Calder Conferences Limited,2000006744,560.00,#,LS16 6RF
Department for Transport,Department for Transport,13/07/2017,Conferences / Semina,DG_RAIL - Rail Corporate Centre,Calder Conferences Limited,2000006744,"16,472.40",Rail Group All Staff Awayday - June 2017,LS16 6RF
Department for Transport,Department for Transport,13/07/2017,Training,Group Human Resources,KPMG LLP T/A CSL-KPMG LLP,2000006745,"3,689.00",#,E14 5GL
Department for Transport,Department for Transport,13/07/2017,Training,Group Human Resources,KPMG LLP T/A CSL-KPMG LLP,2000006745,"4,199.00",#,E14 5GL
Department for Transport,Department for Transport,13/07/2017,Training,Group Human Resources,KPMG LLP T/A CSL-KPMG LLP,2000006745,"15,357.00",#,E14 5GL
Department for Transport,Department for Transport,14/07/2017,Telephone charges,Group Commercial Services,Vodafone Ltd,2000006787,"2,310.36",UK13066448 - July 2017,M22 5RR
Department for Transport,Department for Transport,14/07/2017,Computer equipment,Air Accident Investigation Branch,Software Box Ltd,2000006788,"1,154.28",SBL NON ETHOS BLANKET IT PURCHASES 2017,YO61 1ET
Department for Transport,Department for Transport,14/07/2017,Small Software,Group Commercial Services,Software Box Ltd,2000006788,"2,006.40",#,YO61 1ET
Department for Transport,Department for Transport,14/07/2017,Legal Consultancy,"Road Safety, Standards and Services",Government Legal Department,2000006789,"4,176.93",#,WC2B 4TS
Department for Transport,Department for Transport,14/07/2017,Support Services,Maritime,Government Legal Department,2000006789,"52,000.00",#,WC2B 4TS
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,857.16,#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,916.80,#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"1,705.38",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"1,895.76",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,Transport Security Co-ordination & Response,CAPITA BUSINESS SERVICES LTD,2000006790,"2,022.66",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"2,070.96",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,Major Projects,CAPITA BUSINESS SERVICES LTD,2000006790,"2,525.66",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,HSR Programme and Funding,CAPITA BUSINESS SERVICES LTD,2000006790,"2,555.33",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,HSR Phase 1 Sponsor,CAPITA BUSINESS SERVICES LTD,2000006790,"2,804.93",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,HSR Programme and Funding,CAPITA BUSINESS SERVICES LTD,2000006790,"2,963.16",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000006790,"3,010.93",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,HSR Programme and Funding,CAPITA BUSINESS SERVICES LTD,2000006790,"3,123.66",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000006790,"3,237.79",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"3,321.66",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"3,435.96",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"3,448.66",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"3,741.02",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"3,893.33",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_RAIL - Network Services,CAPITA BUSINESS SERVICES LTD,2000006790,"3,900.00",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_RAIL - Network Services,CAPITA BUSINESS SERVICES LTD,2000006790,"4,035.96",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"4,093.44",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,Group Human Resources,CAPITA BUSINESS SERVICES LTD,2000006790,"4,442.16",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"4,599.66",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"4,866.66",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"5,091.72",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"5,288.64",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000006790,"7,049.52",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"9,094.32",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"9,508.32",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006790,"12,260.22",#,DL1 9HN
Department for Transport,Department for Transport,14/07/2017,Investigation Servic,Analysis & Strategy,ATKINS LTD (TRANSPORT PLANNING),2000006791,"12,000.00",#,WR5 1TX
Department for Transport,Department for Transport,14/07/2017,Gas,Group Commercial Services,CORONA ENERGY RETAIL 4 LTD,2000006792,"1,061.16",Corona - 01.06 to 01.07.2017,WD17 1JW
Department for Transport,Department for Transport,14/07/2017,Medical Examinations,Air Accident Investigation Branch,DEFENCE SCIENCE & TECHNOLOGY,2000006794,"1,146.20",DSTL RADIATION PROTECTION ADVICE AP1-AP3,PO14 9HL
Department for Transport,Department for Transport,14/07/2017,Support Services,Air Accident Investigation Branch,DEFENCE SCIENCE & TECHNOLOGY,2000006794,"3,021.01",DSTL REPORT FOR OM-ATR B16/09/06,PO14 9HL
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,Local,BROOK STREET (UK) LIMITED,2000006797,588.12,Agency staff,AL1 4JB
Department for Transport,Department for Transport,14/07/2017,Agency Staff Costs,Group Commercial Services,BROOK STREET (UK) LIMITED,2000006797,673.34,#,AL1 4JB
Department for Transport,Department for Transport,14/07/2017,Small Software,Group Commercial Services,FUJITSU SERVICES LTD,2000006800,"106,592.86",#,RG22 4BY
Department for Transport,Department for Transport,14/07/2017,Support Services,Aviation,FCO Foreign and Commonwealth Office,2000006801,"12,405.09",#,MK10 1PX
Department for Transport,Department for Transport,14/07/2017,Other Advertising,Local,Penna Communications,2000006802,"11,713.40",Statutory Advertising,EC4M 7RD
Department for Transport,Department for Transport,14/07/2017,Contract Cleaning,Air Accident Investigation Branch,Interserve,2000006803,"2,405.99",#,B70 1DA
Department for Transport,Department for Transport,14/07/2017,Property Maintenance,Air Accident Investigation Branch,Interserve,2000006803,"11,705.00",#,B70 1DA
Department for Transport,Department for Transport,14/07/2017,Training,Air Accident Investigation Branch,WESTERN AIR (THRUXTON) LTD,2000006804,724.54,WESTERN AIR NGB TRAINING RJV/JMF JUNE17,SP11 8PW
Department for Transport,Department for Transport,14/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Lamonbys Ltd,2000006806,"1,000.00","""Lamonby Electrical Mar 17 #1,000""",PO6 1RN
Department for Transport,Department for Transport,14/07/2017,Curr Grt Overseas,International and regulatory reform,OECD RUE ANDRE PASCAL 2,2000006811,"480,644.22",#,75775
Department for Transport,Department for Transport,17/07/2017,Support Services,Group Finance,Cabinet Office,2000006859,"54,000.00",#,FY5 3TA
Department for Transport,Department for Transport,17/07/2017,Grt Aid to NDPBs,Strategic Roads,RAIL PASSENGER COUNCIL,2000006860,"210,000.00",Payment No.2 July,M1 2WD
Department for Transport,Department for Transport,17/07/2017,Grt Aid to NDPBs,Rail NDPB's,RAIL PASSENGER COUNCIL,2000006860,"260,000.00",Payment No.2 July,M1 2WD
Department for Transport,Department for Transport,17/07/2017,Telephone charges,Group Commercial Services,Vodafone Ltd,2000006861,"25,753.58",#,M22 5RR
Department for Transport,Department for Transport,17/07/2017,Treasury Solicitors,Maritime,Government Legal Department,2000006862,606.24,#,WC2B 4TS
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006864,"2,066.80",#,DL1 9HN
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006864,"2,852.21",#,DL1 9HN
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006864,"3,472.79",#,DL1 9HN
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006864,"4,563.88",#,DL1 9HN
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006864,"6,882.95",#,DL1 9HN
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006864,"7,802.88",#,DL1 9HN
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000006864,"8,260.32",#,DL1 9HN
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000006864,"9,845.76",#,DL1 9HN
Department for Transport,Department for Transport,17/07/2017,Maintenance Other,"Road Safety, Standards and Services",ARVAL,2000006865,585.60,#,SN5 6PE
Department for Transport,Department for Transport,17/07/2017,Maintenance Other,"Road Safety, Standards and Services",ARVAL,2000006865,"1,287.50",#,SN5 6PE
Department for Transport,Department for Transport,17/07/2017,Maintenance Other,"Road Safety, Standards and Services",ARVAL,2000006865,"5,581.43",#,SN5 6PE
Department for Transport,Department for Transport,17/07/2017,Transport  Consult,DG_Rail - Passenger Services,ATKINS LTD (TRANSPORT PLANNING),2000006867,"70,529.12",#,WR5 1TX
Department for Transport,Department for Transport,17/07/2017,Research,Aviation,Civil Aviation Authority,2000006869,"49,278.00",#,RH6 0YR
Department for Transport,Department for Transport,17/07/2017,Support Services,Aviation,Civil Aviation Authority,2000006869,"189,901.00",#,RH6 0YR
Department for Transport,Department for Transport,17/07/2017,Recruitment,Group Human Resources,HM REVENUE & CUSTOMS,2000006870,"2,157.00",#,BN12 4XH
Department for Transport,Department for Transport,17/07/2017,Recruitment,Group Human Resources,HM REVENUE & CUSTOMS,2000006870,"4,644.00",#,BN12 4XH
Department for Transport,Department for Transport,17/07/2017,Recruitment,Group Human Resources,HM REVENUE & CUSTOMS,2000006870,"5,600.00",#,BN12 4XH
Department for Transport,Department for Transport,17/07/2017,Recruitment,Group Human Resources,HM REVENUE & CUSTOMS,2000006870,"5,710.00",#,BN12 4XH
Department for Transport,Department for Transport,17/07/2017,Recruitment Fees,Group Human Resources,HM REVENUE & CUSTOMS,2000006870,"79,200.00",#,BN12 4XH
Department for Transport,Department for Transport,17/07/2017,IT Ser Running Costs,Group Commercial Services,SOFTWARE BOX LTD,2000006872,"24,434.21",#,YO61 1ET
Department for Transport,Department for Transport,17/07/2017,IT Ser Running Costs,Strategic Roads,Teletrac Navman (UK) Ltd,2000006874,"53,487.00",#,MK7 6BZ
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000006875,610.24,#,AL1 4JB
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000006875,822.20,#,AL1 4JB
Department for Transport,Department for Transport,17/07/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000006875,"1,050.74",#,AL1 4JB
Department for Transport,Department for Transport,17/07/2017,Support Services,Local,Welsh Government,2000006876,"117,438.80",Welsh Government,CF10 3NQ
Department for Transport,Department for Transport,17/07/2017,Support Services,Group Human Resources,DD ACCRAILWAY PENS TRUSTEE,2000006877,736.85,#,DL3 6XR
Department for Transport,Department for Transport,17/07/2017,Support Services,Group Human Resources,DD ACCRAILWAY PENS TRUSTEE,2000006877,"2,662.99",#,DL3 6XR
Department for Transport,Department for Transport,17/07/2017,Training,DG_RAIL - Rail Corporate Centre,THE RAILWAY CONSULTANCY LTD,2000006878,"1,100.00",Bespoke Rail Training Course run,SE19 2LT
Department for Transport,Department for Transport,17/07/2017,Training,DG_RAIL - Rail Corporate Centre,THE RAILWAY CONSULTANCY LTD,2000006878,"1,150.00", Bespoke Rail Training Course run,SE19 2LT
Department for Transport,Department for Transport,17/07/2017,Legal Consultancy,Group Finance,Field Fisher Waterhouse LLP,2000006879,"2,652.48",#,EC4R 3TT
Department for Transport,Department for Transport,17/07/2017,Legal Consultancy,Group Finance,Field Fisher Waterhouse LLP,2000006879,"5,142.96",#,EC4R 3TT
Department for Transport,Department for Transport,17/07/2017,Support Services,Aviation,LONDON SOUTHEND AIRPORT CO LTD,2000006880,"26,672.70",#,SS2 6YF
Department for Transport,Department for Transport,17/07/2017,Support Services,Aviation,FCO Foreign and Commonwealth Office,2000006881,750.91,#,MK10 1PX
Department for Transport,Department for Transport,17/07/2017,Secondments,Aviation,FCO Foreign and Commonwealth Office,2000006881,"1,598.38",#,MK10 1PX
Department for Transport,Department for Transport,17/07/2017,Support Services,Aviation,FCO Foreign and Commonwealth Office,2000006881,"3,463.55",#,MK10 1PX
Department for Transport,Department for Transport,17/07/2017,Support Services,Aviation,FCO Foreign and Commonwealth Office,2000006881,"5,232.00",#,MK10 1PX
Department for Transport,Department for Transport,17/07/2017,Support Services,Aviation,FCO Foreign and Commonwealth Office,2000006881,"10,791.78",#,MK10 1PX
Department for Transport,Department for Transport,17/07/2017,Support Services,Group Finance,Department Of Energy & Climate,2000006882,591.00,#,NP10 8FZ
Department for Transport,Department for Transport,17/07/2017,Other Advertising,Group Commercial Services,Penna Communications,2000006883,"4,751.73",#,EC4M 7RD
Department for Transport,Department for Transport,17/07/2017,Postage,Group Commercial Services,TR CONTROL SOLUTIONS LTD,2000006884,"3,084.00",#,KT12 4RZ
Department for Transport,Department for Transport,17/07/2017,Conferences / Semina,Analysis & Strategy,TRAINING FOR TRANSPORTATION,2000006886,"6,390.00",#,B95 5AW
Department for Transport,Department for Transport,17/07/2017,Cars Maintenance,"Road Safety, Standards and Services",Stapletons Tyre Services,2000006888,701.70,#,SG6 2HU
Department for Transport,Department for Transport,17/07/2017,Investigation Servic,Group Assurance,CH&I Associates Ltd,2000006892,"5,586.36",#,SK11 8AA
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Rolec Services Limited,2000006893,"1,000.00","""Rolec Services Dec 16 #1,000""",PE20 1Q
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Rolec Services Limited,2000006893,"4,000.00","""Rolec Services Feb 17 #4,000""",PE20 1Q
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Rolec Services Limited,2000006893,"6,000.00","""Rolec Services Jan 17 #6,000""",PE20 1Q
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Rolec Services Limited,2000006893,"68,000.00","""Rolec Services Apr 17 #68,000""",PE20 1Q
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Pod Point,2000006894,"3,500.00","""Pod Point Nov 16 #3,500""",E1 1EE
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Pod Point,2000006894,"4,000.00","""Pod Point Dec 16 #4,000""",E1 1EE
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Pod Point,2000006894,"18,000.00","""Pod Point Feb 17 #18,000""",E1 1EE
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Pod Point,2000006894,"163,500.00","""Pod Point May 17 #163,500""",E1 1EE
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",SOL Electrical Ltd,2000006895,500.00,SOL Electrical Apr 17 #500,EX16 7BJ
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,HSR Programme and Funding,Eversheds LLP,2000006896,"1,278,283.23",Express Purchase,CF10 5BT
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,HSR Programme and Funding,Eversheds LLP,2000006896,"3,494,240.95",Statutory Blight Phase 1,CF10 5BT
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",EV Charging Solutions,2000006897,"1,500.00","""EV Charging Solutions Mar 17 #1,500""",NG7 3EN
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",EV Charging Solutions,2000006897,"3,000.00","""EV Charging Solutions Apr 17 #3,000""",NG7 3EN
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",EV Charging Solutions,2000006897,"13,500.00","""EV Charging Solutions May 17 #13,500""",NG7 3EN
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Cawoods Electricians,2000006898,"1,500.00",Cawoods May 17 #1500,PE6 8FD
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",EV Motion Ltd,2000006899,500.00,EV Motion Nov 16 #500,EX31 4TA
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Armstrong Renewables,2000006900,"4,500.00",Armstrong Renewables May 17 #4500,NE37 2SH
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Stratford Energy Solutions Limited,2000006901,"2,500.00","""Stratford Energy Solutions Apr 17 #2,500""",CV37 0HR
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Stratford Energy Solutions Limited,2000006901,"6,500.00",Stratford Energy Solutions May 17 #6500,CV37 0HR
Department for Transport,Department for Transport,17/07/2017,IT Ser Running Costs,Group Finance,NTT Data UK Limited,2000006902,"5,022.00",#,EC3V 3DG
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Alternative Energy Solutions Ltd,2000006903,500.00,Alternative Energy Jun 17 #500,OX13 6PW
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Phoenix Renewables Ltd,2000006904,500.00,Phoenix Renewables Apr 17 #500,LS28 5LY
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Phoenix Renewables Ltd,2000006904,"2,500.00","""Phoenix Renewables May 17 #2,500""",LS28 5LY
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Blythe Electrical (Warwickshire),2000006905,"1,000.00",Blythe Electrical May 17 #1000,B46 2JA
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Earth Electrical (Southern) Ltd,2000006907,"1,500.00","""Earth Electrical Mar 17 #1,500""",GU14 8DS
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Earth Electrical (Southern) Ltd,2000006907,"2,000.00",Earth Electrical May 17 #2000,GU14 8DS
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",WB Electrical Services Ltd,2000006908,"4,500.00","""WB Electrical May 17 #4,500""",ML9 2EX
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",SRG Electrical Ltd,2000006909,500.00,SRG Elec May 17 #500,CR8 1HA
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Lamonbys Ltd,2000006910,500.00,Lamonby Electrical Dec 16 #500,PO6 1RN
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",API Electrical Limited,2000006912,500.00,API Electrical Jan 17 #500,M28 1UG
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",API Electrical Limited,2000006912,"2,500.00","""API Electrical May 17 #2,500""",M28 1UG
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Link Solar Limited,2000006913,500.00,Link Solar Mar 17 #500,GU10 4LB
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Smart Power Electrical Ltd,2000006914,"1,000.00",Smart Power May 17 #1000,BL2 3BR
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Just Energy Solutions Ltd,2000006915,500.00,Just Energy May 17 #500,AL2 1DL
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Baird Electrical Contractors Ltd,2000006918,"1,500.00","""Baird Electrical May 17 #1,500""",BT42 1EL
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",East Green Energy Limited,2000006919,500.00,East Green Energy Jun 17 #500,IP12 1BH
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",McNally Electrical Yorkshire,2000006920,"8,550.00",McNally Electrical Jun 17 #8550,BD22 7AA
Department for Transport,Department for Transport,17/07/2017,Training,Group Commercial Services,Texthelp Ltd,2000006921,900.00,#,BT41 2RU
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Juuce Ltd t/a EO Charging,2000006922,"2,500.00",Juuce/ EO Charging Jan 17 #2500,IP6 8QG
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Solar LDN Ltd,2000006923,500.00,Solar LDN Ltd May 17 #500,W5 4DS
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Solar LDN Ltd,2000006923,500.00,Solar LDN Ltd Mar 17 #500,W5 4DS
Department for Transport,Department for Transport,17/07/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Southwest Electrical Limited,2000006924,500.00,Southwest Electrical Jun 17 #500,BS10 5EL
Department for Transport,Department for Transport,18/07/2017,CurrGrtPriSec-P&NPIS,"Road Safety, Standards and Services",Royal Automobile Club Foundation,2000006809,"20,000.00",RAC Grant,SW1Y 5HS
Department for Transport,Department for Transport,18/07/2017,Cap Grt Pri Sec-Cos.,Rail NDPB's,Network Rail Infstrcture (Treasury),2000006953,"150,000,000.00",Network Rail Loan Payment - SR 9000532569,NW1 2DN
Department for Transport,Department for Transport,18/07/2017,Legal Consultancy,"Energy, Technology and International",Government Legal Department,2000006954,614.70,#,WC2B 4TS
Department for Transport,Department for Transport,18/07/2017,Legal Consultancy,DG_Rail - Passenger Services,Government Legal Department,2000006954,"16,613.33",#,WC2B 4TS
Department for Transport,Department for Transport,18/07/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000006955,"7,049.52",#,DL1 9HN
