Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Construction / Building Services,GEORGE COX & SONS LTD,Capital Expenditure,Supplies and services,23/02/2017,143963.68
Construction / Building Services,GEORGE COX & SONS LTD,Capital Expenditure,Supplies and services,23/02/2017,46010.61
Health Advice / Awareness,GEORGE HOUSE TRUST,Public Health,Service Contract Payments,02/02/2017,1185.75
Photography and Film Services,GETTY IMAGES (UK) LTD,Planning Services,Office Expenses,06/02/2017,2255
Professional / Consultancy Services,Gill Frame,Childrens & Educational Services,Fees and Charges,28/02/2017,1250
Other Public Sector Organisation,GMP (Precept Payments Only),"Agency, Third Party and System",Other Payments,21/02/2017,1188887
Building Services,Goldshield Securus Limited,Capital Expenditure,Capital Expenditure - Works,23/02/2017,16027.16
Legal Services,GORVINS SOLICITORS,Capital Expenditure,Supplies and services,03/02/2017,1237.45
Legal Services,GORVINS SOLICITORS,Capital Expenditure,Supplies and services,03/02/2017,513
Digital / Media Services,GovDelivery,Planning Services,Publicity and Promotion,20/02/2017,5796
Digital / Media Services,GovDelivery,Planning Services,Publicity and Promotion,20/02/2017,-5796
Digital / Media Services,GovDelivery,Planning Services,Publicity and Promotion,20/02/2017,5796
Finance / Accountancy Services,Grant Thornton UK LLP,Central Support Costs,Information and Communications Technology,28/02/2017,10000
Courts / Justice / Police,Greater Manchester Accounts &,Corporate & Democratic Core,other payments,24/02/2017,504.77
Local Authority,Greater Manchester Combined Authori,Capital Expenditure,Professional Fees,08/02/2017,2102.57
Local Authority,Greater Manchester Combined Authori,Capital Expenditure,Supplies and services,21/02/2017,3947.93
Local Authority,Greater Manchester Combined Authori,Capital Expenditure,Capital Expenditure - Works,14/02/2017,1286.9
Local Authority,Greater Manchester Combined Authori,Capital Expenditure,Capital Expenditure - Works,14/02/2017,2143.38
Local Authority,Greater Manchester Combined Authori,Capital Expenditure,Capital Expenditure - Works,14/02/2017,1572.06
Local Authority,Greater Manchester Combined Authori,Capital Expenditure,Capital Expenditure - Works,14/02/2017,912.66
Other Public Sector Organisation,GREATER MANCHESTER FIRE & CIVIL DEF,"Agency, Third Party and System",Other Payments,21/02/2017,444269
Other Public Sector Organisation,GREATER MANCHESTER FIRE & CIVIL DEF,"Agency, Third Party and System",Other Payments,21/02/2017,79636
Grounds Maintenance,Greater Manchester TreeStation Ltd,Cultural & Related Services,Supplies and services,22/02/2017,4000
Other Public Sector Organisation,GREATER MANCHESTER WASTE DISPOSAL A,Environmental & Regulatory Services,Third party payments - Levies,21/02/2017,1557800
Construction / Building Services,GROUNDWORK & LEISURE SERVICES LTD,Cultural & Related Services,Grounds Maintenance,08/02/2017,4940
Construction / Building Services,GROUNDWORK & LEISURE SERVICES LTD,Cultural & Related Services,Grounds Maintenance,24/02/2017,11824
Construction / Building Services,GROUNDWORK LANDSCAPES LTD,Cultural & Related Services,Grounds Maintenance,03/02/2017,859.56
Construction / Building Services,GROUNDWORK LANDSCAPES LTD,Cultural & Related Services,Grounds Maintenance,03/02/2017,788.8
Construction / Building Services,GROUNDWORK LANDSCAPES LTD,Cultural & Related Services,Grounds Maintenance,08/02/2017,2090.5
Construction / Building Services,GROUNDWORK LANDSCAPES LTD,Cultural & Related Services,Grounds Maintenance,08/02/2017,96
Construction / Building Services,GROUNDWORK LANDSCAPES LTD,Cultural & Related Services,Grounds Maintenance,08/02/2017,140
Construction / Building Services,GROUNDWORK LANDSCAPES LTD,Cultural & Related Services,Grounds Maintenance,28/02/2017,1059.32
Social Care Services,GROVE LODGE CARE HOME LTD,Adult Social Care,Care Payments,20/02/2017,-276
Social Care Services,GROVE LODGE CARE HOME LTD,Adult Social Care,Care Payments,20/02/2017,1920
Social Care Services,GROVE LODGE CARE HOME LTD,Adult Social Care,Care Payments,20/02/2017,342.86
Social Care Services,GROVE LODGE CARE HOME LTD,Adult Social Care,Care Payments,20/02/2017,342.86
Social Care Services,GROVE LODGE CARE HOME LTD,Adult Social Care,Care Payments,20/02/2017,3699
Social Care Services,GROVE LODGE CARE HOME LTD,Adult Social Care,Care Payments,20/02/2017,2044.29
Social Care Services,GROVE LODGE CARE HOME LTD,Adult Social Care,Care Payments,20/02/2017,2200
Social Care Services,GROVE LODGE CARE HOME LTD,Adult Social Care,Care Payments,28/02/2017,800
NHS Organisation,Gtr M/cr West Mental NHS Trust,Adult Social Care,Care Payments,14/02/2017,3588
Books / Magazines / Media,Guide ID,Cultural & Related Services,Furniture and Equipment,27/02/2017,1546.01
Books / Magazines / Media,Guide ID,Cultural & Related Services,Furniture and Equipment,27/02/2017,522.9
Surveyor,GVA GRIMLEY LLP,Planning Services,Professional Fees,22/02/2017,2537.7
Surveyor,GVA GRIMLEY LLP,Planning Services,Professional Fees,22/02/2017,-2537.7
Office Equipment,H JENKINSON & CO LTD,Childrens & Educational Services,Office Expenses,03/02/2017,526.24
Office Equipment,H JENKINSON & CO LTD,Planning Services,Furniture and Equipment,03/02/2017,1522.8
Office Equipment,H JENKINSON & CO LTD,Planning Services,Furniture and Equipment,10/02/2017,508.5
Office Equipment,H JENKINSON & CO LTD,Capital Expenditure,Furniture and Equipment,28/02/2017,35285.95
Office Equipment,H JENKINSON & CO LTD,Capital Expenditure,Furniture and Equipment,28/02/2017,-35285.95
Office Equipment,H JENKINSON & CO LTD,Capital Expenditure,Furniture and Equipment,28/02/2017,33547.95
Office Equipment,H JENKINSON & CO LTD,Capital Expenditure,Furniture and Equipment,28/02/2017,1078
Office Equipment,H JENKINSON & CO LTD,Childrens & Educational Services,Furniture and Equipment,28/02/2017,660
Social Care Services,HALLIWELL HOMES M/C LIMITED,Adult Social Care,Care Payments,20/02/2017,2600
Social Care Services,HALLIWELL HOMES M/C LIMITED,Adult Social Care,Care Payments,20/02/2017,6407.14
Construction / Building Services,Hantall Developments Ltd,Capital Expenditure,Capital Expenditure - Works,15/02/2017,56809
Professional / Consultancy Services,Hapus LTD,Central Support Costs,Agency Staff,13/02/2017,9000
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,01/02/2017,142.8
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,01/02/2017,887.4
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,01/02/2017,149.6
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,01/02/2017,836.4
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,07/02/2017,847.36
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,15/02/2017,149.6
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,15/02/2017,3923.6
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,15/02/2017,146.2
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,15/02/2017,873.8
Social Care Services,HARBEX NURSING & CARE,Adult Social Care,Care Payments,22/02/2017,956.16
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,-400
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,2404
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,114.29
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,1932
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,-260
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,1714.28
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,3000
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,1068.57
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,8264.29
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,5040
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,1928.57
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,3321.43
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,20/02/2017,1314.29
Construction / Building Services,HARDALL INTERNATIONAL LTD,Capital Expenditure,Capital Expenditure - Works,22/02/2017,8621.25
Construction / Building Services,HARDALL INTERNATIONAL LTD,Capital Expenditure,Capital Expenditure - Works,22/02/2017,54180.4
Construction / Building Services,HARDALL INTERNATIONAL LTD,Capital Expenditure,Capital Expenditure - Works,22/02/2017,10421.5
Construction / Building Services,HARDALL INTERNATIONAL LTD,Capital Expenditure,Capital Expenditure - Works,22/02/2017,24691
Construction / Building Services,HARDALL INTERNATIONAL LTD,Capital Expenditure,Capital Expenditure - Works,22/02/2017,57032
Construction / Building Services,HARDALL INTERNATIONAL LTD,Capital Expenditure,Capital Expenditure - Works,22/02/2017,10970
Manufacturer,HARGREAVES FOUNDRY DRAINAGE,Cultural & Related Services,Fixtures and Fittings,23/02/2017,780
Manufacturer,HARGREAVES FOUNDRY DRAINAGE,Cultural & Related Services,Fixtures and Fittings,23/02/2017,780
Manufacturer,HARGREAVES FOUNDRY DRAINAGE,Cultural & Related Services,Fixtures and Fittings,23/02/2017,70
Social Care Services,Harrogate Skills 4 Living Centre Lt,Adult Social Care,Care Payments,20/02/2017,5980
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,03/02/2017,-505.1
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,03/02/2017,624.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,03/02/2017,-757.65
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,03/02/2017,936.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,03/02/2017,838.48
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,03/02/2017,1047.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,824.51
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1215.83
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Environmental & Regulatory Services,Agency Staff,03/02/2017,420.32
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,03/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,967.75
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,866.47
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,960.89
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,03/02/2017,1880.3
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,03/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Environmental & Regulatory Services,Agency Staff,03/02/2017,420.32
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Environmental & Regulatory Services,Agency Staff,03/02/2017,1711.34
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,03/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,03/02/2017,1609.5
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Environmental & Regulatory Services,Agency Staff,03/02/2017,1730.35
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1102.99
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,03/02/2017,1006.77
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1102.99
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,1048.1
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,33.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,31.2
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,03/02/2017,11.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,10
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,18.8
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,22
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,03/02/2017,30.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,112.72
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,133.86
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,128.31
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,98.63
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,109.98
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,133.86
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,109.98
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,10/02/2017,963.8
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,624.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,624.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,271.59
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,419.25
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,10/02/2017,1445.7
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,10/02/2017,1445.7
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,10/02/2017,1445.7
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,936.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,10/02/2017,1445.7
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,936.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,542.88
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,517.06
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,911.04
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,936.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,936.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,911.04
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,10/02/2017,1445.7
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,517.06
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,10/02/2017,1927.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,10/02/2017,804.75
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,1214.72
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Environmental & Regulatory Services,Agency Staff,10/02/2017,335.12
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,1214.72
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,829.52
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,816.3
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,1022.31
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,774.21
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,1880.3
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1006.19
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,1518.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,1880.3
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Environmental & Regulatory Services,Agency Staff,10/02/2017,1673.31
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,1561
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Environmental & Regulatory Services,Agency Staff,10/02/2017,420.32
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,1533.05
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,978.25
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1006.2
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,1518.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1102.99
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Highways & Transport Services,Agency Staff,10/02/2017,2409.5
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,960.88
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,10/02/2017,1309.5
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1034.13
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,1310.89
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,863.28
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,951.49
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,707.12
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,16
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,16.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,18.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,24.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,8
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,13.2
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,2.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,10/02/2017,18
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,37.2
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,37.2
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,16
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/02/2017,30
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,161.46
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,108.07
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Central Support Costs,Agency Staff,17/02/2017,108.37
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,162.52
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,1022.31
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Environmental & Regulatory Services,Agency Staff,17/02/2017,335.12
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,838.5
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,1102.97
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,1328.62
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Environmental & Regulatory Services,Agency Staff,17/02/2017,420.32
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,1034.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,16.44
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,20.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,290.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,22.8
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,17.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,26
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,4.8
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,12.8
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,20.4
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,41.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,27.6
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Adult Social Care,Agency Staff,17/02/2017,34.8
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,17/02/2017,16
Education Services,Hazel Grove High School (Academy),Childrens & Educational Services,Fees and Charges,06/02/2017,3571.31
Education Services,Hazel Grove High School (Academy),Childrens & Educational Services,Fees and Charges,16/02/2017,1500
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,-529.64
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,3435
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,2010.71
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,-267.86
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,-42.86
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,4021.42
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,670.28
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,-962
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,2514.29
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,1017.86
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,1050
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,7600
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,37821.6
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,20/02/2017,37821.6
Charity/Third Sector,Heald Green South District Guide Ha,Corporate & Democratic Core,Publicity and Promotion,20/02/2017,1000
Insurance Services,HEALTHSURE GROUP LTD,Corporate & Democratic Core,other payments,24/02/2017,3389.41
Healthcare Supplies,HEARING PRODUCTS INTERNATIONAL LTD,Adult Social Care,Furniture and Equipment,01/02/2017,270
Healthcare Supplies,HEARING PRODUCTS INTERNATIONAL LTD,Adult Social Care,Furniture and Equipment,01/02/2017,230
Healthcare Supplies,HEARING PRODUCTS INTERNATIONAL LTD,Adult Social Care,Furniture and Equipment,01/02/2017,70
Healthcare Supplies,HEARING PRODUCTS INTERNATIONAL LTD,Adult Social Care,Furniture and Equipment,01/02/2017,145
Healthcare Supplies,HEARING PRODUCTS INTERNATIONAL LTD,Adult Social Care,Furniture and Equipment,01/02/2017,114
Healthcare Supplies,HEARING PRODUCTS INTERNATIONAL LTD,Adult Social Care,Furniture and Equipment,08/02/2017,2398.5
Healthcare Supplies,HEARING PRODUCTS INTERNATIONAL LTD,Adult Social Care,Furniture and Equipment,08/02/2017,960
Healthcare Supplies,HEARING PRODUCTS INTERNATIONAL LTD,Adult Social Care,Office Expenses,08/02/2017,26
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,20/02/2017,8800
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,20/02/2017,4400
