Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount in Sterling
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Rates,Estates and Facilities,OLDHAM M B,0001551153,"123,743.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,M & S Equipment,Capital,OLYMPUS KEYMED,0001550274,"1,374.48"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,M & S Equipment,Capital,OLYMPUS KEYMED,0001550274,"4,239.36"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,M & S Equipment,Capital,OLYMPUS KEYMED,0001550274,"6,359.04"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,M & S Equipment,Capital,OLYMPUS KEYMED,0001550274,"7,065.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,M & S Equipment,Capital,OLYMPUS KEYMED,0001550274,"7,065.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Atlas (P&H),Estates and Facilities,P&H CARE LTD,0001555642,"41,986.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/01/2016,SLA from Pennine Care,Integrated & Community Service,PENNINE CARE NHS TRUST,0001528401,"60,979.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/01/2016,SLA from Pennine Care,Integrated & Community Service,PENNINE CARE NHS TRUST,0001540963,"52,100.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/01/2016,SLA from Pennine Care,Women & Children,PENNINE CARE NHS TRUST,0001545174,"17,213.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/01/2016,SLA from Pennine Care,Integrated & Community Service,PENNINE CARE NHS TRUST,0001545174,"60,979.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/01/2016,SLA from Pennine Care,Women & Children,PENNINE CARE NHS TRUST,0001551414,"17,213.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/01/2016,SLA from Pennine Care,Integrated & Community Service,PENNINE CARE NHS TRUST,0001551414,"60,979.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Bury Pharmacy,Bury Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001556818,"4,460.49"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,North Manchester Pharmacy,North Manchester Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001556818,"6,457.16"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Oldham Pharmacy,Oldham Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001556818,"25,200.08"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0001556207,"23,464.09"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0001556207,"47,000.05"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0001558776,"4,421.34"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0001558776,"21,051.09"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Externally Referred Tests,Estates and Facilities,RADIOLOGY REPORTING ONLINE LLP,0001555512,"31,335.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Externally Referred Tests,Estates and Facilities,RADIOLOGY REPORTING ONLINE LLP,0001555513,"27,852.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Externally Referred Tests,Estates and Facilities,RADIOLOGY REPORTING ONLINE LLP,0001555514,"26,892.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Rates,Estates and Facilities,ROCHDALE METROPOLITAN BOROUGH COUNCIL,0001551152,"33,766.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001550675,"51,340.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001554131,"26,194.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/01/2016,Services from NHS bodies,Corporate Services Other,ROYAL LIVERPOOL & BROADGREEN UNIV HOSP,0001540964,"32,835.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/01/2016,Consultant Recharge,Medicine,SALFORD ROYAL NHS FOUNDATION TRUST,0001550739,"28,640.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/01/2016,SLA Tameside Acute Various,Integrated & Community Service,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,0001546111,"135,629.33"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,M & S Equipment,Capital,THE VISUAL SYSTEM & SIGN CO,0001547422,48.00
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,M & S Equipment,Capital,THE VISUAL SYSTEM & SIGN CO,0001547422,"5,988.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,M & S Equipment,Capital,THE VISUAL SYSTEM & SIGN CO,0001547422,"20,400.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,M & S Equipment,Capital,THERAPY EQUIPMENT LTD,0001549357,15.00
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,M & S Equipment,Capital,THERAPY EQUIPMENT LTD,0001549357,"1,500.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,M & S Equipment,Capital,THERAPY EQUIPMENT LTD,0001549357,"2,700.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,M & S Equipment,Capital,THERAPY EQUIPMENT LTD,0001549357,"5,880.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,M & S Equipment,Capital,THERAPY EQUIPMENT LTD,0001549357,"9,480.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,M & S Equipment,Capital,THERAPY EQUIPMENT LTD,0001549357,"10,800.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Water & Sewerage,Estates and Facilities,UNITED UTILITIES WATER,0001555920,"28,504.61"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,728.40
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,786.00
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,931.20
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,938.40
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"1,036.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"1,106.40"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"1,118.40"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"1,249.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"1,338.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"1,395.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"1,614.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"1,623.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"1,653.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"2,694.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Periodics & Publications,Corporate Services Other,WOLTERS KLUWER HEALTH (MED RESEARCH) LTD,0001551378,"7,647.60"
,,,,,,,
