DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,880,22000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,10063092,Round grain,541,10700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,1170,1755,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,80,400,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",52,374.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,460,1680,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,670,2610,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,1600,24000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-12,2017,Q4,Oct,12,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,498,747,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,320,3840,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,500,625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,240,2880,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,32,192,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),1000,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,DO,Gatwick,DO,Dominican Republic,GB,GB,708200010,"Yard long beans (Vigna unguiculata spp. sesquipedalis, vigna unguiculata spp. unguiculata)",50,250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Afghanistan,GB,GB,8062030,Sultanas,1130,14125,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Uzbekistan,GB,GB,8131000,Apricots,400,5000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",1000,25180,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24940,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,GH,London Gateway,GH,Ghana,GB,GB,15119099,Other,1224,13072.32,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Sudan I (CAS number 842-07-9),satisfactory,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,GH,London Gateway,GH,Ghana,GB,GB,15119099,Other,1224,13072.32,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Sudan II (CAS number 3118-97-6),satisfactory,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,GH,London Gateway,GH,Ghana,GB,GB,15119099,Other,1224,13072.32,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Sudan III (CAS number 85-86-9),satisfactory,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,GH,London Gateway,GH,Ghana,GB,GB,15119099,Other,1224,13072.32,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,690,7418.88,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,560,14000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,320,8000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,80,2000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,120,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904219020,Peppers (sweet or other than sweet) (Capsicum spp.),40,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,570,2234,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,575,2025,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,VN,"Felixstowe, P",VN,Indonesia,NL,GB,9081200,Crushed or ground,350,8750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,VN,"Felixstowe, P",VN,Indonesia,NL,GB,9081200,Crushed or ground,100,2500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,NG,Heathrow,NG,Nigeria,GB,GB,1207700010,"Watermelon (egusi, Citrullus spp.) seeds and derived products",1,10,Human consumption,Not Satisfactory,no,2. Destruction,Satisfactory,Not Done,No,-,-,-,destruction,1. Absence/Invalid certificate (if applicable),1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,1200,15000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,JP,Heathrow,JP,Japan,GB,GB,70990,Other,2,7.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,2,7.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,US,East Midlands,US,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",1,6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-13,2017,Q4,Oct,13,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2200,22000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-14,2017,Q4,Oct,14,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,75,337.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-14,2017,Q4,Oct,14,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,710,2562,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-14,2017,Q4,Oct,14,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,7,43.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-14,2017,Q4,Oct,14,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,810,2710,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-14,2017,Q4,Oct,14,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,383,574.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,80,320,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,800,1469,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,550,825,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,409,661,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,1395,2092,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,500,750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,100,150,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,250,375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,30,225,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,CN,Heathrow,CN,China,GB,GB,704909040,Brassica oleracea (Chinese Broccoli),269,1573.65,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,348,1740,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),49,318,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,700,1050,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,330,495,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,140,210,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,770,1155,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,345,1725,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,850,1275,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,100,150,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,520,780,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),210,1247,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-15,2017,Q4,Oct,15,2017-10,CN,Heathrow,CN,China,GB,GB,704909040,Brassica oleracea (Chinese Broccoli),31,176.7,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2440,6100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,2157,4853.25,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1820,3057.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20085098,Of less than 5|kg,2340,7488,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20085098,Of less than 5|kg,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,600,3600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1176,1764,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,784,3920,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,2008999960,Figs,8325,10198,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1950,2925,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,1106309040,Of hazelnuts,265,1987.5,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,825,18711,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Feedingstuff,-,-,1
