Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Research and Development Expenditure,Business and Science - Business Innovation,NPL MANAGEMENT LTD,154150,844547.14,NMS Materials and Modeling Programme-Research and Development Expenditure,TW11 0LW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Research and Development Expenditure,Business and Science - Business Innovation,NPL MANAGEMENT LTD,154151,385315.45,NMS Innovation R&D Programme-Research and Development Expenditure,TW11 0LW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Research and Development Expenditure,Business and Science - Business Innovation,NPL MANAGEMENT LTD,154152,394929.12,NMS Chemical & Biological Metrology Programme-Research and Development Expenditure,TW11 0LW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Postage,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Neopost Finance Ltd,154183,84.60,RD: Central/Core-Postage,RM1 2AR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2016,Central Telecommunications Services,"Finance, Commercial & Digital Transformation - Digital Directorate",VODAFONE LTD,154196,6.36,FCDT Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2016,Central Telecommunications Services,"Finance, Commercial & Digital Transformation - Digital Directorate",VODAFONE LTD,154196,52.14,FCDT Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2016,Central Telecommunications Services,"Finance, Commercial & Digital Transformation - Digital Directorate",VODAFONE LTD,154196,8467.10,FCDT Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2016,Central Telecommunications Services,"Finance, Commercial & Digital Transformation - Digital Directorate",VODAFONE LTD,154196,13267.77,FCDT Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Taxi Services UK,"People, Strategy and Higher Education - Ministerial and Parliamentary Support Team","Personal Expense, Name Withheld",154272,10.00,PSHE Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2016,Criminal Law and Prosecution Work,Legal Services - Legal Services,HM LAND REGISTRY,154305,12.00,Prosecution Witness & Expenses-Criminal Law and Prosecution Work,PL6 5HY,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2016,Sponsorship Support,Business and Science - Advanced Manufacturing,Rail Forum East Midlands,154343,1200.00,R&C Sponsorship-Sponsorship Support,DE1 3HB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2016,Sponsorship Support,Business and Science - Advanced Manufacturing,Rail Forum East Midlands,154343,14400.00,R&C Sponsorship-Sponsorship Support,DE1 3HB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",HARVEY NASH PLC,154360,16188.00,FCDT Devolved Admin-Hire of Interim Managers,EC2N 4AY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,NPF - Agencies - General Fund,"Skills, Deregulation and Local Growth - Vocational Education Directorate",SKILLS FUNDING AGENCY,154365,223558000.00,SFA NB-NPF - Agencies - General Fund,CV1 2WT,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",OIML,154386,2762.90,RD: Product Certification-Other Professional Services,.,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/07/2016,Consultancy Expenditure,"Finance, Commercial & Digital Transformation - Digital Directorate",ARTS AND HUMANITIES RESEARCH COUNCIL,154391,21098.39,Grant Funding Programme-Consultancy Expenditure,BS1 2AE,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2016,Hire of Agency Staff,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",BROOK STREET (UK) LTD,154403,550.30,RD: Heat networks-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Catering Supplies,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Kent & Sussex Vending,154456,107.38,RD: Central/Core-Catering Supplies,TN22 4PN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Printing,Business and Science - Advanced Manufacturing,FCO SERVICES,154459,305.16,B&S Devolved Admin-Printing,MK19 7BH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,External Training,"Finance, Commercial & Digital Transformation - Digital Directorate",SIGHT AND SOUND TECHNOLOGY LTD,154462,790.00,FCDT Devolved Admin-External Training,NN3 6WD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),154475,2803.96,NEWTON FUND - Indonesia-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Computer Consumables,"Finance, Commercial & Digital Transformation - Digital Directorate",XMA LTD,154477,45.60,FCDT Devolved Admin-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Additions - Shares and Equities - Central Government,Shareholder Executive - British Business Bank,BRITISH BUSINESS BANK PLC,154483,26000000.00,British Business Bank NB-Additions - Shares and Equities - Central Government,SW1H 0ET,GRANT,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,R & D Other Professional Services,Government Office for Science -  Government Office for Science,Professor Irena Grugulis,154493,250.00,Foresight: Cities-R & D Other Professional Services,M20 2QP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2016,Hire of Interim Managers,"Skills, Deregulation and Local Growth - Apprentiship Directorate",SUE TATE CONSULTING LTD,154494,675.00,Routes into Apprenticeship-Hire of Interim Managers,HP7 0EH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2016,IT Services,"Finance, Commercial & Digital Transformation - Digital Directorate",XMA LTD,154576,355.21,FCDT Devolved Admin-IT Services,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",ESYNERGY SOLUTIONS LTD,154578,16199.86,FCDT Devolved Admin-Hire of Interim Managers,EC3M 3JY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2016,Hire of Agency Staff,"Finance, Commercial & Digital Transformation - Digital Directorate",BROOK STREET (UK) LTD,154579,682.99,FCDT Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2016,IT Services,"Finance, Commercial & Digital Transformation - Digital Directorate",XMA LTD,154581,64430.75,FCDT Devolved Admin-IT Services,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other IT Consultancy,Economics & Markets - International Trade & Export Control,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),154583,-32760.00,E&M Devolved Admin-Other IT Consultancy,W1W 7RT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2016,Technical Advice / Services & Support,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",ITSA LTD,154584,1350.00,RD: Competency-Technical Advice / Services & Support,SS15 6TH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",BROOK STREET (UK) LTD,154586,933.73,FCDT Devolved Admin-Hire of Interim Managers,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",BROOK STREET (UK) LTD,154587,194.06,FCDT Devolved Admin-Hire of Interim Managers,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",BROOK STREET (UK) LTD,154587,1204.16,FCDT Devolved Admin-Hire of Interim Managers,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Grant-In-Aid to Arms Length Bodies,Business and Science - Science and Research,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,154589,25000000.00,STFC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1SZ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Economic Consultancy & Research,Economics & Markets - Analysis Directorate,OFFICE FOR NATIONAL STATISTICS,154590,19960.50,Construction: Statistics and Other Sponsorship Activities-Economic Consultancy & Research,NP10 8XG,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2016,Learning and Dev - CS Skills,Business and Science - Advanced Manufacturing,CAPITA BUSINESS SERVICES LTD,154591,31.80,B&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2016,IT Services,"Finance, Commercial & Digital Transformation - Digital Directorate",XMA LTD,154592,124137.60,FCDT Devolved Admin-IT Services,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Taxi Services UK,"People, Strategy and Higher Education - Ministerial and Parliamentary Support Team","Personal Expense, Name Withheld",154601,65.00,PSHE Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Professional Subscriptions,Business and Science - Business Innovation,"Personal Expense, Name Withheld",154602,134.23,Default-Professional Subscriptions,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Learning and Dev - CS Skills,"People, Strategy and Higher Education - Human Resources",MYCSP LTD,154604,8160.00,PSHE Non Devolved Admin-Learning and Dev - CS Skills,SK3 0XN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",HARVEY NASH PLC,154614,9216.00,FCDT Devolved Admin-Hire of Interim Managers,EC2N 4AY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",HARVEY NASH PLC,154614,5376.00,FCDT Devolved Admin-Hire of Interim Managers,EC2N 4AY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Personnel-related Expenditure,"People, Strategy and Higher Education - Human Resources",WORKING TRANSITIONS 2005 LTD,154619,4320.00,PSHE Non Devolved Admin-Personnel-related Expenditure,NN4 7JJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2016,Personnel-related Expenditure,"People, Strategy and Higher Education - Human Resources",WORKING TRANSITIONS 2005 LTD,154620,552.00,PSHE Non Devolved Admin-Personnel-related Expenditure,NN4 7JJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2016,Personnel-related Expenditure,"People, Strategy and Higher Education - Human Resources",WORKING TRANSITIONS 2005 LTD,154620,888.00,PSHE Non Devolved Admin-Personnel-related Expenditure,NN4 7JJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2016,Personnel-related Expenditure,"People, Strategy and Higher Education - Human Resources",WORKING TRANSITIONS 2005 LTD,154620,7680.00,PSHE Non Devolved Admin-Personnel-related Expenditure,NN4 7JJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Research and Development Expenditure,Business and Science - Advanced Manufacturing,CENTRE FOR THE PROTECTION OF NATIONAL INFRASTRUCTURE (CPNI),154623,925000.00,R&C: Building Information Management-Research and Development Expenditure,SW1P 9HA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Advanced Manufacturing,ROYAL ACADEMY OF ENGINEERING RAE,154624,1767.90,AMD: Aerospace Engineers MSc Bursaries-Current Grants To Private Sector - NPISH,SW1Y 5DG,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,IT Infrastructure Support,"Finance, Commercial & Digital Transformation - Digital Directorate",FCO SERVICES,154634,37440.00,FCDT Devolved Admin-IT Infrastructure Support,MK19 7BH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Technical Advice / Services & Support,"Finance, Commercial & Digital Transformation - Digital Directorate",M4 MANAGED SERVICES INTERNATIONAL LTD,154636,41130.00,Grant Funding Programme-Technical Advice / Services & Support,CF11 9LJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Rail Travel UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Withheld",154637,154.80,RD: Central/Core-Rail Travel UK,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Withheld",154637,44.75,RD: Central/Core-Subsistence UK,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Withheld",154638,7.05,RD: Central/Core-Subsistence UK,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Hospitality - UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Withheld",154638,5.85,RD: Timber Regulations-Hospitality - UK,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Rail Travel UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Withheld",154638,63.70,RD: Timber Regulations-Rail Travel UK,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Phil Thomas,154640,377.05,RD: Quality Management Certification-Other Professional Services,RG22 4XS,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,154642,6210.00,Litigation and Government Legal Department-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Mileage Allowance UK,"Skills, Deregulation and Local Growth - Apprentiship Directorate","Personal Expense, Name Withheld",154645,120.40,Routes into Apprenticeship-Mileage Allowance UK,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Rail Travel UK,"Skills, Deregulation and Local Growth - Apprentiship Directorate","Personal Expense, Name Withheld",154646,54.50,Routes into Apprenticeship-Rail Travel UK,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,"Finance, Commercial & Digital Transformation - Digital Directorate","Personal Expense, Name Withheld",154649,7.40,FCDT Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,"Finance, Commercial & Digital Transformation - Digital Directorate","Personal Expense, Name Withheld",154649,11.45,FCDT Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Mileage Allowance UK,Business and Science - Advanced Manufacturing,"Personal Expense, Name Withheld",154650,45.00,SDLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Business and Science - Advanced Manufacturing,"Personal Expense, Name Withheld",154650,11.60,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Business and Science - Advanced Manufacturing,"Personal Expense, Name Withheld",154650,28.00,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,Business and Science - Advanced Manufacturing,"Personal Expense, Name Withheld",154650,14.70,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Withheld",154651,15.75,Default-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",154651,17.00,Default-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",154651,24.00,Default-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Withheld",154651,15.00,Default-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Withheld",154651,34.85,Default-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,"Skills, Deregulation and Local Growth - Better Regulation Executive (BRE)","Personal Expense, Name Withheld",154652,25.15,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Better Regulation Executive (BRE)","Personal Expense, Name Withheld",154652,32.57,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,"Finance, Commercial & Digital Transformation - Finance Directoreate","Personal Expense, Name Withheld",154653,9.60,FCDT Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,"Finance, Commercial & Digital Transformation - Finance Directoreate","Personal Expense, Name Withheld",154653,19.80,FCDT Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Rail Travel UK,"Finance, Commercial & Digital Transformation - Finance Directoreate","Personal Expense, Name Withheld",154653,7.50,FCDT Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,"Finance, Commercial & Digital Transformation - Finance Directoreate","Personal Expense, Name Withheld",154653,15.00,FCDT Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2016,Taxi Services UK,"Finance, Commercial & Digital Transformation - Digital Directorate","Personal Expense, Name Withheld",154654,32.20,FCDT Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Mileage Allowance UK,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",154655,147.60,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,Economics & Markets - Business Frameworks & Regional Growth Fund,"Personal Expense, Name Withheld",154656,8.50,BLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Withheld",154657,3.00,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Rail Travel UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Withheld",154657,53.00,BLG Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Withheld",154658,42.30,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",154658,3.00,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",154658,8.70,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Business and Science - Business Innovation,"Personal Expense, Name Withheld",154659,9.80,B&S Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Hotel & Accommodation UK,"Finance, Commercial & Digital Transformation - Digital Directorate","Personal Expense, Name Withheld",154660,87.20,FCDT Devolved Admin-Hotel & Accommodation UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,"People, Strategy and Higher Education - Human Resources","Personal Expense, Name Withheld",154661,10.00,PSHE Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,"People, Strategy and Higher Education - Human Resources","Personal Expense, Name Withheld",154661,3.95,PSHE Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,"People, Strategy and Higher Education - Human Resources","Personal Expense, Name Withheld",154661,4.69,PSHE Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Taxi Services UK,"People, Strategy and Higher Education - Human Resources","Personal Expense, Name Withheld",154661,15.00,PSHE Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Entertaining Overseas,Business and Science - Small Business,"Personal Expense, Name Withheld",154662,2.00,SDLG Devolved Admin-Entertaining Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Business and Science - Small Business,"Personal Expense, Name Withheld",154662,1.42,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Rail Travel Overseas,Business and Science - Small Business,"Personal Expense, Name Withheld",154662,7.11,SDLG Devolved Admin-Rail Travel Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence Overseas,Business and Science - Small Business,"Personal Expense, Name Withheld",154662,7.14,SDLG Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence Overseas,Business and Science - Small Business,"Personal Expense, Name Withheld",154662,59.96,SDLG Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Business and Science - Business Innovation,"Personal Expense, Name Withheld",154663,6.75,B&S Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Taxi Services UK,Business and Science - Business Innovation,"Personal Expense, Name Withheld",154663,24.60,B&S Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Withheld",154664,5.00,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Withheld",154664,14.00,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Withheld",154665,8.04,ECO - Non Proliferation Awareness Seminars-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Taxi Services UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Withheld",154665,31.00,ECO - Non Proliferation Awareness Seminars-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Rail Travel UK,"Skills, Deregulation and Local Growth - Better Regulation Executive (BRE)","Personal Expense, Name Withheld",154666,37.60,SDLG Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2016,Taxi Services UK,"Skills, Deregulation and Local Growth - Better Regulation Executive (BRE)","Personal Expense, Name Withheld",154666,40.00,SDLG Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Air Travel Overseas,Business and Science - Science and Research,"Personal Expense, Name Withheld",154690,392.04,B&S Devolved Admin-Air Travel Overseas,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Other Travel,Business and Science - Science and Research,"Personal Expense, Name Withheld",154690,21.50,B&S Devolved Admin-Other Travel,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Subsistence Overseas,Business and Science - Science and Research,"Personal Expense, Name Withheld",154690,37.25,B&S Devolved Admin-Subsistence Overseas,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Subsistence UK,Business and Science - Science and Research,"Personal Expense, Name Withheld",154690,25.00,B&S Devolved Admin-Subsistence UK,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2016,Taxi Services Overseas,Business and Science - Science and Research,"Personal Expense, Name Withheld",154690,64.38,B&S Devolved Admin-Taxi Services Overseas,,,,,
