Newcastle City Council Invoices over £250 paid in December 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Children's Services,Raising Stnds              ,Revenue Expenditure,08-Dec-2016,I CAN,7092051,Revenue,1E220,School Improvement Service,910.00
Children's Services,Raising Stnds              ,Revenue Expenditure,08-Dec-2016,I CAN,7091873,Revenue,1E220,School Improvement Service,2270.00
HRA,HRA East Area              ,Revenue Expenditure,23-Dec-2016,ICI CONTRACT DIRECT,7098726,Revenue,1HATC,Responsive Tech Maintenance,7499.83
Children's Services,Childrens Services Support       ,Revenue Expenditure,28-Dec-2016,ID SUPPORT LTD,7106685,Revenue,1MD62,Support to LAC,766.80
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,13-Dec-2016,IDEAL FOSTERING,7095503,Revenue,1MC22,IND Sector Foster Carer Costs,8800.00
Adult and Culture,Adult Serv Finance         ,Revenue Expenditure,16-Dec-2016,IDEAL HYGIENE,7098386,Revenue,1MG70,Equipt & Adaptations OP,300.00
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,12-Dec-2016,IDEAL HYGIENE,7093408,Revenue,1KR12,DDA,694.00
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,16-Dec-2016,IEG4 LIMITED,7009401,Revenue,1CR01,Revs and Bens Supp&Svs,3500.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,13-Dec-2016,IFFLEY CAR HOME,7095719,Revenue,1MG10,Nursing Care OP,3800.00
Chief Executive's,CD - Mansion House               ,Revenue Expenditure,06-Dec-2016,IMMEDIATE MEDIA COMPANY BRISTOL LTD,7067601,Revenue,1KF05,Mansion House Catering,599.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,29-Dec-2016,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,7110960,Revenue,1V205,Car Parking Management,285.90
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,22-Dec-2016,INFINITY INCORPORATED LTD,7045862,Revenue,1KKK1,Cleaning Direct O/H,9465.60
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,13-Dec-2016,INFINITY INCORPORATED LTD,7069467,Revenue,1KFX2,School Meals Overhead,6917.90
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,23-Dec-2016,INFORM CPI LTD,7103712,Revenue,1CR01,Revs and Bens Supp&Svs,1350.00
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,23-Dec-2016,INFORM CPI LTD,7101618,Revenue,1CR01,Revs and Bens Supp&Svs,7500.00
Chief Executive's,CD - Democratic Service          ,Revenue Expenditure,15-Dec-2016,INFORMATION COMMISSIONER,7098730,Revenue,1FK01,Other Local Democracy,665.00
Adult and Culture,Publishing                 ,Revenue Expenditure,23-Dec-2016,INGRAM SOUNDS,7094967,Revenue,1EJ15,Marketing & Promotions,469.60
Environment & Regeneration,NS: Waste Management       ,Revenue Expenditure,07-Dec-2016,INITIAL SECURITY,7090979,Revenue,1KEWQ,Sandhills Depot,4637.10
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,23-Dec-2016,INSIGHT DIRECT (UK) LTD,7106298,Revenue,1CM00,IT Management & Admin,855.98
Environment & Regeneration,E&R - Technical Consultancy    ,Revenue Expenditure,08-Dec-2016,INSTITUTE OF HIGHWAYS INCORP. ENGINEERS,7092591,Revenue,1KE85,Traffic Management,295.00
Environment & Regeneration,EEC Licensing              ,Revenue Expenditure,01-Dec-2016,INSTITUTE OF LICENSING LTD,7084839,Revenue,1D521,Hackney Carriage & Privte Hire,200.00
Environment & Regeneration,EEC Licensing              ,Revenue Expenditure,01-Dec-2016,INSTITUTE OF LICENSING LTD,7084839,Revenue,1D525,Liquor Licensing,200.00
Environment & Regeneration,E&R Commercial             ,Revenue Expenditure,19-Dec-2016,INSTITUTE OF TRADING STANDARDS,7084491,Revenue,1D520,Trading Standards,278.00
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,07-Dec-2016,INTEGRATED SKILLS LIMITED,7090254,Revenue,1KESW,Fleet SLA Costs & Income,7467.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,15-Dec-2016,INTEGRATED WATER SERVICES,7098798,Revenue,1KL61,Parks R&M,41.92
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,15-Dec-2016,INTEGRATED WATER SERVICES,7098798,Revenue,1FRAW,Premises Contracts,16447.59
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,13-Dec-2016,INTERACT CARE LTD,7095525,Revenue,1MC02,Ind Sector Placements,26234.96
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,13-Dec-2016,INTERACT CARE LTD,7095524,Revenue,1MC12,Section 31A High Care Needs,10078.60
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,INTERACTIVE SUPPORT LTD,7103853,Revenue,1MK51,Home Care LD,2073.50
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,INTERACTIVE SUPPORT LTD,7103853,Revenue,1MK55,Home Care Family/Carer LD,182.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,INTERACTIVE SUPPORT LTD,7103765,Revenue,1MK50,Supported Living LD,31960.24
Adult and Culture,Social Services-Carefirst              ,Revenue Income,20-Dec-2016,INTERACTIVE SUPPORT LTD,7103765,Revenue,1MK50,Supported Living LD,-1122.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,21-Dec-2016,INTERNATIONAL GLASS CONSULTANTS LTD,7101593,Revenue,1KVWC,Minor Works Contracts,1000.00
Chief Executive's,CD - Markets                     ,Revenue Expenditure,14-Dec-2016,INTU ELDON SQUARE,7097191,Revenue,1DR03,Grainger Market,4845.30
Environment & Regeneration,E&R - Technical Consultancy    ,Revenue Expenditure,08-Dec-2016,INTU ELDON SQUARE LTD,7091975,Revenue,1V201,Eldon Square Bus Station,16469.90
Environment & Regeneration,E&R - Technical Consultancy    ,Revenue Expenditure,22-Dec-2016,INTU ELDON SQUARE LTD,7089455,Revenue,1V201,Eldon Square Bus Station,2621.40
Children's Services,Int Childhood Services     ,Revenue Expenditure,06-Dec-2016,INVOLVE NORTH EAST,7074222,Revenue,1E45H,Early Years Sector Support,8200.00
Adult and Culture,Social Services                        ,Revenue Expenditure,22-Dec-2016,ISOS,7106061,Revenue,1MK51,Home Care LD,407.35
Adult and Culture,Social Services                        ,Revenue Expenditure,22-Dec-2016,ISOS,7106707,Revenue,1MK51,Home Care LD,424.40
Adult and Culture,Social Services                        ,Revenue Expenditure,19-Dec-2016,ISOS,7101434,Revenue,1MK51,Home Care LD,449.15
Adult and Culture,Social Services                        ,Revenue Expenditure,20-Dec-2016,ISOS,7102802,Revenue,1MK51,Home Care LD,492.20
Children's Services,Comm Hub                   ,Revenue Expenditure,23-Dec-2016,ISS FACILITY SERVICES - LANDSCAPING,7084781,Revenue,1E31H,BSF Phase 2,2762.80
Children's Services,Comm Hub                   ,Revenue Expenditure,23-Dec-2016,ISS FACILITY SERVICES - LANDSCAPING,7084781,Revenue,1E31G,BSF Phase 1,6082.85
Environment & Regeneration,NS: Waste Management       ,Revenue Expenditure,07-Dec-2016,J & J WARD LTD,7090351,Revenue,1KE23,Sandhills,390.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,21-Dec-2016,J & M TRAVEL,7083118,Revenue,1E212,Transport Special,2800.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,21-Dec-2016,J & M TRAVEL,7083119,Revenue,1E212,Transport Special,2520.00
Adult and Culture,Social Services                        ,Revenue Expenditure,06-Dec-2016,J T DOVE LTD,7065294,Revenue,1MW02,Nature's Landscape,484.80
Adult and Culture,Social Services                        ,Revenue Expenditure,09-Dec-2016,J T DOVE LTD,7090676,Revenue,1MW02,Nature's Landscape,296.30
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,15-Dec-2016,J T DOVE LTD,7076372,Revenue,1KR1E,Response East,2592.00
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,14-Dec-2016,J T DOVE LTD,7037766,Revenue,1KVWC,Minor Works Contracts,526.80
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,14-Dec-2016,J T DOVE LTD,7050262,Revenue,1KVWC,Minor Works Contracts,1080.00
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,20-Dec-2016,J T DOVE LTD,7059052,Revenue,1KVWC,Minor Works Contracts,1612.44
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,05-Dec-2016,J T DOVE LTD,7046389,Revenue,1KVWC,Minor Works Contracts,413.44
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,23-Dec-2016,J T DOVE LTD,7097011,Revenue,1KR1E,Response East,359.00
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,30-Dec-2016,J T DOVE LTD,7096991,Revenue,1KVWC,Minor Works Contracts,1409.00
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,02-Dec-2016,J T DOVE LTD,7068195,Revenue,1KR1E,Response East,517.96
Environment & Regeneration,Highways                               ,Revenue Expenditure,08-Dec-2016,J T DOVE LTD,7069727,Revenue,1KEMC,Highways,601.26
Environment & Regeneration,Highways                               ,Revenue Expenditure,02-Dec-2016,J T DOVE LTD,7068194,Revenue,1KEMC,Highways,875.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,02-Dec-2016,J T DOVE LTD,7068191,Revenue,1KEMC,Highways,495.60
Environment & Regeneration,Highways                               ,Revenue Expenditure,01-Dec-2016,J T DOVE LTD,7068189,Revenue,1KEMC,Highways,330.40
Environment & Regeneration,Highways                               ,Revenue Expenditure,16-Dec-2016,J T DOVE LTD,7077314,Revenue,1KEMC,Highways,782.73
Environment & Regeneration,Highways                               ,Revenue Expenditure,05-Dec-2016,J T DOVE LTD,7087031,Revenue,1KEMC,Highways,724.24
Environment & Regeneration,Highways                               ,Revenue Expenditure,28-Dec-2016,J T DOVE LTD,7093159,Revenue,1KEMC,Highways,419.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,13-Dec-2016,J T DOVE LTD,7045637,Revenue,1KEMC,Highways,766.30
Environment & Regeneration,Highways                               ,Revenue Expenditure,13-Dec-2016,J T DOVE LTD,7046847,Revenue,1KEMC,Highways,390.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,13-Dec-2016,J T DOVE LTD,7071092,Revenue,1KEMC,Highways,488.79
Environment & Regeneration,Highways                               ,Revenue Expenditure,13-Dec-2016,J T DOVE LTD,7071091,Revenue,1KEMC,Highways,1944.80
Environment & Regeneration,Highways                               ,Revenue Expenditure,23-Dec-2016,J T DOVE LTD,7096998,Revenue,1KEMC,Highways,397.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,30-Dec-2016,J T DOVE LTD,7090281,Revenue,1KEMC,Highways,408.00
Chief Executive's,CD - Corporate Services NOR            ,Revenue Expenditure,05-Dec-2016,JACOBS CERTIFICATED BAILIFFS,7088177,Revenue,1CR01,Revs and Bens Supp&Svs,75.00
Chief Executive's,CD - Corporate Services NOR            ,Revenue Expenditure,23-Dec-2016,JACOBS CERTIFICATED BAILIFFS,7104979,Revenue,1CR01,Revs and Bens Supp&Svs,310.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,20-Dec-2016,JAMES BURRELL LTD,7103220,Revenue,1KEMC,Highways,615.00
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,16-Dec-2016,JBT WASTE SERVICES LTD,7082593,Revenue,1KB40,Citybuild Stores O/H,4360.00
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,21-Dec-2016,JBT WASTE SERVICES LTD,7097019,Revenue,1KB40,Citybuild Stores O/H,5528.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,06-Dec-2016,JC MAINTENANCE SERVICES LTD,7089456,Revenue,1DV01,1 Charlotte Square,254.75
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,07-Dec-2016,JC MAINTENANCE SERVICES LTD,7090797,Revenue,1DT02,Ayton St Workshops,1516.23
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,07-Dec-2016,JC MAINTENANCE SERVICES LTD,7090815,Revenue,1H5A2,Housing Shops Net Rent,1739.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,07-Dec-2016,JC MAINTENANCE SERVICES LTD,7090795,Revenue,1VH06,FHU Private Housing Team,314.25
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,22-Dec-2016,JC MAINTENANCE SERVICES LTD,7106671,Revenue,1H5A2,Housing Shops Net Rent,384.50
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,09-Dec-2016,JC MAINTENANCE SERVICES LTD,7090796,Revenue,1FRAW,Premises Contracts,929.20
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,JC MAINTENANCE SERVICES LTD,7107603,Revenue,1DR03,Grainger Market,460.50
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,JC MAINTENANCE SERVICES LTD,7106662,Revenue,1H5A2,Housing Shops Net Rent,7618.00
Environment & Regeneration,NS: D&CS Support Services  ,Revenue Expenditure,14-Dec-2016,JC MAINTENANCE SERVICES LTD,7097627,Revenue,1KBRM,Sub Contractors R & M,2257.94
Environment & Regeneration,NS: D&CS Support Services  ,Revenue Expenditure,14-Dec-2016,JC MAINTENANCE SERVICES LTD,7097668,Revenue,1KBRM,Sub Contractors R & M,40195.40
Environment & Regeneration,Highways                               ,Revenue Expenditure,01-Dec-2016,JCT CONSULTANCY,7015882,Revenue,1KELA,Traffic Sig General O/H,1007.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,05-Dec-2016,JCT CONSULTANCY,7087618,Revenue,1KELA,Traffic Sig General O/H,1007.00
Children's Services,Schools Payment Agency                 ,Revenue Expenditure,19-Dec-2016,JESMOND DENE HOUSE LTD,7098495,Revenue,1E886,Teaching Schools Budget,920.00
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,19-Dec-2016,JET (JOBS EDUCATION & TRAINING),7075079,Revenue,1EA15,Newcastle City Learning Main,6250.00
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,15-Dec-2016,JET (JOBS EDUCATION & TRAINING),7098870,Revenue,1FC40,Cee Central Team,4693.78
Adult and Culture,Social Services                        ,Revenue Expenditure,22-Dec-2016,JIGSAW THERAPY SERVICES,7106137,Revenue,1E228,SB Teaching Supp SEN Pupils,291.75
Children's Services,Invoice,Revenue Expenditure,02-Dec-2016,JOBLING PURSER LTD,7086643,Revenue,1KEMC,Highways,399.19
Environment & Regeneration,Highways                               ,Revenue Expenditure,08-Dec-2016,JOBLING PURSER LTD,7092166,Revenue,1KEMC,Highways,418.60
Environment & Regeneration,Highways                               ,Revenue Expenditure,19-Dec-2016,JOBLING PURSER LTD,7099199,Revenue,1KEMC,Highways,522.60
Environment & Regeneration,Highways                               ,Revenue Expenditure,19-Dec-2016,JOBLING PURSER LTD,7100131,Revenue,1KEMC,Highways,509.60
Environment & Regeneration,Highways                               ,Revenue Expenditure,01-Dec-2016,JOBLING PURSER LTD,7068999,Revenue,1KELA,Traffic Sig General O/H,80.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,01-Dec-2016,JOBLING PURSER LTD,7077129,Revenue,1KEMC,Highways,899.84
Environment & Regeneration,Highways                               ,Revenue Expenditure,09-Dec-2016,JOBLING PURSER LTD,7093119,Revenue,1KB41,Citybuild Env Storemen,40.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,09-Dec-2016,JOBLING PURSER LTD,7058788,Revenue,1KEMC,Highways,285.76
Environment & Regeneration,Highways                               ,Revenue Expenditure,23-Dec-2016,JOBLING PURSER LTD,7107681,Revenue,1KEMC,Highways,465.12
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,28-Dec-2016,JOHN NIXON LTD,7101094,Revenue,1KESY,Fleet Services Hire office,281.60
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,28-Dec-2016,JOHN NIXON LTD,7101093,Revenue,1KESY,Fleet Services Hire office,1210.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,28-Dec-2016,JOHN NIXON LTD,7101090,Revenue,1KESY,Fleet Services Hire office,440.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,28-Dec-2016,JOHN NIXON LTD,7101091,Revenue,1KESY,Fleet Services Hire office,396.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,28-Dec-2016,JOHN NIXON LTD,7101092,Revenue,1KESY,Fleet Services Hire office,330.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,30-Dec-2016,JOHNSON CONTROL SYSTEMS LTD,7106906,Revenue,1KVEM,Mechanical Stand Alone Works,37200.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,30-Dec-2016,JOHNSON CONTROL SYSTEMS LTD,7106905,Revenue,1KVEM,Mechanical Stand Alone Works,37200.00
Children's Services,Schools Payment Agency                 ,Revenue Expenditure,21-Dec-2016,JONES LANG LASALLE,7105408,Revenue,1DF32,NGI Visitor Info Ctr,24368.25
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,06-Dec-2016,JONES LANG LASALLE,7089241,Revenue,1V132,Quayside Multi Storey,3662.50
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,30-Dec-2016,JST STORAGE SOLUTIONS,7096112,Revenue,1KB40,Citybuild Stores O/H,300.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,JT DUFFY ROOFING LTD,7108963,Revenue,1DZ11,Moulton Court Blakelaw,4730.00
Environment & Regeneration,NS: D&CS Support Services  ,Revenue Expenditure,14-Dec-2016,JT DUFFY ROOFING LTD,7097667,Revenue,1KBRM,Sub Contractors R & M,34244.10
Adult and Culture,Adult Serv Lewcock House   ,Revenue Expenditure,19-Dec-2016,JTM SERVICE,7098938,Revenue,1MG25,Connie Lewcock House OP,449.92
HRA,HRA Property Maint         ,Revenue Expenditure,29-Dec-2016,JTM SERVICE,7106131,Revenue,1HBSP,Planned Service&Plant Maint,1780.00
HRA,HRA Property Maint         ,Revenue Expenditure,09-Dec-2016,JTM SERVICE,7089235,Revenue,1HBSP,Planned Service&Plant Maint,2123.15
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,22-Dec-2016,JUBILEE MEWS,7106461,Revenue,1MM10,Nursing Care MH,21803.68
Environment & Regeneration,E&R Public Prot & N/hood      ,Revenue Income,21-Dec-2016,K PROPERTY,7105495,Revenue,1D532,Selective Licensing,425.00
Chief Executive's,CD - Occup Health Unit           ,Revenue Expenditure,23-Dec-2016,K R H SMITH CONSULTING LTD,7105082,Revenue,1FP30,Occupational Health,5040.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,16-Dec-2016,K.S. COACHES,7100716,Revenue,1E212,Transport Special,1240.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,13-Dec-2016,K.S. COACHES,7095851,Revenue,1E212,Transport Special,1550.00
Children's Services,Invoice,Revenue Expenditure,12-Dec-2016,KABLEFREE SYSTEMS LTD,7060017,Revenue,1DV01,1 Charlotte Square,700.00
Environment & Regeneration,Facility Serv Civic Mngmt        ,Revenue Expenditure,02-Dec-2016,KABLEFREE SYSTEMS LTD,7084903,Revenue,1KKX1,Civic Centre Direct Costs,335.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,14-Dec-2016,KABLEFREE SYSTEMS LTD,7097363,Revenue,1MG63,Minories Centre Building Costs,279.50
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,13-Dec-2016,KABLEFREE SYSTEMS LTD,7096171,Revenue,1DY54,Blackfriars,700.00
Adult and Culture,Library Admin              ,Revenue Expenditure,02-Dec-2016,KAJIMA NEWCASTLE LIBRARIES LTD,7087068,Revenue,1EJ20,City Library Premises,293130.78
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,KALMER COUNSELLING SERVICES,7101278,Revenue,1MD84,Targeted Mental Health Grant,7777.56
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,KALMER COUNSELLING SERVICES,7101278,Revenue,1MD83,CAMHS Expanding Minds,3835.44
Children's Services,Childrens Services Support       ,Revenue Expenditure,19-Dec-2016,KALMER COUNSELLING SERVICES,7101290,Revenue,1MF13,Adoption Support Fund,540.00
Adult and Culture,Social Services                        ,Revenue Expenditure,02-Dec-2016,KATE CAIRNS ASSOCIATES,7086658,Revenue,1E652,SB LAC Education Support,2150.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,09-Dec-2016,KB SHEET METAL,7090783,Revenue,1KVEM,Mechanical Stand Alone Works,17263.00
Environment & Regeneration,Cityworks Rangers          ,Revenue Expenditure,30-Dec-2016,KEEL TOYS LTD,7108931,Revenue,1KL6M,Ouseburn Park,325.57
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,22-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7054169,Capital,2N101,Capital Grants,510.65
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,22-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7088264,Capital,2N101,Capital Grants,3931.97
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,22-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7098320,Capital,2N101,Capital Grants,5020.28
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,22-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7100455,Capital,2N101,Capital Grants,5555.84
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,19-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7098319,Capital,2N101,Capital Grants,4414.50
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,19-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7098321,Capital,2N101,Capital Grants,4678.61
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,19-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7098367,Capital,2N101,Capital Grants,5010.99
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,19-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7098368,Capital,2N101,Capital Grants,4399.69
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,05-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7077962,Capital,2N101,Capital Grants,5337.84
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,05-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7077963,Capital,2N101,Capital Grants,4689.93
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,05-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7088265,Capital,2N101,Capital Grants,4417.85
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,05-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7088266,Capital,2N101,Capital Grants,273.17
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,21-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7100460,Capital,2N101,Capital Grants,5951.11
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,21-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7100463,Capital,2N101,Capital Grants,5307.82
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,21-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7100464,Capital,2N101,Capital Grants,4801.64
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,23-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7104972,Capital,2N101,Capital Grants,4929.33
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,23-Dec-2016,KEEPMOAT PROPERTY SERVICES LIMITED,7105591,Capital,2N101,Capital Grants,4893.66
HRA,HRA Planning QS            ,Capital Expenditure,08-Dec-2016,KEEPMOAT REGENERATION  LTD,7084820,Capital,2HE01,Capital Citywide,77356.98
HRA,HRA Planning QS            ,Capital Expenditure,06-Dec-2016,KEEPMOAT REGENERATION  LTD,7081862,Capital,2HE01,Capital Citywide,12921.39
HRA,HRA Planning QS            ,Capital Expenditure,07-Dec-2016,KEEPMOAT REGENERATION  LTD,7091137,Capital,2HE01,Capital Citywide,500682.05
HRA,HRA Planning QS            ,Capital Expenditure,01-Dec-2016,KEEPMOAT REGENERATION  LTD,7086098,Capital,2HE01,Capital Citywide,380146.96
HRA,HRA Planning QS            ,Capital Expenditure,28-Dec-2016,KEEPMOAT REGENERATION  LTD,7110639,Capital,2HE01,Capital Citywide,12314.56
HRA,HRA Planning QS            ,Capital Expenditure,28-Dec-2016,KEEPMOAT REGENERATION  LTD,7107050,Capital,2HE01,Capital Citywide,349526.38
HRA,HRA Planning QS            ,Capital Expenditure,28-Dec-2016,KEEPMOAT REGENERATION  LTD,7110515,Capital,2HE01,Capital Citywide,110145.61
HRA,HRA Planning QS            ,Capital Expenditure,28-Dec-2016,KEEPMOAT REGENERATION  LTD,7110516,Capital,2HE01,Capital Citywide,57758.05
HRA,HRA Planning QS            ,Capital Expenditure,21-Dec-2016,KEEPMOAT REGENERATION  LTD,7105308,Capital,2HE01,Capital Citywide,12290.07
HRA,HRA Planning QS            ,Capital Expenditure,21-Dec-2016,KEEPMOAT REGENERATION  LTD,7105307,Capital,2HE01,Capital Citywide,479225.72
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,22-Dec-2016,KEIRO LTD,7106436,Revenue,1MH10,Nursing Care PD,13114.29
Children's Services,Int Childhood Services     ,Revenue Expenditure,20-Dec-2016,KEITHS COACHES LTD,7101804,Revenue,1E212,Transport Special,1191.80
Children's Services,Int Childhood Services     ,Revenue Expenditure,16-Dec-2016,KEITHS COACHES LTD,7098682,Revenue,1E212,Transport Special,3291.80
Children's Services,Int Childhood Services     ,Revenue Expenditure,16-Dec-2016,KEITHS COACHES LTD,7098683,Revenue,1E212,Transport Special,3086.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,16-Dec-2016,KEITHS COACHES LTD,7098684,Revenue,1E212,Transport Special,1882.95
Children's Services,Int Childhood Services     ,Revenue Expenditure,16-Dec-2016,KEITHS COACHES LTD,7098685,Revenue,1E212,Transport Special,2024.40
Children's Services,Int Childhood Services     ,Revenue Expenditure,09-Dec-2016,KEITHS COACHES LTD,7090758,Revenue,1E212,Transport Special,288.20
Children's Services,Int Childhood Services     ,Revenue Expenditure,09-Dec-2016,KEITHS COACHES LTD,7090761,Revenue,1E212,Transport Special,3368.20
Children's Services,Int Childhood Services     ,Revenue Expenditure,09-Dec-2016,KEITHS COACHES LTD,7090764,Revenue,1E212,Transport Special,2761.66
Children's Services,Int Childhood Services     ,Revenue Expenditure,09-Dec-2016,KEITHS COACHES LTD,7090765,Revenue,1E212,Transport Special,3066.36
Chief Executive's,CD - SPAM Trading Account        ,Revenue Expenditure,19-Dec-2016,KEL COMPUTING LIMITED,7100730,Revenue,1DTS5,Property Systems Upgrade,6350.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,12-Dec-2016,KELLY PLANT HIRE,7084972,Revenue,1KESY,Fleet Services Hire office,346.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,15-Dec-2016,KELTIC CLOTHING,7084920,Revenue,1V105,Supervision & Enforcement,874.45
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,13-Dec-2016,KELTIC CLOTHING,7092207,Revenue,1V105,Supervision & Enforcement,4963.80
