Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,10/06/2016,Office Supplies,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91215068,33.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,10/06/2016,Office Supplies,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91225008,31.92,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Postage & Delivery Costs,People Places & Serv Direct,DHL International (UK) Ltd,BRS9498895,5930.90,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Staff Costs,People Places & Serv Direct,The Cadcentre (UK) Ltd,5088,3230.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),558,39.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2027,1462.18,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2079,1270.42,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,02/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2088,1797.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2093,1797.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,02/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2101,1797.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2110,1438.20,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2122,1828.36,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,23/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2131,1828.36,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,30/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2141,1657.70,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Accommodation,People Places & Serv Direct,BNPPRE Client Common Receipts,11400-4,60531.52,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,16/06/2016,Accommodation,People Places & Serv Direct,BNPPRE Client Common Receipts,200000-199,1504.74,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,People Places & Serv Direct,FIRSTLIOT LTD,35,13260.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Legal & Hearings,Copyright and Enforcement Directorate,Government Legal Department,428856,3150.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,13/06/2016,Miscellaneous Expenses General,Copyright and Enforcement Directorate,Durham Constabulary,20015008,923.59,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,30/06/2016,Supporting UK Business,Copyright and Enforcement Directorate,Alliance IP Training,IPO/001/2016,3380.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),558,15.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Accommodation,People Places & Serv Direct,Corona Energy,10593585,5963.64,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Accommodation,People Places & Serv Direct,Corona Energy,11024882,5087.71,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Accommodation,People Places & Serv Direct,Corona Energy,11025135,773.36,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Accommodation,People Places & Serv Direct,Corona Energy,11025414,930.44,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Accommodation,People Places & Serv Direct,Corona Energy,11025751,912.49,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,34971.04,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,10/06/2016,Accommodation,People Places & Serv Direct,Kemp Construction Ltd,6182,4273.97,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Accommodation,People Places & Serv Direct,Kemp Construction Ltd,6183,2626.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91199552,2314.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,02/06/2016,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91219620,2314.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,29/06/2016,Accommodation,People Places & Serv Direct,Morris's Grounds Maintenance,22801,4320.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Accommodation,People Places & Serv Direct,Office for National Statistics,1031858,173210.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Accommodation,People Places & Serv Direct,Total Security Protection Ltd,201540,40437.64,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,10/06/2016,Accommodation,People Places & Serv Direct,EDF ENERGY,1735381,27527.50,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Accommodation,People Places & Serv Direct,Quality Floorcare Ltd,15358,3600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Accommodation,People Places & Serv Direct,Magscapes Ltd,INV-2257,3110.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,29/06/2016,Accommodation,People Places & Serv Direct,D&M Mechanical Engineers Ltd,2684,72000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Travel & Subsistence,Copyright and Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),558,110.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Information Technology,IT Directorate,SANDHILL CONSULTANTS LTD,IN4058639,6270.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,10/06/2016,Miscellaneous Expenses General,Patent Directorate,Mitie Facilities Services Ltd,100-91215068,72.66,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,10/06/2016,Miscellaneous Expenses General,Patent Directorate,Mitie Facilities Services Ltd,100-91225008,1435.20,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Travel & Subsistence,Patent Directorate,Veezu Ltd T/A Dragon Taxis (Newport),558,21.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,10/06/2016,Miscellaneous Expenses General,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91215068,36.30,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,30/06/2016,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1605759826,2382.41,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,30/06/2016,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1605759827,1027.19,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,30/06/2016,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1605759828,1027.19,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/06/2016,Office Machinery,People Places & Serv Direct,Xerox Finance,97033883,34243.73,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/06/2016,Office Machinery,People Places & Serv Direct,Konica Minolta Business Solutions (UK),1124825140,7643.99,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Office Machinery,People Places & Serv Direct,Siemens Financial Services Ltd,244-16-0194720,2088.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30765680,521.54,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30775735,208.62,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30785581,532.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,29/06/2016,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30795464,537.74,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Staff Costs,People Places & Serv Direct,TRANSMEDIA.CO.UK,12825,2172.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,2402.71,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,3035.04,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,1598.83,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,3027.01,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,2253.61,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,3496.61,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,2999.81,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,2148.12,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,2328.47,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,2954.75,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,3051.10,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,2690.88,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,3680.64,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10113497,3749.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10118694,6466.78,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10118694,5814.24,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10120490,2354.52,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10120490,3749.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10120490,3211.68,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10120490,2690.88,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10120490,3680.64,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10120490,3749.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10122176,3749.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10122176,8120.23,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10122176,3043.07,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10122176,9430.64,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,24/06/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10123507,2690.88,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Miscellaneous Expenses General,Innovation Directorate,Belmana Ltd,IPO011,11760.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),558,15.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,02/06/2016,Pay Costs,Copyright and Enforcement Directorate,Police & Crime Commissioner Sussex,1800037674,5151.28,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,23/06/2016,Pay Costs,Copyright and Enforcement Directorate,Police & Crime Commissioner Sussex,1800037823,2575.64,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/06/2016,Staff Costs,Copyright and Enforcement Directorate,National Crime Agency,SI-006850,1585.50,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Travel & Subsistence,Copyright and Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),558,43.20,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Travel & Subsistence,International Policy Directorate,Veezu Ltd T/A Dragon Taxis (Newport),558,26.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,27/06/2016,Legal & Hearings,Finance Directorate,Department For Business Innovation & Ski,6.1511E+11,166250.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Office Supplies,Finance Directorate,Banner  Business Supplies Ltd,31827839,1263.11,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/06/2016,Office Supplies,Finance Directorate,Antalis,5872202,839.62,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Office Supplies,Finance Directorate,Antalis,5880492,1110.08,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Office Supplies,Finance Directorate,Antalis,5895861,624.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Office Supplies,Finance Directorate,Antalis,5915534,624.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Pay Costs,Finance Directorate,HMRC Govt Employers Account,948PN0000217817,14761.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Pay Costs,Finance Directorate,HMRC Govt Employers Account,948PN0000217817-,433193.82,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Pay Costs,Finance Directorate,HMRC Govt Employers Account,948PN0000217817.,570295.52,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,03/06/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,2087,618.82,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,10/06/2016,Miscellaneous Expenses General,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91215068,85.20,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Accommodation,People Places & Serv Direct,Office for National Statistics,1031858,95686.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Accommodation,People Places & Serv Direct,Office for National Statistics,1031858,10192.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Travel & Subsistence,Finance Directorate,Companies House,S0001656861,191.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,24/06/2016,Information Technology,People Places & Serv Direct,Insight Direct (UK) Ltd,2910352,741.31,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/06/2016,Staff Costs,People Places & Serv Direct,Acorn Recruitment Ltd,APS02861,1378.72,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Staff Costs,People Places & Serv Direct,Acorn Recruitment Ltd,APS02862,1861.94,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/06/2016,Information Technology,Innovation Directorate,Bureau Van Dijk Electronic Publishing Lt,680/16GB,20175.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Marketing & Publicity,Innovation Directorate,Bolt Removals Ltd,SI-606,699.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Supporting UK Business,Innovation Directorate,Creation IP Ltd,IV1017,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,24/06/2016,Supporting UK Business,Innovation Directorate,Harrison Goddard Foote,398909,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Supporting UK Business,Innovation Directorate,IP Pragmatics,1721,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/06/2016,Supporting UK Business,Innovation Directorate,Alistair Hindle Associates,160605,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Supporting UK Business,Innovation Directorate,ICIPIA Ltd,IPO011,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/06/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5845,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5914,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5937,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,27/06/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,M2388,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Supporting UK Business,Innovation Directorate,Marks & Clerk LLP,7072085,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,24/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107714,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107813,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107837,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107871,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107872,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107948,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,17/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107968,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,27/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107969,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107972,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107975,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107976,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,27/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,108045,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,108053,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Supporting UK Business,Innovation Directorate,CAMERON INTELLECTUAL PROPERTY LTD,1792-1,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Supporting UK Business,Innovation Directorate,S. William Wallace & Co,0023-16,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Supporting UK Business,Innovation Directorate,S. William Wallace & Co,0024-16,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/06/2016,Supporting UK Business,Innovation Directorate,S. William Wallace & Co,0027/16,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,17/06/2016,Supporting UK Business,Innovation Directorate,Lean IP,INV2066,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/06/2016,Supporting UK Business,Innovation Directorate,Metis Partners Ltd,974,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Supporting UK Business,Innovation Directorate,MacRoberts LLP,I-16-4231,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/06/2016,Supporting UK Business,Innovation Directorate,MacRoberts LLP,I-16-4321,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Supporting UK Business,Innovation Directorate,MacRoberts LLP,I/16/4467,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Supporting UK Business,Innovation Directorate,Coller IP Management Ltd,8408,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/06/2016,Supporting UK Business,Innovation Directorate,Murgitroyd & Company Ltd,17984B-16,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Supporting UK Business,Innovation Directorate,Burness Paull LLP,151614205,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D844263,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D845726,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,09/06/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D847637,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/06/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D847750,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,27/06/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D847903,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/06/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D848531,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/06/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D848537,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,27/06/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D848551,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/06/2016,Supporting UK Business,Innovation Directorate,Scintilla,INV-00655,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/06/2016,Supporting UK Business,Innovation Directorate,Scintilla,INV-00656,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10-11497,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/06/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10-11519,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/06/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10-11621,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10/11459,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,24/06/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10/11498,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,17/06/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10/11631,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/06/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10/11651,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/06/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10/11657,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,17/06/2016,Supporting UK Business,Innovation Directorate,Alistair Hamilton IP,10583,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/06/2016,Supporting UK Business,Innovation Directorate,Ellis IP Limited,2625,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/06/2016,Supporting UK Business,Innovation Directorate,Ouzman IP Limited,162,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/06/2016,Supporting UK Business,Innovation Directorate,Challenge IP,CIP-IPO-IP AUDIT,2500.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,17/06/2016,Supporting UK Business,Innovation Directorate,Harrison IP,20275,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/06/2016,Supporting UK Business,International Policy Directorate,FOREIGN & COMMONWEALTH OFFICE,1087663,14914.56,Not Applicable,
