Operations,Property Services & Facilities Management,Chief Executive's Unit,Supplies & Services,Communications and Computing,Computer Consumables,,22/08/2017,10584561,10080700,58.80,R,Uk Laser Suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Property Services & Facilities Management,Chief Executive's Unit,Supplies & Services,Communications and Computing,Computer Consumables,,29/08/2017,10585601,10080819,138.77,R,Uk Laser Suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Services,Direct Care Residential,Social Care and Health,Supplies & Services,Communications and Computing,Postages,,08/08/2017,10582124,80053738,-0.21,R,Oxford University Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People,Emergency Planning,Resources,Income,Customer and Client Receipts,Waste Disposal,,22/08/2017,10584602,10079923,7.50,R,Restore Datashred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Division,Control Dept,Control,Current Liabilities,Short Term Creditors,Resource Link Payments,,11/08/2017,10582841,0,49.26,R,G A Y E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Division,Control Dept,Control,Current Liabilities,Short Term Creditors,Resource Link Payments,,11/08/2017,10582851,0,"5,691.44",R,Unison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Division,Control Dept,Control,Current Liabilities,Short Term Creditors,Resource Link Payments,,11/08/2017,10582824,0,162.50,R,Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Division,Control Dept,Control,Current Liabilities,Short Term Creditors,Resource Link Payments,,11/08/2017,10582822,0,7.65,R,HMCTS Wales Enforcement Office Code3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Division,Control Dept,Control,Current Liabilities,Short Term Creditors,Resource Link Payments,,15/08/2017,10582827,0,9.00,R,HMCTS Avon & Summerset collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Division,Control Dept,Control,Current Liabilities,Short Term Creditors,Resource Link Payments,,11/08/2017,10582814,0,74.79,R,Child Support Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Division,Control Dept,Control,Current Liabilities,Short Term Creditors,Resource Link Payments,,11/08/2017,10582851,0,21.20,R,Unison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Partnerships,Children Services Teams,Social Care and Health,Employees,Direct Employee Expenses,Salaries,,25/08/2017,10585113,10078061,"9,868.47",R,Aneurin Bevan Local Health Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581586,80053786,625.00,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581586,80053786,120.00,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,25/08/2017,10580425,80053789,125.00,R,Back Office Support Services Ltd (Education Supply Pool),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/08/2017,10581564,80051421,780.00,R,TeacherActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10581537,80051426,128.00,R,Education Staffing Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581826,80049296,390.00,R,PE Direct Teaching Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581401,80049295,375.00,R,Back Office Support Services Ltd (Education Supply Pool),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581505,80053924,450.00,R,Axcis Education Recruitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10582129,80053962,677.40,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582278,80053812,677.40,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582255,80053824,136.00,R,TeacherActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10581640,80052155,433.20,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581523,80053760,600.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581523,80053760,120.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581521,80053755,435.00,R,Attribute Sports Development Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10580640,80051701,-82.67,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10580657,80051701,132.50,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581884,80053998,540.00,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582161,80053528,413.35,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581906,80053998,82.67,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children Services,Children Services Teams,Social Care and Health,Employees,Direct Employee Expenses,Agency Staff,,22/08/2017,10584595,10080605,"1,251.30",R,MacDood Social Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Waste and Street Services,Chief Executive's Unit,Employees,Direct Employee Expenses,Subsistence,,22/08/2017,10584780,0,"1,480.00",R,Ministry of Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Employees,Direct Employee Expenses,Travel Claims Allowance,,18/08/2017,10582796,0,39.00,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582985,0,285.76,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582006,0,"1,159.78",R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582070,0,944.55,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582409,0,179.00,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10583001,0,82.50,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,22/08/2017,10583955,0,65.72,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,22/08/2017,10584152,0,65.65,R,Shorts Auto Elect. Swansea Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,22/08/2017,10582075,0,38.11,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584853,0,308.56,R,Fast Fluid Power Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10582055,0,198.68,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584910,0,217.21,R,Fast Fluid Power Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584860,0,152.62,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581797,0,274.89,R,Scarab Sweepers Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582031,0,11.40,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10583553,0,201.04,R,Keltruck Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581668,0,8.25,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10583624,0,63.75,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10582293,0,92.49,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582320,0,59.55,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10583010,0,72.18,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582358,0,175.34,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581592,0,51.84,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582458,0,448.00,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581796,0,208.90,R,Keltruck Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10583011,0,470.01,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10583004,0,144.00,R,Shorts Auto Elect. Swansea Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581601,0,98.75,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581613,0,99.29,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,25/08/2017,10584880,0,126.74,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,11/08/2017,10581953,0,62.37,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,04/08/2017,10581470,0,42.32,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,11/08/2017,10582054,0,69.37,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,18/08/2017,10581609,0,245.62,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Highways,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,11/08/2017,10583303,812140,"1,260.00",R,Arco Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Diesel,,25/08/2017,10584348,0,248.33,R,UK Fuels Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Diesel,,15/08/2017,10582461,0,"4,568.00",R,Certas Energy UK T/A Emo Oils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Highways,Chief Executive's Unit,Transport,Direct Transport Costs,Plant Fuel / Red Diesel,,08/08/2017,10582252,812312,40.00,R,M&B Oils Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Oil,,22/08/2017,10583175,0,80.00,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583390,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583404,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583405,0,155.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583381,0,155.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583196,0,155.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583383,0,140.20,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583384,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583409,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583168,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583163,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583166,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583009,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583692,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583203,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583185,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,22/08/2017,10582673,0,"1,039.93",R,Dennis Eagle Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,22/08/2017,10584858,0,849.83,R,Walls Truck Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,22/08/2017,10584876,0,942.85,R,Scan Coin-Omser (Uk) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,22/08/2017,10582688,0,267.12,R,Dennis Eagle Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,01/08/2017,10581461,0,498.98,R,Whale Tankers Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,25/08/2017,10584907,0,354.00,R,Cann Plant Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,18/08/2017,10583595,0,885.23,R,Days Rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resources,Support Services,Children & Young People,Premises,Energy Costs,Gas.,,25/08/2017,10585275,0,"2,434.47",R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Premises,Energy Costs,Gas.,,25/08/2017,10585274,0,43.53,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Premises,Energy Costs,Gas.,,25/08/2017,10585278,0,22.94,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Premises,Energy Costs,Gas.,,25/08/2017,10585301,0,191.51,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Property Services & Facilities Management,Chief Executive's Unit,Premises,Energy Costs,Gas.,,25/08/2017,10585283,0,146.63,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children Services,Children Services Teams,Social Care and Health,Premises,Energy Costs,Gas.,,25/08/2017,10585276,0,30.57,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Services,Direct Care Residential,Social Care and Health,Premises,Energy Costs,Gas.,,25/08/2017,10585290,0,720.75,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Services,Direct Care Residential,Social Care and Health,Premises,Energy Costs,Gas.,,25/08/2017,10585260,0,700.59,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,08/08/2017,10581924,80053537,55.20,R,Crossbow Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,08/08/2017,10581924,80053537,5.45,R,Crossbow Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,01/08/2017,10580923,80053543,108.72,R,The Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,01/08/2017,10581509,80053968,95.00,R,Sumdog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,29/08/2017,10582638,80053536,90.97,R,Crossbow Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,08/08/2017,10581866,80054033,149.98,R,Hope Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,29/08/2017,10582726,0,45.14,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
