Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145112,7500,CHARTERHOUSE DEVELOPMENTS LTD,CHA033,Environmental Services,Empty Property Grants,5527,INTERIM PAYMENT  SHAP,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145147,926,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,Building works,5502,LAMP TRANSFER OLD HALL GLASSONBY,FOOLIG,Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,144346,636.24,NORTH COUNTRY LEISURE,NCL001,Communities Manager,Other charges for services,2047,RE CHARGE PARK RUN APRIL 2015,ARTLEI,Arts and Leisure,02116,Sports lesiure develop fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,144851,3750,MONTAGU EVANS LLP,MON006,Engineering Manager,Professional fees,2045,penrith new squares,LANDMA,Land Management,01181,Penrith New Squares - Retail Rental
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,144992,700,LANGWATHBY UNITED AFC,LAN023,Communities Manager,Grants and contributions,2079,EDC GRANT CONTRIBUTION,ARTLEI,Arts and Leisure,02106,Leisure fund grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145016,3205,PRINT IMAGE NETWORK LTD,PRI011,Legal Services Manager,Postages,2054,EDEN 2015 CANVASS HEFS,REGELE,Register of Electors,01001,Register of Electors
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145233,2000,NEOPOST LIMITED,NEO001,Corporate Services Manager,Postages,2054,FRANKING REFILL,CENTRA,Central Expenses,00205,Postages Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,144800,4420,THIRTY NINE ESSEX STREET,THI004,Planning Services,Professional fees,2045,CASE REF: 197689 HAY CLOSE WIND FARM,DEVCOE,Development Control & Enforcement,03010,Development Control & Enforcement
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,144847,3044,SOUTH LAKELAND DISTRICT COUNCIL,SOU006,Financial Services Manager,Balance Sheet entry BS,6003,CONTRIBUTION RIGHT TO MOVE LETTINGS,CORPOR,Corporate Costs,09141,RIGHT TO MOVE GRANT
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,144953,3948.97,AMEY PLC,TFE001,Engineering Manager,GM External Contractors,1080,GM73,CEMETE,Cemeteries,02236,Penrith Cemetery Chapel
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145005,65578.81,AMEY PLC,TFE001,Engineering Manager,Contract refuse collection,3003,M-RC41,REFCOL,Refuse Collection,03050,Clinical Expenditure
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145006,17153.25,AMEY PLC,TFE001,Environmental Services,Street Cleaning Contract,3100,M-SC41,APFAIR,Appleby Fair,03036,Appleby Fair
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145014,3000,VOLUNTARY ACTION CUMBRIA,VOL001,Communities Manager,Agency Staff,0003,ADDITIONALPAYMENT 2015/16 SLA  SLA PLANN,LOPLPO,Local Plans & Policy,03085,Neighbourhood Planning Process
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145091,4259.64,TYLER GRANGE,TYL002,Planning Services,Professional fees,2045,HAYES CLOSE WIND TURBINE DEVELOPMENT,DEVCOE,Development Control & Enforcement,03010,Development Control & Enforcement
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145105,14929.43,AMEY PLC,TFE001,Engineering Manager,Window cleaning,1040,2015-BC-8,PUBCON,Public Conveniences,02630,Disabled Toilet Moot Hall Appleby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145119,32273.44,AMEY PLC,TFE001,Engineering Manager,GM INSPECTIONS & MAINTENANCE,1089,M-GM41,CLCHYD,Closed Church Yards,02246,War Memorials
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,144940,34232.28,AMEY PLC,TFE001,Engineering Manager,Building works,5502,LIGHTING COLUMNS,FOOLIG,Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,144996,674.78,AMEY PLC,TFE001,Engineering Manager,FL Day Works,3301,MISCELLANEOUS WORKS,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,20/08/2015,145252,751,BUSY BEES CHILDCARE VOUCHERS,BUS004,Planning Services,Child Care Voucher Scheme,0005,CHILDCARE VOUCHERS AUG 15 DDR,PLASER,Planning Services,00304,Planning Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,20/08/2015,145787,11650,LGPS,LGP001,Financial Services Manager,Additional Pensions,0030,Additional Employers Superannuation Cont,CORPOR,Corporate Costs,01179,Additional Employers Superannuation Cont
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,20/08/2015,146162,1171.37,Santander Charges,SAN001,Financial Services Manager,Bank charges,2088,July bank charges,CORPOR,Corporate Costs,01064,Bank Charges
