Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/07/2015,5100082002,"1,664.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/07/2015,5100082004,"1,664.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Rail Support Services,28/07/2015,5100081342,"3,713.86",MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Design Support Services,28/07/2015,5100081661,"89,982.72",MOTT MACDONALD LTD
TfGM,Transport,Heavy Rail Support Services,28/07/2015,5100081679,"3,088.30",MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Rail Construction Works,28/07/2015,5100081052,"375,000.00",NETWORK RAIL
TfGM,Transport,Capital Costs - Heavy Rail Support Services,28/07/2015,5100081405,"40,000.00",NETWORK RAIL
TfGM,Transport,Capital Costs - Heavy Rail Support Services,28/07/2015,5100081406,"2,920.95",NETWORK RAIL
TfGM,Transport,Capital Costs - Rail Support Services,28/07/2015,5100081056,782.00,NORTHERN RAIL LIMITED
TfGM,Transport,Print & Media,28/07/2015,5100081643,"4,661.90",OMEGA PRINT AND DESIGN LTD
TfGM,Transport,Print & Media,28/07/2015,5100081462,"3,451.20",ORION SECURE PRINT SYSTEMS
TfGM,Transport,Capital Costs - Planning Support Services,28/07/2015,5100081617,"7,500.00",OVE ARUP & PARTNERS INTERNATIONAL L
TfGM,Corporate Services,Project Management Services,28/07/2015,5100081801,"7,200.00",PARAGON TELECOMS LTD
TfGM,Transport,Programme Management Services,28/07/2015,5100081515,"9,350.00",PATTERSON PROJECT MANAGEMENT LTD
TfGM,Transport,Sustainable Transport Promotion,28/07/2015,5100081570,520.00,PETER BRETT ASSOCIATES
TfGM,Transport,Traffic and Transportation Surveys,28/07/2015,5100081055,622.99,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,28/07/2015,5100081075,"3,618.00",PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,28/07/2015,5100081081,"4,709.31",PLUSWORK LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,28/07/2015,5100081458,"4,583.33",PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,28/07/2015,5100081468,"2,083.33",PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,28/07/2015,5100081543,600.00,PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/07/2015,5100081599,"2,800.00",PWS TECHNICAL SERVICES (UK) LIMITED
TfGM,Corporate Services,Computer Support and Licences,28/07/2015,5100081402,"1,834.45",QAS LTD
TfGM,Transport,Property & Equipment Maintenance,28/07/2015,5100081456,717.50,QUEENSBURY SHELTERS LIMITED
TfGM,Transport,Capital Costs - Passenger Shelter Costs ,28/07/2015,5100081686,"7,608.06",QUEENSBURY SHELTERS LIMITED
TfGM,Transport,Other Operational Costs,28/07/2015,5100082144,816.38,R DUCKWORTH (BLACKPOOL) LIMITED
TfGM,Transport,Driver Intervention Course Delivery Costs,28/07/2015,5100081730,"1,641.00",R LORD
TfGM,Transport,Driver Intervention Course Delivery Costs,28/07/2015,5100081550,"1,422.20",R MOTT
TfGM,Transport,Capital Costs - Print & Media,28/07/2015,5100082120,510.00,RCD
TfGM,Corporate Services,Temporary Maternity Cover,28/07/2015,5100081112,"1,414.05",Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,28/07/2015,5100081115,"2,340.00",Robert Walters Plc
TfGM,Corporate Services,Temporary Vacancy Cover,28/07/2015,5100081117,701.63,Robert Walters Plc
TfGM,Transport,Temporary Vacancy Cover,28/07/2015,5100081119,"2,200.00",Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,28/07/2015,5100081619,"2,201.10",Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,28/07/2015,5100082115,"1,980.99",Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,28/07/2015,5100082119,"1,320.66",Robert Walters Plc
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081378,"4,160.12",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081379,"14,392.27",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081380,"4,814.42",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081424,"19,000.56",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081425,"2,866.34",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081470,"11,268.32",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081474,"16,362.00",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081482,"17,460.48",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081521,"8,975.04",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,28/07/2015,5100081535,"19,352.52",SIEMENS PLC
TfGM,Transport,Sustainable Travel Grant,28/07/2015,1900041992,"10,000.00",STAGECOACH SERVICES LTD
TfGM,Transport,Vehicle Repairs & Maintenance,28/07/2015,5100081444,518.80,STAGECOACH SERVICES LTD
TfGM,Transport,Programme Support Services,28/07/2015,5100079812,"(13,410.00)",SUSTRANS LTD
TfGM,Transport,Programme Support Services,28/07/2015,5100079813,"5,972.19",SUSTRANS LTD
TfGM,Transport,Transport Planning & Monitoring Services,28/07/2015,5100081325,"10,937.50",SUSTRANS LTD
TfGM,Transport,Transport Planning & Monitoring Services,28/07/2015,5100081136,"8,982.04",SYSTRA LTD
TfGM,Corporate Services,IS Consumables,28/07/2015,5100078078,"2,960.16",TANGIBLE BENEFIT LTD
TfGM,Corporate Services,IS Consumables,28/07/2015,5100081973,"(2,734.00)",TANGIBLE BENEFIT LTD
TfGM,Transport,Traffic and Transportation Surveys,28/07/2015,5100081461,525.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic and Transportation Surveys,28/07/2015,5100081532,"8,820.00",TDC SYSTEMS LTD
TfGM,Corporate Services,IS Consumables,28/07/2015,5100080957,718.00,TOTAL COMPUTERS LTD
TfGM,Transport,Traffic and Transportation Surveys,28/07/2015,5100081294,"2,645.00",TRACSIS TRAFFIC DATA LTD
TfGM,Transport,Traffic and Transportation Surveys,28/07/2015,5100081295,"1,653.75",TRACSIS TRAFFIC DATA LTD
TfGM,Transport,Traffic and Transportation Surveys,28/07/2015,5100081296,"2,266.25",TRACSIS TRAFFIC DATA LTD
TfGM,Transport,Traffic and Transportation Surveys,28/07/2015,5100081297,"3,030.75",TRACSIS TRAFFIC DATA LTD
TfGM,Transport,IS Software & Maintenance,28/07/2015,5100081503,"7,484.50",TRAPEZE GROUP (UK) LTD
TfGM,Transport,IS Support Services,28/07/2015,5100081505,"1,880.00",TRAPEZE GROUP (UK) LTD
TfGM,Transport,Capital Costs - Rail Support Services,28/07/2015,5100081070,"5,638.81",URBAN VISION PARTNERSHIP LTD
TfGM,Transport,Sustainable Travel Grant,28/07/2015,1900041498,"7,716.84",WIGAN COUNCIL
TfGM,Transport,Sustainable Travel Grant,28/07/2015,1900041991,"4,787.00",WIGAN LEISURE & CULTURE TRUST
TfGM,Transport,Capital Costs - Project Support Services,28/07/2015,5100081279,"5,565.00",WYG ENV PLANNING TRANSPORT LTD
TfGM,Transport,Property & Equipment Maintenance,28/07/2015,5100081640,"2,985.00",XL OFFICE SOLUTIONS
TfGM,Transport,Driver Intervention Course Delivery Costs,29/07/2015,5100081428,"2,297.40",LISA ATKINSON DTS
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082079,"13,090.22",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082081,"112,307.10",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082082,"3,144.60",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082084,"305,993.39",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082085,"6,290.43",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082086,"3,144.60",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082087,"1,253,063.71",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082089,"84,893.12",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082122,"17,442.58",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,29/07/2015,5100082202,"292,896.92",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Legal Services,30/07/2015,1900042095,"15,000.00",BOND DICKINSON LLP
TfGM,Transport,Postage Costs,30/07/2015,1900041967,"2,000.00",FRAMA UK LIMITED
TfGM,Transport,Property & Equipment Maintenance,30/07/2015,5100081327,"6,497.00",JAMIESON CONTRACTING (MCR) LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,30/07/2015,5100081328,"119,138.95",JAMIESON CONTRACTING (MCR) LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,30/07/2015,5100081329,"175,148.78",JAMIESON CONTRACTING (MCR) LTD
TfGM,Transport,Metrolink Operating Costs,30/07/2015,5100078644,"8,160.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,30/07/2015,5100082733,"706,274.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,30/07/2015,5100082784,"705,153.00",METROLINK RATP DEV LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,30/07/2015,5100081630,"1,422.20",PETERS DRIVING SCHOOL
TfGM,Transport,Utilities & Energy,30/07/2015,1900041971,"1,458.56",SWALEC
TfGM,Transport,Utilities & Energy,30/07/2015,1900041973,644.25,SWALEC
TfGM,Transport,Utilities & Energy,30/07/2015,1900041977,"1,186.46",SWALEC
TfGM,Transport,Utilities & Energy,30/07/2015,1900041978,583.43,SWALEC
TfGM,Transport,Utilities & Energy,30/07/2015,1900041984,466.75,SWALEC
TfGM,Transport,Utilities & Energy,30/07/2015,1900041995,465.53,SWALEC
TfGM,Transport,Utilities & Energy,30/07/2015,1900042000,794.85,SWALEC
TfGM,Transport,Utilities & Energy,30/07/2015,1900042004,465.81,SWALEC
TfGM,Transport,Vehicle Costs,31/07/2015,5100081071,425.00,ACTIA UK LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100082330,"9,405.00",ACUITY PROGRAMME MANAGEMENT LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100082331,"7,790.00",ACUITY PROGRAMME MANAGEMENT LTD
TfGM,Transport,Capital Costs - Project Management Services,31/07/2015,5100082291,"13,200.00",AD2 LTD
TfGM,Corporate Services,Project Management Services,31/07/2015,5100081577,"1,960.00",AJILON UK LIMITED T/A COMPUTER PEOP
TfGM,Transport,Paper and Printing Consumables,31/07/2015,5100081159,776.37,ANTALIS LTD
TfGM,Transport,Paper and Printing Consumables,31/07/2015,5100081160,"1,475.68",ANTALIS LTD
TfGM,Transport,Paper and Printing Consumables,31/07/2015,5100081236,"(1,552.73)",ANTALIS LTD
TfGM,Transport,Concessionary Reimbursement,31/07/2015,1900042112,690.00,ARSHAD HAFEEZ T/A NO 1 CAB CO.
TfGM,Transport,Capital Costs - Engineering Support Services,31/07/2015,5100081538,695.25,ATKINS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100081555,"8,721.02",ATKINS LTD
TfGM,Transport,Capital Costs - Ticketing Equipment,31/07/2015,5100082215,"6,010.00",ATOS IT SERVICES UK LTD
TfGM,Transport,Capital Costs - Vehicle Repairs & Maintenance,31/07/2015,5100080039,"19,000.00",BAUMOT AG
TfGM,Transport,Capital Costs - Vehicle Repairs & Maintenance,31/07/2015,5100080040,"19,000.00",BAUMOT AG
TfGM,Transport,Capital Costs - Vehicle Repairs & Maintenance,31/07/2015,5100080041,"19,000.00",BAUMOT AG
TfGM,Transport,Capital Costs - Vehicle Repairs & Maintenance,31/07/2015,5100080045,"19,000.00",BAUMOT AG
TfGM,Transport,Capital Costs - Vehicle Repairs & Maintenance,31/07/2015,5100080047,"19,000.00",BAUMOT AG
TfGM,Transport,Capital Costs - Legal Services,31/07/2015,5100081488,"65,445.00",BIRCHAM DYSON BELL
TfGM,Transport,Driver Intervention Course Delivery Costs,31/07/2015,5100081109,"5,250.00",BOLTON MIDDLEBROOK LEISURE TRUST
TfGM,Corporate Services,IS Support & Maintenance,31/07/2015,5100081524,"2,000.00",BT ENGAGE IT
TfGM,Transport,Vehicle Costs,31/07/2015,5100082262,"2,200.00",BUS AND COACH WORLD LTD
TfGM,Transport,Vehicle Costs,31/07/2015,5100082363,"2,200.00",BUS AND COACH WORLD LTD
TfGM,Transport,Security Services,31/07/2015,5100082252,"7,953.50",CARLISLE SECURITY SERVICES LTD
TfGM,Transport,Security Services,31/07/2015,5100082254,"1,724.26",CARLISLE SECURITY SERVICES LTD
TfGM,Transport,Security Services,31/07/2015,5100082302,"4,306.64",CARLISLE SECURITY SERVICES LTD
TfGM,Transport,Research Services,31/07/2015,5100082332,"3,712.50",CAVILL ASSOCIATES
TfGM,Transport,Property & Equipment Maintenance,31/07/2015,5100081534,"20,251.50",CHARGE YOUR CAR LTD
TfGM,Corporate Services,Employee Reimbursed Costs,31/07/2015,5100082256,"10,330.00",CHILDCARE VOUCHERS LTD
TfGM,Transport,Print & Media,31/07/2015,5100081258,"1,680.00",CREATIVE CONCERN
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,31/07/2015,1900042122,"93,000.00",DLA PIPER UK LLP
TfGM,Transport,Driver Intervention Course Delivery Costs,31/07/2015,5100081223,"1,094.00",DTS LTD
TfGM,Transport,Planning Support Services,31/07/2015,5100082298,"6,270.00",DURDAR LTD
TfGM,Transport,Property & Equipment Maintenance,31/07/2015,5100082315,"5,424.64",FIELDWAY GROUP
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100081467,"3,960.00",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100081603,"8,000.00",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100081604,"5,280.00",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Postage Costs,31/07/2015,1900042079,"2,000.00",FRAMA UK LIMITED
TfGM,Transport,Driver Intervention Course Delivery Costs,31/07/2015,5100081523,"1,641.00",G VANN
TfGM,Transport,Driver Intervention Course Delivery Costs,31/07/2015,5100081762,"1,094.00",G WEBSTER
TfGM,Transport,Driver Intervention Course Delivery Costs,31/07/2015,5100081393,"1,045.38",G WHITWORTH
TfGM,Transport,Driver Intervention Course Delivery Costs,31/07/2015,5100081745,"1,525.52",GARY CAMPBELL LTD
TfGM,Transport,Vehicle Costs,31/07/2015,5100081893,470.25,GB GROUP PLC
TfGM,Transport,"Rent, Rates & Service Charges",31/07/2015,1900041847,"1,050.00",GTR MAN FIRE AND RESCUE SERVICE
TfGM,Corporate Services,Computer Support and Licences,31/07/2015,5100081337,"18,180.36",IGROUP LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,31/07/2015,5100081865,875.20,J AIREY
TfGM,Transport,Community Engagement Services,31/07/2015,5100082360,"3,060.00",JACOBS UK LTD
TfGM,Transport,Print & Media,31/07/2015,5100081631,870.00,KREATIVE BOMB LIMITED
TfGM,Transport,Vehicle Repairs & Maintenance,31/07/2015,5100082306,"2,450.00",Lloyd Morgan Group
TfGM,Corporate Services,Smart Ticketing,31/07/2015,5100081307,"27,300.00",MARBLE LTD
TfGM,Transport,Capital costs - Light Rail Support Services,31/07/2015,5100081770,"8,800.00",MASON LTD
TfGM,Transport,Vehicle Costs,31/07/2015,5100082373,610.00,MCKENNA BROTHERS
TfGM,Transport,Vehicle Repairs & Maintenance,31/07/2015,5100082375,"3,684.00",MCKENNA BROTHERS
TfGM,Transport,Vehicle Costs,31/07/2015,5100082378,610.00,MCKENNA BROTHERS
TfGM,Transport,Metrolink Operating Costs,31/07/2015,5100082921,"737,565.00",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100081404,"1,460.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100082006,"1,664.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100084664,"2,000.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Planning Support Services,31/07/2015,5100082344,742.50,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Planning Support Services,31/07/2015,5100082351,"1,817.13",MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Planning Support Services,31/07/2015,5100082356,"1,652.00",MOTT MACDONALD LTD
TfGM,Transport,Transport Planning & Monitoring Services,31/07/2015,5100081113,"5,397.50",MOUCHEL LIMITED
TfGM,Transport,Capital Costs - Heavy Rail Support Services,31/07/2015,5100081086,"8,605.47",NETWORK RAIL
TfGM,Transport,Programme & Project Management Services,31/07/2015,5100082321,504.90,NORTHCLIFFE LTD
TfGM,Corporate Services,Programme & Project Management Services,31/07/2015,5100082355,"11,130.00",NORTHCLIFFE LTD
TfGM,Corporate Services,Programme & Project Management Services,31/07/2015,5100082362,"14,310.00",NORTHCLIFFE LTD
TfGM,Transport,Property & Equipment Maintenance,31/07/2015,5100081125,"1,550.00",OCCUPATIONAL MANAGEMENT CONSULTANTS
TfGM,Transport,Property & Equipment Maintenance,31/07/2015,5100081126,750.00,OCCUPATIONAL MANAGEMENT CONSULTANTS
TfGM,Transport,Health & Safety Support Services,31/07/2015,5100082212,750.00,OCCUPATIONAL MANAGEMENT CONSULTANTS
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100081339,"218,887.08",PARSONS BRINCKERHOFF LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100081908,"2,058.55",PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Traffic and Transportation Surveys,31/07/2015,5100081285,590.25,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,31/07/2015,5100081688,"4,595.89",PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,31/07/2015,5100082853,"2,156.40",PLUSWORK LTD
TfGM,Corporate Services,IS Support Services,31/07/2015,5100081751,"9,520.00",PMA RECRUITMENT LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100081153,"1,474.00",PRACTICUS LIMITED
TfGM,Corporate Services,Temporary Vacancy Cover,31/07/2015,5100081154,"2,061.00",PRACTICUS LIMITED
TfGM,Transport,Temporary Vacancy Cover,31/07/2015,5100082292,"1,000.00",PWS TECHNICAL SERVICES (UK) LIMITED
TfGM,Corporate Services,Temporary Vacancy Cover,31/07/2015,5100082224,"(1,380.60)",Robert Walters Plc
TfGM,Transport,Rail Support Services,31/07/2015,5100082288,"8,492.50",SABLE LEIGH LTD
TfGM,Transport,Capital Costs - Project Management Services,31/07/2015,5100081772,"11,638.00",SB PROJECT MANAGEMENT LTD
TfGM,Transport,Capital Costs - Ticketing Equipment,31/07/2015,5100079717,"20,724.86",SCHEIDT & BACHMANN GMBH
TfGM,Transport,Capital Costs - Ticketing Equipment,31/07/2015,5100079935,"8,656.00",SCHEIDT & BACHMANN GMBH
TfGM,Transport,Project Management Services,31/07/2015,5100082359,641.77,SKM COLIN BUCHANAN
TfGM,Transport,Utilities & Energy,31/07/2015,1900042084,"13,993.35",SMARTEST ENERGY
TfGM,Transport,Utilities & Energy,31/07/2015,1900042085,"1,724.49",SMARTEST ENERGY
TfGM,Transport,Utilities & Energy,31/07/2015,1900042086,"3,002.40",SMARTEST ENERGY
TfGM,Transport,Security Services,31/07/2015,1900041439,"2,235.68",ST MODWEN CORPORATE SERVICES LTD
TfGM,Transport,Utilities & Energy,31/07/2015,1900042080,517.73,SWALEC
TfGM,Transport,Utilities & Energy,31/07/2015,1900042082,"2,428.42",SWALEC
TfGM,Transport,Utilities & Energy,31/07/2015,1900042092,"1,625.58",SWALEC
TfGM,Transport,Utilities & Energy,31/07/2015,1900042099,"52,610.11",SWALEC
TfGM,Transport,Transport Planning & Monitoring Services,31/07/2015,5100079622,"30,000.00",SYSTRA LTD
TfGM,Transport,Capital Costs - Public Art,31/07/2015,5100082335,"1,800.00",THE HAMILTON PROJECT
TfGM,Transport,Capital Costs - Print & Media,31/07/2015,5100081622,"2,676.00",THE LOWRY
TfGM,Transport,Bus Support Services,31/07/2015,5100081227,"1,608.58",THE TAS PARTNERSHIP LTD
TfGM,Corporate Services,IS Consumables,31/07/2015,5100081290,"3,800.00",TOTAL COMPUTERS LTD
TfGM,Transport,Cleaning,31/07/2015,5100082239,"1,190.00",TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Capital Costs - Print & Media,31/07/2015,5100081226,"3,500.00",UNIQUE CREATIVE COMMUNICATIONS
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/07/2015,5100081036,"21,258.25",URBAN VISION PARTNERSHIP LTD
TfGM,Transport,"Rent, Rates & Service Charges",31/07/2015,1900041848,"3,011.52",WIGAN COUNCIL
TfGM,Transport,Property & Equipment Maintenance,31/07/2015,5100080507,492.00,XL OFFICE SOLUTIONS
TfGM,Transport,Property & Equipment Maintenance,31/07/2015,5100081902,980.00,XL OFFICE SOLUTIONS
TfGM,Corporate Services,Temporary Maternity Cover,02/08/2015,5100081229,"1,131.24",Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,02/08/2015,5100081230,"2,340.00",Robert Walters Plc
TfGM,Corporate Services,Temporary Vacancy Cover,02/08/2015,5100081231,701.63,Robert Walters Plc
TfGM,Transport,Temporary Vacancy Cover,02/08/2015,5100081232,"2,750.00",Robert Walters Plc
TfGM,Transport,Temporary Vacancy Cover,02/08/2015,5100081233,841.01,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,02/08/2015,5100081621,"2,201.10",Robert Walters Plc
TfGM,Transport,Capital Costs - Engineering Support Services,03/08/2015,5100085338,675.00,STEPHEN J FIRTH
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100081369,"13,388.80",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100081373,"28,050.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100081852,"350,000.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100081853,"20,760.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082024,"775,018.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082025,"137,095.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082026,"3,700.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082028,"3,900.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082029,"19,607.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082030,"5,878.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082031,"7,981.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082032,"6,256.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082033,"7,689.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082034,"22,381.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082411,"16,724.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,03/08/2015,5100082412,"157,737.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Quantity Surveying Services,04/08/2015,5100082454,"1,120.00",AA PROJECTS LTD
TfGM,Transport,Sustainable Transport Support Services,04/08/2015,5100081175,"3,714.75",AECOM LTD
TfGM,Transport,Capital Costs - Project Support Services,04/08/2015,5100081658,"8,987.25",AECOM LTD
TfGM,Transport,Market Research Support,04/08/2015,5100081905,"11,175.00",AECOM LTD
TfGM,Transport,Paper and Printing Consumables,04/08/2015,5100082501,"1,475.68",ANTALIS LTD
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,04/08/2015,5100081983,"9,626.87",ARCADIS CONSULTING (UK) LTD
TfGM,Corporate Services,Procurement Services,04/08/2015,5100081484,"5,150.00",ATKINS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/08/2015,5100081682,"8,456.30",ATKINS LTD
TfGM,Transport,Print & Media,04/08/2015,5100081345,754.00,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Print & Media,04/08/2015,5100081781,887.00,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Office Furniture & Equipment,04/08/2015,5100082100,"7,320.00",BOOTH & ASSOC LTD T/A INTECH SOLUTI
TfGM,Transport,Property & Equipment Maintenance,04/08/2015,5100082393,538.29,BRUNTWOOD ESTATES ALPHA PORTFOLIO L
TfGM,Corporate Services,Computer Support and Licences,04/08/2015,5100082118,"3,992.40",BT ENGAGE IT
TfGM,Transport,Driver Intervention Course Delivery Costs,04/08/2015,5100081483,"6,800.00",BURY MBC
TfGM,Transport,Property & Equipment Maintenance,04/08/2015,5100082410,480.00,CHARGE YOUR CAR LTD
TfGM,Corporate Services,Procurement Services,04/08/2015,5100082498,"15,840.00",CNC PERFORMANCE LTD
TfGM,Transport,Traffic Management and Monitoring Services,04/08/2015,5100081292,"4,618.25",CUBIC TRANSPORTATION SYSTEMS (ITMS)
TfGM,Transport,Capital Costs - Traffic Management and Monitoring Services,04/08/2015,5100081493,"289,265.00",CUBIC TRANSPORTATION SYSTEMS (ITMS)
TfGM,Transport,Capital Costs - Project Support Services,04/08/2015,5100082447,850.00,DAVID GREGORY TRANSPORT PLANNING LT
TfGM,Transport,Print & Media,04/08/2015,5100082463,800.00,DIDSBURY ARTS FESTIVAL
TfGM,Corporate Services,IS Software & Maintenance,04/08/2015,5100081374,"4,083.33",DRAKEWELL COMPUTERS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/08/2015,5100081457,"1,230.00",EXPERIS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/08/2015,5100081514,"12,340.00",EXPERIS LTD
TfGM,Transport,Property & Equipment Maintenance,04/08/2015,5100082467,"2,643.00",FIELDWAY GROUP
TfGM,Transport,Property & Equipment Maintenance,04/08/2015,5100082468,500.00,FIELDWAY GROUP
TfGM,Corporate Services,Human Resource Services,04/08/2015,5100081144,"7,375.00",GATENBY SANDERSON
TfGM,Transport,Capital Costs - Public Art,04/08/2015,5100082422,"3,450.00",GEORGE COX AND SONS LTD
TfGM,Transport,Capital Costs - Public Art,04/08/2015,5100082423,"5,318.00",GEORGE COX AND SONS LTD
TfGM,Transport,Sustainable Travel Grant,04/08/2015,1900041485,"5,008.20",KELLOGG CO. OF GB
