Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757757010,36.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/12/2013,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01068926,36.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Patents Directorate,HRG UK,757526777,36.89,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757576207,37.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/12/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER94322,37.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757513103,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757535779,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757547367,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757567791,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757589059,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757716352,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757779790,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757779792,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757802535,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757802612,37.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757821507,37.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757511450,37.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/12/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),789,37.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757814873,37.89,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757553754,37.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757598715,37.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757715302,37.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757800354,37.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757800357,37.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/12/2013,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01034607,37.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757716356,38.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757513102,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757535777,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757547366,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757589057,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757597165,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757644651,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757657390,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757753232,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757779789,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757779791,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757802534,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757802608,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757813185,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/12/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),789,39.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),789,39.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757641156,39.08,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/12/2013,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01074558,39.08,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757523988,39.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757523989,39.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757641158,39.79,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757641160,39.79,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757641162,39.79,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),789,40.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757600478,40.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757715936,40.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757784133,40.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757662362,40.39,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757679799,40.39,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757680130,40.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757716355,40.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757721268,40.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757779780,40.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,757827045,40.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757827610,40.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757753050,40.69,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER95322,40.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER95181,40.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/12/2013,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01045489,41.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757511100,41.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757511448,41.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757552490,41.48,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757552527,41.48,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757552558,41.48,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757596968,41.48,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757666251,41.48,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757694260,41.48,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757779779,41.48,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757784131,41.48,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757786571,41.48,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/12/2013,Travel and subsistence UK,Business Support Directorate,Leasedrive Velo Rental Management Ltd,RHI01070952,42.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757604678,43.38,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757679921,43.38,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757715937,43.38,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757779777,43.38,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/12/2013,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01075610,43.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757602209,43.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,757676187,43.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757707040,43.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757725838,43.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,757827044,43.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757588966,44.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757638615,44.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757690526,44.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Patents Directorate,HRG UK,757712537,44.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757720138,44.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757779776,44.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757789331,44.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757790776,44.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/12/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER95781,44.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/12/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER96821,45.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757757012,45.37,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757676332,46.38,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/12/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER94021,46.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/12/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER94042,46.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757567790,46.76,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757799517,46.76,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757521225,46.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,757739482,46.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757753049,46.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757779778,46.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757826696,46.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/12/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER94602,47.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757596832,48.16,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER95341,48.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757644652,48.37,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757759011,48.37,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,757779782,48.37,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757728347,49.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/12/2013,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01073047,49.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757508138,49.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757707046,49.76,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757567565,50.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757798957,50.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI01058857,51.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757587735,51.26,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757510078,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757553699,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757576201,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757596969,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757644650,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757683735,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Patents Directorate,HRG UK,757694256,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Patents Directorate,HRG UK,757694259,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757716357,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757735305,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757758424,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Patents Directorate,HRG UK,757779788,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757797124,51.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757586672,51.37,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757586828,51.37,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757674196,51.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757707045,51.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757756856,51.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,757779781,51.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757821684,51.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/12/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER93681,52.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757541018,52.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757647288,52.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757809454,52.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757576206,52.54,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757656894,53.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757656956,53.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757510077,54.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757527383,54.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/12/2013,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01071500,55.03,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757514396,55.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757560183,55.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757694265,55.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757712541,55.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757797077,55.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757827339,55.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757527382,55.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757547362,56.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757580641,56.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757758421,56.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757576203,57.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/12/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER96041,57.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757827043,57.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757568264,58.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757580640,58.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757527379,58.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Patents Directorate,HRG UK,757582412,58.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,757740043,58.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER95261,59.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757527384,59.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757527385,59.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757528585,59.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757528587,59.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757528589,59.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757528592,59.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757528594,59.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757528597,59.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757596833,59.84,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757557466,60.64,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757707048,60.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757523955,61.43,Not applicable,
