Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,11/06/2015,0000193593,1405.00,Revenue,Fence Hire (Southern) Ltd,02987
Rushmoor Borough Council,Community,2517,Tree Survey Works,11/06/2015,0000193595,1330.00,Revenue,Sapling Arboriculture Limited,09448
Rushmoor Borough Council,Planning,2604,Publicity and Advertising,25/06/2015,0000193599,260.20,Revenue,Hampshire Media Ltd,12446
Rushmoor Borough Council,Community,2549,Materials,11/06/2015,0000193603,425.51,Revenue,Farnborough Tool Hire,05971
Rushmoor Borough Council,Community,2518,Publicity and Advertising,11/06/2015,0000193605,500.00,Revenue,Eagle Radio Limited,06575
Rushmoor Borough Council,Community,2549,Materials,25/06/2015,0000193610,381.42,Revenue,Farnborough Tool Hire,05971
Rushmoor Borough Council,Environmental Health and Housing,6402,Contract Costs,11/06/2015,0000193612,621.92,Capital,Bruel And Kjaer Uk Ltd,11691
Rushmoor Borough Council,Environmental Health and Housing,6402,Contract Costs,11/06/2015,0000193613,10302.08,Capital,Bruel And Kjaer Uk Ltd,11691
Rushmoor Borough Council,Legal,1202,Counsels Fees,11/06/2015,0000193615,475.00,Revenue,Ellistons Slp,12876
Rushmoor Borough Council,Legal,1202,Counsels Fees,11/06/2015,0000193616,300.00,Revenue,Miss Gemma White,13435
Rushmoor Borough Council,Community,2551,Memorial Vaults,11/06/2015,0000193619,263.50,Revenue,The Columbaria Company,00993
Rushmoor Borough Council,Legal,1208,Security Alarm,11/06/2015,0000193620,526.04,Revenue,Orbis Protect Ltd,06771
Rushmoor Borough Council,Community,2518,Refreshment Purchases,11/06/2015,0000193622,295.60,Revenue,Consort Frozen Foods Ltd,00260
Rushmoor Borough Council,Community,2517,Water,11/06/2015,0000193623,428.05,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Democratic Services,1322,Electricity,18/06/2015,0000193624,5966.78,Revenue,Edf Energy,09831
Rushmoor Borough Council,Democratic Services,1322,Repair and Maintenance of Fixed Plant,11/06/2015,0000193625,1150.00,Revenue,P J S Building Services,08039
Rushmoor Borough Council,Community,2536,Elders Lunch Club,11/06/2015,0000193627,268.70,Revenue,Myers Catering & Consultancy Limited,06313
Rushmoor Borough Council,Democratic Services,1323,Postages,11/06/2015,0000193628,1399.75,Revenue,Royal Mail,00821
Rushmoor Borough Council,Community,2517,Water,11/06/2015,0000193633,708.96,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Community,2550,Water,11/06/2015,0000193636,262.80,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Community,2517,Water,11/06/2015,0000193638,581.86,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Community,2517,Water,11/06/2015,0000193641,285.60,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Community,2537,Electricity,18/06/2015,0000193644,1331.47,Revenue,Edf Energy,09831
Rushmoor Borough Council,Community,2518,Payment to Artistes,11/06/2015,0000193647,6500.00,Revenue,Derek Block Concert Promotions Ltd,02720
Rushmoor Borough Council,Environmental Health and Housing,2246,Equipment Maintenance,18/06/2015,0000193649,1960.96,Revenue,Baydale Control Systems,12558
Rushmoor Borough Council,Environmental Health and Housing,2247,Equipment Maintenance,18/06/2015,0000193649,1460.95,Revenue,Baydale Control Systems,12558
Rushmoor Borough Council,Environmental Health and Housing,2203,Training Expenses,18/06/2015,0000193650,283.64,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Community,2518,Refreshment Purchases,11/06/2015,0000193651,296.00,Revenue,Tchibo Coffee International Ltd,05547
Rushmoor Borough Council,Community,2510,Temporary Staff,18/06/2015,0000193652,567.27,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Democratic Services,1312,Contract Staff,18/06/2015,0000193653,1062.00,Revenue,Hays,02287
Rushmoor Borough Council,Community,2526,General Repairs and Maintenance,11/06/2015,0000193654,350.00,Revenue,Crowthorne Heating Co Ltd,10551
Rushmoor Borough Council,Legal,1202,Counsels Fees,18/06/2015,0000193655,4000.00,Revenue,K&L Gates Llp,10007
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,11/06/2015,0000193656,672.00,Revenue,Phillips Accomodation Ltd,01284
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,11/06/2015,0000193657,336.00,Revenue,Phillips Accomodation Ltd,01284
Rushmoor Borough Council,Environmental Health and Housing,2212,Payment to Contractor,18/06/2015,0000193659,1303.50,Revenue,Sdk Environmental,12590
Rushmoor Borough Council,Strategy and Communiations,1413,Subscriptions,11/06/2015,0000193661,360.00,Revenue,Uk Business Park,12696
Rushmoor Borough Council,Democratic Services,1323,Postages,11/06/2015,0000193664,1254.39,Revenue,Royal Mail,00821
Rushmoor Borough Council,Holding Accounts,9446,Community Safety Partnership,11/06/2015,0000193665,488.10,Holding Accounts,Basingstoke & Deane Borough Council,00141
Rushmoor Borough Council,Community,2549,Materials,11/06/2015,0000193667,480.77,Revenue,Chambers Waste Management Plc,00217
Rushmoor Borough Council,Democratic Services,1322,General Repairs and Maintenance,11/06/2015,0000193669,325.00,Revenue,Ezyglide Ltd,10979
Rushmoor Borough Council,Democratic Services,1303,Postal Votes,25/06/2015,0000193672,933.28,Revenue,Royal Mail,00821
Rushmoor Borough Council,Community,2515,General Repairs and Maintenance,11/06/2015,0000193673,785.00,Revenue,Kemp Windows,13145
Rushmoor Borough Council,Community,2526,Electricity,18/06/2015,0000193676,990.14,Revenue,Total Gas & Power Limited,13301
Rushmoor Borough Council,Community,2559,General Repairs and Maintenance,11/06/2015,0000193678,2340.00,Revenue,Alderwood Tree Services,01218
Rushmoor Borough Council,Strategy and Communiations,1402,Training Expenses,18/06/2015,0000193681,272.51,Revenue,Michael Broussine,11801
Rushmoor Borough Council,Information Technology,3304,General Hardware,25/06/2015,0000193683,486.72,Revenue,Misco Computer Products,00628
Rushmoor Borough Council,Control Accounts,9362,Local Enterprise Partnership,18/06/2015,0000193687,306.51,Control Accounts,Misco Computer Products,00628
Rushmoor Borough Council,Community,2549,Materials,25/06/2015,0000193688,321.82,Revenue,D K Autos,08837
Rushmoor Borough Council,Community,2554,Clear Sacks,18/06/2015,0000193689,1152.00,Revenue,Cromwell Polythene Ltd,10320
Rushmoor Borough Council,Democratic Services,1325,Paper,18/06/2015,0000193694,428.00,Revenue,Antalis Ltd,00037
Rushmoor Borough Council,Democratic Services,1325,Paper,18/06/2015,0000193697,285.60,Revenue,Antalis Ltd,00037
Rushmoor Borough Council,Democratic Services,1325,Paper,18/06/2015,0000193698,428.00,Revenue,Antalis Ltd,00037
Rushmoor Borough Council,Democratic Services,1325,External Printing,18/06/2015,0000193701,428.00,Revenue,Antalis Ltd,00037
Rushmoor Borough Council,Democratic Services,1325,Paper,18/06/2015,0000193703,536.36,Revenue,Antalis Ltd,00037
Rushmoor Borough Council,Community,2517,Maintenance of Pavilions and Buildings,11/06/2015,0000193704,325.00,Revenue,Gilgen Door Systems,00445
Rushmoor Borough Council,Community,2518,Payment to Artistes,11/06/2015,0000193707,3391.50,Revenue,Stage Acts Entertainment Limited,13098
Rushmoor Borough Council,Community,2518,Payment to Artistes,11/06/2015,0000193708,1805.69,Revenue,Avalon Promotions Limited,04015
Rushmoor Borough Council,Information Technology,3304,General Hardware,25/06/2015,0000193712,659.44,Revenue,Misco Computer Products,00628
Rushmoor Borough Council,Environmental Health and Housing,2206,E Learning Support,18/06/2015,0000193713,3300.00,Revenue,First Health & Safety Ltd,12244
Rushmoor Borough Council,Strategy and Communiations,1411,Public Relations,18/06/2015,0000193714,500.43,Revenue,Xl Displays Ltd,13272
Rushmoor Borough Council,Planning,2609,Public Relations,18/06/2015,0000193714,1232.07,Revenue,Xl Displays Ltd,13272
Rushmoor Borough Council,Holding Accounts,9446,Community Safety Partnership,18/06/2015,0000193715,4000.00,Holding Accounts,Whetstone Project,13662
Rushmoor Borough Council,Information Technology,7500,Channel Shift,18/06/2015,0000193717,458.33,Capital,Capita Business Services Ltd,00208
Rushmoor Borough Council,Community,2518,Payment to Artistes,18/06/2015,0000193718,7087.25,Revenue,Fiery Light Kingdom Ltd,13663
Rushmoor Borough Council,Legal,1208,Security Alarm,18/06/2015,0000193720,526.04,Revenue,Orbis Protect Ltd,06771
Rushmoor Borough Council,Holding Accounts,9446,Community Safety Partnership,18/06/2015,0000193721,1080.00,Holding Accounts,Slingshot Design Ltd,13456
Rushmoor Borough Council,Control Accounts,9362,Local Enterprise Partnership,18/06/2015,0000193724,680.00,Control Accounts,Cyan Solutions Ltd,13258
Rushmoor Borough Council,Community,2518,Snap Discos,18/06/2015,0000193725,672.50,Revenue,Tango Security Ltd,01412
Rushmoor Borough Council,Democratic Services,1304,Hire of Transport,18/06/2015,0000193726,587.50,Revenue,Exclusive Cars,00353
Rushmoor Borough Council,Community,2549,Materials,25/06/2015,0000193729,870.00,Revenue,Martin Lovell,11584
Rushmoor Borough Council,Community,2551,Microfilimg,18/06/2015,0000193730,384.64,Revenue,Viewtouch Limited,07678
Rushmoor Borough Council,Community,6526,Contract Costs,18/06/2015,0000193731,834.00,Capital,Agrostis,13126
Rushmoor Borough Council,Environmental Health and Housing,2204,Kennel/Feed Stray Dogs,18/06/2015,0000193737,794.00,Revenue,Bowenhurst Kennels,00167
Rushmoor Borough Council,Community,2518,Payment to Artistes,18/06/2015,0000193740,375.60,Revenue,H & B,11967
Rushmoor Borough Council,Community,2537,Electricity,18/06/2015,0000193742,1363.12,Revenue,Edf Energy,09831
Rushmoor Borough Council,Information Technology,7500,Server Virtual,18/06/2015,0000193749,4480.00,Capital,Microsoft Ltd,13466
Rushmoor Borough Council,Information Technology,3304,Network Software,18/06/2015,0000193750,639.84,Revenue,Phoenix Software,00724
Rushmoor Borough Council,Community,2517,Maintenance of Pavilions and Buildings,18/06/2015,0000193751,325.00,Revenue,Gilgen Door Systems,00445
Rushmoor Borough Council,Information Technology,3304,Network Software,18/06/2015,0000193757,729.88,Revenue,Phoenix Software,00724
Rushmoor Borough Council,Community,6578,Contract Costs,18/06/2015,0000193759,1283.60,Capital,Imperial Civil Enforcement Solutions,13348
Rushmoor Borough Council,Democratic Services,1322,Office Security,18/06/2015,0000193762,2329.00,Revenue,Wot Security Group,01117
Rushmoor Borough Council,Democratic Services,1300,Official Photographs,18/06/2015,0000193768,395.00,Revenue,A J Photographic,13304
Rushmoor Borough Council,Democratic Services,1300,Official Photographs,18/06/2015,0000193769,450.00,Revenue,A J Photographic,13304
Rushmoor Borough Council,Community,2554,Glass Skip,18/06/2015,0000193770,581.27,Revenue,Fcc Recycling (Uk) Limited,11978
Rushmoor Borough Council,Environmental Health and Housing,2203,Training Expenses,18/06/2015,0000193774,421.16,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Customer Services,3814,Temporary Staff,18/06/2015,0000193775,510.23,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Legal,1200,Hampshire County Council Searches,18/06/2015,0000193776,-2184.00,Revenue,Hampshire County Council,01206
Rushmoor Borough Council,Community,2540,Agency Staff,25/06/2015,0000193777,606.80,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Customer Services,3805,Temporary Staff,18/06/2015,0000193779,759.00,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Customer Services,3805,Temporary Staff,18/06/2015,0000193780,632.50,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Customer Services,3811,Contract Staff,18/06/2015,0000193782,812.50,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Community,2518,Water,18/06/2015,0000193787,2024.79,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Community,2537,Water,18/06/2015,0000193790,345.84,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Democratic Services,1300,Mayor-making,25/06/2015,0000193793,900.00,Revenue,Edwards And Ward Ltd,12710
Rushmoor Borough Council,Legal,1200,Hampshire County Council Searches,18/06/2015,0000193794,2184.00,Revenue,Hampshire County Council,01206
Rushmoor Borough Council,Democratic Services,1300,Hospitality,25/06/2015,0000193796,360.00,Revenue,Edwards And Ward Ltd,12710
Rushmoor Borough Council,Information Technology,3304,Telephony Support,18/06/2015,0000193797,395.00,Revenue,Spring Telecommunications,08672
Rushmoor Borough Council,Democratic Services,1322,Canteen Subsidy,18/06/2015,0000193798,906.41,Revenue,Edwards And Ward Ltd,12710
Rushmoor Borough Council,Legal,1202,Other Disbursements,18/06/2015,0000193804,2258.93,Revenue,The Copyright Licensing Agency Ltd,09101
Rushmoor Borough Council,Democratic Services,1322,Electricity,18/06/2015,0000193808,5833.45,Revenue,Edf Energy,09831
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,18/06/2015,0000193811,564.00,Revenue,Brand Pest Control,03284
Rushmoor Borough Council,Personnel & Payroll,3601,Temporary Staff,25/06/2015,0000193813,655.24,Revenue,Reed,11780
Rushmoor Borough Council,Customer Services,3805,Temporary Staff,18/06/2015,0000193818,713.00,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Customer Services,3811,Contract Staff,25/06/2015,0000193819,981.50,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Community,2515,Water,18/06/2015,0000193822,380.92,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Democratic Services,1303,Equipment Storage,25/06/2015,0000193825,2486.88,Revenue,Electoral Reform Services,06506
Rushmoor Borough Council,Democratic Services,1303,External Printing,25/06/2015,0000193825,3652.03,Revenue,Electoral Reform Services,06506
Rushmoor Borough Council,Democratic Services,1303,Postal Votes,25/06/2015,0000193825,3680.89,Revenue,Electoral Reform Services,06506
Rushmoor Borough Council,Legal,1200,Hampshire County Council Searches,18/06/2015,0000193828,2088.80,Revenue,Hampshire County Council,01206
Rushmoor Borough Council,Community,2518,Trade Refuse,18/06/2015,0000193830,377.64,Revenue,Grundon Waste Management Ltd,09633
Rushmoor Borough Council,Community,2551,Memorial Vaults,18/06/2015,0000193833,375.50,Revenue,The Columbaria Company,00993
Rushmoor Borough Council,Control Accounts,9361,Supporting Families Initiative,18/06/2015,0000193836,520.00,Control Accounts,Rushmoor Healthy Living,06349
Rushmoor Borough Council,Democratic Services,1322,Trade Refuse,18/06/2015,0000193839,621.14,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2517,Playground Apparatus,18/06/2015,0000193840,900.90,Revenue,Hags-Smp Ltd,04499
Rushmoor Borough Council,Planning,2604,Publicity and Advertising,25/06/2015,0000193845,301.90,Revenue,Hampshire Media Ltd,12446
Rushmoor Borough Council,Information Technology,3302,Application Software,18/06/2015,0000193849,6385.20,Revenue,Idox Software Ltd,00661
Rushmoor Borough Council,Information Technology,3302,Application Software,18/06/2015,0000193850,2082.84,Revenue,Idox Software Ltd,00661
Rushmoor Borough Council,Personnel & Payroll,3601,Temporary Staff,25/06/2015,0000193851,745.32,Revenue,Reed,11780
Rushmoor Borough Council,Community,2551,Gas,25/06/2015,0000193855,4039.46,Revenue,Corona Energy,10757
Rushmoor Borough Council,Democratic Services,1322,Gas,25/06/2015,0000193860,1014.97,Revenue,Corona Energy,10757
Rushmoor Borough Council,Environmental Health and Housing,2227,Ditch Course,25/06/2015,0000193864,281.40,Revenue,Jewsons,00520
Rushmoor Borough Council,Community,2518,Snap Discos,18/06/2015,0000193868,400.00,Revenue,Leroy Wilson,03014
Rushmoor Borough Council,Democratic Services,1325,Photocopiers,25/06/2015,0000193877,413.17,Revenue,Ricoh Uk Ltd,00676
Rushmoor Borough Council,Community,2551,General Repairs and Maintenance,25/06/2015,0000193880,740.60,Revenue,Accurate Mechanical Services Ltd,12623
Rushmoor Borough Council,Community,2549,Leasing Charges,25/06/2015,0000193883,484.00,Revenue,Hampshire Transport Management,12676
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,25/06/2015,0000193884,672.00,Revenue,Phillips Accomodation Ltd,01284
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,25/06/2015,0000193885,336.00,Revenue,Phillips Accomodation Ltd,01284
Rushmoor Borough Council,Community,2517,Playground Apparatus,25/06/2015,0000193886,1150.50,Revenue,Hags-Smp Ltd,04499
Rushmoor Borough Council,Democratic Services,1312,Contract Staff,25/06/2015,0000193890,1260.00,Revenue,Hays,02287
Rushmoor Borough Council,Legal,1202,Temporary Staff,25/06/2015,0000193891,1284.29,Revenue,Hays,02287
Rushmoor Borough Council,Democratic Services,1314,Training Expenses,25/06/2015,0000193892,282.00,Revenue,Stephen Quigley,12603
Rushmoor Borough Council,Financial Services,3401,Admin Equipment,25/06/2015,0000193894,1514.10,Revenue,D K Office Furniture,08652
Rushmoor Borough Council,Information Technology,3304,Network Software,25/06/2015,0000193896,1159.20,Revenue,Specops Spftware Limited,11591
Rushmoor Borough Council,Planning,2608,Consultancy,25/06/2015,0000193905,325.00,Revenue,Monson Engineering Limited,09051
Rushmoor Borough Council,Planning,2604,Publicity and Advertising,25/06/2015,0000193910,406.15,Revenue,Hampshire Media Ltd,12446
Rushmoor Borough Council,Community,2517,Playground Apparatus,25/06/2015,0000193915,1845.00,Revenue,Park Leisure & Sport Ltd,13676
Rushmoor Borough Council,Customer Services,3814,Admin Equipment,25/06/2015,0000193916,372.12,Revenue,Hullabaloo Communications Ltd,12514
Rushmoor Borough Council,Community,2518,Snap Discos,25/06/2015,0000193920,672.50,Revenue,Tango Security Ltd,01412
Rushmoor Borough Council,Community,2517,Playground Apparatus,25/06/2015,0000193921,3850.00,Revenue,Ej Services (Uk) Ltd,09992
Rushmoor Borough Council,Community,2517,Playground Apparatus,25/06/2015,0000193926,4645.00,Revenue,Redlynch Leisure Installations Ltd,13678
Rushmoor Borough Council,Personnel & Payroll,3601,Temporary Staff,25/06/2015,0000193928,803.06,Revenue,Reed,11780
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,25/06/2015,0000193930,1040.00,Revenue,Pump Services Camberley Ltd,02866
Rushmoor Borough Council,Democratic Services,1323,Postages,25/06/2015,0000193931,1393.28,Revenue,Royal Mail,00821
Rushmoor Borough Council,Strategy and Communiations,1411,Council Magazine,25/06/2015,0000193932,5784.00,Revenue,Deep South Media Ltd,08065
Rushmoor Borough Council,Legal,1202,Other Disbursements,25/06/2015,0000193935,800.00,Revenue,Rp Austin,13681
Rushmoor Borough Council,Strategy and Communiations,1413,Subscriptions,25/06/2015,0000193940,800.00,Revenue,Hampshire Chamber Of Commerce,12627
Rushmoor Borough Council,Customer Services,3814,Temporary Staff,25/06/2015,0000193943,810.75,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Community,2537,Security Services,25/06/2015,0000193944,2357.88,Revenue,Contract Security Services Ltd,00014
Rushmoor Borough Council,Customer Services,3814,Security Services,25/06/2015,0000193945,607.68,Revenue,Contract Security Services Ltd,00014
Rushmoor Borough Council,Community,2540,Agency Staff,25/06/2015,0000193952,606.80,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Customer Services,3814,Temporary Staff,25/06/2015,0000193954,510.23,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Environmental Health and Housing,2228,Leasing Charges,25/06/2015,0000193956,853.63,Revenue,D K Autos,08837
Rushmoor Borough Council,Personnel & Payroll,3601,In-house Training,25/06/2015,0000193957,1670.00,Revenue,Acas,09885
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,25/06/2015,0000193965,1354.50,Revenue,Temple Lifts Limited,12997
Rushmoor Borough Council,Community,2518,Service Charges,25/06/2015,0000193978,292.00,Revenue,Ab Party & Catering Equipment,09408
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/06/2015,0080006194,4667.00,Capital,Bowditch And Ford Ltd,01572
Rushmoor Borough Council,Community,2551,Ministers Fees,04/06/2015,0080006199,534.00,Revenue,Rev K Hodges,00803
Rushmoor Borough Council,Community,2551,Organists Fees,04/06/2015,0080006200,308.00,Revenue,Mr W Nisbet,13655
Rushmoor Borough Council,Community,2551,Organists Fees,04/06/2015,0080006202,1716.00,Revenue,Mr T Sturt,05535
Rushmoor Borough Council,Community,2551,Medical Reference Fees,04/06/2015,0080006203,2489.00,Revenue,Dr R W Ainsworth,01521
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/06/2015,0080006205,4855.00,Capital,Bentley Mobility Services,00150
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/06/2015,0080006206,4571.00,Capital,Liftability Limited,03780
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/06/2015,0080006210,2814.35,Capital,Southern Counties Building Solutions Lt,13340
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,11/06/2015,0080006213,296.00,Revenue,Njh Estates Ltd,13219
Rushmoor Borough Council,Community,2537,Refunds,11/06/2015,0080006214,1521.40,Revenue,Pc World,02781
Rushmoor Borough Council,Community,2537,,11/06/2015,0080006221,289.17,Revenue,Thomson Directories,01040
Rushmoor Borough Council,Control Accounts,9351,Community Cohesion,11/06/2015,0080006223,1000.00,Control Accounts,Connaught School,00259
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,11/06/2015,0080006226,765.00,Control Accounts,B A Developments,10756
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,02/06/2015,0080006238,1162.00,Revenue,Fosters Property Management,13206
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,02/06/2015,0080006238,1015.00,Control Accounts,Fosters Property Management,13206
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,03/06/2015,0080006240,900.00,Control Accounts,Fleur Bonnot-Davey,13665
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/06/2015,0080006241,538.97,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/06/2015,0080006242,4491.44,Capital,Mr S K Lunn,12915
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,18/06/2015,0080006243,765.00,Control Accounts,B A Developments,10756
Rushmoor Borough Council,Personnel & Payroll,3601,Professional Subscriptions,18/06/2015,0080006252,336.00,Revenue,Cipd,00498
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/06/2015,0080006260,4149.54,Capital,Vistar Construction Ltd,03008
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/06/2015,0080006261,3463.78,Capital,Southern Counties Building Solutions Lt,13340
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,18/06/2015,0080006262,1050.00,Control Accounts,Mr Brendan Lambkin,13674
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,18/06/2015,0080006263,301.91,Revenue,Cove Brook Greenway Group,13675
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,25/06/2015,0080006268,4265.56,Capital,Bowditch And Ford Ltd,01572
Rushmoor Borough Council,Community,2518,Agency Sales,25/06/2015,0080006269,1946.00,Revenue,Surrey County Council,12225
Rushmoor Borough Council,Community,2518,Agency Sales,25/06/2015,0080006271,2700.00,Revenue,Rushmoor Odd Fellows Male Voice Choir,00682
Rushmoor Borough Council,Community,2518,Agency Sales,25/06/2015,0080006272,3192.00,Revenue,Surrey County Council,12225
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,25/06/2015,0080006277,4570.58,Capital,Top Notch Building Services,09540
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,25/06/2015,0080006282,772.50,Revenue,Bridges Lettings,06657
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,25/06/2015,0080006283,850.00,Control Accounts,Smartmove Property Specialists Ltd,13163
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,25/06/2015,0080006284,975.00,Control Accounts,Haart Residential Lettings,13690
Rushmoor Borough Council,Legal,1200,Legal Costs (Litigation),26/06/2015,0080006285,86010.16,Revenue,Bevan Brittan Llp,13696
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,24/06/2015,0080006287,1250.00,Control Accounts,Driss Naffati,13697
Rushmoor Borough Council,Personnel & Payroll,3601,Health Care,02/06/2015,40,1800.00,Revenue,National Deposit,DD1
Rushmoor Borough Council,Community,2518,Access/Cardnet,15/06/2015,38,315.39,Revenue,Capita,DD2
Rushmoor Borough Council,Community,2518,Access/Cardnet,15/06/2015,37,278.58,Revenue,Capita,DD3
Rushmoor Borough Council,All Services,9347,Staff Rail Travel,22/06/2015,28,680.70,Revenue,Rail Settlement Plan,DD4
Rushmoor Borough Council,Customer Services,3805,Access/Cardnet,16/06/2015,61,530.45,Revenue,Capita,DD5
Rushmoor Borough Council,Customer Services,3805,Access/Cardnet,16/06/2015,51,919.95,Revenue,Capita,DD6
Rushmoor Borough Council,Customer Services,3814,Telephones,29/06/2015,44,372.12,Revenue,Hullabaloo,DD7
,,,,,,,,,
