Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount in Sterling
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"1,065.12"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"9,799.92"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"16,389.96"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"5,244.96"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"7,150.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"1,699.92"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"25,717.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"3,000.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"10,599.88"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"4,549.92"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"4,299.96"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,UNISON,UNISON,UNISON,0001432954,"34,880.97"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Water & Sewerage,Estates and Facilities,UNITED UTILITIES WATER,0001431139,"47,764.47"
