Year,Author,Title,citation,Type,Collaborators,Main subject,Subject,Keywords,URL,Notes
2009,Cliquet F; Picard Meyer E; Barrat J; BROOKES SM; HEALY DM; Wasniewski M; Litaize E; Biarnais M; JOHNSON L; FOOKS AR,Experimental infection of foxes with European bat lyssaviruses type-1 and 2.,BMC Veterinary Research  5:19,Periodical article,"WHO Collaborating Centre for Research and Management in Zoonoses Control, OIE Reference Laboratory for Rabies, Community Reference Laboratory for Rabies, Community Reference Laboratory for Rabies Serology, AFSSA Malzeville, France.",VIROLOGY,WILDLIFE AND PESTS,Rabies,http://www.biomedcentral.com/content/pdf/1746-6148-5-19.pdf,
2009,Clough HE; Fenton SE; French NP; MILLER AJ; COOK AJC,Evidence from the UK Zoonoses Action Plan in favour of localised anomalies of salmonella infection on United Kingdom pig farms.,Preventive Veterinary Medicine 89 (1-2) 67-74,Periodical article,"National Centre for Zoonosis Research, Leahurst, University of Liverpool, Liverpool CH64 7TE. 
AstraZeneca Pharmaceuticals, Macclesfield, Cheshire. 
EpiCentre, Institute of Veterinary, Animal and Biomedical Sciences, Massey University, Palmerston North, New Zealand.",BACTERIOLOGY,PIGS,Salmonella,http://dx.doi.org/10.1016/j.prevetmed.2009.01.008,
2009,COLLINS JW; LA RAGIONE RM; WOODWARD MJ; SEARLE LEJ,Application of prebiotics and probiotics in livestock.,"In: Charalampopoulos D (ed); Rastall RA (ed) Prebiotics and Probiotics Science and Technology, Springer-Verlag, New York, 2009, 57-88",Book chapter,,BACTERIOLOGY,GENERAL,Probiotics,http://www.springerlink.com/content/k8p35222tv24323w/fulltext.pdf,
2009,Coulson N; Taylor A,Signing and stamping of official veterinary certification (letter).,Veterinary Record 164 (21) 667,Periodical article,,MISCELLANEOUS,GENERAL,Exports,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/21/667,
2009,CRANWELL M,The appearance of type 2 BVDV and BDV in cattle in the UK.,Government Veterinary Journal 20 (2) 44-47,Periodical article,,VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,Virus diseases; BVD,http://www.defra.gov.uk/gvs/publications/gvj/pdf/gvj-vol2002.pdf,
2009,DANIEL R; Evans H; Rolfe S; Rua-Domenech R de la; CRAWSHAW T; HIGGINS RJ; SCHOCK A; CLIFTON-HADLEY R,Outbreak of tuberculosis caused by Mycobacterium bovis in golden Guernsey goats in Great Britain.,Veterinary Record 165 (12) 335-342,Periodical article,"TB Team, Office of the Chief Veterinary Officer, Welsh Assembly Government, Cathays Park, Cardiff CF10 3NQ.",BACTERIOLOGY,GOATS,Tuberculosis; Bovine tuberculosis,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/12/335,
2009,DANIEL R; Lewis D; PAYNE J,Metaldehyde poisoning in a dairy herd (letter).,Veterinary Record 165 (19) 575-576,Periodical article,"Fenton Veterinary Practice, 21 Portfield, Haverfordwest, Pembrokeshire SA61 1BN",MISCELLANEOUS,CATTLE AND RUMINANTS IN GENERAL,Food safety; Cattle,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/19/575,
2009,Darpel KE; Batten CA; Veronesi E; WILLIAMSON S; Anderson A; Dennison M; Clifford S; Smith C; Philips L; BIDEWELL C; Bachanek-Bankowska K; Sanders A; Bin-Tarif A; Wilson AJ; Gubbins S; Mertens PPC; Oura CA; Mellor PS,"Transplacental transmission of bluetongue virus 8 in cattle, UK.",Emerging Infectious Diseases 15 (2) 2025-2028,Periodical article,"Institute for Animal Health, Pirbright.  
Animal Health Divisional Office, Bury St. Edmunds. (P. Anderson, S. Clifford, C. Smith, L. Philips). 
Animal Health Divisional Office, Chelmsford. (M. Dennison)",VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,Virus diseases,http://www.cdc.gov/eid/content/15/12/pdfs/2025.pdf,
2009,DAVISON NJ; CRANWELL MP; PERRETT LL; DAWSON CE; Deaville R; STUBBERFIELD EJ; Jarvis DS; Jepson PD,Meningoencephalitis associated with brucella species in a live-stranded striped dolphin (Stenella coeruleoalba) in south-west England.,Veterinary Record 165 (3) 86-89,Periodical article,"Institute of Zoology, The Wellcome Building, Zoological Society of London, Regent's Park, London NW1 4RY. 
British Divers Marine Life Rescue, Lime House, Regency Close, Uckfield, East Sussex TN22 1DS.",BACTERIOLOGY,WILDLIFE AND PESTS,Brucella,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/3/86,
2009,DAWSON M,Update on EC restrictions to be applied to the use of milk from TSE-affected goat herds and sheep flocks.,Goat Veterinary Society Journal (25) 66-67,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL,TRANSMISSIBLE SPONGIFORM ENCEPHALOPATHY,,
2009,DEAN GS; Crawshaw TR; Rua-Domenech R de la; Farrant L; Greenwald R; HIGGINS RJ; Lyashchenko K; VORDERMEIER HM; TWOMEY DF,Use of serological techniques for diagnosis of Mycobacterium bovis infection in a llama herd.,Veterinary Record 165 (11) 323-324,Periodical article,"Animal Health, Clyst House, Winslade Park, Clyst St Mary, Devon EX5 1DY. 
Chembio Diagnostic Systems, 3661 Horseblock Road, Medford, NY 11763, USA.",BACTERIOLOGY,CAMELIDS,Tuberculosis; Bovine tuberculosis; Camelids,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/11/323,
2009,DEXTER G; Tongue SC; Heasman L; BELLWORTHY SJ; Davis A; MOORE SJ; SIMMONS MM; SAYERS AR; SIMMONS HA; MATTHEWS D,The evaluation of exposure risks for natural transmission of scrapie within an infected flock.,BMC Veterinary Research 5:38,Periodical article,"ADAS, High Mowthorpe, Duggleby, Malton, North Yorkshire YO17 8BP. 
Veterinary Medicines Directorate, Woodham Lane, New Haw, Addlestone, Surrey, KT15 3LS. 
Westpoint Veterinary Group, Dawes Farm, Bognor Road, Warnham, West Sussex, RH12 3SH. 
School of Veterinary Science, University 
of Queensland, Pathology, Infectious Disease & Biosecurity, St Lucia, Australia.",SPONGIFORM ENCEPHALOPATHIES,SHEEP,Scrapie,http://www.biomedcentral.com/content/pdf/1746-6148-5-38.pdf,
2009,Di Provvido A; Scacchia M; Varasano V; CHURCHWARD C; De Caro C; Al-Momani W; Di Francesco G; AYLING RD; Lelli R; NICHOLAS RAJ,Experimental infection of goats with an unusual strain of Mycoplasma mycoides subsp. capri isolated in Jordan.,Journal of Comparative Pathology 141 (2-3) 121-126,Periodical article,"Instituto Zooprofilattico Sperimentale dell' Abbruzzo e Molise, Teramo 61400, Italy. 
Dipartimento di Scienze Cliniche Veterinarie Universita degli Studi di Teramo, Teramo, Italy. 
Al-Balqa Applied University, Al-Salt 19117, Jordan.",BACTERIOLOGY,GOATS,Mycoplasma,http://dx.doi.org/10.1016/j.jcpa.2008.12.007,
2009,DREW T,Call for national action to control bovine viral diarrhoea (letter).,Veterinary Record 165 (21) 635,Periodical article,,VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,VIRUS DISEASES; BVD,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/21/635-a,
2009,Drewe JA; DEAN GS; Michel AL; Pearce GP,Accuracy of three diagnostic tests for determining Mycobacterium bovis infection status in live-sampled wild meerkats (Suricata suricatta).,Journal of Veterinary Diagnostic Investigation 21 (1) 31-39,Periodical article,"Wildlife Health and Conservation Medicine Group, Department of Veterinary Medicine, University of Cambridge, Madingley Road, Cambridge CB3 0ES. 
University of Cambridge, Dept of Zoology, Cambridge CB3 0ES. 
ARC Onderstepoort Vet Inst, TB Lab, Onderstepoort, South Africa.",BACTERIOLOGY,WILDLIFE AND PESTS,Bovine tuberculosis,http://jvdi.org/cgi/reprint/21/1/31,
2009,Dunham EJ; Dugan VG; Kaser EK; Perkins SE; BROWN IH; Holmes EC; Taubenberger JK,Different evolutionary trajectories of European avian-like and classical swine H1N1 influenza A viruses.,Journal of Virology 83 (11) 5485-5494,Periodical article,"Laboratory of Infectious Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland. 
Center for Infectious Disease Dynamics, Department of Biology, The Pennsylvania State University, University Park, Pennsylvania. 
Fogarty International Center, National Institutes of Health, Bethesda, Maryland.",VIROLOGY,GENERAL,Influenza; Avian influenza; Swine influenza,http://dx.doi.org/10.1128/JVI.02565-08,
2009,Eaton SL; Anderson MJ; Hamilton S; GONZALEZ L; Sales J; JEFFREY M; Reid HW; Rocchi MS; Chianini F,CD21 B cell populations are altered following subcutaneous scrapie inoculation in sheep.,Veterinary Immunology and Immunopathology 131 (1-2) 105-109,Periodical article,"Moredun Research Institute, Edinburgh. 
University of Edinburgh, Edinburgh. 
Biomathematics and Statistics Scotland, James Clerk Maxwell Building, The King's Building, Edinburgh, EH9 3JZ.",SPONGIFORM ENCEPHALOPATHIES,SHEEP AND GOATS,Scrapie,http://dx.doi.org/10.1016/j.vetimm.2009.02.012,
2009,Edwards G; FOSTER A; LIVESEY C,Use of ocular fluids to aid postmortem diagnosis in cattle and sheep.,In Practice 31 (1) 22-25,Periodical article,,MISCELLANEOUS,DIAGNOSTIC TECHNIQUES,DIAGNOSTICS,http://inpractice.bvapublications.com/cgi/reprint/31/1/22,
2009,EDWARDS GT,"The threats posed by exotic parasitic infestations: ticks, vectors, mites and nematodes.",Proceedings of the Sheep Veterinary Society (32) 27-30,Conference proceedings,,PARASITOLOGY,CATTLE AND RUMINANTS IN GENERAL,PARASITOLOGY AND PARASITIC DISEASES,,
2009,EDWARDS GT; SCHOCK A; Smith L,Endocarditis in a British heifer due to Erysipelothrix rhusiopathiae infection.,Veterinary Record 165 (1) 28-29,Periodical article,"Tudor, Lawson, Dallimore & Parry Veterinary Surgeons, Bala Road, Dolgellau, Gwynedd LL40 2YF.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,CATTLE,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/1/28,
2009,ELLIS-IVERSEN J; COOK AJC; SMITH RP; PRITCHARD GC; Nielen M,Temporal patterns and risk factors for Escherichia coli O157 and campylobacter spp. in young cattle.,Journal of Food Protection 72 (3) 490-496,Periodical article,"Department of Farm Animal Health, Faculty of Veterinary Medicine, Utrecht University, Marburglaan 2, 3584 CN, Utrecht, The Netherlands.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,FOOD SAFETY; Escherichia coli; Campylobacter,http://www.ingentaconnect.com/content/iafp/jfp/2009/00000072/00000003/art00006,
2009,ELLIS-IVERSEN J; Hogeveen H,Barriers and motivators for zoonotic control on cattle farms.,"Society for Veterinary Epidemiology and Preventive Medicine, London 1st-3rd April 2009, 177-187",Conference proceedings,,MISCELLANEOUS,CATTLE AND RUMINANTS IN GENERAL,Food safety; Zoonoses,,
2009,ELLIS-IVERSEN J; Jorgensen F; Bull S; POWELL L; COOK AJ; Humphrey TJ,Risk factors for Campylobacter colonisation during rearing of broiler flocks in Great Britain.,Preventive Veterinary Medicine 89 (3-4) 178-184,Periodical article,"Foodborne Zoonoses Unit, Health Protection Agency, School of Clinical Veterinary Science, University of Bristol, Langford, Bristol BS40 5DU. 
School of Clinical Veterinary Science, University of Bristol, Langford, Bristol BS40 5DU. ",BACTERIOLOGY,POULTRY AND OTHER BIRDS,Campylobacter,http://dx.doi.org/10.1016/j.prevetmed.2009.02.004,
2009,ELLIS-IVERSEN J; PRITCHARD GC; WOOLDRIDGE M; Nielen M,Risk factors for Campylobacter jejuni and Campylobacter coli in young cattle on English and Welsh farms.,Preventive Veterinary Medicine 88 (1) 42-48,Periodical article,"Departement Gezondheidszorg Landbouwhuisdieren, Utrecht University, Marburglaan 2, 3584 CN Utrecht, The Netherlands.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Campylobacter,http://dx.doi.org/10.1016/j.prevetmed.2008.07.002,
2009,Ersdal C; GOODSIR CM; SIMMONS MM; MCGOVERN G; JEFFREY M,Abnormal prion protein is associated with changes of plasma membranes and endocytosis in bovine spongiform encephalopathy (BSE)-affected cattle brains.,Neuropathology and Applied Neurobiology 35 (3) 259-271,Periodical article,"Department of Basic Sciences and Aquatic Medicine, Norwegian School of Veterinary Science, Oslo, Norway.",SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL,BOVINE SPONGIFORM ENCEPHALOPATHY; Prions,,
2009,EVEREST DJ; DASTJERDI A; GURRALA R; BANKS M; Meredith AL; Milne EM; Sainsbury AW,Rotavirus in red squirrels from Scotland (letter).,Veterinary Record 165 (15) 450,Periodical article,"Royal (Dick) School of Veterinary Studies, University of Edinburgh, Easter Bush Veterinary Centre, Roslin, Midlothian EH25 9RG. 
Zoological Society of London, Regent's Park, London NW1 4RY.",VIROLOGY,WILDLIFE AND PESTS,VIRUS DISEASES; Rotavirus; Squirrels,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/15/450-b,
2009,EVEREST DJ; GRIERSON SS; Stidworthy MF; Shuttleworth C,PCR detection of adenovirus in grey squirrels on Anglesey (letter).,Veterinary Record 165 (16) 482,Periodical article,"International Zoo Veterinary Group, Keighley Business Centre, South Street, Keighley, West Yorkshire, BD21 1AG. 
Mentor Mon, Bryn Cefni Industrial Estate, Llangefni, Anglesey LL77 7XA.",VIROLOGY,WILDLIFE AND PESTS,VIRUS DISEASES; Squirrels,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/16/482,
2009,Fenton SE; Clough HE; Diggle PJ; EVANS SJ; DAVISON HC; Vink WD; French NP,Spatial and spatio-temporal analysis of salmonella infection in dairy herds in England and Wales.,Epidemiology and Infection 137 (6) 847-857,Periodical article,"Department of Veterinary Clinical Science, Faculty of Veterinary Science, University of Liverpool. 
Statistical Sciences Group, AstraZeneca Pharmaceuticals, Macclesfield. 
Department of Medicine, Lancaster University, Lancaster. 
Institute of Veterinary, Animal and Biomedical Sciences, College of Sciences, Massey University, New Zealand.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Salmonella,http://dx.doi.org/10.1017/S0950268808001349,
2009,Fielder M; BORRIELLO P,"Zoonoses: past, present and future.",Microbiologist 10 (1) 24-28,Periodical article,"School of Life Sciences, Kingston University, Penrhyn Road, Kingston, London KT1 2EE.",MISCELLANEOUS,GENERAL,MISCELLANEOUS; Zoonoses,http://www.sfam.org.uk/pdf/issues/mar09_micro.pdf,
2009,FOOKS A; JOHNSON N; Rupprecht CE,Rabies.,"In: Barrett ADT (ed); Stanberry LR (ed), Vaccines for Biodefense and Emerging Neglected Diseases, Academic Press, London, 2009, 609-630",Book chapter,"Centers for Disease Control and Prevention, Atlanta, Georgia, USA.",VIROLOGY,GENERAL,Rabies,,
2009,FOOKS AR; JOHNSON N; Freuling CM; WAKELEY PR; BANYARD AC; MCELHINNEY LM; MARTSON DA; DASTJERDI A; Wright E; Weiss RA; Muller T,Emerging technologies for the detection of rabies virus: challenges and hopes in the 21st century.,PLoS Neglected Tropical Diseases 3 (9): e530,Periodical article,"Friedrich-Loeffler-Institute, Federal Research Institute of Animal Health, Wusterhausen, Germany. 
Division of Infection and Immunity, University College London.",VIROLOGY,GENERAL,Rabies,http://dx.doi.org/doi:10.1371/journal.pntd.0000530,
2009,FOOKS AR; JOHNSON N; Muller T; Vos A; MANSFIELD K; HICKS D; NUNEZ A; Freuling C; Neubert L; Kaipf I; Denzinger A; Franka R; Rupprecht CE,Detection of high levels of European bat lyssavirus type-1 viral RNA in the thyroid gland of experimentally-infected Eptesicus fuscus bats.,Zoonoses and Public Health 56 (6-7) 270-277,Periodical article,"Institute for Epidemiology, Friedrich-Loeffler-Institute, Wusterhausen, Germany. 
IDT Biologika GmbH, Am Pharmapark, Dessau-Rosslau Germany. 
Department of Animal Physiology, Institute of Zoology, University of Tuebingen, Tuebingen, Germany. 
Centre for Disease Control and Prevention, Atlanta, GA, USA.",VIROLOGY,WILDLIFE AND PESTS,Rabies,,
2009,FOSTER A,"Fluke diseases of small ruminants: fascioliasis in camelids, and paramphistomes.",Proceedings of the Sheep Veterinary Society (32) 119-122,Conference proceedings,,PARASITOLOGY,CAMELIDS,PARASITOLOGY AND PARASITIC DISEASES; Camelids,,
2009,FOSTER A; BIDEWELL C; BARNETT J; SAYERS R,Haematology and biochemistry in alpacas and llamas.,In Practice 31 (6) 276-281,Periodical article,,MISCELLANEOUS,CAMELIDS,Miscellaneous; Camelids,http://inpractice.bvapublications.com/cgi/reprint/31/6/276,
2009,FOSTER AP; NAYLOR RD; Howie NM; NICHOLAS RAJ; AYLING RD,Mycoplasma bovis and otitis in dairy calves in the United Kingdom.,Veterinary Journal 179 (3) 455-457,Periodical article,"Nantwich Veterinary Group, Nantwich Veterinary Hospital, Crewe Road End, Nantwich, CW5 5SF.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Mycoplasma,http://dx.doi.org/10.1016/j.tvjl.2007.10.020,
2009,FOSTER AP; OTTER A; NAYLOR R; WESSELS ME; Veenstra B,Hepatitis in a six-month-old lamb with Fusobacterium varium infection (letter).,Veterinary Record 164 (3) 98,Periodical article,"Stapeley Veterinary Practice, The Gatehouse, Lordstone Lane, Minsterley, Shropshire SY5 0EU.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Sheep,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/3/98,
2009,FOYLE KL; FULLER HE; HIGGINS RJ; Russell GC; Willoughby K; Rosie WG; Stidworthy MF; FOSTER AP,Malignant catarrhal fever in sika deer (Cervus nippon) in the UK.,Veterinary Record 165 (15) 445-447,Periodical article,"Moredun Research Institute, Pentlands Science Park, Bush Loan, Penicuik, Midlothian EH26 0PZ. 
Vale Veterinary Group, Areley Kings, Stourport-on-Severn, Worcestershire DY13 0LB. 
International Zoo Veterinary Group, Keighley Business Centre, South Street, Keighley, West Yorkshire BD21 1AG.",VIROLOGY,DEER,VIRUS DISEASES; Virology; Deer,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/15/445,
2009,Freuling C; Vos A; JOHNSON N; FOOKS AR; Muller T,Bat rabies - a Gordian knot?,Berliner und Munchener Tierarztliche Wochenschrift 122 (11-12) 425-433,Periodical article,"Institute for Epidemiology, WHO Collaborating Centre for Rabies Surveillance and Research, Friedrich-Loeffler-Institute, Federal Research Institute of Animal Health, Wusterhausen, Germany. 
IDT Biologika GmbH, Dessau-Rosslau, Germany.",VIROLOGY,GENERAL,Rabies,,
2009,Freuling C; Vos A; JOHNSON N; Kaipf I; Denzinger A; Neubert L; MANSFIELD K; HICKS D; NUNEZ A; Tordo N; Rupprecht CE; FOOKS AR; Muller T,Experimental infection of serotine bats (Eptesicus serotinus) with European bat lyssavirus type 1a.,Journal of General Virology 90 (10) 2493-2502,Periodical article,"Institute for Epidemiology, WHO Collaborating Centre for Rabies Surveillance and Research, Friedrich-Loeffler-Institute, Federal Research Institute of Animal Health, Seestrasse 55, 16868 Wusterhausen, Germany. 
IDT Biologika GmbH, Am Pharmapark, 06861 Dessau-Rosslau, Germany. 
Animal Physiology, Institute of Neurobiology, Eberhard-Karls-University, Auf der Morgenstelle 28, 72076 Tubingen, Germany. 
Institut Pasteur, Department of Virology, Antiviral Strategy Unit, 25–28 rue du Docteur Roux, 75724 Paris, France. 
Centers for Disease Control and Prevention, 1600 Clifton Road NE, Atlanta, GA 30333, USA.",VIROLOGY,WILDLIFE AND PESTS,Rabies,http://dx.doi.org/10.1099/vir.0.011510-0,
2009,FULLER CM; COLLINS MS; ALEXANDER DJ,Development of a real-time reverse-transcription PCR for the detection and simultaneous pathotyping of Newcastle disease virus isolates using a novel probe.,Archives of Virology 154 (6) 929-937,Periodical article,,VIROLOGY,POULTRY AND OTHER BIRDS,Newcastle disease,http://link.springer.com/content/pdf/10.1007%2Fs00705-009-0391-z,
2009,GALE P; DREW T; PHIPPS LP; DAVID G; WOOLDRIDGE M,The effect of climate change on the occurrence and prevalence of livestock diseases in Great Britain: a review.,Journal of Applied Microbiology 106 (5) 1409-1423,Periodical article,,MISCELLANEOUS,GENERAL,MISCELLANEOUS,http://dx.doi.org/10.1111/j.1365-2672.2008.04036.x,
2009,GARCIA PELAYO MC; NUNEZ GARCIA J; GOLBY P; PIRSON C; EWER K; VORDERMEIER M; HEWINSON RG; GORDON SV,Gene expression profiling and antigen mining of the tuberculin production strain Mycobacterium bovis AN5.,Veterinary Microbiology 133 (3) 272-277,Periodical article,,BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Tuberculosis; Bovine tuberculosis,http://dx.doi.org/10.1016/j.vetmic.2008.07.004,
2009,GARCIA-PELAYO MC; Uplekar S; Keniry A; LOPEZ PM; Garnier T; NUNEZ GARCIA J; Boschiroli L; Xiangmei Zhou; Parkhill J; SMITH N; HEWINSON RG; Cole ST; GORDON SV,A comprehensive survey of single nucleotide polymorphisms (SNPs) across Mycobacterium bovis strains and M. bovis BCG vaccine strains refines the genealogy and defines a minimal set of SNPs that separate virulent M. bovis strains and M. bovis BCG strains.,Infection and Immunity 77 (5) 2230-2238,Periodical article,"Global Health Institute, EPFL, CH-1015 Lausanne, Switzerland. 
The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SA. 
Department of Biochemistry and Molecular Biology, Universidad de Granada, Granada, Spain. 
Unite de Genetique et Genomique des Insectes Vecteurs, Institut Pasteur, 28 Rue du Dr Roux, Paris 75015, France. 
Agence Francaise de Securite Sanitaire des Aliments, 23 avenue du General-de-Gaulle, 94706 Maisons-Alfort Cedex, France. 
College of Veterinary Medicine, China Agricultural University, Yuanmingyuan West Road No. 2, Haidian District, Beijing, People's Republic of China, 100193. 
Centre for the Study of Evolution (CSE), University of Sussex, Brighton BN1 9QL. 
UCD Schools of Agriculture, Food Science and Veterinary Medicine, Medicine and Medical Science, Biomolecular and Biomedical Science, College of Life Sciences, and UCD Conway Institute of Biomolecular and Biomedical Research, University College Dublin, Dublin 4, Ireland.",BACTERIOLOGY,GENERAL,Tuberculosis; Bovine tuberculosis,http://iai.asm.org/cgi/reprint/77/5/2230,
2009,GAUDIE CM; WRAGG PN; Barber AM,Outbreak of disease due to Candida krusei in a small dairy herd in the UK.,Veterinary Record 165 (18) 535-537,Periodical article,"Clevedale Veterinary Practice, Upleatham, Redcar, Cleveland TS11 8AG.",MISCELLANEOUS,CATTLE AND RUMINANTS IN GENERAL,Cattle,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/18/535,
2009,Gavier-Widen D; Cooke MM; Gallagher J; CHAMBERS MA; Gortazar C,A review of infection of wildlife hosts with Mycobacterium bovis and the diagnostic difficulties of the 'no visible lesion' presentation.,New Zealand Veterinary Journal 57 (3) 122-131,Periodical article,"National Veterinary Institute (SVA) and Department of Biomedical Sciences and Veterinary Public Health, University of Agricultural Sciences (SLU), SE-75189 Uppsala, Sweden. 
Institute of Veterinary, Animal and Biomedical Sciences, Massey University, Private Bag 11222, Palmerston North, New Zealand. 
Truckle Park, Lustleigh, Devon TQ13 9TF. 
Instituto de Investigacion en Recursos Cinegeticos IREC (CSIC-UCLM-JCCM), Ronda de Toledo s.n. 13071, Ciudad Real, Spain.",BACTERIOLOGY,WILDLIFE AND PESTS,Tuberculosis; Bovine tuberculosis,http://www.ingentaconnect.com/content/nzva/nzvj/2009/00000057/00000003/art00001,
2009,Gerber K; Hargreaves J; Iveson A; WORTH D,Disseminated Mycobacterium avium in a young basset hound located in a suburban area in the United Kingdom.,European Journal of Companion Animal Practice 19 (1) 31-36,Periodical article,"Axiom Veterinary Laboratories, The Manor House, Brunel Road, Newton Abbot, Devon TQ12 4PB. 
Abbey Veterinary Services, 89 Queen St, Newton Abbot, Devon TQ12 2BG. 
Clarendon Veterinary Group, Clarendon Avenue, Altrincham WA15 8HD ",BACTERIOLOGY,OTHER ANIMALS,Tuberculosis,http://www.fecava.org/files/ejcap/838.pdf,
2009,Gibbens N,Changes to the bovine TB surveillance and control programme in England (letter).,Veterinary Record 165 (16) 481,Periodical article,,BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Bovine tuberculosis,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/16/481,
2009,Gibbens N,Defra and the future of the IAH at Pirbright (letter).,Veterinary Record 164 (10) 310,Periodical article,,MISCELLANEOUS,GENERAL,Institute for Animal Health,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/10/310-a,
2009,Gibbens N,Details of Defra bTB vaccine trial in England (letter).,"Veterinary Times 27 July, 27",Periodical article,,BACTERIOLOGY,WILDLIFE AND PESTS,Bovine tuberculosis,,
2009,Gibbens N,Vaccination of badgers against bovine TB (letter).,Veterinary Record 165 (3) 91,Periodical article,,BACTERIOLOGY,WILDLIFE AND PESTS,Bovine tuberculosis,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/3/91,
2009,Gibbens N; Dijk J van,Bovine TB and removal of inconclusive reactors (letter).,Veterinary Record 165 (21) 634-635,Periodical article,"Veterinary Clinical Science, University of Liverpool, Leahurst, Neston, Cheshire CH64 7TE.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Bovine tuberculosis,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/21/634-a,
2009,Gibbens N; Nute J,Signing and stamping of official veterinary certification (letter).,Veterinary Record 164 (17) 537-538,Periodical article,"RCVS, Belgravia House, 62-64 Horseferry Road, London SW1P 2AF.",MISCELLANEOUS,GENERAL,,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/17/537-a,
2009,GIELBERT A; DAVIS LA; SAYERS AR; HOPE J; Gill AC; SAUER MJ,High-resolution differentiation of transmissible spongiform encephalopathy strains by quantitative N-terminal amino acid profiling (N-TAAP) of PK-digested abnormal prion protein.,Journal of Mass Spectrometry 44 (3) 384-396,Periodical article,"The Roslin Institute, Neuropathogenesis Division, University of Edinburgh, Royal (Dick) School of Veterinary Sciences, Compton Laboratories, Compton, Berkshire RG20 7NN.",SPONGIFORM ENCEPHALOPATHIES,GENERAL,Transmissible spongiform encephalopathy,,
2009,GILES M; Chalmers R; PRITCHARD G; Elwin K; MUELLER-DOBLIES D; CLIFTON-HADLEY F,Cryptosporidium hominis in a goat and a sheep in the UK.,Veterinary Record 164 (1) 24-25,Periodical article,"UK Cryptosporidium Reference Unit, NPHS Microbiology Swansea, Singleton Hospital, Swansea SA2 8QA.",PARASITOLOGY,CATTLE AND RUMINANTS IN GENERAL,PARASITOLOGY AND PARASITIC DISEASES; Cryptosporidium,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/1/24,
2009,GONZALEZ L; MARTIN S; SISO S; KONOLD T; ORTIZ-PELAEZ A; PHELAN L; Goldmann W; Stewart P; SAUNDERS G; WINDL O; JEFFREY M; HAWKINS SAC; DAWSON M; HOPE J,High prevalence of scrapie in a dairy goat herd: tissue distribution of disease-associated PrP and effect of PRNP genotype and age.,Veterinary Research 40 (6) 65,Periodical article,"Roslin Institute Neuropathogenesis Division, Roslin, Midlothian EH25 9PS.",SPONGIFORM ENCEPHALOPATHIES,GOATS,Scrapie,http://dx.doi.org/10.1051/vetres/2009048,
2009,GOWTAGE-SEQUEIRA S; Banyard AC; Barrett T; Buczkowski H; Funk SM; Cleaveland S,"Epidemiology, pathology, and genetic analysis of a canine distemper epidemic in Namibia.",Journal of Wildlife Diseases 45 (4) 1008-1020,Periodical article,"Pirbright Laboratory, Institute for Animal Health, Ash Road, Woking, Surrey GU24 0NF. 
Nature Heritage, Le Chemin de Herupe, St. John, Jersey, JE3 4FH, Channel Islands. 
Division of Ecology and Evolutionary Biology, Graham Kerr Building, University of Glasgow, Glasgow, Scotland G12 8QQ.",VIROLOGY,OTHER ANIMALS,Virus diseases,http://www.jwildlifedis.org/cgi/reprint/45/4/1008,
