Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense Code,Expense Type,Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£376.48
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£213.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£92.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£214.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£357.43
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£215.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£211.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£253.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£198.81
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£143.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£260.14
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£219.96
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£255.91
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£97.29
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£485.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£293.97
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£291.12
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£222.07
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£221.37
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£103.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£317.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£496.92
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£232.66
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£126.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£118.27
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£327.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£122.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£248.47
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,08-Jul-11,£575.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£359.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£179.73
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£241.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£207.26
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£219.96
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£175.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£42.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£139.59
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£213.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£241.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£63.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-C23190-0115,Garden Collectn-Temporary Agency Staff,08-Jul-11,£50.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,08-Jul-11,£84.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,08-Jul-11,£105.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,08-Jul-11,£63.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-D13100-0115,Muni Off Blgs-Temporary Agency Staff,08-Jul-11,£105.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£340.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£340.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£122.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£408.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£287.61
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£114.21
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£391.27
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£405.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£340.51
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£340.51
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E36200-0115,On-St Car Prkng-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£241.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£249.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£249.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£235.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£249.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£190.35
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£249.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£249.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£249.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£296.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£257.28
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£300.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£214.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452874,506879,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£245.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E63100-0115,Cemetery & Crem-Temporary Agency Staff,08-Jul-11,£241.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452873,506722,COMENSURA LIMITED,C-E72500-0115,Built Env Div-Temporary Agency Staff,08-Jul-11,£50.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452875,507074,COMENSURA LIMITED,C-E72500-0115,Built Env Div-Temporary Agency Staff,08-Jul-11,£38.07
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22100-0115,Green Env Div-Temporary Agency Staff,13-Jul-11,£346.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22100-0115,Green Env Div-Temporary Agency Staff,13-Jul-11,£346.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22100-0115,Green Env Div-Temporary Agency Staff,13-Jul-11,£346.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22100-0115,Green Env Div-Temporary Agency Staff,13-Jul-11,£346.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22100-0115,Green Env Div-Temporary Agency Staff,13-Jul-11,£346.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22100-0115,Green Env Div-Temporary Agency Staff,13-Jul-11,£346.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22105-0115,Hsg Forecourts-Temporary Agency Staff,13-Jul-11,£346.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22110-0115,Parks & Gardens-Temporary Agency Staff,13-Jul-11,£346.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22120-0115,Spts/Open Space-Temporary Agency Staff,13-Jul-11,£346.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C22120-0115,Spts/Open Space-Temporary Agency Staff,13-Jul-11,£346.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£296.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£213.61
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£291.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£317.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£173.43
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£97.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£304.56
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£160.74
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£160.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£289.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£67.68
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£368.01
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£368.01
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23100-0115,Refuse Collection-Temporary Agency Staff,13-Jul-11,£346.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23110-0115,Street Cleaning-Temporary Agency Staff,13-Jul-11,£249.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23110-0115,Street Cleaning-Temporary Agency Staff,13-Jul-11,£313.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23110-0115,Street Cleaning-Temporary Agency Staff,13-Jul-11,£249.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23110-0115,Street Cleaning-Temporary Agency Staff,13-Jul-11,£266.49
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23110-0115,Street Cleaning-Temporary Agency Staff,13-Jul-11,£203.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23160-0115,Env Maint Div-Temporary Agency Staff,13-Jul-11,£341.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23160-0115,Env Maint Div-Temporary Agency Staff,13-Jul-11,£341.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23160-0115,Env Maint Div-Temporary Agency Staff,13-Jul-11,£277.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£206.21
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£213.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£124.78
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£213.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£228.42
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£211.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£181.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£503.39
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£52.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£509.46
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£291.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£291.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£490.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£86.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£97.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£287.64
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£63.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£500.36
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453101,507286,COMENSURA LIMITED,C-C23180-0115,Rcycl Coltn Schms-Temporary Agency Staff,13-Jul-11,£103.10
