Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,15.01.2013,2209029482,520.80,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,15.01.2013,2209029550,636.12,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209034490,624.96,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209034805,669.60,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035088,665.88,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035352,558.00,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035401,1004.40,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035509,598.92,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035591,624.96,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035794,721.68,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035833,534.39,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035883,729.12,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,29.01.2013,2209059060,840.50,R,ECHOES COMMUNITY CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208993766,514.88,R,HIGHCARE SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,29.01.2013,2209061355,591.33,R,HIGHCARE SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,29.01.2013,2209061403,596.16,R,HIGHCARE SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,29.01.2013,2209061447,596.16,R,HIGHCARE SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,29.01.2013,2209061488,596.16,R,HIGHCARE SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,29.01.2013,2209061627,596.16,R,HIGHCARE SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,22.01.2013,2209044336,1033.20,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,22.01.2013,2209044349,697.20,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,23.01.2013,2209045009,1881.60,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209048867,537.60,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209048883,2553.60,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209048888,638.40,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209048892,1159.20,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,31.01.2013,2209065897,2116.80,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,15.01.2013,2209027074,1024.80,R,INFINITY CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035633,781.20,R,INFINITY CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035655,718.20,R,INFINITY CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209035660,810.60,R,INFINITY CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,21.01.2013,2209038077,652.32,R,INFINITY CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208994116,2352.00,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208994138,2587.20,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208994140,940.80,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208994149,877.80,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208994158,940.80,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208994162,823.20,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208994640,520.80,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208994647,571.20,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208994654,1764.00,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,03.01.2013,2209000622,705.60,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,03.01.2013,2209000704,940.80,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,03.01.2013,2209000893,705.60,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,03.01.2013,2209000921,705.60,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,03.01.2013,2209000925,907.20,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,09.01.2013,2209012465,2534.94,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,15.01.2013,2209028865,1003.46,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209036350,823.20,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,23.01.2013,2209046151,572.60,R,OTHEN CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,23.01.2013,2209046326,687.12,R,OTHEN CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,23.01.2013,2209046351,507.16,R,OTHEN CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209048773,916.16,R,OTHEN CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209049380,969.33,R,OTHEN CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209049392,572.60,R,OTHEN CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209049403,916.16,R,OTHEN CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,17.01.2013,2209036582,741.25,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208993138,1115.20,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,02.01.2013,2208993446,688.80,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209049582,914.30,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,24.01.2013,2209049594,1594.90,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209055436,574.00,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209055439,1213.60,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209055878,910.20,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209055971,1123.40,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209055987,721.60,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209056635,615.00,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209056794,746.20,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209056847,1377.60,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209057091,918.40,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,28.01.2013,2209058208,574.00,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,29.01.2013,2209058948,779.00,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,29.01.2013,2209058965,885.60,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector,29.01.2013,2209059408,508.40,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400031954,11879.35,R,A2DOMINION
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400031954,998.95,R,A2DOMINION
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032353,11879.35,R,A2DOMINION
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032353,998.95,R,A2DOMINION
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400031935,8377.60,R,FIRST WESSEX
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400031935,13404.16,R,FIRST WESSEX
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032332,13404.16,R,FIRST WESSEX
Hampshire County Council,ADULT SERVICES,OP-Dom Care-P-Test Valley Nrth Community,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032332,8377.60,R,FIRST WESSEX
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Client Contrib. - Non Res Charges,18.01.2013,3110480848,889.00,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Payments To Independent and Voluntary Bodies,17.01.2013,2209034882,1298.50,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Payments To Independent and Voluntary Bodies,17.01.2013,2209034596,540.28,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Payments To Independent and Voluntary Bodies,17.01.2013,2209034655,1621.88,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,04.01.2013,2209002406,882.00,R,ABACUS CARE BOURNEMOUTH
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,04.01.2013,2209002547,980.00,R,ABACUS CARE BOURNEMOUTH
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,04.01.2013,2209003555,980.00,R,ABACUS CARE BOURNEMOUTH
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,04.01.2013,2209003819,588.00,R,ABACUS CARE BOURNEMOUTH
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,04.01.2013,2209003834,980.00,R,ABACUS CARE BOURNEMOUTH
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,07.01.2013,2209006344,980.00,R,ABACUS CARE BOURNEMOUTH
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,07.01.2013,2209006401,882.00,R,ABACUS CARE BOURNEMOUTH
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,09.01.2013,2209013326,651.00,R,ABICARE HOMECARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,09.01.2013,2209013339,612.25,R,ABICARE HOMECARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,09.01.2013,2209013349,759.50,R,ABICARE HOMECARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,09.01.2013,2209013359,759.50,R,ABICARE HOMECARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,09.01.2013,2209013399,581.25,R,ABICARE HOMECARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209028402,581.44,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209029301,1122.40,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034977,787.91,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209035291,894.24,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209035386,618.24,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,14.01.2013,2209022461,766.50,R,AQS HOMECARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,22.01.2013,2209042200,666.93,R,ASTER LIVING
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,14.01.2013,2209021520,671.70,R,BELLA CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,14.01.2013,2209021547,2337.50,R,BELLA CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,14.01.2013,2209021550,635.55,R,BELLA CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,14.01.2013,2209021555,2218.15,R,BELLA CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,14.01.2013,2209021625,875.65,R,BELLA CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,14.01.2013,2209021631,952.05,R,BELLA CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,29.01.2013,2209059204,1013.00,R,BELLA CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,29.01.2013,2209059360,502.05,R,BELLA CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209028742,651.00,R,CARE RANGERS LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,07.01.2013,2209005865,528.71,R,CARE UK HOMECARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,08.01.2013,2209007839,892.22,R,CARE UK HOMECARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,28.01.2013,2209055389,524.96,R,CARE UK HOMECARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,28.01.2013,2209055398,524.96,R,CARE UK HOMECARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,24.01.2013,2209049155,1017.28,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,24.01.2013,2209049326,628.32,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,24.01.2013,2209050585,710.60,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,25.01.2013,2209052270,745.20,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209030166,611.52,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209030176,1019.20,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209030183,815.36,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,16.01.2013,2209031160,815.36,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,16.01.2013,2209031188,582.40,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,16.01.2013,2209031233,917.28,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,16.01.2013,2209031259,516.88,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,16.01.2013,2209031322,815.36,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,16.01.2013,2209031771,815.36,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,16.01.2013,2209031863,720.72,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,16.01.2013,2209031901,713.44,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,16.01.2013,2209033543,549.40,R,COMPLETE CARE SUPPORT SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034454,649.90,R,COMPLETE CARE SUPPORT SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034496,582.90,R,COMPLETE CARE SUPPORT SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034507,716.90,R,COMPLETE CARE SUPPORT SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034517,522.60,R,COMPLETE CARE SUPPORT SERVICES
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,03.01.2013,2209000787,511.51,R,GREENBANKS HOMECARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,09.01.2013,2209012465,1305.88,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209028865,516.94,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209030260,1566.60,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209030264,2077.80,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209030266,1039.20,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,15.01.2013,2209030271,730.89,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034404,3295.80,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034600,1048.34,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034615,810.52,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034667,877.32,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034772,816.90,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209034781,2701.20,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036210,966.17,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036218,581.89,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036223,796.55,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036241,706.42,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036276,1049.39,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036296,1018.12,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036325,1329.82,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036593,1633.80,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036595,575.09,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,17.01.2013,2209036597,2147.40,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,OP-Dom Care-TVCommSouth,Purch Care-Indep Sector,28.01.2013,2209056068,1015.00,R,UNIVERSAL CARE AGENCY LTD
