INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,19/05/2015,10441593,0,"3,178.24",R,The Home Farm Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"3,974.08",R,Expanding Horizons & Pro Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440399,0,"3,274.76",R,The Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,19/05/2015,10441553,0,"1,028.00",R,Belmont House Res Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,19/05/2015,10441553,0,"1,150.00",R,Belmont House Res Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"2,080.00",R,Glaslyn Retirement Home Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"2,056.00",R,Milkwood Care Ltd T/A Ganarew House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10442966,0,"2,056.00",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10442972,0,109.43,R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10442903,0,"2,056.00",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10442842,0,"1,906.66",R,Pennine Lodge Care Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440408,0,"1,982.57",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440404,0,"1,982.57",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440410,0,"1,982.57",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440406,0,"1,982.57",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,10442020,0,"1,960.00",R,Belmont House Res Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,08/05/2015,10439661,0,"1,982.57",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,01/05/2015,10438815,0,124.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,15/05/2015,10440587,0,"1,030.00",R,Gibraltar House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,19/05/2015,10441589,0,"2,060.00",R,Adriana Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,15/05/2015,10440587,0,"1,030.00",R,Gibraltar House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,19/05/2015,10441590,0,882.86,R,Adriana Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,22/05/2015,308024,0,"2,237.80",R,Hallmark Healthcare Caldicot Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,22/05/2015,308024,0,"2,237.80",R,Hallmark Healthcare Caldicot Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,22/05/2015,308024,0,"2,046.00",R,Hallmark Healthcare Caldicot Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,29/05/2015,10443283,0,-443.56,R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,29/05/2015,10443360,0,-447.84,R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,29/05/2015,10443370,0,"4,665.96",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,01/05/2015,10438809,0,"2,670.68",R,Llanhennock Cheshire Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,19/05/2015,10441589,0,"2,072.00",R,Adriana Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,22/05/2015,308024,0,"1,960.00",R,Glaslyn Retirement Home Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,29/05/2015,10443264,0,-443.56,R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,15/05/2015,10440586,0,"1,036.00",R,Gibraltar House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,15/05/2015,10440586,0,"1,034.00",R,Gibraltar House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Day Care,,22/05/2015,10441949,0,351.01,R,Care Management Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,29/05/2015,10443343,0,"4,182.21",R,Pathway Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,29/05/2015,10443346,0,"3,099.07",R,Pathway Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,22/05/2015,10441632,0,"2,760.00",R,The Adolescent & Childrens Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,22/05/2015,10441623,0,"2,863.71",R,Foster Care Associates Limited (FCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,01/05/2015,10437334,0,"1,280.02",R,National Fostering Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,01/05/2015,10437755,0,"3,345.00",R,Foster Care Associates Limited (FCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,01/05/2015,10437758,0,"2,999.10",R,Pathway Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,01/05/2015,10437322,0,"3,456.50",R,Foster Care Associates Limited (FCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Standards,Additional Learning Needs,Children & Young People,Third Party Payments,Third Party,Placement Fees,,08/05/2015,10436896,0,674.28,R,St. Christopers School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Third Party Payments,Third Party,School Meal Service,,12/05/2015,10440016,0,"-4,104.01",R,Accuro Catering Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Third Party Payments,Third Party,Fencing/Walls Barriers,,19/05/2015,10439187,809893,297.15,R,Alpha Rail Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440773,0,"16,178.56",R,Days Rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,08/05/2015,10438946,0,554.47,R,Denzil Davies Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,01/05/2015,10438211,0,249.00,R,Denzil Davies Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,01/05/2015,10438204,0,86.00,R,M & R Taxis Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,29/05/2015,10442997,80034882,615.00,R,M & R Taxis Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,22/05/2015,10441797,80034785,70.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,22/05/2015,10441797,80034785,70.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440262,0,"2,030.00",R,Gareth Evans Contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440263,0,247.00,R,K & M Taxis Executive Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10441199,0,600.00,R,K & M Taxis Executive Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,12/05/2015,10439744,0,132.00,R,Julian's Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,12/05/2015,10440192,0,770.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440892,0,756.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440897,0,"1,029.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440903,0,"1,099.00",R,Denzil Davies Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440903,0,343.00,R,Denzil Davies Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10441095,0,"1,690.00",R,Abergavenny Taxis Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440903,0,227.50,R,Denzil Davies Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10441341,0,"1,680.00",R,Phillips Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,12/05/2015,10440194,0,"1,150.00",R,Gullivers Truck Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,05/05/2015,10438853,10063678,74.00,R,Digby Plant Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,05/05/2015,10438853,10063678,92.50,R,Digby Plant Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,05/05/2015,10438849,10062966,652.50,R,Digby Plant Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,08/05/2015,10438863,10062966,-869.50,R,Digby Plant Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,08/05/2015,10438861,10062966,869.50,R,Digby Plant Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,01/05/2015,10438847,10063681,601.25,R,Etheridge Plant Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,01/05/2015,10438847,10063681,"1,359.75",R,Etheridge Plant Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,05/05/2015,10438850,10063681,"4,116.25",R,Etheridge Plant Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,22/05/2015,10441725,10064523,460.00,R,SHB Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,01/05/2015,10438597,10062961,280.00,R,Cardiff Drain Cleaning Co (Wales Environmental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,01/05/2015,10438598,10062961,"3,200.00",R,Cardiff Drain Cleaning Co (Wales Environmental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,01/05/2015,10438589,10062961,525.00,R,Cardiff Drain Cleaning Co (Wales Environmental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,01/05/2015,10438323,0,330.00,R,Chris Spiteri & Sons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,19/05/2015,10441051,0,45.00,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,19/05/2015,10441044,0,305.55,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,19/05/2015,10441046,0,256.45,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,01/05/2015,10438325,0,40.00,R,P.J Glazing Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,01/05/2015,10438429,0,230.00,R,Chris Spiteri & Sons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,01/05/2015,10438371,0,308.95,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,01/05/2015,10438309,0,225.00,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,29/05/2015,10442282,809563,210.00,R,Richard Griffiths Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,19/05/2015,10440873,0,56.97,R,Fast Fluid Power Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,19/05/2015,10440998,0,314.23,R,Glenside Commercials Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,19/05/2015,10440810,0,43.22,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,19/05/2015,10440870,0,93.00,R,Fast Fluid Power Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,19/05/2015,10440943,0,68.65,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,15/05/2015,10439939,0,17.53,R,Dennis Eagle Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,15/05/2015,10439933,0,9.35,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,15/05/2015,10439935,0,653.42,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,08/05/2015,10438936,0,31.86,R,Abergavenny Brake & Clutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,08/05/2015,10438993,0,20.00,R,Shorts Auto Elect. Swansea Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,01/05/2015,10437269,0,126.12,R,Commercial Motors (Wales) LTD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,01/05/2015,10437830,0,264.72,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,01/05/2015,10437828,0,63.78,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,01/05/2015,10437911,0,402.15,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Spare Parts,,19/05/2015,10441024,0,250.00,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Spare Parts,,01/05/2015,10438484,0,102.86,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Spare Parts,,08/05/2015,10438485,0,52.00,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Tyres And Tubes,,22/05/2015,10440975,0,242.50,R,Celtic Tyre Services (Cardiff) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Tyres And Tubes,,22/05/2015,10440980,0,16.30,R,Celtic Tyre Services (Cardiff) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Tyres And Tubes,,22/05/2015,10440981,0,280.13,R,Celtic Tyre Services (Cardiff) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Petrol,,19/05/2015,10441157,0,126.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Diesel,,08/05/2015,10438980,0,"3,080.82",R,Certas Energy UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Tourism Life & Culture,Cultural Services,Enterprise,Transport,Direct Transport Costs,Diesel,,22/05/2015,10441060,0,120.12,R,Allstar Business Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Oil,,19/05/2015,10440809,0,94.29,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,Oil,,19/05/2015,10440930,0,39.63,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Transport,Direct Transport Costs,M.O.T. Test,,19/05/2015,10440984,0,35.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
