Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"4,340.00"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"3,940.00"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,280.22"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,04/05/2017,"26,226.07"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,18/05/2017,"34,279.69"
Office Equipment,BACK CARE SOLUTIONS LTD,Central Support Costs,Furniture and Equipment,10/05/2017,144.00
Office Equipment,BACK CARE SOLUTIONS LTD,Central Support Costs,Furniture and Equipment,10/05/2017,71.00
Office Equipment,BACK CARE SOLUTIONS LTD,Central Support Costs,Furniture and Equipment,10/05/2017,38.95
Office Equipment,BACK CARE SOLUTIONS LTD,Central Support Costs,Furniture and Equipment,10/05/2017,44.95
Office Equipment,BACK CARE SOLUTIONS LTD,Central Support Costs,Furniture and Equipment,10/05/2017,44.99
Office Equipment,BACK CARE SOLUTIONS LTD,Central Support Costs,Furniture and Equipment,10/05/2017,31.00
Office Equipment,BACK CARE SOLUTIONS LTD,Central Support Costs,Furniture and Equipment,10/05/2017,329.00
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,-348.20
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"2,060.00"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,625.00
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"1,900.00"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,-505.20
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"6,180.00"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"1,860.60"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,-522.80
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"2,060.00"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"4,341.40"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"1,240.40"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"-9,560.21"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"44,122.57"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"13,511.50"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,22/05/2017,"1,618.57"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"-1,109.87"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"8,387.14"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"4,385.70"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,22/05/2017,"2,060.00"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"2,480.80"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,22/05/2017,"2,720.00"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"-1,036.72"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"4,120.00"
Social Care Services,BAMFORD GRANGE,Adult Social Care,Care Payments,30/05/2017,"1,860.60"
Social Care Services,Bankhouse Nursing Home,Adult Social Care,Care Payments,30/05/2017,-508.08
Social Care Services,Bankhouse Nursing Home,Adult Social Care,Care Payments,30/05/2017,"1,902.64"
Stationery Supplies,Banner Group Limited,Childrens & Educational Services,Office Expenses,26/05/2017,136.53
Stationery Supplies,Banner Group Limited,Childrens & Educational Services,Office Expenses,26/05/2017,188.48
Stationery Supplies,Banner Group Limited,Childrens & Educational Services,Office Expenses,26/05/2017,188.48
Stationery Supplies,Banner Group Limited,Childrens & Educational Services,Office Expenses,26/05/2017,188.48
Landscape / Gardening,BARCHAM TREES PLC,Cultural & Related Services,Furniture and Equipment,15/05/2017,704.00
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,30/05/2017,"-1,745.80"
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,30/05/2017,-522.80
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,30/05/2017,"3,175.00"
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,30/05/2017,"2,800.00"
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,22/05/2017,"11,376.61"
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,22/05/2017,"3,636.29"
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,22/05/2017,"1,114.29"
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,30/05/2017,-337.60
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,30/05/2017,"4,000.00"
Social Care Services,Barchester Healthcare,Adult Social Care,Care Payments,22/05/2017,180.86
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"-1,080.48"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,-522.80
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"6,125.20"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"1,240.40"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"3,800.00"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"2,414.35"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"-4,080.28"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,-829.80
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"18,566.04"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"9,923.20"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"5,466.40"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"-15,322.60"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"55,442.60"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"19,846.40"
Social Care Services,Barchester Healthcare Ltd,Adult Social Care,Care Payments,30/05/2017,-756.84
Social Care Services,Barchester Healthcare Ltd,Adult Social Care,Care Payments,30/05/2017,"2,140.00"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,-903.60
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"2,060.00"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,"1,240.40"
Social Care Services,BARCHESTER HEALTHCARE LTD,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,Barchester Prestbury Beaumont,Adult Social Care,Care Payments,30/05/2017,-685.80
Social Care Services,Barchester Prestbury Beaumont,Adult Social Care,Care Payments,30/05/2017,"1,924.00"
Banking Services,BARCLAYS BANK PLC,Financing & Investment Income & Exp,Capital Financing Costs,17/05/2017,"108,425.30"
Banking Services,BARCLAYS BANK PLC,Financing & Investment Income & Exp,Capital Financing Costs,17/05/2017,"180,926.75"
Foster Care,BARNARDOS NORTH WEST,Childrens & Educational Services,Care Payments,30/05/2017,"6,004.00"
Local Authority,BARNSLEY MBC,Corporate & Democratic Core,Third party payments - Public Sector,04/05/2017,"3,000.00"
Professional / Consultancy Services,Barry Carpenter,Childrens & Educational Services,Staff Training,23/05/2017,"1,117.40"
Charity/Third Sector,BDDWA,Childrens & Educational Services,Care Payments,30/05/2017,"1,576.24"
Construction / Building Services,BDM NORTHWEST LTD,Capital Expenditure,Capital Expenditure - Works,08/05/2017,"7,800.00"
Counselling Services,BEACON COUNSELLING,Central Support Costs,Fees and Charges,30/05/2017,"5,320.00"
Software Supplier,BECHTLE DIRECT LTD,Adult Social Care,Information and Communications Technology,02/05/2017,"1,028.72"
Software Supplier,BECHTLE DIRECT LTD,Adult Social Care,Information and Communications Technology,02/05/2017,9.95
Software Supplier,BECHTLE DIRECT LTD,Adult Social Care,Information and Communications Technology,05/05/2017,"1,989.00"
Software Supplier,BECHTLE DIRECT LTD,Adult Social Care,Information and Communications Technology,05/05/2017,514.36
Software Supplier,BECHTLE DIRECT LTD,Adult Social Care,Information and Communications Technology,10/05/2017,816.63
Software Supplier,BECHTLE DIRECT LTD,Adult Social Care,Information and Communications Technology,10/05/2017,9.95
Software Supplier,BECHTLE DIRECT LTD,Capital Expenditure,Information and Communications Technology,23/05/2017,"1,893.59"
Software Supplier,BECHTLE DIRECT LTD,Capital Expenditure,Information and Communications Technology,23/05/2017,9.95
Health Services,BEECH HOUSE MEDICAL PRACTICE,Public Health,Care Payments,03/05/2017,569.17
Health Services,BEECH HOUSE MEDICAL PRACTICE,Public Health,Care Payments,17/05/2017,850.00
Health Services,BEECH HOUSE MEDICAL PRACTICE,Public Health,Service Contract Payments,11/05/2017,"1,550.00"
Social Care Services,Beechwood Lodge,Adult Social Care,Care Payments,30/05/2017,-240.00
Social Care Services,Beechwood Lodge,Adult Social Care,Care Payments,30/05/2017,"2,009.40"
Transport and Travel,BELLE VUE (MANCHESTER) LTD,Childrens & Educational Services,Leasing /Transport Hire,04/05/2017,"1,979.12"
Transport and Travel,BELLE VUE (MANCHESTER) LTD,Childrens & Educational Services,Leasing /Transport Hire,04/05/2017,"1,034.54"
Transport and Travel,BELLE VUE (MANCHESTER) LTD,Childrens & Educational Services,Leasing /Transport Hire,04/05/2017,"2,069.08"
Transport and Travel,BELLE VUE (MANCHESTER) LTD,Childrens & Educational Services,Leasing /Transport Hire,04/05/2017,"3,823.30"
Transport and Travel,BELLE VUE (MANCHESTER) LTD,Childrens & Educational Services,Leasing /Transport Hire,04/05/2017,"4,857.84"
Transport and Travel,BELLE VUE (MANCHESTER) LTD,Childrens & Educational Services,Leasing /Transport Hire,24/05/2017,809.64
Transport and Travel,BELLE VUE (MANCHESTER) LTD,Childrens & Educational Services,Leasing /Transport Hire,24/05/2017,539.76
Transport and Travel,BELLE VUE (MANCHESTER) LTD,Childrens & Educational Services,Leasing /Transport Hire,24/05/2017,"1,079.52"
Transport and Travel,BELLE VUE (MANCHESTER) LTD,Central Services to the public,Furniture and Equipment,26/05/2017,"1,900.00"
Printing Services,BEMROSEBOOTH PARAGON LTD,Highways & Transport Services,Printing and Photocopying,22/05/2017,"3,105.00"
Printing Services,BEMROSEBOOTH PARAGON LTD,Highways & Transport Services,Printing and Photocopying,22/05/2017,45.00
Social Care Services,Berrycroft Manor Ltd,Adult Social Care,Care Payments,22/05/2017,"13,680.00"
Social Care Services,Berrycroft Manor Ltd,Adult Social Care,Care Payments,30/05/2017,"-8,781.98"
Social Care Services,Berrycroft Manor Ltd,Adult Social Care,Care Payments,30/05/2017,"23,142.86"
Social Care Services,Berrycroft Manor Ltd,Capital Expenditure,Third party payments - Private/Voluntary Sector,17/05/2017,"3,143.50"
Recruitment / Staffing,Berwick Partners,Corporate & Democratic Core,Professional Fees,03/05/2017,"6,570.00"
Professional / Consultancy Services,Bespoke Language and Learning Servi,Childrens & Educational Services,Professional Fees,02/05/2017,"2,860.00"
Construction / Building Services,BETHELL CONSTRUCTION LTD,Capital Expenditure,Supplies and services,03/05/2017,"118,726.50"
Construction / Building Services,BETHELL CONSTRUCTION LTD,Capital Expenditure,Supplies and services,19/05/2017,"21,923.38"
Childcare Provision,Bettercare Keys Ltd,Childrens & Educational Services,Care Payments,30/05/2017,"14,000.00"
Financial Services,BGC European Holdings LP A/C #803-3,Financing & Investment Income & Exp,Capital Financing Costs,19/05/2017,"1,750.69"
Financial Services,BIBBY FACTORS NORTH WEST LTD,Environmental & Regulatory Services,Furniture and Equipment,26/05/2017,"14,280.00"
Financial Services,BIBBY FACTORS NORTH WEST LTD,Environmental & Regulatory Services,Furniture and Equipment,30/05/2017,576.00
Financial Services,BIBBY FACTORS NORTH WEST LTD,Environmental & Regulatory Services,Furniture and Equipment,30/05/2017,384.00
Printing Services,BIRTWELL & CO LTD,Central Support Costs,Publicity and Promotion,08/05/2017,810.00
Social Care Services,BLACKPOOL FYLDE SOCIETY FOR THE DEA,Adult Social Care,Care Payments,30/05/2017,-526.52
Social Care Services,BLACKPOOL FYLDE SOCIETY FOR THE DEA,Adult Social Care,Care Payments,30/05/2017,"2,223.56"
Social Care Services,Blackwell Care Home,Adult Social Care,Care Payments,30/05/2017,"-1,383.64"
Social Care Services,Blackwell Care Home,Adult Social Care,Care Payments,30/05/2017,"1,938.44"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,374.00
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,275.40
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,476.55
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,437.72
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,31/05/2017,326.40
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,31/05/2017,163.20
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"1,944.80"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"1,761.20"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"2,057.99"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"1,775.59"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,31/05/2017,163.20
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,326.40
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,231.20
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,282.40
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,296.52
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"1,135.60"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,938.40
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"1,055.47"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,970.75
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"2,689.40"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"2,373.20"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"2,919.31"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"2,474.53"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,31/05/2017,54.40
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"1,564.00"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"1,509.60"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"2,047.40"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"1,383.76"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,31/05/2017,108.80
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"2,539.80"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"2,199.80"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"2,626.32"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"2,619.26"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"1,210.40"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"1,122.00"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"1,380.23"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"1,189.61"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,31/05/2017,217.60
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"1,128.80"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,10/05/2017,"1,166.20"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"1,369.64"
Social Care Services,Bluebird Care,Adult Social Care,Care Payments,24/05/2017,"1,143.72"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"35,668.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,-522.80
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"1,844.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"83,200.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,17/05/2017,304.00
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,526.86
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,347.14
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"4,015.43"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-15,526.70"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"42,169.43"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,17/05/2017,912.00
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"2,128.43"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"3,095.29"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"10,357.14"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,-317.57
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"1,199.71"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-3,914.08"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"10,928.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-10,087.49"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"34,836.29"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-10,553.24"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"28,550.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,987.86
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,658.58
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"6,556.14"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-4,832.57"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"12,772.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-4,072.44"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"9,260.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-12,467.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"44,324.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,-528.80
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"1,844.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,17/05/2017,152.00
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,678.57
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"-2,091.43"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"6,230.72"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-1,137.72"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"1,844.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-13,920.56"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"29,728.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,-28.57
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,96.43
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,922.00
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,750.00
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,-658.28
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"1,844.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-9,006.40"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"22,916.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-1,844.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"1,844.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-8,947.48"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"28,220.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,-505.20
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"1,844.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"2,900.43"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,-998.76
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"1,844.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,17/05/2017,"1,268.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,"2,766.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,658.57
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,22/05/2017,65.86
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-3,607.88"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"5,396.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-11,728.20"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"33,416.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"-10,003.89"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,"35,148.00"
Social Care Services,BOROUGH CARE LTD,Adult Social Care,Care Payments,30/05/2017,-658.57
Legal Services,Bott & Co Solicitors,Central Support Costs,Capital Expenditure - Compensation,25/05/2017,"5,250.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,22/05/2017,"1,295.43"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"-6,063.36"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"22,852.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"1,240.40"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"-6,579.20"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,-679.76
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"20,262.44"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,625.00
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"2,044.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,22/05/2017,"10,665.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"1,250.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,22/05/2017,"1,118.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,-337.80
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"3,400.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,625.00
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,-950.12
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"2,140.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,22/05/2017,"2,236.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,22/05/2017,"4,951.14"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"-1,180.36"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,"5,104.00"
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,-870.54
Social Care Services,BOWERFIELD COURT,Adult Social Care,Care Payments,30/05/2017,620.20
Social Care Services,BOWLACRE HOME,Adult Social Care,Care Payments,30/05/2017,"-1,548.40"
Social Care Services,BOWLACRE HOME,Adult Social Care,Care Payments,30/05/2017,"8,970.39"
Social Care Services,BOWLACRE HOME,Adult Social Care,Care Payments,30/05/2017,-777.32
Social Care Services,BOWLACRE HOME,Adult Social Care,Care Payments,30/05/2017,"1,842.60"
