OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate, Amount ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14055176,435794,Ove Arup & Partners Limited,R4400-CPK001,Services - Professional Fees,25/08/2017,"3,643.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14054592,58689,P & R Heating Limited,R2008-CUL117,R & M of Build - Reactive Repairs,04/08/2017,534.70 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14054655,58708,P & R Heating Limited,R2083-CUL117,R&M of Build - Routine,04/08/2017,"5,647.13 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,0,,,-,,,0.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14054593,58711,P & R Heating Limited,R2008-CUL117,R & M of Build - Reactive Repairs,04/08/2017,789.10 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14054594,58715,P & R Heating Limited,R2080-CUL117,Mechanical Services,04/08/2017,581.16 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Prince of Wales Stadium Repairs & Maintenance,14054596,58730,P & R Heating Limited,R2008-REC112,R & M of Build - Reactive Repairs,04/08/2017,867.75 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Prince of Wales Stadium Repairs & Maintenance,14054597,58731,P & R Heating Limited,R2008-REC112,R & M of Build - Reactive Repairs,04/08/2017,850.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Prince of Wales Stadium Repairs & Maintenance,14054534,58732,P & R Heating Limited,R2004-REC112,R & M of Build Programmed,04/08/2017,"9,825.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,14054653,58745,P & R Heating Limited,R2079-CUL112,Sanitary and Plumbing,04/08/2017,683.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cashiers,14054602,58752,P & R Heating Limited,R4003-SUP014,Tools & Equipment - R & M,04/08/2017,850.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Repairs & Maintenance,14054603,58753,P & R Heating Limited,R2080-OPS122,Mechanical Services,04/08/2017,944.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,14054613,58790,P & R Heating Limited,R2079-CUL112,Sanitary and Plumbing,04/08/2017,696.40 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14054649,58803,P & R Heating Limited,R2008-REC111,R & M of Build - Reactive Repairs,04/08/2017,906.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14054381,UK99068,Parkeon Limited,R4003-CPK001,Tools & Equipment - R & M,11/08/2017,"1,918.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14054473,UK99171,Parkeon Limited,R4401-CPK001,Services - Fees and Charges,11/08/2017,"2,450.56 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14054633,7689,Patrol,R4401-CPK001,Services - Fees and Charges,04/08/2017,534.80 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14054898,REDACTED FINAL PYMT,Pinetree (Gloucester) Ltd,C1107-CAH028,Building Works,11/08/2017,"2,501.82 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Night Time Levy,14054944,dbts00006653,Police and Crime Commissioner for Gloucestershire,R4402-REG024,Services - General Licences,18/08/2017,"2,900.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Oakley Resource Centre,14054324,SI.0021409,Portmore Insurance Brokers Limited,R2800-COM101,Insurances - Premises,04/08/2017,610.62 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14054324,SI.0021409,Portmore Insurance Brokers Limited,R2800-CCM001,Insurances - Premises,04/08/2017,"1,037.30 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Property Services,14054556,SIN00005352,RIBA Enterprises Limited,R4535-SUP025,IT - Licences,04/08/2017,"1,465.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Printing Services,14055116,100913065,Ricoh UK Limited,R4300-SUP022,Printing - Services,25/08/2017,"15,507.23 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14054920,Sandford Lido Jul 17,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,18/08/2017,"34,869.43 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14054920,Sandford Lido Jul 17,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,18/08/2017,"-1,683.33 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Park Income Collection,14054939,625151,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,18/08/2017,849.44 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,General Fund Balance Sheet,14055045,PBACS056295 28.7.17,Sims Group UK Limited,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,25/08/2017,646.08 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Internal Improvements,14054871,23290/2,Snape Construction Limited,C1107-CAH004,Building Works,11/08/2017,"13,166.38 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Paths, Fences & Walls",14054285,22738,Snape Contracting Services Limited,C1107-CAH021,Building Works,18/08/2017,"1,028.23 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Paths, Fences & Walls",14055043,23523/34,Snape Contracting Services Limited,C1107-CAH021,Building Works,25/08/2017,"10,649.91 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Paths, Fences & Walls",14055043,23523/34,Snape Contracting Services Limited,C1107-CAH021,Building Works,25/08/2017,"-10,649.91 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Paths, Fences & Walls",14055043,23523/34,Snape Contracting Services Limited,C1107-CAH021,Building Works,25/08/2017,"10,649.91 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14054492,120175,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,04/08/2017,"2,600.40 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14054491,120261,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,04/08/2017,"3,128.40 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14054738,120313,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,18/08/2017,"2,543.20 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14054739,120358,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,18/08/2017,"2,227.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14054554,912,Sparkes Home and Garden Limited,R2075-FIE040,Grounds Maintenance - Contract,04/08/2017,580.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14054677,4422,Streetmaster (South Wales) Limited,R2500-OPS001,Fixtures and Fittings - Purchases,04/08/2017,667.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Big Local Project,14054923,4476,Streetmaster (South Wales) Limited,R6280-HLD131,Grants,18/08/2017,"1,046.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14054844,6142,System Six Design & Build,R2700-REC111,Contract Cleaning,18/08/2017,"1,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14054693,DEBT105727,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,25/08/2017,555.78 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14054687,DEBT105730,Tewkesbury Borough Council,R4420-HRA110,Legal Expenses And Court Costs,11/08/2017,"18,162.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14054694,DEBT105732,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,11/08/2017,836.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14054694,DEBT105732,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,11/08/2017,"1,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Housing Benefit Administration,14054686,DEBT105733,Tewkesbury Borough Council,R4420-HBA001,Legal Expenses And Court Costs,04/08/2017,"3,507.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Housing Benefit Administration,14054686,DEBT105733,Tewkesbury Borough Council,R4420-HBA001,Legal Expenses And Court Costs,04/08/2017,"-2,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Housing Benefit Administration,14054686,DEBT105733,Tewkesbury Borough Council,R4420-HBA001,Legal Expenses And Court Costs,04/08/2017,"2,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14054877,DEBT105740,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,11/08/2017,"3,278.87 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Legal,14054875,DEBT105742,Tewkesbury Borough Council,R4401-SUP004,Services - Fees and Charges,11/08/2017,"118,785.03 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14054879,DEBT105745,Tewkesbury Borough Council,R4420-HRA110,Legal Expenses And Court Costs,11/08/2017,"5,619.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Phase 3 Development,14054876,DEBT105746,Tewkesbury Borough Council,C1001-CAH039,Acquisition Of Buildings,18/08/2017,"9,399.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14054933,DEBT105765,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,18/08/2017,"4,040.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14054932,DEBT105766,Tewkesbury Borough Council,R4420-HRA110,Legal Expenses And Court Costs,25/08/2017,"4,733.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14054932,DEBT105766,Tewkesbury Borough Council,R4420-HRA110,Legal Expenses And Court Costs,25/08/2017,"-1,433.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14054932,DEBT105766,Tewkesbury Borough Council,R4420-HRA110,Legal Expenses And Court Costs,25/08/2017,"1,433.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14054325,70036081,The Cheltenham Trust,R2083-REC111,R&M of Build - Routine,11/08/2017,"13,287.86 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cultural - Service Management and Support Services,14054567,7003642X,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,04/08/2017,"22,071.40 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cultural - Service Management and Support Services,14055036,7003790X,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,25/08/2017,"54,038.33 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Corporate Management,14054989,602323,The Copyright Licencing Agency Limited,R4401-COR001,Services - Fees and Charges,18/08/2017,"1,427.38 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Alarms,14054658,76528,The Key Safe Company,R4000-SPP002,Equipment Purchase,04/08/2017,565.44 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,General Fund Balance Sheet,14054786,850028050223,The Midcounties Co-operative,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,18/08/2017,"1,509.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14054259,1018387,The Oyster Partnership Limited,R4400-PLP101,Services - Professional Fees,11/08/2017,"2,833.83 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14054772,1019313,The Oyster Partnership Limited,R4400-PLP101,Services - Professional Fees,11/08/2017,"2,624.04 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14055007,1019903,The Oyster Partnership Limited,R4400-PLP101,Services - Professional Fees,25/08/2017,"1,128.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14054921,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,18/08/2017,"15,587.46 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14054950,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,18/08/2017,"9,087.65 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14055030,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,25/08/2017,"7,009.67 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14054463,01/200002157,Travail Employment Group,R1100-CCM001,Agency Staff,04/08/2017,857.82 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14054635,01/200002203,Travail Employment Group,R1100-CCM001,Agency Staff,04/08/2017,748.13 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14054954,01/200002307,Travail Employment Group,R1100-CCM001,Agency Staff,18/08/2017,766.92 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development Control - Applications,14054789,H/798,Trevor Roberts Associates Limited,R1652-DEV001,Training Fees (External),18/08/2017,"1,950.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Lift Refurbishment,14054364,INV71409,Triangle Lift Services Limited,C1107-CAH011,Building Works,04/08/2017,"3,174.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Lift Refurbishment,14054829,INV71775,Triangle Lift Services Limited,C1107-CAH011,Building Works,11/08/2017,"3,940.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,14055028,INV71786,Triangle Lift Services Limited,R2010-CUL113,R & M of Plant Lifts,25/08/2017,904.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053317,60014035,Ubico Limited,R2071-HRA110,Open Spaces and Grassed Areas,25/08/2017,"-15,762.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14053317,60014035,Ubico Limited,R5001-OPS001,TPP - Major External Contractors,25/08/2017,"-21,284.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14053317,60014035,Ubico Limited,R5001-CPK001,TPP - Major External Contractors,25/08/2017,"-2,305.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Highways Agency Verges & Trees,14053317,60014035,Ubico Limited,R5001-ESR001,TPP - Major External Contractors,25/08/2017,"-4,353.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14053317,60014035,Ubico Limited,R5001-OPS002,TPP - Major External Contractors,25/08/2017,"-15,097.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,14053317,60014035,Ubico Limited,R5001-OPS101,TPP - Major External Contractors,25/08/2017,"7,199.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Household Waste,14053317,60014035,Ubico Limited,R5001-WST001,TPP - Major External Contractors,25/08/2017,"206,701.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Trade Waste,14053317,60014035,Ubico Limited,R5001-TRW001,TPP - Major External Contractors,25/08/2017,"20,844.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recycling Centres,14053317,60014035,Ubico Limited,R5001-RYC004,TPP - Major External Contractors,25/08/2017,"-62,444.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bring Sites,14053317,60014035,Ubico Limited,R5001-RYC005,TPP - Major External Contractors,25/08/2017,"-13,499.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Street Cleaning,14053317,60014035,Ubico Limited,R5001-STC001,TPP - Major External Contractors,25/08/2017,"-20,340.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14053317,60014035,Ubico Limited,R5001-RYC008,TPP - Major External Contractors,25/08/2017,"-10,624.24 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recycling Collection Schemes,14053317,60014035,Ubico Limited,R5001-RYC006,TPP - Major External Contractors,25/08/2017,"9,023.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences,14053317,60014035,Ubico Limited,R5001-REG019,TPP - Major External Contractors,25/08/2017,"1,891.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Green Waste,14053317,60014035,Ubico Limited,R5001-RYC002,TPP - Major External Contractors,25/08/2017,"52,413.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14054850,6001506X,Ubico Limited,R3001-CCM001,Diesel,11/08/2017,684.43 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bring Sites,14055171,60015210,Ubico Limited,R5001-RYC005,TPP - Major External Contractors,25/08/2017,"13,481.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recycling Centres,14055171,60015210,Ubico Limited,R5001-RYC004,TPP - Major External Contractors,25/08/2017,"39,142.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Green Waste,14055171,60015210,Ubico Limited,R5001-RYC002,TPP - Major External Contractors,25/08/2017,"24,758.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences,14055171,60015210,Ubico Limited,R5001-REG019,TPP - Major External Contractors,25/08/2017,"6,305.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Trade Waste,14055171,60015210,Ubico Limited,R5001-TRW001,TPP - Major External Contractors,25/08/2017,"47,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Street Cleaning,14055171,60015210,Ubico Limited,R5001-STC001,TPP - Major External Contractors,25/08/2017,"66,390.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Household Waste,14055171,60015210,Ubico Limited,R5001-WST001,TPP - Major External Contractors,25/08/2017,"116,142.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recycling Collection Schemes,14055171,60015210,Ubico Limited,R5001-RYC006,TPP - Major External Contractors,25/08/2017,"129,440.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14055171,60015210,Ubico Limited,R5001-RYC008,TPP - Major External Contractors,25/08/2017,"29,404.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,14055171,60015210,Ubico Limited,R5001-OPS101,TPP - Major External Contractors,25/08/2017,"14,249.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14055171,60015210,Ubico Limited,R5001-OPS002,TPP - Major External Contractors,25/08/2017,"52,798.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Highways Agency Verges & Trees,14055171,60015210,Ubico Limited,R5001-ESR001,TPP - Major External Contractors,25/08/2017,"25,141.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14055171,60015210,Ubico Limited,R5001-CPK001,TPP - Major External Contractors,25/08/2017,"7,767.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14055171,60015210,Ubico Limited,R5001-OPS001,TPP - Major External Contractors,25/08/2017,"43,539.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14055171,60015210,Ubico Limited,R2071-HRA110,Open Spaces and Grassed Areas,25/08/2017,"26,448.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14054788,1465-350,Urban Recreation Ltd,R4003-OPS002,Tools & Equipment - R & M,11/08/2017,"1,486.08 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14054788,1465-350,Urban Recreation Ltd,R4003-OPS002,Tools & Equipment - R & M,11/08/2017,"-1,486.08 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14054788,1465-350,Urban Recreation Ltd,R4003-OPS002,Tools & Equipment - R & M,11/08/2017,"1,126.08 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas (Section 106),14055058,1478-365,Urban Recreation Ltd,C4000-CAP101,Acquisition of Equipment,25/08/2017,"3,939.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas (Section 106),14055058,1478-365,Urban Recreation Ltd,C4000-CAP101,Acquisition of Equipment,25/08/2017,"-3,939.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas (Section 106),14055058,1478-365,Urban Recreation Ltd,C4000-CAP101,Acquisition of Equipment,25/08/2017,"3,940.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas enhancement,14055058,1478-365,Urban Recreation Ltd,C4000-CAP102,Acquisition of Equipment,25/08/2017,981.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas enhancement,14055058,1478-365,Urban Recreation Ltd,C4000-CAP102,Acquisition of Equipment,25/08/2017,-981.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas enhancement,14055058,1478-365,Urban Recreation Ltd,C4000-CAP102,Acquisition of Equipment,25/08/2017,980.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14054873,CHL00285,Verrus (UK) Limited (Pay By Phone),R4401-CPK001,Services - Fees and Charges,11/08/2017,"4,362.74 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,CBH Intercompany Account,14054922,510828101/501/0817,Virgin Media Business,R4514-HLD101,Comms - Telephone Rental/Service Charges,09/08/2017,739.68 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulky Household Waste,14054685,18/17,Vision 21,R4401-WST004,Services - Fees and Charges,11/08/2017,"3,712.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14054897,#052,Watkins Iles Limited,R2007-OPS001,R & M of Plant Contracts,11/08/2017,"1,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14054897,#052,Watkins Iles Limited,R2007-OPS001,R & M of Plant Contracts,11/08/2017,"-1,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14054897,#052,Watkins Iles Limited,R2007-OPS001,R & M of Plant Contracts,11/08/2017,"1,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14054881,#054,Watkins Iles Limited,R2007-OPS001,R & M of Plant Contracts,25/08/2017,"2,399.08 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14054946,S1085,WMS Consulting Limited,R2045-HRA100,R & M of Build Door Entry,18/08/2017,"3,864.24 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14054986,S1086,WMS Consulting Limited,R2045-HRA100,R & M of Build Door Entry,18/08/2017,"2,433.04 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14054960,INV-1,Woodys Fruit and Veg Limited,R6280-GBD001,Grants,18/08/2017,517.50 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053956,ANL41226,COUNTRYWIDE ESTATE AGENTS,R4400-HRA110,Services - Professional Fees,11/08/2017,"2,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Improvement District (BID) Levy,14055014,BID INV 6110024205,Draycott Investments Ltd,R8914-HLD160,NNDR refunds,25/08/2017,508.80 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Twinning Expenses,14054643,accommodation ( REDACTED),REDACTED,R4401-DRM011,Services - Fees and Charges,04/08/2017,"1,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14054901,RENT REQUEST REDACTED,REDACTED,R9910-HRA900,Refund of Overpiad Rent,11/08/2017,997.72 ,,
