Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense,Expense Type,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018820,1006752,Midlands Vehicle Rental Limited (MVR),R3203-REC007,Hire of Other Vehicles,13/09/2013,709.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018576,813,Miss Helen Whitfield,R4446-REC101,Coaching Fees,13/09/2013,651.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019330,16399,Morgan Lambert Limited,R2040-HRA100,R & M of Build Central Heating,27/09/2013,1200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019425,16425,Morgan Lambert Limited,R2040-HRA100,R & M of Build Central Heating,27/09/2013,704.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018975,1528,MPL Wrought Iron LLP,R2075-OPS001,Grounds Maintenance - Contract,13/09/2013,1100.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018769,34543,Mr A J Whittle t/a Deassessment,R2004-CUL102,R & M of Build Programmed,06/09/2013,7480.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019025,30-8-2013,Mr J Sureda,R4401-CCM001,Services - Fees and Charges,13/09/2013,806.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018861,AREXT/00145876,National Express Limited,R4901-HLD120,Commission,06/09/2013,2406.54
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018926,128555976 21/08/13,NPower,R2100-HRA110,Electricity,13/09/2013,977.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018924,128555976 25/02/13,NPower,R2100-HRA110,Electricity,13/09/2013,631.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018925,128555976 30/04/13,NPower,R2100-HRA110,Electricity,13/09/2013,741.81
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018501,529454,OpenView Security Solutions Limited,R2705-CCT001,Security Systems,13/09/2013,1419.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019033,1042061,Pace Fuelcare Limited,R3001-HLD102,Diesel,13/09/2013,32037.43
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14017919,9891791,Pace Fuelcare Limited,R3003-HLD102,Gas Oil,20/09/2013,1693.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018565,9966638,Pace Fuelcare Limited,R3001-HLD102,Diesel,06/09/2013,38851.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019413,1063-J104-16,Peter Teague Associates Limited,C1005-CAP121,Surveyors Fees,27/09/2013,1609.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019647,32040053,Pitney Bowes - Postage by Phone,R4521-SUP024,Postages - franking machine,27/09/2013,5000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019071,4488 S96279,Proludic Limited,R4003-OPS002,Tools & Equipment - R & M,13/09/2013,1487.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019309,4021129,PRS for Music,R4402-CUL102,Services - General Licences,20/09/2013,11444.65
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018810,PINF358275,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,13/09/2013,525.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019042,PINF365116,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,27/09/2013,654.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019453,PINF368769,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,27/09/2013,975.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018945,3704,RE Personnel Limited T/A REP Security Limited,R4409-CCR001,Partnership Staff Fees,27/09/2013,1552.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018653,OP/I123654,RIBA Enterprises Limited,R4701-SUP025,Subscriptions,06/09/2013,1280.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018942,87568086,Ricoh UK Limited,R4305-SUP022,Photocopier Charges - Usage,13/09/2013,6538.41
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019532,ql/411/cbc/i/22,Ross Quality Control Limited,C6002-CAP121,Fees - Agency,27/09/2013,1800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018918,9044576736,Royal Mail,R4317-CUL102,Non Staff Advertising,13/09/2013,3771.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019261,9044738302,Royal Mail,R4521-LTC001,Postages - franking machine,20/09/2013,1378.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018937,374,SAS EPC,R2018-HRA100,R & M of Build Voids Energy Performance Certificates,20/09/2013,1170.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019291,420303,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,27/09/2013,1014.94
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019629,298078851,Severn Trent Water,R2402-REC101,Sewerage and Environmental Services,27/09/2013,1420.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018599,234465,Shaw & Sons Limited,R4308-SUP040,Stationery,06/09/2013,627.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019171,O0312048,Sitex Orbis Limited,R2012-HRA100,R & M of Build Standby and Call Out,20/09/2013,1047.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019421,1430888,Spaldings Limited,R4000-CCM001,Equipment Purchase,27/09/2013,539.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019126,INV-2554,Spektrix Limited,R4000-CUL102,Equipment Purchase,20/09/2013,750.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019039,307419,Springfield Business Papers,R4308-SUP040,Stationery,13/09/2013,800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019438,308585,Springfield Business Papers,R4301-SUP022,Printing - Purchase of Paper,27/09/2013,995.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018888,161456264/0016,SSE - Southern Electric (Bill payments),R2100-HRA110,Electricity,13/09/2013,955.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019524,351990,SSE Contracting Limited T/A Southern Electric Contracting Limited,R2062-HRA100,R & M of Build Cyclical Electrical Remedials,27/09/2013,1321.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14016847,12603,Stokes & Sons Services Limited,R4401-OPS004,Services - Fees and Charges,13/09/2013,1032.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019510,60,Sue Brown (Artist),R4401-PUB101,Services - Fees and Charges,27/09/2013,800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018768,3027,System Six Design & Build,R2078-CUL113,R&M of Build - external structures,06/09/2013,1105.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018650,3028,System Six Design & Build,R2004-REC111,R & M of Build Programmed,13/09/2013,767.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018778,3033,System Six Design & Build,R2043-REC111,R & M of Build Drain Cleaning,13/09/2013,798.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019225,3038,System Six Design & Build,R2700-ADB103,Contract Cleaning,27/09/2013,725.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019545,3049,System Six Design & Build,R2078-FIE040,R&M of Build - external structures,27/09/2013,998.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018657,REDACTED,T P G Disable Aids Limited (TPG),C5000-CAP221,Grants,06/09/2013,1635.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018656,REDACTED,T P G Disable Aids Limited (TPG),C5000-CAP221,Grants,06/09/2013,1173.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019339,cgb/3600,T Sutcliffe & Co Limited,C1107-CAH005,Building Works,20/09/2013,12400.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14017719,DEBT102429,Tewkesbury Borough Council,R4401-COR001,Services - Fees and Charges,06/09/2013,12000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018630,DEBT102496,Tewkesbury Borough Council,R4401-PLP001,Services - Fees and Charges,06/09/2013,3500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018629,DEBT102497,Tewkesbury Borough Council,R4401-PLP101,Services - Fees and Charges,06/09/2013,1737.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018631,DEBT102501,Tewkesbury Borough Council,R4317-OPS002,Non Staff Advertising,13/09/2013,515.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018767,DEBT102511,Tewkesbury Borough Council,R4401-SUP004,Services - Fees and Charges,06/09/2013,141954.08
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019212,DEBT102549,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,20/09/2013,2787.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019276,DEBT102551,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,27/09/2013,1968.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018585,206150,The Helping Hand Company,R4000-ENF105,Equipment Purchase,13/09/2013,7886.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018752,1251,The Hub Consulting Limited,C1100-CAP121,Construction,13/09/2013,69080.13
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018902,09/06/2013,The Midcounties Co-operative,B6170-BAL100,Short Term Creditors (incl RIA) - Other entities and individuals,20/09/2013,3554.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018956,8.50028E+11,The Midcounties Co-operative,B6170-BAL100,Short Term Creditors (incl RIA) - Other entities and individuals,20/09/2013,3068.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018658,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,06/09/2013,5951.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019122,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,20/09/2013,7159.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019121,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,20/09/2013,6789.38
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018993,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,13/09/2013,6288.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018654,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,06/09/2013,7743.38
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018704,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,06/09/2013,6471.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019319,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,20/09/2013,21557.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018655,REDACTED,The Surveying Practice - Client Account,C5000-CAP222,Grants,06/09/2013,4989.63
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018401,121489,TN Water Limited T/A Aquaid (Midlands and South Wales),R4000-REC101,Equipment Purchase,06/09/2013,1340.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019165,31419,Total Floor Care Limited,R2004-CUL113,R & M of Build Programmed,27/09/2013,1390.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019166,31420,Total Floor Care Limited,R2004-CUL112,R & M of Build Programmed,27/09/2013,1499.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018991,INV49971,Triangle Lift Services Limited,R2041-HRA100,R & M of Build Lifts,13/09/2013,3341.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019021,3IN/10225984,Tunstall Healthcare (UK) Limited,R4000-HRA110,Equipment Purchase,13/09/2013,809.96
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019320,REDACTED,TVM Cheltenham Limited,C5000-CAP221,Grants,20/09/2013,8714.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R2071-HRA110,Open Spaces and Grassed Areas,13/09/2013,26208.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-RYC004,TPP - Major External Contractors,13/09/2013,43883.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-OPS001,TPP - Major External Contractors,13/09/2013,42608.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-TRW001,TPP - Major External Contractors,13/09/2013,47575.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-STC001,TPP - Major External Contractors,13/09/2013,64300.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-RYC005,TPP - Major External Contractors,13/09/2013,14950.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-RYC002,TPP - Major External Contractors,13/09/2013,24950.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-OPS101,TPP - Major External Contractors,13/09/2013,13691.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-WST001,TPP - Major External Contractors,13/09/2013,91000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-REG019,TPP - Major External Contractors,13/09/2013,4891.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-RYC006,TPP - Major External Contractors,13/09/2013,103970.83
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R5001-OPS002,TPP - Major External Contractors,13/09/2013,49016.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018309,6000194X,Ubico Limited,R2075-ESR001,Grounds Maintenance - Contract,13/09/2013,25291.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018642,60001986,Ubico Limited,R3001-CCM001,Diesel,13/09/2013,661.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018643,60002016,Ubico Limited,R3001-CCM001,Diesel,13/09/2013,723.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018815,60002052,Ubico Limited,R5001-CPK001,TPP - Major External Contractors,13/09/2013,19304.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018816,60002061,Ubico Limited,R5001-CCM001,TPP - Major External Contractors,13/09/2013,973.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018817,6000208X,Ubico Limited,R2700-ADB103,Contract Cleaning,13/09/2013,1613.43
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018813,60002099,Ubico Limited,R2700-ADB103,Contract Cleaning,13/09/2013,729.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019235,7238,Up & Over Doors Limited,C1107-CAH008,Building Works,20/09/2013,6330.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019236,7239,Up & Over Doors Limited,C1107-CAH008,Building Works,20/09/2013,6925.43
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018951,2.50001E+13,Valuation Office Agency (VOA),R4400-DEV001,Services - Professional Fees,13/09/2013,5500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019270,290931-066,Virgin Media Business,R4540-HLD101,IT - CRM System,20/09/2013,4653.68
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019270,290931-066,Virgin Media Business,R4530-SUP006,IT - Purchase of Hardware,20/09/2013,21029.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14017313,511341401/0713,Virgin Media Business,R4548-REC101,IT - Cabling and Network,06/09/2013,7110.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018148,5423,White Move,R3203-CUL107,Hire of Other Vehicles,13/09/2013,1600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019182,5435,White Move,R3203-CUL107,Hire of Other Vehicles,20/09/2013,4304.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018751,PINF361492,World Jungle Limited,R4400-PLP101,Services - Professional Fees,13/09/2013,1056.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019290,1637-13,ARCHITECTON,R2004-CUL112,R & M of Build Programmed,20/09/2013,5104.05
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019340,SIN003989,Bournemouth Symphony Orchestra,R4322-CUL110,Artists Fees,27/09/2013,12939.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019004,refund parking permit (bpe sols),BPE SOLICITORS,R9353-CPK001,Parking Permits,17/09/2013,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019013,09/10/2013,Brookes Hall Limited,R6280-HOM001,Grants,13/09/2013,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019116,09/10/2013,CGT,R6280-HOM001,Grants,20/09/2013,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018867,RENT REFUND-REDACTED,REDACTED,R9910-HRA900,Refund of Overpiad Rent,13/09/2013,533.73
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019118,REDACTED,Harrison Clark Rickerbys Solicitors,C1107-CAH038,Building Works,27/09/2013,780.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019115,ABANDONED VEHICLES,Harry Buckland,R9308-STC011,Fees - Other,20/09/2013,516.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018686,9088,LISA THOMAS MANAGEMENT,R4322-CUL110,Artists Fees,06/09/2013,1250.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019626,HOMELSSNESS PREVENTION -REDACTED,PETER BALL & CO,R6280-HOM001,Grants,27/09/2013,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019440,REDACTED,REDACTED,R4980-REG001,Miscellaneous Expenses,27/09/2013,3993.51
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019130,Settlement 8/9/13,Sound Made Simple Ltd,R9406-HLD140,Lettings,20/09/2013,1560.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019331,ANL6963,TAYLORS ESTATE AGENTS,B8710-BAL100,Capital Receipts Reserve - transfer of sale proceeds of non-current assets,20/09/2013,1200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018620,NSAR782 (2),The National Skills Academy for Retail,R1652-HLD130,Training Fees (External),06/09/2013,650.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018619,NSAR868,The National Skills Academy for Retail,R1652-HLD130,Training Fees (External),06/09/2013,3820.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019441,REDACTED,WALES & WEST UTILITIES LTD,C1107-CAH009,Building Works,27/09/2013,1436.00
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
