Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No.,Amount,Total Inv Amount
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,101.38,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,93.88,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,93.88,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,93.88,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,93.68,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,89.67,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,84,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,77.4,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,74.82,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,67.48,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,65.33,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,55.8,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,55.12,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,49.5,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,44.06,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,44.06,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,44.06,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,41.88,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,38.25,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,35.57,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,33.08,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,33,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,32.76,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,31.83,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,27.08,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,24,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,23.75,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,22.84,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,20.4,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,20.4,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,20.28,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,18.78,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,18.78,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,18.78,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,16.8,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,15.48,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,13.5,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,13.07,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,11.16,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,10.61,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,6.55,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,6.37,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,5.42,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,4.8,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,4.75,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,2.12,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY REAGENTS,PATHOLOGY,,,-0.01,"34,188.23"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,RATES,ESTATES OPERATIONS,EAST RIDING OF YORKSHIRE COUNCIL,56397171 11/12-DEC-11-11,"125,744.00","125,744.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,ELI LILLY AND CO LTD,8011371999,"24,000.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"4,800.00","28,800.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,MED SURG EQPT MTCE CONTRACTS,CARDIOLOGY,GE HEALTHCARE CLINICAL SYSTEMS (UK) LTD,103/1614,"36,590.11","43,908.13"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,DRUGS,PHARMACY,GILEAD SCIENCES LTD,11097154,"37,804.68",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,DRUGS,PHARMACY,,,"7,560.93","45,365.61"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,HALL F AND SONS LTD,IN003127,"38,000.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"7,600.00","45,600.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,MINOR WORKS,RESEARCH AND DEVELOPMENT,,IN003139,"58,333.33",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,MINOR WORKS,RESEARCH AND DEVELOPMENT,,,"49,723.51","129,668.21"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,DRUGS,PHARMACY,HEALTHCARE PRODUCT SERVICES LTD,9730007548,"33,900.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,DRUGS,PHARMACY,,,"6,780.00","40,680.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,DRUGS,PHARMACY,,9730007872,"33,900.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,DRUGS,PHARMACY,,,"6,780.00","40,680.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,DRUGS,PHARMACY,,9770031861,"26,208.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,DRUGS,PHARMACY,,,"5,241.60","31,449.60"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,29/11/2011,RENT,ESTATES OPERATIONS,HEALTHCARE SOLUTIONS LTD,2100,"435,331.20","522,397.44"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,HOLDERNESS METAL COMPANY,10760,"23,655.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"4,785.15",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"4,731.00","34,128.18"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,29/11/2011,RENT,ESTATES OPERATIONS,HULL MATERNITY DEVELOPMENT LTD,HMD109A,"240,051.29",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,29/11/2011,RENT,ESTATES OPERATIONS,,,616.7,"288,061.55"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,SERVICES FROM OTHER NHS BODIES,PHYSIOTHERAPY,HUMBER NHS FOUNDATION TRUST,2014997,"69,216.67","69,216.67"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,SERVICES FROM OTHER NHS BODIES,LIAISON PSYCHIATRY,,2015052,"85,740.48","85,740.48"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,MED SURG EQPT MTCE CONTRACTS,GASTROENTEROLOGY,IMOTECH MEDICAL,IM35704,"101,325.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,MED SURG EQPT MTCE CONTRACTS,GASTROENTEROLOGY,,,"101,300.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,MED SURG EQPT MTCE CONTRACTS,PAEDIATRICS,,,"19,925.00","267,060.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,29/11/2011,RENT,ESTATES OPERATIONS,INFRASTRUCTURE INVESTORS CASTLEHILL LTD,146,"160,232.90","192,279.48"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,COMPUTER SOFTWARE / LICENSE  FEES,FINANCE & BUSINESS,INSIGHT DIRECT (UK) LTD,11332226,"26,660.00","31,992.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,COMPUTER MAINTENANCE,RADIOLOGY,ISOFT LTD,SI/006783,"35,806.02","42,967.22"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,RATES,ESTATES OPERATIONS,KINGSTON UPON HULL CITY COUNCIL,60941241 11/12-NOV-11-11,"88,332.00","88,332.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,STAFF RECHARGES,FINANCE AND IT,LEEDS TEACHING HOSPITALS NHS TRUST,366039,"190,000.00","190,000.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,COMPUTER SOFTWARE / LICENSE  FEES,STROKE MEDICINE,MARTIN DAWES SOLUTIONS LTD,OP/I082007,"54,578.88",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,COMPUTER SOFTWARE / LICENSE  FEES,STROKE MEDICINE,,,"10,915.78","65,494.66"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,DRUGS,PHARMACY,MEDCO HEALTH SOLUTIONS LTD,13512,"28,903.40","28,903.40"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,EXTERNAL CONTRACTS : DOMESTICS,HOTEL SERVICES,MITIE CLEANING AND ENVIRONMENTAL SERVICES LTD,7410/90351895,"275,489.72","330,587.66"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,EXTERNAL CONTRACTS : DOMESTICS,HOTEL SERVICES,,7410/90351896,"158,463.37","190,156.04"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,EXTERNAL CONTRACTS : DOMESTICS,HOTEL SERVICES,,7410/90351901,"56,101.33","67,321.60"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,EXTERNAL CONTRACTS : DOMESTICS,HOTEL SERVICES,,7410/90351902,"49,377.08","59,252.50"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,SERVICES FROM OTHER NHS BODIES,PATHOLOGY,NHS BLOOD AND TRANSPLANT,807920,"244,252.07","244,252.07"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,NON-N.H.S. TRADE CREDITORS < ONE YEAR,FINANCE AND IT,NHS SUPPLY CHAIN,1012097289,"320,166.27","320,166.27"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,NON-N.H.S. TRADE CREDITORS < ONE YEAR,FINANCE AND IT,,1012099845,"328,560.75","328,560.75"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,NON-N.H.S. TRADE CREDITORS < ONE YEAR,FINANCE AND IT,,1012106357,"348,972.74","348,972.74"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,NON-N.H.S. TRADE CREDITORS < ONE YEAR,FINANCE AND IT,,1012110027,"340,937.63","340,937.63"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,X-RAY EQUIPMENT : MAINTENANCE,RADIOLOGY,,2012003873,"58,692.90",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,VAT DEBTOR < ONE YEAR,FINANCE AND IT,,,-117.39,"70,314.09"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,UROLOGY,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,1036615,"7,256.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,SERVICES FROM OTHER NHS BODIES,UROLOGY,,,"7,256.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,UPPER GI,,,"4,364.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,SERVICES FROM OTHER NHS BODIES,UPPER GI,,,"4,364.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,SERVICES FROM OTHER NHS BODIES,DIABETIC SERVICES,,,"4,058.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,SERVICES FROM OTHER NHS BODIES,NONE,,,"3,341.67",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,CARDIOLOGY,,,"2,934.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,SERVICES FROM OTHER NHS BODIES,PLASTIC SURGERY,,,"2,200.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,SERVICES FROM OTHER NHS BODIES,RENAL,,,"1,875.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,RENT,RENAL,,,"1,350.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,CARDIOLOGY,,,"1,290.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,CLINICAL IMMUNOLOGY,,,"1,140.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,CLINICAL IMMUNOLOGY,,,"1,140.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,SERVICES FROM OTHER NHS BODIES,NEUROSURGERY,,,408,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,CLINICAL IMMUNOLOGY,,,"-1,140.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,UPPER GI,,,"-4,364.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,UROLOGY,,,"-7,256.00","30,216.67"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,SERVICES FROM OTHER NHS BODIES,UROLOGY,,1036885,"7,256.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,SERVICES FROM OTHER NHS BODIES,UPPER GI,,,"4,364.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,SERVICES FROM OTHER NHS BODIES,DIABETIC SERVICES,,,"4,058.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,SERVICES FROM OTHER NHS BODIES,NONE,,,"3,341.67",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,STAFF RECHARGES,CARDIOLOGY,,,"2,934.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,SERVICES FROM OTHER NHS BODIES,PLASTIC SURGERY,,,"2,200.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,SERVICES FROM OTHER NHS BODIES,RENAL,,,"1,875.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,RENT,RENAL,,,"1,350.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,STAFF RECHARGES,CARDIOLOGY,,,"1,290.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,STAFF RECHARGES,CLINICAL IMMUNOLOGY,,,"1,140.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,SERVICES FROM OTHER NHS BODIES,NEUROSURGERY,,,408,"30,216.67"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,DRUGS,PHARMACY,NOVARTIS PHARMACEUTICALS UK LTD,90936763,"37,108.50",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,DRUGS,PHARMACY,,,"7,421.70","44,530.20"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,DRUGS,PHARMACY,,90944402,"37,256.70",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,DRUGS,PHARMACY,,,"7,451.34","44,708.04"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,DRUGS,PHARMACY,,90945155,"38,003.40",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,DRUGS,PHARMACY,,,"7,600.68","45,604.08"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,90949959,"37,108.50",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"7,421.70","44,530.20"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,90950561,"37,274.75",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"7,454.95","44,729.70"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,90953453,"37,108.50",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"7,421.70","44,530.20"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,90955352,"40,113.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"8,022.60","48,135.60"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY TEST KITS,PATHOLOGY,ORTHO CLINICAL DIAGNOSTICS,11012743,"10,821.96",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY TEST KITS,PATHOLOGY,,,"9,881.52",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY TEST KITS,PATHOLOGY,,,"2,164.39",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY TEST KITS,PATHOLOGY,,,"1,976.30",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY TEST KITS,PATHOLOGY,,,"1,176.30",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY TEST KITS,PATHOLOGY,,,235.26,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY TEST KITS,PATHOLOGY,,,11,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY TEST KITS,PATHOLOGY,,,2.2,0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/11/2011,LABORATORY TEST KITS,PATHOLOGY,,,0.01,"26,268.94"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,01/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,PC EXCAVATIONS LTD,531,"42,750.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,01/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"8,550.00","51,300.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,PHILIPS HEALTHCARE,7300100405,"171,560.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"171,560.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"34,312.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"34,312.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"-34,312.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"-171,560.00","205,872.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,ROCHE PRODUCTS LTD,1321418097,"24,444.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"4,888.80","29,332.80"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,1321418577,"43,657.50",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"8,731.50","52,389.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,1321419439,"22,127.90",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"4,425.58","26,553.48"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,1321421727,"40,740.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"8,148.00","48,888.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,1321423603,"33,104.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,DRUGS,PHARMACY,,,"6,620.80","39,724.80"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,CONTRACT : PREMISES SECURITY,HOTEL SERVICES,SHIELD SECURITY SERVICES (YORKSHIRE) LTD,17672,"49,266.59","59,119.91"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/11/2011,EXTERNAL CONTRACTS : LAUNDRY,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,40000336,"88,129.91","105,755.89"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,CONTRACT : REFUSE AND CLINICAL WASTE,SUSTAINABILITY & SOCIAL VALUE,THOMPSON WASTE MANAGEMENT LTD,113710,"30,366.08","36,439.30"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,29/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,TOSHIBA MEDICAL SYSTEMS LTD,141104472,"32,240.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,29/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"6,448.00","38,688.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,29/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,141104473,"32,240.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,29/11/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"6,448.00","38,688.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/11/2011,STAFF RECHARGES,VASCULAR SURGERY,UNIVERSITY OF HULL,43155,"59,388.00","59,388.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,COLORECTAL,,43903,"21,496.50",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"20,351.42",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,COLORECTAL,,,"18,501.94",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,MED SURG EQPT GENERAL,ENT,,,"17,742.93",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,GYNAECOLOGY,,,"16,656.44",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,GYNAECOLOGY,,,"15,996.97",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,COLORECTAL,,,"15,749.56",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,CHEST MEDICINE,,,"15,376.22",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,CARDIOLOGY,,,"14,592.51",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,ONCOLOGY,,,"14,269.11",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,ONCOLOGY,,,"13,502.31",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,CARDIOLOGY,,,"13,060.53",0
