Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No.,Amount,Total Inv Amount
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,550.80,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,550.80,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,515.24,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,440.64,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,374.08,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,314.10,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,312.01,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,310.36,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,305.64,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,300.89,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,275.65,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,275.60,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,267.75,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,256.20,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,254.30,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,254.09,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,254.05,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,247.50,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,219.83,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,219.60,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,217.06,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,204.32,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,197.62,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,195.99,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,177.86,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,165.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,155.79,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,139.66,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,129.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,114.18,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,112.59,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,112.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,102.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,101.38,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,95.34,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,93.88,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,93.88,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,93.88,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,93.88,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,93.88,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,83.75,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,82.62,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,82.62,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,77.29,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,74.82,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,74.27,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,67.48,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,66.10,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,65.52,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,53.55,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,49.87,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,49.50,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,47.12,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,46.55,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,44.64,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,41.35,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,41.34,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,38.43,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,35.57,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,33.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,29.40,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,27.08,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,25.80,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,24.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,23.75,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,20.40,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,20.28,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,17.13,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,16.80,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,14.08,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,14.08,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,14.08,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,14.08,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,14.08,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,11.14,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,10.61,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,10.12,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,9.83,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,7.48,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,6.70,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,4.80,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,4.75,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,4.06,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,LABORATORY REAGENTS,PATHOLOGY,,,1.59,"41,538.92 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,GAS,ENERGY AND UTILITIES,GAZPROM MARKETING AND TRADING RETAIL LTD,956118,"130,970.61",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,GAS,ENERGY AND UTILITIES,,,"22,919.85","153,890.46 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,GAS,ENERGY AND UTILITIES,,956119,"76,594.47",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,GAS,ENERGY AND UTILITIES,,,"13,404.03","89,998.50 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,GILEAD SCIENCES LTD,11088428,"24,963.96",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,,,"4,992.79","29,956.75 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,HEALTHCARE PRODUCT SERVICES LTD,9730005134,"33,900.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,,,"5,932.50","39,832.50 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,,9730005348,"22,600.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,,,"4,520.00","27,120.00 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,9730005508,"33,900.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,"6,780.00","40,680.00 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,28/02/2011,RENT,PLANNING,HEALTHCARE SOLUTIONS LTD,2059,"412,557.71","495,069.25 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,28/02/2011,RENT,PLANNING,HULL MATERNITY DEVELOPMENT LTD,HMD99A,"232,316.42",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,28/02/2011,RENT,PLANNING,,,616.70,"278,779.71 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,SERVICES FROM OTHER NHS BODIES,NONE,HUMBER NHS FOUNDATION TRUST,2013721,"123,832.00","123,832.00 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,28/02/2011,RENT,FACILITIES,INFRASTRUCTURE INVESTORS CASTLEHILL LTD,128,"152,100.65","182,520.78 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,01/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,K BINKS HEATING LTD,IN004454,"24,354.70",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,01/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"24,354.70",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,01/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"2,958.73",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,01/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"-24,354.70","28,616.77 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,IN004486,"36,662.21",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"5,492.64","43,078.10 ",
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,SERVICES FROM OTHER NHS BODIES,CLINICAL HAEMATOLOGY,LEEDS TEACHING HOSPITALS NHS TRUST,342310,"110,657.00","110,657.00 ",
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/02/2011,MEDICAL STAFF RECHARGES,FINANCE AND IT,,347400,"230,000.00","230,000.00 ",
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,MEDICAL STAFF RECHARGES,FINANCE AND IT,,918050,"-89,726.35","<89,726.35>",
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/02/2011,MEDICAL STAFF RECHARGES,FINANCE AND IT,,918259,"-37,696.24","<37,696.24>",
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,22/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,MAQUET LTD,3590028778,"72,000.00",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,22/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"14,400.00","86,400.00 ",
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,MEDTRONIC LTD,1050569532,"43,750.00",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,,,"8,587.25",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,,,"5,320.00","57,657.25 ",
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,1050573097,"130,500.00",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"46,500.00",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"46,200.00",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"31,500.00",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"28,500.00",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"26,100.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"19,500.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"18,600.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"17,250.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"15,500.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"12,250.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"9,300.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"9,240.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"6,300.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"5,700.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"3,900.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"3,720.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"3,450.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"3,100.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,PACEMAKERS,CARDIOLOGY,,,"2,450.00","439,560.00 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,1050580011,"21,600.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,"9,400.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,"7,680.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,"4,320.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,"2,760.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,"1,880.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,"1,600.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,"1,536.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,"1,005.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,600.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,552.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,320.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,201.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,MED SURG EQPT DISPOSABLE,DAY CASE SURG,,,120.00,"53,574.00 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,,1050580612,"1,226.75",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,,,"-5,320.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,,,"-9,814.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,,,"-43,750.00","<57,657.25>"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,,1050580613,"48,650.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,,,"9,730.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,STENTS,CARDIOLOGY,,,"-1,216.25","57,163.75 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,EXTERNAL CONTRACTS : DOMESTICS,DOMESTIC SERVICES,MITIE CLEANING AND ENVIRONMENTAL SERVICES LTD,7410/90234403,"273,451.19","321,305.15 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,EXTERNAL CONTRACTS : DOMESTICS,DOMESTIC SERVICES,,7410/90234404,"148,645.81","174,658.83 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,EXTERNAL CONTRACTS : DOMESTICS,DOMESTIC SERVICES,,7410/90234409,"63,423.66","74,522.80 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,EXTERNAL CONTRACTS : DOMESTICS,DOMESTIC SERVICES,,7410/90234410,"51,617.19","60,650.20 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,MOVIANTO UK LTD,9550682521,"22,653.15",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,,,"3,964.30","26,617.45 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/02/2011,SERVICES FROM OTHER NHS BODIES,PATHOLOGY,NHS BLOOD AND TRANSPLANT,800776,"254,597.60","254,597.60 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,NHS SUPPLY CHAIN,1011027522,"40,510.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"7,089.25","47,599.25 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,NON-N.H.S. TRADE CREDITORS < ONE YEAR,FINANCE AND IT,,1011029991,"289,131.99","289,131.99 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,NON-N.H.S. TRADE CREDITORS < ONE YEAR,FINANCE AND IT,,1011034062,"299,048.65","299,048.65 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,NON-N.H.S. TRADE CREDITORS < ONE YEAR,FINANCE AND IT,,1011038011,"315,604.80","315,604.80 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,NON-N.H.S. TRADE CREDITORS < ONE YEAR,FINANCE AND IT,,1011041243,"353,547.12","353,547.12 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,DRUGS,PHARMACY,NOVARTIS PHARMACEUTICALS UK LTD,90768515,"38,060.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,DRUGS,PHARMACY,,,"6,660.50","44,720.50 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,,90774038,"34,285.72",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,DRUGS,PHARMACY,,,"6,000.00","40,285.72 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,DRUGS,PHARMACY,,90779906,"40,223.60",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,DRUGS,PHARMACY,,,"8,044.72","48,268.32 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,DRUGS,PHARMACY,,90782522,"41,386.80",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,DRUGS,PHARMACY,,,"8,277.36","49,664.16 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,90786742,"38,060.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,"7,612.00","45,672.00 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,ORTHO CLINICAL DIAGNOSTICS,10015577,"10,821.96",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,"9,881.52",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,"1,893.84",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,"1,729.27",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,"1,176.30",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,352.89,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,205.85,0.00 
