Body Name,Service Label,Expense Category,Date,Transaction Number,Net Amount,Supplier Name
TfGM,Corporate Services,Procurement Services,25/10/2013,5100057788,8640,ATKINS LTD
TfGM,Transport,Capital Costs - Engineering Support Services,25/10/2013,5100057792,19950,ATKINS LTD
TfGM,Transport,Capital Costs - Print & Media,25/10/2013,5100057438,1029,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Print & Media,25/10/2013,5100057735,872,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Print & Media,25/10/2013,5100057737,1972,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Capital Costs - Miscellaneous External costs,25/10/2013,5100057319,2500,BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Transport,Capital Costs - Architectural Services,25/10/2013,5100057530,2140,BOWKER SADLER PARTNERSHIP LIMITED
TfGM,Transport,Utilities & Energy,25/10/2013,1900030211,951.09,BRITISH GAS BUSINESS
TfGM,Transport,Capital Costs - IS Software & Maintenance,25/10/2013,5100057434,900,BT ENGAGE IT
TfGM,Corporate Services,IS Support & Maintenance,25/10/2013,5100057531,1170.75,BT ENGAGE IT
TfGM,Corporate Services,IS Support & Maintenance,25/10/2013,5100057533,10988.25,BT ENGAGE IT
TfGM,Corporate Services,IS Support & Maintenance,25/10/2013,5100057534,2815.75,BT ENGAGE IT
TfGM,Transport,Print & Media,25/10/2013,5100057805,4202.82,CARAT MEDIA UK LIMITED
TfGM,Transport,Capital Costs - Project Support Services,25/10/2013,5100057164,2027.6,CDI ANDERSELITE LTD
TfGM,Transport,Capital Costs - Project Support Services,25/10/2013,5100057357,1370,CDI ANDERSELITE LTD
TfGM,Transport,Capital Costs - Project Support Services,25/10/2013,5100057646,2027.6,CDI ANDERSELITE LTD
TfGM,Transport,Capital Costs - Archaeological Services,25/10/2013,5100057474,3331.5,CFA ARCHAELOGY LTD
TfGM,Transport,Print & Media,25/10/2013,5100057617,634,CHAPEL PRESS LTD
TfGM,Transport,Print & Media,25/10/2013,5100057618,724,CHAPEL PRESS LTD
TfGM,Transport,Capital Costs - Environmental Feasibility Support,25/10/2013,5100057802,4057.35,CONTRACT ECOLOGY LTD
TfGM,Transport,Capital Costs - Print & Media,25/10/2013,5100057588,699.6,CREATIVE CONCERN
TfGM,Transport,Print & Media,25/10/2013,5100057701,4975,CREATIVE CONCERN
TfGM,Transport,Print & Media,25/10/2013,5100057524,1580,CREATIVE LYNX LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,25/10/2013,5100057705,2053.24,EC HARRIS LLP
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,25/10/2013,5100057706,1283.28,EC HARRIS LLP
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057707,9000.45,EC HARRIS LLP
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,25/10/2013,5100057736,4766.45,EC HARRIS LLP
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057499,518.12,ENZA MOTORS
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057629,559.1,ENZA MOTORS
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057630,531.3,ENZA MOTORS
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057631,502.49,ENZA MOTORS
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057637,581.93,ENZA MOTORS
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057789,554.87,ENZA MOTORS
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057813,458.12,ENZA MOTORS
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057815,561.12,ENZA MOTORS
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057823,688.83,ENZA MOTORS
TfGM,Corporate Services,Taxation Services,25/10/2013,5100057849,2800,ERNST & YOUNG
TfGM,Transport,Paper and Printing Consumables,25/10/2013,5100057780,12752.35,ESP SYSTEX LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057328,3915,FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Capital Costs - Engineering Support Services,25/10/2013,5100057603,1400,FREMONT LTD
TfGM,Corporate Services,Computer Support and Licences,25/10/2013,5100057249,607,GBM DIGITAL TECHNOLOGIES LTD
TfGM,Transport,Exhibitions and Conferences,25/10/2013,5100057233,1341,GRAPHIC AD
TfGM,Transport,Capital Costs - Traffic Signal Works,25/10/2013,5100057820,12619.44,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,25/10/2013,5100057827,18224.93,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,25/10/2013,5100057828,8700.47,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,25/10/2013,5100057829,10073.43,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,25/10/2013,5100057830,1186,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,25/10/2013,5100057831,27816.5,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,25/10/2013,5100057832,22768.32,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,25/10/2013,5100057834,6674.41,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,25/10/2013,5100057836,8230.31,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Engineering Support Services,25/10/2013,5100057356,5760,HALCROW GROUP LTD
TfGM,Transport,Heavy Rail Support Services,25/10/2013,5100057482,11591,HALCROW GROUP LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,1900030228,6449.07,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057579,2117.64,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057852,2647.05,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Print & Media,25/10/2013,1900030249,0,HEMISPHERE DESIGN & MRKTNG
TfGM,Corporate Services,Legal Services,25/10/2013,5100057326,6344,IAN ALLAN ASSOCIATES (UK) LTD
TfGM,Corporate Services,IS Software & Maintenance,25/10/2013,5100057758,534.74,INS SUDLOWS LTD
TfGM,Transport,Capital Costs - Smart Ticketing,25/10/2013,5100057702,10710,INTELLIGENT SOLUTIONS IN TRANSPORT
TfGM,Transport,Capital Costs - Computer Support and Licences,25/10/2013,5100057585,663,ITSO LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057392,9690,JACOBS UK LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,25/10/2013,5100057738,24442,JAMIESON CONTRACTING (MCR) LTD
TfGM,Transport,Traffic Signal Works,25/10/2013,5100057601,463.98,JONES LIGHTING
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,25/10/2013,5100057404,1200,LAMBERT SMITH HAMPTON
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,25/10/2013,5100057408,3000,LAMBERT SMITH HAMPTON
TfGM,Corporate Services,IS Support Services,25/10/2013,5100057604,3000,LEARNING POOL LTD
TfGM,Transport,Capital Costs - Property Support Services,25/10/2013,5100057111,8479.81,LESLIE ROBERTS AND CO LTD
TfGM,Transport,Capital Costs - Property Support Services,25/10/2013,5100057266,7219.37,LESLIE ROBERTS AND CO LTD
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,25/10/2013,5100057586,2304,LESLIE ROBERTS AND CO LTD
TfGM,Transport,Property Support Services,25/10/2013,5100057803,3866.99,LESLIE ROBERTS AND CO LTD
TfGM,Transport,Bus Support Services,25/10/2013,5100056910,8120,Lloyd Morgan Group
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100056954,7830,MACE LTD
TfGM,Transport,Capital Costs -  Project Support Services,25/10/2013,5100057318,8264,MANCHESTER CITY COUNCIL
TfGM,Transport,Capital Costs - Vehicle Costs,25/10/2013,5100057723,729.96,MANCHESTER CITY COUNCIL
TfGM,Transport,Capital Costs - Computer & Communications Equipment,25/10/2013,5100057580,567.1,MAYFLEX UK LTD T/A CABLES AND STUFF
TfGM,Transport,Print & Media,25/10/2013,5100057704,4950,MERE PR
TfGM,Transport,Print & Media,25/10/2013,5100057778,4950,MERE PR
TfGM,Transport,Security Services,25/10/2013,5100056670,6691.96,METROLINK RATP DEV LTD
TfGM,Transport,Security Services,25/10/2013,5100056671,7138.09,METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Project Support Services,25/10/2013,5100057243,26010,METROLINK RATP DEV LTD
TfGM,Transport,Replacement Bus Services,25/10/2013,5100057244,14069,METROLINK RATP DEV LTD
TfGM,Transport,Replacement Bus Services,25/10/2013,5100057246,1350,METROLINK RATP DEV LTD
TfGM,Transport,Replacement Bus Services,25/10/2013,5100057250,673,METROLINK RATP DEV LTD
TfGM,Transport,Replacement Bus Services,25/10/2013,5100057251,675,METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Project Support Services,25/10/2013,5100057472,34774.04,METROLINK RATP DEV LTD
TfGM,Transport,Replacement Bus Services,25/10/2013,5100057689,675,METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Project Management Services,25/10/2013,5100057116,4300,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Project Management Services,25/10/2013,5100057119,1881.25,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057120,2150,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057121,1950,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057122,1950,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057159,1690,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057160,1664,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057360,1170,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057391,1690,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057396,1664,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Project Management Services,25/10/2013,5100057397,1881.25,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057398,1950,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Project Management Services,25/10/2013,5100057399,2150,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057400,1773.75,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057633,1950,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057634,1950,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057635,1664,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057636,1690,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Project Management Services,25/10/2013,5100057638,2150,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Project Management Services,25/10/2013,5100057639,1505,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,25/10/2013,5100057241,9334.51,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Planning Support Services,25/10/2013,5100057619,10330,MVA LTD
TfGM,Transport,Capital Costs -  Software Support Services,25/10/2013,5100057615,2900,MXDATA LTD
TfGM,Transport,Software Support Services,25/10/2013,5100057616,2200,MXDATA LTD
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,25/10/2013,1900030231,551,NATIONAL GRID PLC
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057385,22700,NATIONWIDE DATA COLLECTION LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,25/10/2013,5100057371,293920,NDORS LTD
TfGM,Transport,Staff Rail Passes,25/10/2013,5100057052,1629.25,NORTHERN RAIL LIMITED
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057092,4785,OPTARE LTD
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057093,6435,OPTARE LTD
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057094,1749.99,OPTARE LTD
TfGM,Transport,Vehicle Repairs & Maintenance,25/10/2013,5100057095,18666.58,OPTARE LTD
TfGM,Transport,Capital Costs - Light Rail Support Services,25/10/2013,5100057693,4251.15,OVE ARUP & PARTNERS INTERNATIONAL L
TfGM,Transport,Capital Costs - Computer and Printing Hardware,25/10/2013,5100057755,1354.49,PARTEX MARKING SYSTEMS
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057349,1701.75,PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057584,1701.75,PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057747,1701.75,PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057048,620.28,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057237,566.4,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057296,589,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057304,5240.04,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057314,2659.21,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057542,620.28,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057547,620.28,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057606,566.4,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057658,4532.84,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057659,9113.34,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057683,532,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057709,566.4,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057711,532,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057714,5446.54,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057725,4678.54,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057726,4314.83,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057732,620.28,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,25/10/2013,5100057806,4646.68,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057816,5289.88,PLUSWORK LTD
TfGM,Transport,Capital Costs - Computer & Communications Equipment,25/10/2013,5100057483,842.75,RITTAL LIMITED
TfGM,Transport,Smart Ticketing,25/10/2013,5100057440,2400.1,Robert Walters Plc
TfGM,Transport,Smart Ticketing,25/10/2013,5100057441,2950,Robert Walters Plc
TfGM,Transport,Smart Ticketing,25/10/2013,5100057442,3200,Robert Walters Plc
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/10/2013,5100057443,1692.9,Robert Walters Plc
TfGM,Transport,Smart Ticketing,25/10/2013,5100057565,2950,Robert Walters Plc
TfGM,Transport,Smart Ticketing,25/10/2013,5100057567,2400.1,Robert Walters Plc
TfGM,Transport,Smart Ticketing,25/10/2013,5100057569,2000,Robert Walters Plc
TfGM,Transport,Smart Ticketing,25/10/2013,5100057571,2000,Robert Walters Plc
TfGM,Transport,Smart Ticketing,25/10/2013,5100057572,4000,Robert Walters Plc
TfGM,Transport,Training,25/10/2013,5100057485,5750,ROCHDALE COMMUNITY TRANSPORT
TfGM,Transport,Capital Costs - Transport Planning & Monitoring Services,25/10/2013,5100057519,802,ROCHDALE MBC
TfGM,Transport,Training,25/10/2013,5100057435,990,SALFORD GIS LTD
TfGM,Corporate Services,IS Software & Maintenance,25/10/2013,5100057740,2904,SATISNET LIMITED
TfGM,Transport,Property & Equipment Maintenance,25/10/2013,5100057695,4601.83,SERCO LTD
TfGM,Transport,Traffic Signal Works,25/10/2013,5100057721,170009.08,SIEMENS PLC
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057379,5292,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057380,3491,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057581,5145,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057582,4903,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057583,1690,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,25/10/2013,5100057718,5386,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Capital Costs -  Project Support Services,25/10/2013,5100057593,3483.31,SOIL ENGINEERING GEOSERVICES LIMITE
TfGM,Transport,Capital Costs - Planning Support Services,25/10/2013,5100057430,12450,STEER DAVIES GLEEVE LTD
TfGM,Transport,Capital Costs - Planning Support Services,25/10/2013,5100057432,4800,STEER DAVIES GLEEVE LTD
TfGM,Transport,Print & Media,25/10/2013,5100057287,1780,THE HAMILTON PROJECT
TfGM,Corporate Services,IS Software & Maintenance,25/10/2013,5100057469,581.25,THE PHONE CO OP LTD
TfGM,Corporate Services,IS Consumables,25/10/2013,5100057047,740,TOTAL COMPUTERS LTD
TfGM,Corporate Services,IS Consumables,25/10/2013,5100057286,7596.9,TOTAL COMPUTERS LTD
TfGM,Corporate Services,IS Consumables,25/10/2013,5100057419,959,TOTAL COMPUTERS LTD
TfGM,Corporate Services,Printer Consumables,25/10/2013,5100057420,2010.4,TOTAL COMPUTERS LTD
TfGM,Corporate Services,IS Consumables,25/10/2013,5100057455,642,TOTAL COMPUTERS LTD
TfGM,Corporate Services,IS Consumables,25/10/2013,5100057539,3842,TOTAL COMPUTERS LTD
TfGM,Corporate Services,Printer Consumables,25/10/2013,5100057599,1672,TOTAL COMPUTERS LTD
TfGM,Corporate Services,IS Consumables,25/10/2013,5100057697,11396,TOTAL COMPUTERS LTD
TfGM,Corporate Services,IS Consumables,25/10/2013,5100057794,2395.75,TOTAL COMPUTERS LTD
TfGM,Corporate Services,Printer Consumables,25/10/2013,5100057851,499.9,TOTAL COMPUTERS LTD
TfGM,Corporate Services,Computer Equipment Maintenance,25/10/2013,5100057172,1346.4,TOUCHSTAR TECHNOLOGIES LTD
TfGM,Transport,Cleaning,25/10/2013,5100057465,2300,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,CCTV Support Services,25/10/2013,5100057431,6039.25,TYCO INTEGRATED SYSTEMS
TfGM,Transport,Audit and Financial Services,25/10/2013,5100057374,1750,UHY HACKER YOUNG LLP
TfGM,Transport,Utilities & Energy,25/10/2013,1900030218,3289.38,UNITED UTILITIES WATER PLC
TfGM,Transport,Capital Costs - Project Management Services,25/10/2013,5100057424,1813.33,URBAN VISION PARTNERSHIP LTD
TfGM,Transport,Telecommunications,25/10/2013,5100057724,2050.96,VODAFONE CONNECT LTD
TfGM,Transport,Supported Bus Services,25/10/2013,5100057362,5437,WEST YORKSHIRE PTE
TfGM,Transport,Supported Bus Services,25/10/2013,5100057365,5262,WEST YORKSHIRE PTE
TfGM,Transport,Training,25/10/2013,5100057691,2976,WIGAN COMMUNITY TRANSPORT
TfGM,Transport,Bus Support Services,25/10/2013,5100057305,9750,YOURBUS LTD
TfGM,Transport,Vehicle Costs,30/10/2013,1200026610,1437.35,ALLSTAR
TfGM,Transport,Postage Costs,31/10/2013,1200026610,3500,FP TELESET
TfGM,Transport,Concessionary Reimbursement,05/11/2013,1900030294,505,1919 TAXIS
TfGM,Transport,Capital Costs - Programme and Project Management Services,05/11/2013,5100058209,927,ACUITY PROGRAMME MANAGEMENT LTD
TfGM,Transport,Capital Costs -  Light Rail Support Services,05/11/2013,5100057868,10800,AD2 LTD
TfGM,Transport,Capital Costs - Architectural Services,05/11/2013,5100055795,6613.33,AEDAS ARCHITECTS LTD
TfGM,Transport,Capital Costs - Architectural Services,05/11/2013,5100055796,8555.66,AEDAS ARCHITECTS LTD
TfGM,Transport,IS Support Services,05/11/2013,5100058167,4125,AMAZE COMMUNICATION SERVICES LTD
TfGM,Transport,Capital Costs - Equipment Installation,05/11/2013,5100058053,589.06,APOLLO ENERGY LTD
TfGM,Transport,Concessionary Reimbursement,05/11/2013,1900030361,523,ARSHAD HAFEEZ T/A NO 1 CAB CO.
TfGM,Transport,Health & Safety Support Services,05/11/2013,5100055883,600,ATKINS LTD
TfGM,Transport,Financial and Contract Management Services,05/11/2013,5100058123,10212.5,AUTUS LTD
TfGM,Transport,Training,05/11/2013,5100058017,2265,BOLTON COMMUNITY TRANSPORT
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,05/11/2013,1900030365,705950,BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Transport,Capital Costs - LRT Vehicles,05/11/2013,5100057315,318648.99,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,05/11/2013,5100057475,6600,BURY MBC
TfGM,Transport,Capital Costs - Project Support Services,05/11/2013,5100057163,1350,CDI ANDERSELITE LTD
TfGM,Transport,Capital Costs - Project Support Services,05/11/2013,5100057359,1350,CDI ANDERSELITE LTD
TfGM,Transport,Capital Costs - Legal Services,05/11/2013,5100057865,750,DLA PIPER UK LLP
TfGM,Corporate Services,IS Software & Maintenance,05/11/2013,5100057540,5375,DOTTED EYES LTD
TfGM,Transport,Programme Management,05/11/2013,5100057869,4800,EDGERTON MANAGEMENT SERVICES LTD
TfGM,Transport,Programme Management,05/11/2013,5100057870,4800,EDGERTON MANAGEMENT SERVICES LTD
TfGM,Transport,Capital Costs - Project Support Services,05/11/2013,5100057019,2637.5,EKOSGEN
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100057934,240235.73,ELECTRICITY NORTH WEST EHV
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100057979,628.78,ELECTRICITY NORTH WEST EHV
TfGM,Transport,Driver Intervention Course Delivery Costs,05/11/2013,5100058137,2450,ENTERPRISE SOLUTIONS (NW) LTD
TfGM,Transport,Security Services,05/11/2013,5100057529,1653.58,G4S CASH SERVICES UK LTD
TfGM,Transport,Temporary Vacancy Cover,05/11/2013,1900030340,9752.09,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Engineering Support Services,05/11/2013,5100058194,19789,IAN ROWE ASSOCIATES LTD
TfGM,Transport,Training,05/11/2013,5100058195,9636,IAN ROWE ASSOCIATES LTD
TfGM,Transport,Concessionary Reimbursement,05/11/2013,1900030303,991,JR'S PRIVATE HIRE
TfGM,Transport,Driver Intervention Course Delivery Costs,05/11/2013,5100057997,1040,K EKERT
TfGM,Transport,Concessionary Reimbursement,05/11/2013,1900030354,2038,MAGNUM WHITELINE PRIVATE HIRE
TfGM,Transport,Training,05/11/2013,5100058128,1610,MANCHESTER COLLEGE
TfGM,Transport,Print & Media,05/11/2013,5100058164,6000,MANCHESTER PRIDE EVENTS LTD
TfGM,Transport,Print & Media,05/11/2013,5100058142,4500,MANDY MARTINEZ
TfGM,Transport,Capital Costs - Engineering Support Services,05/11/2013,5100055716,14668.75,MARSTON & GRUNDY LLP
TfGM,Transport,Print & Media,05/11/2013,5100057886,4950,MERE PR
TfGM,Transport,Print & Media,05/11/2013,5100057888,770,MERE PR
TfGM,Transport,Concessionary Reimbursement,05/11/2013,1900030300,1715,METRO CARS BOLTON
TfGM,Transport,Concessionary Reimbursement,05/11/2013,1900030293,1527,METRO TAXIS LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,05/11/2013,5100056690,6103,MOTT MACDONALD LTD
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057899,15478.74,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057900,6283.88,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057901,76507.54,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057902,5542.52,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057903,23322.71,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057933,82344.26,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057935,240218.08,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057942,3172.18,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057945,629.25,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057946,286854.82,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057949,66837.68,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,05/11/2013,5100057951,18560.88,MPACT THALES
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100058039,4956.27,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100058040,31173.86,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100058041,115127.96,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100058043,7956.07,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100058044,2391.15,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100058045,22667.86,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100058048,7538.72,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,05/11/2013,5100058049,-17236.94,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Project Support Services,05/11/2013,5100058163,2625,NEIL CLARKE LTD
TfGM,Corporate Services,IS Support Services,05/11/2013,5100057577,11200,PMA RECRUITMENT LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,05/11/2013,5100058141,1094,R MOTT
TfGM,Transport,Concessionary Reimbursement,05/11/2013,1900030351,1400,RADIO CABS T/A ECO TRAVEL
TfGM,Transport,Capital Costs - Print & Media,05/11/2013,5100057950,490,RCD
TfGM,Transport,Travel and Accommodation,05/11/2013,1900030333,832.55,Redacted
TfGM,Transport,Print & Media,05/11/2013,5100057876,1371.38,RICOH UK LTD
TfGM,Transport,Supported Bus Services,05/11/2013,1900030276,0,ROCHDALE COMMUNITY TRANSPORT
TfGM,Transport,Print & Media,05/11/2013,5100058011,3120,ROUNDTHORN PROPERTIES LTD
TfGM,Transport,Traffic Signal Works,05/11/2013,5100058054,6400,SIEMENS PLC
TfGM,Transport,Capital Costs - Planning Support Services,05/11/2013,5100056586,1370,STEER DAVIES GLEEVE LTD
TfGM,Transport,Planning Support Services,05/11/2013,5100058138,11559.02,STEER DAVIES GLEEVE LTD
