A3131 - Expenditure Over Threshold,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Note : This Report has a prompt “Threshold Amount” which is mapped to AP Invoice Total Amount i.e. Invoice Header Amount (column Threshold Amount is not available in the report output). The AP Amount column on the report represents the invoice distribution amount (which is not Invoice header amount).,,,,,,,,,
Time run: 03/04/2018 14:59:51,,,,,,,,,
Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WHITTAKER LANE MEDICAL CENTRE,21217632,"3,116.67 ",,ROC000014749
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WHITTAKER LANE MEDICAL CENTRE,21217632,"6,032.24 ",,ROC000014749
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR KOTEGAONKAR & PARTNERS,21217634,"43,935.40 ",,ROC000014751
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,DR KOTEGAONKAR & PARTNERS,21217634,"2,282.28 ",,ROC000014751
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,DR KOTEGAONKAR & PARTNERS,21217634,"1,696.10 ",,ROC000014751
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR KOTEGAONKAR & PARTNERS,21217634,"2,058.33 ",,ROC000014751
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR KOTEGAONKAR & PARTNERS,21217634,"4,744.53 ",,ROC000014751
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,RAMSBOTTOM GROUP PRACTICE,21217636,"54,654.34 ",,ROC000014753
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,RAMSBOTTOM GROUP PRACTICE,21217636,548.67 ,,ROC000014753
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,RAMSBOTTOM GROUP PRACTICE,21217636,746.08 ,,ROC000014753
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,RAMSBOTTOM GROUP PRACTICE,21217636,"1,854.27 ",,ROC000014753
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RAMSBOTTOM GROUP PRACTICE,21217636,"5,904.54 ",,ROC000014753
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,21217638,"1,032.25 ",,ROC000014755
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Violent Patients,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,21217638,"2,986.67 ",,ROC000014755
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,21217638,"68,416.29 ",,ROC000014755
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,21217638,822.49 ,,ROC000014755
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,21217638,"2,572.11 ",,ROC000014755
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,21217638,"22,279.39 ",,ROC000014755
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,21217638,"8,598.29 ",,ROC000014755
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR P NORMAN & PARTNERS,21217640,454.19 ,,ROC000014757
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR P NORMAN & PARTNERS,21217640,"42,051.58 ",,ROC000014757
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,DR P NORMAN & PARTNERS,21217640,"1,262.74 ",,ROC000014757
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR P NORMAN & PARTNERS,21217640,"36,662.29 ",,ROC000014757
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR P NORMAN & PARTNERS,21217640,"5,800.08 ",,ROC000014757
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,NORTH WEST AMBULANCE SERVICE NHS TRUST,21228519,"511,527.00 ",654435138,4110037184
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,NORTH WEST AMBULANCE SERVICE NHS TRUST,21228520,"95,928.00 ",654435138,4110037247
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR P J WOODCOCK & PARTNERS,21245284,"55,903.35 ",,ROC000014711
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR P J WOODCOCK & PARTNERS,21245284,"3,583.40 ",,ROC000014711
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR P J WOODCOCK & PARTNERS,21245284,"2,188.37 ",,ROC000014711
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR P J WOODCOCK & PARTNERS,21245284,144.05 ,,ROC000014711
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,DR P J WOODCOCK & PARTNERS,21245284,"3,788.06 ",,ROC000014711
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR P J WOODCOCK & PARTNERS,21245284,"26,523.09 ",,ROC000014711
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR P J WOODCOCK & PARTNERS,21245284,"8,429.41 ",,ROC000014711
Department of Health,NHS Bury CCG,31/03/2018,ME-PMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,DR P J WOODCOCK & PARTNERS,21245284,"5,335.00 ",,ROC000014711
Department of Health,NHS Bury CCG,31/03/2018,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,DR P J WOODCOCK & PARTNERS,21245284,"8,917.55 ",,ROC000014711
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,WHITEFIELD HEALTH CENTRE,21245285,"4,265.03 ",,ROC000014747
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WHITEFIELD HEALTH CENTRE,21245285,"1,114.83 ",,ROC000014747
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WHITEFIELD HEALTH CENTRE,21245285,"60,268.87 ",,ROC000014747
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,WHITEFIELD HEALTH CENTRE,21245285,"7,686.83 ",,ROC000014747
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WHITEFIELD HEALTH CENTRE,21245285,"7,008.03 ",,ROC000014747
Department of Health,NHS Bury CCG,31/03/2018,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,WHITEFIELD HEALTH CENTRE,21245285,"3,750.00 ",,ROC000014747
Department of Health,NHS Bury CCG,31/03/2018,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WHITEFIELD HEALTH CENTRE,21245285,"4,314.00 ",,ROC000014747
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Othe Public Sector,CARERS,BURY COUNCIL,21305290,"38,600.00 ",,34138058
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,21305310,"102,941.00 ",GB654951509,55575044
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Clinical Other,NON RECURRENT PROGRAMMES,BURY GP PRACTICES LTD,21305319,"101,667.00 ",,BGPF137
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,21305328,"6,961.00 ",GB654929594,0000027309
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,21305328,"93,298.54 ",GB654929594,0000027309
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Variation,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,21305328,"9,114.64 ",GB654929594,0000027309
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,OAKLANDS HOSPITAL,21305338,"(39,584.86)",GB 426505170,L1051217REC
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,INTRAHEALTH LTD,21305350,"48,706.34 ",,NAV587
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,INTRAHEALTH LTD,21305357,"48,706.34 ",,NAV589
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,COMMISSIONING,NHS OLDHAM CCG,21305365,"5,942.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,CONTRACT MANAGEMENT,NHS OLDHAM CCG,21305365,"29,552.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,EDUCATION AND TRAINING,NHS OLDHAM CCG,21305365,"2,358.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,EMERGENCY PLANNING,NHS OLDHAM CCG,21305365,"1,694.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,EQUALITY AND DIVERSITY,NHS OLDHAM CCG,21305365,"1,843.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,FINANCE,NHS OLDHAM CCG,21305365,"8,793.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,HUMAN RESOURCES,NHS OLDHAM CCG,21305365,"7,610.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,MEDICINES MANAGEMENT,NHS OLDHAM CCG,21305365,"5,958.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,NHS 111,NHS OLDHAM CCG,21305365,"1,401.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,PATIENT AND PUBLIC INVOLVEMENT,NHS OLDHAM CCG,21305365,"5,312.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,PROCUREMENT,NHS OLDHAM CCG,21305365,"4,900.00 ",,7011703506
Department of Health,NHS Bury CCG,31/03/2018,C&M-APMS IT Comm Servs-GP Practices,PRIMARY CARE IT,NHS OLDHAM CCG,21305368,"2,415.32 ",,7011703515
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS OLDHAM CCG,21305368,"43,985.93 ",,7011703515
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS OLDHAM CCG,21305368,"28,825.92 ",,7011703515
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,CONTRACT MANAGEMENT,NHS OLDHAM CCG,21305368,"5,466.73 ",,7011703515
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,IM&T,NHS OLDHAM CCG,21305368,"19,807.72 ",,7011703515
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,21330264,"45,678.00 ",654435138,4110037153
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,OAKLANDS HOSPITAL,21330280,"62,380.05 ",GB 426505170,1050318
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,21352636,"68,655.00 ",654415538,6210118321
Department of Health,NHS Bury CCG,31/03/2018,Programme Support Costs,NON RECURRENT PROGRAMMES,PENNINE CARE NHS FOUNDATION TRUST,21403001,"(151,776.00)",,2121
Department of Health,NHS Bury CCG,31/03/2018,Charges from CCG,PRIMARY CARE IT,NHS OLDHAM CCG,21403004,"(118,876.22)",,7011703485
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Clinical Other,NON RECURRENT PROGRAMMES,BURY GP PRACTICES LTD,21403005,"29,145.75 ",,BGPF134
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Othe Public Sector,WINTER PRESSURES,BURY COUNCIL,21426024,"71,758.00 ",,33997371
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Othe Public Sector,WINTER PRESSURES,BURY COUNCIL,21426041,"178,242.00 ",,34086647
Department of Health,NHS Bury CCG,31/03/2018,Prescribing,PRESCRIBING,NHS BOLTON CCG,21426078,"(96,040.00)",,7011300870
Department of Health,NHS Bury CCG,31/03/2018,Programme Support Costs,URGENT CARE,NHS OLDHAM CCG,21426088,"48,742.35 ",,7011703544
Department of Health,NHS Bury CCG,31/03/2018,Programme Support Costs,NON RECURRENT PROGRAMMES,PENNINE CARE NHS FOUNDATION TRUST,21426095,"151,776.00 ",,1010027608
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL HOSPITALS NHS FOUNDATION TRUST,21426101,"187,515.00 ",,S0013736
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPAMEDICA LTD,21426102,"56,548.54 ",,NHSBUY062
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Voluntary Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SIGNHEALTH LTD,21426107,"180,000.00 ",,164339
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,21426159,"238,379.17 ",,1010027991
Department of Health,NHS Bury CCG,31/03/2018,Programme Support Costs,NON RECURRENT PROGRAMMES,PENNINE CARE NHS FOUNDATION TRUST,21426166,"(151,776.00)",,2205
Department of Health,NHS Bury CCG,31/03/2018,Computer Hardware Purch,PRIMARY CARE IT,NHS OLDHAM CCG,21426168,"32,819.37 ",,7011703647
Department of Health,NHS Bury CCG,31/03/2018,Computer Hardware Purch,PRIMARY CARE IT,NHS OLDHAM CCG,21426169,"66,858.93 ",,7011703649
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,21426175,"(57,860.00)",,2116
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,21426181,"(128,000.00)",,2114
Department of Health,NHS Bury CCG,31/03/2018,Rent,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21451997,"10,037.02 ",GB782562113,0060036967
Department of Health,NHS Bury CCG,31/03/2018,Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21451997,"9,495.49 ",GB782562113,0060036967
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21451997,"3,907.89 ",GB782562113,0060036967
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21451997,"3,697.05 ",GB782562113,0060036967
Department of Health,NHS Bury CCG,31/03/2018,Rent,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452000,"10,037.02 ",GB782562113,0060036968
Department of Health,NHS Bury CCG,31/03/2018,Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452000,"9,495.49 ",GB782562113,0060036968
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452000,"3,907.89 ",GB782562113,0060036968
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452000,"3,697.05 ",GB782562113,0060036968
Department of Health,NHS Bury CCG,31/03/2018,Rent,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452002,"10,037.02 ",GB782562113,0060036969
Department of Health,NHS Bury CCG,31/03/2018,Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452002,"9,495.49 ",GB782562113,0060036969
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452002,"3,907.89 ",GB782562113,0060036969
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452002,"3,697.05 ",GB782562113,0060036969
Department of Health,NHS Bury CCG,31/03/2018,Rent,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452024,"10,034.48 ",GB782562113,0060039855
Department of Health,NHS Bury CCG,31/03/2018,Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452024,"9,493.09 ",GB782562113,0060039855
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452024,"5,886.00 ",GB782562113,0060039855
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452024,"5,568.44 ",GB782562113,0060039855
Department of Health,NHS Bury CCG,31/03/2018,Rent,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452028,"10,034.48 ",GB782562113,0060041154
Department of Health,NHS Bury CCG,31/03/2018,Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452028,"9,493.09 ",GB782562113,0060041154
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452028,"5,886.00 ",GB782562113,0060041154
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452028,"5,568.44 ",GB782562113,0060041154
Department of Health,NHS Bury CCG,31/03/2018,Rent,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452033,"10,034.48 ",GB782562113,0060044404
Department of Health,NHS Bury CCG,31/03/2018,Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452033,"9,493.09 ",GB782562113,0060044404
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,21452033,"5,886.00 ",GB782562113,0060044404
Department of Health,NHS Bury CCG,31/03/2018,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,21452033,"5,568.44 ",GB782562113,0060044404
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Clinical Other,NON RECURRENT PROGRAMMES,BURY GP PRACTICES LTD,21452062,"480,000.00 ",,BGPF138
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Over/ Under Performance,AMBULANCE SERVICES,NORTH WEST AMBULANCE SERVICE NHS TRUST,21452098,"(45,916.00)",654435138,1977
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Variation,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,21452163,"243,288.00 ",,1010027906
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Variation,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,21452198,"59,057.00 ",,1010028023
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Variation,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,21483894,"92,129.00 ",,1010027907
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Non Contract,MENTAL HEALTH CONTRACTS,NORTH WEST AMBULANCE SERVICE NHS TRUST,21483950,"199,000.00 ",654435138,4110037618
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,21555159,"1,371,063.00 ",,1010027596
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,21555161,"92,009.00 ",,1010027601
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,21555165,"1,623,991.00 ",,1010027586
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,PENNINE ACUTE HOSPITALS NHS TRUST,21555195,"45,647.00 ",654418333,A0004981
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,21555200,"7,793,002.00 ",654418333,A0005355
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,CLINICAL ASSESSMENT AND TREATMENT CENTRES,PENNINE ACUTE HOSPITALS NHS TRUST,21555200,"54,152.00 ",654418333,A0005355
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,Winter Resilience,PENNINE ACUTE HOSPITALS NHS TRUST,21555200,"49,667.00 ",654418333,A0005355
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Cost per Case,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,21555200,"27,679.00 ",654418333,A0005355
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,EAST LANCASHIRE HOSPITALS NHS TRUST,21555243,"96,266.77 ",,E0090526
Department of Health,NHS Bury CCG,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,OAKLANDS HOSPITAL,21555262,"(42,014.92)",GB 426505170,L1050118REC
Department of Health,NHS Bury CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,21555267,"27,200.00 ",,9110025813
