Department,Entitly, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£559.40,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£794.00,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,"£1,413.50",
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,"£1,436.80",
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£829.66,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£739.20,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£653.66,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,"£1,110.83",
DFID ,DFID,20/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,202708-103 ,"£2,153.33",
DFID ,DFID,20/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,202787-103 ,£647.04,
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,202788-101 ,"£2,531.79",
DFID ,DFID,09/03/2015,DFID Purchased Relief Supplies ,East and Central Africa ,Foreign & Commonwealth Office ,202891-109 ,"£5,723.90",
DFID ,DFID,16/03/2015,Training - Travel & Subsistence ,East and Central Africa ,Foreign & Commonwealth Office ,202913-104 ,£803.74,
DFID ,DFID,16/03/2015,Data Network -Satellite ,East and Central Africa ,Foreign & Commonwealth Office ,202913-104 ,"£1,083.50",
DFID ,DFID,16/03/2015,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,202913-104 ,"£42,727.69",
DFID ,DFID,20/03/2015,Data Network -Satellite ,East and Central Africa ,Foreign & Commonwealth Office ,202913-104 ,£889.17,
DFID ,DFID,04/03/2015,Data Network -Satellite ,East and Central Africa ,Foreign & Commonwealth Office ,202913-104 ,£787.74,
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,202949-102 ,"£1,974.32",
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,202949-102 ,"£4,965.04",
DFID ,DFID,13/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203035-102 ,"£7,722.80",
DFID ,DFID,04/03/2015,Hotels - Accommodation only ,Policy Division ,Foreign & Commonwealth Office ,203184-101 ,£552.02,
DFID ,DFID,16/03/2015,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203229-103 ,£937.59,
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203454-104 ,"£2,328.04",
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203454-104 ,"£2,271.41",
DFID ,DFID,05/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,£605.46,
DFID ,DFID,18/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£1,707.94",
DFID ,DFID,18/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£8,710.76",
DFID ,DFID,18/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£1,200.00",
DFID ,DFID,05/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£1,913.17",
DFID ,DFID,05/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£6,787.51",
DFID ,DFID,26/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,£938.91,
DFID ,DFID,26/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£1,417.14",
DFID ,DFID,26/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-105 ,"£4,355.71",
DFID ,DFID,23/03/2015,Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,203478-101,"£1,278.69",
DFID ,DFID,05/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-105 ,"£1,379.32",
DFID ,DFID,18/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-105 ,"£1,345.75",
DFID ,DFID,18/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-105 ,"£4,839.68",
DFID ,DFID,26/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-106 ,"£4,839.68",
DFID ,DFID,31/03/2015,Office Supplies ,Group Operations ,Altodigital Networks Ltd,203717-101 ,£732.00,
DFID ,DFID,09/03/2015,Furniture & Fittings ,Research and Evidence Division ,Foreign & Commonwealth Office ,203874-101 ,£514.00,
DFID ,DFID,05/03/2015,Secure Staff Accommodation ,Research and Evidence Division ,Foreign & Commonwealth Office ,203874-101 ,"£3,769.84",
DFID ,DFID,04/03/2015,Secure Staff Accommodation ,Research and Evidence Division ,Foreign & Commonwealth Office ,203874-101 ,"£3,769.84",
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,203940-108 ,£583.16,
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,203940-108 ,£742.40,
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,203940-108 ,£787.17,
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,203940-108 ,"£1,023.96",
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,203940-107 ,£765.18,
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,203940-107 ,£765.18,
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,203940-107 ,£794.89,
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,203944-106 ,£550.38,
DFID ,DFID,04/03/2015,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,203986-103 ,£945.72,
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,203986-103 ,"£1,233.02",
DFID ,DFID,18/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,204053-101 ,"£20,640.67",
DFID ,DFID,23/03/2015,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,204053-101 ,£892.26,
DFID ,DFID,09/03/2015,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204055-101 ,£762.05,
DFID ,DFID,16/03/2015,Secure Staff Accommodation ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204055-101 ,£691.47,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,204456-102 ,£545.68,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,204456-102 ,£502.36,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,204456-102 ,£641.44,
DFID ,DFID,18/03/2015,Hotels - Accommodation only ,Western Asia Division ,Foreign & Commonwealth Office ,204791-101 ,£983.26,
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,Western Asia Division ,Corporate Travel Provider ,204791-101 ,£904.77,
DFID ,DFID,26/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Western Asia Division ,Foreign & Commonwealth Office ,204792-105 ,"£3,177.44",
DFID ,DFID,16/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,"£14,621.29",
DFID ,DFID,16/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,£890.00,
DFID ,DFID,16/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,"£1,724.19",
DFID ,DFID,16/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,"£45,948.00",
DFID ,DFID,23/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,"£1,126.65",
DFID ,DFID,23/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,"£13,880.89",
DFID ,DFID,23/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,£604.50,
DFID ,DFID,23/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,£609.86,
DFID ,DFID,23/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,"£1,259.38",
DFID ,DFID,23/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,"£12,418.01",
DFID ,DFID,23/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204813-101 ,£569.78,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204832-101 ,"£1,217.02",
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204832-101 ,£717.74,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204832-101 ,£563.51,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,"£1,633.01",
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,"£1,066.41",
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£852.27,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£634.70,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,"£1,562.51",
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,"£2,060.30",
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£570.50,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£685.86,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£994.94,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£793.40,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,"£1,310.81",
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£873.16,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£719.07,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,"£1,361.61",
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204891-101 ,"£1,361.61",
DFID ,DFID,23/03/2015,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,ASSOCIATION OF COMMONWEALTH UNIVER ,202004-101 ,"£243,018.00",
DFID ,DFID,17/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202190-105 ,"£52,555.20",
DFID ,DFID,06/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202190-105 ,"£5,755.00",
DFID ,DFID,26/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202112-102 ,"£118,384.00",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,ADAM SMITH INTERNATIONAL  LTD ,202328-102 ,"£234,562.27",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,ADAM SMITH INTERNATIONAL  LTD ,202328-102 ,"£251,137.55",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,ADAM SMITH INTERNATIONAL  LTD ,202328-102 ,"£295,297.02",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,ADAM SMITH INTERNATIONAL  LTD ,202328-102 ,"£302,032.66",
DFID ,DFID,31/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202311-102 ,"£463,989.23",
DFID ,DFID,30/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,200221-107 ,"£7,556.07",
DFID ,DFID,17/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,201098-102 ,"£220,064.80",
DFID ,DFID,02/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,201098-102 ,"£279,114.91",
DFID ,DFID,06/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ADAM SMITH INTERNATIONAL  LTD ,201367-103 ,"£245,980.46",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ADAM SMITH INTERNATIONAL  LTD ,201367-103 ,"£294,640.06",
DFID ,DFID,26/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,203951-101 ,"£62,393.43",
DFID ,DFID,18/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203910-102 ,"£128,669.00",
DFID ,DFID,12/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203824-103 ,"£59,604.65",
DFID ,DFID,18/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203839-101 ,"£21,331.28",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203719-101 ,"£212,454.09",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203719-101 ,"£144,998.92",
DFID ,DFID,26/03/2015,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Conflict Division ,ADAM SMITH INTERNATIONAL  LTD ,203792-101 ,"£193,660.00",
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Conflict Division ,ADAM SMITH INTERNATIONAL  LTD ,203792-101 ,"£70,000.00",
DFID ,DFID,18/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203674-102 ,"£6,840.00",
DFID ,DFID,18/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203674-102 ,"£255,249.14",
DFID ,DFID,18/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,ADAM SMITH INTERNATIONAL  LTD ,203508-103 ,"£145,442.00",
DFID ,DFID,17/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,203309-101 ,"£66,185.52",
DFID ,DFID,26/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203161-103 ,"£669,422.59",
DFID ,DFID,10/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203161-103 ,"£3,217.00",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-104 ,"£157,760.08",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-104 ,"£176,354.81",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-106 ,"£113,382.10",
DFID ,DFID,06/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-106 ,"£102,861.53",
DFID ,DFID,17/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202539-106 ,"£304,103.16",
DFID ,DFID,31/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202539-106 ,"£125,964.74",
DFID ,DFID,06/03/2015,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Conflict Division ,ACTION AGAINST HUNGER UK ,204813-101 ,"£1,066,648.00",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,Research and Evidence Division ,CHRISTOPHER ADAM ,201712-102 ,"£5,114.33",
DFID ,DFID,16/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ATOS CONSULTING LIMITED ,200452-101 ,"£501,321.39",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,204122-101 ,"£782,607.00",
DFID ,DFID,02/03/2015,Encashment of Promissory Notes ,International Finance Division ,AFRICAN  DEVELOPMENT BANK GROUP ,203546-101 ,"£15,827,102.00",
DFID ,DFID,02/03/2015,Encashment of Promissory Notes ,International Finance Division ,AFRICAN  DEVELOPMENT BANK GROUP ,200147-104 ,"£10,153,950.00",
DFID ,DFID,02/03/2015,Encashment of Promissory Notes ,International Finance Division ,AFRICAN  DEVELOPMENT BANK GROUP ,202278-102 ,"£18,413,138.00",
DFID ,DFID,31/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,BRITISH COUNCIL (UK) ,114161-101 ,"£524,336.21",
DFID ,DFID,18/03/2015,Research & Development costs ,Research and Evidence Division ,Natural Environment Research Council ,112082-101 ,"£650,000.00",
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,DAI EUROPE LIMITED ,113961-104 ,"£115,850.58",
DFID ,DFID,03/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,DAI EUROPE LIMITED ,202261-101 ,"£35,393.22",
DFID ,DFID,03/03/2015,Aid Programme - Challenge Fund payments ,Western Asia Division ,DAI EUROPE LIMITED ,202261-103 ,"£90,325.04",
DFID ,DFID,25/03/2015,Aid Programme - Challenge Fund payments ,Western Asia Division ,DAI EUROPE LIMITED ,202261-103 ,"£217,876.36",
DFID ,DFID,25/03/2015,Aid Programme - Challenge Fund payments ,Western Asia Division ,DAI EUROPE LIMITED ,202261-104 ,"£13,818.95",
DFID ,DFID,03/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,DAI EUROPE LIMITED ,202233-102 ,"£35,393.21",
DFID ,DFID,03/03/2015,Aid Programme - Challenge Fund payments ,Western Asia Division ,DAI EUROPE LIMITED ,202233-104 ,"£67,665.00",
DFID ,DFID,25/03/2015,Aid Programme - Challenge Fund payments ,Western Asia Division ,DAI EUROPE LIMITED ,202233-104 ,"£213,592.27",
DFID ,DFID,20/03/2015,Training Providers/Facilitation Services ,Human Resources ,BOND ,100269-153 ,"£1,750.00",
DFID ,DFID,20/03/2015,Aid Programme - Accountable Grant Payments ,Policy Division ,BOND ,203953-101 ,"£260,029.00",
DFID ,DFID,18/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Supplier Name withheld ,204972-101 ,"£500,000.00",
DFID ,DFID,26/03/2015,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,Supplier Name withheld ,203704-106 ,"£11,280.00",
DFID ,DFID,09/03/2015,Telephone Usage & services ,Business Solutions Division Level ,BT BACS PAYMENTS ,200002-130 ,"£1,294.69",
DFID ,DFID,19/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,THE BRITISH RED CROSS SOCIETY ,202433-110 ,"£158,953.00",
DFID ,DFID,24/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,BRITISH GEOLOGICAL SURVEY ,203634-101 ,"£38,724.24",
DFID ,DFID,18/03/2015,Project delivery costs â€“ supplier services ,Policy Division ,BRITISH GEOLOGICAL SURVEY ,203324-105 ,"£17,988.00",
DFID ,DFID,24/03/2015,Office Equipment - Purchases ,West and Southern Africa ,BRITSOURCE INTERNATIONAL ,100069-101 ,"£1,637.60",
DFID ,DFID,24/03/2015,Furniture & Fittings ,West and Southern Africa ,BRITSOURCE INTERNATIONAL ,101610-101 ,"£23,734.00",
DFID ,DFID,17/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,BRITISH COUNCIL ,202377-103 ,"£35,055.65",
DFID ,DFID,18/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,BRITISH COUNCIL ,202377-103 ,£952.00,
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,BRITISH COUNCIL ,201625-101 ,"£414,657.68",
DFID ,DFID,05/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,BRITISH COUNCIL ,203816-102 ,"£59,213.15",
DFID ,DFID,05/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,BRITISH COUNCIL ,203816-102 ,"£63,444.60",
DFID ,DFID,18/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,BRITISH COUNCIL ,203816-102 ,"£66,878.81",
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Conflict Division ,BRITISH COUNCIL ,203726-101 ,"£350,215.89",
DFID ,DFID,13/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,CHRISTIAN AID ,201196-112 ,"£479,589.89",
DFID ,DFID,27/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,CHRISTIAN AID ,201196-112 ,"£150,000.00",
DFID ,DFID,16/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,CHRISTIAN AID ,113311-101 ,"£313,583.93",
DFID ,DFID,16/03/2015,Research & Development costs ,Research and Evidence Division ,CAB INTERNATIONAL ,200574-102 ,"£379,500.00",
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Supplier Name withheld ,200349-102 ,"£1,122,262.38",
DFID ,DFID,26/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Supplier Name withheld ,200239-113 ,"£1,050.00",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Supplier Name withheld ,200239-113 ,"£4,128.12",
DFID ,DFID,16/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Supplier Name withheld ,200239-113 ,"£4,760.00",
DFID ,DFID,16/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Supplier Name withheld ,200239-113 ,"£1,445.99",
DFID ,DFID,05/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Supplier Name withheld ,200239-113 ,"£2,400.00",
DFID ,DFID,31/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Supplier Name withheld ,200239-113 ,"£6,300.00",
DFID ,DFID,31/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Supplier Name withheld ,200239-113 ,"£9,328.92",
DFID ,DFID,30/03/2015,Aid Programme - Accountable Grant Payments ,Policy Division ,Supplier Name withheld ,201101-108 ,"£186,732.42",
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Supplier Name withheld ,200625-105 ,"£2,232.82",
DFID ,DFID,02/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Supplier Name withheld ,200625-105 ,"£6,109.01",
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,Policy Division ,Supplier Name withheld ,200706-102 ,"£30,952.02",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,Policy Division ,Supplier Name withheld ,200706-102 ,"£64,402.33",
DFID ,DFID,04/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,113287-103 ,"£5,241.37",
DFID ,DFID,17/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,113624-102 ,"£175,939.44",
DFID ,DFID,25/03/2015,DFID Purchased Relief Supplies ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,107402-107 ,£739.78,
DFID ,DFID,09/03/2015,DFID Purchased Relief Supplies ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,107402-107 ,"£36,955.70",
DFID ,DFID,12/03/2015,DFID Purchased Relief Supplies ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,107467-104 ,"£51,700.80",
DFID ,DFID,12/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,107467-104 ,"£2,843.54",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,107467-104 ,"£2,843.54",
DFID ,DFID,09/03/2015,Educational Supplies/Aids ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,107480-102 ,"£8,596.49",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Supplier Name withheld ,114206-102 ,"£4,908.80",
DFID ,DFID,25/03/2015,DFID Purchased Relief Supplies ,West and Southern Africa ,Supplier Name withheld ,114206-102 ,"£933,075.96",
DFID ,DFID,18/03/2015,DFID Purchased Relief Supplies ,West and Southern Africa ,Supplier Name withheld ,114206-102 ,"£88,824.51",
DFID ,DFID,13/03/2015,Project delivery costs â€“ supplier services ,Trade for Development Division ,Supplier Name withheld ,202089-102 ,"£205,751.58",
DFID ,DFID,04/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202109-103 ,"£6,969.00",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202109-103 ,"£2,117.63",
