Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount in Sterling
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Laboratory Consumables,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"1,901.90"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,12.24
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"52,761.58"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,0.02
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,44.90
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,693.09
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"3,289.90"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"1,841.75"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,530.46
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"7,440.01"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"1,276.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"14,444.71"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"7,956.39"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"1,173.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,672.08
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580766,"1,241.62"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580769,"7,033.22"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580769,"100,034.48"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580769,"10,612.58"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580769,"68,024.02"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ABBOTT LABORATORIES,0001580772,"46,969.62"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Water & Sewerage,Estates and Facilities,UNITED UTILITIES WATER,0001580827,"50,030.74"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Rates,Estates and Facilities,ROCHDALE METROPOLITAN BOROUGH COUNCIL,0001580832,"43,984.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Rates,Estates and Facilities,ROCHDALE METROPOLITAN BOROUGH COUNCIL,0001580845,"34,044.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Rates,Estates and Facilities,BURY MBC,0001580846,"64,610.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Rates,Estates and Facilities,MANCHESTER CITY COUNCIL,0001580847,"107,352.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Bury Pharmacy,Bury Pharmacy,HEALTHCARE AT HOME LTD,0001581450,"164,930.62"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Oldham Pharmacy,Oldham Pharmacy,HEALTHCARE AT HOME LTD,0001581450,"10,788.51"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,HEALTHCARE AT HOME LTD,0001581450,"77,852.56"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Bury Pharmacy,Bury Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001581451,"6,252.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Oldham Pharmacy,Oldham Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001581451,"7,528.05"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Oldham Pharmacy,Oldham Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001581451,"16,196.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001581451,"4,776.83"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Hospital Saturday Fund,Hospital Saturday Fund,HEALTHSURE GROUP LTD,0001582077,"65,740.52"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Oldham Pharmacy,Oldham Pharmacy,AAH CUSTOMER SERVICE,0001582092,"233,791.75"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,AAH CUSTOMER SERVICE,0001582093,"56,872.72"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Bury Pharmacy,Bury Pharmacy,AAH CUSTOMER SERVICE,0001582094,"65,000.04"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,AAH CUSTOMER SERVICE,0001582095,"130,206.94"
Department of Health,The Pennine Acute Hospitals NHS Trust,18/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001582374,"433,925.22"
Department of Health,The Pennine Acute Hospitals NHS Trust,18/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001582374,"-4,339.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Springhill Hospice,Springhill Hospice,HMRC GOVERNMENT EMPLOYERS A/C,0001582418,"60,270.18"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Income Tax,Income Tax,HMRC GOVERNMENT EMPLOYERS A/C,0001582419,"12,450.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,NI Ers,NI Ers,HMRC GOVERNMENT EMPLOYERS A/C,0001582419,"14,502.11"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Adoption Pay,Adoption Pay,HMRC GOVERNMENT EMPLOYERS A/C,0001582421,"-1,027.28"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Income Tax,Income Tax,HMRC GOVERNMENT EMPLOYERS A/C,0001582421,"5,316,959.92"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Maternity Pay,Maternity Pay,HMRC GOVERNMENT EMPLOYERS A/C,0001582421,"-232,602.74"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,NI Ees,NI Ees,HMRC GOVERNMENT EMPLOYERS A/C,0001582421,"2,353,653.28"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,NI Ers,NI Ers,HMRC GOVERNMENT EMPLOYERS A/C,0001582421,"3,028,345.04"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Paternity Pay,Paternity Pay,HMRC GOVERNMENT EMPLOYERS A/C,0001582421,"-4,879.58"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Student Loan,Student Loan,HMRC GOVERNMENT EMPLOYERS A/C,0001582421,"368,157.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Brookson - Brookson Fee,Brookson - Brookson Fee,BROOKSON HEALTHCARE SERVICES LLP,0001582741,"63,988.05"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Brookson - Brookson Fee,Brookson - Brookson Fee,BROOKSON HEALTHCARE SERVICES LLP,0001582742,"64,257.49"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Brookson - Brookson Fee,Brookson - Brookson Fee,BROOKSON HEALTHCARE SERVICES LLP,0001582745,"73,837.39"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,EVOLUTION HOMECARE SERVICES LTD,0001582896,"74,409.17"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001583050,"26,194.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Computer Hardware & Software,Capital,MISCO COMPUTER SUPPLIES LTD,0001583140,"39,899.66"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,M & S Equipment,Capital,RPA DENTAL EQUIPMENT LTD,0001583374,790.06
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,M & S Equipment,Capital,RPA DENTAL EQUIPMENT LTD,0001583374,183.20
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,M & S Equipment,Capital,RPA DENTAL EQUIPMENT LTD,0001583374,154.57
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,M & S Equipment,Capital,RPA DENTAL EQUIPMENT LTD,0001583374,"13,860.08"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,M & S Equipment,Capital,RPA DENTAL EQUIPMENT LTD,0001583374,"34,103.77"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,M & S Equipment,Capital,RPA DENTAL EQUIPMENT LTD,0001583374,887.39
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0001583613,"28,775.05"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Oldham Pharmacy,Oldham Pharmacy,HEALTHCARE AT HOME LTD,0001583613,"2,860.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,HEALTHCARE AT HOME LTD,0001583613,"22,436.32"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Bury Pharmacy,Bury Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001583614,"8,822.68"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001583614,"25,180.34"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Oldham Pharmacy,Oldham Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001583614,"9,529.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001583614,"3,059.11"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Bury Pharmacy,Bury Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001583620,"4,265.02"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001583620,"3,564.42"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Oldham Pharmacy,Oldham Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001583620,"29,179.01"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001583620,878.40
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Child Care Vouchers,Child Care Vouchers,CHILDCARE VOUCHERS LIMITED,0001583776,"100,483.90"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Professional Fees,Corporate Services Other,CHILDCARE VOUCHERS LIMITED,0001583776,"2,411.55"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,GILEAD SCIENCES LTD,0001584403,"39,759.59"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001584555,"6,252.90"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001584555,"13,256.15"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001584555,"5,002.32"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001584555,500.23
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,Permanent Injury Benefit,Permanent Injury Benefit,NHS BUSINESS S A PENSIONS DIVISION,0001584580,"78,009.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,SLA Blood Transfusion,Estates and Facilities,NHSBT,0001584662,"127,263.92"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,SLA Blood Transfusion,Estates and Facilities,NHSBT,0001584663,"54,651.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001584755,"458,754.34"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001584755,"-4,587.55"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001584853,"95,669.96"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001584853,"2,358.72"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001584863,"32,540.32"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001584872,904.26
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001584872,"55,284.52"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Water & Sewerage,Estates and Facilities,UNITED UTILITIES WATER,0001584883,"43,448.35"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Water & Sewerage,Estates and Facilities,UNITED UTILITIES WATER,0001584886,"57,654.39"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Water & Sewerage,Estates and Facilities,UNITED UTILITIES WATER,0001584914,"40,038.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Clean Ext Contracts Tender,Estates and Facilities,G4S FINANCE SHARED SERVS CENTRE,0001585039,"81,000.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Bury Pharmacy,Bury Pharmacy,HEALTHCARE AT HOME LTD,0001585553,"53,932.71"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0001585553,"73,727.31"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Oldham Pharmacy,Oldham Pharmacy,HEALTHCARE AT HOME LTD,0001585553,"3,361.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,HEALTHCARE AT HOME LTD,0001585553,"32,782.17"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Bury Pharmacy,Bury Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001585556,"1,755.32"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001585556,"21,666.10"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Oldham Pharmacy,Oldham Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001585556,"14,439.30"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001585556,"3,462.17"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Senior Manager Agency,Medicine,ODGERS INTERIM,0001585675,"25,650.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Rates,Estates and Facilities,OLDHAM M B,0001585690,"25,797.64"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Rates,Estates and Facilities,OLDHAM M B,0001585693,"41,748.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,UNISON,UNISON,UNISON,0001585694,"69,557.18"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Middle Grade Rota,Surgery,YOUR WORLD RECRUITMENT LTD,0001585702,"48,617.88"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,SLA - GP Care,Integrated & Community Service,GP CARE SERVICES LTD,0001586153,"28,079.83"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,EVOLUTION HOMECARE SERVICES LTD,0001586155,"108,524.78"
