Nov-16,Arrest/Detention > Assault,Arrest/Detention > Assault with Weapon,Arrest/Detention > Child Pornography,Arrest/Detention > Child Sex,Arrest/Detention > Drugs,Arrest/Detention > Fraud,Arrest/Detention > General,Arrest/Detention > Immigration,Arrest/Detention > Missing,Arrest/Detention > Modern Slavery / Human Trafficking,Arrest/Detention > Murder / Manslaughter,Arrest/Detention > None,Arrest/Detention > Sex (not Child),Arrest/Detention > Terrorism,Arrest/Detention > Theft,Child Welfare > Child Abandonment,Child Welfare > Child Custody,Child Welfare > Child Safeguarding,Child Welfare > Missing,Child Welfare > None,Child Welfare > Parental Child Abduction,Commercial Dispute,Coroner Request,Death > Accidental,Death > Drowning,Death > Execution,Death > Hospital Death,Death > Missing,Death > Murder or Manslaughter,Death > Natural Death,Death > None,Death > RTA,Death > Suicide,Death > Unknown,Death in Custody > Missing,Death in Custody > Natural Death,Death in Custody > Suicide,Death in Custody > Unknown,Diplomatic Claim,Female Genital Mutilation,Forced Marriage,Forced Marriage - Reluctant Sponsor,Hospitalisation > Dementia,Hospitalisation > Disability,Hospitalisation > Mental Health,Hospitalisation > Missing,Hospitalisation > None,Hospitalisation > Physical Health,Missing Persons,Missing Persons > None,Property > Fraud,Property > Government,Property > Missing,Property > None,Property > Other,Travel Ban,Travel Documents > Lost/Stolen Passport,Travel Documents > Recovered Passport,Victim of Crime > Assault,Victim of Crime > Domestic Abuse,Victim of Crime > Held Against Will,Victim of Crime > Missing,Victim of Crime > Modern Slavery/Human Trafficking,Victim of Crime > None,Victim of Crime > Rape & Sexual Assault,Victim of Crime > Theft,Welfare,Whereabouts,Accident/Emergency > Air Incident,Accident/Emergency > Coach Crash,Accident/Emergency > Missing,Accident/Emergency > Natural Disaster,Accident/Emergency > None,Accident/Emergency > Not Set,Accident/Emergency > Road Traffic Accident,Accident/Emergency > Terrorist Incident,ETDs,Complaints,Compliments,Consular enquiries,Fee bearing services
St. Petersburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
Bratislava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,17,0
Gothenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockholm,0,0,0,0,<=5,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,19,0,0,160,20
Berne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,22,23,<=5,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,19,0,<=5,0,30
Geneva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lugano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zurich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dushanbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0
Ashgabat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0
Kyiv,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,6,0,<=5,53,<=5
Tashkent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,6,<=5
Tirana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,<=5,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,35,14
Sarajevo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Sofia,0,0,<=5,0,<=5,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,8,<=5,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,108,13
Split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0
Zagreb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,17,<=5
Nicosia,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,21,0,8,201,17
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athens,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,14,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,15,0,<=5,292,27
Corfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,22,<=5
Crete,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,<=5,22,<=5
Kos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,7,<=5
Syros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thessaloniki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zakynthos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0
Florence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milan,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,24,16,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,24,0,<=5,340,21
Naples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rome,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,32,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,26,0,<=5,329,81
Trieste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pristina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
Bitola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skopje,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Valletta,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,6,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,<=5,86,7
Podgorica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,9,<=5
Faro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funchal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisbon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,0,<=5,0,0,<=5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,28,6,<=5,0,0,0,0,0,0,<=5,7,0,0,0,0,0,0,0,0,0,16,0,<=5,142,41
Oporto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,61,16
Bucharest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,51,8
Belgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,37,<=5
Ljubljana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Alicante,0,0,0,0,0,0,27,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,<=5,0,0,<=5,0,0,<=5,0,<=5,0,7,0,0,0,0,0,0,0,0,0,0,0,<=5,0,13,<=5,<=5,0,0,0,0,0,0,81,20,0,0,0,0,0,0,<=5,0,10,0,0,0,0,0,0,0,0,0,83,0,<=5,288,79
Almeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barcelona,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,<=5,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,58,7,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,63,0,8,280,51
Bilbao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuerteventura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibiza,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,11,0,0,18,9
Jerez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanzarote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5
Las Palmas,14,0,0,0,0,0,<=5,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,24,<=5,0,0,0,0,0,0,<=5,0,<=5,<=5,0,0,0,0,0,0,0,0,19,0,0,111,18
Madrid,0,0,0,0,<=5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,35,15,0,0,<=5,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,33,0,6,522,125
Malaga,<=5,0,0,0,<=5,0,8,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,7,0,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,<=5,<=5,0,0,0,0,0,0,88,38,0,<=5,0,0,0,0,0,0,10,<=5,0,0,0,0,0,0,0,0,89,0,0,354,83
Menorca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palma,0,0,0,0,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,<=5,<=5,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,13,0,<=5,51,13
Sevilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarragona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenerife,<=5,0,0,0,<=5,<=5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,7,<=5,<=5,0,0,0,0,0,0,41,<=5,<=5,<=5,0,0,0,0,0,<=5,<=5,<=5,0,0,0,0,0,0,0,0,41,0,<=5,123,35
Valencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vigo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankara,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,130,<=5
Antalya,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,25,<=5
