Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Description,Postal Code,Supplier Type,Contract Number,Project Code,Expenditure Type
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Deparmental Security and Information Assurance,Clarity Travel Management,5056807,111.93,170717-230717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Digital Technology Services,Clarity Travel Management,5056807,628.60,170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Digital Technology Services,Clarity Travel Management,5056807,63.00,260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Digital Technology Services,Clarity Travel Management,5056807,426.00,170717-230717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Digital Technology Services,Clarity Travel Management,5056807,965.30,260617-020717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Estates & Commercial,Clarity Travel Management,5056807,251.60,260617-020717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Finance Directorate,Clarity Travel Management,5056807,360.78,170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Finance Directorate,Clarity Travel Management,5056807,451.00,260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Human Resource Directorate,Clarity Travel Management,5056807,"1,964.15",170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Human Resource Directorate,Clarity Travel Management,5056807,641.63,260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Operations Directorate,Clarity Travel Management,5056807,"1,490.05",170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Operations Directorate,Clarity Travel Management,5056807,962.80,260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Operations Directorate,Clarity Travel Management,5056807,"2,404.03",170717-230717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Operations Directorate,Clarity Travel Management,5056807,"2,058.50",260617-020717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Permanent Transfer Travel & Subsistence,Human Resource Directorate,Clarity Travel Management,5056807,"1,640.80",170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Permanent Transfer Travel & Subsistence,Human Resource Directorate,Clarity Travel Management,5056807,"1,370.90",260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Communications Division,Clarity Travel Management,5056807,272.00,260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Corporate,Clarity Travel Management,5056807,534.00,170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Corporate,Clarity Travel Management,5056807,"1,053.10",170717-230717,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Corporate,Clarity Travel Management,5056807,307.30,260617-020717,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Deparmental Security and Information Assurance,Clarity Travel Management,5056807,"1,012.70",170717-230717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Deparmental Security and Information Assurance,Clarity Travel Management,5056807,442.30,260617-020717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Digital Technology Services,Clarity Travel Management,5056807,"1,096.10",170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Digital Technology Services,Clarity Travel Management,5056807,"1,913.60",260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Digital Technology Services,Clarity Travel Management,5056807,"1,295.10",170717-230717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Digital Technology Services,Clarity Travel Management,5056807,"1,468.00",260617-020717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Director/Chief Executive,Clarity Travel Management,5056807,40.90,170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Director/Chief Executive,Clarity Travel Management,5056807,59.80,260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Estates & Commercial,Clarity Travel Management,5056807,873.00,170717-230717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Estates & Commercial,Clarity Travel Management,5056807,519.00,260617-020717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Finance Directorate,Clarity Travel Management,5056807,594.00,170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Finance Directorate,Clarity Travel Management,5056807,"1,421.80",260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Human Resource Directorate,Clarity Travel Management,5056807,"5,173.65",170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Human Resource Directorate,Clarity Travel Management,5056807,"6,940.35",260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Human Resource Directorate,Clarity Travel Management,5056807,85.20,170717-230717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Human Resource Directorate,Clarity Travel Management,5056807,177.50,260617-020717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Operations Directorate,Clarity Travel Management,5056807,"4,233.35",170717-230717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Operations Directorate,Clarity Travel Management,5056807,"4,685.09",260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Operations Directorate,Clarity Travel Management,5056807,"2,760.15",170717-230717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Travel (other than Business Rate Mileage),Operations Directorate,Clarity Travel Management,5056807,"1,876.25",260617-020717,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,New Works,Corporate,Bradford Watts Waltham Abbey,5056808,"34,851.98",redecoration works at eaton court reading ref 9394,EN9 1AS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,27/07/2017,Logica contract,Corporate,CGI IT UK Ltd,5056824,"56,771.53",NC01905986,RG2 6UA,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,31/07/2017,Professional Charges,Deparmental Security and Information Assurance,Evolve Business Consultancy,5056900,"28,500.00",NC01943615,GU10 1DW,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,03/07/2017,Contractor/Service (Contract Management) - Global Crossing,Corporate,Level 3 Communications UK Limited,5056344,"-234,342.50",NC01906318,RG24 8NA,Not available,Not available,Not available,Programme
