Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Food safety,Professional fees,28-Sep-2016,200031900,Buckingham Futures Ltd,818.80
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,28-Sep-2016,200031901,SBP Ltd - Permadoor,"1,581.32"
Barrow Borough Council,Coastal Communities Fund,Professional fees,07-Sep-2016,200031585,Supply Chain Cumbria Ltd,"6,962.00"
Barrow Borough Council,Information technology,Agency staff,07-Sep-2016,200031621,Hays Senior Finance,757.41
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,21-Sep-2016,200031761,Plumbing Trade Supplies,997.65
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,14-Sep-2016,200031663,Dolphin Stairlifts Cumbria,"1,445.00"
Barrow Borough Council,Craven house,Electricity,21-Sep-2016,200031805,NPower,"5,999.73"
Barrow Borough Council,Salthouse Road Depot,Electricity,21-Sep-2016,200031805,NPower,757.09
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,21-Sep-2016,200031735,Diseno Associates Ltd,"1,156.09"
Barrow Borough Council,Parks and open spaces,Grounds maintenance,28-Sep-2016,200031858,Greaves Tree Services Ltd,"1,400.00"
Barrow Borough Council,The park leisure centre,Maintenance contracts - TSU,14-Sep-2016,200031677,Integral UK Ltd,980.00
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,14-Sep-2016,200031677,Integral UK Ltd,565.17
Barrow Borough Council,Barrow park,Grounds maintenance,21-Sep-2016,200031729,Continental Landscapes Ltd,"20,202.10"
Barrow Borough Council,Finance Department,Professional fees,21-Sep-2016,200031803,Bottomline Technologies Ltd,"1,000.00"
Barrow Borough Council,Licensing,Professional fees,21-Sep-2016,200031825,Ark Givendale Ltd,725.33
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,14-Sep-2016,200031664,Wrekin Windows,"12,213.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,28-Sep-2016,200031902,Wrekin Windows,"15,137.05"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,21-Sep-2016,200031762,Keith Wilson Elec Con Ltd,"3,492.15"
Barrow Borough Council,Occupational health,Professional fees,21-Sep-2016,200031814,Your Best Option,841.46
Barrow Borough Council,Forum catering,Catering contract - Forum,01-Sep-2016,200031542,Elior UK Ltd,"2,675.23"
Barrow Borough Council,Dock museum,Building cleaning,21-Sep-2016,200031812,Elior UK Ltd,"1,254.57"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,14-Sep-2016,200031661,SBP Ltd - Permadoor,"1,834.83"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,07-Sep-2016,200031628,AB Mitchell Developments,716.55
Barrow Borough Council,RTB administration - HRA,Professional fees,21-Sep-2016,200031785,NPS North West Ltd,"1,431.00"
Barrow Borough Council,HRA Estates,Cleaning - other,21-Sep-2016,200031815,Associated Cleaning Contractors,"3,518.07"
Barrow Borough Council,Current assets - stocks,Postage stock,28-Sep-2016,200031843,Royal Mail,"1,239.87"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,01-Sep-2016,200031554,Hughes Brothers,"35,631.26"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,14-Sep-2016,200031673,Rexel UK Ltd,"2,947.89"
Barrow Borough Council,Off street car parking,Buildings repairs and maintenance,14-Sep-2016,200031690,Gilmour Fabrications,"2,986.00"
Barrow Borough Council,The markets,Advertising,01-Sep-2016,200031492,Furness Newspapers Ltd,555.00
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,28-Sep-2016,200031884,EE Ltd,"1,105.36"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,21-Sep-2016,200031740,SIG Trading Ltd,589.86
Barrow Borough Council,Disabled Facilities Grant,Grants,21-Sep-2016,200031726,The Excellent Ramp System,"8,450.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,21-Sep-2016,200031747,Rexel UK Ltd,"3,259.17"
Barrow Borough Council,Corporate management,External Audit fees,28-Sep-2016,200031891,Grant Thornton UK LLP,"10,223.80"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,21-Sep-2016,200031737,Wrekin Windows,"12,525.02"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,28-Sep-2016,200031902,Wrekin Windows,"9,170.77"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,14-Sep-2016,200031669,Sure Maintenance,"15,292.80"
Barrow Borough Council,Insurance holding account,Insurance claims,21-Sep-2016,200031787,Zurich Insurance Group Ltd,655.00
Barrow Borough Council,Forum 28,Cleaning materials,21-Sep-2016,200031812,Elior UK Ltd,733.56
Barrow Borough Council,Current assets - stocks,Leisure Centre Stock,14-Sep-2016,200031685,JP Lennard Ltd,828.26
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,28-Sep-2016,200031901,SBP Ltd - Permadoor,"4,754.39"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,21-Sep-2016,200031757,Bob Pedley Safety Services,562.50
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,28-Sep-2016,200031834,AB Mitchell Developments,500.00
Barrow Borough Council,Coastal Communities Fund,Professional fees,07-Sep-2016,200031585,Supply Chain Cumbria Ltd,"5,301.70"
Barrow Borough Council,Recycling,Recycling collection and processing,14-Sep-2016,200031721,Biffa Waste Services Ltd,"66,996.74"
Barrow Borough Council,Emlyn Hughes house,Electricity,21-Sep-2016,200031805,NPower,"1,166.18"
Barrow Borough Council,Off street car parking,Buildings repairs and maintenance,14-Sep-2016,200031690,Gilmour Fabrications,690.00
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,21-Sep-2016,200031736,Top Notch Contractors Ltd,"67,713.22"
Barrow Borough Council,Coastal Communities Fund,Professional fees,07-Sep-2016,200031585,Supply Chain Cumbria Ltd,"4,800.00"
Barrow Borough Council,Referendum,Other expenses,01-Sep-2016,200031554,Hughes Brothers,"1,060.30"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,14-Sep-2016,200031678,AB Mitchell Developments,"3,070.90"
Barrow Borough Council,Nathan Carter - 8.9.16,Professional fees,21-Sep-2016,200031792,Kennedy Street Enterprises,"6,211.67"
Barrow Borough Council,Information technology,Agency staff,07-Sep-2016,200031621,Hays Senior Finance,757.41
Barrow Borough Council,Occupational health,Professional fees,07-Sep-2016,200031619,Your Best Option,723.79
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,07-Sep-2016,200031574,Rexel UK Ltd,"1,122.66"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,28-Sep-2016,200031911,Rexel UK Ltd,"4,605.05"
Barrow Borough Council,Internal audit,Internal audit contract,28-Sep-2016,200031867,Furness Audit Ltd,"13,691.67"
Barrow Borough Council,The park leisure centre,Chemicals,14-Sep-2016,200031681,Correct Flow Engineering Ltd,805.49
Barrow Borough Council,Major works maintenance - HRA,Adaptations,07-Sep-2016,200031628,AB Mitchell Developments,617.20
Barrow Borough Council,Information technology,Agency staff,21-Sep-2016,200031819,Hays Senior Finance,757.41
Barrow Borough Council,Capitalised Planned Maintenance,Heating,21-Sep-2016,200031761,Plumbing Trade Supplies,891.23
Barrow Borough Council,Emlyn Hughes house,Electricity,21-Sep-2016,200031805,NPower,"1,181.61"
Barrow Borough Council,Disabled Facilities Grant,Grants,21-Sep-2016,200031790,Disability Discrimination Solutions,"3,704.00"
Barrow Borough Council,Insurance holding account,Insurance claims,21-Sep-2016,200031787,Zurich Insurance Group Ltd,"5,000.00"
Barrow Borough Council,Public conveniences,Building cleaning,14-Sep-2016,200031714,Growing Concerns,"2,400.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,21-Sep-2016,200031813,DLP Services (Northern) Ltd,"13,666.03"
Barrow Borough Council,Dock museum,Electricity,07-Sep-2016,200031614,NPower,"2,056.84"
Barrow Borough Council,Regeneration,Publicity and promotion,28-Sep-2016,200031835,Furness Newspapers Ltd,"1,000.00"
Barrow Borough Council,Kennels,Professional fees,14-Sep-2016,200031704,Grove Veterinary Centre,522.69
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,21-Sep-2016,200031813,DLP Services (Northern) Ltd,"21,552.98"
Barrow Borough Council,Food safety,Professional fees,01-Sep-2016,200031545,Buckingham Futures Ltd,729.80
Barrow Borough Council,Major works maintenance - HRA,Environmental enhancements,01-Sep-2016,200031546,Cum & Lancashire Comm Rehabilitation Co,"2,352.00"
Barrow Borough Council,Human Resources,Subscriptions,07-Sep-2016,200031571,P&MM Ltd,"1,173.15"
Barrow Borough Council,Information technology,Data Line Rental,28-Sep-2016,200031846,Liberata Uk Ltd,784.46
Barrow Borough Council,Coastal Communities Fund,Professional fees,07-Sep-2016,200031585,Supply Chain Cumbria Ltd,"4,902.60"
Barrow Borough Council,Waste collection,Refuse collection,14-Sep-2016,200031721,Biffa Waste Services Ltd,"65,541.92"
Barrow Borough Council,Parks and open spaces,Grounds maintenance,21-Sep-2016,200031769,Greaves Tree Services Ltd,500.00
Barrow Borough Council,Homelessness,Accommodation - homeless bed & breakfast,14-Sep-2016,200031647,Redacted Information,660.00
Barrow Borough Council,Recycling,Greenwaste recycling,14-Sep-2016,200031699,Sinkfall Recycling,"10,896.72"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,07-Sep-2016,200031628,AB Mitchell Developments,550.00
Barrow Borough Council,Crematorium,Electricity,21-Sep-2016,200031805,NPower,683.14
Barrow Borough Council,Parks and open spaces,Grounds maintenance,07-Sep-2016,200031594,Tythe Barn Nurseries Ltd,"9,030.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,28-Sep-2016,200031893,DLP Services (Northern) Ltd,"2,715.42"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,07-Sep-2016,200031568,SIG Trading Ltd,"1,476.85"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,14-Sep-2016,200031678,AB Mitchell Developments,"3,141.54"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,14-Sep-2016,200031678,AB Mitchell Developments,"4,252.29"
Barrow Borough Council,Corporate Costs,Professional Fees,01-Sep-2016,DD010916,Security Plus,771.21
Barrow Borough Council,HRA Major Works Maintenance,Void Repairs,07-Sep-2016,DD070916,AB Mitchell Developments,"30,569.45"
Barrow Borough Council,Corporate management,Bank Charges,12-Sep-2016,DD1209136,HSBC,588.94
Barrow Borough Council,Technical Services,Telephone Charges ,12-Sep-2016,DD120916,BT Plc,850.50
Barrow Borough Council,Inland Revenue Account,CIS Tax,19-Sep-2016,DD190916,HMRC,559.76
Barrow Borough Council,Housing,Court Costs,26-Sep-2016,DD260916,HMCTS,"3,122.00"
Barrow Borough Council,Corporate Costs,Professional Fees,26-Sep-2016,DD260916,Allpay,"4,775.57"
Barrow Borough Council,Corporate Costs,Professional Fees,26-Sep-2016,DD260916,Capita Business Services Limited,"2,355.67"
Barrow Borough Council,KOFAC,Other expenses,30-Sep-2016,DD300916,Conservative Party,"2,500.00"
