OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14044983,REDACTED,Premiere Healthcare Limited,C5000-CAP221,Grants,20/05/2016,"1,299.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14044614,PIN831823,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,06/05/2016,"1,370.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14044613,PINF831822,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,06/05/2016,543.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14044401,9051932702,Royal Mail,R4521-LTC001,Postages - franking machine,06/05/2016,863.26
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Green Waste,14044401,9051932702,Royal Mail,R4521-RYC002,Postages - franking machine,06/05/2016,527.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14044516,9051972134,Royal Mail,R4521-LTC001,Postages - franking machine,06/05/2016,597.21
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,District Elections,14044969,9052053595,Royal Mail,R4520-ELE002,Postages - stamps,20/05/2016,634.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Police & Crime Commissioner Elections,14044969,9052053595,Royal Mail,R4520-ELE008,Postages - stamps,20/05/2016,757.46
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,District Elections,14044804,9052055769,Royal Mail,R4521-ELE002,Postages - franking machine,13/05/2016,"3,902.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Police & Crime Commissioner Elections,14044804,9052055769,Royal Mail,R4521-ELE008,Postages - franking machine,13/05/2016,"3,645.68"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14044804,9052055769,Royal Mail,R4521-LTC001,Postages - franking machine,13/05/2016,533.51
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14044877,9052099822,Royal Mail,R4521-LTC001,Postages - franking machine,20/05/2016,"1,371.29"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,District Elections,14044968,9052105959,Royal Mail,R4520-ELE002,Postages - stamps,20/05/2016,"1,064.20"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,District Elections,14044968,9052105959,Royal Mail,R4520-ELE002,Postages - stamps,20/05/2016,"1,268.24"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,District Elections,14045037,9052153807,Royal Mail,R4520-ELE002,Postages - stamps,20/05/2016,576.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Police & Crime Commissioner Elections,14045037,9052153807,Royal Mail,R4520-ELE008,Postages - stamps,20/05/2016,691.74
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Housing Benefit Administration,14045144,9052193018,Royal Mail,R4521-HBA001,Postages - franking machine,27/05/2016,625.06
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14045144,9052193018,Royal Mail,R4521-LTC001,Postages - franking machine,27/05/2016,843.52
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14044964,SANDFORD LIDO APR 16,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,20/05/2016,"22,563.76"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14044964,SANDFORD LIDO APR 16,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,20/05/2016,"-1,683.33"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14044806,794,SAS EPC,R2018-HRA100,R & M of Build Voids Energy Performance Certificates,13/05/2016,765.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Park Income Collection,14045015,551602,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,20/05/2016,868.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Prince of Wales Stadium Repairs & Maintenance,14044900,559089127,Severn Trent Services Analytical Services,R2402-REC112,Sewerage and Environmental Services,13/05/2016,"1,976.64"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Prince of Wales Stadium Repairs & Maintenance,14045053,559089127,Severn Trent Water,R2402-REC112,Sewerage and Environmental Services,20/05/2016,"1,976.64"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Referendum,14045118,251559,Shaw & Sons Limited,R4000-ELE011,Equipment Purchase,27/05/2016,783.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Legal,14044849,72832 040416,Simon Bird QC,R4426-SUP004,Legal Expenses,13/05/2016,"1,250.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Flood Risk Management,14044943,5744,Slimbridge Wetland Plants Limited T/A JPR Environmental,R5001-FRM101,TPP - Major External Contractors,13/05/2016,"6,195.11"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14044686,13189,Snape Contracting Limited (Snapecall),C1107-CAH024,Building Works,13/05/2016,"-26,226.29"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14044686,13189,Snape Contracting Limited (Snapecall),C1107-CAH024,Building Works,13/05/2016,"26,226.29"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14044686,13189,Snape Contracting Limited (Snapecall),C1107-CAH024,Building Works,13/05/2016,"26,226.29"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14044687,13190,Snape Contracting Limited (Snapecall),C1107-CAH024,Building Works,13/05/2016,"11,916.63"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14044687,13190,Snape Contracting Limited (Snapecall),C1107-CAH024,Building Works,13/05/2016,"-11,916.63"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14044687,13190,Snape Contracting Limited (Snapecall),C1107-CAH024,Building Works,13/05/2016,"11,916.63"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14044688,13191,Snape Contracting Limited (Snapecall),C1107-CAH024,Building Works,13/05/2016,"-30,063.45"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14044688,13191,Snape Contracting Limited (Snapecall),C1107-CAH024,Building Works,13/05/2016,"30,063.45"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14044688,13191,Snape Contracting Limited (Snapecall),C1107-CAH024,Building Works,13/05/2016,"30,063.45"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14044449,116481,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,06/05/2016,883.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14044448,116537,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,06/05/2016,"1,831.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14044443,116596,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,06/05/2016,"1,914.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14044444,116653,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,06/05/2016,988.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14044445,116692,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,06/05/2016,975.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14044724,116753,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,13/05/2016,"1,751.20"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14044725,116817,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,13/05/2016,"2,757.70"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14044958,116879,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,20/05/2016,"2,638.90"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14044957,116950,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,20/05/2016,"1,819.40"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14044698,SI-2029690,Spaldings Limited,R4000-CCM001,Equipment Purchase,13/05/2016,"1,627.41"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14044870,community pride spra 060516,ST Pauls Road Area Residents Association (SPRA),R6280-GBD001,Grants,13/05/2016,861.12
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14044847,19694,Stanger Testing Services Limited,R2004-REC111,R & M of Build Programmed,13/05/2016,"4,645.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14044181,105148,Stow Agricultural Limited incorporating Wildcare,R2071-OPS002,Open Spaces and Grassed Areas,13/05/2016,846.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Shopmobility,14044519,5000,System Six Design & Build,R2062-PUT102,R & M of Build Cyclical Electrical Remedials,06/05/2016,694.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,14044921,5086,System Six Design & Build,R2081-ADB101,Roof Repairs,20/05/2016,"4,316.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Leaflet,14043646,COUNCIL TAX CREDIT DISTRIBUTION,Tewkesbury Borough Council,R9100-LTC003,Contributions - County Council,13/05/2016,"4,164.07"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14042912,DEBT104553,Tewkesbury Borough Council,R4420-HRA110,Legal Expenses And Court Costs,27/05/2016,"11,073.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development Control - Applications,14044210,DEBT104660,Tewkesbury Borough Council,R4400-DEV001,Services - Professional Fees,13/05/2016,"19,750.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Legal,14044855,DEBT104775,Tewkesbury Borough Council,R4401-SUP004,Services - Fees and Charges,13/05/2016,"145,718.93"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14045003,DEBT104787,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,20/05/2016,"3,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14045004,DEBT104792,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,27/05/2016,571.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14043979,70018931,The Cheltenham Trust,R6280-GBD001,Grants,06/05/2016,"1,104.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Police & Crime Commissioner Elections,14044751,70020232,The Cheltenham Trust,R4900-ELE008,Accomodation Costs,20/05/2016,"2,581.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,District Elections,14044751,70020232,The Cheltenham Trust,R4900-ELE002,Accomodation Costs,20/05/2016,"1,039.16"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cultural - Service Management and Support Services,14044790,70020279,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,13/05/2016,"63,658.37"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cultural - Service Management and Support Services,14045105,70020822,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,27/05/2016,"63,658.37"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14045068,70020840,The Cheltenham Trust,R6280-GBD001,Grants,27/05/2016,"18,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,2020 Vision,14044742,635-3075,The Hay Group Management Limited,R4400-COR102,Services - Professional Fees,06/05/2016,"12,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,General Fund Balance Sheet,14044820,8.50028E+11,The Midcounties Co-operative,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,13/05/2016,"3,097.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14045058,3084,The Rock,R6280-GBD001,Grants,27/05/2016,598.18
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14045245,16/00022/DM00C,The Surveying Practice - Client Account,C5000-CAP221,Grants,27/05/2016,"6,880.48"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14044819,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,06/05/2016,"1,510.85"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street R&M,14044886,CI16009916,ThyssenKrupp Elevator UK,R2004-CPK101,R & M of Build Programmed,27/05/2016,"3,742.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14044767,51197,Total Floor Care Limited,R2004-REC111,R & M of Build Programmed,06/05/2016,"1,700.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14044768,51198,Total Floor Care Limited,R2004-REC111,R & M of Build Programmed,06/05/2016,"6,590.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Lift Refurbishment,14045011,INV64740,Triangle Lift Services Limited,C1107-CAH011,Building Works,20/05/2016,"2,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14044851,INV65526,Triangle Lift Services Limited,R2041-HRA100,R & M of Build Lifts,13/05/2016,"4,183.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14044989,INV65640,Triangle Lift Services Limited,R2041-HRA100,R & M of Build Lifts,20/05/2016,"7,963.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Alarms,14042459,3IN/10273006,Tunstall Healthcare (UK) Limited,R4000-SPP002,Equipment Purchase,20/05/2016,"2,220.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Alarms,14044557,3IN/10278854,Tunstall Healthcare (UK) Limited,R4000-SPP002,Equipment Purchase,13/05/2016,761.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Press & PR/Communications,14044991,4163649,University of Gloucestershire,R1652-SUP018,Training Fees (External),27/05/2016,950.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14044875,chl00246,Verrus (UK) Limited (Pay By Phone),R4401-CPK001,Services - Fees and Charges,20/05/2016,"2,797.42"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,ICT,14045031,912686-072,Virgin Media Business,R4514-SUP005,Comms - Telephone Rental/Service Charges,20/05/2016,"5,644.32"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,ICT,14045032,912686-077,Virgin Media Business,R4514-SUP005,Comms - Telephone Rental/Service Charges,20/05/2016,"30,002.60"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulky Household Waste,14044781,16-Oct,Vision 21,R4401-WST004,Services - Fees and Charges,13/05/2016,"3,575.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14044869,community pride 060516,Vision 21,R6280-GBD001,Grants,13/05/2016,"1,366.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Vision 2020 - Public Protection Project,14044787,33133496,West Oxfordshire District Council,R4400-COR103,Services - Professional Fees,13/05/2016,"13,506.55"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14044871,pos act ckyc 10.05.16,CHARLTON KINGS YOUTH CLUB,R6280-GBD001,Grants,13/05/2016,"5,473.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14044872,hig coram 060516,CORAM LIFE EDUCATION (GLOUCESTERSHIRE),R6280-GBD001,Grants,13/05/2016,"4,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Homelessness,14044842,REDACTED,HMT LETTINGS,R6280-HOM001,Grants,13/05/2016,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14044775,RENT REFUND ( REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,06/05/2016,"1,655.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14044777,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,06/05/2016,"2,063.94"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,General Fund Balance Sheet,14044706,Balance 270416,Mayor's Charity Cheltenham,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,06/05/2016,"3,141.89"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14045231,rent refund (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,27/05/2016,601.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14044938,RENT REFUNS (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,13/05/2016,"1,276.22"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Building Control - Fee Earning Work,14044773,REDACTED,VJM DESIGN HOUSE LTD,R9301-BUC001,Fees - Building Regulations,06/05/2016,820.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10018823,Direct Debit ,SERVICE CHARGES   195731073,R4403-COR006,Bank Charges,03/05/2016,959.36
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10018889,Direct Debit ,SOUTHERN ELECTRIC  DD 406098431,R2100-HRA110,Electricity,05/05/2016,"3,296.36"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10018858,Direct Debit ,VIRGIN MEDIA DD 10828101501,R4515-SUP006,Comms - Telephone Call Charges,04/05/2016,694.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Debtors,10018858,Direct Debit ,VIRGIN MEDIA DD 506761601005,R4515-SUP012,Comms - Telephone Call Charges,04/05/2016,"1,389.04"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Debtors,10018858,Direct Debit ,VIRGIN MEDIA DD 506761601005,R4436-SUP012,CCTV Line Rental,04/05/2016,"1,836.39"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pensions Backfunding,10018858,Direct Debit ,PENSION BACK FUNDING - RE APRIL 16,R1901-SUP038,Contribution to Pension Fund,04/05/2016,"245,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,10018993,Direct Debit ,SOUTHERN ELECTRIC - ARLE NURSERY,R2100-OPS101,Electricity,11/05/2016,512.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10018993,Direct Debit ,SOUTHERN ELECTRIC - CEMETARY & CREMATORIUM,R2100-CCM001,Electricity,11/05/2016,656.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10018993,Direct Debit ,SOUTHERN ELECTRIC - PITTVILLE PUMP ROOMS,R2100-CUL113,Electricity,11/05/2016,705.21
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,10018993,Direct Debit ,SOUTHERN ELECTRIC - SWINDON ROAD PAVILLION,R2100-OPS002,Electricity,11/05/2016,789.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,10018993,Direct Debit ,SOUTHERN ELECTRIC - KING GEORGE V PAVILLION,R2100-OPS002,Electricity,11/05/2016,858.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10018993,Direct Debit ,SOUTHERN ELECTRIC - PITTVILLE PUMP ROOMS,R2100-CUL113,Electricity,11/05/2016,925.28
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10018993,Direct Debit ,SOUTHERN ELECTRIC - CAR PARK GROSVENOR TERRACE,R2100-CPK001,Electricity,11/05/2016,927.32
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,10018993,Direct Debit ,SOUTHERN ELECTRIC - KING GEORGE V PAVILLION,R2100-OPS002,Electricity,11/05/2016,951.73
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10018993,Direct Debit ,SOUTHERN ELECTRIC - ART GALLERY & MUSEUM,R2100-CUL117,Electricity,11/05/2016,"1,074.13"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10018993,Direct Debit ,SOUTHERN ELECTRIC - CHELTENHAM ART GALLERY & MUSEUM,R2100-CUL117,Electricity,11/05/2016,"1,160.28"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10018994,Direct Debit ,SOUTHERN ELECTRIC DD 406098431,R2100-HRA110,Electricity,11/05/2016,"1,909.47"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10018993,Direct Debit ,SOUTHERN ELECTRIC - ART GALLERY & MUSEUM,R2100-CUL117,Electricity,11/05/2016,"2,195.47"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Operations,10018993,Direct Debit ,SOUTHERN ELECTRIC - PRINCE OF WALES STADIUM,R2100-REC101,Electricity,11/05/2016,"7,777.46"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10018994,Direct Debit ,SOUTHERN ELECTRIC DD 406098431,R2100-HRA110,Electricity,11/05/2016,"15,684.88"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10019240,Direct Debit ,STREAMLINE J1823853,R4428-CPK001,Services - credit card charges,24/05/2016,"2,437.51"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10019259,Direct Debit ,CARDNET  DD500200738,R4428-COR006,Services - credit card charges,25/05/2016,"2,015.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,AGM Trading Account,10019259,Direct Debit ,CARDNET  DD169118221,R4428-TAC101,Services - credit card charges,25/05/2016,"2,588.93"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Environmental Health General,10019277,Direct Debit ,VODAFONE 79904767,R4507-REG001,Comms - Mobile Telephones,26/05/2016,539.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10019277,Direct Debit ,VODAFONE 79904767,R4507-HRA110,Comms - Mobile Telephones,26/05/2016,"2,977.32"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10019304,Direct Debit ,E ON - SWIMMING POOL & REC CENTRE,R2100-REC111,Electricity,27/05/2016,"1,989.82"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10019304,Direct Debit ,E ON - ART GALLERY & MUSEUM,R2100-CUL117,Electricity,27/05/2016,"2,562.64"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10019304,Direct Debit ,E ON - TOWN HALL,R2100-CUL112,Electricity,27/05/2016,"2,628.05"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10019304,Direct Debit ,E ON - CENTRAL DEPOT - SWINDON ROAD,R2100-ADB103,Electricity,27/05/2016,"2,900.37"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10019304,Direct Debit ,E ON - MUNICIPAL OFFICES,R2100-ADB101,Electricity,27/05/2016,"3,596.61"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10019304,Direct Debit ,E ON -  RECREATION CENTRE,R2100-REC111,Electricity,27/05/2016,"3,851.62"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10019305,Direct Debit ,TOTAL - BULLINGTON COURT,R2101-HRA110,Gas,27/05/2016,539.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10019305,Direct Debit ,TOTAL - CREMATORIUM,R2101-CCM001,Gas,27/05/2016,610.83
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10019305,Direct Debit ,TOTAL - PITTVILLE PUMP ROOM,R2101-CUL113,Gas,27/05/2016,633.53
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10019305,Direct Debit ,TOTAL - POPES CLOSE,R2101-HRA110,Gas,27/05/2016,683.27
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10019305,Direct Debit ,TOTAL - CREMATORIUM,R2101-CCM001,Gas,27/05/2016,729.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10019305,Direct Debit ,TOTAL - GILBERT WARD COURT,R2101-HRA110,Gas,27/05/2016,732.26
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10019305,Direct Debit ,TOTAL - WALLACE HOUSE,R2101-HRA110,Gas,27/05/2016,852.23
