Department,Entity,Transaction Date, Supplier Name, Amount, Expense Type, Expense Area, Invoice Description, Component Code
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£503,Furniture & Fittings ,East and Central Africa ,,101616-101 
DFID,DFID,11/09/2012,RCS Radio & Satellite Communication Ltd(Local) ,£576,Data Network -Satellite ,East and Central Africa ,,202586-101 
DFID,DFID,11/09/2012,British High Commission(Tsh) ,£579,Water charges ,East and Central Africa ,,101634-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£600,Hotels - Accommodation only ,East and Central Africa ,,100227-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£643,Furniture & Fittings ,East and Central Africa ,,101630-101 
DFID,DFID,11/09/2012,Southern Sun Ridgeway ,£734,Training - Travel & Subsistence ,East and Central Africa ,,100230-101 
DFID,DFID,11/09/2012,Juba Auto Co Ltd ,£764,Vehicle Repairs & Maintenance ,East and Central Africa ,,202594-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£826,Furniture & Fittings ,East and Central Africa ,,101630-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£875,Furniture & Fittings ,East and Central Africa ,,101616-101 
DFID,DFID,11/09/2012,FCO SERVICES ,£998,Furniture & Fittings ,East and Central Africa ,,101628-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,"£1,437",Furniture & Fittings ,East and Central Africa ,,101616-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,"£1,523",Furniture & Fittings ,East and Central Africa ,,101630-101 
DFID,DFID,11/09/2012,Bon Voyage Travel Centre Ltd(USD) ,"£1,549",Hotels - Accommodation only ,East and Central Africa ,,202593-101 
DFID,DFID,11/09/2012,DMS Africa(Local) ,"£2,546",Storage & Distribution costs ,East and Central Africa ,,202586-101 
DFID,DFID,11/09/2012,INSIGHTS LEARNING & DEVELOPMENT LTD ,"£5,860",Training - Course Fees ,East and Central Africa ,,100082-101 
DFID,DFID,11/09/2012,2334400 Ontario Ltd ,"£6,079",Technical and Advisory Services ,East and Central Africa ,,202913-101 
DFID,DFID,11/09/2012,COFFEY INTERNATIONAL DEVELOPMENT LTD ,"£7,910",Technical and Advisory Services ,East and Central Africa ,,202577-101 
DFID,DFID,11/09/2012,FCO SERVICES ,"£12,742",Office Equipment - Purchases ,East and Central Africa ,,101628-101 
DFID,DFID,11/09/2012,AETS ,"£17,303",Technical and Advisory Services ,East and Central Africa ,,201612-102 
DFID,DFID,11/09/2012,CROWN RELOCATIONS  UK ,"£27,361",Relocation costs ,East and Central Africa ,Staff Relocation Air Freight Costs - Rwanda,101628-101 
DFID,DFID,11/09/2012,WESTBURY ESTATE SERVICES LTD ,"£47,111",Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,100211-101 
DFID,DFID,11/09/2012,ATOS CONSULTING LIMITED ,"£214,628",Technical and Advisory Services ,East and Central Africa ,,113400-112 
DFID,DFID,11/09/2012,ATOS CONSULTING LIMITED ,"£232,574",Technical and Advisory Services ,East and Central Africa ,,113400-103 
DFID,DFID,11/09/2012,ADAM SMITH INTERNATIONAL  LTD ,"£260,656",Technical and Advisory Services ,East and Central Africa ,,200329-107 
DFID,DFID,11/09/2012,THE BRITISH RED CROSS SOCIETY ,"£470,514",Aid Programme - Humanitarian Material Relief Assistance and Services ,East and Central Africa ,,202672-101 
DFID,DFID,11/09/2012, UNHCR ,"£4,880,000",Aid Programme - Refugee Relief Payments ,East and Central Africa ,,203072-101 
DFID,DFID,12/09/2012,Laico Umubano Hotel ,£513,Hotels - Accommodation only ,East and Central Africa ,,101612-101 
DFID,DFID,12/09/2012, FCO SERVICES ,£529,Courier & Bag Services ,East and Central Africa ,,100082-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£539,Hotels - Accommodation only ,East and Central Africa ,,101622-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£539,Hotels - Accommodation only ,East and Central Africa ,,101612-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£539,Hotels - Accommodation only ,East and Central Africa ,,101612-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£670,Hotels - Accommodation only ,East and Central Africa ,,101612-101 
DFID,DFID,12/09/2012,Ethio Telecom ,£759,Data Network -Satellite ,East and Central Africa ,,202913-103 
DFID,DFID,12/09/2012,Ethio Telecom ,£798,Telephone Usage & services ,East and Central Africa ,,100082-101 
DFID,DFID,12/09/2012,SKY TRADING ,£801,Furniture & Fittings ,East and Central Africa ,,101628-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£808,Air fares ,East and Central Africa ,,202574-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£851,Air fares ,East and Central Africa ,,203603-101 
DFID,DFID,12/09/2012,EWSA ,£988,Water charges ,East and Central Africa ,,101628-101 
DFID,DFID,12/09/2012,Unity Resources Group PTE Ltd ,"£1,404",Medical/Health Services ,East and Central Africa ,,202594-101 
DFID,DFID,12/09/2012,Vimak Company Limited ,"£2,076",Technical and Advisory Services ,East and Central Africa ,,202547-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,"£2,136",Air fares ,East and Central Africa ,,202586-101 
DFID,DFID,12/09/2012,Juba Grand Hotel ,"£2,178",Hotels - Accommodation only ,East and Central Africa ,,202586-101 
DFID,DFID,12/09/2012,Pauline Akinyi Gogo ,"£2,293",Technical and Advisory Services ,East and Central Africa ,,103548-101 
DFID,DFID,12/09/2012,Carree Njeri Ndoka ,"£2,479",Technical and Advisory Services ,East and Central Africa ,,103548-101 
DFID,DFID,12/09/2012,Susan Amlango Aletia ,"£2,481",Technical and Advisory Services ,East and Central Africa ,,103548-101 
DFID,DFID,12/09/2012,Andrew Nyabera Nyagwencha ,"£2,913",Technical and Advisory Services ,East and Central Africa ,,103548-101 
DFID,DFID,12/09/2012,THE SPRINGFIELD CENTRE ,"£3,200",Training - Course Fees ,East and Central Africa ,,101634-101 
DFID,DFID,12/09/2012,Kairichi Consultancy Limited ,"£3,424",Technical and Advisory Services ,East and Central Africa ,,103548-101 
DFID,DFID,12/09/2012,Supplier Name withheld ,"£4,117",Secure Staff Accomodation,East and Central Africa ,,101628-101 
DFID,DFID,12/09/2012,Juba Grand Hotel ,"£4,701",Hotels - Accommodation only ,East and Central Africa ,,202594-101 
DFID,DFID,12/09/2012,Orgut Consulting AB ,"£4,875",Technical and Advisory Services ,East and Central Africa ,,200284-105 
DFID,DFID,12/09/2012,INTERNATIONAL IDEA ,"£55,442",Aid Programme - Voluntary contributions ,East and Central Africa ,,200156-106 
DFID,DFID,12/09/2012,THE MEDIAE COMPANY ,"£77,040",Technical and Advisory Services ,East and Central Africa ,,201601-103 
DFID,DFID,12/09/2012,IPA-International Procurement Agency (BV) ,"£77,063",Contraceptives ,East and Central Africa ,,202420-103 
DFID,DFID,12/09/2012,Democratic Governance Facility (DGF) ,"£166,670",Aid Programme - Pooled/Basket funding ,East and Central Africa ,,200250-108 
DFID,DFID,12/09/2012,Democratic Governance Facility (DGF) ,"£500,000",Aid Programme - Pooled/Basket funding ,East and Central Africa ,,202522-102 
DFID,DFID,12/09/2012,TRADEMARK EAST AFRICA ,"£1,200,000",Aid Programme - Joint programme contribution ,East and Central Africa ,,201685-101 
DFID,DFID,13/09/2012,Laico Umubano Hotel ,£501,Hotels - Accommodation only ,East and Central Africa ,,100212-101 
DFID,DFID,13/09/2012,Harmony  Hotel ,£528,Hotels - Accommodation only ,East and Central Africa ,,101612-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£533,Vehicle Repairs & Maintenance ,East and Central Africa ,,101630-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£533,Vehicle Repairs & Maintenance ,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£544,Vehicle Repairs & Maintenance ,East and Central Africa ,,101630-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£544,Vehicle Repairs & Maintenance ,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£564,Mobile telephones & accessories ,East and Central Africa ,,101630-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£582,Training - Travel & Subsistence ,East and Central Africa ,,101633-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£597,Data network- remote working ,East and Central Africa ,,101633-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£606,Mobile telephones & accessories ,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,RWANDATEL SA ,£611,Telephone Usage & services ,East and Central Africa ,,101628-101 
DFID,DFID,13/09/2012,BUSINESS MONITOR INTERNATIONAL LTD ,£613,Subscriptions ,East and Central Africa ,,101634-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£628,Training - Course Fees ,East and Central Africa ,,101633-101 
DFID,DFID,13/09/2012,Pilgrims Group ,£666,Training - Course Fees ,East and Central Africa ,,101612-101 
DFID,DFID,13/09/2012,Bon Voyage Travel Centre Ltd(USD) ,£688,Training - Travel & Subsistence ,East and Central Africa ,,101634-101 
DFID,DFID,13/09/2012,RWANDATEL SA ,£711,Telephone Usage & services ,East and Central Africa ,,101628-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£721,Mobile telephones & accessories ,East and Central Africa ,,100137-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£758,Electricity ,East and Central Africa ,,101633-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£861,Facilities Management payments ,East and Central Africa ,,101630-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£861,Facilities Management payments ,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£871,FCO shared service charges ,East and Central Africa ,,100227-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£928,Telephone Usage & services ,East and Central Africa ,,101633-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£983,Furniture & Fittings ,East and Central Africa ,,101625-102 
DFID,DFID,13/09/2012,BRITISH HIGH COMMISSION KLA ,"£1,072",Facilities Management payments ,East and Central Africa ,,100234-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,284",Furniture & Fittings ,East and Central Africa ,,202586-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,663",Furniture & Fittings ,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,723",Furniture & Fittings ,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£2,040",Secure Staff Accomodation,East and Central Africa ,,200352-101 
DFID,DFID,13/09/2012,BRITISH HIGH COMMISSION KLA ,"£2,177",Facilities Management payments ,East and Central Africa ,,101635-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£2,231",Secure Staff Accomodation,East and Central Africa ,,200496-102 
DFID,DFID,13/09/2012,Harmony  Hotel ,"£2,282",Hotels - Accommodation only ,East and Central Africa ,,202235-102 
DFID,DFID,13/09/2012, FCO SERVICES ,"£2,599",Courier & Bag Services ,East and Central Africa ,,101634-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£2,613",FCO shared service charges ,East and Central Africa ,,101633-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£3,442",Secure Staff Accomodation,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£3,469",Secure Staff Accomodation,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£4,082",Secure Staff Accomodation,East and Central Africa ,,200109-108 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£4,082",Secure Staff Accomodation,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£6,349",Secure Staff Accomodation,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£6,540",Facilities Management payments ,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£8,095",Secure Staff Accomodation,East and Central Africa ,,101625-104 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£8,260",Secure Staff Accomodation,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£8,900",Secure Staff Accomodation,East and Central Africa ,,101616-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£20,645",Secure Staff Accomodation,East and Central Africa ,,101633-101 
DFID,DFID,13/09/2012,DELOITTE (UGANDA) LIMITED ,"£64,311",Technical and Advisory Services ,East and Central Africa ,,200787-107 
DFID,DFID,13/09/2012,UNDP (USD) ACCOUNT ,"£5,250,000",Aid Programme - Humanitarian Material Relief Assistance and Services ,East and Central Africa ,,202530-101 
DFID,DFID,14/09/2012,KIVU SERENA  HOTEL ,£533,Hotels - Accommodation only ,East and Central Africa ,,101628-101 
DFID,DFID,14/09/2012,Elizabeth Tayler ,£970,Hotels - Accommodation only ,East and Central Africa ,,101634-101 
DFID,DFID,14/09/2012, FCO SERVICES ,"£3,210",Courier & Bag Services ,East and Central Africa ,,101634-101 
DFID,DFID,14/09/2012,PKF Rwanda Ltd ,"£3,723",Technical and Advisory Services ,East and Central Africa ,,113946-102 
DFID,DFID,14/09/2012,ALAN PENNY ,"£12,180",Technical and Advisory Services ,East and Central Africa ,,202315-110 
DFID,DFID,14/09/2012,COWI A S ,"£103,342",Technical and Advisory Services ,East and Central Africa ,,200250-112 
DFID,DFID,14/09/2012,FAO (USD) ,"£1,150,000",Aid Programme - Humanitarian Material Relief Assistance and Services ,East and Central Africa ,,203183-107 
DFID,DFID,17/09/2012,International Committee of the Red Cross ,£524,Training - Travel & Subsistence ,East and Central Africa ,,101630-101 
DFID,DFID,17/09/2012,Ultimate Security Tanzania Limited ,£559,Facilities Management payments ,East and Central Africa ,,100230-101 
DFID,DFID,17/09/2012,Edmund D.Tarimo ,"£1,047",Facilities Management payments ,East and Central Africa ,,101634-101 
DFID,DFID,17/09/2012,Supplier Name withheld ,"£1,622",Secure Staff Accomodation,East and Central Africa ,,101612-101 
DFID,DFID,17/09/2012,Harmony  Hotel ,"£1,920",Hotels - Accommodation only ,East and Central Africa ,,202235-102 
DFID,DFID,17/09/2012,The Express Travel Group ,"£1,938",Training - Travel & Subsistence ,East and Central Africa ,,101612-101 
DFID,DFID,17/09/2012,Die Tuin Consulting ,"£5,304",Technical and Advisory Services ,East and Central Africa ,,202844-101 
DFID,DFID,17/09/2012,Supplier Name withheld ,"£12,352",Secure Staff Accomodation,East and Central Africa ,,101635-101 
DFID,DFID,17/09/2012,IMC Worldwide Ltd ,"£15,395",Technical and Advisory Services ,East and Central Africa ,,200221-105 
DFID,DFID,17/09/2012, HANDICAP INTERNATIONAL ,"£54,801",Aid Programme - Accountable Grant Payments ,East and Central Africa ,,201295-110 
DFID,DFID,17/09/2012,SAFERWORLD ,"£148,408",Aid Programme - Accountable Grant Payments ,East and Central Africa ,,202527-113 
DFID,DFID,17/09/2012,Rwanda Education Sector Delivery Grant 2011-14 ,"£5,000,000",Aid Programme - Poverty Reduction Budget Support ,East and Central Africa ,,202377-101 
DFID,DFID,17/09/2012,Government of Rwanda  Growth and Poverty Reduction Grant ,"£8,000,000",Aid Programme - Poverty Reduction Budget Support ,East and Central Africa ,,203399-101 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,£517,Storage & Distribution costs ,East and Central Africa ,,101630-101 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,£540,Vehicle Repairs & Maintenance ,East and Central Africa ,,101630-101 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,£540,Vehicle Repairs & Maintenance ,East and Central Africa ,,101616-101 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,£585,FCO shared service charges ,East and Central Africa ,,100227-101 
DFID,DFID,18/09/2012,UMEME Ltd ,"£1,119",Electricity ,East and Central Africa ,,101635-101 
DFID,DFID,18/09/2012,Recipient name withheld ,"£1,198",Travel - Subsistence ,East and Central Africa ,,101628-101 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,"£1,324",Furniture & Fittings ,East and Central Africa ,,101630-101 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,"£1,486",Relocation costs ,East and Central Africa ,,200092-115 
DFID,DFID,18/09/2012,Meldah Tumukunde ,"£1,583",Other Building Costs ,East and Central Africa ,,100234-101 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,"£1,754",FCO shared service charges ,East and Central Africa ,,101633-101 
DFID,DFID,18/09/2012,aikan Uganda Limited ,"£1,868",Consultancy Services ,East and Central Africa ,,100234-101 
DFID,DFID,18/09/2012,EDUCATION FOR CHANGE LTD ,"£9,861",Technical and Advisory Services ,East and Central Africa ,,202513-103 
DFID,DFID,18/09/2012,EUROPEAN COMMISSION ,"£27,769",Technical and Advisory Services ,East and Central Africa ,,104978-115 
DFID,DFID,18/09/2012,Adam Smith International Africa Ltd ,"£61,160",Technical and Advisory Services ,East and Central Africa ,,201294-103 
DFID,DFID,18/09/2012,NEPAD (International Partnership for Africa Fisheries) ,"£209,026",Aid Programme - Core contributions ,East and Central Africa ,,200157-106 
DFID,DFID,18/09/2012,Gatsby Charitable Foundation UK ,"£450,282",Aid Programme - Accountable Grant Payments ,East and Central Africa ,,202379-101 
DFID,DFID,18/09/2012,Rwanda Agriculture Sector Delivery Grant 2011/14 ,"£3,000,000",Aid Programme - Poverty Reduction Budget Support ,East and Central Africa ,,202227-102 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£3,000,000",Aid Programme - Voluntary contributions ,East and Central Africa ,,203216-111 
DFID,DFID,19/09/2012,Pilgrims Group ,£673,Hostile Environment Training ,East and Central Africa ,,100266-101 
DFID,DFID,19/09/2012,DHL International Uganda Ltd ,£679,Courier & Bag Services ,East and Central Africa ,,101635-101 
DFID,DFID,19/09/2012,Angus Miller (TZ) USD ,£725,Office Supplies ,East and Central Africa ,,202593-101 
DFID,DFID,19/09/2012,BCD Travel (USD) ,£819,Air fares ,East and Central Africa ,,200842-109 
DFID,DFID,19/09/2012,BCD Travel (USD) ,£875,Training - Travel & Subsistence ,East and Central Africa ,,101630-101 
DFID,DFID,19/09/2012,Dr. & Mrs Muhebwa ,"£1,060",Facilities Management payments ,East and Central Africa ,,101635-101 
DFID,DFID,19/09/2012,WFP Somalia ,"£1,615",Air fares ,East and Central Africa ,,101630-101 
DFID,DFID,19/09/2012,Info Mind Solutions plc ,"£1,983",Recruitment costs ,East and Central Africa ,,101612-101 
DFID,DFID,19/09/2012,Dicken Marshall ,"£3,060",Technical and Advisory Services ,East and Central Africa ,,202913-101 
DFID,DFID,19/09/2012,British Embassy (Ethiopia) ,"£6,064",Oil - Other Utilities ,East and Central Africa ,,100082-101 
DFID,DFID,19/09/2012,British Embassy (Ethiopia) ,"£6,070",Vehicle Petrol & Oil ,East and Central Africa ,,100082-101 
DFID,DFID,19/09/2012,KPMG EAST AFRICA LTD ,"£16,696",Technical and Advisory Services ,East and Central Africa ,,200498-101 
DFID,DFID,19/09/2012,KPMG EAST AFRICA LTD ,"£1,201,557",Technical and Advisory Services ,East and Central Africa ,,200498-101 
DFID,DFID,19/09/2012,Ministry of Finance Tanzania  Poverty Reduction Budget Support ,"£12,500,000",Aid Programme - Poverty Reduction Budget Support ,East and Central Africa ,,203213-101 
DFID,DFID,19/09/2012,Ministry of Finance Tanzania  Poverty Reduction Budget Support ,"£30,000,000",Aid Programme - Poverty Reduction Budget Support ,East and Central Africa ,,203213-102 
DFID,DFID,20/09/2012,Mustafa Auto Garage ,£585,Vehicle Repairs & Maintenance ,East and Central Africa ,,202586-101 
DFID,DFID,20/09/2012,EWSA ,£782,Electricity ,East and Central Africa ,,100212-101 
DFID,DFID,20/09/2012,J.H Simex PLC/Intercontinental Hotel ,"£1,085",Hotels - Accommodation only ,East and Central Africa ,,101612-101 
DFID,DFID,20/09/2012,British High Commission(Tsh) ,"£1,345",Facilities Management payments ,East and Central Africa ,,101634-101 
DFID,DFID,20/09/2012,HTSPE LTD ,"£1,389",Technical and Advisory Services ,East and Central Africa ,,103548-101 
DFID,DFID,20/09/2012,Central Highway Contractors Ltd ,"£1,465",Facilities Management payments ,East and Central Africa ,,101625-102 
DFID,DFID,20/09/2012,The Express Travel Group ,"£1,742",Air fares ,East and Central Africa ,,101625-101 
DFID,DFID,20/09/2012,Central Highway Contractors Ltd ,"£1,821",Facilities Management payments ,East and Central Africa ,,101625-102 
DFID,DFID,20/09/2012,COFFEY INTERNATIONAL DEVELOPMENT LTD ,"£2,234",Technical and Advisory Services ,East and Central Africa ,,202917-101 
DFID,DFID,20/09/2012,Juba Grand Hotel ,"£5,882",Hotels - Accommodation only ,East and Central Africa ,,202594-101 
DFID,DFID,20/09/2012,HTSPE LTD ,"£6,557",Technical and Advisory Services ,East and Central Africa ,,202580-101 
DFID,DFID,20/09/2012,Louise O'Rourke ,"£7,982",Technical and Advisory Services ,East and Central Africa ,,202913-101 
DFID,DFID,20/09/2012,HAREWELLE INTERNATIONAL LIMITED ,"£13,189",Consultancy Services ,East and Central Africa ,,100230-101 
DFID,DFID,20/09/2012,HTSPE LTD ,"£16,761",Technical and Advisory Services ,East and Central Africa ,,103548-101 
DFID,DFID,20/09/2012,KPMG Kenya ,"£17,261",Technical and Advisory Services ,East and Central Africa ,,201462-103 
DFID,DFID,20/09/2012,HLSP LIMITED ,"£18,619",Technical and Advisory Services ,East and Central Africa ,,200109-103 
DFID,DFID,20/09/2012,Deweto Int Ltd ,"£21,898",Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,101612-101 
DFID,DFID,20/09/2012,LTS International Ltd. ,"£45,823",Technical and Advisory Services ,East and Central Africa ,,201866-106 
DFID,DFID,20/09/2012,PACT KENYA - NSA NRM SUPPORT ,"£85,201",Aid Programme - Accountable Grant Payments ,East and Central Africa ,,201913-115 
DFID,DFID,20/09/2012,Parliamentary Accountability Programme  Rwanda ,"£200,000",Aid Programme - Other Financial Aid to Government ,East and Central Africa ,,202171-102 
DFID,DFID,20/09/2012,SAVE THE CHILDREN ,"£316,263",Aid Programme - Accountable Grant Payments ,East and Central Africa ,,202478-104 
DFID,DFID,20/09/2012,UNDP CONTRIBUTIONS ACCOUNT ,"£950,000",Aid Programme - Voluntary contributions ,East and Central Africa ,,203405-101 
DFID,DFID,20/09/2012,UNFPA ,"£2,450,000",Aid Programme - Voluntary contributions ,East and Central Africa ,,201713-102 
DFID,DFID,21/09/2012,Toyota Uganda Ltd ,£516,Vehicle Petrol & Oil ,East and Central Africa ,,101635-101 
DFID,DFID,21/09/2012,MFI OFFICE SOLUTIONS ,£519,Office Equipment - Purchases ,East and Central Africa ,,101628-101 
DFID,DFID,21/09/2012,BRITISH HIGH COMMISSION KLA ,£639,Electricity ,East and Central Africa ,,100234-101 
DFID,DFID,21/09/2012,WFP Sudan Juba Sub Imprest(US$) ,£862,Air fares ,East and Central Africa ,,202586-101 
DFID,DFID,21/09/2012,BRITISH HIGH COMMISSION KLA ,"£1,298",Electricity ,East and Central Africa ,,101635-101 
DFID,DFID,21/09/2012,PRICEWATERHOUSECOOPERS (KENYA) ,"£20,880",Technical and Advisory Services ,East and Central Africa ,,201913-103 
DFID,DFID,21/09/2012,HTSPE LTD ,"£24,010",Technical and Advisory Services ,East and Central Africa ,,103548-101 
DFID,DFID,21/09/2012,DANISH REFUGEE COUNCIL ,"£62,500",Aid Programme - Accountable Grant Payments ,East and Central Africa ,,202827-108 
DFID,DFID,21/09/2012,Uraia Trust ,"£435,550",Aid Programme - Accountable Grant Payments ,East and Central Africa ,,202527-108 
DFID,DFID,22/09/2012,UNDP Somalia ,"£1,641",Training - Course Fees ,East and Central Africa ,,101630-101 
DFID,DFID,22/09/2012,IPA-International Procurement Agency (BV) ,"£12,363",Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,203542-106 
DFID,DFID,22/09/2012,IPA-International Procurement Agency (BV) ,"£13,799",Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,203542-106 
DFID,DFID,22/09/2012,KPMG EAST AFRICA LTD ,"£124,173",Technical and Advisory Services ,East and Central Africa ,,201866-109 
DFID,DFID,22/09/2012,Ministry of Finance Tanzania  Poverty Reduction Budget Support ,"£12,500,000",Aid Programme - Poverty Reduction Budget Support ,East and Central Africa ,,203213-101 
DFID,DFID,24/09/2012,Recipient name withheld ,£834,Data Network -Satellite ,East and Central Africa ,,202913-104 
DFID,DFID,24/09/2012,Kigali Real Estate S.A ,"£2,773",Hotels - Accommodation only ,East and Central Africa ,,101628-101 
DFID,DFID,24/09/2012,Kigali Real Estate S.A ,"£2,773",Hotels - Accommodation only ,East and Central Africa ,,101628-101 
DFID,DFID,24/09/2012,Ethio Enter Educate Promotion  ,"£12,479",Technical and Advisory Services ,East and Central Africa ,,202913-101 
DFID,DFID,24/09/2012,Take Five Conference and Event Organizer ,"£19,066",Technical and Advisory Services ,East and Central Africa ,,103004-101 
DFID,DFID,25/09/2012,Wurgessa Trading ,£740,Office Supplies ,East and Central Africa ,,100082-101 
DFID,DFID,25/09/2012,SAFECON Electro Mechanical Works PLC ,"£1,128",Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,101612-101 
DFID,DFID,25/09/2012,Joshi Electrical & General Services ,"£1,355",Facilities Management payments ,East and Central Africa ,,101635-101 
DFID,DFID,25/09/2012,SAFECON Electro Mechanical Works PLC ,"£1,467",Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,101612-101 
DFID,DFID,25/09/2012,SAFECON Electro Mechanical Works PLC ,"£1,811",Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,101612-101 
DFID,DFID,25/09/2012,JOWAT ENTERPRISES ,"£4,075",Furniture & Fittings ,East and Central Africa ,,100235-101 
DFID,DFID,25/09/2012,Dr Moses Muwonge ,"£10,114",Technical and Advisory Services ,East and Central Africa ,,202420-104 
DFID,DFID,25/09/2012,Supplier Name withheld ,"£10,876",Secure Staff Accomodation,East and Central Africa ,,101612-101 
DFID,DFID,25/09/2012,OXFORD POLICY MANAGEMENT ,"£40,487",Technical and Advisory Services ,East and Central Africa ,,103548-101 
DFID,DFID,26/09/2012,The Express Travel Group ,£514,Training - Travel & Subsistence ,East and Central Africa ,,100082-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,£672,Mobile telephones & accessories ,East and Central Africa ,,101616-101 
DFID,DFID,26/09/2012,JIT Beverages ,£698,Office Supplies ,East and Central Africa ,,202586-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,£720,Hotels - Accommodation only ,East and Central Africa ,,100227-101 
DFID,DFID,26/09/2012,Bon Voyage Travel Centre Ltd(USD) ,£773,Training - Travel & Subsistence ,East and Central Africa ,,101634-101 
DFID,DFID,26/09/2012,Ikondera Company Ltd ,"£1,136",Facilities Management payments ,East and Central Africa ,,101628-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,"£1,197",Hotels - Accommodation only ,East and Central Africa ,,101633-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,"£1,250",Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,202586-101 
DFID,DFID,26/09/2012,Ikondera Company Ltd ,"£1,406",Facilities Management payments ,East and Central Africa ,,101628-101 
DFID,DFID,26/09/2012,The Express Travel Group ,"£2,006",Training - Travel & Subsistence ,East and Central Africa ,,101612-101 
DFID,DFID,26/09/2012,The Express Travel Group ,"£2,590",Air fares ,East and Central Africa ,,202574-101 
