Free to air TV,54,56,51,70,70,58,,,,,,,,,,,
Freesat,5,3,6,1,10,8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 1.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Take-up of internet services in Welsh towns and cities,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (Wales 5287, Aberystwyth, 146, Cardiff 196, Newport 292, Swansea 208 and Wrexham 211 Q: Which of these best describes how frequently you use the internet?Q. And how do you access the internet?Q. Is your access to the internet at home – cable broadband, ADSL broadband , have broadband access but don’t know type?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
  ,Wales,Cardiff,Swansea,Newport,Wrexham,Aberyswyth,,,,,,,,,,,
Any internet access,85,79,96,88,88,97,,,,,,,,,,,
Home internet,75,68,88,81,74,90,,,,,,,,,,,
Cable,11,22,52,22,1,0,,,,,,,,,,,
ADSL,60,36,32,52,72,90,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 1.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Usage of internet services in Welsh towns and cities,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+  with internet access (Wales 3460, Aberystwyth, 137, Cardiff 139, Newport 225, Swansea 161 and Wrexham 175)Q: Which oif the following have you done in the last three months? ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
  ,Wales,Cardiff,Swansea,Newport,Wrexham,Aberyswyth,,,,,,,,,,,
Buying goods online,75,75,88,81,81,85,,,,,,,,,,,
Banking,57,58,72,67,60,72,,,,,,,,,,,
Download/stream TV,38,36,60,38,44,68,,,,,,,,,,,
Download/stream Music,31,43,48,25,35,51,,,,,,,,,,,
Download/stream movies,20,27,44,18,27,44,,,,,,,,,,,
VOIP,24,34,36,21,26,47,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 1.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Demographic profile of those who can speak or write in Welsh,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, W1 2015Base: All adults aged 16+ : 496 Wales, 138 speak or write Welsh (fluent and non-fluent)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,16-34,35-54,55+,ABC1,C2DE,<£17.5k,£17.5k+,Urban,Rural,,,,,,,,
Wales,30,33,37,48,52,30,20,78,22,,,,,,,,
Speak/ write Welsh,24,36,39,61,39,24,19,67,33,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 1.27,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.27,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Take- up of communications services and devices in Wales,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker,Wave 1 2015Base: All adults aged 16+: 496 Wales, 138 speak or write Welsh (fluent and non-fluent)Arrows indicate significant increase/ decrease compared to Wales as a whole at the 95% confidence level.Note: Mobile internet is access using a mobile phone or smartphone, through a Wi-Fi network or phone’s mobile network",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Wales,Respondents who speak or write Welsh,,,,,,,,,,,,,,,
,(total),,,,,,,,,,,,,,,,
Fixed Line,83%,93%,,,,,,,,,,,,,,,
Mobile phone (personal use),90%,85%,,,,,,,,,,,,,,,
Smartphone (personal use),63%,58%,,,,,,,,,,,,,,,
Computer (any type),84%,77%,,,,,,,,,,,,,,,
Tablet computer in household,60%,59%,,,,,,,,,,,,,,,
Total Internet,86%,76%,,,,,,,,,,,,,,,
Broadband (fixed and mobile),78%,73%,,,,,,,,,,,,,,,
Fixed broadband,77%,72%,,,,,,,,,,,,,,,
Mobile internet,59%,55%,,,,,,,,,,,,,,,
Smartphone internet access only,7%,2%,,,,,,,,,,,,,,,
DAB radio,39%,53%,,,,,,,,,,,,,,,
Pay TV on main set,69%,70%,,,,,,,,,,,,,,,
Bundle,67%,67%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Main television set share, by platform",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015Base: All adults aged 16+ (n = 3756 UK, 496 Wales, 2264 England, 492 Scotland, 504 Northern Ireland, 249 Wales urban, 247 Wales rural, 1075 Wales 2010, 493 Wales 2011, 513 Wales 2012, 492 Wales 2013, 491 Wales 2014, 496 Wales 2015)QH1a. Which, if any, of these types of television does your household use at the moment?/ QH1b And which of these do you consider is your main type of television? Note:* See footnote 2",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,WAL 2015,ENG 2015,SCO 2015,NI 2015,,Wales urban 2015,Wales        rural 2015,,N Ireland 2008,Wales 2010,Wales 2011,Wales 2012,Wales 2013,Wales 2014,Wales 2015,
Satellite TV (pay or free),41,53,41,36,45,,51,61,,37,45,51,53,48,54,53,
Freeview (pay of free),34,30,34,38,34,,29,33,,29,40,37,35,38,37,30,
Cable TV,16,10,16,16,8,,13,,,19,8,8,9,11,4,10,
DTV via broadband DSL line,6,5,6,5,10,,5,5,,,1,2,1,1,5,5,
Only terrestrial TV (channels 1-4/1-5),,,,,,,,,,15,1,2,1,,,,
No TV in home,3,2,3,4,2,,2,2,,,2,,1,1,1,2,
,,,,,,,,,,,,,,,,,
Wales 2.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of homes with free and pay television,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015Base: All adults aged 16+ with a TV in household (n = 3616 UK, 485 Wales, 2197 England, 472 Scotland, 462 Northern Ireland, 243 Wales urban, 242 Wales rural, 1060 Wales 2010, 483 Wales 2011, 508 Wales 2012, 485 Wales 2013, 480 Wales 2014, 485 Wales 2015)QH1a. Which, if any, of these types of television does your household use at the moment?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Wales 2015,England 2015,Scotland 2015,N Ireland 2015,,Wales urban 2015,Wales rural 2015,,Wales 2008,Wales 2010,Wales 2011,Wales 2012,Wales 2013,Wales 2014,Wales 2015,
Free,38,31,39,39,29,,29,37,,44,47,40,40,38,41,31,
Pay,62,69,61,61,71,,71,63,,56,53,60,60,62,59,69,
,,,,,,,,,,,,,,,,,
Wales 2.03,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of homes with HD television,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015Base: All adults aged 16+ (n = 3756 UK, 496 Wales, 2264 England, 492 Scotland, 504 Northern Ireland, 249 Wales urban, 247 Wales rural)QH53. Is the main TV in your household an HDTV set or HD ready?/ QH54. For the main TV set, does your household have an HD TV service – from either Sky, Virgin Media, Freesat or Freeview?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Wales 2015,England 2015,Scotland 2015,N Ireland 2015,,Wales urban 2015,Wales rural 2015,,,,,,,,,
"HD ready, no channels",18,23,18,18,17,,26,15,,,,,,,,,
HDTV channels,55,53,55,54,51,,52,54,,,,,,,,,
,73,76,73,72,67,,78,70,,,,,,,,,
Wales 2.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Smart TV take-up,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015Base: All adults aged 16+ with a TV in household (n = 3616 UK, 485 Wales, 2197 England, 472 Scotland, 462 Northern Ireland, 243 Wales urban, 242 Wales rural)QH18. Are any of your TV sets “Smart TVs”? These are new types of TV that are connected to the internet and can stream video directly onto your television screen, without the need for a computer, set-top box or games console.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Wales 2015,England 2015,Scotland 2015,N Ireland 2015,,Wales urban 2015,Wales rural 2015,,,,,,,,,
Smart TV,21,17,21,19,15,,16,18,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"TV programmes, films, demand on any device",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015Base: All Wales adults aged 16+ who use the internet at home or elsewhere (n = 413)QH17 (QH46)/QH18 (QH47): Thinking about your personal use of TV programmes and films online and on demand services that you may use on any device (e.g. smartphone, TV set, tablet or laptop) anywhere, which of the following, if any, have you personally ever used? And which, if any, of these have you used in the last week?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Watching TV programmes/ films on catch up services,Watching TV/ films online via a standalone video subscription service,Watching other free professional TV programmes/ films or video channels online,Watching TV programmes/ films you have paid for on onlines stores to rent or keep permanently,None of these,Dont know,,,,,,,,,,,
Ever used,57%,17%,8%,4%,38%,2%,,,,,,,,,,,
Used in the last week,38%,9%,4%,2%,18%,1%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"	Average minutes of television viewing per day, by nation: 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). Main five PSB channels = BBC One, BBC Two, ITV, Channel 4 and Channel 5, including HD variants but excluding +1s. PSB portfolio channels = BBC Three, BBC Four, BBC News, BBC Parliament, CBBC, CBeebies, BBC streaming channels, ITV+1 Network (inc ITV Breakfast) ,ITV2, ITV2+1, ITV3, ITV3+1, ITV4, ITV4+1, CITV, Channel 4+1, E4, E4 +1, More4, More4 +1, Film4, Film4+1, 4Music, 4seven, Channel 5+1, 5*, 5*+1, 5USA, 5USA+1. HD variants are included where applicable.*Note: This figure reflects the average across the English regions with the highest  in Border at 250 minutes (4 hours 10 minutes)  and lowest in West at 197 minutes (3 hours 17 minutes) respectively.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Areas >>,UK,England*,Scotland,Wales,N. Ireland ,,,,,,,,,,,,
Main five PSB channels,113,117,125,131,113,,,,,,,,,,,,
PSB portfolio channels ,46,45,49,52,46,,,,,,,,,,,,
All other channels ,62,59,66,68,69,,,,,,,,,,,,
*England figure reflects the average across the English regions ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Share of the main five PSB channels in all homes, by UK nations and regions: 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). HD channel variants are included but not +1s.Note: Chart shows figures rounded to one decimal place. Numbers may not appear to sum up to total share of main five PSBs due to rounding.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,BBC One,BBC Two,ITV/STV/UTV/ITV Wales,Channel 4,Channel 5,Total,,,,,,,,,,,
UK,21.7,6.1,14.7,4.8,4,51.2,,,,,,,,,,,
Border,22.6,6.8,20.2,4.9,4,58.6,,,,,,,,,,,
East of England,22.7,6.8,13.5,4.8,3.6,51.5,,,,,,,,,,,
London,19.7,5.6,12.5,4.9,3.7,46.4,,,,,,,,,,,
Meridian,24.8,7.1,13.8,4.6,3.9,54.2,,,,,,,,,,,
Midlands,21.6,6.2,14.5,4.9,4.1,51.3,,,,,,,,,,,
North East,20.2,5.4,17.1,4.7,4.5,51.9,,,,,,,,,,,
North West,20.1,5.8,16.9,4.7,4.1,51.6,,,,,,,,,,,
South West,26.8,7.6,14.2,4.3,3.7,56.7,,,,,,,,,,,
West,25.4,6.9,13.3,4.9,3.6,54,,,,,,,,,,,
Yorkshire,20.6,5.4,16.2,5.1,4.1,51.5,,,,,,,,,,,
Scotland,21.9,5.8,14.8,4.9,4.8,52.1,,,,,,,,,,,
Wales,23.3,6,15.4,3.3,4.1,52.1,,,,,,,,,,,
N. Ireland,18.3,4.6,17.5,5.1,4,49.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Reduction in combined share of the main five PSB channels, all homes: 2009 and 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Audience share (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). HD channel variants are included but not +1s.Notes: i) Following digital switchover in Wales in 2010 S4C ceased to carry Channel 4 content. S4C is therefore included in the main five PSB channels in 2009 but not in 2014. S4C’s average share in Wales in 2014 is 1.8% ii) In 2010 a new BARB panel was introduced, including the re-defining of boundaries. Therefore, pre and post panel change data should be compared with some caution.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,Border  ,East of England,London,Meridian,Midlands,North East,North West,South West,West,Yorkshire,Scotland,Wales,N. Ireland,,,
Share of the main five PSB channels in 2014,51.2,58.6,51.5,46.4,54.2,51.3,51.9,51.6,56.7,54,51.5,52.1,52.1,49.6,,,
Share loss since 2009 (pp),6.6,-4.2,9.7,7.2,5.1,7.5,6.5,5,7.3,6.5,8.3,3.9,3.1,9.2,,,
,,,,,,,,,,,,,,,,,
Wales 2.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Net change in the audience share of the main five PSB channels and their portfolio channels, all homes: 2009 and 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals 4+. Main five PSB channels = BBC One, BBC Two, ITV, Channel 4 and Channel 5, including HD variants but excluding +1s. PSB portfolio channels = BBC Three, BBC Four, BBC News, BBC Parliament, CBBC, CBeebies, BBC streaming channels, ITV+1 Network (incITV Breakfast) ,ITV2, ITV2+1, ITV3, ITV3+1, ITV4, ITV4+1, CITV, Channel 4+1, E4, E4 +1, More4, More4 +1, Film4, Film4+1, 4Music, 4seven, Channel 5+1, 5*, 5*+1, 5USA, 5USA+1. HD variants are included where applicable. Notes: i) Following digital switchover in Wales in 2010 S4C ceased to carry Channel 4 content. S4C is therefore included in the main five PSB channels in 2008 but not in 2014. S4C’s average share in Wales in 2014 is 0.9% ii) In 2010 a new BARB panel was introduced, including the re-defining of boundaries. Therefore, pre and post panel change data should be compared with some caution.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Areas >>,Network,,,Border,,,East of England,,,London,,,Meridian,,,Midlands,
Share of main five PSB channels in 2009,57.8,,,54.4,,,61.1,,,53.6,,,59.3,,,58.8,
Share of PSB portfolio channels in 2009,15.8,,,18.2,,,14.4,,,17.5,,,15.8,,,15.9,
Share of main five PSB channels in 2014,,51.2,,,58.6,,,51.5,,,46.4,,,54.2,,,51.3
Share of PSB portfolio channels in 2014,,20.5,,,19.1,,,20.2,,,20.7,,,18.8,,,20.2
,,,,,,,,,,,,,,,,,
Wales 2.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"BBC One and ITV/STV/UTV/ITV Wales early evening news bulletin shares, all homes: 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). BBC One includes HD variant. ITV excludes HD variants and +1. Note: Early evening (‘local’) news bulletin figures based on ‘regional news’ genre programmes, start time 17:55-18:35, 10mins+ duration, BBC One & ITV (exc HD), weekdays. UK figures based on share to respective early evening news bulletin day part. BBC One’s early evening news bulletin is transmitted between 18:30 – 19:00  and ITV/STV/UTV/ITV Wales’ is transmitted between 18:00 – 18:30. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,Border,East of England,London,Meridian,Midlands,North East,North West,South West,West,Yorkshire,Scotland,Wales,N. Ireland,,,
BBC One,28.2,24.9,32.7,23,33.9,26.6,30,26.9,45.1,39.6,30.1,30.5,31.5,29,,,
ITV/STV/UTV/ITV Wales,18,41,17.7,12.4,18.4,15.8,23.4,15.6,15.7,16.5,20.1,22.7,19.8,34.5,,,
,,,,,,,,,,,,,,,,,
Wales 2.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Respondents’ main media source for UK and world news by nation: 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Media Tracker 2014. Base: All (2,074); England (1,577); Scotland (183); Wales (154); Northern Ireland (160). Prompted, single code. Only responses ? 3% labelled. Significance testing shows any difference in the main source of news between any nation and all adults.Q62 - Can you tell me which one of these is your ‘main’ source of news about what is going on in the UK and in the world today?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Column1,TV,Newspapers,Radio,Website or apps - through computer/ tablet,Website or apps - through phone,Other,Don't watch/ read/ listen to news,,,,,,,,,,
All,58,12,10,9,5,2,2,,,,,,,,,,
England,58,12,10,9,5,2,2,,,,,,,,,,
Scotland,52,14,8,10,7,3,6,,,,,,,,,,
Wales,67,6,7,12,6,,1,,,,,,,,,,
Northern Ireland,56,12,14,4,5,7,2,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Spend on first-run originated nations’ and regions’ output by the BBC/ITV1/STV/UTV,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominal. Note: Spend data for first-run originations only. Excludes spend on BBC Alba and S4C output but includes some spend on Irish language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England. For more information on S4C, please see Section 2.6.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2009,2010,2011,2012,2013,2014,,YOY (£m),YOY (%),5yr (%),5yr (£m),,,,,,
England,£153,£160,£162,£165,£159,£156,,-2.9,-1.80%,2.20%,3.4,,,,,,
Northern Ireland,£25,£24,£25,£23,£26,£27,,0.2,0.90%,4.90%,1.2,,,,,,
Scotland,£50,£52,£53,£52,£52,£68,,15.9,30.70%,34.80%,17.5,,,,,,
Wales,£28,£25,£27,£26,£26,£27,,1.4,5.50%,-1.90%,-0.5,,,,,,
UK,£256,£261,£267,£266,£263,£277,,14.6,5.60%,8.40%,21.5,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Change in total spend on nations and regions output, by genre and nation: 2009-2014 ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominal.Note: Excludes spend on BBC Alba and S4C output but includes some spend on Irish language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK ,,England,,,N. Ireland ,,,Scotland ,,,Wales ,,,,,
,1yr (%) ,5yr (%) ,1yr (%) ,5yr (%) ,,1yr (%) ,,5yr (%) ,1yr (%) ,5yr (%) ,,1yr (%) ,5yr (%) ,,,,
Current Affairs ,22%,21%,10%,-1%,,28%,,43%,49%,61%,,16%,29%,,,,
News ,5%,6%,2%,4%,,9%,,8%,24%,17%,,15%,30%,,,,
Non-news/non-current affairs,11%,11%,-2%,119%,,-13%,,-7%,27%,33%,,-2%,-23%,,,,
Total Spend in 2014 ,£285m,,£163m,,,£27m,,,£69m,,,£27m,,,,,
,,,,,,,,,,,,,,,,,
,UK ,,England,,,N. Ireland ,,,Scotland ,,,Wales ,,,,,
,1yr ,5yr ,1yr ,5yr ,,1yr ,,5yr ,1yr ,5yr ,,1yr ,5yr ,,,,
Change in Spend,8%,9%,2%,4%,,0%,,5%,29%,32%,,6%,-3%,,,,
,,,,,,,,,,,,,,,,,
Wales 2.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Total spend by the BBC/ ITV1/ STV/ UTV on non-network nations/regions output for the main PSB channels (BBC1 and Channel 3): 2014 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters.Note: Excludes spend on BBC Alba and S4C output but includes some spend on Irish language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Northern Ireland,Scotland,Wales,,,,,,,,,,,,
Current Affairs,£29.62,£13.35,£4.11,£8.61,£3.55,,,,,,,,,,,,
News,£184.12,£146.86,£10.69,£16.67,£9.90,,,,,,,,,,,,
Non-news/non-current affairs,£71.32,£2.48,£11.78,£43.35,£13.71,,,,,,,,,,,,
,£285.06,£162.68,£26.57,£68.64,£27.17,,,,,,,,,,,,
Wales 2.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"First-run originated hours of nations/regions output, by genre and broadcaster: 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Hours of output,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters.Note: Hours data for first-run originations only. Excludes hours for BBC Alba and S4C output but includes some hours of Irish language programming by the BBC. These figures do not include hours of network content. Hours broadcast in the ITV Border region are included under England.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Northern Ireland,Scotland,Wales,,,,,,,,,,,,
BBC current affairs,555,254,38,212,51,,,,,,,,,,,,
BBC news,4877,3819,403,327,328,,,,,,,,,,,,
BBC non-news/non-current affairs,797,72,166,328,231,,,,,,,,,,,,
ITV/STV/UTV current affairs,261,127,31,53,50,,,,,,,,,,,,
ITV/STV/UTV news,3447,2472,223,493,259,,,,,,,,,,,,
ITV/STV/UTV non-news/non-current affairs,1262,2,76,1160,24,,,,,,,,,,,,
2014 total,"11,199","6,746",937,"2,573",943,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2013 total,"11,232","6,904",949,"2,456",923,,,,,,,,,,,,
2009 total,"10,439","6,790",969,"1,644","1,036",,,,,,,,,,,,
% YOY ,0%,-2%,-1%,5%,2%,,,,,,,,,,,,
% 5 year ,7%,-1%,-3%,57%,-9%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"	Cost per hour for total nations’ and regions’ output, by nation: 2009-2014 ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominal. Note: Excludes spend on BBC Alba and S4C output but includes some spend on Irish language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CpH,UK,England,Northern Ireland,Scotland,Wales,,,,,,,,,,,,
2009,£23,£22,£22,£26,£25,,,,,,,,,,,,
2014,£24,£23,£25,£25,£26,,,,,,,,,,,,
% 5yr ,5%,5%,13%,-1%,6%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Expenditure on originated network productions: 2010–2014 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Percentage of production by value,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom/broadcastersNote: This expenditure does not include network news production.The category ‘Other’ refers to programmes made by producers based within the M25 which qualify as regional productions on the grounds that 70% of total spend and 50% of offscreen talent spend was outside the M25 but not all in one macro-region and therefore cannot be attributed to a single region. See http://stakeholders.ofcom.org.uk/broadcasting/guidance/programme-guidance/reg_prod/ on Ofcom website for further details",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2010,2011,2012,2013,2014,,,,,,,,,,,,
London,61.00%,57.00%,55.40%,51.90%,51.60%,,,,,,,,,,,,
Midlands & East,2.80%,2.50%,2.60%,2.10%,1.60%,,,,,,,,,,,,
Northern England,15.10%,16.70%,20.30%,19.90%,22.50%,,,,,,,,,,,,
Southern England,12.60%,14.70%,12.10%,13.60%,13.40%,,,,,,,,,,,,
Scotland,4.60%,4.90%,4.40%,5.90%,5.20%,,,,,,,,,,,,
Wales,2.60%,2.80%,3.50%,3.30%,3.20%,,,,,,,,,,,,
Northern Ireland,0.40%,1.00%,0.80%,1.10%,1.20%,,,,,,,,,,,,
Other,0.00%,0.40%,0.90%,2.20%,1.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Volume of originated network productions: 2010–2014 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Percentage of production by volume,,,,,,,,,,,,,,,,,
