Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Stationery,Business and Science - DG/Finance & Corporate Planning,BANNER BUSINESS SERVICES LTD,142344,10.15,B&S Devolved Admin-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Technical Advice / Services & Support,Economics & Markets - Analysis Directorate,OFFICE FOR NATIONAL STATISTICS,142345,16427.97,Construction: Statistics and Other Sponsorship Activities-Technical Advice / Services & Support,NP10 8XG,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Computer Equipment,"People, Strategy and Higher Education - Director of Change and Corporate Effectiveness, including the BIS Secretariat",WAREHOUSE EXPRESS LTD T/A WEX PHOTOGRAPHIC,142347,274.00,PSHE Devolved Admin-Computer Equipment,NR3 2BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Professional Subscriptions,Business and Science - Innovation Directorate,"Personal Expense, Name Witheld",142352,201.00,Default-Professional Subscriptions,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Professional Subscriptions,Economics & Markets - Regional Growth Fund,"Personal Expense, Name Witheld",142353,130.00,E&M Devolved Admin-Professional Subscriptions,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Publications,Economics & Markets - Analysis Directorate,JONES YARRELL LEADENHALL,142356,5.71,E&M Devolved Admin-Publications,EH12 9DJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Publications,Economics & Markets - Analysis Directorate,JONES YARRELL LEADENHALL,142356,6.07,E&M Devolved Admin-Publications,EH12 9DJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Publications,Economics & Markets - Analysis Directorate,JONES YARRELL LEADENHALL,142356,6.07,E&M Devolved Admin-Publications,EH12 9DJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Printing,Business and Science - Advanced Manufacturing Services,JONES YARRELL LEADENHALL,142358,50.00,B&S Devolved Admin-Printing,EH12 9DJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Publications,Shareholder Executive - Business Portfolio,JONES YARRELL LEADENHALL,142361,118.20,ShEx Devolved Admin-Publications,EH12 9DJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Hire of Agency Staff,"People, Strategy and Higher Education - Communications Directorate",BROOK STREET (UK) LTD,142369,633.37,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Publications,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",THE STATIONERY OFFICE LTD,142370,156.00,PSHE Devolved Admin-Publications,NR3 1QZ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Publications,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",THE STATIONERY OFFICE LTD,142370,165.00,PSHE Devolved Admin-Publications,NR3 1QZ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Finance Training,"Finance, Commercial & Digital Transformation - Finance Directoreate",CAPITA BUSINESS SERVICES LTD,142371,274.38,FCDT Devolved Admin-Finance Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2016,Hire of Agency Staff,Shareholder Executive - Business Portfolio,BROOK STREET (UK) LTD,142372,801.11,ShEx Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Publications,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",THE STATIONERY OFFICE LTD,142374,156.00,PSHE Devolved Admin-Publications,NR3 1QZ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Publications,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",THE STATIONERY OFFICE LTD,142374,165.00,PSHE Devolved Admin-Publications,NR3 1QZ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2016,Hire of Agency Staff,Shareholder Executive - Business Portfolio,BROOK STREET (UK) LTD,142375,759.49,ShEx Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2016,Hire of Agency Staff,"Finance, Commercial & Digital Transformation - Digital Directorate",BROOK STREET (UK) LTD,142377,694.01,FCDT Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2016,Facilities Management Contract,Business and Science - Innovation Directorate,AMEY COMMUNITY LTD,142378,838.96,NMS Other-Facilities Management Contract,OX4 4DQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2016,Facilities Management Contract,Business and Science - Innovation Directorate,AMEY COMMUNITY LTD,142379,14276.45,NMS Other-Facilities Management Contract,OX4 4DQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2016,Additions - Cost - Assets Under Construction - Freehold building,Business and Science - Innovation Directorate,AMEY COMMUNITY LTD,142380,236193.41,NMS Other-Additions - Cost - Assets Under Construction - Freehold building,OX4 4DQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2016,Clearing Account - Cost - Assets Under Construction - Freehold building,Business and Science - Innovation Directorate,AMEY COMMUNITY LTD,142380,247472.50,NMS Other-Clearing Account - Cost - Assets Under Construction - Freehold building,OX4 4DQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2016,Additions - Cost - Assets Under Construction - Freehold building,Business and Science - Innovation Directorate,AMEY COMMUNITY LTD,142381,61497.34,NMS Other-Additions - Cost - Assets Under Construction - Freehold building,OX4 4DQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2016,Clearing Account - Cost - Assets Under Construction - Freehold building,Business and Science - Innovation Directorate,AMEY COMMUNITY LTD,142381,64434.05,NMS Other-Clearing Account - Cost - Assets Under Construction - Freehold building,OX4 4DQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2016,Clearing Account - Cost - Assets Under Construction - Freehold building,Business and Science - Innovation Directorate,AMEY COMMUNITY LTD,142381,300715.74,NMS Other-Clearing Account - Cost - Assets Under Construction - Freehold building,OX4 4DQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2016,Publications,Legal Services - Legal Services,JORDAN PUBLISHING LTD,142382,322.00,Legal Services Admin-Publications,BS1 6JS,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2016,Facilities Management Contract,Business and Science - Innovation Directorate,AMEY COMMUNITY LTD,142383,136868.02,NMS Other-Facilities Management Contract,OX4 4DQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2016,Facilities Management Contract,Business and Science - Innovation Directorate,AMEY COMMUNITY LTD,142383,223495.72,NMS Other-Facilities Management Contract,OX4 4DQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2016,Computer Consumables,"Finance, Commercial & Digital Transformation - Digital Directorate",XMA LTD,142384,11743.20,BIS Infrastructure Maintenanc-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Printing,"People, Strategy and Higher Education - Communications Directorate",JONES YARRELL LEADENHALL,142385,576.68,PSHE Devolved Admin-Printing,EH12 9DJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Publications,Economics & Markets - Labour Market,JONES YARRELL LEADENHALL,142386,67.60,E&M Devolved Admin-Publications,EH12 9DJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/04/2016,Business Rates,"Finance, Commercial & Digital Transformation - Estates",MEDWAY COUNCIL,142387,48954.50,FCDT Devolved Admin-Business Rates,ME4 4TR,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Taxi Services,Government Office for Science -  Government Office for Science,ADDISON LEE plc,142389,571.67,Other Devolved Admin-Taxi Services,NW1 3ER,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Purchase of Weather Information & Weather-Related Services,Business and Science - Innovation Directorate,MET OFFICE,142392,7817333.33,Public Weather Service: Contract-Purchase of Weather Information & Weather-Related Services,EX1 3PB,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Research and Development Expenditure,Business and Science - Innovation Directorate,MET OFFICE,142393,135000.00,Space Weather Service-Research and Development Expenditure,EX1 3PB,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2016,Administration of Grants and Awards,Business and Science - Small Business,GRANT THORNTON UK LLP,142394,1257165.00,Growth Accelerator-Administration of Grants and Awards,NN4 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",DYSTINCT CONSULTING LTD,142395,18795.00,FCDT Devolved Admin-Hire of Interim Managers,N12 0DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",DYSTINCT CONSULTING LTD,142396,45.90,FCDT Devolved Admin-Hire of Interim Managers,N12 0DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",DYSTINCT CONSULTING LTD,142396,413.10,FCDT Devolved Admin-Hire of Interim Managers,N12 0DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",DYSTINCT CONSULTING LTD,142396,11475.00,FCDT Devolved Admin-Hire of Interim Managers,N12 0DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Current Grants To Private Sector - NPISH,Business and Science - Small Business,SHEFFIELD CITY REGION COMBINED AUTHORITY,142398,80000.00,Growth Hubs-Current Grants To Private Sector - NPISH,S1 1UJ,GRANT,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2016,Training And Development Expenditure,Economics & Markets - Europen Reform,DEAN LEPLEY,142399,600.00,Faststream Conference 2016-Training And Development Expenditure,UB10 9AT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Current Grants To Private Sector - NPISH,Business and Science - Small Business,STAFFORDSHIRE COUNTY COUNCIL,142400,55000.00,Growth Hubs-Current Grants To Private Sector - NPISH,ST16 2NF,GRANT,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",142415,186.75,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",142415,4.89,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",142415,5.00,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Postage,Legal Services - Legal Services,"Personal Expense, Name Witheld",142415,10.28,Legal Services Admin-Postage,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Finance, Commercial & Digital Transformation - Digital Directorate","Personal Expense, Name Witheld",142416,9.75,FCDT Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Finance, Commercial & Digital Transformation - Digital Directorate","Personal Expense, Name Witheld",142416,15.00,FCDT Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Hotel & Accommodation Overseas,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",142417,3.92,E&M Devolved Admin-Hotel & Accommodation Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",142417,15.60,E&M Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",142417,22.10,E&M Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence Overseas,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",142417,1.87,E&M Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence Overseas,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",142417,13.73,E&M Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence Overseas,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",142417,21.99,E&M Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence Overseas,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",142417,60.12,E&M Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence Overseas,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",142417,62.52,E&M Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142418,3.00,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142418,4.80,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142418,5.00,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142419,3.00,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142419,4.80,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142419,10.00,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142420,4.80,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142420,9.20,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142420,5.00,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142420,7.12,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142421,4.80,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142421,16.70,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142421,10.00,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142421,17.84,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Hospitality - UK,Business and Science - Advanced Manufacturing Services,"Personal Expense, Name Witheld",142422,3.70,BLG Devolved Admin-Hospitality - UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Mileage Allowance UK,Business and Science - Advanced Manufacturing Services,"Personal Expense, Name Witheld",142422,51.15,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,Business and Science - Advanced Manufacturing Services,"Personal Expense, Name Witheld",142422,6.10,BLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Taxi Services UK,Business and Science - Advanced Manufacturing Services,"Personal Expense, Name Witheld",142422,26.00,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Hospitality - UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142423,1.90,SDLG Devolved Admin-Hospitality - UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Mileage Allowance UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142423,199.80,SDLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142423,4.90,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142423,19.50,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Rail Travel UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142423,8.00,SDLG Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142423,3.89,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142423,5.15,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Mileage Allowance UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142424,234.90,SDLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142424,8.25,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142424,17.47,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142424,38.30,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Postage,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142424,3.50,SDLG Devolved Admin-Postage,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Rail Travel UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142424,23.70,SDLG Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142424,2.30,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142424,15.00,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Taxi Services UK,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Witheld",142424,9.40,SDLG Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Apprentiship Directorate","Personal Expense, Name Witheld",142425,9.80,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,Business and Science - Small Business,"Personal Expense, Name Witheld",142426,3.99,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,Business and Science - Small Business,"Personal Expense, Name Witheld",142426,4.80,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,Business and Science - Small Business,"Personal Expense, Name Witheld",142426,1.99,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142427,13.44,SDLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142427,4.00,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142427,18.00,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142427,99.60,SDLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Taxi Services UK,"Skills, Deregulation and Local Growth - Vocational Education Directorate","Personal Expense, Name Witheld",142427,65.00,SDLG Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Rail Travel UK,Business and Science - Innovation Directorate,"Personal Expense, Name Witheld",142428,22.00,B&S Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Rail Travel UK,Business and Science - Innovation Directorate,"Personal Expense, Name Witheld",142429,27.10,B&S Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Rail Travel UK,Business and Science - Innovation Directorate,"Personal Expense, Name Witheld",142430,33.30,B&S Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Rail Travel UK,Business and Science - Innovation Directorate,"Personal Expense, Name Witheld",142431,45.70,B&S Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Other Travel,Economics & Markets - Europen Reform,"Personal Expense, Name Witheld",142432,9.09,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence Overseas,Economics & Markets - Europen Reform,"Personal Expense, Name Witheld",142432,20.64,BLG Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence Overseas,Economics & Markets - Europen Reform,"Personal Expense, Name Witheld",142432,40.00,BLG Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence Overseas,Economics & Markets - Europen Reform,"Personal Expense, Name Witheld",142432,41.16,BLG Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2016,Subsistence Overseas,Economics & Markets - Europen Reform,"Personal Expense, Name Witheld",142432,67.81,BLG Devolved Admin-Subsistence Overseas,,EMPLOYEE,,,
