Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER109802,97.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI01176521,98.57,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117662,101.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER111982,102.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER118203,102.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117683,104.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER112724,107.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,107.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER117463,108.65,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01184615,110.06,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER118883,111.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116242,111.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116162,112.41,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER113902,112.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Leasedrive Velo Rental Management Ltd,RHI01171799,115.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2014,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01183172,115.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2014,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01180472,116.59,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER116103,119.04,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,120.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116002,122.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER117402,125.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2014,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER116042,128.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115882,130.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI01171805,131.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01178564,136.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER102481,144.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01168215,145.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01184610,145.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER117445,146.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER118142,153.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI01180475,156.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER116962,162.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER116822,163.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER109803,165.15,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER115702,168.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER115363,169.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,International Policy Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,171.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115902,171.97,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER114942,174.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115102,175.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Brians Bus,193,180.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER118002,181.15,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER114862,185.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115382,185.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER116542,192.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115703,197.02,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER118202,200.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER116843,201.97,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2014,Travel and subsistence UK,IMPROVE Project,Personal expenses name witheld,ER117882,203.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER118023,203.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER117982,218.79,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER118542,226.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01180473,230.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117642,233.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER114442,234.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER114702,234.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER118642,234.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116222,242.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER117902,246.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117163,247.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117542,249.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER118722,253.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER117942,256.24,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116983,263.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115862,287.79,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER116782,295.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117222,309.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117242,309.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117262,309.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117102,312.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER117462,313.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115662,332.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER117182,337.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115842,347.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116842,358.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER118222,360.59,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER113482,363.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117622,365.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115723,368.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115962,368.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116623,375.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER116122,386.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER118903,405.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER118122,407.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER117022,415.58,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER115082,417.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER116482,420.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117282,422.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER117322,437.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116862,440.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER116342,442.65,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,52399,491.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01176522,502.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Travel and subsistence UK,Business Support Directorate,Leasedrive Velo Rental Management Ltd,RHI01174364,508.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115305,548.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER117162,596.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER116462,605.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER117482,652.85,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER114483,686.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER117582,692.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER117142,750.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER116322,1038.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER116142,1062.16,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER117502,1561.26,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/06/2014,Travel and subsistence Overseas,Central Support,Personal expenses name witheld,ER115442CN,-170.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2014,Travel and subsistence Overseas,Business Support Directorate,Personal expenses name witheld,52368,-155.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER117422,30.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence Overseas,Innovation Directorate,Personal expenses name witheld,ER115002,52.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence Overseas,"People, Property and Services Directorate",Personal expenses name witheld,ER114883,62.79,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2014,Travel and subsistence Overseas,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01183173,64.78,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2014,Travel and subsistence Overseas,Innovation Directorate,Personal expenses name witheld,ER115162,66.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Travel and subsistence Overseas,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01187169,68.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Travel and subsistence Overseas,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01184607,77.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence Overseas,Trade Marks Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,110.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence Overseas,Trade Marks Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,110.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Travel and subsistence Overseas,Innovation Directorate,Personal expenses name witheld,ER117562,143.23,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence Overseas,Innovation Directorate,Personal expenses name witheld,ER115322,164.73,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence Overseas,Central Support,Personal expenses name witheld,ER115442,170.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Travel and subsistence Overseas,Central Support,Personal expenses name witheld,ER115602,170.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/06/2014,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115624,207.23,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2014,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116442,211.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/06/2014,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER116682,215.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2014,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115183,220.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2014,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER118182,251.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115663,251.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2014,Travel and subsistence Overseas,Business Support Directorate,Personal expenses name witheld,ER114482,258.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/06/2014,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115522,290.87,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2014,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER118362,307.02,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116202,326.28,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER114902,406.21,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2014,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER116722,409.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2014,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER116523,420.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER115802,498.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER116302,518.29,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER110942,519.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/06/2014,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER116562,523.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2014,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER118162,533.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2014,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116403,737.85,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER115342,750.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER117202,858.52,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2014,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER114622,883.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER116083,886.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER118022,976.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2014,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER117663,997.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER115262,1800.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Accommodation charges,"People, Property and Services Directorate",First Investments Ltd,59769,468.88,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2014,Accommodation charges,"People, Property and Services Directorate",First Investments Ltd,60177A,803.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2014,Accommodation charges,"People, Property and Services Directorate",First Investments Ltd,60176A,24411.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/06/2014,Accommodation charges,"People, Property and Services Directorate",Caerphilly County Borough Council,510317691-2014/15,28143.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2014,Accommodation charges,"People, Property and Services Directorate",Office for National Statistics,1028617,38567.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2014,Accommodation charges,"People, Property and Services Directorate",Office for National Statistics,1028617,172349.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Security Guards,"People, Property and Services Directorate",Mitie Facilities Services Ltd,100-90747938,1878.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2014,Security Guards,"People, Property and Services Directorate",Office for National Statistics,1028617,62979.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Office Cleaning,"People, Property and Services Directorate",Wastesavers Ltd,11224,104.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Office Cleaning,"People, Property and Services Directorate",Wastesavers Ltd,11178,110.24,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/06/2014,Office Cleaning,"People, Property and Services Directorate",Thomas Waste Management Ltd,115920,255.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2014,Furniture & Fittings,"People, Property and Services Directorate",Senator International Ltd,S01175206,260.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Furniture & Fittings,"People, Property and Services Directorate",Senator International Ltd,S01171183,346.61,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/06/2014,Furniture & Fittings,"People, Property and Services Directorate",Healthy Workstations Ltd,25240,727.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2014,Furniture & Fittings,IMPROVE Project,Senator International Ltd,S00654912,852.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2014,Furniture & Fittings,"People, Property and Services Directorate",Senator International Ltd,S01173923,1645.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2014,Furniture & Fittings,"People, Property and Services Directorate",Sunlux Blinds Curtains Interiors Ltd,100162,13686.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Fuel &Utilities,"People, Property and Services Directorate",EDF Energy 1 Ltd,600006364,518.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2014,Fuel &Utilities,"People, Property and Services Directorate",Corona Energy,09300205-MAY14-JUN14,633.32,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2014,Fuel &Utilities,"People, Property and Services Directorate",EDF Energy 1 Ltd,17647074-0046-02JUN14,1455.89,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2014,Fuel &Utilities,"People, Property and Services Directorate",Office for National Statistics,1028617,5625.00,Not applicable,
