Body Name,Service Label,Expense Category,Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,Property & Equipment Maintenance,21/10/2014,5100070350,831.90,SPAANS BABCOCK LTD
TfGM,Transport,Capital Costs - Engineering Support Services,21/10/2014,5100070355,675.00,STEPHEN J FIRTH
TfGM,Transport,Transport Planning & Monitoring Services,21/10/2014,5100070553,461.82,SYSTRA LTD
TfGM,Corporate Services,Printer Consumables,21/10/2014,5100070398,729.77,TANGIBLE BENEFIT LTD
TfGM,Transport,Capital Costs - IS Support Services,21/10/2014,5100070755,1350.00,TDC SYSTEMS LTD
TfGM,Transport,Capital Costs - Public Art,21/10/2014,5100070336,1000.00,THE HAMILTON PROJECT
TfGM,Transport,Cleaning,21/10/2014,5100070776,17235.41,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Energy Management Services,21/10/2014,5100070357,2746.25,TXM RECRUIT LIMITED
TfGM,Transport,Capital Costs - Print & Media,21/10/2014,5100070361,6300.00,UNIQUE CREATIVE COMMUNICATIONS
TfGM,Transport,Telecommunications,21/10/2014,5100070913,2035.61,VODAFONE CONNECT LTD
TfGM,Transport,General Support Services,21/10/2014,5100070785,2216.00,WYG ENV PLANNING TRANSPORT LTD
TfGM,Transport,Bus Support Services,21/10/2014,5100070500,15050.00,YOURBUS LTD
TfGM,Transport,Vehicle Repairs & Maintenance,21/10/2014,5100070858,542.54,YOURBUS LTD
TfGM,Transport,Vehicle Costs,22/10/2014,1200031081,910.61,ALLSTAR
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,23/10/2014,5100071019,27279.00,THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,23/10/2014,5100071020,44115.00,THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,23/10/2014,5100071021,303374.00,THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Training,24/10/2014,5100070444,1158.00,ADELPHI ASSOCIATES
TfGM,Transport,Print & Media,24/10/2014,5100071062,5000.00,BJL GROUP LTD
TfGM,Transport,Other Operational Costs,24/10/2014,5100070647,939.28,BRAKE BROS LTD
TfGM,Transport,Design Support Services,24/10/2014,5100070581,1196.12,BT OPENREACH (SALFORD)
TfGM,Transport,Capital Costs - Project Support Services,24/10/2014,5100070448,1350.00,CDI ANDERSELITE LTD
TfGM,Corporate Services,Payroll Support Services,24/10/2014,5100071065,967.00,CGI IT UK LTD
TfGM,Transport,Vehicle Costs,24/10/2014,5100070977,1911.60,COMMUNITY TRANSPORT NATIONAL OFFICE
TfGM,Transport,Driver Intervention Course Delivery Costs,24/10/2014,5100070362,2297.40,CPC TRAINING PROVIDER LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,24/10/2014,5100070255,1726.09,DTS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,24/10/2014,5100070612,5775.00,FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,24/10/2014,5100070619,2640.00,FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Capital Costs - Engineering Support Services,24/10/2014,5100070964,1575.00,FREMONT LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,24/10/2014,5100070507,1312.80,G WHITWORTH
TfGM,Transport,Temporary Vacancy Cover,24/10/2014,1900036999,9118.99,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Corporate Services,Temporary Vacancy Cover,24/10/2014,1900037000,11154.50,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,24/10/2014,5100070957,36307.76,KIER CONSTRUCTION - NORTHERN
TfGM,Transport,Capital Costs - Print & Media,24/10/2014,5100070512,929.50,KIND CREATIVE LTD
TfGM,Corporate Services,IS Support Services,24/10/2014,5100070401,7700.00,MAPSAR LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,24/10/2014,5100070561,1820.00,MATCHTECH GROUP PLC
TfGM,Transport,Concessionary Reimbursement,24/10/2014,1900037079,1377.00,METRO TAXIS LTD
TfGM,Transport,Design Support Services,24/10/2014,5100071030,1320.00,MIDESIGN
TfGM,Transport,Capital Costs - Demolition,24/10/2014,5100070740,14725.00,MJ FINNIGAN LTD
TfGM,Transport,Health & Safety Support Services,24/10/2014,5100070455,1680.99,MOTT MACDONALD LTD
TfGM,Transport,Metrolink Operating Costs,24/10/2014,5100070624,78436.20,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,24/10/2014,5100070625,320229.08,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,24/10/2014,5100070626,51458.86,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,24/10/2014,5100070630,297169.10,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,24/10/2014,5100070681,22232.92,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,24/10/2014,5100070682,5579.76,MPACT THALES
TfGM,Transport,Driver Intervention Course Delivery Costs,24/10/2014,5100070539,333680.00,NDORS LTD
TfGM,Transport,Vehicle Repairs & Maintenance,24/10/2014,5100070580,495.81,NORTHERN COMMERCIALS
TfGM,Transport,Vehicle Repairs & Maintenance,24/10/2014,5100070582,1031.33,NORTHERN COMMERCIALS
TfGM,Transport,Property & Equipment Maintenance,24/10/2014,5100070389,28696.05,NOVUS PROPERTY SOLUTIONS LTD
TfGM,Corporate Services,IS Software & Maintenance,24/10/2014,5100070892,17866.58,ORACLE CORPORATION UK LTD
TfGM,Corporate Services,Temporary Vacancy Cover,24/10/2014,5100070450,701.63,Robert Walters Plc
TfGM,Transport,Temporary Vacancy Cover,24/10/2014,5100070451,744.41,Robert Walters Plc
TfGM,Transport,Concessionary Reimbursement,24/10/2014,1900037084,1329.00,TRAFFORD CARS LTD
TfGM,Transport,Capital Costs - Computer and Communications Equipment,24/10/2014,5100070443,2400.00,URS INFRASTRUCTURE & ENVIRONMENT UK
TfGM,Transport,CCTV Support Services,24/10/2014,5100070552,1600.00,URS INFRASTRUCTURE & ENVIRONMENT UK
TfGM,Transport,Capital Costs - Programme and Project Management Services,27/10/2014,5100070456,9925.00,PEAK PERFORMANCE PROFESSIONAL CONTR
TfGM,Transport,Other Operational Costs,28/10/2014,5100070641,856.44,1ST FOOD & DRINK
TfGM,Corporate Services,IS Support Services,28/10/2014,5100070606,11700.00,AMBERSAIL LTD
TfGM,Transport,Paper and Printing Consumables,28/10/2014,5100070480,1475.68,ANTALIS LTD
TfGM,Corporate Services,IS Software & Maintenance,28/10/2014,5100070607,19408.48,APPLIED CARD TECHNOLOGIES
TfGM,Transport,Capital Costs - Print & Media,28/10/2014,5100070762,1320.00,ASTRA SIGNS
TfGM,Transport,Capital Costs -  Project Support Services,28/10/2014,5100068276,2060.00,ATKINS LTD
TfGM,Transport,Capital Costs - Engineering Support Services,28/10/2014,5100070231,4115.00,ATKINS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,5100070605,8661.84,ATKINS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,5100070640,11323.13,ATKINS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,28/10/2014,5100070675,2200.00,BURY MBC
TfGM,Transport,Capital Costs - Print & Media,28/10/2014,5100070529,2046.00,CENTRAL LOCKSMITHS
TfGM,Transport,Cycle Training Scheme,28/10/2014,5100070476,714.00,CYCLES RECYCLED CIC
TfGM,Transport,Transport Planning & Monitoring Services,28/10/2014,5100070479,10465.63,DAVID GREGORY TRANSPORT PLANNING LT
TfGM,Transport,Driver Intervention Course Delivery Costs,28/10/2014,1900037050,525.00,E DRYSDALE
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,1900037001,8385.44,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Capital Costs - Smart Ticketing,28/10/2014,5100071105,3570.00,INTELLIGENT SOLUTIONS IN TRANSPORT
TfGM,Transport,Print & Media,28/10/2014,5100070327,887.50,KREATIVE BOMB LIMITED
TfGM,Transport,Capital Costs - Vehicle Costs,28/10/2014,5100070746,764.72,MANCHESTER CITY COUNCIL
TfGM,Transport,Vehicle Costs,28/10/2014,5100070747,634.80,MANCHESTER CITY COUNCIL
TfGM,Transport,Vehicle Costs,28/10/2014,5100070748,579.60,MANCHESTER CITY COUNCIL
TfGM,Transport,Supported Bus Services,28/10/2014,5100070602,49649.37,MERSEYTRAVEL
TfGM,Transport,Metrolink Operating Costs,28/10/2014,5100071037,146310.00,METROLINK RATP DEV LTD
TfGM,Corporate Services,IS Consumables,28/10/2014,5100070761,2790.00,MISCO
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,5100070703,1690.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,5100070704,1950.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,5100070705,1664.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,5100070706,1825.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,5100070770,4300.00,MORSON INTERNATIONAL
TfGM,Corporate Services,Smart Ticketing,28/10/2014,5100070771,6475.00,MORSON INTERNATIONAL
TfGM,Transport,Property & Equipment Maintenance,28/10/2014,5100070798,2204.72,MOTT MACDONALD LTD
TfGM,Transport,Metrolink Operating Costs,28/10/2014,5100071088,3621.63,MPACT THALES
TfGM,Transport,Property & Equipment Maintenance,28/10/2014,5100070587,1400.00,OCCUPATIONAL MANAGEMENT CONSULTANTS
TfGM,Transport,Property & Equipment Maintenance,28/10/2014,5100070588,950.00,OCCUPATIONAL MANAGEMENT CONSULTANTS
TfGM,Transport,Property & Equipment Maintenance,28/10/2014,5100070636,3000.00,OCCUPATIONAL MANAGEMENT CONSULTANTS
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,5100070506,11895.00,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Print & Media,28/10/2014,5100070503,705.50,PAUL JONES PHOTOGRAPHER
TfGM,Transport,Print & Media,28/10/2014,5100070505,715.50,PAUL JONES PHOTOGRAPHER
TfGM,Transport,Capital Costs - Programme and Project Management Services,28/10/2014,5100071087,1701.75,PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Temporary Vacancy Cover,28/10/2014,5100070639,620.28,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,28/10/2014,5100070838,542.50,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,28/10/2014,5100070841,434.00,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,28/10/2014,5100070880,5300.93,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,28/10/2014,5100070881,4320.00,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,28/10/2014,5100070920,4453.32,PLUSWORK LTD
TfGM,Corporate Services,Smart Ticketing,28/10/2014,5100070617,2061.00,PRACTICUS LIMITED
TfGM,Transport,Capital Costs - Distribution Services,28/10/2014,5100071083,490.00,RCD
TfGM,Transport,Capital Costs - Distribution Services,28/10/2014,5100071089,1176.00,RCD
TfGM,Transport,Print & Media,28/10/2014,5100071016,7200.00,ROUNDTHORN PROPERTIES LTD
TfGM,Transport,Capital Costs - Smart Ticketing,28/10/2014,5100071104,41685.78,SERCO LTD
TfGM,Transport,Traffic and Transportation Surveys,28/10/2014,5100070604,760.00,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,28/10/2014,5100070642,5087.19,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Sustainable Transport Promotion,28/10/2014,5100070885,1521.00,SOURCE THAT LIMITED
TfGM,Transport,Capital Costs - Planning Support Services,28/10/2014,5100071024,18694.37,STEER DAVIES GLEEVE LTD
TfGM,Corporate Services,IS Support Services,28/10/2014,5100070731,581.25,THE PHONE CO OP LTD
TfGM,Transport,Energy Management Services,28/10/2014,5100069609,2197.00,TXM RECRUIT LIMITED
TfGM,Transport,Energy Management Services,28/10/2014,5100070638,2746.25,TXM RECRUIT LIMITED
TfGM,Transport,Capital Costs - Tools & Equipment,28/10/2014,5100070763,16260.16,VOITH TURBO LIMITED
TfGM,Transport,Vehicle Costs,29/10/2014,1200031184,969.10,ALLSTAR
TfGM,Transport,Concessionary Reimbursement,31/10/2014,1900037161,532.00,5 STAR PRIVATE HIRE
TfGM,Transport,Print & Stationery ,31/10/2014,5100069276,7800.00,APPLIED CARD TECHNOLOGIES
TfGM,Transport,Capital Costs - Project Support Services,31/10/2014,5100070690,1350.00,CDI ANDERSELITE LTD
TfGM,Transport,Concessionary Reimbursement,31/10/2014,1900037167,601.00,CONNECT CARS LTD
TfGM,Transport,Print & Stationery ,31/10/2014,5100065710,1940.00,ESP SYSTEX LTD
TfGM,Transport,Capital Costs - Safety & Security Support Services,31/10/2014,5100070699,814.22,EURA CONSERVATION LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,31/10/2014,5100071172,64366.00,GEORGE COX AND SONS LTD
TfGM,Transport,Concessionary Reimbursement,31/10/2014,1900037160,905.00,H SHAKERI T/A EUROLYNX TAXIS
TfGM,Transport,Capital Costs - Computer and Communications Equipment,31/10/2014,5100070707,5146.86,INS SUDLOWS LTD
TfGM,Transport,Capital Costs - Smart Ticketing,31/10/2014,5100071171,4760.00,INTELLIGENT SOLUTIONS IN TRANSPORT
TfGM,Transport,Computer Support and Licences,31/10/2014,5100064691,9320.00,ITSO LTD
TfGM,Transport,Computer Support and Licences,31/10/2014,5100065163,-11110.75,ITSO LTD
TfGM,Transport,Computer Support and Licences,31/10/2014,5100065546,6805.00,ITSO LTD
TfGM,Transport,Computer Support and Licences,31/10/2014,5100066729,7000.00,ITSO LTD
TfGM,Transport,Computer Support and Licences,31/10/2014,5100068020,6805.00,ITSO LTD
TfGM,Corporate Services,Computer Support and Licences,31/10/2014,5100069173,-481.00,ITSO LTD
TfGM,Transport,Capital Costs - Property Support Services,31/10/2014,5100070661,720.00,LESLIE ROBERTS AND CO LTD
TfGM,Transport,IS Support Services,31/10/2014,5100070689,6050.00,MAPSAR LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070754,1820.00,MATCHTECH GROUP PLC
TfGM,Transport,Capital Costs - Engineering Support Services,31/10/2014,5100071114,1970.00,NEIL CLARKE LTD
TfGM,Transport,Property & Equipment Maintenance,31/10/2014,5100070733,4470.00,P WARD BUILDING SERVICES LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070686,6600.00,PARITY RESOURCES LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070860,154348.76,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070861,8942.64,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070862,10095.45,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070863,27444.38,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070864,21206.64,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Print & Media,31/10/2014,5100071106,950.00,PASSENGER TRANSPORT PUBLISHING LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100071092,1701.75,PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Corporate Services,Print & Media,31/10/2014,5100071167,6880.00,PROACTIVE SOLUTIONS LTD
TfGM,Transport,Print & Stationery ,31/10/2014,5100071012,1187.08,RICOH UK LTD
TfGM,Transport,Capital Costs - Computer and Communications Equipment,31/10/2014,5100070688,3108.15,RITTAL LIMITED
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070713,2370.00,Robert Walters Plc
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070714,1896.00,Robert Walters Plc
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070715,2370.00,Robert Walters Plc
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070716,2370.00,Robert Walters Plc
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070717,2370.00,Robert Walters Plc
TfGM,Transport,Capital Costs - Programme and Project Management Services,31/10/2014,5100070718,2370.00,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,31/10/2014,5100070722,2250.00,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,31/10/2014,5100070723,1800.00,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,31/10/2014,5100070724,2340.00,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,31/10/2014,5100070725,2340.00,Robert Walters Plc
TfGM,Corporate Services,Temporary Vacancy Cover,31/10/2014,5100070726,701.63,Robert Walters Plc
TfGM,Corporate Services,Temporary Maternity Cover,31/10/2014,5100070727,1395.40,Robert Walters Plc
TfGM,Corporate Services,Temporary Maternity Cover,31/10/2014,5100070728,1395.40,Robert Walters Plc
TfGM,Transport,Temporary Vacancy Cover,31/10/2014,5100070729,841.01,Robert Walters Plc
TfGM,Transport,Concessionary Reimbursement,31/10/2014,1900037176,7000.00,STOTTS TOURS
TfGM,Transport,Capital Costs - Planning Support Services,31/10/2014,5100070750,34801.32,SYSTRA LTD
TfGM,Transport,Utilities & Energy,31/10/2014,1900037153,4728.81,UNITED UTILITIES WATER PLC
TfGM,Transport,Supported Bus Services,31/10/2014,5100070872,5262.00,WEST YORKSHIRE COMBINED AUTHORITY
TfGM,Transport,Supported Bus Services,31/10/2014,5100070873,5437.00,WEST YORKSHIRE COMBINED AUTHORITY
TfGM,Transport,Capital Costs - Design Support Services,31/10/2014,5100070758,1727.51,WIGAN COUNCIL
TfGM,Transport,Capital Costs - Project Management Services,04/11/2014,5100069922,10260.00,AECOM LTD
TfGM,Transport,Community Engagement Services,04/11/2014,5100070888,15313.25,AECOM LTD
TfGM,Transport,Property & Equipment Maintenance,04/11/2014,5100071096,6184.00,AIREDALE INTERNATIONAL LTD
TfGM,Transport,Heavy Rail Support Services,04/11/2014,5100070910,6300.00,AMEY (CONSULTING & RAIL)
TfGM,Transport,Heavy Rail Support Services,04/11/2014,5100070911,8190.00,AMEY (CONSULTING & RAIL)
TfGM,Transport,Capital Costs - IS Support Services,04/11/2014,5100070853,2500.00,APPLIED CARD TECHNOLOGIES
TfGM,Transport,Capital Costs - Property Support Services,04/11/2014,5100070556,1000.00,ATKINS LTD
TfGM,Transport,Capital Costs - Property Support Services,04/11/2014,5100070566,4341.50,ATKINS LTD
TfGM,Corporate Services,Procurement Services,04/11/2014,5100070871,6180.00,ATKINS LTD
TfGM,Transport,Capital Costs - Contract Administration Services,04/11/2014,5100070875,6087.30,ATKINS LTD
TfGM,Transport,Capital Costs - Print & Media,04/11/2014,5100071175,3107.00,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Capital Costs - Project Support Services,04/11/2014,5100070996,2738.56,BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Corporate Services,IS Software & Maintenance,04/11/2014,5100070783,3296.00,Casewise
TfGM,Transport,Print & Media,04/11/2014,5100070901,778.00,CHAPEL PRESS LTD
TfGM,Transport,Print & Media,04/11/2014,5100070902,607.00,CHAPEL PRESS LTD
TfGM,Transport,Capital Costs - Public Art,04/11/2014,5100071208,6000.00,CHRYSALIS ARTS LTD
TfGM,Transport,Capital Costs - Project Support Services,04/11/2014,5100071204,7500.00,COLLINS PROJECT DELIVERY
TfGM,Transport,Traffic and Transportation Surveys,04/11/2014,5100070613,775.00,CTS TRAFFIC & TRANSPORTATION
TfGM,Transport,Maintenance,04/11/2014,5100071237,20664.00,D.H.Welton & Co. Ltd
TfGM,Transport,Capital Costs - Engineering Support Services,04/11/2014,5100070781,10750.00,DARKE STEELE LIMITED
TfGM,Transport,Supported Bus Services,04/11/2014,5100070922,9876.29,DERBYSHIRE COUNTY COUNCIL
TfGM,Corporate Services,Computer Support and Licences,04/11/2014,5100070790,1700.00,DOTTED EYES LTD
TfGM,Transport,Project Management Services,04/11/2014,5100071231,1250.00,EMMA KELLY
TfGM,Corporate Services,Project Management Services,04/11/2014,5100070865,2000.00,INCITE SOLUTIONS LTD
TfGM,Corporate Services,Project Management Services,04/11/2014,5100071038,2000.00,INCITE SOLUTIONS LTD
TfGM,Transport,Community Engagement Services,04/11/2014,5100070857,8625.50,JMP LTD
TfGM,Transport,Print & Media,04/11/2014,5100070501,912.50,KREATIVE BOMB LIMITED
TfGM,Corporate Services,Training,04/11/2014,5100071206,3000.00,LEARNING POOL LTD
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,04/11/2014,5100071001,1305.00,LESLIE ROBERTS AND CO LTD
TfGM,Transport,Design Support Services,04/11/2014,5100071202,1320.00,MIDESIGN
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/11/2014,5100071007,1825.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/11/2014,5100071008,1664.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/11/2014,5100071009,1690.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/11/2014,5100071010,1950.00,MORSON INTERNATIONAL
TfGM,Transport,Property & Equipment Maintenance,04/11/2014,5100070788,8550.00,NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,Property & Equipment Maintenance,04/11/2014,5100070997,2050.00,OLDHAM MBC
TfGM,Corporate Services,Procurement Services,04/11/2014,5100071238,12075.00,OPUS BESTPAY LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/11/2014,5100070882,393822.71,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/11/2014,5100070883,243082.75,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/11/2014,5100070884,5227.50,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Capital Costs - Project Management Services,04/11/2014,5100070925,1682.58,PARSONS BRINCKERHOFF LTD
TfGM,Transport,Temporary Vacancy Cover,04/11/2014,5100070794,620.28,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,04/11/2014,5100070971,6159.60,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,04/11/2014,5100070990,542.50,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,04/11/2014,5100071000,4864.08,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,04/11/2014,5100071013,4752.15,PLUSWORK LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/11/2014,5100070867,2670.00,PRACTICUS LIMITED
TfGM,Corporate Services,Smart Ticketing,04/11/2014,5100070868,1648.80,PRACTICUS LIMITED
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/11/2014,5100070869,534.00,PRACTICUS LIMITED
TfGM,Transport,Driver Intervention Course Delivery Costs,04/11/2014,5100071223,16000.00,PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Postage Costs,04/11/2014,5100071191,1065.33,ROYAL MAIL GROUP PLC
TfGM,Transport,Traffic and Transportation Surveys,04/11/2014,5100070919,4400.81,SKY HIGH TECHNOLOGY LTD
TfGM,Corporate Services,Smart Ticketing,04/11/2014,5100070855,4721.20,STEER DAVIES GLEEVE LTD
TfGM,Transport,Cleaning,04/11/2014,5100071160,850.00,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Energy Management Services,04/11/2014,5100070886,2746.25,TXM RECRUIT LIMITED
TfGM,Transport,CCTV Support Services,04/11/2014,5100070852,6190.23,TYCO INTEGRATED SYSTEMS
TfGM,Transport,Capital Costs - Engineering Support Services,04/11/2014,5100070128,1359.17,URBAN VISION PARTNERSHIP LTD
TfGM,Transport,Vehicle Costs,05/11/2014,1200031368,873.74,ALLSTAR
TfGM,Transport,Capital Costs - Transport Planning & Monitoring Services,06/11/2014,5100070907,495.50,AECOM LTD
TfGM,Transport,Traffic Management Services,06/11/2014,5100070969,5185.00,AECOM LTD
TfGM,Transport,Capital Costs - Planning Support Services,06/11/2014,5100071059,3247.50,AECOM LTD
TfGM,Transport,Heavy Rail Support Services,06/11/2014,5100071430,1329.28,AMEY (CONSULTING & RAIL)
TfGM,Transport,Heavy Rail Support Services,06/11/2014,5100071440,3770.00,AMEY (CONSULTING & RAIL)
TfGM,Transport,Paper and Printing Consumables,06/11/2014,5100070948,737.84,ANTALIS LTD
TfGM,Transport,Capital Costs - Engineering Support Services,06/11/2014,5100070983,5680.00,ATKINS LTD
TfGM,Transport,Capital Costs - Architectural Services,06/11/2014,5100070908,4483.00,AUSTINSMITH LORD LLP
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,06/11/2014,5100071443,879290.95,BALFOUR BEATTY CE LTD
TfGM,Transport,Capital Costs - Computer and Communications Equipment,06/11/2014,5100071060,906.80,BLACK BOX NETWORK SERVICES (UK) LTD
TfGM,Transport,Print & Media,06/11/2014,5100071315,662.00,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,06/11/2014,5100071346,5090.00,BOLTON MIDDLEBROOK LEISURE TRUST
TfGM,Transport,Capital Costs - LRT Vehicles,06/11/2014,5100071189,3665002.28,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - LRT Vehicles,06/11/2014,5100071233,318131.69,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - LRT Vehicles,06/11/2014,5100071234,168175.93,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - LRT Vehicles,06/11/2014,5100071235,420439.83,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,06/11/2014,5100069912,10000.00,BOURNE CONSTRUCTION ENGINEERING LTD
TfGM,Transport,Capital Costs - Design Support Services,06/11/2014,5100070544,3079.60,BROXAP LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,06/11/2014,5100071439,7220.00,CARRINGTON BUSINESS PARK (CBPK)
TfGM,Transport,Capital Costs - Print & Media,06/11/2014,5100070891,581.00,CESTRIAN
TfGM,Transport,Print & Media,06/11/2014,5100070953,515.00,CHAPEL PRESS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,06/11/2014,5100071309,2625.00,ENTERPRISE SOLUTIONS (NW) LTD
TfGM,Corporate Services,Financial and Commercial Support Services,06/11/2014,5100071297,24000.00,ERNST & YOUNG
TfGM,Transport,Capital Costs - Programme and Project Management Services,06/11/2014,5100071006,1925.00,FIRCROFT ENGINEERING SERVICES LTD
TfGM,Corporate Services,Staff Passes,06/11/2014,5100071314,37283.00,GREATER MANCHESTER TRAVELCARDS LTD
TfGM,Transport,Temporary Vacancy Cover,06/11/2014,1900037185,8392.23,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Print & Media,06/11/2014,5100070981,887.00,HUDSON AND PEARSON LTD
TfGM,Transport,Capital Costs - Legal Services,06/11/2014,5100070972,1450.00,IN FOCUS PUBLIC NETWORKS LTD
TfGM,Transport,Capital Costs - Project Support Services,06/11/2014,5100071014,447.00,ISS LABOUR LTD
TfGM,Corporate Services,Procurement Services,06/11/2014,5100071299,3575.00,JETFIRE ASSOCIATES LIMITED
TfGM,Transport,Driver Intervention Course Delivery Costs,06/11/2014,5100071261,1126.68,K EKERT
TfGM,Transport,Capital Costs - Property & Equipment Maintenance,06/11/2014,5100070979,631.50,MANCHESTER CITY COUNCIL
TfGM,Transport,Capital Costs - Programme and Project Management Services,06/11/2014,5100070998,1820.00,MATCHTECH GROUP PLC
