I am happy to share information online that a wide audience can see,16%,27%,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network expectations for voice calls in various locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average minutes of viewing/day by TV region: Total TV, Individuals 4+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: BARB. Note: New BARB panel introduced 1 January 2010. As a result pre- and post-panel change data must be treated with caution (see dotted line). Note: Year-on-year percentage changes are calculated on data to two decimal places.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Network,Scotland,Wales,Northern Ireland,Scotland year on year differences ,Wales year on year differences,NI year on year differences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,216,236,202,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,218,241,196,194,4,-7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,225,251,205,203,10,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,225,253,217,208,2,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,242,267,272,250,14,56,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,242,267,265,252,0,-7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,241,258,270,244,-9,4,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,232,246,263,242,-12,-7,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,220,239,251,227,-7,-12,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network expectations for voice calls in various locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average weekly reach by TV region: Total TV, Individuals 4+ (15 min+)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: BARB. Reach criteria = 15 consecutive minutes of viewing at least once in the average week. Full weeks used. Note: New BARB panel introduced 1 Jan 2010. As a result pre- and post-panel change data must be treated with caution (see dotted line).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Areas >>,Network,Northern Ireland,Wales,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,92.2,90.3,92.3,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,92.6,91.1,92.1,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,92.4,90.6,91.8,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,92.9,91.5,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,93.1,93.6,93.9,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,94.1,93.8,95.2,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,94,93.5,95.3,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,93.4,93.2,94.9,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,92.4,92.7,93.5,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage point change 2013-2014,-1,-0.4,-1.4,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Use of Catch-up, standalone video subscription and PVRs in Northern Ireland ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average weekly reach by TV region: Total TV, Individuals 4+ (15 min+)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, W1 2015Base: All adults aged 16+ (UK 2014 = 3740, NI 2014 = 499; UK 2015 = 3756, NI 2015 = 504)QH17 (QH46): Thinking about your personal use of TV programmes and films online and on demand services that you may use on any device (e.g. smartphone, TV set, tablet or laptop) anywhere, which of the following, if any, have you personally ever used? QR1A-B: Does your household have Sky+/ Virgin TiVo or V+? QR1C-E: Does your Freesat set top box/ Freeview box or Freeview TV set / broadband TV service allow you to record and store TV programmes, and also pause and rewind live TV programmes? QR1F-G: Do you have a YouView/ Now TV set top box?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Watching TV programmes/ films on catch up services,Watching TV/ films online via a standalone video subscription service,PVR household ownership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI,2014,39%,13%,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI,2015,32%,14%,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Claimed changes in key audio-visual activities over the past year (%), by nation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average weekly reach by TV region: Total TV, Individuals 4+ (15 min+)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: GfK NOP omnibus, April 2015. Base: All adults (1878). Question wording: QA, For each of the following activities please say if you are doing this more, the same amount or less now compared to a year go? This reports the ‘net gain’ or ‘net loss’ for an activity. For example, if 20% of respondents said they did an activity more and 5% said they did an activity less, the net gain would be +15% doing the activity more.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Net change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1878,1568,163,99,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screen,Watching via TV set,-7%,-7%,-6%,15%,-10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Watching via other screens,13%,13%,16%,25%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location of viewing,In home,0,-2%,6%,12%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Out of home,-4%,-6%,0,7%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traditional or non-traditional viewing,At time of broadcast,-19%,-17%,-34%,-19%,-25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Personally recorded,13%,11%,24%,18%,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Catch-up/on-demand,26%,23%,36%,40%,39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subscription-demand e.g. Netflix,8%,7%,15%,13%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pay-per-view,-3%,-3%,-3%,-2%,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Service Broadcasting ,"Watching BBC, ITV/STV/UTV, C4, Five programmes",-6%,-5%,-3%,-9%,-28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claimed changes in activities over the past year (%): Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claimed changes in viewing over last year (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: GfK NOP omnibus, April 2015. Base: All adults 16+ in Northern Ireland (110). Question wording: QA, For each of the following activities please say if you are doing this more, the same amount or less now compared to a year go?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pay-per-view,Subscription-demand e.g. Netfix,Catch-up/on-demand,Personally recorded,At time of broadcast,,Out of home,In home,,Via other screens,Via TV set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doing less,-6,-2,-3,-5,-33,,-2,-13,,-6,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doing more,10,24,42,37,8,,9,15,,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Going out/socialising,Social media,Games on computers/phones etc,Cinema,DVDs,,International online,International satellite,,Films,Series or boxsets,Short clips,,BBC/ITV/C4/Five progs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doing less,-23,-3,-7,-36,-35,,,,,-10,-3,-1,,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doing more,17,36,13,20,4,,0,4,,22,23,39,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Main television set share, by platform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All adults aged 16+ (n = 3756 UK, 504 Northern Ireland, 2264 England, 492 Scotland, 496 Wales, 249 Northern Ireland urban, 255 Northern Ireland rural, 761 Northern Ireland 2010, 511 Northern Ireland 2011, 508 Northern Ireland 2012, 507 Northern Ireland 2013, 499 Northern Ireland 2014, 504 Northern Ireland 2015) QH1a. Which, if any, of these types of television does your household use at the moment?/ QH1b And which of these do you consider is your main type of television?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK 2015,NI 2015,ENG 2015,SCO 2015,WAL 2015,,NI urban 2015,NI        rural 2015,,N Ireland 2008,N Ireland 2010,N Ireland 2011,N Ireland 2012,N Ireland 2013,N Ireland 2014,N Ireland 2015,,,,,,,,,,,,,,,,,,,,,,,,,
Satellite TV (pay or free),41,45,41,36,53,,45,46,,37,43,51,51,54,52,45,,,,,,,,,,,,,,,,,,,,,,,,,
Freeview (pay of free),34,34,34,38,30,,31,39,,29,28,25,26,32,33,34,,,,,,,,,,,,,,,,,,,,,,,,,
Cable TV,16,8,16,16,10,,12,2,,19,12,11,9,11,8,8,,,,,,,,,,,,,,,,,,,,,,,,,
DTV via broadband DSL line,6,10,6,5,5,,9,11,,,1,1,3,1,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
Only terrestrial TV (channels 1-4/1-5),,,,,,,,,,15,13,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No TV in home,3,2,3,4,2,,2,3,,,2,,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of homes with free and pay television ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All adults aged 16+ with a TV in the household (n = 3616 UK, 462 Northern Ireland, 2197 England, 472 Scotland, 485 Wales, 230 Northern Ireland urban, 232 Northern Ireland rural, 761 Northern Ireland 2010, 511 Northern Ireland 2011, 508 Northern Ireland 2012, 492 Northern Ireland 2013, 488 Northern Ireland 2014, 462 Northern Ireland 2015) QH1a. Which, if any, of these types of television does your household use at the moment?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK 2015,N Ireland 2015,England 2015,Scotland 2015,Wales 2015,,NI urban 2015,NI rural 2015,,N Ireland 2008,N Ireland 2010,N Ireland 2011,N Ireland 2012,N Ireland 2013,N Ireland 2014,N Ireland 2015,,,,,,,,,,,,,,,,,,,,,,,,,
Free,38,29,39,39,31,,27,31,,44,45,34,37,34,33,29,,,,,,,,,,,,,,,,,,,,,,,,,
Pay,62,71,61,61,69,,73,69,,56,55,66,63,66,67,71,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of homes with HD television,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All adults aged 16+ (n = 3756 UK, 504 Northern Ireland, 2264 England, 492 Scotland, 496 Wales, 249 Northern Ireland urban, 255 Northern Ireland rural) QH53. Is the main TV in your household an HDTV set or HD ready?/ QH54. For the main TV set, does your household have an HD TV service – from either Sky, Virgin Media, Freesat or Freeview?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK 2015,N Ireland 2015,England 2015,Scotland 2015,Wales 2015,,NI urban 2015,NI rural 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HD ready, no channels",18,17,18,18,23,,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDTV channels,55,51,55,54,53,,53,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,67,73,72,76,,68,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart TV take-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All adults aged 16+ with a TV in the household (n = 3616 UK, 462 Northern Ireland, 2197 England, 472 Scotland, 485 Wales, 230 Northern Ireland urban, 232 Northern Ireland rural) QH18. Are any of your TV sets “smart TVs”? These are new types of TV that are connected to the internet and can stream video directly onto your television screen, without the need for a computer, set-top box or games console.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK 2015,N Ireland 2015,England 2015,Scotland 2015,Wales 2015,,NI urban 2015,NI rural 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart TV,21,15,21,19,17,,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV programmes and films, on demand, on any service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All NI adults aged 16+ who use the internet at home or elsewhere (n = 383)QH17 (QH46)/QH18 (QH47): Thinking about your personal use of TV programmes and films online and on-demand services that you may use on any device (e.g. smartphone, TV set, tablet or laptop) anywhere, which of the following, if any, have you personally ever used? And which, if any, of these have you used in the last week?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Watching TV programmes/ films on catch up services,Watching TV/ films online via a standalone video subscription service,Watching other free professional TV programmes/ films or video channels online,Watching TV programmes/ films you have paid for on onlines stores to rent or keep permanently,None of these,Dont know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ever used,42%,17%,14%,8%,52%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Used in the last week,29%,11%,8%,4%,10%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	Average minutes of television viewing per day, by nation: 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). Main five PSB channels = BBC One, BBC Two, ITV, Channel 4 and Channel 5, including HD variants but excluding +1s. PSB portfolio channels = BBC Three, BBC Four, BBC News, BBC Parliament, CBBC, CBeebies, BBC streaming channels, ITV+1 Network (inc ITV Breakfast) ,ITV2, ITV2+1, ITV3, ITV3+1, ITV4, ITV4+1, CITV, Channel 4+1, E4, E4 +1, More4, More4 +1, Film4, Film4+1, 4Music, 4seven, Channel 5+1, 5*, 5*+1, 5USA, 5USA+1. HD variants are included where applicable. *Note: This figure reflects the average across the English regions, with the highest  in Border at 250 minutes (4 hours 10 minutes)  and the lowest in West at 197 minutes (3 hours 17 minutes) respectively.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Areas >>,UK,England*,Scotland,Wales,N. Ireland ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main five PSB channels,113,117,125,131,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSB portfolio channels ,46,45,49,52,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All other channels ,62,59,66,68,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*England figure reflects the average across the English regions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Share of the main five PSB channels in all homes, by UK nations and regions: 2014 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). HD channel variants are included but not +1s.Note: Chart shows figures rounded to one decimal place. Numbers may not appear to sum up to total share of main five PSBs due to rounding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,BBC One,BBC Two,ITV/STV/UTV/ITV Wales,Channel 4,Channel 5,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,21.7,6.1,14.7,4.8,4,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Border,22.6,6.8,20.2,4.9,4,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East of England,22.7,6.8,13.5,4.8,3.6,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,19.7,5.6,12.5,4.9,3.7,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meridian,24.8,7.1,13.8,4.6,3.9,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midlands,21.6,6.2,14.5,4.9,4.1,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North East,20.2,5.4,17.1,4.7,4.5,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North West,20.1,5.8,16.9,4.7,4.1,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South West,26.8,7.6,14.2,4.3,3.7,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West,25.4,6.9,13.3,4.9,3.6,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorkshire,20.6,5.4,16.2,5.1,4.1,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,21.9,5.8,14.8,4.9,4.8,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales,23.3,6,15.4,3.3,4.1,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Ireland,18.3,4.6,17.5,5.1,4,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reduction in combined share of the main five PSB channels, all homes: 2009 and 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
