Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
Department of Health,NHS Blood and Transplant,07/10/2011,RENT/LEASE,Estates & Logistics,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1535442,38500,Property rent costs
Department of Health,NHS Blood and Transplant,07/10/2011,EQUIPMENT PURCHASES,Blood Donation,RENFREW GROUP INTERNATIONAL,1540927,92208,Purchase of Equipment
Department of Health,NHS Blood and Transplant,14/10/2011,EQUIPMENT PURCHASES,Blood Donation,FENWAL UK LTD,1540363,270900,Purchase of Equipment
Department of Health,NHS Blood and Transplant,07/10/2011,CAPITAL PURCHASES ACCOUNT,NBS and ODT All Areas,FULWOOD ROOFING SERVICES (NORTHERN) LTD,1534797,128131.94,Purchase of Fixed Assets
Department of Health,NHS Blood and Transplant,28/10/2011,IT SOFTWARE,Business Transformation Services,SAVANT LIMITED,1546534,113417.68,Purchase of IT software
Department of Health,NHS Blood and Transplant,14/10/2011,IT SOFTWARE LICENCE FEES,Business Transformation Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,5620.66,Purchase of IT software licences
Department of Health,NHS Blood and Transplant,11/10/2011,LEGAL PROVISIONS,NBS and ODT All Areas,MANUAL PAYMENTS,1542272,40000,Settlement and other costs incurred relating to legal claims
Department of Health,NHS Blood and Transplant,28/10/2011,STEAM,Estates & Logistics,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1540873,1478.58,Steam power costs
Department of Health,NHS Blood and Transplant,07/10/2011,STEAM,Estates & Logistics,LEEDS TEACHING HOSPITALS NHS TRUST,1540287,17206.2,Steam power costs
Department of Health,NHS Blood and Transplant,14/10/2011,TELEPHONES,Business Transformation Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,77923.78,Telephone costs
Department of Health,NHS Blood and Transplant,24/10/2011,TRAINING AND CONFERENCES SCI,Specialist Services,BBTS ENTERPRISES LTD,1541263,22727,Training and Conference costs for Scientific Staff
Department of Health,NHS Blood and Transplant,28/10/2011,TRAVEL AND HOTEL SUSPENSE ACCOUNT,NBS and ODT All Areas,EXPOTEL,1543346,107509.42,Travel and hotel costs arising from central booking system used
Department of Health,NHS Blood and Transplant,14/10/2011,TRAVEL AND HOTEL SUSPENSE ACCOUNT,NBS and ODT All Areas,REDFERN TRAVEL LTD,1541389,169702.84,Travel and hotel costs arising from central booking system used
Department of Health,NHS Blood and Transplant,14/10/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Cambridge Univ Hosp NHS Foundation Trust,2134,51711,Contracts with other NHS bodies to support organ donation schemes
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Cambridge Univ Hosp NHS Foundation Trust,2135,377641,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Cardiff and Vale University Health Board,2135,140000,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Central Manchester University Hospitals NHS Foundation Trust,2134,55274,Contracts with other NHS bodies to support organ donation schemes
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Central Manchester University Hospitals NHS Foundation Trust,2135,430414,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,11/10/2011,CAPITAL CHARGES CONTROL,NBS and ODT All Areas,Department of Health,2132,8762000,Payment to DH for capital charges amounts collected from customers through prices
Department of Health,NHS Blood and Transplant,14/10/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Guys And St Thomas NHS Foundation Trust,2134,53857,Contracts with other NHS bodies to support organ donation schemes
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Kings College Hospital NHS Foundation Trust,2135,290895,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Leeds Teaching Hospitals NHS Trust,2134,45017,Contracts with other NHS bodies to support organ donation schemes
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,NHS Lothian,2135,478354,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,28/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,NHS Lothian,2141,29204,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,17/10/2011,INSURANCE,Finance,NHS Litigation Authority,Direct Debit,51069,Insurance costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,North Bristol NHS Trust,2134,52950,Contracts with other NHS bodies to support organ donation schemes
Department of Health,NHS Blood and Transplant,14/10/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Oxford Radcliffe Hospital NHS Trust,2134,45403,Contracts with other NHS bodies to support organ donation schemes
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Oxford Radcliffe Hospital NHS Trust,2135,294723,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Papworth Hospital NHS Foundation Trust,2135,369581,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Royal Brompton And Harefield NHS Foundation Trust,2135,474160,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Royal Free Hampstead NHS Trust,2135,441619,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Leeds Teaching Hospitals NHS Trust,2135,327694,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Newcastle Upon Tyne Hospitals NHS Foundation Trust,2135,597966,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,28/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Newcastle Upon Tyne Hospitals NHS Foundation Trust,2140,27118,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,University Hospital Of South Manchester NHS Foundation Trust,2135,354255,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,14/10/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,University Hospital Birmingham NHS Foundation Trust,2134,64740,Contracts with other NHS bodies to support organ donation schemes
Department of Health,NHS Blood and Transplant,14/10/2011,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,University Hospital Birmingham NHS Foundation Trust,2135,723446,Reimbursement to other NHS bodies for organ donation scheme related costs
