Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468038,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468041,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468044,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468047,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468049,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468051,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468053,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468055,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468066,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757468070,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471763,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471764,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471765,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471766,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471767,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471768,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471769,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471792,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471799,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471800,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471806,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471807,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471817,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471818,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757471819,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757472821,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757480938,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757480939,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757480940,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757483764,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757483765,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757483766,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757483767,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497548,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497551,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497555,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497557,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497560,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497564,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497568,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497570,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497574,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497577,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/11/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER86056,7.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/11/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER91341,7.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/11/2013,Travel and subsistence UK,IMPROVE Project,Personal expenses name witheld,ER83899,7.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/11/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER90459,7.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER93200,7.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER89977,7.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757244035,8.47,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/11/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER92140,9.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757472780,9.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER89717,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER90017,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER90961,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/11/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER91021,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER91220,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER91900,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER91921,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/11/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER92320,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER93100,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER93280,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757201021,9.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757207792,9.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757260003,9.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757274745,9.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757290156,9.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757291058,9.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757339023,9.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757344848,9.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,757358928,9.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757385683,9.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757396591,9.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757412501,9.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER91560,9.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757358230,9.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER90921,10.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757347399,11.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER85718,11.65,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/11/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER92022,12.05,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/11/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER92440,12.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER89337,12.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/11/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),136,13.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/11/2013,Travel and subsistence UK,Trade Marks Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),136,13.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/11/2013,Travel and subsistence UK,Innovation Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),362,13.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER89657,13.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER91300,13.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER92040,13.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757204073,14.04,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER92680,14.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER90740,14.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757360470,15.15,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/11/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER91620,15.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER92460,15.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER91981,15.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/11/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER90781,15.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER92000,15.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER91264,16.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/11/2013,Travel and subsistence UK,IMPROVE Project,Personal expenses name witheld,ER91140,16.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/11/2013,Travel and subsistence UK,IMPROVE Project,Personal expenses name witheld,ER91161,16.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/11/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER92300,16.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757495185,16.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757496051,16.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER91701,16.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/11/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER91080,16.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),136,17.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER90760,17.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757308511,17.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757308525,17.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757395746,17.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757395807,17.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757490669,17.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757490759,17.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER92221,17.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757244034,17.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/11/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER89998,18.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER90058,18.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER90721,18.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER91961,18.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER93261,18.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER92840,18.55,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER89957,18.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757214380,19.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757214444,19.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/11/2013,Travel and subsistence UK,International Policy Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),136,19.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/11/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER92200,19.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER90980,20.05,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER91780,20.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER92980,20.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757373158,20.55,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER91265,20.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/11/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),362,21.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757327436,21.64,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757327437,21.64,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757199435,22.43,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,757258903,22.43,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER93041,22.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757258308,22.63,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757240881,23.23,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757413159,23.23,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER90539,23.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757199361,23.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757207216,23.54,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,757207255,23.54,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757373157,24.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,165362017,24.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757211764,24.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757361678,24.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757409927,24.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757345423,24.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757361125,24.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER92501,24.97,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757374242,25.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/11/2013,Travel and subsistence UK,Central Support,Personal expenses name witheld,ER90440,25.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757490967,25.52,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/11/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER92340,25.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757413157,25.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER90599,25.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/11/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),362,26.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/11/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),362,26.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757394657,26.03,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/11/2013,Travel and subsistence UK,Trade Marks Directorate,Leasedrive Velo Rental Management Ltd,RHI01046965,26.24,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER92360,26.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/11/2013,Travel and subsistence UK,Central Support,Personal expenses name witheld,ER91380,26.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757214381,26.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757214446,26.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/11/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER90920,27.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/11/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER90037,27.53,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757214100,27.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757244037,27.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757270989,27.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757306090,27.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,757344374,27.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757366137,27.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,757421341,27.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,757497249,27.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/11/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER89037,27.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER90900,27.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER92981,27.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2013,Travel and subsistence UK,Finance Directorate,HRG UK,757348170,27.92,Not applicable,
