Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,07/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BETHERE GLOBAL (UK) LTD,53480,1173.25,,GU33 7AW,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,POLYCARE RESEARCH TECHNOLOGY UK LTD,53481,1859.33,,TW17 9LE,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BYTOMIC DISTRIBUTION LIMITED,53482,347.66,,MK18 1TH,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MENORCA PRIVATE OWNERS LTD,53483,1175,,DE21 7BF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MENORCA PRIVATE OWNERS LTD,53484,800,,DE21 7BF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,LEISUREBENCH LTD,53485,2150,,LE14 4EZ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,HEROKIT LTD,53486,980,,NG18 5LQ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,SLENDERELLA WHOLESALE LTD,53487,1375.59,,DE56 1NR,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,ALMOR LTD,53488,346.17,,NG2 3GJ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,ALMOR LTD,53489,1437.5,,NG2 3GJ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/08/2014,Other Goods/Services - Trade Development Support,Trade Group - Construction,NEWS PRESENTERS LTD,53491,401.93,,RH8 9LF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Corporate Management Consultancy - International Trade Team Contracting,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53521,80,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Marketing and Media - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53521,800,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Hire of Conference Facilities - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,EXEMPLAS TRADE SERVICES LTD,53521,398.75,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Conference and Exhibition Services - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53521,1333.33,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Conference and Exhibition Services - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53521,1523.53,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Current Grants To Private Sector - NPISH - Trade Show Access Programme,Trade Group - Partnerships & Business,ELECTRONIC EXPORTERS GROUP,53522,38000,,PO2 9HE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Current Grants To Private Sector - NPISH - TAP Solo Support Scheme,Trade Group - Partnerships & Business,NORTHERN IRELAND PLASTICS LTD,53524,1250,,BT30 9SR,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Partnerships & Business,MOTORSPORT INDUSTRY ASSOCIATION [MIA],53577,3000,,CV8 2RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Current Grants To Private Sector - NPISH - Trade Development Support,Trade Group - Partnerships & Business,OPEN TO EXPORT C.I.C.,53612,24077.41,,W2 6LG,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Conference and Exhibition Services - Trade Development Support,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,53613,243598.42,,NW1 2EP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/08/2014,Computer Consumables - UKTI Corporate Marketing,Marketing & Communications - Communications,FCO SERVICES,53614,5003.64,,MK19 7BH,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Investment - Emerging Markets (Autumn Statement),Investment Development - Global Operations,PA CONSULTING GROUP LTD,53615,13682.89,,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Other Professional Services - Investment - Entrepreneurs (Autumn Statement),Investment Development - Strategy & Policy,PA CONSULTING GROUP LTD,53617,48040.15,,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Corporate Event Management and Marketing - Sector Strategies,Trade Group - Consumer and Retail,BRACKEN PRESENTATIONS LTD,53618,7770,,NG7 1FD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Current Grants To Private Sector - NPISH - TAP Solo Support Scheme,Trade Group - Partnerships & Business,FILTERMIST INTERNATIONAL LTD,53619,1250,,WV15 5BA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Stationery - Other Programme Costs,Trade Group - Operations Directorate,BANNER BUSINESS SERVICES LTD,53621,5.28,,NR3 1QU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Mobile Phones - UKTI Programme Admin,Trade Group - Service Delivery,VODAFONE LTD,53622,84,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Hire of Agency Staff - UKTI Corporate Marketing,Marketing & Communications - Communications,CAPITA BUSINESS SERVICES LTD,53623,939.84,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Printing - Trade Development Support,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",HAYS SPECIALIST RECRUITMENT LTD,53624,810.72,,KT3 4QF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Investment - Sectors (Autumn Statement),Investment Development - Strategic Investment & Accounts,PA CONSULTING GROUP LTD,53625,454628.47,,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/08/2014,Outsourced Technical Support - UKTI Programme Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,53626,67623.34,,MK3 5JP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2014,Corporate Event Management and Marketing - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,STERLING PRESS LTD,53627,1746,,NN15 6XU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Printing - Trade Development Support,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",HAYS SPECIALIST RECRUITMENT LTD,53628,459.41,,KT3 4QF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Investment - Entrepreneurs (Autumn Statement),Investment Development - Strategy & Policy,INNOCENTIVE EMEA LTD,53629,35250,,W1U 8JJ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Research and Development Expenditure - Economic Monitoring and Evaluation,Chief Operating Officer - Chief Operating Officer,CENTRE FOR ECONOMIC POLICY RESEARCH (CEPR),53632,20000,,EC1V 3PZ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Other Professional Services - Investment - Emerging Markets (Autumn Statement),Investment Development - Global Operations,PA CONSULTING GROUP LTD,53633,12539.32,,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Stationery - Other Programme Costs,Trade Group - Operations Directorate,BANNER BUSINESS SERVICES LTD,53634,264.75,,NR3 1QU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Hire of Conference Facilities - Investment - Sectors (Autumn Statement),Investment Development - Strategic Investment & Accounts,THE ACADEMIC HEALTH SCIENCE NETWORK FOR THE NORTH EAST AND NORTH CUMBRIA LTD (AHSN NENC LTD),53635,139.02,,NE4 5PL,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,21/08/2014,Other Goods/Services - Ministerial Events,"Strategic Trade - Emerging Markets, China & Southern Asia",GREEN TOMATO CARS LTD,53636,315.21,,TW8 0GP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Current Grants To Private Sector - NPISH - Trade Show Access Programme,Trade Group - Partnerships & Business,ENERGY INDUSTRIES COUNCIL,53637,20144.86,,SE1 7TP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Investment - Sectors (Autumn Statement),Investment Development - Strategic Investment & Accounts,PA CONSULTING GROUP LTD,53638,9806.03,,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Current Grants (Private Sector) - Companies - Investment - Sectors (Autumn Statement),Investment Development - Strategic Investment & Accounts,THECITYUK,53639,125000,,EC2V 5DZ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53641,13.16,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53643,45.12,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Passport ITAs (Autumn Statement),Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,53644,60000,,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Mid-Sized Business ITAs,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,53644,33333.33,,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Mid-Sized Business ITAs,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,53644,26666.67,,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Mid-Sized Business ITAs,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,53644,26666.67,,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53646,10.29,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53646,32.01,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53648,2500,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53648,2500,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53648,1,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53648,746,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53650,119.88,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Conference and Exhibition Services - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53652,2081.8,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Hire of Agency Staff - UKTI Corporate Marketing,Marketing & Communications - Communications,CAPITA BUSINESS SERVICES LTD,53653,1713.36,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53655,2500,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53655,2500,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53655,748,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Printing - Trade Development Support,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",HAYS SPECIALIST RECRUITMENT LTD,53663,1064.26,,KT3 4QF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53664,31.96,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53665,449.2,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53712,2500,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53712,2500,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,BRIGHTLEMON LTD,53712,746,,EC2A 4DD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53713,15.04,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - FDI Delivery Contract,Investment Development - Strategy & Policy,PA CONSULTING GROUP LTD,53718,25081.18,,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53719,12.22,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Hire of Agency Staff - UKTI Programme Admin,Chief Operating Officer - IT and Finance,CAPITA BUSINESS SERVICES LTD,53721,4450.14,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Mid-Sized Business ITAs,Trade Group - Service Delivery,RUSSELL BUSINESS SERVICES LTD,53722,5880,,BD16 3PF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Travel - Mid-Sized Business ITAs,Trade Group - Service Delivery,RUSSELL BUSINESS SERVICES LTD,53722,305.35,,BD16 3PF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Printing - Trade Development Support,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",HAYS SPECIALIST RECRUITMENT LTD,53723,841.5,,KT3 4QF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53726,50.76,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Courier Services - Other Programme Costs,Defence and Security Organisation - Business Development,DHL INTERNATIONAL (UK) LTD,53727,291.26,,TW3 9LP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Courier Services - Other Programme Costs,Defence and Security Organisation - Business Development,DHL INTERNATIONAL (UK) LTD,53727,45,,TW3 9LP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Trade Marketing Publicity,Marketing & Communications - Communications,GORKANA GROUP LTD,53728,3.76,,EC1Y 8QE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,VETSTART INTERNATIONAL LTD,53748,1126.87,,CB21 4EN,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Courier Services - Other Programme Costs,Defence and Security Organisation - Business Development,DHL INTERNATIONAL (UK) LTD,53794,72.63,,TW3 9LP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Hire of Agency Staff - UKTI Corporate Marketing,Marketing & Communications - Communications,CAPITA RESOURCING LTD,53795,1438.08,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Hire of Agency Staff - UKTI Corporate Marketing,Marketing & Communications - Communications,CAPITA RESOURCING LTD,53799,1178,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,53800,170000,,M17 1LB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Hire of Agency Staff - UKTI Corporate Marketing,Marketing & Communications - Communications,CAPITA RESOURCING LTD,53801,724.52,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,53803,5833,,M17 1LB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,53804,25000,,M17 1LB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Hire of Agency Staff - Great Campaign Events,Marketing & Communications - Communications,CAPITA RESOURCING LTD,53805,1707.78,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,SAGEZANDER LTD,53806,1041.87,,CW12 1DT,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - UKTI Programme Admin,Chief Operating Officer - IT and Finance,ALLAN WEBB LTD,53807,2760.26,,GL10 3RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,JUST INC LTD,53809,764.92,,M26 1UL,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Media Costs - Online,Marketing & Communications - Communications,ALLAN WEBB LTD,53810,153.48,,GL10 3RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,REXYN LTD,53812,669.68,,L34 0RL,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,IT Services - UKTI Programme Admin,Chief Operating Officer - IT and Finance,ALLAN WEBB LTD,53814,1541.21,,GL10 3RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/08/2014,IT Services - Chambers,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",ALLAN WEBB LTD,53815,498.75,,GL10 3RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,IN TOUCH (MCS) LTD,53817,2027.33,,B90 8AJ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/08/2014,IT Services - Chambers,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",ALLAN WEBB LTD,53821,1747.2,,GL10 3RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,CONTENTED LTD,53822,1156.46,,WV7 3PB,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/08/2014,Hire of Agency Staff - UKTI Corporate Marketing,Marketing & Communications - Communications,CAPITA RESOURCING LTD,53823,1386,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Goods/Services - Trade Marketing Events,Trade Group - Service Delivery,GO GLOBAL NORTH EAST LTD,53826,5000,,SR5 3HD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Corporate Event Management and Marketing - Trade Marketing Events,Trade Group - Service Delivery,GO GLOBAL NORTH EAST LTD,53826,220,,SR5 3HD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Corporate Event Management and Marketing - Trade Marketing Events,Trade Group - Service Delivery,GO GLOBAL NORTH EAST LTD,53826,300,,SR5 3HD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Corporate Event Management and Marketing - Trade Marketing Events,Trade Group - Service Delivery,GO GLOBAL NORTH EAST LTD,53826,369.37,,SR5 3HD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Corporate Event Management and Marketing - Trade Marketing Events,Trade Group - Service Delivery,GO GLOBAL NORTH EAST LTD,53826,1675,,SR5 3HD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,HITEK-NOLOGY SOLUTIONS LTD,53827,541.63,,DN15 7PQ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,LINDHURST ENGINEERING LTD,53828,992.38,,NG17 5GS,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,88 SIGNALS,53829,2812.5,,NG10 2GG,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,HAEMOSTATIX LTD,53831,2172.53,,NG1 1GF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,TRANSMENTUM LIMITED,53832,816.66,,LE12 6XZ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BANKSEARCH INFORMATION CONSULTANCY LTD,53833,2086.25,,CV23 0UD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BIOGUARD HYGIENE SOLUTIONS LTD,53835,141.5,,NN5 5JP,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2014,Hire of Agency Staff - UKTI Corporate Marketing,Marketing & Communications - Communications,CAPITA RESOURCING LTD,53846,1438.08,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53855,750,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53855,120,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53855,600,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53855,600,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53855,600,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53855,130,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53855,650,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53855,825,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,53855,200,,AL7 3AX,VENDOR,,,Programme
