Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,LEONARD CHESHIRE DISABILITY,15327572,4516.96
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,LIFE STYLE CARE PLC,15321026,13991.22
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,MARIA MALLABAND CARE GROUP,15321018,10947.49
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,MARIA MALLABAND CARE GROUP,15341082,6515.24
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,MOORLEIGH NURSING HOME,15367431,8228.62
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,OWLETT HALL NURSING HOME,15333468,13342.13
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,RAVENSDALE HEALTH CARE LTD,15320995,1496.87
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,ROCHE HEALTHCARE LTD,15333485,14273.34
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,SOLUTIONS LTD,15333477,7744.52
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,SUNNINGDALE CARE LTD,15321011,9860.12
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,SUNNYSIDE NURSING HOME,15341084,9618.48
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,VILLA CARE LTD,15327555,7236.78
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Marie Stopes,MARIE STOPES INTERNATIONAL,15381746,74116.49
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,MHA DOL's,LEEDS TEACHING HOSPITALS NHS TRUST,15308516,42654
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,MoJ - Substance Misuse,LIFELINE PROJECT LTD,15360841,36513.75
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Nuffield,NUFFIELD HEALTH,15314723,990379
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Private Dental Activity,CLARENDON DENTAL SPA,15347728,40854.17
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,SPIRE,SPIRE HEALTHCARE LTD,15308501,-37256.57
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,SPIRE,SPIRE HEALTHCARE LTD,15308536,359649
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Urgent Care GPs,LOCAL CARE DIRECT,15320975,537225
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Yorkshire Clinic,YORKSHIRE CLINIC,15308531,130000
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Yorkshire Eye Clinic,OPTEGRA EYE CARE,15308506,38887
Department of Health,LEEDS PCT,31/08/2012,Med & Surg Equip General,Insulin Pumps,MEDTRONIC LTD,15424738,-134976
Department of Health,LEEDS PCT,31/08/2012,Med & Surg Equip General,Insulin Pumps,MEDTRONIC LTD,15424766,135444.6
Department of Health,LEEDS PCT,31/08/2012,Miscellaneous Expenditure,Leeds S&E CCG,LEODIS HEALTHCARE LLP,15333462,10000
Department of Health,LEEDS PCT,31/08/2012,Premises PMS,Dr Boonin,BELLBROOKE LLP,15287629,54000
Department of Health,LEEDS PCT,31/08/2012,Premises PMS,GMS/PMS Other,LEEDS COMMUNITY HEALTHCARE NHS TRUST,15287475,134427.36
Department of Health,LEEDS PCT,31/08/2012,Rent,Armley Estates LIFT,COMMUNITY VENTURES LTD,15327554,84828.13
Department of Health,LEEDS PCT,31/08/2012,Rent,Beeston Hill LIFT,COMMUNITY VENTURES LTD,15327545,86585.25
Department of Health,LEEDS PCT,31/08/2012,Rent,East Leeds HC LIFT,COMMUNITY VENTURES LTD,15327547,84952.7
Department of Health,LEEDS PCT,31/08/2012,Rent,LCH Recharges,SANDERSON WEATHERALL LLP,15391460,61020
Department of Health,LEEDS PCT,31/08/2012,Rent,Middleton Community HC LIFT,COMMUNITY VENTURES LTD,15327549,49679.75
Department of Health,LEEDS PCT,31/08/2012,Rent,New WoodHouse Estates LIFT,COMMUNITY VENTURES LTD,15327550,34483.05
Department of Health,LEEDS PCT,31/08/2012,Rent,New Yeadon HC LIFT,COMMUNITY VENTURES LTD,15327546,76259.51
Department of Health,LEEDS PCT,31/08/2012,Rent,Parkside Community HC LIFT,COMMUNITY VENTURES LTD,15327551,62326.83
Department of Health,LEEDS PCT,31/08/2012,Rent,Reginald Centre,COMMUNITY VENTURES LTD,15327552,85389.36
Department of Health,LEEDS PCT,31/08/2012,Rent,Wetherby N HC LIFT,COMMUNITY VENTURES LTD,15327544,68359.93
Department of Health,LEEDS PCT,31/08/2012,Rent,Wortley Beck HC LIFT,COMMUNITY VENTURES LTD,15327548,69837.38
Department of Health,LEEDS PCT,31/08/2012,Rent,WYCSA Cash/Ledger,RYDEN,15381753,60000
Department of Health,LEEDS PCT,31/08/2012,Secndd staff frm othr org,Leeds S&E CCG,LEODIS HEALTHCARE LLP,15333462,28095.69
Department of Health,LEEDS PCT,31/08/2012,Services from Local Auth,Safer Leeds,LEEDS CITY COUNCIL,15391326,1979128.25
Department of Health,LEEDS PCT,31/08/2012,Services from Local Auth,Safer Leeds,LEEDS CITY COUNCIL,15391364,-1979128.25
Department of Health,LEEDS PCT,31/08/2012,Services from Local Auth,Safer Leeds,LEEDS CITY COUNCIL,15391608,1953504
Department of Health,LEEDS PCT,31/08/2012,Services Received - NHSTs,Distinction Awards,LEEDS TEACHING HOSPITALS NHS TRUST,15391391,3439376
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,Care and Repair,CARE & REPAIR LEEDS,15314640,25425
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,Health Trainers,HEALTH FOR ALL (LEEDS) LTD,15302378,37500
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,Healthy Living Centres,HEALTH FOR ALL (LEEDS) LTD,15302379,27500
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,MH Commissioning,LEEDS CITIZENS ADVICE BUREAU,15327615,29835
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,MH Commissioning,LEEDS INVOLVING PEOPLE,15355495,12178
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,MH Commissioning,LEEDS INVOLVING PEOPLE,15355497,12178
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,Older & Disabled People Citywide,LEEDS OLDER PEOPLE`S FORUM,15361029,31272
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,PH - Voluntary Sector,LEEDS CITY COUNCIL,15302380,40456
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,PH - Voluntary Sector,WOMENS HEALTH MATTERS,15302374,29935.25
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,Sexual Health,YORKSHIRE MESMAC,15302382,32214
Department of Health,LEEDS PCT,31/08/2012,Voluntary Sector,St Annes Detox Beds,ST ANNES COMMUNITY SERVICES,15419512,60133.55
