Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Strategy and Communiations,1411,Web Support/Development,17/11/2016,0000203803,925.00,Revenue,Socitm Ltd,02638
Rushmoor Borough Council,Information Technology,3302,Application Software,24/11/2016,0000203811,618.73,Revenue,Idox Software Ltd,00661
Rushmoor Borough Council,Legal,1202,Temporary Staff,17/11/2016,0000203812,1192.50,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Legal,1202,Temporary Staff,17/11/2016,0000203813,922.50,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Customer Services,3807,Temporary Staff,17/11/2016,0000203814,803.25,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,17/11/2016,0000203815,1500.00,Revenue,Profectus Group Ltd,14309
Rushmoor Borough Council,Community,2518,Payment to Artistes,17/11/2016,0000203820,1311.57,Revenue,Neil Sands Productions,07978
Rushmoor Borough Council,Information Technology,3305,Refreshments at Meetings,17/11/2016,0000203823,392.00,Revenue,Coffee Select Ltd,12667
Rushmoor Borough Council,Community,2518,Refreshment Purchases,17/11/2016,0000203831,251.26,Revenue,Consort Frozen Foods Ltd,00260
Rushmoor Borough Council,Democratic Services,1327,Postages,17/11/2016,0000203832,1424.59,Revenue,Royal Mail,00821
Rushmoor Borough Council,Legal,1208,Security Alarm,17/11/2016,0000203835,552.36,Revenue,Orbis Protect Ltd,06771
Rushmoor Borough Council,Financial Services,3401,Subscriptions,24/11/2016,0000203837,385.00,Revenue,Integra User Group,01767
Rushmoor Borough Council,Community,6500,Contract Costs,17/11/2016,0000203838,1750.00,Capital,Velocity Sports Ltd,13216
Rushmoor Borough Council,Community,6522,Contract Costs,17/11/2016,0000203839,800.00,Capital,Velocity Sports Ltd,13216
Rushmoor Borough Council,Legal,1208,Temporary Staff,24/11/2016,0000203840,385.29,Revenue,Hays,02287
Rushmoor Borough Council,Legal,1209,Temporary Staff,24/11/2016,0000203840,642.14,Revenue,Hays,02287
Rushmoor Borough Council,Legal,1210,Contract Staff,24/11/2016,0000203841,702.00,Revenue,Hays,02287
Rushmoor Borough Council,Community,2517,Tree Maintenance,17/11/2016,0000203843,252.00,Revenue,Cedardale Arborcultural Specialists Ltd,11645
Rushmoor Borough Council,Community,2517,Tree Maintenance,17/11/2016,0000203845,1294.00,Revenue,Cedardale Arborcultural Specialists Ltd,11645
Rushmoor Borough Council,Planning,2604,Publicity and Advertising,17/11/2016,0000203847,281.05,Revenue,Hampshire Media Ltd,12446
Rushmoor Borough Council,Community,2529,Rushmoor in Bloom,17/11/2016,0000203848,309.87,Revenue,Sinclair Trophies,00885
Rushmoor Borough Council,Environmental Health and Housing,2246,Equipment Maintenance,17/11/2016,0000203862,1960.95,Revenue,Baydale Control Systems,12558
Rushmoor Borough Council,Environmental Health and Housing,2247,Equipment Maintenance,17/11/2016,0000203862,1460.96,Revenue,Baydale Control Systems,12558
Rushmoor Borough Council,Control Accounts,9361,Supporting Families Initiative,17/11/2016,0000203866,400.00,Control Accounts,Home Start,06348
Rushmoor Borough Council,Information Technology,3305,Trade Refuse,24/11/2016,0000203872,619.79,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2518,Equipment Maintenance,17/11/2016,0000203874,625.00,Revenue,Stage Electrics,07262
Rushmoor Borough Council,Information Technology,3304,Telephone Charges,17/11/2016,0000203877,742.00,Revenue,Vodafone Ltd,08758
Rushmoor Borough Council,Legal,1202,Books and Publications,24/11/2016,0000203878,4092.00,Revenue,Thomson Reuters,00955
Rushmoor Borough Council,Community,6518,Contract Costs,17/11/2016,0000203889,15075.00,Capital,Ssi Schaefer Ltd,09763
Rushmoor Borough Council,Community,2555,General Repairs and Maintenance,17/11/2016,0000203890,2280.00,Revenue,J K  Build Ltd,01239
Rushmoor Borough Council,Information Technology,3300,Training Expenses,17/11/2016,0000203891,1978.00,Revenue,Service Desk Institute,08980
Rushmoor Borough Council,Community,2537,Lift Maintenance,24/11/2016,0000203897,-507.16,Revenue,Temple Lifts Limited,12997
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,17/11/2016,0000203898,1500.00,Revenue,Profectus Group Ltd,14309
Rushmoor Borough Council,Community,2518,Payment to Artistes,17/11/2016,0000203899,6771.25,Revenue,Phil Mcintyre Entertainments Ltd,10690
Rushmoor Borough Council,Democratic Services,1327,Security Services,24/11/2016,0000203901,546.98,Revenue,Contract Security Services Ltd,00014
Rushmoor Borough Council,Community,2537,Security Services,17/11/2016,0000203902,2228.52,Revenue,Contract Security Services Ltd,00014
Rushmoor Borough Council,Legal,1203,Valuation Charges,24/11/2016,0000203904,8375.00,Revenue,Wilks Head And Eve,05134
Rushmoor Borough Council,Community,2518,Trade Refuse,17/11/2016,0000203907,400.59,Revenue,Grundon Waste Management Ltd,09633
Rushmoor Borough Council,Community,2502,Water,17/11/2016,0000203911,637.03,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Community,2518,Snap Discos,17/11/2016,0000203915,787.25,Revenue,Tango Security Ltd,01412
Rushmoor Borough Council,Community,2518,Electricity,24/11/2016,0000203921,1771.65,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Community,2518,Electricity,17/11/2016,0000203922,550.73,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Community,2518,Electricity,24/11/2016,0000203923,1518.62,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Community,2518,Electricity,24/11/2016,0000203924,1611.14,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Environmental Health and Housing,2203,Professional Subscriptions,17/11/2016,0000203926,2325.00,Revenue,Cieh,00012
Rushmoor Borough Council,Community,2551,General Repairs and Maintenance,17/11/2016,0000203929,350.00,Revenue,Amstech Inspections And Testing Ltd,13343
Rushmoor Borough Council,Community,6518,Contract Costs,17/11/2016,0000203930,5439.00,Capital,Mgb Plastics,11093
Rushmoor Borough Council,Information Technology,3306,Photocopiers,17/11/2016,0000203935,285.00,Revenue,Perfect Colours Ltd,13927
Rushmoor Borough Council,Community,2518,Payment to Artistes,17/11/2016,0000203936,1607.95,Revenue,Derek Block Promotions Ltd,14370
Rushmoor Borough Council,Community,6573,Contract Costs,24/11/2016,0000203940,2500.00,Capital,Mt Property Consultants Limited,14371
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,24/11/2016,0000203947,2996.50,Revenue,Sse Enterprise Contracting,02830
Rushmoor Borough Council,Democratic Services,1302,Postages,24/11/2016,0000203948,377.60,Revenue,Royal Mail,00821
Rushmoor Borough Council,Customer Services,3807,Temporary Staff,24/11/2016,0000203954,349.80,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Information Technology,3306,Temporary Staff,24/11/2016,0000203955,855.81,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Financial Services,3401,Temporary Staff,24/11/2016,0000203956,382.80,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Community,2526,General Repairs and Maintenance,24/11/2016,0000203957,592.80,Revenue,Crowthorne Heating Co Ltd,10551
Rushmoor Borough Council,Community,2517,Tree Maintenance,24/11/2016,0000203958,967.00,Revenue,Foremost Treesurgeons Limited,12040
Rushmoor Borough Council,Democratic Services,1327,Postages,24/11/2016,0000203964,4750.00,Revenue,Neopost Limited,11588
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,24/11/2016,0000203966,1500.00,Revenue,Profectus Group Ltd,14309
Rushmoor Borough Council,Director of Resources,3106,Conferences and Seminars,24/11/2016,0000203971,1500.00,Revenue,Action Learning Associates Ltd,14287
Rushmoor Borough Council,Information Technology,3305,Gas,24/11/2016,0000203975,1418.05,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Community,2515,General Repairs and Maintenance,24/11/2016,0000203977,471.00,Revenue,Lockrite Security Ltd,00360
Rushmoor Borough Council,Community,2551,Gas,24/11/2016,0000203980,3283.44,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Community,6573,Contract Costs,24/11/2016,0000203981,2000.00,Capital,Essex Chambers,14162
Rushmoor Borough Council,Strategy and Communiations,1413,Farnborough Christmas Events,24/11/2016,0000203993,400.00,Revenue,Mobile-Staging.Co.Uk,14374
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,24/11/2016,0000203996,605.00,Revenue,Wesson Fencing,07143
Rushmoor Borough Council,Legal,1208,Temporary Staff,24/11/2016,0000203998,385.29,Revenue,Hays,02287
Rushmoor Borough Council,Legal,1209,Temporary Staff,24/11/2016,0000203998,642.14,Revenue,Hays,02287
Rushmoor Borough Council,Legal,1210,Contract Staff,24/11/2016,0000204001,486.00,Revenue,Hays,02287
Rushmoor Borough Council,Customer Services,3807,Temporary Staff,24/11/2016,0000204003,1007.25,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Information Technology,3306,Photocopiers,24/11/2016,0000204006,315.48,Revenue,Ricoh Uk Ltd,00676
Rushmoor Borough Council,Community,2517,Tree Maintenance,24/11/2016,0000204007,733.00,Revenue,Cedardale Arborcultural Specialists Ltd,11645
Rushmoor Borough Council,Community,2517,Tree Maintenance,24/11/2016,0000204008,586.00,Revenue,Cedardale Arborcultural Specialists Ltd,11645
Rushmoor Borough Council,Information Technology,3306,Photocopiers,24/11/2016,0000204010,489.94,Revenue,Ricoh Uk Ltd,00676
Rushmoor Borough Council,Community,2517,Prospect Trees,24/11/2016,0000204012,379.00,Revenue,Cedardale Arborcultural Specialists Ltd,11645
Rushmoor Borough Council,Planning,2604,Publicity and Advertising,24/11/2016,0000204013,260.20,Revenue,Hampshire Media Ltd,12446
Rushmoor Borough Council,Information Technology,3305,Water,24/11/2016,0000204014,1929.10,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Community,2518,Refreshment Purchases,24/11/2016,0000204019,583.90,Revenue,Tchibo Coffee International Ltd,05547
Rushmoor Borough Council,Environmental Health and Housing,2228,Fuel Costs,24/11/2016,0000204023,289.72,Revenue,Allstar Business Solutions Ltd,00721
Rushmoor Borough Council,Community,2533,Fireworks Event Expenditure,24/11/2016,0000204028,450.00,Revenue,St John Ambulance,12043
Rushmoor Borough Council,Community,2517,Water,24/11/2016,0000204033,301.38,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Information Technology,3305,General Repairs and Maintenance,24/11/2016,0000204035,429.00,Revenue,Drain & Sewer Services,00310
Rushmoor Borough Council,Legal,1212,General Repairs and Maintenance,24/11/2016,0000204036,510.00,Revenue,Lockrite Security Ltd,00360
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,24/11/2016,0000204057,770.00,Revenue,Cedar Court,12803
Rushmoor Borough Council,Information Technology,3304,Network Hardware,24/11/2016,0000204060,980.00,Revenue,Nexstor Ltd,13422
Rushmoor Borough Council,Community,2537,External Printing,24/11/2016,0000204062,1620.00,Revenue,Bemrosebooth Ltd,04104
Rushmoor Borough Council,Community,2537,External Printing,24/11/2016,0000204064,-945.00,Revenue,Bemrosebooth Ltd,04104
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,24/11/2016,0000204065,336.00,Revenue,Phillips Accomodation Ltd,01284
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,24/11/2016,0000204066,504.00,Revenue,Phillips Accomodation Ltd,01284
Rushmoor Borough Council,Information Technology,3306,External Printing,24/11/2016,0000204071,252.00,Revenue,Dp (Fleet) Limited,12762
Rushmoor Borough Council,Planning,2612,Admin Equipment,24/11/2016,0000204074,303.00,Revenue,Misco Computer Products,00628
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204078,2948.28,Revenue,Hopkins Associates Ltd,13098
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204079,3750.00,Revenue,Hopkins Associates Ltd,12395
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204080,950.00,Revenue,Hopkins Associates Ltd,12918
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204081,750.00,Revenue,Hopkins Associates Ltd,12920
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204082,800.00,Revenue,Hopkins Associates Ltd,12404
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204083,700.00,Revenue,Hopkins Associates Ltd,13923
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204084,700.00,Revenue,Hopkins Associates Ltd,14376
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204085,700.00,Revenue,Hopkins Associates Ltd,14378
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204088,800.00,Revenue,Hopkins Associates Ltd,12402
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204089,700.00,Revenue,Hopkins Associates Ltd,12917
Rushmoor Borough Council,Community,2537,Telecommunications,24/11/2016,0000204094,291.45,Revenue,O2 Uk Ltd,04540
Rushmoor Borough Council,Community,2538,Telecommunications,24/11/2016,0000204094,354.22,Revenue,O2 Uk Ltd,04540
Rushmoor Borough Council,Strategy and Communiations,1413,Farnborough Christmas Events,24/11/2016,0000204096,500.00,Revenue,Creative Palaver Llp,14381
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,24/11/2016,0000204097,497.16,Revenue,Temple Lifts Limited,12997
Rushmoor Borough Council,Strategy and Communiations,1413,Economic Development Promotions,24/11/2016,0000204101,500.00,Revenue,Ack Tourism Ltd,14221
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,24/11/2016,0000204107,625.70,Revenue,Uk Transform Ltd,11773
Rushmoor Borough Council,Information Technology,7500,Web Developments,24/11/2016,0000204107,328.20,Capital,Uk Transform Ltd,11773
Rushmoor Borough Council,Information Technology,7500,Cash Receipting Upgrade,24/11/2016,0000204107,595.00,Capital,Uk Transform Ltd,11773
Rushmoor Borough Council,Information Technology,7500,IT Server Virtualisation Work,24/11/2016,0000204107,328.20,Capital,Uk Transform Ltd,11773
Rushmoor Borough Council,Holding Accounts,9404,IT Service Improvement Work,24/11/2016,0000204107,1251.40,Holding Accounts,Uk Transform Ltd,11773
Rushmoor Borough Council,Community,2518,Payment to Artistes,24/11/2016,0000204112,12150.00,Revenue,Hopkins Associates Ltd,00463
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,03/11/2016,0080008300,950.00,Control Accounts,S L Watson,13441
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,03/11/2016,0080008306,3686.00,Capital,Prism Medical Uk,02558
Rushmoor Borough Council,Community,2513,Sports and Fun Festival Grant,03/11/2016,0080008309,500.00,Revenue,Mayfield Community Partnership,09229
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,03/11/2016,0080008310,612.00,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,03/11/2016,0080008313,6120.00,Capital,E&R Projects,14350
Rushmoor Borough Council,Community,2508,Temporary Staff,03/11/2016,0080008316,300.00,Revenue,Linda Bown,11840
Rushmoor Borough Council,Planning,2608,Planning Fee Refund,03/11/2016,0080008319,395.00,Revenue,Hart District Council,01423
Rushmoor Borough Council,Community,2513,Community Grant,03/11/2016,0080008320,300.00,Revenue,Aldershot Civic Society,14351
Rushmoor Borough Council,Legal,1208,Building Maintenance,03/11/2016,0080008321,492.90,Revenue,Opus Gas Supply Limited,14352
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,10/11/2016,0080008325,446.35,Capital,Southern Counties Building Solutions Lt,13340
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,10/11/2016,0080008326,1412.20,Capital,Southern Counties Building Solutions Lt,13340
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,10/11/2016,0080008327,3786.00,Capital,J P C Property Services Limited,13113
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,10/11/2016,0080008328,5085.00,Capital,Handicare Accessibility Ltd,13797
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,10/11/2016,0080008329,497.57,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,10/11/2016,0080008330,509.16,Capital,In Touch,11912
Rushmoor Borough Council,Community,2513,Community Grant,10/11/2016,0080008334,268.85,Revenue,St Johns Church,12099
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,10/11/2016,0080008336,3687.00,Capital,Kincliff Ltd,08941
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,10/11/2016,0080008337,4435.00,Capital,Paul Mccabe,01359
Rushmoor Borough Council,Community,2551,Ministers Fees,10/11/2016,0080008339,356.00,Revenue,Rev K Hodges,00803
Rushmoor Borough Council,Community,2513,Community Grant,10/11/2016,0080008342,500.00,Revenue,Farnborough Bowling Club,01797
Rushmoor Borough Council,Control Accounts,9350,TAG Grant - Outdoor Equipment,10/11/2016,0080008344,8023.61,Control Accounts,Fernhill Primary School,13385
Rushmoor Borough Council,Community,2543,Aldershot Promotions,10/11/2016,0080008347,300.00,Revenue,My Little Princess Parties,14361
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,17/11/2016,0080008348,1469.02,Capital,Prism Medical Uk,02558
Rushmoor Borough Council,Community,2518,Agency Sales,17/11/2016,0080008349,2052.50,Revenue,Natasha Singelee,14363
Rushmoor Borough Council,Customer Services,3811,Rent Allowances,17/11/2016,0080008352,310.80,Revenue,East Hampshire District Council,00323
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,17/11/2016,0080008355,1997.94,Capital,Southern Counties Building Solutions Lt,13340
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,17/11/2016,0080008356,1153.16,Capital,Hampshire County Council,01206
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,17/11/2016,0080008357,439.58,Capital,In Touch,11912
Rushmoor Borough Council,Community,2518,Agency Sales,17/11/2016,0080008358,7973.00,Revenue,Cody Musical Theatre Company,00317
Rushmoor Borough Council,Community,2518,Service Charges,17/11/2016,0080008359,300.00,Revenue,Natasha Singelee,14363
Rushmoor Borough Council,Community,2518,Agency Sales,17/11/2016,0080008360,3211.00,Revenue,Farnborough Concert Band,09319
Rushmoor Borough Council,Democratic Services,1300,Long Service Awards,17/11/2016,0080008363,280.71,Revenue,Thomas Fattorini Ltd,01038
Rushmoor Borough Council,Legal,1208,Building Maintenance,17/11/2016,0080008366,3607.38,Revenue,Scottish And Southern Energy,11528
Rushmoor Borough Council,Community,2518,Agency Sales,17/11/2016,0080008368,3464.00,Revenue,Mr Ken Dee,13029
Rushmoor Borough Council,Customer Services,3811,Rent Allowances,11/11/2016,0080008380,1885.00,Revenue,Hml Andertons,12425
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,01/11/2016,0080008387,795.00,Control Accounts,Lisa Singh,13033
Rushmoor Borough Council,Environmental Health and Housing,6403,Contract Costs,18/11/2016,0080008388,2066.51,Capital,First Fence Ltd,14373
Rushmoor Borough Council,Community,2518,Payment to Artistes,11/11/2016,0080008389,8700.67,Revenue,Viper Film And Television T/A,14372
Rushmoor Borough Council,Environmental Health and Housing,2402,Wet Hostel,24/11/2016,0080008397,3293.52,Revenue,Davitt Jones Bould,08179
Rushmoor Borough Council,Legal,1202,Other Disbursements,24/11/2016,0080008398,500.00,Revenue,Information Commissioner,05812
Rushmoor Borough Council,Strategy and Communiations,1413,Farnborough Christmas Events,24/11/2016,0080008403,700.00,Revenue,David Tigg,14384
Rushmoor Borough Council,Holding Accounts,9445,Enterprise M3 Loan Repayment,30/11/2016,0080008439,1700000.00,Holding Accounts,Hampshire County Council,01206
Rushmoor Borough Council,Personnel & Payroll,1415,Health Care,02/11/2016,83,1711.84,Revenue,National Deposit,DD1
Rushmoor Borough Council,Community,2518,Access/Cardnet,15/11/2016,44,833.6,Revenue,Virtual Leasing,DD2
Rushmoor Borough Council,Community,2518,Access/Cardnet,21/11/2016,109,567.51,Revenue,Virtual Leasing,DD3
Rushmoor Borough Council,All Services,9347,Staff Rail Travel,08/11/2016,148,1127.3,Holding Accounts,RSP Ltd,DD4
Rushmoor Borough Council,Financial Services,3805,Access/Cardnet,30/11/2016,41,693.35,Revenue,Capita,DD5
Rushmoor Borough Council,Financial Services,3805,Access/Cardnet,30/11/2016,53,504.48,Revenue,Capita,DD6
Rushmoor Borough Council,Democratic Services,1327,Telephones,24/11/2016,1926,275.52,Revenue,Hullabaloo,DD7
Rushmoor Borough Council,Community,2518,Databox Maintenance,16/11/2016,39,2148.41,Revenue,Spektrix,DD8
Rushmoor Borough Council,Personnel & Payroll,1414,DBS,18/11/2016,38,880,Revenue,DBS,DD9
Rushmoor Borough Council,Environmental Health and Housing,2218,DBS,18/11/2016,39,352,Revenue,DBS,DD10
Rushmoor Borough Council,Financial Services,3403,Bank Charges,29/11/2016,126,851.71,Revenue,Lloyds Bank,DD11
