Body,Body Name,Transaction No.,Invoice Ref.,Vendor name,Expense Code,Expense Type,Date,Amount,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458935,REDACTED,FARMINGTON BUILDERS,C-HC4100-C801,Dis.Adapt.HRA-Grants,14-Oct-11,"£4,837.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460375,REDACTED,FARMINGTON BUILDERS,C-HC7440-C801,DFG.96.Act-Grants,28-Oct-11,"£4,418.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459353,5003,FERNMONT LIMITED,C-HC4867-C302,Misc Works-Building Contractor,21-Oct-11,£800.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459354,5005,FERNMONT LIMITED,C-HC4867-C302,Misc Works-Building Contractor,21-Oct-11,£450.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459355,5004,FERNMONT LIMITED,C-HC4867-C302,Misc Works-Building Contractor,21-Oct-11,£450.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459000,1091,FLU EXPRESS LIMITED,C-D12300-3250,Personnel and P-Occupational Health,14-Oct-11,£940.50,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460096,1157,FLU EXPRESS LIMITED,C-D12300-3250,Personnel and P-Occupational Health,28-Oct-11,£595.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458806,0379,FRONTLINE COMMUNICATION,C-L41100-3501,AG & M-Hire of outside services,07-Oct-11,"£1,100.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460504,1002,FURNACE CONSTRUCTION CO LIMITED,C-E63100-1215,Cemetery & Crem-Cremator servicing & rep,28-Oct-11,"£1,568.40",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458735,5196,FUTRA LTD,C-C24150-3170,Fleet Managemnt-Fuel system maintenance,07-Oct-11,£904.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458616,GMG/SHP/944277,G PAYNE,C-C23100-3934,Ref. Collection-TP Gen-Imprest/Excess,07-Oct-11,"£6,000.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459181,80001484,G4S CASH SERVICES (UK) LTD,C-D12450-3502,Cash Rec / Bnkg-Cash transportation,14-Oct-11,£294.69,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459181,80001484,G4S CASH SERVICES (UK) LTD,C-D12450-3502,Cash Rec / Bnkg-Cash transportation,14-Oct-11,£488.86,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459182,80001485,G4S CASH SERVICES (UK) LTD,C-D12455-3502,CarPk Inc Colln-Cash transportation,14-Oct-11,£12.04,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459948,80002699,G4S CASH SERVICES (UK) LTD,C-D12450-3502,Cash Rec / Bnkg-Cash transportation,21-Oct-11,£257.07,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459948,80002699,G4S CASH SERVICES (UK) LTD,C-D12450-3502,Cash Rec / Bnkg-Cash transportation,21-Oct-11,£436.98,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459949,01428724,G4S CASH SERVICES (UK) LTD,C-D12450-3502,Cash Rec / Bnkg-Cash transportation,21-Oct-11,£694.81,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459947,80002700,G4S CASH SERVICES (UK) LTD,C-D12455-3502,CarPk Inc Colln-Cash transportation,21-Oct-11,£13.26,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459950,01428673,G4S CASH SERVICES (UK) LTD,C-D12455-3502,CarPk Inc Colln-Cash transportation,21-Oct-11,£906.20,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460086,3329,GAVCA,C-D39150-3800,SLA-CCAVA-One-Off Grant Expenditure,28-Oct-11,"£5,000.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460085,3208,GAVCA,C-D39150-3801,SLA-GCVS (Cheltenham)-Grants,28-Oct-11,"£17,000.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,448381,B59622,GEESINK NORBA,C-C24100-3501,Fleet Maint-Hire of outside services,07-Oct-11,£365.71,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,447242,011628,GEESINK NORBA,C-C24100-3582,Fleet Maint-DSO Invoices,07-Oct-11,-£722.24,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,448380,B59539,GEESINK NORBA,C-C24100-3582,Fleet Maint-DSO Invoices,07-Oct-11,£135.77,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458716,865764,GEESINK NORBA,C-C24100-3582,Fleet Maint-DSO Invoices,07-Oct-11,£812.54,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458441,RND12111/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£62.62,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458443,RND1181/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£48.15,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458445,RND1179/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£60.09,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458447,RND1144/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£75.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458461,RND1239/08/2011,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£49.63,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458460,RND112/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£72.30,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458459,RND115/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£40.13,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458458,RND117/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£40.13,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458457,RND124/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£31.45,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458456,RND125/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£34.15,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458455,RND182/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£73.65,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458454,RND187/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£141.90,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458453,RND190/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£35.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458452,RND192/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£49.50,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458451,RND1107/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£33.95,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458450,RND1126/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£42.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458449,RND1131/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£43.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458448,RND1143/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£46.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458446,RND1145/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£46.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458444,RND1180/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£50.55,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458442,RND1203/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£59.65,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458440,RND1212/08/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,07-Oct-11,£53.52,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460306,RND1145/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£46.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460308,RND112/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£72.30,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460307,RND1144/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£75.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460309,RND115/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£40.13,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460311,RND124/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£31.45,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460313,RND1131/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£43.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460315,RND1107/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£33.95,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460324,RND1212/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£53.52,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460323,RND1179/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£60.09,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460322,RND1180/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£50.55,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460321,RND1181/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£48.15,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460320,rnd125/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£34.15,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460319,RND182/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£73.65,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460318,RND187/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£141.90,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460317,RND190//09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£35.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460316,RND192/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£49.50,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460327,RND1239/09/2011,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£49.63,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460326,RND1203/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£59.65,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460325,RND1211/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£62.62,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460314,RND1126/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£42.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460312,RND1143/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£46.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460310,RND1117/09/11,GILLMANS SERVICE,C-H33400-3102,Sheltered.Hsg-Equipment rental,28-Oct-11,£40.13,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458913,613625,GLASDON UK LTD,C-B51160-3501,Civic Pride-Hire of outside services,14-Oct-11,£573.03,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460000,22905,GLIDE MEDIA MARKETING,C-L31100-3510,TIC-Promotion & Marketing,21-Oct-11,£90.20,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459997,23066,GLIDE MEDIA MARKETING,C-L31100-3510,TIC-Promotion & Marketing,21-Oct-11,£315.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459999,22904,GLIDE MEDIA MARKETING,C-L31100-3510,TIC-Promotion & Marketing,21-Oct-11,£90.20,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459998,23065,GLIDE MEDIA MARKETING,C-L31100-3510,TIC-Promotion & Marketing,21-Oct-11,"£1,233.60",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459161,1800200516,GLOUCESTERSHIRE COUNTY COUNCIL,C-D12310-0205,Corporate Trg-Training fees/exp (Corp),14-Oct-11,£100.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459199,1800199594,GLOUCESTERSHIRE COUNTY COUNCIL,C-E36200-4528,On-St Car Prkng-Net income paid to GCC,14-Oct-11,"£119,286.34",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458998,1800199486,GLOUCESTERSHIRE COUNTY COUNCIL,C-E36200-3501,On-St Car Prkng-Hire of outside services,21-Oct-11,£96.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459179,0014/2011,GLOUCESTERSHIRE COUNTY COUNCIL,C-D21950-3501,Community Plan-Hire of outside services,21-Oct-11,"£2,000.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460082,1800202889,GLOUCESTERSHIRE COUNTY COUNCIL,C-D11715-3501,Nghbd Man Servs-Hire of outside services,28-Oct-11,£139.73,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460164,1800200643,GLOUCESTERSHIRE COUNTY COUNCIL,C-D21250-3925,Civil Emergency-Civil Emergency planning,28-Oct-11,"£13,990.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460165,1800202898,GLOUCESTERSHIRE COUNTY COUNCIL,C-D21600-3503,Land Charges-Fees,28-Oct-11,"£12,057.88",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460330,ADULT ED FOOD,GLOUCESTERSHIRE COUNTY COUNCIL,C-D39120-3801,SLA- R.Equality-Grants,28-Oct-11,£720.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458654,CHEL09,GLOUCESTERSHIRE DEVELOPMENT AGENCY,C-L31100-3623,TIC-Cmpter-sftwre lic purch,07-Oct-11,"£1,550.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460084,1628,GLOUCESTERSHIRE WILDLIFE TRUST,C-D21970-3677,Parish Pride-Parish Council - Community,28-Oct-11,"£2,486.12",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458731,47884,GOOCH GROUP LTD,C-D14100-3501,Depot Building-Hire of outside services,07-Oct-11,£200.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458473,47259,GOOCH GROUP LTD,C-H4209G-1104,Gen Wks 2209-Council House repairs,07-Oct-11,"£1,129.21",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460453,48133,GOOCH GROUP LTD,C-E21100-1701,Car Prks-Off St-Cleaning,28-Oct-11,£73.11,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460517,48156,GOOCH GROUP LTD,C-E21100-1701,Car Prks-Off St-Cleaning,28-Oct-11,£560.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460522,48384,GOOCH GROUP LTD,C-E21100-1701,Car Prks-Off St-Cleaning,28-Oct-11,£144.73,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460455,48238,GOOCH GROUP LTD,C-E21100-1701,Car Prks-Off St-Cleaning,28-Oct-11,£167.13,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460157,48350,GOOCH GROUP LTD,C-L11500-1706,Rec Facilities-Cleaning,28-Oct-11,£14.84,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460157,48350,GOOCH GROUP LTD,C-L11500-1706,Rec Facilities-Cleaning,28-Oct-11,£29.68,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460157,48350,GOOCH GROUP LTD,C-L11500-1706,Rec Facilities-Cleaning,28-Oct-11,£20.38,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460074,47885,GOOCH GROUP LTD,C-L41100-1703,AG & M-Window cleaning,28-Oct-11,£132.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460075,48004,GOOCH GROUP LTD,C-L41100-1703,AG & M-Window cleaning,28-Oct-11,£117.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460118,349,GPL GREENWAY PARTNERSHIP LIMITED,C-C22110-1301,Parks & Gardens-Routine grounds maint,28-Oct-11,£151.20,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460120,347,GPL GREENWAY PARTNERSHIP LIMITED,C-C22110-1301,Parks & Gardens-Routine grounds maint,28-Oct-11,£395.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460121,348,GPL GREENWAY PARTNERSHIP LIMITED,C-C22110-1301,Parks & Gardens-Routine grounds maint,28-Oct-11,£315.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460119,350,GPL GREENWAY PARTNERSHIP LIMITED,C-C22110-1301,Parks & Gardens-Routine grounds maint,28-Oct-11,£64.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460199,18/016753,GREENHAM TOOL CO LTD,C-N42250-3112,DSO Stores - Stock purchases,28-Oct-11,£793.80,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460198,18/016754,GREENHAM TOOL CO LTD,C-N42250-3112,DSO Stores - Stock purchases,28-Oct-11,£228.80,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458659,328,GREENWAY PARTNERSHIP LIMITED,C-D13100-1809,Muni Off Blgs-RM-sanitary works,07-Oct-11,£33.75,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458660,330,GREENWAY PARTNERSHIP LIMITED,C-D13100-1809,Muni Off Blgs-RM-sanitary works,07-Oct-11,£29.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458669,361,GREENWAY PARTNERSHIP LIMITED,C-D13100-1809,Muni Off Blgs-RM-sanitary works,07-Oct-11,£90.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458773,355,GREENWAY PARTNERSHIP LIMITED,C-L41100-3131,AG & M-Exhibition & Display,07-Oct-11,£198.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458776,354,GREENWAY PARTNERSHIP LIMITED,C-L41100-3131,AG & M-Exhibition & Display,07-Oct-11,£120.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458776,354,GREENWAY PARTNERSHIP LIMITED,C-L41100-3131,AG & M-Exhibition & Display,07-Oct-11,£156.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458776,354,GREENWAY PARTNERSHIP LIMITED,C-L41100-3131,AG & M-Exhibition & Display,07-Oct-11,£120.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458776,354,GREENWAY PARTNERSHIP LIMITED,C-L41100-3131,AG & M-Exhibition & Display,07-Oct-11,£86.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458776,354,GREENWAY PARTNERSHIP LIMITED,C-L41100-3131,AG & M-Exhibition & Display,07-Oct-11,£38.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460371,REDACTED,GROVE BUILDING SERVICES,C-HC4100-C801,Dis.Adapt.HRA-Grants,28-Oct-11,"£20,590.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460361,REDACTED,GROVE BUILDING SERVICES,C-HC7440-C801,DFG.96.Act-Grants,28-Oct-11,"£6,570.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459262,7030,GSB LOAMS,C-C22120-3121,Spts/Open Space-Materials-Contract,21-Oct-11,"£1,548.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459906,6021,GYMNOVA,C-L11500-3101,Rec Facilities-Equipment purchases,21-Oct-11,£199.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459906,6021,GYMNOVA,C-L11500-3101,Rec Facilities-Equipment purchases,21-Oct-11,£210.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459906,6021,GYMNOVA,C-L11500-3101,Rec Facilities-Equipment purchases,21-Oct-11,"£3,150.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460357,5232,HALSALL  CONSTRUCTION LIMITED,C-HC4845-C302,Neighbrhd works-Building Contractor,28-Oct-11,"£6,321.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460071,1001467570,HAYS MONTROSE,C-IT0074-3501,Waste Company-Hire of outside services,28-Oct-11,"£7,200.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460388,SIAL/00052417,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£481.65,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460389,SIAL/00052514,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£152.10,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460392,SIAL/00052511,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£121.68,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460394,SIAL/00052509,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£456.30,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460396,SIAL/00052507,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£344.76,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460398,SIAL/00052505,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£192.66,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460400,SIAL/00052503,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£375.18,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460403,SIAL/00052569,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,"£5,149.03",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460402,SIAL/00052501,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£182.52,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460401,SIAL/00052502,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£243.36,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460399,SIAL/00052504,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£45.63,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460397,SIAL/00052506,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£50.70,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460395,SIAL/00052508,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£283.92,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460393,SIAL/00052510,HEREFORDSHIRE HOUSING LIMITED,C-H33400-1117,Sheltered.Hsg-Hereford City-Fees,28-Oct-11,£147.03,,
