Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2016030449,07/03/2016,LIMOUSINES AND TAXICABS,FRA,Travel - Air/Rail/Road,"1,324.12",GIVERNY CONSULT
FCOGPC2016030450,07/03/2016,ELECTRICAL CONTRACTORS,IND,Building Services,"1,331.90",VJM ENTERPRISES KATPAD
FCOGPC2016030451,07/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",CHE,General Retail and Wholesale,"1,374.92",IKEA SA VERNIER
FCOGPC2016030452,07/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",CHE,General Retail and Wholesale,"1,375.54",IKEA SA VERNIER
FCOGPC2016030453,07/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",CHE,General Retail and Wholesale,"1,376.15",IKEA SA VERNIER
FCOGPC2016030454,07/03/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ZAF,General Retail and Wholesale,"1,419.63",A J PLASTIEK
FCOGPC2016030455,07/03/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ZAF,General Retail and Wholesale,"1,419.63",A J PLASTIEK
FCOGPC2016030456,07/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",DNK,General Retail and Wholesale,"1,440.37",WWW.IKEA.DK
FCOGPC2016030457,07/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",BRB,General Retail and Wholesale,"1,442.91",SILVERLINE SYSTEMS INC
FCOGPC2016030458,07/03/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",GBR,Building Services,"1,500",ACO ELECTONICS LTD
FCOGPC2016030459,07/03/2016,TRAVEL,GBR,Airline,"1,517.75",AIRLINE
FCOGPC2016030460,07/03/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GRC,Training and Educational,"1,549.22",CITY EPE
FCOGPC2016030461,07/03/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GRC,Training and Educational,"1,549.22",CITY EPE
FCOGPC2016030462,07/03/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,603",INFORMA DEUTSCHLAND SE
FCOGPC2016030463,07/03/2016,TRAVEL,GBR,Airline,"1,661.15",AIRLINE
FCOGPC2016030464,07/03/2016,TRAVEL,GBR,Airline,"1,661.15",AIRLINE
FCOGPC2016030465,07/03/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GBR,General Retail and Wholesale,"1,716.70",POWER ELECTRIC GENERAT
FCOGPC2016030466,07/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GRC,General Retail and Wholesale,"1,727.15",IKEA E COMMERCE
FCOGPC2016030467,08/03/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",USA,Clubs/Associations/Organisations,502.53,ADVANCED MEDICAL TECH
FCOGPC2016030468,08/03/2016,MOTION PICTURE THEATERS,SGP,Leisure Activities,506.15,SHAW THEATRES LIDO
FCOGPC2016030469,08/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,NGA,Professional Services,522.49,2057LA000010035
FCOGPC2016030470,08/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,545,DIPLOMATIC MISSION SUP
FCOGPC2016030471,08/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,565.2,CIVIL SERVICE LEARNING
FCOGPC2016030472,08/03/2016,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",BRA,General Retail and Wholesale,586.14,ANA LUIZA DECORACOES
FCOGPC2016030473,08/03/2016,ELECTRONIC SALES,SAU,General Retail and Wholesale,597.07,STC-72019
FCOGPC2016030474,08/03/2016,DEPARTMENT STORES,KOR,General Retail and Wholesale,622.08,SHINSEGYE DEPARTMENT
FCOGPC2016030475,08/03/2016,"EATING PLACES, RESTAURANTS",POL,Restuarants and Bars,646.75,TROJKA RESTAURACJA
FCOGPC2016030476,08/03/2016,HOTELS/MOTELS/RESORTS ,JAM,Hotels,662.8,ACCOMODATION PROVIDER
FCOGPC2016030477,08/03/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,IND,"Office Stationery, equipment and supplies",663.7,REPLICA
FCOGPC2016030478,08/03/2016,ADVERTISING SERVICES,IRL,Print and advertising,669.38,WWW.JOBS.IE
FCOGPC2016030479,08/03/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,USA,General Retail and Wholesale,671.51,GALLUP INC -US
FCOGPC2016030480,08/03/2016,"BOOKS,PERIODICALS AND NEWSPAPERS",FIN,Books and Periodicals,679.76,OIKOTIE OY
FCOGPC2016030481,08/03/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,NLD,"Office Stationery, equipment and supplies",681.65,WWW.VIKING.DE/
FCOGPC2016030482,08/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,685,DIPLOMATIC MISSION SUP
FCOGPC2016030483,08/03/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),USA,Professional Services,691.72,IN MIAMI SILK SCREENS
FCOGPC2016030484,08/03/2016,"GROCERY STORES, SUPERMARKETS",LBN,General Retail and Wholesale,693.63,SPINNEYS HAZMIEH
FCOGPC2016030485,08/03/2016,CATERERS,GBR,Catering and Catering Supplies,704.4,MACKINTOSH CATERING LI
FCOGPC2016030486,08/03/2016,"FUEL DEALERS-COAL, FUEL OIL, LIQ PETROLEUM, WOOD",FRA,Utilities and Non Automotive Fuel,712.07,FIOULMARKET.FR
FCOGPC2016030487,08/03/2016,MOTORCYCLE SHOPS AND DEALERS,IND,"Vehicles, servicing and spares",732.53,CARGO MOTORS JLR
FCOGPC2016030488,08/03/2016,CATERERS,GBR,Catering and Catering Supplies,742.28,WWW.BANJOSQUALITYC
FCOGPC2016030489,08/03/2016,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,744,HOLMATRO UK LTD
FCOGPC2016030490,08/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,750,UBIQUS UK LIMITED
FCOGPC2016030491,08/03/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",BRA,"Vehicles, servicing and spares",757.03,TERRANOVA
FCOGPC2016030492,08/03/2016,SPORTING GOODS STORES,GBR,General Retail and Wholesale,774.19,WWW.EVAQ8.CO.UK
FCOGPC2016030493,08/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,807.6,UBIQUS UK LIMITED
FCOGPC2016030494,08/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ITA,General Retail and Wholesale,815.92,VILLATORE SERGIO E C S
FCOGPC2016030495,08/03/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,830,WILTS ELECTRICAL
FCOGPC2016030496,08/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,830.2,ACCOMODATION PROVIDER
FCOGPC2016030497,08/03/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",ARG,"Office Stationery, equipment and supplies",869.31,CENTRO LAVALLE
FCOGPC2016030498,08/03/2016,"GROCERY STORES, SUPERMARKETS",ESP,General Retail and Wholesale,871.9,LA GRAN DESPENSA
FCOGPC2016030499,08/03/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",JOR,"Office Stationery, equipment and supplies",878.05,OFFICE 1 SUPERSTORE
FCOGPC2016030500,08/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,915.93,STALLION ADVERTISING A
FCOGPC2016030501,08/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,926.1,STALLION ADVERTISING A
FCOGPC2016030502,08/03/2016,ELECTRONIC REPAIR SHOPS,ITA,General Retail and Wholesale,945.42,CANNALIRE ADRIANO
FCOGPC2016030503,08/03/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",ISR,Mail and Courier Services,949.98,ROTERO HOVALA
FCOGPC2016030504,08/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",BHR,General Retail and Wholesale,958.5,BUKANAN FURNISHING
FCOGPC2016030505,08/03/2016,POSTAL SERVICES-GOVERNMENT ONLY,FIN,Mail and Courier Services,981.99,POSTI OY
FCOGPC2016030506,08/03/2016,CONCRETE WORK CONTRACTORS,TUR,Building Services,993.05,HABITAT CONSTRUCTION
FCOGPC2016030507,08/03/2016,CONCRETE WORK CONTRACTORS,TUR,Building Services,993.05,HABITAT CONSTRUCTION
FCOGPC2016030508,08/03/2016,"EATING PLACES, RESTAURANTS",ESP,Restuarants and Bars,994.09,EUREST SERVICIOS FERIA
FCOGPC2016030509,08/03/2016,TRAVEL AGENCIES,NGA,Travel Agencies,"1,003.56",2044LA000013842
FCOGPC2016030510,08/03/2016,CATERERS,AUS,Catering and Catering Supplies,"1,013.87",GASTRONOMY AUSTRALIA
FCOGPC2016030511,08/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,023",ACCOMODATION PROVIDER
FCOGPC2016030512,08/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"1,024.80",ACT AMEC SUMMIT
FCOGPC2016030513,08/03/2016,ELECTRICAL PARTS AND EQUIPMENT,IND,Building Materials,"1,066.72",POWER EQUATIONS INDIA
FCOGPC2016030514,08/03/2016,BOOK STORES,GBR,Books and Periodicals,"1,073.88",STATIONERY OFFICE BOOK
FCOGPC2016030515,08/03/2016,BOOK STORES,GBR,Books and Periodicals,"1,090.63",STATIONERY OFFICE BOOK
FCOGPC2016030516,08/03/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",TUR,Computer Equipment & Services,"1,120.26",BISMAK BURO MAKINA
FCOGPC2016030517,08/03/2016,"FABRIC, NEEDLEWORK, PIECE GOODS, AND SEWING STORES",DOM,General Retail and Wholesale,"1,153.69",HACHE-TELAS DE FRANCIA
FCOGPC2016030518,08/03/2016,"FABRIC, NEEDLEWORK, PIECE GOODS, AND SEWING STORES",DOM,General Retail and Wholesale,"1,153.69",HACHE-TELAS DE FRANCIA
FCOGPC2016030519,08/03/2016,CATERERS,AUS,Catering and Catering Supplies,"1,158.72",GASTRONOMY AUSTRALIA
FCOGPC2016030520,08/03/2016,"GROCERY STORES, SUPERMARKETS",DOM,General Retail and Wholesale,"1,198.92",IKEA TELEPEDIDOS TVIRT
FCOGPC2016030521,08/03/2016,BOOK STORES,ITA,Books and Periodicals,"1,227.62",OPEN MORE THAN BOOKS
FCOGPC2016030522,08/03/2016,HOTELS/MOTELS/RESORTS ,VCT,Hotels,"1,248.99",ACCOMODATION PROVIDER
FCOGPC2016030523,08/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,NGA,Professional Services,"1,269.94",2057LA000010035
FCOGPC2016030524,08/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,NGA,Professional Services,"1,269.94",2057LA000010035
FCOGPC2016030525,08/03/2016,HOTELS/MOTELS/RESORTS ,HUN,Hotels,"1,322.70",ACCOMODATION PROVIDER
FCOGPC2016030526,08/03/2016,"ORGANIZATIONS, RELIGIOUS",KEN,Clubs/Associations/Organisations,"1,338.10",BRAND MANIA (K) LIMITE
FCOGPC2016030527,08/03/2016,HOUSEHOLD APPLIANCE STORES,GBR,General Retail and Wholesale,"1,341.60",WWW.APCC.COM
FCOGPC2016030528,08/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,"1,424.77",STALLION ADVERTISING A
FCOGPC2016030529,08/03/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Statutory Bodies,"1,436.88",L2G MUSIC CITY CENTER
FCOGPC2016030530,08/03/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Statutory Bodies,"1,441.53",L2G MUSIC CITY CENTER
FCOGPC2016030531,08/03/2016,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",USA,Print and advertising,"1,444.10",GETTY IMAGES
FCOGPC2016030532,08/03/2016,FAST FOOD RESTAURANTS,BRA,Restuarants and Bars,"1,445.25",THAIS DE ANDRADE MACHA
FCOGPC2016030533,08/03/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",USA,Training and Educational,"1,446.13",MUSEUM FUNCTIONS
FCOGPC2016030534,08/03/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,"1,467.23",ACCOMODATION PROVIDER
FCOGPC2016030535,08/03/2016,FAST FOOD RESTAURANTS,BRA,Restuarants and Bars,"1,486.17",THAIS DE ANDRADE MACHA
FCOGPC2016030536,08/03/2016,MISCELLANEOUS PUBLISHING AND PRINTING,TWN,Print and advertising,"1,508.19",COMMONWEALTH PUBLISHIN
FCOGPC2016030537,08/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,635",DIPLOMATIC MISSION SUP
FCOGPC2016030538,09/03/2016,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,UKR,Building Services,503.78,DANICA
FCOGPC2016030539,09/03/2016,WHOLESALE CLUBS,PRT,General Retail and Wholesale,508.38,FEREXCEL LDA
FCOGPC2016030540,09/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,511.01,DIMENSION SIGMOID
FCOGPC2016030541,09/03/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",ALB,Cleaning Services and Supplies,520.41,PASTRIME SILVIO
FCOGPC2016030542,09/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,522.34,FINA 30101 ZAGREB
FCOGPC2016030543,09/03/2016,ELECTRICAL PARTS AND EQUIPMENT,IND,Building Materials,523.06,POWER EQUATIONS INDIA
FCOGPC2016030544,09/03/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",BOL,Personal Services,531.2,ASR SISTEMA DE SEGURID
FCOGPC2016030545,09/03/2016,HOTELS/MOTELS/RESORTS ,BOL,Hotels,531.23,ACCOMODATION PROVIDER
FCOGPC2016030546,09/03/2016,BOOK STORES,GBR,Books and Periodicals,537.13,STATIONERY OFFICE BOOK
FCOGPC2016030547,09/03/2016,TRAVEL AGENCIES,GBR,Travel Agencies,538.1,WWW.TRAVELUP.CO.UK
FCOGPC2016030548,09/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,563.27,EB NYC PRIDE 2016 MAR
FCOGPC2016030549,09/03/2016,BOOK STORES,LUX,Books and Periodicals,574.44,AMAZON UK MARKETPLACE
FCOGPC2016030550,09/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,582,UBIQUS UK LIMITED
FCOGPC2016030551,09/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,597.6,UBIQUS UK LIMITED
FCOGPC2016030552,09/03/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,DEU,Auto rental,603.31,MINEX AUTOVERMIETUNG G
FCOGPC2016030553,09/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,ITA,Professional Services,616.21,GLOBAL SYSTEM SRL
FCOGPC2016030554,09/03/2016,TRAVEL AGENCIES,BRA,Travel Agencies,633.75,VIAGEM TRIPPER VIAGE
FCOGPC2016030555,09/03/2016,HOUSEHOLD APPLIANCE STORES,ROM,General Retail and Wholesale,633.94,KITCHEN SHOP SRL - FEE
FCOGPC2016030556,09/03/2016,HARDWARE STORES,DNK,General Retail and Wholesale,644.56,STOEVSUGERBANDEN APS
FCOGPC2016030557,09/03/2016,HOUSEHOLD APPLIANCE STORES,PRT,General Retail and Wholesale,644.94,MEDIA MARKT ALFRAGIDE
FCOGPC2016030558,09/03/2016,"EATING PLACES, RESTAURANTS",IND,Restuarants and Bars,646.63,POLKA DOTS
FCOGPC2016030559,09/03/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies",648,MARTIN YALE INTERNATIO
FCOGPC2016030560,09/03/2016,HOTELS/MOTELS/RESORTS ,BGD,Hotels,651.57,ACCOMODATION PROVIDER
FCOGPC2016030561,09/03/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",GBR,Computer Equipment & Services,669.91,CAMBRIDGE INFORMAT
FCOGPC2016030562,09/03/2016,HOTELS/MOTELS/RESORTS ,SAU,Hotels,671.48,ACCOMODATION PROVIDER
FCOGPC2016030563,09/03/2016,TRAVEL,NLD,Airline,673.2,AIRLINE
FCOGPC2016030564,09/03/2016,POSTAL SERVICES-GOVERNMENT ONLY,FIN,Mail and Courier Services,676.76,POSTI OY
FCOGPC2016030565,09/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,689.85,DIMENSION SIGMOID
FCOGPC2016030566,09/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,689.85,DIMENSION SIGMOID
FCOGPC2016030567,09/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,689.85,DIMENSION SIGMOID
FCOGPC2016030568,09/03/2016,TRAVEL,TUN,Airline,692.67,AIRLINE
FCOGPC2016030569,09/03/2016,"EATING PLACES, RESTAURANTS",POL,Restuarants and Bars,704.4,TWE SERVICES SP. Z O.O
FCOGPC2016030570,09/03/2016,MOTOR VEHICLE SUPPLIES AND NEW PARTS,JOR,"Vehicles, servicing and spares",736.86,MAZEN HAMMAD STORE.
FCOGPC2016030571,09/03/2016,ELECTRONIC SALES,PAK,General Retail and Wholesale,737.08,IKAS ELECTRIC
FCOGPC2016030572,09/03/2016,HOTELS/MOTELS/RESORTS ,TUR,Hotels,744.78,ACCOMODATION PROVIDER
FCOGPC2016030573,09/03/2016,OFFICE PHOTOGRAPHIC PHOTOCOPY & MICROFILM EQUIPMT.,ISR,"Office Stationery, equipment and supplies",816.42,SACHAR BNLEUMI ZYUD LM
FCOGPC2016030574,09/03/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",AUT,Catering and Catering Supplies,822.89,METRO 1110
FCOGPC2016030575,09/03/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,LUX,General Retail and Wholesale,852.95,AMAZON MKTPLCE EU-IT
FCOGPC2016030576,09/03/2016,HOTELS/MOTELS/RESORTS ,BLR,Hotels,881.98,ACCOMODATION PROVIDER
FCOGPC2016030577,09/03/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,NGA,Telecommunication Services,915.97,2044LA000012897
FCOGPC2016030578,09/03/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",PAK,"Vehicles, servicing and spares",920.05,NEW IRFAN AUTOS
FCOGPC2016030579,09/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,939.9,ACCOMODATION PROVIDER
FCOGPC2016030580,09/03/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,940.29,ACCOMODATION PROVIDER
FCOGPC2016030581,09/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,950.1,ATD
FCOGPC2016030582,09/03/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",PAN,"Office Stationery, equipment and supplies",964.86,POSTNET
FCOGPC2016030583,09/03/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",DEU,Cleaning Services and Supplies,"1,028.97",JOHN TURNER
FCOGPC2016030584,09/03/2016,ELECTRONIC SALES,PAK,General Retail and Wholesale,"1,030.53",ALTAHUR SANITARY
FCOGPC2016030585,09/03/2016,TRAVEL AGENCIES,TUR,Travel Agencies,"1,034.98",ETIKS TURIZM
FCOGPC2016030586,09/03/2016,TRAVEL AGENCIES,TUR,Travel Agencies,"1,034.98",ETIKS TURIZM
FCOGPC2016030587,09/03/2016,DUTY FREE STORES,DNK,General Retail and Wholesale,"1,040.80",PETER JUSTESEN COMPANY
FCOGPC2016030588,09/03/2016,TRAVEL,MEX,Airline,"1,047.72",AIRLINE
FCOGPC2016030589,09/03/2016,MEN'S/WOMEN'S/CHILDREN'S UNIFORMS/COMMERCIAL CLOTH,GBR,Business Clothing and Footwear,"1,061.88",WWW.WORKWEAREXPRESS.CO
FCOGPC2016030590,09/03/2016,COMPUTER SOFTWARE STORES,ISR,Computer Equipment & Services,"1,071.25",ALFA .A COMPUTERS LTD
FCOGPC2016030591,09/03/2016,"EATING PLACES, RESTAURANTS",IND,Restuarants and Bars,"1,077",POLKA DOTS
FCOGPC2016030592,09/03/2016,TRAVEL AGENCIES,BHS,Travel Agencies,"1,078.84",UNIQUE VAC/REP OF SAND
FCOGPC2016030593,09/03/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,GBR,Telecommunication Services,"1,080",VODAFONE LTD
FCOGPC2016030594,09/03/2016,BOOK STORES,GBR,Books and Periodicals,"1,088.26",STATIONERY OFFICE BOOK
FCOGPC2016030595,09/03/2016,HOTELS/MOTELS/RESORTS ,BLR,Hotels,"1,102.48",ACCOMODATION PROVIDER
FCOGPC2016030596,09/03/2016,HOTELS/MOTELS/RESORTS ,BGD,Hotels,"1,104.76",ACCOMODATION PROVIDER
FCOGPC2016030597,09/03/2016,HOTELS/MOTELS/RESORTS ,CHN,Hotels,"1,110.22",ACCOMODATION PROVIDER
FCOGPC2016030598,09/03/2016,HOTELS/MOTELS/RESORTS ,CHN,Hotels,"1,110.22",ACCOMODATION PROVIDER
FCOGPC2016030599,09/03/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,129.75",WILTS ELECTRICAL
FCOGPC2016030600,09/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,146",ACCOMODATION PROVIDER
FCOGPC2016030601,09/03/2016,TRAVEL AGENCIES,TUR,Travel Agencies,"1,162.58",ETIKS TURIZM
FCOGPC2016030602,09/03/2016,"EATING PLACES, RESTAURANTS",BEL,Restuarants and Bars,"1,181.37",KORTRIJK XPO
FCOGPC2016030603,09/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,AUS,Professional Services,"1,182.40",STONE AND CHALK
FCOGPC2016030604,09/03/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,FRA,Mail Order / Direct Selling,"1,183.36",CROWNE PLAZA
FCOGPC2016030605,09/03/2016,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",USA,Computer Equipment & Services,"1,193.06",SKETCHUPTRAINER.COM
FCOGPC2016030606,09/03/2016,HOUSEHOLD APPLIANCE STORES,URY,General Retail and Wholesale,"1,195.23",BARRACA EUROPA
FCOGPC2016030607,09/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,203.60",CIVIL SERVICE LEARNING
FCOGPC2016030608,09/03/2016,HOTELS/MOTELS/RESORTS ,POL,Hotels,"1,203.79",ACCOMODATION PROVIDER
FCOGPC2016030609,09/03/2016,"BAR,LOUNGE,DISCO,NIGHTCLUB,TAVERN-ALCOHOLIC DRINKS",IND,Restuarants and Bars,"1,207.47","TOTE,MAHALAXMI"
FCOGPC2016030610,09/03/2016,HOTELS/MOTELS/RESORTS ,TUR,Hotels,"1,212.84",ACCOMODATION PROVIDER
FCOGPC2016030611,09/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,"1,216.18",DIMENSION SIGMOID
FCOGPC2016030612,09/03/2016,HOTELS/MOTELS/RESORTS ,PER,Hotels,"1,219.77",ACCOMODATION PROVIDER
FCOGPC2016030613,09/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,224",DIPLOMATIC MISSION SUP
FCOGPC2016030614,09/03/2016,ELECTRICAL CONTRACTORS,IND,Building Services,"1,234.56",VJM ENTERPRISES KATPAD
FCOGPC2016030615,09/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,"1,237.66",STALLION ADVERTISING A
FCOGPC2016030616,09/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,"1,237.66",STALLION ADVERTISING A
FCOGPC2016030617,09/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,"1,237.66",STALLION ADVERTISING A
FCOGPC2016030618,09/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,"1,237.66",STALLION ADVERTISING A
FCOGPC2016030619,09/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,"1,237.66",STALLION ADVERTISING A
FCOGPC2016030620,09/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,"1,237.66",STALLION ADVERTISING A
FCOGPC2016030621,09/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,"1,237.66",STALLION ADVERTISING A
FCOGPC2016030622,09/03/2016,STENOGRAPHIC AND SECRETARIAL SUPPORT SERVICES,QAT,General Retail and Wholesale,"1,237.66",STALLION ADVERTISING A
FCOGPC2016030623,09/03/2016,HOTELS/MOTELS/RESORTS ,PSE,Hotels,"1,238.35",ACCOMODATION PROVIDER
FCOGPC2016030624,09/03/2016,HOTELS/MOTELS/RESORTS ,VCT,Hotels,"1,250.74",ACCOMODATION PROVIDER
FCOGPC2016030625,09/03/2016,HOTELS/MOTELS/RESORTS ,PER,Hotels,"1,253.69",ACCOMODATION PROVIDER
FCOGPC2016030626,09/03/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,268.75",WILTS ELECTRICAL
FCOGPC2016030627,09/03/2016,ELECTRICAL PARTS AND EQUIPMENT,TUN,Building Materials,"1,321.82",ELECTRO RAOUF CHAABOUN
FCOGPC2016030628,09/03/2016,COMPUTER MAIN./REPAIR/SERVICES NOT ELSEWHERE CLASS,USA,Computer Equipment & Services,"1,326.97",ECONRAM SYSTEMS
FCOGPC2016030629,09/03/2016,SHOE STORES,KWT,General Retail and Wholesale,"1,328.35",AL- JAWAREH CO.OLD SHO
FCOGPC2016030630,09/03/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",MEX,Training and Educational,"1,357.87",ITESM SISTEMA
FCOGPC2016030631,09/03/2016,MISC/AUTO/AIRCRAFT/FARM EQUIP NOT ELSEWHERE CLASS,KEN,"Vehicles, servicing and spares","1,421.20",AUTO& ELECTRO C
