Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER67292,5.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER69373,5.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER69374,5.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452386041,5.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452459282,5.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/04/2013,Travel and subsistence UK,Patents Directorate,JK ExecutiveTravel,104,6.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/04/2013,Travel and subsistence UK,Patents Directorate,JK ExecutiveTravel,104,6.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13251,6.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2013,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13251,6.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2013,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,6.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2013,Travel and subsistence UK,International Policy Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,6.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/04/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER66592,6.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER67753,6.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER69593,6.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452434668,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452435004,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452448587,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452471600,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452471601,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452482390,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER69153,7.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER66273,7.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER69433,8.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER66893,8.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER66894,9.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452291976,9.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452291977,9.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452291978,9.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452292009,9.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452351541,9.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452351548,9.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452471473,9.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452471474,9.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER66052,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/04/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER66512,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER66872,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER67212,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER67353,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER67493,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER67692,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER67972,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER68315,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER68653,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER68993,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER69114,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER69093,9.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Patents Directorate,HRG UK,452352674,9.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452458884,9.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER69435,10.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452377516,11.06,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452429025,11.97,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13251,12.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13251,12.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/04/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13251,12.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2013,Travel and subsistence UK,Innovation Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,12.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2013,Travel and subsistence UK,Finance Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,12.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2013,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,12.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2013,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,12.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/04/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER69273,12.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER67532,12.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER67392,12.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER66472,13.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER67372,13.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER66413,13.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER68072,13.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/04/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER69379,13.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452377515,14.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER66892,14.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER68233,14.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER67672,15.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER69173,15.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER69033,15.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER66732,16.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER68753,16.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/04/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER68873,16.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/04/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER68354,17.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/04/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER68933,17.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452442017,17.55,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/04/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER68793,17.65,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/04/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER68012,17.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER68414,18.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452416299,18.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452416765,18.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452418233,18.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452427156,18.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER66933,18.85,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER67452,19.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER66852,19.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/04/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER68052,19.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/04/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER66432,20.08,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452378016,20.13,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452378064,20.13,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452378095,20.13,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452480265,20.53,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452449083,20.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452475100,20.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER67512,21.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER68353,21.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452274412,21.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452284629,21.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452380722,22.04,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452380723,22.04,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452380724,22.04,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER68513,22.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2013,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER68373,23.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452427061,23.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2013,Travel and subsistence UK,Trade Marks Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,23.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/04/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER66352,23.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER67613,23.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER65075,23.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2013,Travel and subsistence UK,Finance Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,24.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER67812,24.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Patents Directorate,HRG UK,452324195,24.03,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452442018,24.23,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452443893,24.23,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452282249,24.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452245697,24.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452313141,24.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452354259,24.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452358482,24.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER69594,25.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452264503,25.52,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452392623,25.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2013,Travel and subsistence UK,IMPROVE Project,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13251,26.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452367140,26.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452380209,26.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452380212,26.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452380282,26.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452380284,26.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452380325,26.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452380328,26.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452484144,26.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452243997,26.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER68273,27.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452443892,27.81,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER69377,27.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452339807,27.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452339848,27.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452474559,27.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER66213,28.15,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452282247,28.31,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452271865,28.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452408912,28.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452441281,28.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452491664,28.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,28.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER67754,28.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452405398,28.91,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER68673,29.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452416298,29.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452416764,29.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452418232,29.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452427060,29.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452449082,29.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452453084,29.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452320331,29.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452324194,29.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Finance Directorate,HRG UK,452450922,29.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452479396,29.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452341588,30.12,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452453085,30.41,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER68132,30.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452274133,31.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,452367917,31.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452491509,31.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452339806,31.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452339847,31.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452257034,32.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Finance Directorate,HRG UK,452304307,32.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER65432,32.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,452320328,33.12,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452274162,33.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Finance Directorate,HRG UK,452406567,33.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2013,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13515,34.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,452427155,34.11,Not applicable,
