Newcastle City Council Invoices over £250 paid in June 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services-Care Support           ,Third Party Payments,02/06/2014,BIDDLESTONE HEALTH GROUP,6258225,Revenue,1ML11,PH - Smoking & Tobacco,290.00 
Adult and Culture,Social Services-Care Support           ,Third Party Payments,02/06/2014,BIDDLESTONE HEALTH GROUP,6258225,Revenue,1ML10,PH - Sexual health -C'ception,"3,806.40 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,02/06/2014,BIDDLESTONE HEALTH GROUP,6258225,Revenue,1ML03,PH - NHS Health Checks,"2,847.00 "
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,19/06/2014,BIG WORD INTERPRETING SERVICES,6276679,Revenue,1VH06,FHU Private Housing Team,72.57 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,19/06/2014,BIG WORD INTERPRETING SERVICES,6276679,Revenue,1CS00,Benefits,282.38 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,19/06/2014,BIG WORD INTERPRETING SERVICES,6276679,Revenue,1CR32,Council Tax & Sundry Debt,143.28 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,19/06/2014,BIG WORD INTERPRETING SERVICES,6276679,Revenue,1CC26,Contact Centre Management,5.68 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,19/06/2014,BIG WORD INTERPRETING SERVICES,6276679,Revenue,1CC50,CSC Management,11.01 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,19/06/2014,BIG WORD INTERPRETING SERVICES,6276679,Revenue,1FT70,YHN Recoverable Comm&Marketing,199.80 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,19/06/2014,BIG WORD INTERPRETING SERVICES,6276679,Revenue,1MR01,Customer Services & Marketing,530.99 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,19/06/2014,BIG WORD INTERPRETING SERVICES,6276679,Revenue,1E328,Central Initiatives,215.81 
HRA,HRA Property Maint         ,Premises,17/06/2014,BILLINGTON BIOENERGY,6268956,Revenue,1HGA7,DH - Biomass,"2,396.96 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,BILTON HALL NURSING HOME,6259398,Revenue,1MG20,Ind Res Care Elderly,-557.56 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BILTON HALL NURSING HOME,6259398,Revenue,1MG20,Ind Res Care Elderly,"1,688.12 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,BIRCHDALE CARE HOME,6259314,Revenue,1MG20,Ind Res Care Elderly,-495.80 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BIRCHDALE CARE HOME,6259314,Revenue,1MG20,Ind Res Care Elderly,"1,720.00 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,BISHOPSGATE LODGE CARE HOME,6259387,Revenue,1MG20,Ind Res Care Elderly,-519.12 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BISHOPSGATE LODGE CARE HOME,6259387,Revenue,1MG20,Ind Res Care Elderly,"1,792.92 "
Chief Executive's,CD - Health & Safety             ,Supplies & Services,03/06/2014,BLACKWELL'S BOOKSHOP,6259218,Revenue,1FP40,Safety,670.80 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,23/06/2014,BLAKELAW PENSIONERS ASSOCIATION,6279606,Revenue,1KN30,Blakelaw Ward,633.33 
Children's Services,Schools Payment Agency                 ,Supplies & Services,02/06/2014,BLAKELAW WARD COMMUINTY PARTNERSHIP,6245062,Revenue,1E+254,Linhope PRU,400.00 
Adult and Culture,AS - Westgate AE   td       ,Supplies & Services,27/06/2014,BLAKEMORE FOODSERVICE,6277191,Revenue,1EA06,Westgate ASB,333.85 
Adult and Culture,Adult Serv Learn Disab     ,Transport,19/06/2014,BLUE LINE TAXIS,6277065,Revenue,1MK60,Ind Day Care LD,303.70 
Adult and Culture,Social Services-Care Support           ,Supplies & Services,19/06/2014,BLUE SKY TRUST,6276881,Revenue,1MP01,Assmnt & Care Mgmt HIV/AIDs,"6,960.60 "
Children's Services,Benfield Secon/High School             ,Supplies & Services,30/06/2014,BLUE TIGER,6284502,Revenue,1E863,Local Delivery Agency,906.00 
Adult and Culture,Social Services                        ,Third Party Payments,13/06/2014,BLYTH STAR ENTERPRISES LIMITED,6270566,Revenue,1MM50,Ind Home - Spot Pur MH,"2,128.42 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,16/06/2014,BLYTH STAR ENTERPRISES LIMITED,6268622,Revenue,1MM50,Ind Home - Spot Pur MH,"2,128.42 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,16/06/2014,BLYTH STAR ENTERPRISES LIMITED,6268624,Revenue,1MM50,Ind Home - Spot Pur MH,"2,128.42 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,16/06/2014,BLYTH STAR ENTERPRISES LIMITED,6268625,Revenue,1MM50,Ind Home - Spot Pur MH,"2,128.42 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,16/06/2014,BLYTH STAR ENTERPRISES LIMITED,6269600,Revenue,1MM50,Ind Home - Spot Pur MH,"2,128.42 "
Children's Services,Schools Payment Agency                 ,Supplies & Services,19/06/2014,BNP PARIBAS LEASING SOLUTIONS,6276779,Revenue,1E+254,Linhope PRU,274.92 
Adult and Culture,Adult Serv Admin Support   ,Premises,26/06/2014,BOB CROSBY AGENCIES LTD,6283130,Revenue,1MX06,Community Reablement,470.22 
Adult and Culture,Library Admin              ,Premises,05/06/2014,BOB CROSBY AGENCIES LTD,6260774,Revenue,1EJ20,City Library Premises,864.20 
Adult and Culture,Library Admin              ,Premises,10/06/2014,BOB CROSBY AGENCIES LTD,6264112,Revenue,1EJ20,City Library Premises,258.60 
Adult and Culture,AS - Learning City         ,Premises,27/06/2014,BOB CROSBY AGENCIES LTD,6208711,Revenue,1EA15,Newcastle City Learning Main,544.72 
Adult and Culture,AS - Learning City         ,Premises,05/06/2014,BOB CROSBY AGENCIES LTD,6262256,Revenue,1EA15,Newcastle City Learning Main,361.20 
Adult and Culture,Adult Serv Lewcock House   ,Premises,09/06/2014,BOB CROSBY AGENCIES LTD,6258926,Revenue,1MG25,Lewcock House,218.91 
Adult and Culture,Adult Serv Lewcock House   ,Supplies & Services,09/06/2014,BOB CROSBY AGENCIES LTD,6258926,Revenue,1MG25,Lewcock House,144.00 
Adult and Culture,Adult Serv Welf         ,Supplies & Services,20/06/2014,BOB CROSBY AGENCIES LTD,6273083,Revenue,1MX01,Welford Centre,270.02 
Adult and Culture,Adult Serv Byker Lodge     ,Supplies & Services,26/06/2014,BOB CROSBY AGENCIES LTD,6283086,Revenue,1MG26,Byker Lodge,308.95 
Chief Executive's,CD - Communities                 ,Premises,26/06/2014,BOB CROSBY AGENCIES LTD,6283102,Revenue,1KL40,Heaton Complex,464.02 
Environment & Regeneration,Blacksmiths                            ,Premises,03/06/2014,BOB CROSBY AGENCIES LTD,6241171,Revenue,1KENB,Fleet Workshops OH,686.88 
Environment & Regeneration,Cityworks East End Pool    ,Premises,05/06/2014,BOB CROSBY AGENCIES LTD,6260796,Revenue,1KL1D,East End Pool,88.90 
Environment & Regeneration,Cityworks East End Pool    ,Supplies & Services,05/06/2014,BOB CROSBY AGENCIES LTD,6260796,Revenue,1KL1D,East End Pool,179.92 
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,26/06/2014,BOB CROSBY AGENCIES LTD,6283126,Revenue,1KKK8,Civic Centre,577.32 
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,10/06/2014,BOB CROSBY AGENCIES LTD,6248553,Revenue,1KKK8,Civic Centre,323.33 
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,04/06/2014,BOB CROSBY AGENCIES LTD,6260777,Revenue,1KKX1,Civic Centre Direct Costs,"2,153.70 "
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,26/06/2014,BOB CROSBY AGENCIES LTD,6283169,Revenue,1KKX1,Civic Centre Direct Costs,"2,396.40 "
Environment & Regeneration,CW Civic Services Catering       ,Premises,05/06/2014,BOB CROSBY AGENCIES LTD,6260743,Revenue,1KF07,Banqueting Suite,860.60 
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,09/06/2014,BOB CROSBY AGENCIES LTD,6264019,Revenue,1V204,Car Parking Infrastructure,315.82 
Environment & Regeneration,NS Localised Services      ,Supplies & Services,26/06/2014,BOB CROSBY AGENCIES LTD,6283170,Revenue,1KEWC,Condercum Road Depot,338.76 
Environment & Regeneration,Cityworks Elswick          ,Supplies & Services,10/06/2014,BOB CROSBY AGENCIES LTD,6233492,Revenue,1KL1E,Elswick Pool,727.88 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,04/06/2014,BOB CROSBY AGENCIES LTD,6218404,Revenue,1KHT3,Brunton Park Health Centre,285.90 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,04/06/2014,BOB CROSBY AGENCIES LTD,6260872,Revenue,1KHE3,Central Library,291.63 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,26/06/2014,BOB CROSBY AGENCIES LTD,6283090,Revenue,1KHT4,Kenton Centre,501.72 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,26/06/2014,BOB CROSBY AGENCIES LTD,6283156,Revenue,1KHT2,Walker Resource Centre,915.90 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,16/06/2014,BOB CROSBY AGENCIES LTD,6260866,Revenue,1KG94,Walbottle Campus,997.08 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,16/06/2014,BOB CROSBY AGENCIES LTD,6260868,Revenue,1KG94,Walbottle Campus,342.85 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,05/06/2014,BOB CROSBY AGENCIES LTD,6260748,Revenue,1KHT4,Kenton Centre,335.90 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,11/06/2014,BOB CROSBY AGENCIES LTD,6225974,Revenue,1KHS4,Discovery Museum,480.27 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,11/06/2014,BOB CROSBY AGENCIES LTD,6268439,Revenue,1KHT3,Brunton Park Health Centre,285.90 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,09/06/2014,BOB CROSBY AGENCIES LTD,6258914,Revenue,1KGCK,Sandhillls Depot,279.32 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,20/06/2014,BOB CROSBY AGENCIES LTD,6270832,Revenue,1KFP6,Walbottle Campus,643.09 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,20/06/2014,BOB CROSBY AGENCIES LTD,6275206,Revenue,1KG94,Walbottle Campus,620.90 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,02/06/2014,BOB CROSBY AGENCIES LTD,6256168,Revenue,1KH2Y,YHN offices,301.21 
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,03/06/2014,BOC LTD,6202816,Revenue,1KENB,Fleet Workshops OH,367.50 
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,09/06/2014,BOC LTD,6264493,Revenue,1KENB,Fleet Workshops OH,367.50 
Chief Executive's,CD - Legal Services              ,Supplies & Services,25/06/2014,BOND DICKINSON LLP,6282785,Revenue,1HRA1,HRA-General,"1,428.20 "
Chief Executive's,CD - Legal Services              ,Supplies & Services,25/06/2014,BOND DICKINSON LLP,6282786,Revenue,1HRA1,HRA-General,"5,124.00 "
Chief Executive's,CD - Corporate Services NOR            ,Capital Expenditure,20/06/2014,BOND DICKINSON LLP,6278053,Capital,2N401,Capital General,"1,001.00 "
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,09/06/2014,BOOKER CASH & CARRY LTD,6264893,Revenue,1KL2D,Walker Activity Dome,333.17 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,27/06/2014,BOOTS PHARMACY,6284800,Revenue,1ML09,PH - Drugs and alcohol,"4,485.00 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/06/2014,BOWLAND LODGE,6275560,Revenue,1MG20,Ind Res Care Elderly,"-6,127.04 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/06/2014,BOWLAND LODGE,6275560,Revenue,1MH20,Ind Res Care PD,-495.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/06/2014,BOWLAND LODGE,6275560,Revenue,1MM20,Ind Res Care MH,"-2,092.18 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BOWLAND LODGE,6275560,Revenue,1MG20,Ind Res Care Elderly,"27,508.72 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BOWLAND LODGE,6275560,Revenue,1MH20,Ind Res Care PD,"5,085.12 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BOWLAND LODGE,6275560,Revenue,1MK20,Ind Res Care LD,"11,625.12 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BOWLAND LODGE,6275560,Revenue,1MM20,Ind Res Care MH,"8,032.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BOWLAND LODGE,6275560,Revenue,3WH93,Continuing Care,"1,656.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BRACKEN RIDGE MANOR,6259422,Revenue,1MM10,Ind Nursing Care MH,"7,542.31 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,03/06/2014,BRAMPTON COURT,6259801,Revenue,1MK50,Ind Supported Living LD,"2,856.00 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,BRAMPTON COURT,6259285,Revenue,1MG10,Ind Nursing Care Elderly,"-1,983.20 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,BRAMPTON COURT,6259285,Revenue,1MG20,Ind Res Care Elderly,"-1,650.04 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BRAMPTON COURT,6259285,Revenue,1MG10,Ind Nursing Care Elderly,"43,715.57 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BRAMPTON COURT,6259285,Revenue,1MG20,Ind Res Care Elderly,"9,746.88 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BRAMPTON COURT,6259285,Revenue,1MH10,Ind Nursing Care PD,"2,259.56 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BRAMPTON COURT,6259285,Revenue,1MK10,Ind Nursing Care LD,"2,287.56 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BRAMPTON COURT,6259449,Revenue,1MG10,Ind Nursing Care Elderly,887.12 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BRAMPTON COURT,6259449,Revenue,1MM10,Ind Nursing Care MH,443.56 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273947,Revenue,1MD66,CWD Care Packages,500.00 
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,12/06/2014,BRENDECK LTD,6268326,Revenue,1KEWC,Condercum Road Depot,291.90 
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,12/06/2014,BRENDECK LTD,6268326,Revenue,1KEWD,Rothbury Terrace Depot,155.00 
Environment & Regeneration,Cityworks East End Pool    ,Supplies & Services,19/06/2014,BRENNTAG UK LTD,6276542,Revenue,1KLFA,Getting Ncle Active - Staff,531.20 
Environment & Regeneration,Cityworks East End Pool    ,Supplies & Services,19/06/2014,BRENNTAG UK LTD,6276544,Revenue,1KLFA,Getting Ncle Active - Staff,516.70 
Environment & Regeneration,Cityworks East End Pool    ,Supplies & Services,17/06/2014,BRENNTAG UK LTD,6265198,Revenue,1KLFA,Getting Ncle Active - Staff,516.70 
Environment & Regeneration,Cityworks Elswick          ,Supplies & Services,09/06/2014,BRENNTAG UK LTD,6265753,Revenue,1KL1E,Elswick Pool,516.70 
Environment & Regeneration,Cityworks Gosforth         ,Supplies & Services,19/06/2014,BRENNTAG UK LTD,6276475,Revenue,1KL1G,Gosforth Pool,486.20 
Environment & Regeneration,Cityworks Gosforth         ,Supplies & Services,19/06/2014,BRENNTAG UK LTD,6276703,Revenue,1KL1G,Gosforth Pool,516.70 
Environment & Regeneration,Cityworks Gosforth         ,Supplies & Services,30/06/2014,BRENNTAG UK LTD,6238807,Revenue,1KL1G,Gosforth Pool,516.70 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/06/2014,BRIARDENE MH,6275582,Revenue,1MG10,Ind Nursing Care Elderly,"-10,509.84 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/06/2014,BRIARDENE MH,6275582,Revenue,1MG20,Ind Res Care Elderly,"-5,930.30 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BRIARDENE MH,6275582,Revenue,1MG10,Ind Nursing Care Elderly,"58,325.90 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BRIARDENE MH,6275582,Revenue,1MG20,Ind Res Care Elderly,"19,070.79 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BRIARDENE MH,6275619,Revenue,1MG10,Ind Nursing Care Elderly,"1,330.68 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,BRIDGE VIEW CARE HOME,6259331,Revenue,1MG20,Ind Res Care Elderly,-495.80 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BRIDGE VIEW CARE HOME,6259331,Revenue,1MG20,Ind Res Care Elderly,"1,842.60 "
Adult and Culture,AS - Learning City         ,Supplies & Services,09/06/2014,BRITISH COMPUTER SOCIETY,6264182,Revenue,1EA15,Newcastle City Learning Main,480.00 
Adult and Culture,Adult Serv Capability's    ,Supplies & Services,09/06/2014,BRITISH GAS BUSINESS,6265043,Revenue,1MW03,Capabilities,259.65 
Chief Executive's,CD - Finance & Resources NOR           ,Premises,20/06/2014,BRITISH GAS TRADING LTD,6267221,Revenue,1DV03,Old Eldon Square,483.01 
HRA,HRA Property Maint         ,Premises,02/06/2014,BRITISH STANDARDS INSTITUTION,6257896,Revenue,1HBSP,Planned Service&Plant Maint,"13,566.00 "
Environment & Regeneration,CW Security Services          ,Supplies & Services,03/06/2014,BRITISH TELECOM PLC,6259848,Revenue,1KKU5,Civic Centre Control,"3,836.44 "
Chief Executive's,Utilities                              ,Supplies & Services,20/06/2014,BRITISH TELECOMMUNICATIONS PLC,6270509,Revenue,1HN05,HRA FamilyIntervention Project,37.89 
Chief Executive's,Utilities                              ,Supplies & Services,20/06/2014,BRITISH TELECOMMUNICATIONS PLC,6270509,Revenue,1HL01,HRA Concierge-Citywide,117.90 
Chief Executive's,Utilities                              ,Supplies & Services,20/06/2014,BRITISH TELECOMMUNICATIONS PLC,6270509,Revenue,1HGB3,G.H - Janet Square,38.15 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HGA5,D.H - Queens Court,195.16 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HJ01,HRA Sheltered HSG-Citywide,934.90 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HP01,Comm. Centres - Citywide,540.28 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HR01,HRA Comm Areas-Citywide,"2,106.72 "
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1VH07,Byker Trust Heating Costs,78.37 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HGB4,G.H - OAP Bungalows - GEN,692.00 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HGA3,D.H - Cruddas Park,76.79 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HE42,HRA Gosforth NHD office,37.89 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HEYC,HRA Your Choice Homes,75.78 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HGA6,D.H - St Annes,38.77 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HTA3,HRA Furn SVS Office Newburn,78.41 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HG3H,Graham Park Road,38.17 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HG01,Mgmnt office - Dist/Grp Heat,529.44 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HGB5,G.H - Sheltered Housing - GEN,798.95 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HE22,HRA St Anth Sth Nhd,76.26 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HN05,HRA FamilyIntervention Project,37.89 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HE84,HRA Westgate NHDoff Prspct HS,37.89 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HL01,HRA Concierge-Citywide,"3,327.18 "
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HRA6,HRA - Surplus Properties,113.67 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HK01,HRA Comm Care Alarms-Citywide,"9,259.78 "
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HE31,HRA Byker NHD office,37.89 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HRPV,HRA Photovoltaic,37.89 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HF81,HRA Inv Del- Cruddas Park INF,117.90 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HN03,HRA North Kenton Hostel,75.78 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HGA1,D.H - Byker,125.69 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HE32,HRA Shieldfield NHD office,37.89 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HRA4,Energy Centre Utility Charges,892.40 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HE95,HRA Throckley Rent office,37.89 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HE61,HRA Blakelaw NHD office,37.89 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HE81,HRA Cruddas PK NHD office,86.88 
Chief Executive's,Utilities                              ,Supplies & Services,06/06/2014,BRITISH TELECOMMUNICATIONS PLC,6254987,Revenue,1HN01,HRA Inline Serv 16&17 Yr Olds,117.90 
Adult and Culture,Social Services-Care Support           ,Third Party Payments,02/06/2014,BROADWAY MEDICAL CENTRE,6258220,Revenue,1ML11,PH - Smoking & Tobacco,190.00 
Adult and Culture,Social Services-Care Support           ,Third Party Payments,02/06/2014,BROADWAY MEDICAL CENTRE,6258220,Revenue,1ML10,PH - Sexual health -C'ception,22.12 
Adult and Culture,Social Services-Care Support           ,Third Party Payments,02/06/2014,BROADWAY MEDICAL CENTRE,6258220,Revenue,1ML03,PH - NHS Health Checks,630.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/06/2014,BROOKE HOUSE CARE HOME,6275604,Revenue,1MG10,Ind Nursing Care Elderly,"-5,823.09 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/06/2014,BROOKE HOUSE CARE HOME,6275604,Revenue,1MG20,Ind Res Care Elderly,"-6,446.59 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BROOKE HOUSE CARE HOME,6275604,Revenue,1MG10,Ind Nursing Care Elderly,"29,448.12 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/06/2014,BROOKE HOUSE CARE HOME,6275604,Revenue,1MG20,Ind Res Care Elderly,"22,858.89 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,BROOME END CARE CENTRE,6259375,Revenue,1MG20,Ind Res Care Elderly,-879.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,BROOME END CARE CENTRE,6259376,Revenue,1MG20,Ind Res Care Elderly,-896.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,BROOME END CARE CENTRE,6259377,Revenue,1MG20,Ind Res Care Elderly,-896.28 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BROOME END CARE CENTRE,6259375,Revenue,1MG20,Ind Res Care Elderly,"1,861.44 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BROOME END CARE CENTRE,6259376,Revenue,1MG20,Ind Res Care Elderly,"1,861.44 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,BROOME END CARE CENTRE,6259377,Revenue,1MG20,Ind Res Care Elderly,"1,861.44 "
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,17/06/2014,BROWN & ILLINGWORTH LTD,6272433,Revenue,1KKX1,Civic Centre Direct Costs,689.12 
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,18/06/2014,BRUNSWICK HOUSE,6275591,Revenue,4WX13,Ind Sector Client Loan Fund,"1,294.08 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/06/2014,BRUNSWICK HOUSE,6275591,Revenue,1MG10,Ind Nursing Care Elderly,"-1,706.96 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/06/2014,BRUNSWICK HOUSE,6275591,Revenue,1MG20,Ind Res Care Elderly,"-2,120.16 "
