Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,06/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNITED NATIONS ENVIRONMENT PROG,20000289,130976.35,SOP 5 - 2017 UK CONTRIBUTION TO TRUST FUND-2017 40BGL UK,100,CUSTOMER,,0,Expense,
DEFRA,DEFRA,06/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNITED NATIONS ENVIRONMENT PROG,20000294,114872.43,SOP 5 - 2017 UK CONTRIBUTION TO THE TRUST FUND-2017 40BBL UK,100,CUSTOMER,,0,Expense,
DEFRA,DEFRA,06/06/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003020548,72568.01,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING 20.05.2017,SL6 1DP,SUPPLIER,,0,Expense, GB618184140
DEFRA,DEFRA,06/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,WILDLIFE CONSERVATION SOCIETY,20000292,55148.75,SOP 5 - COMBATTING WILDLIFE TRAFFICKING IN UGANDA.,10460,CUSTOMER,,DEA10161,Expense,
DEFRA,DEFRA,06/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,WILDLIFE CONSERVATION SOCIETY,20000291,50872.25,SOP 5 - SECURING THE GATEWAY - REDUCING WILDLIFE TRAFFICKING FROM MYANMAR TO CHINA.,10460,CUSTOMER,,DEA10161,Expense,
DEFRA,DEFRA,06/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNIVERSITY OF LEEDS,1003020453,31169.75,1 APRIL 2017 TO 30 JUN 2017 Q-1smallholders (2016-2019) Darwin Initiative Main Award BRAVO 23191.,LS2 9JT,Public Body,23191,0,Expense,GB613451470
DEFRA,DEFRA,06/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,FAUNA & FLORA INTERNATIONAL,1003020493,27383,1 APRIL 2017 TO 30 JUN 2017 Q-1 Darwin Initiative Main Award BRAVO 23197.,CB2 3QZ,SUPPLIER(1),23197,0,Expense,
DEFRA,DEFRA,06/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,FAUNA & FLORA INTERNATIONAL,1003020493,25816,"1 APRIL 2017 TO 30 JUN 2017 Q-1 -seascape management in Atlántida, Honduras (2016-2019) Darwin Initiative Main Award BRAVO 23198.",CB2 3QZ,SUPPLIER(1),23198,0,Expense,
DEFRA,DEFRA,06/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNIVERSITY OF OXFORD,1003020488,25224.75,1 APRIL 2017 TO 30 JUN 2017 Q-1- Darwin Initiative Main Award BRAVO 23189.,OX1 2JD,SUPPLIER,23189,0,Expense,1255 06730
DEFRA,DEFRA,07/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,MARINE ENVIRONMENT,O S P A R COMMISSION,1003020613,244697.9,CONVENTION FOR THE PROCTECTION OF THE MARINE ENVIRONMENT,WC1B 4DA,SUPPLIER(1),,0,Expense,
DEFRA,DEFRA,07/06/2017,EXP - CURRENT GRANTS TO CENTRAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,DONCASTER METROPOLITAN BOROUGH COUNCIL,1003020572,100000,16-17 AIR QUALITY GRANT FUNDING,DN1 3BU,SUPPLIER,ecm_48633,0,Expense,182338557
DEFRA,DEFRA,07/06/2017,Exp - Purchase Of Goods/Services - Other Professional Services,NETWORK PROPERTY HOLDING COSTS,CIVIL SERVICE RESOURCING,1003020609,48646.08,PO for HAVAS campaign for DEFRA Estates- for Weybridge x8 roles.,NE98 1ZZ,SUPPLIER,24202,0,Expense,
DEFRA,DEFRA,07/06/2017,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,EARLY RETIREMENT SEVERANCE,JSS PENSIONS ADMINISTRATION,2003000768,47387.7,MAY 2017 PENSIONS HRI,SN2 1FF,OGD,16500,0,Expense,
DEFRA,DEFRA,07/06/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,NETWORK ESTATES - DELIVERY TEAM  (SAND HUTTON – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003020614,34972.52,BCP INT1492 - 281 Sand Hutton ,BS32 4NH,SUPPLIER(1),10226,DE028100,Expense,
DEFRA,DEFRA,07/06/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,NETWORK ESTATES - DELIVERY TEAM  (SAND HUTTON – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003020614,32968.88,"281 Sand Hutton LVWO PO 383659 uplift of £120,000.00 for Low Value works",BS32 4NH,SUPPLIER(1),FWK10195L,DE028100,Expense,
DEFRA,DEFRA,07/06/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (SAND HUTTON – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003020614,31305.47,BCP7870_094 Pakefield Lowestoft CEFAS ,BS32 4NH,SUPPLIER(1),fwk10195L,DE009400,Asset,
DEFRA,DEFRA,07/06/2017,CA - OTHER RECEIVABLES - AGENCY RECHARGE,NETWORK ESTATES - DELIVERY TEAM  (SAND HUTTON – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003020614,30715.74,CEFAS - Capital (above 5K) BCP  (call-off) - Gateway ref COOD2_087,BS32 4NH,SUPPLIER(1),,DE009400,Asset,
DEFRA,DEFRA,08/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNITED NATIONS ENVIRONMENT PROG,20000299,6288668,SOP 5 - 2017 UK CONTRIBUTION TOWARDS THE TRUST FUND,100,CUSTOMER,,0,Expense,
DEFRA,DEFRA,08/06/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003020734,650349.04,BCP 7851 -533 CARMARTHAN - Replacement of refrigeration system,BS32 4NH,SUPPLIER(1),FWK10195L,DE053300,Asset,
DEFRA,DEFRA,08/06/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,MARINE AND FISHERIES EVIDENCE,MARINE MANAGEMENT ORGANISATION,2003000770,164235.11,REPLACEMENT FOR HARDWARE,NE4 7YH,NDPB,DFP,0,Expense,990 8229 84
DEFRA,DEFRA,08/06/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003020734,130069.81,BCP 8000B - 2016-2017 Captail Projects NEC contract - TRANCHE 3 uplift,BS32 4NH,SUPPLIER(1),FWK10195L,DE053300,Asset,
DEFRA,DEFRA,08/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,AN EVIDENCE,AMEC FOSTER WHEELER ENVIR & INFRASTRUCTURE UK LTD,1003020747,53995,Variation- FY2014/15- AQ0947 -Support for National Air Pollution Control Strategies 2012-2015 (SNAPS),EC2M 5TQ,SUPPLIER(1),,0,Expense,
DEFRA,DEFRA,08/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,STRATEGIC EVIDENCE PARTNERS,RSK ADAS LIMITED,1003020733,49407,"A pilot system for analysis of EO, EO derived, and supplementary data to target water quality monitoring",WA6 0AR,SUPPLIER(1),SD1703,0,Expense,"GB256435886					"
DEFRA,DEFRA,08/06/2017,Exp - Purchase Of Goods/Services - Other Professional Services,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,AETHER LTD,1003020716,43160,ATHER WORK(Invoice No. 1134),OX1 1BY,SUPPLIER(1),ecm_47662,0,Expense,935594781
DEFRA,DEFRA,08/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,IUCN/AFESG,20000298,37443.44,SOP 5 - IWT020 Q4 16-17 GRANT CLAIM,NAIROBI,SUPPLIER(1),,DEA10161,Expense,
DEFRA,DEFRA,08/06/2017,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA- MARKET RESEARCH,STRATEGIC EVIDENCE PARTNERS,SPECTO NATURA LTD,1003020748,29825,FINAL INVOICE - COMPLETION OF PROJECT CORSS CUTTING DATA AND PRODUCTS 8,CB24 9PL,SUPPLIER(1),SD1706,0,Expense,933518520
DEFRA,DEFRA,09/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NPISH - CHARITABLE BODIES,WASTE AND RESOURCES ACTION PROGRAMME,WASTE & RESOURCES ACTION PROGRAMME,1003020816,770898,Waste and Resources Action Programme (WRAP) 2017/18 Funding,OX16 5BH,CUSTOMER,ECM_49033,0,Expense,
DEFRA,DEFRA,09/06/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (OFFICE ESTATE),INTERSERVE (FACILITIES MNGMNT) LTD,1003020809,140504.29,BCP 8000B - 2016-2017 Captail Projects NEC contract - TRANCHE 3 uplift,BS32 4NH,SUPPLIER(1),fwk10195L,DE051608,Asset,
DEFRA,DEFRA,09/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,TB,ANIMAL AND PLANT HEALTH AGENCY,2003000771,128413,Receipt Invoice automatically created on 06-JUN-17,KT15 3NB,SUPPLIER,ecm_15521,0,Expense,8888000181
DEFRA,DEFRA,09/06/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (OFFICE ESTATE),INTERSERVE (FACILITIES MNGMNT) LTD,1003020809,83907.4,"BCP7783 - 516 Kings Pool, York. Gateway Reference Number COOD2_088. Mallard House rec strip out_reinstatement. Construction of temp rec. Foss House rec strip out_reinstatement. IFM temp relocation_goods in. Deep clean and decontamination wk",BS32 4NH,SUPPLIER(1),FWK10195L,0,Asset,
DEFRA,DEFRA,09/06/2017,Exp - Purchase Of Goods/Services - Consultancy,FOOD AND SUSTAINABLE ECONOMY,NATIONAL FARMERS UNION,1003020810,68991.55,Contract payment to National Farmers Union for Campaign for the Framed Environment -Interim Development Plan - April 2016 to September 2016,CV8 2TZ,SUPPLIER,Contract Code:ecm_43490,0,Expense,
DEFRA,DEFRA,09/06/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003020833,52607.23,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING: 27/05/2017,SL6 1DP,SUPPLIER,,0,Expense, GB618184140
DEFRA,DEFRA,09/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,TB,NATIONAL FARMERS UNION,1003020810,32480,National Farmers Union - Defra contribution to CMS [Revision of the Carcase Management System (Reference: 24124)],CV8 2TZ,SUPPLIER,ecm_49147,DEA10188,Expense,
DEFRA,DEFRA,09/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE",BERMUDA ZOOLOGICAL SOCIETY,20000304,27094,SOP 5 - Q1 2017-18 CLAIM,BERMUDA,SUPPLIER,,DEA10153,Expense,
DEFRA,DEFRA,12/06/2017,CA - OTHER RECEIVABLES - TRAVEL PROVIDER CONTROL ACCOUNT,REDFERN EXPENSES CLEARANCE,REDFERN TRAVEL LTD,1003020849,337249.11,REDFERN MAY 2017 TRAVEL COSTS,BD1 5HQ,SUPPLIER,,0,Asset,708374133
DEFRA,DEFRA,12/06/2017,Exp - Purchase Of Goods/Services - Other Professional Services,AIR QUALITY & INDUSTRIAL EMISSIONS,TRANSPORT RESEARCH LABORATORY LTD TRL,1003020841,55556.4,LAQM LOT 2,RG40 3GA,Company,ecm_1297,0,Expense,664 625 321
DEFRA,DEFRA,12/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,SEA FISHERIES AND CONSERVATION,SEA MAMMAL RESEARCH UNIT,1003020881,47044.88,PAYMENT LINE 25- MB05203/RMP5862 Cetacean Bycatch Observer Monitoring Scheme VAR 6 FY 16-17,KY16 8LB,SUPPLIER(1),MB05203/RMP5862,0,Expense,
DEFRA,DEFRA,12/06/2017,EXP - PURCHASE OF GOODS/SERV - ICT OUTSOURC & MAINT/SUPP - HARDWARE,CROSS GOVT INTEGRATION,VODAFONE LTD,1003020879,34630.5,CISCO PHONES ,RG14 5FF,SUPPLIER,,0,Expense,GB 569 9532 77
DEFRA,DEFRA,12/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,INNOVATIVE SUSTAINABLE FARMING,FERA SCIENCE LIMITED,1003020869,26491,CHARGES IN RESPECT OF PROFESSIONAL SERVICES-CH0208 ,YO41 1LZ,SUPPLIER(1),20350,0,Expense,207199894
DEFRA,DEFRA,13/06/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Genesis Ongoing IT Activity,ATOS IT SERVICES UK LTD,1003020932,240470,GENESIS AMSSI CHARGES,WV10 6UH,SUPPLIER,ecm_42947,DEA10000,Expense,232327983
DEFRA,DEFRA,13/06/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,MARINE AND FISHERIES EVIDENCE,INTERNATIONAL WHALING COMMISSION,1003020965,200000,FUND PROJECTS TO IMPROVE CONSERVATION,CB4 9NP,SUPPLIER(1),23849,0,Expense,
DEFRA,DEFRA,13/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,ANIMAL DISEASE CONTROL,THE PIRBRIGHT INSTITUTE,1003020920,100000,Receipt Invoice automatically created on 06-JUN-17,GU24 0NF,OGD,ecm_47311,0,Expense,
DEFRA,DEFRA,13/06/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Genesis Ongoing IT Activity,ATOS IT SERVICES UK LTD,1003020932,66004,GENESIS APPLICATION DEVELOPMENT,WV10 6UH,SUPPLIER,ecm_42946,DEAGENAD,Expense,232327983
DEFRA,DEFRA,13/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,NORTHERN RANGELANDS TRUST,20000307,60437.25,DEFRA PAYMENT. PROJECT IWT026 Q1 17-18. CONNECTING ENHANCED LIVELIHOODS TO ELEPHANTS AND RHINO PROTECTION,KENYA,SUPPLIER,,DEA10161,Expense,
DEFRA,DEFRA,13/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,NORTHERN RANGELANDS TRUST,20000305,60299.75,DEFRA PAYMENT. PROJECT IWT026 Q4 16-17. CONNECTING ENHENCED LIVELIHOODS TO ELEPHANT AND RHINO PROCTECTION,KENYA,SUPPLIER,,DEA10161,Expense,
DEFRA,DEFRA,13/06/2017,IA - POA & AUC - COST - ADDITIONS,DATA PROGRAMME,SOPRA STERIA LTD,1003021015,56383.44,BILLING OF SERVICES-Geographic Information (GI) Proof of Concept - Continuation of resource April 2017,HP2 7AH,SUPPLIER,48897,0,Asset,GB207950855
DEFRA,DEFRA,13/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,ANIMAL DISEASE CONTROL,THE PIRBRIGHT INSTITUTE,1003020920,42376,Receipt Invoice automatically created on 06-JUN-17,GU24 0NF,OGD,ecm_47908,0,Expense,
DEFRA,DEFRA,13/06/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,ENVIRONMENT ANALYSIS UNIT,UNIVERSITY OF GLOUCESTERSHIRE,1003020938,29739,RE0270 RCFF MONITORING AND EVALUATION,GL50 2RH,Public Body,,0,Expense,
DEFRA,DEFRA,13/06/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,GROUP ICT - ENABLING TECHNOLOGY PROJECT,SEATTLE SOFTWARE LTD (TRADING AS ORBUS SOFTWARE),1003021001,29395,ISERVER FIVE USERS-G Cloud Call Off agreement to Seattle,SW1E 5BH,SUPPLIER,ECM 49475,DEAUNIT7,Expense,
DEFRA,DEFRA,13/06/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Genesis Ongoing IT Activity,ATOS IT SERVICES UK LTD,1003020932,28169,GENESIS AMSSSI,WV10 6UH,SUPPLIER,"ec,_49119",DEA10320,Expense,232327983
DEFRA,DEFRA,13/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,ANIMAL DISEASE CONTROL,THE PIRBRIGHT INSTITUTE,1003020920,25313,"SE2621: Genetic analyses, molecular epidemiology and diagnostic systems for bluetongue and related orbiviruses",GU24 0NF,OGD,ecm_43235,0,Expense,
DEFRA,DEFRA,14/06/2017,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,RURAL TEAM,ACRE.,1003021038,503000,ACRE Grant Funding for Financial Year 2017/18.,GL7 6JJ,SUPPLIER(1),GIA,0,Expense,
DEFRA,DEFRA,14/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE","DEPARTMENT FOR BUSINESS, INNOVATION & SKILLS",2003000777,204839,Q3 + Q4- in relation to the implementation and enforcement of the EU Timber Regulations.  This PO is for payment of work com,SW1H 0ET,SUPPLIER,FDP,0,Expense,
DEFRA,DEFRA,14/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE",TUSK TRUST,1003021090,69822,EXPENDITURE FROM 01/04/2017 TO 30/06/2017,SP8 4AA,CUSTOMER,,DEA10161,Expense,934447118
DEFRA,DEFRA,14/06/2017,EXP - MISCELLANEOUS EXPENDITURE - OVERHEAD INCIDENTAL EXPENSES,SHARED SERVICE CONNECTED LIMITED (SSCL),SHARED SERVICES CONNECTED LTD,1003021044,66243,Oracle Software licence fees for SSCL staff 2017/18,HP2 7AH,SUPPLIER,,0,Expense,171798078
DEFRA,DEFRA,14/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE",FAUNA & FLORA INTERNATIONAL,1003021089,45280.75,ADVANCE CLAIM FORM 1/4/17 TO 30/6/17-IWT034 – ,CB2 3QZ,SUPPLIER(1),BRAVO 23120 not new PO,DEA10161,Expense,
DEFRA,DEFRA,14/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,TB,UNIVERSITY OF GLASGOW,1003021087,38985,PROFILE PAYMENTS-SE3292 Phases III & IV,G12 8QQ,SUPPLIER,ecm_48562,0,Expense,GB 671 7980 93
DEFRA,DEFRA,14/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,TB,UNIVERSITY OF GLASGOW,1003021087,38985,PROFILE PAYMENTS-SE3292 Phases III & IV,G12 8QQ,SUPPLIER,ecm_48562,0,Expense,GB 671 7980 93
DEFRA,DEFRA,14/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,"EQ DATA, INFORMATION & ANALYSIS",LANCASTER UNIVERSITY,1003021054,33333.33,PAYMENT 15 MARCH 2016-FY2015/16- TOMPs Network Extenstion,LA1 4YW,SUPPLIER,,0,Expense,604609849
DEFRA,DEFRA,14/06/2017,Exp - Purchase Of Goods/Services - Consultancy,GROUP ICT - ENABLING TECHNOLOGY PROJECT,GARTNER UK LTD,1003021120,25987.5,GARTNER SERVICES,TW20 9AW,Access to Work,48509,0,Expense,635878884
DEFRA,DEFRA,15/06/2017,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,WASTE INFRASTRUCTURE POLICY AND DELIVERY,DEPT FOR COMMUNITIES & LOCAL GOV,2003000781,26778214,PFI WASTE INFRASTRUCTURE GRANT PAYMENT FOR FIRST QUARTER 2017/18,HP2 4XN,SUPPLIER,IGS,0,Expense,
DEFRA,DEFRA,15/06/2017,EXP - SUBSIDIES TO PRIVATE SECTOR - COMPANIES,WATER SERVICES,SOUTH WEST WATER SERVICES LTD,1003021259,14145453,BASED ANNUAL FUNDING,EX2 7HS,SUPPLIER(1),FDP,0,Expense,540465165
DEFRA,DEFRA,15/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,LAND USE AND RECREATION,COMMUNITY FOREST TRUST,1003021209,97443,PO NO 3070005781-Payment for Year 2 Trees,WA3 6QX,SUPPLIER,GIA,0,Expense,876393474
DEFRA,DEFRA,15/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,AN EVIDENCE,RICARDO-A E A LTD,1003021176,42113,ED59323,OX11 0QR,SUPPLIER(1),,DEA10124,Expense,144024765
DEFRA,DEFRA,15/06/2017,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT SERVICE MANAGEMENT,CORE TECHNOLOGY SYSTEMS (UK) LTD,1003021166,37722.02,CONNECTIVITY HUB,E1 8DE,SUPPLIER(1),48709,0,Expense,787421792
DEFRA,DEFRA,15/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,FARMING SECTORS,UNIVERSITY OF READING,1003021235,32844.41,"The Long Term Housing, Maintenance and Scientific Curation of the National Fruit Collections FY 17/18. May 2017",RG6 6AH,Public Body,,DEA10105,Expense,
DEFRA,DEFRA,16/06/2017,EXP - PURCHASE OF G&S - ICT OUTSOURCING & MAINT/SUPPORT - IBM BASE SERVS CONTROL,Rural Payments Agency Info & Tech,IBM UNITED KINGDOM LTD,1003021318,644353.87,RURAL PAYMENT AGENCY JUNE 2017 : RPA,PO6 3AU,SUPPLIER,1159,0,Expense,
DEFRA,DEFRA,16/06/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT,"CLIMATE, NOISE, DATA & INFORMATION",DEPARTMENT OF ENERGY AND CLIMATE CHANGE,2003000782,453372,ZZ999 DECC- AD HOC INVOICES,SW1A 2HD,SUPPLIER,IGS,0,Expense,888848925
DEFRA,DEFRA,16/06/2017,EXP - PURCHASE OF GOODS/SERV - ICT OUTSOURC & MAINT/SUPP - SOFTWARE,KTR STRATEGY & PORTFOLIO,BRITISH GEOLOGICAL SURVEY,2003000787,207030,RENEWAL BGS,NG12 5GG,OGD,16465,0,Expense,
DEFRA,DEFRA,16/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,FARMING SECTORS,N I A B,1003021373,139917.1,QUARTERLY ENDED-LM0201  16/17,CB3 0LE,Public Body,,0,Expense,100132207
DEFRA,DEFRA,16/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNITED NATIONS ENVIRONMENT PROG,20000310,116361.33,2017 UK CONTRIBUTION TO THE TRUST FUND FOR THE AFRICAN-EURASIAN WATERBIRDS AGREEMENT. INVOICE NO. 40AWL UK.,100,CUSTOMER,,0,Expense,
DEFRA,DEFRA,16/06/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Rural Payments Agency Info & Tech,ACCENTURE PLC,1003021280,88919.58,ENVIRONMENT SUPPORT SERVCES,EC3M 3BD,Access to Work,49369,DEACSDM1,Expense,8888 00181
DEFRA,DEFRA,16/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE","DEPARTMENT FOR BUSINESS, INNOVATION & SKILLS",2003000783,39750,DELIVERY OF ABS ENFORCEMENT,SW1H 0ET,SUPPLIER,IGS,DEA10297,Expense,
DEFRA,DEFRA,16/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,THE NATIONAL ASSOCIATION FOR AONBS,1003021339,31533.25,GiA- Defra Funding Offer for National Parks & Areas of Outstanding Natural Beauty financial year 2017/18,GL7 4AD,SUPPLIER(1),GIA,0,Expense,
DEFRA,DEFRA,16/06/2017,Exp - Purchase Of Goods/Services - Consultancy,GROUP ICT - ENABLING TECHNOLOGY PROJECT,KPMG LLP,1003021285,30261.25,FINANCE AUDIT-LOA - KPMG,E15 5GL,SUPPLIER,ecm_49429,DEAUNI16,Expense,OC301540
DEFRA,DEFRA,16/06/2017,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT./SUPP - DESKTOP SERVS,IBM SERVICES - ADMIN COSTS,IBM UNITED KINGDOM LTD,1003021336,29744.38,VOLUMETRIC TRUE UP JANUARY 2017,GU1 2LD,SUPPLIER,10040,DE4SW000,Expense,
DEFRA,DEFRA,16/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,IPGRI BIOVERSITY INTERNATIONAL,20000308,25661.05,DEFRA PAYMENT. PROJECT 22-017 Q4 16-17 GRANT CLAIM. MUTUALLY SUPPORTIVE IMPLEMENTATION OF THE NAGOYA PROTOCOL PLANT TREATY,ITALY,SUPPLIER(1),,DEA10155,Expense,
DEFRA,DEFRA,19/06/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003021410,93986.42,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING: 03/06/2017,SL6 1DP,SUPPLIER,,0,Expense, GB618184140
