Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210462629,6197.21,R,AUTISM HAMPSHIRE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210463813,15661.20,R,AUTISM HAMPSHIRE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210463887,4473.92,R,COMMUNITY INTEGRATED CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210463889,6040.04,R,COMMUNITY INTEGRATED CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210463891,4473.92,R,COMMUNITY INTEGRATED CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,19.08.2014,2210490740,5426.86,R,COTTAGE  FARM
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,19.08.2014,2210490744,1351.60,R,COTTAGE  FARM
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,19.08.2014,2210490746,5426.86,R,COTTAGE  FARM
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,19.08.2014,2210490750,5426.86,R,COTTAGE  FARM
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464379,6761.41,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464381,6761.41,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464383,6761.41,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464385,6761.41,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464776,5176.38,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464786,5119.96,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,12.08.2014,2210479228,4160.82,R,EAST COURT
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210467788,5443.60,R,HAMPSHIRE AUTISTIC SOCIETY
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210466836,3164.17,R,HAZELGROVE & MARTINGROVE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210466840,3886.16,R,HAZELGROVE & MARTINGROVE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210466842,2646.78,R,HAZELGROVE & MARTINGROVE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210466844,3164.17,R,HAZELGROVE & MARTINGROVE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210466846,3172.23,R,HAZELGROVE & MARTINGROVE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210466848,3164.17,R,HAZELGROVE & MARTINGROVE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210466850,3164.17,R,HAZELGROVE & MARTINGROVE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210466852,3164.17,R,HAZELGROVE & MARTINGROVE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,01.08.2014,2210457970,11182.92,R,HOLLYBANK TRUST
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,27.08.2014,2210499368,11182.92,R,HOLLYBANK TRUST
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210468306,11192.86,R,HOLLYROOD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,19.08.2014,2210490693,5027.27,R,MACINTYRE CARE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,19.08.2014,2210490717,5027.27,R,MACINTYRE CARE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,19.08.2014,2210490724,5027.27,R,MACINTYRE CARE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,01.08.2014,2210458002,3824.78,R,MARION HOUSE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210466102,5129.88,R,MEATH HOME
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210468310,5630.53,R,PELDON OLD RECTORY
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464488,4258.16,R,SANCTUARY CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464490,4258.16,R,SANCTUARY CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464492,4258.16,R,SANCTUARY CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,05.08.2014,2210464494,4258.16,R,SANCTUARY CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,27.08.2014,2210500563,7231.99,R,SCOPE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,27.08.2014,2210500570,6998.70,R,SCOPE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,27.08.2014,2210500576,7231.99,R,SCOPE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,27.08.2014,2210500580,6998.70,R,SCOPE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,27.08.2014,2210500582,7231.99,R,SCOPE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,27.08.2014,2210500585,7231.99,R,SCOPE
Hampshire County Council,ADULT SERVICES,LD-Residential-New Forest,Payments to Voluntary bodies,18.08.2014,2210486308,11103.89,R,ST ELIZABETHS CENTRE
Hampshire County Council,ADULT SERVICES,LD-Respite Dalewood B'Stoke,Electricity,28.08.2014,1100227465,528.20,R,NPOWER
Hampshire County Council,ADULT SERVICES,LD-Rom&W'Side SS Unit-Nf-Non Del,Day To Day Maint - General,12.08.2014,3400137803,1297.64,R,SSE CONTRACTING LTD
Hampshire County Council,ADULT SERVICES,LD-Supp/Other Accomm-E&TV,Payments to Private Contractors,06.08.2014,2210471108,4500.27,R,FAIRWAYS CARE (UK) LTD
Hampshire County Council,ADULT SERVICES,LD-Supp/Other Accomm-E&TV,Payments to Private Contractors,19.08.2014,2210490242,630.00,R,JOHN & SHIRLEY WAUGH
Hampshire County Council,ADULT SERVICES,LD-Supp/Other New Forest,Payments to Private Contractors,01.08.2014,2210457963,1694.40,R,OLD BELLS
Hampshire County Council,ADULT SERVICES,LD-Supp/Other New Forest,Payments to Private Contractors,01.08.2014,2210457964,1750.88,R,OLD BELLS
Hampshire County Council,ADULT SERVICES,LD-Supp/Other New Forest,Payments to Private Contractors,27.08.2014,2210499522,1750.88,R,OLD BELLS
Hampshire County Council,ADULT SERVICES,M&S - Adults - Legal Fees,Legal Costs,01.08.2014,2210475785,1750.00,R,THIRTY NINE ESSEX STREET LLP
Hampshire County Council,ADULT SERVICES,M&S - Adults - Legal Fees,Legal Costs,01.08.2014,2210481511,1375.00,R,THIRTY NINE ESSEX STREET LLP
Hampshire County Council,ADULT SERVICES,M&S - H&S-Ad Res,Disability Aids and Equipment,15.08.2014,2210486366,759.90,R,ARJO LTD
Hampshire County Council,ADULT SERVICES,M&S Inhouse Decommissioning,Carbon Tax,05.08.2014,3400137661,1471.83,R,KIER BUILDING SERVICES ENGINEERS
Hampshire County Council,ADULT SERVICES,M&S Safeguarding & Dom Violence,Other Training Courses and Qualification,26.08.2014,2210498968,1785.00,R,Review Consulting Ltd
Hampshire County Council,ADULT SERVICES,M&S-Approved Mental Health Practitioner,Ad Hoc Internal Trading Expenditure,28.08.2014,2210501707,1300.00,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,M&S-Approved Mental Health Practitioner,Educational and Vocational Training,15.08.2014,2210485725,647.50,R,Telos Training Ltd
Hampshire County Council,ADULT SERVICES,M&S-Autism,"Author, Speaker and Lecturer Fees",04.08.2014,2210462092,600.00,R,UNIVERSITY OF PORTSMOUTH
Hampshire County Council,ADULT SERVICES,M&S-CAF revenue,Management Consultant Fees,04.08.2014,2210461327,912.00,R,CARERS TOGETHER
Hampshire County Council,ADULT SERVICES,M&S-Care at End of Life,Other Services,20.08.2014,2210503481,640.00,R,THE ROWANS HOSPICE
Hampshire County Council,ADULT SERVICES,M&S-Commissioning & Partnerships,Payments to Other Establishments,04.08.2014,2210460793,1806.00,R,CHOICES ADVOCACY
Hampshire County Council,ADULT SERVICES,M&S-Dementia,Educational and Vocational Training,05.08.2014,2210479043,650.00,R,Beeches HR Consultancy
Hampshire County Council,ADULT SERVICES,M&S-Dementia,Educational and Vocational Training,05.08.2014,2210479046,650.00,R,Beeches HR Consultancy
Hampshire County Council,ADULT SERVICES,M&S-Dementia,Educational and Vocational Training,13.08.2014,2210482208,600.00,R,THE DEMENTIA TRAINING COMPANY
Hampshire County Council,ADULT SERVICES,M&S-Dementia,Educational and Vocational Training,13.08.2014,2210482212,600.00,R,THE DEMENTIA TRAINING COMPANY
Hampshire County Council,ADULT SERVICES,M&S-Dementia,Educational and Vocational Training,13.08.2014,2210482225,600.00,R,THE DEMENTIA TRAINING COMPANY
Hampshire County Council,ADULT SERVICES,M&S-Dementia,Educational and Vocational Training,13.08.2014,2210484215,600.00,R,THE DEMENTIA TRAINING COMPANY
Hampshire County Council,ADULT SERVICES,M&S-Dementia,Educational and Vocational Training,13.08.2014,2210485757,600.00,R,THE DEMENTIA TRAINING COMPANY
Hampshire County Council,ADULT SERVICES,M&S-First Aid and Emergency Aid,Other Training Courses and Qualification,05.08.2014,2210475465,872.00,R,ST JOHN AMBULANCE ASSOCIATION
Hampshire County Council,ADULT SERVICES,M&S-First Aid and Emergency Aid,Other Training Courses and Qualification,05.08.2014,2210475465,576.00,R,ST JOHN AMBULANCE ASSOCIATION
Hampshire County Council,ADULT SERVICES,M&S-General Support-South East,Postage and Delivery,28.08.2014,2210501705,3000.00,R,NEOPOST LTD
Hampshire County Council,ADULT SERVICES,M&S-Governance Management Team,Hire of Accommodation and Facilities,18.08.2014,9400043879,1534.25,R,DAYBREAK FGC
Hampshire County Council,ADULT SERVICES,M&S-Head Of Performance Mgt,Disability Aids and Equipment,05.08.2014,2210472531,1136.90,R,EASY CARE SYSTEMS LTD
Hampshire County Council,ADULT SERVICES,M&S-Head Of Performance Mgt,Disability Aids and Equipment,19.08.2014,2210493929,734.00,R,Enableaid Limited
Hampshire County Council,ADULT SERVICES,M&S-Head Of Performance Mgt,Disability Aids and Equipment,19.08.2014,2210493935,534.00,R,Enableaid Limited
Hampshire County Council,ADULT SERVICES,M&S-Head Of Performance Mgt,Disability Aids and Equipment,26.08.2014,2210498592,514.00,R,Enableaid Limited
Hampshire County Council,ADULT SERVICES,M&S-Head Of Performance Mgt,Disability Aids and Equipment,01.08.2014,2210470947,664.00,R,THE HELPING HAND COMPANY (LEDBURY)
Hampshire County Council,ADULT SERVICES,M&S-Head Of Performance Mgt,Domestic and Cleaning Equipment,01.08.2014,2210471457,846.00,R,REWARD MANUFACTURING CO LTD
Hampshire County Council,ADULT SERVICES,M&S-Head Of Performance Mgt,Furniture,13.08.2014,2210482219,537.73,R,H C SLINGSBY PLC
Hampshire County Council,ADULT SERVICES,M&S-Head Of Performance Mgt,Hire of Transport for Re-Hire,13.08.2014,2210484326,740.00,R,LOCKS HEATH REMOVALS LTD
Hampshire County Council,ADULT SERVICES,M&S-Infection Control,Educational and Vocational Training,28.08.2014,2210502155,800.00,R,QUALITAS CARE TRAINING CONSULTANCY
Hampshire County Council,ADULT SERVICES,M&S-IT Equipment,Purchase of IT Equipment,27.08.2014,2210500661,925.00,R,FREEDOM OF SPEECH LTD
Hampshire County Council,ADULT SERVICES,M&S-LD Training,Educational and Vocational Training,01.08.2014,2210459455,500.00,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,M&S-LD-Development Fund,Grant Aid and Donations,22.08.2014,6500004152,13630.00,R,CHOICES ADVOCACY
Hampshire County Council,ADULT SERVICES,M&S-LD-Development Fund,Grant Aid and Donations,22.08.2014,6500004153,75843.90,R,CHOICES ADVOCACY
Hampshire County Council,ADULT SERVICES,M&S-Medication,Educational and Vocational Training,22.08.2014,2210497155,860.00,R,THE PRESCRIPTION TRAINING COMPANY L
Hampshire County Council,ADULT SERVICES,M&S-Medication,Educational and Vocational Training,22.08.2014,2210497156,1200.00,R,THE PRESCRIPTION TRAINING COMPANY L
Hampshire County Council,ADULT SERVICES,M&S-MH & Falls,Hire of Accommodation and Facilities,06.08.2014,2210471141,1140.00,R,NYS CORPORATE LTD
Hampshire County Council,ADULT SERVICES,M&S-Partnerships (Training),Catering,11.08.2014,2210478602,546.25,R,SNACKATTACK
Hampshire County Council,ADULT SERVICES,M&S-Partnerships (Training),Hire of Accommodation and Facilities,08.08.2014,2210475485,1140.00,R,NYS CORPORATE LTD
Hampshire County Council,ADULT SERVICES,M&S-Safeguarding (Training),Hired and Contracted Services,01.08.2014,2210481353,765.00,R,MAKING CONNECTIONS
Hampshire County Council,ADULT SERVICES,M&S-Safeguarding (Training),Hired and Contracted Services,09.08.2014,2210497259,660.00,R,MAKING CONNECTIONS
Hampshire County Council,ADULT SERVICES,M&S-V.S Activities,Rent,06.08.2014,2210475179,2500.00,R,HART VOLUNTARY ACTION LTD
Hampshire County Council,ADULT SERVICES,Meals on Wheels-P-Test Valley NE Communi,Grounds Maintenance Contracts,11.08.2014,3400137764,2240.36,R,WEST END ROOFING & CONSTRUCTION LTD
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres Basingstoke,Payments to Voluntary bodies,18.08.2014,9400043768,15342.02,R,MCCH SOCIETY LIMITED
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres Fareham & Gospo,Payments to Voluntary bodies,18.08.2014,9400043770,19177.42,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres Hart & Rushmoor,Payments to Voluntary bodies,18.08.2014,9400043767,15071.16,R,MCCH SOCIETY LIMITED
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres Havant & EastHa,Payments to Voluntary bodies,18.08.2014,9400043771,19177.57,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres New Forest,Payments to Voluntary bodies,19.08.2014,9400044130,19172.52,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres New Forest,Payments to Voluntary bodies,19.08.2014,9400044130,19172.52,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres New Forest,Payments to Voluntary bodies,19.08.2014,9400044130,19172.52,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres New Forest,Payments to Voluntary bodies,19.08.2014,9400044130,684.73,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres New Forest,Payments to Voluntary bodies,19.08.2014,9400044130,19172.52,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres New Forest,Payments to Voluntary bodies,19.08.2014,9400044130,19172.52,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres New Forest,Payments to Voluntary bodies,19.08.2014,9400044130,19172.52,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres New Forest,Payments to Voluntary bodies,19.08.2014,9400044130,19172.52,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Day-Wellbeing Centres New Forest,Payments to Voluntary bodies,19.08.2014,9400044130,19172.52,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,"MH-Day-Wellbeing Centres TV, Winch, East",Payments to Voluntary bodies,18.08.2014,9400043769,33748.98,R,ANDOVER MIND
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Health Authorities,18.08.2014,2210486190,1328.00,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,12.08.2014,2210479599,882.57,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,12.08.2014,2210479541,806.93,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,12.08.2014,2210479632,1342.92,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,11.08.2014,2210478232,1461.96,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,12.08.2014,2210479593,1319.98,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,12.08.2014,2210479636,1635.56,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,12.08.2014,2210479590,2114.51,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,12.08.2014,2210479618,863.04,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,12.08.2014,2210479656,2012.73,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,28.08.2014,2210500918,1822.80,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Private Contractors,12.08.2014,2210479540,1580.07,R,RUTH PANKHURST
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Voluntary bodies,08.08.2014,2210475552,1127.52,R,DOMICILIARY CARE - WATERLOOVILLE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-East,Payments to Voluntary bodies,18.08.2014,9400043568,1084.99,R,THE YOU TRUST
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North,Payments to Voluntary bodies,07.08.2014,2210475023,1015.00,R,ROYAL MENCAP SOCIETY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North,Payments to Voluntary bodies,07.08.2014,2210473128,774.92,R,SCA COMMUNITY CARE SERVICES LTD
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,22.08.2014,2210495446,1282.68,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,22.08.2014,2210495449,1710.24,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,22.08.2014,2210495453,610.80,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,22.08.2014,2210495720,1710.24,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,22.08.2014,2210495734,1710.24,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,22.08.2014,2210495753,1496.52,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,22.08.2014,2210496750,1221.60,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,28.08.2014,2210500875,1860.00,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,29.08.2014,2210502625,1710.24,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,29.08.2014,2210502633,1710.24,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,29.08.2014,2210502653,1710.24,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-North East,Payments to Private Contractors,29.08.2014,2210502956,1260.00,R,ALEXANDERS CARE & SUPPORT AGENCY
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471129,2026.00,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471689,1550.20,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471693,1231.40,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471698,1227.40,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471703,2360.00,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471711,2007.40,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471724,2031.40,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471735,2360.00,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471737,2360.00,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,06.08.2014,2210471742,2360.00,R,2 CARE
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,12.08.2014,2210479625,2129.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,05.08.2014,2210469274,509.43,R,KIVERNELL CARE LTD
Hampshire County Council,ADULT SERVICES,MH-Dom Care-West,Payments to Private Contractors,12.08.2014,2210479615,1115.07,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Independ Living-North,Adult Social Care - Direct Payments,19.08.2014,2210488481,705.21,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Independent Living - North East,Adult Social Care - Direct Payments,19.08.2014,2210488128,1137.30,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Independent Living - North East,Adult Social Care - Direct Payments,19.08.2014,2210489132,786.86,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Independent Living - North East,Adult Social Care - Direct Payments,19.08.2014,2210489547,1203.47,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Independent Living-East,Adult Social Care - Direct Payments,19.08.2014,2210488743,1737.67,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Independent Living-West,Adult Social Care - Direct Payments,19.08.2014,2210487918,738.30,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Independent Living-West,Adult Social Care - Direct Payments,19.08.2014,2210488492,658.20,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Knowle Closure,Payments to Private Contractors,05.08.2014,2210465751,1851.63,R,CHESTERHOLM LODGE
Hampshire County Council,ADULT SERVICES,MH-Knowle Closure,Payments to Voluntary bodies,05.08.2014,2210463802,1723.60,R,WARNFORD HOUSE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-East,Payments to Private Contractors,05.08.2014,2210463746,4207.32,R,BONHOMIE HOUSE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-East,Payments to Private Contractors,05.08.2014,2210463753,2214.33,R,BONHOMIE HOUSE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-East,Payments to Private Contractors,05.08.2014,2210464766,2125.98,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-East,Payments to Private Contractors,05.08.2014,2210464878,2154.81,R,RANVILLES NURSING/RESIDENTIAL
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-East,Payments to Private Contractors,05.08.2014,2210464887,2759.00,R,RANVILLES NURSING/RESIDENTIAL
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North,Payments to Private Contractors,05.08.2014,2210463740,1705.00,R,BONHOMIE HOUSE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North,Payments to Private Contractors,05.08.2014,2210464741,2067.39,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North,Payments to Private Contractors,29.08.2014,2210503045,4384.33,R,MARNEL LODGE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North East,Payments to Private Contractors,05.08.2014,2210465148,4015.43,R,CREST HOUSE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North East,Payments to Private Contractors,05.08.2014,2210465231,1882.32,R,CREST LODGE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North East,Payments to Private Contractors,05.08.2014,2210465232,3302.87,R,CREST LODGE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North East,Payments to Private Contractors,05.08.2014,2210465233,4207.14,R,CREST LODGE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North East,Payments to Private Contractors,05.08.2014,2210465234,4207.14,R,CREST LODGE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North East,Payments to Private Contractors,11.08.2014,2210478356,10585.38,R,CREST LODGE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-North East,Payments to Private Contractors,05.08.2014,2210464297,2098.70,R,MARWA NURSING HOME
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-West,Payments to Private Contractors,05.08.2014,2210463718,2191.70,R,BIRCHY HILL NURSING HOME
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-West,Payments to Private Contractors,05.08.2014,2210463754,2435.98,R,BONHOMIE HOUSE
Hampshire County Council,ADULT SERVICES,MH-Nursing Care-West,Payments to Private Contractors,05.08.2014,2210464233,779.96,R,MAYPOLE NURSING HOME
Hampshire County Council,ADULT SERVICES,MH-Other Care (P)-W/A,Payments to Voluntary bodies,18.08.2014,9400043932,7994.80,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Other Care (P)-W/A,Payments to Voluntary bodies,18.08.2014,9400043932,7994.80,R,SOLENT MIND
Hampshire County Council,ADULT SERVICES,MH-Other Care (P)-W/A,Payments to Voluntary bodies,18.08.2014,9400043932,7994.80,R,SOLENT MIND
