DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011701032,566.75,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011701203,558.8,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011701203,545.3,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011701203,543.35,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011701092,521.45,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011701092,521.2,BUSINESS TRAVEL WEEK 40,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011701092,517.5,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701240,498,BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 55,REDFERN TRAVEL LTD,1011701032,491,BUSINESS TRAVEL WEEK 39,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011701203,488,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Legal Branch A & Investigations,REDFERN TRAVEL LTD,1011701032,461.99,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011701092,446.35,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Internal Audit,REDFERN TRAVEL LTD,1011701092,437,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011701032,415.75,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 56,REDFERN TRAVEL LTD,1011701092,409.6,BUSINESS TRAVEL WEEK 40,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Procurement,REDFERN TRAVEL LTD,1011701203,402.4,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011701092,401.4,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011701203,400.09,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011701032,393.8,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701240,391,FHRS DRIVE EXPANSION,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Animal Feed Branch,REDFERN TRAVEL LTD,1011701092,388,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 32,REDFERN TRAVEL LTD,1011701203,387.4,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Animal Feed     ,REDFERN TRAVEL LTD,1011701203,385,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701240,381.2,ADOBE ACROBAT STD,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Comms Directors Office,REDFERN TRAVEL LTD,1011701092,374.4,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011701203,374.35,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 57,REDFERN TRAVEL LTD,1011701032,374.3,BUSINESS TRAVEL WEEK 39,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Non Meat Field Ops,REDFERN TRAVEL LTD,1011701092,364.93,BUSINESS TRAVEL WEEK 40,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Microbiological Food Safety Branch,REDFERN TRAVEL LTD,1011701032,360.35,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011701203,355.14,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Contaminants Policy & Strategy Unit,REDFERN TRAVEL LTD,1011701032,354,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Contaminants Policy & Strategy Unit,REDFERN TRAVEL LTD,1011701203,352.15,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011701092,338.59,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Food Hygiene Policy Branch,REDFERN TRAVEL LTD,1011701203,338,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011701032,337.65,BUSINESS TRAVEL WEEK 39,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011701032,336.98,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Contaminants HoD,REDFERN TRAVEL LTD,1011701203,329.75,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 56,REDFERN TRAVEL LTD,1011701032,323.1,BUSINESS TRAVEL WEEK 39,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011701092,310.2,BUSINESS TRAVEL WEEK 40,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701240,306.2,ADOBE ACROBAT PRO,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Contaminants HoD,REDFERN TRAVEL LTD,1011701032,300.5,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Animal Feed Branch,REDFERN TRAVEL LTD,1011701032,288.21,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulatory & International,REDFERN TRAVEL LTD,1011701092,288.2,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Security & Estates,REDFERN TRAVEL LTD,1011701092,285,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011701032,283.42,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 42,REDFERN TRAVEL LTD,1011701092,279.3,BUSINESS TRAVEL WEEK 40,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011701203,271.5,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Food Hygiene Policy Branch,REDFERN TRAVEL LTD,1011701092,264.36,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Animal Feed     ,REDFERN TRAVEL LTD,1011701092,258.6,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011701032,258.23,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011701032,257.6,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Chief Scientist,REDFERN TRAVEL LTD,1011701092,244.82,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011701032,244.79,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011701032,244,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011701032,244,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 66,REDFERN TRAVEL LTD,1011701203,243.15,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 57,REDFERN TRAVEL LTD,1011701203,241.3,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011701092,240.8,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011701092,235.6,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Service Delivery,REDFERN TRAVEL LTD,1011701032,233.8,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701240,231.5,BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Directorate Support Unit,REDFERN TRAVEL LTD,1011701203,229.5,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011701032,227,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 51,REDFERN TRAVEL LTD,1011701203,227,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 63,REDFERN TRAVEL LTD,1011701203,225,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 53,REDFERN TRAVEL LTD,1011701092,224.7,BUSINESS TRAVEL WEEK 40,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 3 North West England - Cluster 32,REDFERN TRAVEL LTD,1011701203,224.5,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Procurement,REDFERN TRAVEL LTD,1011701203,221.95,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Imports & Exports Team (Admin),REDFERN TRAVEL LTD,1011701092,220.8,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701240,217,BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 62,REDFERN TRAVEL LTD,1011701203,216.3,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Investigations,REDFERN TRAVEL LTD,1011701203,214.5,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 2 Wales - Cluster 22,REDFERN TRAVEL LTD,1011701032,213.1,BUSINESS TRAVEL WEEK 39,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chair & Deputy Chair,REDFERN TRAVEL LTD,1011701203,212.15,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Crime Unit - Prog,REDFERN TRAVEL LTD,1011701092,204.2,BUSINESS TRAVEL WEEK 40,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Contaminants HoD,REDFERN TRAVEL LTD,1011701203,204,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011701092,203.4,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 41,REDFERN TRAVEL LTD,1011701032,202.85,BUSINESS TRAVEL WEEK 39,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 42,REDFERN TRAVEL LTD,1011701203,202.65,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Analysis & Research Branch,REDFERN TRAVEL LTD,1011701032,201.3,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701240,198,BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Procurement,REDFERN TRAVEL LTD,1011701092,197.5,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 41,REDFERN TRAVEL LTD,1011701092,197.2,BUSINESS TRAVEL WEEK 40,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 57,REDFERN TRAVEL LTD,1011701032,191.88,BUSINESS TRAVEL WEEK 39,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-12,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Security & Estates,REDFERN TRAVEL LTD,1011701092,190.88,BUSINESS TRAVEL WEEK 40,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011701203,190,BUSINESS TRAVEL WEEK 42,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701240,190,BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701240,190,FSABAU-16067 BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Comms Directors Office,REDFERN TRAVEL LTD,1011701032,185.2,BUSINESS TRAVEL WEEK 39,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-10-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 54,REDFERN TRAVEL LTD,1011701203,182.95,BUSINESS TRAVEL WEEK 42,BD1 5HQ,PROGRAMME
