OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Fire Protection,14041397,178801,A & E Fire Equipment Limited,C1107-CAH015,Building Works,11/03/2016,1170.22
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Fire Protection,14041355,179612,A & E Fire Equipment Limited,C1107-CAH015,Building Works,11/03/2016,1369.53
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14043278,181166,A & E Fire Equipment Limited,R2004-FIE040,R & M of Build Programmed,18/03/2016,900.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14043276,181276,A & E Fire Equipment Limited,R2004-FIE040,R & M of Build Programmed,18/03/2016,2504.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14043277,181279,A & E Fire Equipment Limited,R2004-FIE040,R & M of Build Programmed,18/03/2016,1316.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,14043265,181614,A & E Fire Equipment Limited,R2008-CUL113,R & M of Build - Reactive Repairs,18/03/2016,642.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,14043267,181616,A & E Fire Equipment Limited,R2008-CUL112,R & M of Build - Reactive Repairs,18/03/2016,798.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14043205,181959,A & E Fire Equipment Limited,R2042-HRA100,R & M of Build Fire Systems,11/03/2016,1063.19
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Development,14031462,25517723-15,ADT Fire & Security plc,C1100-CAP121,Construction,07/03/2016,780.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Scooter Stores,14042801,30609,Allhands Limited T/A Harrold Jones Services,C1107-CAH037,Building Works,04/03/2016,4410.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Scooter Stores,14042802,30610,Allhands Limited T/A Harrold Jones Services,C1107-CAH037,Building Works,04/03/2016,2223.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14042927,64691,Alpha Colour Printers Limited,R4300-LTC001,Printing - Services,04/03/2016,1239.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Housing Benefit Administration,14042927,64691,Alpha Colour Printers Limited,R4300-HBA001,Printing - Services,04/03/2016,1264.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,NNDR Collection,14043408,64971,Alpha Colour Printers Limited,R4300-LTC011,Printing - Services,18/03/2016,759.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Individual Electoral Registration,14042888,28753,Alpha Response Print & Mail Limited,R4401-ELE010,Services - Fees and Charges,18/03/2016,741.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development Control - Applications,14043232,11893,Artful Limited,R4300-DEV001,Printing - Services,18/03/2016,2289.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14043432,11902,Artful Limited,R4317-LTC001,Non Staff Advertising,18/03/2016,644.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Partnership,14043743,14902,Artworks Design Consultants (Cheltenham) Limited,R4300-HLD130,Printing - Services,31/03/2016,1365.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Partnership,14043744,14904,Artworks Design Consultants (Cheltenham) Limited,R4300-HLD130,Printing - Services,31/03/2016,1000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14043358,16748,Astam GBC Consultancy Limited,R2004-REC111,R & M of Build Programmed,31/03/2016,1250.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Garage Sites 2a,14042867,27304/ME/ab,Baily Garner LLP,C1107-CAH052,Building Works,18/03/2016,2026.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,External Improvements,14043042,62831,BIP Solutions Limited,C1107-CAH003,Building Works,04/03/2016,1500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Partnership,14043404,160227-048,Blackadder Media Limited,R4411-HLD130,Consultancy Fees,18/03/2016,4290.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,NNDR Collection,14043354,162855,Bristow & Sutor,R4406-LTC011,Bailiffs Fees,18/03/2016,739.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,NNDR Collection,14043354,162855,Bristow & Sutor,R4406-LTC011,Bailiffs Fees,18/03/2016,-739.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14043353,162945,Bristow & Sutor,R4406-LTC001,Bailiffs Fees,18/03/2016,1769.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14043353,162945,Bristow & Sutor,R4406-LTC001,Bailiffs Fees,18/03/2016,-1769.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14043497,Q010 LV,BT (Business Billing - Durham),R4515-HRA110,Comms - Telephone Call Charges,31/03/2016,1568.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14043725,Q010 MD,BT (Business Billing - Durham),R4514-HRA110,Comms - Telephone Rental/Service Charges,31/03/2016,1981.77
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,External Improvements,14042933,6781,C &  R Decorating and Maintenance Limited,C1107-CAH003,Building Works,04/03/2016,5471.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14043620,2012-89,Cheltenham West End Partnership Limited,R6280-GBD001,Grants,24/03/2016,1300.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Accountancy,14043555,3115293,CIPFA Business Limited,R1652-SUP009,Training Fees (External),31/03/2016,540.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14043587,3117161,CIPFA Business Limited,R4701-LTC001,Subscriptions,24/03/2016,2233.65
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Housing Benefit Administration,14043587,3117161,CIPFA Business Limited,R4701-HBA001,Subscriptions,24/03/2016,1121.35
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cash Receipting System,14042727,C/IC140433,Civica UK Limited,C4005-CAP012,Computer Software,29/03/2016,40546.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cash Receipting System,14043163,C/IC141316,Civica UK Limited,C4005-CAP012,Computer Software,24/03/2016,125326.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Revenues & Benefits Overheads,14043418,C/RB141673,Civica UK Limited,R4534-LTC101,IT - Maint Agreements,24/03/2016,18572.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14043373,557463,Comensura Limited,R1100-CCM001,Agency Staff,11/03/2016,1230.41
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14043495,558054,Comensura Limited,R1100-CCM001,Agency Staff,24/03/2016,1905.44
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Accountancy,14043556,106190,Corpstar Investments Limited T/A Logotech Systems,R4400-SUP009,Services - Professional Fees,31/03/2016,2100.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Crematorium Scheme: New Build,14043038,9014698,Cotswold Archaeology,C1005-CAP601,Surveyors Fees,04/03/2016,3700.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Household Waste,14042419,3003351,Craemer UK Limited,R4000-WST001,Equipment Purchase,04/03/2016,1480.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Tourist/Visitor Information Centre,14043158,INV-0251,Creative Tourist Limited,R4400-TOU002,Services - Professional Fees,04/03/2016,5625.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Tourist/Visitor Information Centre,14043749,INV-0260,Creative Tourist Limited,R4400-TOU002,Services - Professional Fees,31/03/2016,5625.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,External Improvements,14043019,4056,Curtins Consulting Limited,C1107-CAH003,Building Works,04/03/2016,2487.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Allotments,14043037,930,D A Jones Landscapes,R2075-OPS004,Grounds Maintenance - Contract,11/03/2016,503.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14043645,932,D A Jones Landscapes,R2706-OPS001,Cleaning - reactive,31/03/2016,1810.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Civic Pride - Creative Hub,14043403,381,David Mackie,C1100-CAP154,Construction,18/03/2016,2298.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Development,14042946,16,Deborah Jeremiah,R6280-COM001,Grants,11/03/2016,750.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Development,14043574,290216,Deborah Jeremiah,R4401-COM001,Services - Fees and Charges,24/03/2016,1025.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Art,14043469,Chelt002,Diana Hatton Consultancy,R4400-PUB101,Services - Professional Fees,18/03/2016,1250.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Licensing,14042896,A04753,Disclosure & Barring Service,R9240-REG002,Sale of purchased goods,24/03/2016,792.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Licensing,14043576,A07815,Disclosure & Barring Service,R1601-REG002,CRB Police Checks,31/03/2016,572.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,14043700,39918,Dorma UK Limited,R2047-ADB101,R & M of Build Door Entry Keys,31/03/2016,521.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14043151,28914,DPDS Regional Limited - DPDS Consulting Group,R4401-PLP101,Services - Fees and Charges,04/03/2016,3500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street R&M,14043359,446270,DTZ DTL Limited,R2001-CPK101,R & M of Fix & Fit - General,18/03/2016,20000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Park Play Area,14043753,Valuation2,Eibe Play Ltd,C4000-CAP125,Acquisition of Equipment,31/03/2016,68085.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14043617,301267/2/2016,Ener-G Combined Power (South) Limited,R2100-REC111,Electricity,24/03/2016,2793.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Neighbourhood works,14043044,WM006778,English Landscapes Limited t/a The Landscape Group,C1107-CAH005,Building Works,04/03/2016,60276.21
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Neighbourhood works,14043718,WM006878,English Landscapes Limited t/a The Landscape Group,C1107-CAH005,Building Works,31/03/2016,14281.54
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Garage Improvements,14043717,WN006879,English Landscapes Limited t/a The Landscape Group,C1107-CAH008,Building Works,31/03/2016,24918.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sustainability Measures,14043628,1285,Evolve Home Energy Solutions Limited,C1107-CAH032,Building Works,24/03/2016,562.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14043728,8058,F T Leisure Limited,R2083-REC111,R&M of Build - Routine,31/03/2016,1200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Trade Waste,14042586,SINV-091576,Gelpack Excelsior Limited,R4000-TRW001,Equipment Purchase,18/03/2016,2248.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,External Improvements,14043055,1028,GL Property Maintenance Limited,C1107-CAH003,Building Works,04/03/2016,1154.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Leaflet,14043637,COUNCIL TAX LEAFLET CREDIT DISTRIBUTION,Gloucester City Council,R9100-LTC003,Contributions - County Council,24/03/2016,6103.92
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Private Sector Housing Grants,14043496,1800391476,Gloucestershire County Council,R6280-PSH001,Grants,24/03/2016,7975.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pensions Backfunding,14043494,800006411,GLOUCESTERSHIRE COUNTY COUNCIL (LGPS ONLY),R1301-SUP038,Enhanced Pension,24/03/2016,16821.22
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Homelessness,14043468,210116,Gloucestershire Nightstop,R6280-HOM001,Grants,18/03/2016,5000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14043752,10013518,Goldingham Contracts Limited,R2075-CCM001,Grounds Maintenance - Contract,31/03/2016,572.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14043566,7476,Gooch Group Limited (Cleaning not Products),R2083-HRA100,R&M of Build - Routine,31/03/2016,618.14
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Building Control - Fee Earning Work,14043652,0224/16,Graham Harper Associates Limited,R1100-BUC001,Agency Staff,31/03/2016,2214.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Building Control - Fee Earning Work,14043653,0225/16,Graham Harper Associates Limited,R1100-BUC001,Agency Staff,31/03/2016,3565.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Building Control - Fee Earning Work,14043654,0226/16,Graham Harper Associates Limited,R1100-BUC001,Agency Staff,31/03/2016,3309.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Accountancy,14043783,8487865,Grant Thornton UK LLP,R4411-SUP009,Consultancy Fees,31/03/2016,550.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14043197,3188,Greenway Partnership Limited T/A GPL Building Services,R2700-REC111,Contract Cleaning,18/03/2016,550.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14043201,3190,Greenway Partnership Limited T/A GPL Building Services,R2077-REC111,R&M of Build - internal structures,18/03/2016,768.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Flood Risk Management,14043758,43384,Halcrow Group Limited,R5001-FRM101,TPP - Major External Contractors,31/03/2016,1567.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Flood Risk Management,14043757,43385,Halcrow Group Limited,R5001-FRM101,TPP - Major External Contractors,31/03/2016,3425.19
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development Control - Applications,14043423,50040435,Haymarket Publishing Services Limited,R4701-DEV001,Subscriptions,18/03/2016,1159.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development Control - Applications,14042862,50042303,Haymarket Publishing Services Limited,R4701-DEV001,Subscriptions,24/03/2016,849.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,14043339,NEWP1391/1,HCL Safety Limited,R2077-ADB101,R&M of Build - internal structures,18/03/2016,4120.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14043072,SIAL/00018985,Herefordshire Housing Limited,R4445-HRA110,Communal Alarms - Monitoring & Maintenance,04/03/2016,543.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14043081,SIAL/00019016,Herefordshire Housing Limited,R4445-HRA110,Communal Alarms - Monitoring & Maintenance,04/03/2016,514.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14043087,SIAL/00019031,Herefordshire Housing Limited,R4445-HRA110,Communal Alarms - Monitoring & Maintenance,04/03/2016,5773.14
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,General Fund Balance Sheet,14043388,CISDEDUCTIONS0602-050316,HMRC (CBC - CIS),B6220-BAL100,CIS Deductions Control (reallocated),14/03/2016,3039.14
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Green Waste,14043567,22085,Hoge 100 Business Systems Limited,R4535-RYC002,IT - Licences,31/03/2016,3761.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14043442,150255AA11,Ian Williams Limited,R2060-HRA100,R & M of Build Cyclical Painting Communal Areas,24/03/2016,25812.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Built Environment,14043737,104412,Idox Software Limited,R4534-SUP040,IT - Maint Agreements,31/03/2016,57563.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14042736,31107,Imperial Civil Enforcement Solutions Limited,R4534-CPK001,IT - Maint Agreements,18/03/2016,4333.46
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14043680,8058,Inprova Group Limited,C1107-CAH017,Building Works,31/03/2016,6000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Licensing,14043599,25556,Intelligent Data Systems (UK) Limited,R4400-REG002,Services - Professional Fees,31/03/2016,510.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,High Street Public Realm Improvements,14043487,17078,IOTA Garden and Home Limited,C1102-CAP205,Landscaping,31/03/2016,14584.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Garage Sites 2a,14043306,4,J Harper & Sons (Leominster) Limited,C1107-CAH052,Building Works,11/03/2016,123066.41
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14043746,16/004,J P North (Farmer),R2071-OPS002,Open Spaces and Grassed Areas,31/03/2016,750.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14043786,5246,J Preece and Sons,R2071-CCM001,Open Spaces and Grassed Areas,31/03/2016,725.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Press & PR/Communications,14043206,34283,Jadu Limited,R4531-SUP018,IT - Purchase of Software,11/03/2016,6800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14043394,93,Jim Claydon - Planner,R4400-PLP101,Services - Professional Fees,18/03/2016,678.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14043392,94,Jim Claydon - Planner,R4400-PLP101,Services - Professional Fees,18/03/2016,678.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14043553,INV-0279,JS Security Limited,R4401-ADB103,Services - Fees and Charges,31/03/2016,609.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14043427,360918 040216,Kings Chambers,R4400-PLP101,Services - Professional Fees,18/03/2016,5000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Waste & Recycling - Marketing,14042861,60689178,Local World Limited (was Northcliffe Media),R4317-RYC007,Non Staff Advertising,11/03/2016,1527.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Fire Protection,14043040,213,M J Loveridge Limited,C1107-CAH015,Building Works,04/03/2016,3400.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14043296,10693,Massie Electrics Limited,R2062-REC111,R & M of Build Cyclical Electrical Remedials,18/03/2016,1228.94
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,14043230,11793,Maylarch Environmental Limited,R2013-ADB101,R & M of Build Asbestos,04/03/2016,2547.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14043340,REDACTED,Mears Home Improvements (Client Account),C1107-CAH028,Building Works,18/03/2016,8350.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14043167,REDACTED,Mears Home Improvements (Client Account),C5000-CAP221,Grants,04/03/2016,2687.14
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,ICT,14026980,500068778,MessageLabs Limited T/A Symantec,R4531-SUP005,IT - Purchase of Software,07/03/2016,7560.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,14043492,5070558,Mishcon de Reya,R4420-COR006,Legal Expenses And Court Costs,24/03/2016,2500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Civic Pride - Creative Hub,14042606,CBC_0003,Monument Geomatics Limited,C1005-CAP154,Surveyors Fees,18/03/2016,1595.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,14043249,1086A,Moore DM Limited,R2004-CUL112,R & M of Build Programmed,11/03/2016,1260.00
