_id,OA Code,Multiple Deprivation Measure Rank,Income Domain Score,Income Domain Rank,Employment Domain Score (18-59/64 years),Employment Domain Rank (18-59/64 years),Crime and Disorder Domain Rank,Proximity to Services Domain Rank,Travel time to a GP premises (minutes),Travel time to an Accident and Emergency hospital (minutes),Travel time to a dentist (minutes),Travel time to a pharmacist (minutes),Travel time to an optician (minutes),Travel time to Job Centre or Jobs & Benefits Off (mins),Travel time to a Post Office (minutes),Travel time to a supermarket / food store (minutes),Travel time to a large service centre (minutes),Travel time to a Council Leisure Centre or sports fac (mins),Travel time to financial services (minutes),Travel time to other general services (minutes),Population Estimate (NIMDM 2010)
2659,95MM020005,4121,0.11,3781,0.08,3625,2803,2541,1.42,5.18,3.1,1.42,1.42,5.36,1.42,1.42,5.91,1.19,1.42,1.76,435
2660,95MM020006,4297,0.09,4040,0.1,3204,4417,2747,1.35,4.96,2.84,1.35,1.35,5.13,1.35,1.35,5.61,1.01,1.21,1.73,320
2661,95MM020007,3340,0.21,2539,0.13,2346,3856,3497,0.96,4.88,2.37,0.96,0.96,5,0.96,0.87,5.38,0.46,0.87,1.47,325
2662,95MM020008,3651,0.14,3330,0.12,2618,2222,3576,1.23,4.39,1.95,1.23,1.23,4.51,1.23,0.79,4.74,1.05,0.51,1.35,360
2663,95MM020009,1046,0.44,913,0.22,705,1750,3624,0.82,6.88,2.05,0.82,0.82,5.55,0.82,0.51,6.88,1.2,0.51,1.13,310
2664,95MM020010,1131,0.49,695,0.23,622,3280,3322,1.06,6.65,1.71,1.06,1.06,5.21,1.06,0.8,6.55,1.44,0.8,1.23,290
2665,95MM030001,1506,0.36,1356,0.13,2263,2188,195,5.48,16.91,12.82,5.48,5.48,17.4,5.48,5.58,20.3,13.57,5.48,5.28,540
2666,95MM030002,2169,0.25,2144,0.14,2083,4768,174,7.56,21.31,16.26,7.56,7.56,21.68,1.75,1.75,24.29,16.67,4.87,4.65,405
2667,95MM030003,2397,0.16,3082,0.1,3039,4887,62,9,23.25,16.94,9,9.83,23.58,3.48,3.48,26.31,17.15,4.76,6.03,510
2668,95MM030004,2404,0.17,2987,0.13,2206,3910,246,5.26,18.47,14.63,5.26,5.26,18.92,3.57,3.57,21.65,15.3,5.24,4.32,455
2669,95MM030005,2342,0.17,3012,0.13,2191,4990,167,5.5,23.7,13.86,5.5,10.25,24.13,4.87,3.03,26.87,14.08,3.03,5.6,445
2670,95MM030006,2160,0.23,2309,0.12,2531,4971,72,6.97,19.69,20,6.88,6.97,19.93,3.99,3.99,22.45,20.53,5.68,5.71,430
2671,95MM030007,1870,0.25,2143,0.16,1643,4037,382,5.69,12.4,14.63,4.18,5.69,12.58,5.69,4.18,15.26,14.22,4.18,3.96,435
2672,95MM040001,476,0.64,241,0.28,290,1667,4261,1.55,8.46,1.58,0.66,0.98,1.58,0.98,0.16,3.01,1.26,0.16,0.63,235
2673,95MM040002,1359,0.34,1481,0.2,962,2006,4611,0.75,7.64,0.75,0.74,0.9,0.75,0.9,0.36,2.42,0.77,0.24,0.41,375
2674,95MM040003,1395,0.37,1308,0.21,871,2296,4471,1.04,8.09,1.04,0.38,1.23,1.04,0.83,0.19,2.83,0.83,0.38,0.66,335
2675,95MM040004,1951,0.28,1889,0.16,1603,2748,4269,1.11,7.93,1.2,0.74,1.04,1.2,1.04,0.44,2.54,1.11,0.44,0.71,365
2676,95MM040005,497,0.6,331,0.26,417,4694,4046,1.86,8.7,1.96,0.72,0.72,1.96,0.72,0.42,3.19,0.88,0.42,0.79,370
2677,95MM040006,1272,0.35,1406,0.2,884,4369,4217,1.79,8.45,1.95,0.43,0.43,1.95,0.43,0.43,2.94,0.85,0.43,0.81,355
2678,95MM040007,441,0.56,443,0.29,261,1216,4322,1.36,8.54,1.36,0.17,1.58,1.36,0.84,0.17,3.27,0.99,0.17,0.86,320
2679,95MM050001,442,0.56,421,0.25,459,1492,3794,0.52,6.85,1.19,1.19,1.36,3.05,1.36,0.87,1.74,1.01,0.87,1.23,345
2680,95MM050002,37,0.94,12,0.36,81,1173,2938,0.3,7.3,1.69,1.69,1.74,3.6,1.74,1.34,2.24,1.44,1.34,1.66,345
2681,95MM050003,175,0.7,147,0.32,146,2777,4685,0.85,6.69,0.85,0.81,0.85,1.29,0.81,0.18,1.28,0.76,0.18,0.52,285
2682,95MM050004,783,0.44,909,0.24,500,2857,4242,1.44,7.38,1.45,0.68,0.68,1.88,0.68,0.68,1.95,0.21,0.68,0.91,365
2683,95MM050005,1516,0.26,2058,0.15,1868,4383,4541,1.13,6.85,0.93,0.93,0.93,1.54,0.93,0.28,1.42,0.5,0.28,0.61,230
2684,95MM050006,321,0.67,183,0.22,696,2349,4172,0.97,6.74,0.94,0.94,1.03,2.48,1.03,0.78,1.45,0.53,0.78,0.86,320
2685,95MM050007,458,0.59,370,0.23,602,2801,4724,0.91,6.13,0.41,0.41,0.49,2.22,0.49,0.41,0.91,0.97,0.45,0.6,255
2686,95MM050008,177,0.79,59,0.3,182,2732,3323,0.47,7.58,1.74,1.21,1.21,3.29,1.21,1.21,2.28,1.09,1.21,1.59,330
2687,95MM060001,971,0.45,869,0.21,799,752,2669,1.47,8.03,2.85,1.23,1.47,5.82,1.23,0.81,7.4,3.03,0.43,1.51,450
2688,95MM060002,3428,0.18,2776,0.11,2901,3814,2338,1.84,8.1,3.02,1.44,1.84,5.68,1.44,1.05,7.29,3.54,0.67,1.54,350
2689,95MM060003,482,0.64,244,0.23,620,3848,3696,0.57,7.43,2.21,0.57,0.57,5.75,0.57,0.57,7.2,1.61,0.57,0.94,345
2690,95MM060004,975,0.48,731,0.19,1008,2472,3126,0.95,7.46,1.99,0.95,0.95,5.46,0.95,0.95,6.99,2.18,0.95,1.06,380
2691,95MM060005,636,0.52,585,0.24,543,2665,3405,0.84,7.17,1.72,0.84,0.84,5.34,0.84,0.84,6.82,1.84,0.84,1,270
2692,95MM060006,710,0.53,521,0.23,599,473,3190,1.15,7.06,1.35,1.15,1.15,4.98,1.15,0.95,6.5,1.84,1.15,0.9,345
2693,95MM060007,677,0.54,506,0.22,769,680,4329,0.3,5.74,2.1,0.3,0.3,4.98,0.3,0.3,6.17,0.63,0.3,1.1,460
2694,95MM060008,863,0.51,595,0.19,1109,1733,3522,0.78,7.03,1.76,0.78,0.78,5.39,0.78,0.78,6.81,1.55,0.78,1.03,370
2695,95MM070001,3280,0.15,3233,0.09,3376,946,3475,2.7,2.17,1.77,1.77,2.13,2.49,0.95,0.9,2.24,1.44,0.9,1.13,355
2696,95MM070002,3671,0.15,3190,0.09,3476,3921,3163,2.41,2.85,1.68,1.68,2.11,2.97,1.3,1.3,2.34,0.76,1.3,1.36,295
2697,95MM070003,556,0.48,730,0.25,464,1266,3213,3.39,2.44,2.56,2.57,3.1,3,0.38,0.38,3.18,2.27,0.38,1.02,225
2698,95MM070004,379,0.58,400,0.32,134,4247,3268,3.6,2.51,2.56,2.53,3.17,3.2,0.48,0.18,3.21,1.63,0.18,1.28,235
2699,95MM070005,317,0.61,321,0.29,237,1473,3284,3.5,2.3,2.45,2.46,3.07,2.9,0.41,0.35,3.13,2.1,0.35,1.04,290
2700,95MM070006,1032,0.41,1102,0.19,1061,2378,3711,3.23,2.09,2.11,2.12,2.73,2.63,0.62,0.16,2.78,1.71,0.16,0.97,325
2701,95MM070007,1735,0.28,1920,0.17,1333,2244,3145,3.7,2.77,2.73,2.73,3.24,3.41,0.23,0.23,3.3,1.82,0.23,1.26,285
2702,95MM070008,1567,0.38,1253,0.18,1234,3676,3132,3.41,2.6,2.82,2.83,3.38,3.21,0.21,0.21,3.46,2.31,0.21,1.16,290
2703,95MM070009,1700,0.38,1278,0.14,2063,2552,3264,3.18,2.44,2.34,2.34,2.71,2.88,0.63,0.63,2.82,1.87,0.63,0.95,270
2704,95MM080001,76,0.83,43,0.39,48,435,4572,1.23,3.4,0.59,0.23,1.88,1.81,0.48,0.23,1.69,2.86,0.37,0.73,270
2705,95MM080002,285,0.62,290,0.31,177,1109,4524,1.27,3.84,0.47,0.37,1.68,2.24,0.47,0.37,1.68,3.18,0.14,0.77,335
2706,95MM080003,598,0.49,683,0.28,310,1035,4263,1.56,2.86,1.03,0.48,2.28,1.24,0.26,0.48,1.85,2.58,0.84,1.03,350
2707,95MM080004,1341,0.37,1294,0.19,1092,3709,3769,1.78,1.89,1.55,1.36,2.24,0.44,0.8,0.58,1.89,1.71,1.5,1.35,365
2708,95MM080005,1355,0.41,1064,0.24,545,1838,3735,1.99,1.44,1.37,1.25,2.34,0.34,1.17,0.82,2,1.5,1.25,1.41,345
2709,95MM080006,4632,0.07,4356,0.07,4188,3963,2955,2.84,1.68,2.23,2.04,3.25,1,2.08,0.87,2.91,1.97,0.83,1.24,410
2710,95MM080007,3566,0.15,3227,0.13,2334,2089,3261,2.22,2.14,2.07,1.75,2.74,0.82,1.28,0.31,2.39,2.04,1.7,1.29,400
2711,95MM080008,3595,0.12,3649,0.1,3022,1112,2681,3.51,1.63,2.63,2.38,3.84,1.66,2.53,1.11,3.51,2.07,0.35,0.73,355
2712,95MM090001,1204,0.43,968,0.21,793,3813,1188,0.41,12.25,14.25,0.41,0.41,12.59,0.41,1.28,15.62,14.74,0.41,0.73,320
2713,95MM090002,2670,0.16,3135,0.13,2357,3979,503,4.97,10.57,5.6,5.6,5.6,11.51,5.6,5.6,14.6,6.93,5.6,5.36,550
2714,95MM090003,2007,0.23,2303,0.18,1309,4459,485,3.84,15.37,13.52,3.84,3.84,16.04,3.84,3.79,18.77,13.72,3.79,3.66,475
2715,95MM090004,2293,0.25,2179,0.12,2540,3536,457,6.38,8.16,6.77,6.77,6.77,9.03,5.08,5.08,11.88,9.58,5.59,5.61,450
2716,95MM090005,2506,0.17,2969,0.11,2753,2792,357,7.14,8.22,10.36,5.71,7.14,8.5,5.77,5.71,11.11,9.85,5.71,5.58,420
2717,95MM090006,2435,0.28,1880,0.12,2415,3056,1041,1.84,11.29,13.83,1.24,1.84,11.63,1.84,1.24,14.53,13.65,1.24,1.35,390
2718,95MM090007,1907,0.28,1923,0.17,1383,2331,931,2.26,12.67,14.98,1.28,2.26,13,2.26,1.28,15.71,14.43,1.28,1.46,430
2719,95MM090008,3154,0.22,2472,0.1,3197,4788,1072,1.28,11.82,14.14,1.28,1.28,12.19,1.28,0.95,15.15,14.23,0.95,1.35,515
2720,95MM100001,450,0.63,268,0.22,767,4510,2967,2.85,10.09,2.92,0.7,1.44,2.92,1.44,0.7,4.88,0.7,0.4,1.56,385
2721,95MM100002,34,0.85,33,0.45,20,1734,3730,2.48,9.34,2.63,0.26,0.88,2.63,0.88,0.26,4.13,0.26,0.56,1.16,310
2722,95MM100003,25,0.99,2,0.42,33,2288,3055,2.95,10.02,3.07,0.56,1.39,3.07,1.39,0.56,4.83,0.56,0.31,1.59,515
2723,95MM100004,694,0.53,524,0.25,481,3667,2974,2.23,9.58,2.23,0.88,1.82,2.23,1.6,0.8,4.14,1.54,0.88,1.24,300
2724,95MM100005,396,0.66,211,0.27,352,3208,3480,2.11,9.36,2.11,0.99,1.19,2.11,1.19,0.64,4.17,1.08,0.41,1.05,335
2725,95MM100006,282,0.6,353,0.33,127,2904,3793,1.9,8.97,1.9,0.68,1.24,1.9,1.24,0.43,3.51,1.22,0.43,0.86,385
2726,95MM100007,278,0.77,72,0.28,314,2336,2841,2.67,10.13,2.67,1.21,1.64,2.67,1.64,0.3,4.95,1.21,0.79,1.45,335
2727,95MM100008,324,0.74,95,0.26,427,3195,3773,2.14,9.24,2.21,0.69,0.92,2.21,0.92,0.69,4.02,0.69,0.15,1.02,315
2728,95MM110001,260,0.67,181,0.3,209,4195,3144,1.38,8.74,2.85,1.01,1.01,2.9,1.01,1.01,3.73,1.05,1.01,1.46,375
2729,95MM110002,297,0.56,429,0.32,144,3988,2972,2.49,9.73,3.19,0.67,1.32,3.19,1.32,0.67,4.61,0.67,0.62,1.64,365
2730,95MM110003,430,0.58,387,0.25,488,2424,3468,2.2,9.31,2.86,0.42,0.98,2.86,0.98,0.42,4.16,0.42,0.7,1.33,370
2731,95MM110004,521,0.68,170,0.21,811,3467,2414,2.65,10.02,3.53,1.05,1.64,3.53,1.64,1.05,4.97,1.05,0.88,1.98,420
2732,95MM110005,232,0.72,121,0.27,338,3399,3121,1.75,9.06,2.94,0.83,1.04,2.96,1.04,0.83,4,0.83,1.04,1.48,360
2733,95MM110006,305,0.65,224,0.29,247,3275,2392,2,9.47,3.41,1.25,1.53,3.45,1.53,1.25,4.53,1.25,1.32,1.94,400
2734,95MM120001,1790,0.39,1215,0.14,2032,1191,1345,4.29,8.71,3.75,2.59,4.29,5.81,2.34,2.22,7.94,3.45,1.57,2.77,410
2735,95MM120002,364,0.72,122,0.22,672,980,2019,3.1,10.06,4.44,1.59,3.1,4.8,1.19,0.75,6.67,3.4,0.43,1.58,365
2736,95MM120003,431,0.69,161,0.26,377,1425,1362,4.2,11.85,4.2,2.57,4.17,4.2,2.27,2.06,6.93,3.76,1.44,2.48,490
2737,95MM120004,615,0.55,463,0.2,969,843,1655,3.48,10.34,4.99,1.97,3.48,4.99,1.58,0.98,6.83,3.74,0.9,1.94,360
2738,95MM120005,249,0.67,186,0.28,282,463,1639,3.71,10.05,4.64,1.93,3.71,4.64,1.62,1.35,6.41,3.94,0.78,1.98,370
2739,95MM120006,208,0.76,83,0.26,380,1280,1982,3.37,9.68,4.32,1.41,3.37,4.32,1.09,1.09,6.13,3.61,0.43,1.6,345
2740,95MM120007,487,0.63,271,0.23,604,1102,2290,3.39,9.31,3.95,1.24,3.39,3.95,1.03,0.75,5.73,3.38,0.17,1.43,345
2741,95MM120008,528,0.6,332,0.2,999,1691,1813,3.52,10.88,3.52,1.91,3.54,3.52,1.69,1.2,6.06,3.07,0.71,1.87,510
2742,95MM120009,3055,0.19,2701,0.11,2803,3025,2312,3.51,9.16,3.77,1.33,3.51,3.77,1.19,0.55,5.52,3.21,0.28,1.42,490
2743,95MM120010,899,0.49,672,0.22,670,2908,2044,3.59,9.02,3.59,1.74,3.64,3.59,1.69,0.67,5.27,3.05,0.67,1.69,1115
2744,95MM120011,4127,0.05,4619,0.09,3469,1796,1851,2.96,10.06,2.96,1.95,2.48,2.96,2.37,1.21,5.06,2.14,1.75,1.99,565
2745,95MM120012,2231,0.27,1982,0.16,1513,1915,1063,3.6,10.85,4.75,3.1,4.6,6.26,4.6,3.1,5.12,3.1,2.93,3.99,610
2746,95MM130001,4354,0.09,4023,0.08,3868,3999,1355,5.96,8.16,6.37,0.83,5.96,8.62,0.83,0.83,8.91,3.46,0.83,3.51,710
2747,95MM130002,4141,0.06,4551,0.08,3654,2941,1231,6.95,9.07,7.35,0.52,6.95,9.64,0.52,0.52,9.67,4.78,0.52,4.37,395
2748,95MM130003,4441,0.11,3738,0.05,4562,4933,1219,5.33,8.22,5.95,1.96,5.33,8.6,1.96,1.96,8.78,3.11,1.54,3.42,600
2749,95MM130004,4080,0.17,2915,0.07,4032,4898,1317,5.61,8.04,6.09,1.24,5.61,8.47,1.24,1.24,8.71,3.25,1.12,3.4,625
2750,95MM130005,3802,0.18,2905,0.09,3382,3694,1378,4.91,7.33,5.4,1.99,4.91,7.76,1.99,1.99,7.91,2.76,0.5,3.13,630
2751,95MM130006,2449,0.19,2709,0.16,1512,1756,1351,6.62,8.35,6.87,0.42,6.62,8.85,0.42,0.42,9.25,3.87,0.42,3.79,535
2752,95MM130007,1763,0.31,1703,0.14,1923,1180,1240,3.39,7.18,5.23,2.53,3.39,7.39,3.39,2.67,8.61,2.21,2.64,2.81,540
2753,95MM130008,2570,0.24,2207,0.11,2800,4539,1361,3.19,7.49,5.1,1.91,3.19,7.61,3.03,2.08,8.79,2.3,2.08,2.61,575
2754,95MM130009,2008,0.32,1588,0.16,1590,2496,1858,2.24,6.97,4.21,1,2.24,6.94,2.24,1.47,8.02,1.67,1.47,1.95,585
2755,95MM130010,1703,0.33,1546,0.08,3646,618,2006,1.88,6.52,3.83,1.23,1.88,6.58,1.88,1.65,7.51,1.2,1.65,1.77,520
2756,95MM130011,1786,0.32,1612,0.14,1997,3185,2523,1.75,6.78,3.7,0.34,1.75,6.46,1.63,0.96,7.66,1.48,0.96,1.71,440
2757,95MM130012,53,0.96,6,0.35,91,992,2002,1.78,5.56,3.67,1.67,1.78,5.76,1.78,1.78,6.47,1.81,1.78,1.87,615
2758,95MM130013,670,0.51,612,0.24,563,2179,2777,1.45,6.62,3.39,0.17,1.45,6.17,1.41,0.97,7.4,1.33,0.97,1.57,435
2759,95MM130014,684,0.6,338,0.19,1159,518,2723,1.26,5.4,3.11,1.26,1.26,5.54,1.26,1.26,6.12,1.14,1.26,1.55,515
2760,95MM130015,541,0.59,379,0.23,594,504,3021,1.06,6.31,3.1,0.57,1.06,5.91,1.06,1.06,7.05,0.93,1.06,1.35,385
2761,95MM130016,207,0.74,99,0.29,222,350,3686,0.61,6.11,2.55,0.61,0.61,5.39,0.61,0.61,6.66,0.94,0.61,1.36,305
2762,95MM130017,315,0.65,231,0.26,397,1283,2916,1.18,6.47,3.04,0.45,1.18,5.82,1.1,1.03,7.12,1.28,1.03,1.58,360
2763,95MM130018,335,0.65,214,0.26,395,1829,3053,1.02,6.31,2.69,0.9,1.02,5.47,0.95,0.95,6.84,1.28,1.02,1.56,280
2764,95MM130019,3396,0.18,2837,0.1,3069,2283,1114,7.15,9.74,7.64,0.87,7.15,10.25,0.87,0.87,10.25,4.98,0.87,4.63,405
2765,95MM140001,4435,0,5018,0,5019,5016,3399,2.37,3.89,1.12,1.12,1.59,3.64,1.49,1.49,1.95,0.41,1.12,1.17,420
2766,95MM140002,2914,0.21,2496,0.1,3111,2191,2991,2.66,3.87,1.34,1.34,1.86,3.75,1.7,1.63,2.19,0.62,1.34,1.38,315
2767,95MM140003,1318,0.41,1118,0.19,1098,575,4219,2.08,2.7,0.96,0.96,1.37,2.69,1.07,0.52,1.51,1.28,0.52,1.02,245
2768,95MM140004,1001,0.41,1069,0.27,331,1791,4858,1.51,2.92,0.27,0.27,0.73,2.6,0.47,0.47,0.97,1.27,0.27,0.38,240
2769,95MM140005,778,0.48,728,0.22,773,1468,4929,1.34,3.06,0.18,0.18,0.53,2.64,0.37,0.37,0.85,1.34,0.18,0.29,255
2770,95MM140006,659,0.5,652,0.21,788,705,4706,1.62,2.43,0.69,0.77,1,2.26,0.69,0.21,1.05,1.31,0.21,0.69,310
2771,95MM140007,713,0.43,990,0.24,551,137,4884,0.76,3.19,0.26,0.29,0.29,2.5,0.59,0.56,0.56,1.93,0.29,0.38,250
2772,95MM140008,554,0.43,973,0.27,358,952,4995,1.04,2.8,0.19,0.31,0.31,2.31,0.19,0.19,0.51,1.7,0.19,0.21,235
2773,95MM140009,1095,0.47,771,0.15,1785,477,4963,0.57,2.7,0.51,0.38,0.38,2,0.51,0.22,0.22,1.94,0.22,0.34,515
2774,95MM140010,527,0.45,857,0.26,413,7,4998,0.8,2.95,0.29,0.12,0.12,2.34,0.31,0.31,0.38,1.86,0.12,0.19,190
2775,95MM150001,2993,0.17,2931,0.13,2309,825,2753,1.26,10.03,0.65,0.65,0.65,10.92,0.65,0.65,11.39,3.37,0.65,1.17,375
2776,95MM150002,1173,0.51,588,0.18,1177,3074,2228,1.19,10.67,1.04,1.04,1.04,11.56,1.04,1.04,12.06,2.73,1.04,1.55,335
2777,95MM150003,4154,0.15,3267,0.07,3931,4134,1287,1.39,10.58,2.64,2.64,2.64,11.48,2.64,2.64,12.16,2.34,2.64,2.75,400
2778,95MM150004,4420,0.06,4442,0.06,4250,3541,1370,3.14,8.59,2.35,2.35,2.35,9.46,2.35,2.35,9.87,4.88,2.35,2.23,355
2779,95MM150005,3697,0.19,2737,0.09,3386,4104,2132,0.32,10.28,1.26,1.26,1.26,11.18,1.26,1.26,11.75,2.77,1.26,1.73,330
2780,95MM150006,3227,0.24,2232,0.09,3314,2493,1589,1.58,9.33,1.94,1.94,1.94,10.23,1.94,1.94,10.82,3.7,1.94,2.05,635
2781,95MM150007,2393,0.28,1898,0.16,1612,2749,2287,0.33,10.08,1.12,1.12,1.12,10.97,1.12,1.12,11.53,2.99,1.12,1.64,350
2782,95MM150008,4560,0.07,4378,0.06,4273,5001,1508,2.19,8.91,2.06,2.06,2.06,9.8,2.06,2.06,10.34,4.21,2.06,2.12,465
2783,95MM150009,4319,0.08,4206,0.1,3202,4439,2153,0.78,9.79,1.22,1.22,1.22,10.68,1.22,1.22,11.25,3.28,1.22,1.65,410
2784,95MM150010,4157,0.13,3565,0.08,3775,4876,1533,1.4,9.57,2.09,2.09,2.09,10.47,2.09,2.09,11.09,3.42,2.09,1.96,580
2785,95MM150011,2546,0.25,2181,0.13,2181,3313,1007,5.08,10.32,3.66,3.66,3.66,11.14,2.8,3.66,11.26,4.48,2.8,3.17,365
2786,95MM160001,1792,0.28,1914,0.18,1210,1036,817,7.17,4.84,7.02,4.72,7.02,5.99,4.53,2.89,8.69,7.42,2.89,4.28,865
2787,95MM160002,2749,0.18,2907,0.13,2269,3977,923,6.74,6.13,5.98,1.43,5.98,6.86,3.96,3.35,7.99,5.94,3.35,4.61,510
2788,95MM160003,549,0.56,433,0.24,562,2271,1094,7.81,6.46,7.06,3.87,7.44,6.97,1.21,0.57,7.62,6.07,0.57,4.68,325
2789,95MM160004,290,0.62,281,0.25,472,119,1173,7.86,6.25,6.91,3.35,7.29,6.79,1.09,0.25,7.46,5.86,0.25,4.6,270
2790,95MM160005,501,0.55,467,0.27,344,2497,1200,7.26,6.07,6.57,3.87,6.95,6.57,0.54,0.53,7.13,5.64,0.66,4.3,330
2791,95MM160006,1088,0.44,880,0.16,1642,2604,1246,7.36,5.85,6.41,3.45,6.79,6.38,0.53,0.25,6.96,5.42,0.69,4.21,415
2792,95MM160007,1687,0.28,1871,0.16,1664,2470,1151,6.86,5.76,6.18,3.96,6.56,6.25,1.42,1.42,6.74,5.3,1.09,4.01,670
2793,95MM160008,3329,0.18,2846,0.12,2649,1841,1929,3.79,3.54,3.39,3.39,3.73,4.12,1.23,1.23,3.85,2.5,1.23,1.86,805
2794,95MM160009,4883,0.04,4800,0.06,4351,4043,2973,2.73,2.98,2.51,2.51,2.73,3.33,0.8,0.8,3.1,1.73,0.8,1.33,415
2795,95MM170001,2701,0.31,1674,0.15,1720,4497,2812,2.7,7.99,2.7,1.02,2.98,2.7,1.3,0.72,4.49,2.13,0.72,1.06,335
2796,95MM170002,4595,0.08,4236,0.07,4061,4260,2873,3.06,8.33,3.06,0.74,3.06,3.06,0.95,0.51,4.86,2.48,0.51,0.93,450
2797,95MM170003,3742,0.18,2812,0.09,3280,2681,2718,3.26,8.63,3.26,1.12,3.39,3.26,1.17,0.2,5.02,2.7,0.2,1.16,440
2798,95MM170004,726,0.53,544,0.21,798,450,3919,1.14,6.65,1.14,0.96,1.89,1.62,0.89,0.89,3.42,1.1,0.72,0.82,255
2799,95MM170005,753,0.55,482,0.22,772,4371,3052,1.84,7.21,1.84,1.16,2.34,2.07,1.21,1.16,3.88,1.51,1.18,1.16,290
2800,95MM170006,3640,0.15,3226,0.13,2304,4115,2748,2.47,7.77,2.47,1.22,2.75,2.47,1.53,0.92,4.26,1.9,0.92,1.18,565
2801,95MM170007,263,0.66,207,0.31,151,1740,2945,1.74,7.13,1.74,1.31,2.38,2.11,1.31,1.31,3.92,1.57,1.21,1.22,390
2802,95MM170008,2798,0.16,3172,0.14,2085,3924,2948,2.14,7.51,2.14,1.04,2.41,2.14,1.25,1.04,3.86,1.58,1.22,1.17,470
2803,95MM170009,1273,0.35,1447,0.18,1199,1666,3609,1.7,7.03,1.7,0.79,2.05,1.77,0.88,0.79,3.56,1.2,0.88,1.01,365
2804,95MM170010,3514,0.18,2802,0.13,2221,3615,2907,2.76,8.02,2.63,0.63,2.76,2.87,1.01,1.01,4.71,2.31,0.63,0.92,415
2805,95MM180001,2634,0.17,2981,0.12,2418,4058,427,9.91,9.02,10.8,4.28,11.16,8.26,4.28,4.22,11.24,9.94,4.22,4.68,520
2806,95MM180002,3132,0.21,2559,0.09,3497,2202,1067,7.91,4.85,6.85,2.36,8.09,5.4,2,2,7.84,6.81,2.36,2.22,435
2807,95MM180003,1772,0.3,1771,0.17,1415,3475,619,8.14,5.89,7.61,5.65,8.57,5.9,5.65,3.98,8.27,6.82,3.88,4.32,555
2808,95MM180004,2443,0.23,2346,0.15,1775,1385,1335,2.89,6.94,3.1,2.94,3.52,5.44,3.04,2.94,3.55,5.07,2.25,2.85,535
2809,95MM180005,1353,0.45,859,0.18,1239,2309,3325,2.29,3.65,1.41,0.92,2.61,1.93,0.93,0.92,2.61,3.42,0.95,1.37,385
2810,95MM180006,675,0.54,489,0.23,660,2751,802,6.56,6.34,6.75,4.16,6.75,7.23,4.16,3.22,9.54,8.07,3.22,4.15,540
2811,95MM180007,3252,0.19,2713,0.13,2333,3474,2161,2.67,3.11,2.67,2.2,3.32,1.81,1.99,0.99,2.98,2.7,2.28,1.93,590
2812,95MM180008,2574,0.19,2685,0.16,1697,2944,2444,2.38,3.22,2.38,1.84,3.06,1.83,1.74,1.08,2.74,2.68,1.88,1.96,545
2813,95MM180009,3184,0.17,3020,0.1,2985,1359,1693,5.21,3.54,4.46,2.24,5.62,3.57,2.24,0.93,5.28,3.37,0.91,1.57,635
2814,95MM190001,1727,0.3,1775,0.17,1355,1763,3255,3.29,1.47,1.89,1.78,2.94,2.23,0.96,0.76,2.89,1.23,0.76,1.58,280
2815,95MM190002,2922,0.21,2556,0.13,2167,2595,3376,3.15,1.49,1.78,1.69,2.79,2.19,0.94,0.76,2.74,1.11,0.76,1.51,410
2816,95MM190003,3886,0.11,3817,0.11,2956,4397,3756,2.84,1.03,1.4,1.25,2.58,1.76,1.26,0.67,2.48,0.66,0.66,1.51,285
2817,95MM190004,4061,0.13,3569,0.09,3337,3478,3113,3.43,1.47,2.01,1.88,3.1,2.27,1,0.79,3.04,1.38,0.79,1.65,315
2818,95MM190005,3493,0.19,2766,0.1,3122,3555,4053,2.62,0.96,1.18,1.04,2.37,1.62,1.33,0.65,2.26,0.4,0.4,1.37,350
2819,95MM190006,2174,0.22,2469,0.19,1041,2721,4344,2.31,1,0.89,0.79,2.04,1.5,1.26,0.79,1.94,0.2,0.2,1.15,320
2820,95MM190007,2559,0.21,2540,0.14,2047,3923,4276,2.43,0.74,0.97,0.79,2.24,1.37,1.31,0.52,2.1,0.41,0.41,1.24,335
2821,95MM190008,2719,0.28,1927,0.11,2817,1819,3219,3.61,1.97,2.32,2.26,3.18,2.68,0.61,0.42,3.18,1.8,0.42,1.34,340
2822,95MM190009,3593,0.13,3445,0.09,3353,1788,3542,3.18,1.79,1.92,1.89,2.74,2.41,0.75,0.52,2.75,1.37,0.52,1.21,370
2823,95MM190010,2658,0.21,2532,0.15,1751,2814,3030,3.83,2.02,2.5,2.42,3.41,2.78,0.63,0.41,3.4,1.99,0.41,1.49,230
2824,95MM200001,3001,0.18,2775,0.12,2638,794,4749,2.05,1.19,0.32,0.23,1.95,1.25,0.65,0.23,1.71,0.79,0.23,0.97,245
2825,95MM200002,3689,0.14,3316,0.07,3998,4032,4456,2.16,1.09,0.78,0.73,1.86,1.49,1.15,0.73,1.77,0.23,0.23,1.05,275
2826,95MM200003,1555,0.35,1434,0.19,1062,1848,4659,1.59,1.84,0.39,0.71,1.3,1.65,0.57,0.57,1.13,1.02,0.69,0.56,315
2827,95MM200004,1185,0.4,1130,0.23,655,1824,4527,1.81,1.99,0.66,0.92,1.36,1.96,0.92,0.5,1.29,0.93,0.5,0.69,260
2828,95MM200005,1674,0.36,1344,0.19,1031,2952,4834,1.78,1.48,0.18,0.32,1.63,1.37,0.46,0.32,1.4,0.89,0.32,0.72,220
