Department,Entity,Transaction Date,Supplier Name Published,Amount Published,Expense Type Published,Expense Area Published,"Expense Description published for admin spend above £25,000 only",
DFID,DFID,03/07/2012,Asia Development Fund,4408000,Encashment of Promissory Notes ,International Finance Division ,,
DFID,DFID,03/07/2012,Asia Development Fund,3139000,Encashment of Promissory Notes ,International Finance Division ,,
DFID,DFID,12/07/2012,International Development Association,81917500,Encashment of Promissory Notes ,International Finance Division ,,
DFID,DFID,10/07/2012,New Horizon Printing Press ,63291.61,Print Services ,West and Southern Africa ,,
DFID,DFID,23/07/2012,Institute for Social and Environmental Transition ,1270.84,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,
DFID,DFID,20/07/2012,USDA-ARS ,1257814.5,Aid Programme - Core contributions ,Research and Evidence Division ,,
DFID,DFID,06/07/2012,IBRD HSBC T ,534141,Aid Programme - Trust Funds contributions ,Policy Division ,,
DFID,DFID,11/07/2012,IBRD (HSBC)  C/O THE WORLD BANK ,2000000,Aid Programme - Trust Funds contributions ,Policy Division ,,
DFID,DFID,04/07/2012,Global Canopy Programme ,40606.83,Aid Programme - Accountable Grant Payments ,Policy Division ,,
DFID,DFID,11/07/2012,Supplier Name withheld ,529129,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,
DFID,DFID,17/07/2012,Supplier Name withheld ,559597.96,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,
DFID,DFID,02/07/2012,Crown Agents Bank ,256380.93,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,12/07/2012,Anti-Corruption Commission Sierra Leone ,130000,Aid Programme - Other Financial Aid to Government ,West and Southern Africa ,,
DFID,DFID,19/07/2012,IBRD (HSBC)  C/O THE WORLD BANK ,2000000,Aid Programme - Core contributions ,Security & Humanitarian and Middle East Division ,,
DFID,DFID,11/07/2012,K B ROBSON ,22891,Technical and Advisory Services ,East and Central Africa ,,
DFID,DFID,04/07/2012,Roger Drew ,1900,Technical and Advisory Services ,East and Central Africa ,,
DFID,DFID,17/07/2012,Crown Agents Bank ,259039.44,Research & Development costs ,Research and Evidence Division ,,
DFID,DFID,09/07/2012,Supplier Name withheld ,336259,Aid Programme - Accountable Grant Payments ,Security & Humanitarian and Middle East Division ,,
DFID,DFID,20/07/2012,Hays Specialist Recruitment Ltd ,525.83,Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,20/07/2012,Hays Specialist Recruitment Ltd ,1392.47,Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,04/07/2012,IBRD (HSBC)  C/O THE WORLD BANK ,1015000,Aid Programme - Trust Funds contributions ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,31/07/2012,MULTI DONOR BUDGET SUPPORT  GHANA ,12290000,Aid Programme - Poverty Reduction Budget Support ,West and Southern Africa ,,
DFID,DFID,18/07/2012,Bon Voyage Travel Centre Ltd(USD) ,582.52,Travel - Subsistence ,East and Central Africa ,,
DFID,DFID,12/07/2012,Supplier Name withheld ,34793.81,House rentals ,East and Central Africa ,,
DFID,DFID,18/07/2012,British High Commission(Tsh) ,784.25,Facilities Management payments ,East and Central Africa ,,
DFID,DFID,18/07/2012,British High Commission(Tsh) ,5084.21,Facilities Management payments ,East and Central Africa ,,
DFID,DFID,10/07/2012,British High Commission(Tsh) ,576.77,Oil - Other Utilities ,East and Central Africa ,,
DFID,DFID,12/07/2012,Healix International Limited (Fees) ,16706.28,Technical and Advisory Services ,Human Resources Security & Facilities Division ,,
DFID,DFID,19/07/2012,MOTT MACDONALD INTERNATIONAL ,29974.2,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,19/07/2012,ATOS CONSULTING LIMITED ,421546.22,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,31/07/2012,The Express Travel Group ,1041.71,Air fares ,East and Central Africa ,,
DFID,DFID,20/07/2012,IFPRI ,250000,Aid Programme - Accountable Grant Payments ,East and Central Africa ,,
DFID,DFID,02/07/2012,The Express Travel Group ,2402.6,Air fares ,East and Central Africa ,,
DFID,DFID,06/07/2012,Supplier Name withheld ,7005.4,House rentals ,East and Central Africa ,,
DFID,DFID,25/07/2012,Supplier Name withheld ,9435.18,House rentals ,East and Central Africa ,,
DFID,DFID,19/07/2012,Supplier Name withheld ,10081.37,House rentals ,East and Central Africa ,,
DFID,DFID,19/07/2012,Supplier Name withheld ,24269.97,House rentals ,East and Central Africa ,,
DFID,DFID,19/07/2012,Supplier Name withheld ,9506.36,House rentals ,East and Central Africa ,,
DFID,DFID,23/07/2012,CRANFIELD UNIVERSITY ,154346.89,Aid Programme - Accountable Grant Payments ,East and Central Africa ,,
DFID,DFID,09/07/2012,Shell Foundation ,22575,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,
DFID,DFID,30/07/2012,Neptune Properties ,20255.11,Operating Lease rental of buildings ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,19/07/2012,BMB MOTT  MACDONALD ,484401.23,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,19/07/2012,BMB MOTT  MACDONALD ,86022.04,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,30/07/2012,Neptune Properties ,20255.11,Operating Lease rental of buildings ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,10/07/2012,FCO RECOVERIES UNIT ,215394.03,Data Network -Satellite ,Business Solutions Division Level ,,
DFID,DFID,10/07/2012,OPIN SYSTEMS LIMITED ,9167.2,Technical and Advisory Services ,Business Solutions Division Level ,,
DFID,DFID,10/07/2012,FCO RECOVERIES UNIT ,110000,Data Network -Satellite ,Business Solutions Division Level ,,
DFID,DFID,12/07/2012,CABLE & WIRELESS COMMUN ,5830.92,Technical and Advisory Services ,Business Solutions Division Level ,,
DFID,DFID,12/07/2012,CABLE & WIRELESS COMMUN ,923.56,Data Network - land lines ,Business Solutions Division Level ,,
DFID,DFID,12/07/2012,CABLE & WIRELESS COMMUN ,6163.64,Telephone Usage & services ,Business Solutions Division Level ,,
DFID,DFID,12/07/2012,CABLE & WIRELESS COMMUN ,21097.73,Data Network - land lines ,Business Solutions Division Level ,,
DFID,DFID,12/07/2012,CABLE & WIRELESS COMMUN ,11318.83,Technical and Advisory Services ,Business Solutions Division Level ,,
DFID,DFID,12/07/2012,CABLE & WIRELESS COMMUN ,1792.76,Data Network - land lines ,Business Solutions Division Level ,,
DFID,DFID,12/07/2012,CABLE & WIRELESS COMMUN ,11964.76,Telephone Usage & services ,Business Solutions Division Level ,,
DFID,DFID,19/07/2012, University Of Oxford ,237916.05,Research & Development costs ,Research and Evidence Division ,,
DFID,DFID,12/07/2012,Summit Hotel Pvt Ltd ,1873.97,Hotels - Accommodation only ,Internal Audit ,,
DFID,DFID,02/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,133311.35,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,02/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,287771,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,02/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,30340.21,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,02/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,194164.44,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,02/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,509872,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,02/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,16536.36,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,03/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,922752,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,03/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,186330,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,13/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,143284.8,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,13/07/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,343058.32,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,13/07/2012,ASIAN DEVELOPMENT.BANK ,400000,Aid Programme - Joint programme contribution ,Research and Evidence Division ,,
DFID,DFID,27/07/2012,INTERNATIONAL ALERT ,16590.25,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,
DFID,DFID,31/07/2012,Ministry of Economic Development & Trade Montserrat ,60150,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,31/07/2012,Ministry of Economic Development & Trade Montserrat ,240500,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,31/07/2012,Ministry of Economic Development & Trade Montserrat ,36075,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,31/07/2012,Ministry of Economic Development & Trade Montserrat ,40420.8,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,31/07/2012,Ministry of Economic Development & Trade Montserrat ,120250,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,31/07/2012,Ministry of Economic Development & Trade Montserrat ,240500,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,31/07/2012,Ministry of Economic Development & Trade Montserrat ,72150,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,12/07/2012,CABLE & WIRELESS COMMUN ,40954.43,Data Network - land lines ,Business Solutions Division Level ,,
DFID,DFID,09/07/2012,SIEMENS FINANCIAL SERVICES LTD ,954,Technical and Advisory Services ,Human Resources Security & Facilities Division ,,
DFID,DFID,09/07/2012,MITIE Technical Facilities Management Ltd ,789.36,Other Building Costs ,Human Resources Security & Facilities Division ,,
DFID,DFID,10/07/2012,SHANKS WASTE MANAGMENT LIMITED ,906.46,Repairs  Maint  Alter - Removal & waste disposal services ,Human Resources Security & Facilities Division ,,
DFID,DFID,05/07/2012,KPMG Development Services ,47994.61,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,09/07/2012,KPMG DEVELOPMENT SERVICE ,691774.26,Aid Programme - Accountable Grant Payments ,Policy Division ,,
DFID,DFID,31/07/2012,KPMG DEVELOPMENT SERVICE ,2223319.03,Aid Programme - Accountable Grant Payments ,Policy Division ,,
DFID,DFID,31/07/2012,KPMG DEVELOPMENT SERVICE ,306109,Aid Programme - Accountable Grant Payments ,Policy Division ,,
DFID,DFID,23/07/2012,ISLAMIC RELIEF ,300000,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,04/07/2012,Fairtrade Labelling Organizations International e.V. ,750000,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,09/07/2012,ACTION ON DISABILITY AND DE ,283456,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,03/07/2012,International Planned Parent ,2150000,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,23/07/2012,OXFAM ,2792759,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,02/07/2012,DMS AFRICA ,5696.51,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,
DFID,DFID,06/07/2012,TAAM Petroleum Ltd(US$) ,996.79,Vehicle Petrol & Oil ,East and Central Africa ,,
DFID,DFID,06/07/2012,TAAM Petroleum Ltd(US$) ,15350.03,Oil - Other Utilities ,East and Central Africa ,,
DFID,DFID,17/07/2012,MFI OFFICE SOLUTIONS (U) LIMITED ,3546.08,Printer Consumables ,East and Central Africa ,,
DFID,DFID,20/07/2012,RedR UK ,441595.32,Aid Programme - Accountable Grant Payments ,East and Central Africa ,,
DFID,DFID,02/07/2012,DMS AFRICA ,1424.13,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,,
DFID,DFID,04/07/2012,Satellite Vision Company ,756.86,Other Admin Costs ,East and Central Africa ,,
DFID,DFID,06/07/2012,TAAM Petroleum Ltd(US$) ,6578.68,Oil - Other Utilities ,East and Central Africa ,,
DFID,DFID,24/07/2012,Richard Nash ,1482.35,Air fares ,Human Resources Security & Facilities Division ,,
DFID,DFID,24/07/2012,Recipient name withheld ,792.45,Air fares ,Human Resources Security & Facilities Division ,,
DFID,DFID,04/07/2012,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED ,1104.66,Contract & Agency Staff ,Human Resources Security & Facilities Division ,,
DFID,DFID,18/07/2012,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED ,581.4,Contract & Agency Staff ,Human Resources Security & Facilities Division ,,
DFID,DFID,24/07/2012,Stephen Paul Harvey ,1345.64,Air fares ,Human Resources Security & Facilities Division ,,
DFID,DFID,26/07/2012,Alice Burt ,741.88,Air fares ,Human Resources Security & Facilities Division ,,
DFID,DFID,31/07/2012,Javaid Qaisar ,594.58,Air fares ,Human Resources Security & Facilities Division ,,
DFID,DFID,17/07/2012,ATTENDA LIMITED ,2369.52,Technical and Advisory Services ,Research and Evidence Division ,,
DFID,DFID,13/07/2012,RAND EUROPE ,22800,Research & Development costs ,Research and Evidence Division ,,
DFID,DFID,31/07/2012,Towson University ,5651,Research & Development costs ,Research and Evidence Division ,,
DFID,DFID,09/07/2012,International Initiative For Impact Evaluation ,22500,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,
DFID,DFID,09/07/2012,WWF-UK ,772589,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,11/07/2012,The Asia Foundation (GBP) ,611257.5,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,12/07/2012,RESTLESS DEVELOPMENT ,688859.75,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,12/07/2012,CARE INTERNATIONAL ,808317,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,03/07/2012,The Global Alliance for Improved Nutrition ,787449,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,27/07/2012,ARTICLE 19 ,135671.75,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,31/07/2012,WORLD CAREERS NETWORK PLC ,2000,Technical and Advisory Services ,Human Resources Security & Facilities Division ,,
DFID,DFID,19/07/2012,TRANSPARENCY INTERNAT ,843586,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,18/07/2012,COMMONWEALTH FOUNDATION ,64689.46,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,18/07/2012,Government Procurement Service ,1344,Office Equipment - Purchases ,Business Solutions Division Level ,,
DFID,DFID,19/07/2012,CABLE & WIRELESS COMMUN ,4864.8,Telephone Usage & services ,Business Solutions Division Level ,,
DFID,DFID,19/07/2012,CABLE & WIRELESS COMMUN ,1198.8,Telephone Usage & services ,Business Solutions Division Level ,,
DFID,DFID,03/07/2012,d&m taxis ,600,Taxi costs ,Business Solutions Division Level ,,
DFID,DFID,30/07/2012,OPIN SYSTEMS LIMITED ,5376,Contract & Agency Staff ,Business Solutions Division Level ,,
DFID,DFID,19/07/2012,COMBINED KNOWLEDGE LTD ,1500,Training - Course Fees ,Business Solutions Division Level ,,
DFID,DFID,02/07/2012,BT BACS PAYMENTS ,1425.46,Telephone Usage & services ,Business Solutions Division Level ,,
DFID,DFID,09/07/2012,BT BACS PAYMENTS ,2802.68,Telephone Usage & services ,Business Solutions Division Level ,,
DFID,DFID,03/07/2012,Michaeil Page Int. Recruitment Ltd ,2220,Contract & Agency Staff ,Human Resources Security & Facilities Division ,,
DFID,DFID,02/07/2012,Black & White trading Ltd ,586.8,Training - Course Fees ,Human Resources Security & Facilities Division ,,
DFID,DFID,12/07/2012,Michaeil Page Int. Recruitment Ltd ,2220,Contract & Agency Staff ,Human Resources Security & Facilities Division ,,
DFID,DFID,18/07/2012,Michaeil Page Int. Recruitment Ltd ,2220,Contract & Agency Staff ,Human Resources Security & Facilities Division ,,
DFID,DFID,26/07/2012,Michaeil Page Int. Recruitment Ltd ,2220,Contract & Agency Staff ,Human Resources Security & Facilities Division ,,
DFID,DFID,31/07/2012,Michaeil Page Int. Recruitment Ltd ,2220,Contract & Agency Staff ,Human Resources Security & Facilities Division ,,
DFID,DFID,24/07/2012,Supplier Name withheld ,1560,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,
DFID,DFID,30/07/2012,Supplier Name withheld ,3121,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,
DFID,DFID,10/07/2012,Conoil plc ,9081.97,Oil - Other Utilities ,West and Southern Africa ,,
DFID,DFID,23/07/2012,British  High Commission Abuja ,15850,Facilities Management payments ,West and Southern Africa ,,
DFID,DFID,10/07/2012,Conoil plc ,12038.9,Oil - Other Utilities ,West and Southern Africa ,,
DFID,DFID,09/07/2012,HAREWELLE INTERNATIONAL LIMITED ,26394,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,02/07/2012,HELPAGE INTERNATIONAL ,667567.25,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,27/07/2012,GENDER LINKS ,156216.75,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,04/07/2012,PUBLIC ADMINISTRATION INTERN ,4010.63,Technical and Advisory Services ,East and Central Africa ,,
DFID,DFID,11/07/2012,Recipient name withheld ,1022.45,Hotels - Accommodation only ,Policy Division ,,
DFID,DFID,11/07/2012,Recipient name withheld ,915,Technical and Advisory Services ,Policy Division ,,
DFID,DFID,12/07/2012,PRACTICAL ACTION LTD ,722765.25,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,23/07/2012,PENAL REFORM INTERNATIONAL ,270344.25,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,09/07/2012,PROGRESSIO ,506253.75,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,27/07/2012,Government Actuary's Department ,12790.98,Bank Charges/Services ,Finance and Corporate Performance Division ,,
DFID,DFID,27/07/2012,Government Actuary's Department ,1177.02,Bank Charges/Services ,Finance and Corporate Performance Division ,,
DFID,DFID,17/07/2012,KUONI BUSINESS TRAVEL INDIA PVT LTD ,967.61,Other travel costs ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,23/07/2012,RADA ENTERPRISES LTD ,870,Training - Course Fees ,West and Southern Africa ,,
DFID,DFID,09/07/2012,DAI EUROPE LIMITED ,42239.11,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,24/07/2012,ECDPM GBP ,48172.28,Aid Programme - Accountable Grant Payments ,International Relations Division ,,
DFID,DFID,18/07/2012,SIGHT SAVERS INTERNATIONAL ,934669.5,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,11/07/2012,PEOPLE IN AID LTD ,51699.75,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,13/07/2012,ETHICAL TRADING INITIATIVE ,100442.5,Aid Programme - Partnership Programme Arrangements ,Policy Division ,,
DFID,DFID,31/07/2012,CAMFED ,637327,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,,
DFID,DFID,11/07/2012,The Bulawayo  Club ,983.89,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,20/07/2012,Futures Group Europe ,94930.46,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,03/07/2012,ASSOCIATION OF COMMONWEALTH UNIVER ,110755,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,
DFID,DFID,11/07/2012,Atkins Limited ,32264,Research & Development costs ,Research and Evidence Division ,,
DFID,DFID,11/07/2012,Atkins Limited ,20450,Research & Development costs ,Research and Evidence Division ,,
DFID,DFID,17/07/2012,Foundation for Innovation and Technology Transfer ,5000,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,
DFID,DFID,04/07/2012,DEREK TAYLOR ,19111.64,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,06/07/2012,TURNER & TOWNSEND ,22254,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,03/07/2012,Andrew Rogers (Self Employed) ,11815.09,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,20/07/2012,CIPFA BUSINESS LIMITED ,1305.9,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,23/07/2012,PKF (UK) LLP ,24083.32,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,
DFID,DFID,04/07/2012,Nashua Mobile (Pty) Ltd ,2824.9,Aid Programme - Voluntary contributions ,West and Southern Africa ,,
DFID,DFID,11/07/2012,Telkom SA Ltd ,1654.29,Data Network - land lines ,Business Solutions Division Level ,,
DFID,DFID,18/07/2012,Imraan Abdul Kader ,10601.81,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,13/07/2012,Datronics Distribution ,658.38,Hardware - desktop PCs ,West and Southern Africa ,,
DFID,DFID,17/07/2012,Telkom SA Ltd ,539,Telephone Usage & services ,West and Southern Africa ,,
DFID,DFID,04/07/2012,Harvey World Travel Centurion ,997.19,Air fares ,West and Southern Africa ,,
DFID,DFID,25/07/2012,Virgin Atlantic ,1168.41,Air fares ,West and Southern Africa ,,
DFID,DFID,25/07/2012,Harvey World Travel Centurion ,1366.78,Air fares ,West and Southern Africa ,,
DFID,DFID,25/07/2012,Positive People Company ,816.8,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,13/07/2012,Datronics Distribution ,987.57,Hardware - desktop PCs ,West and Southern Africa ,,
DFID,DFID,17/07/2012,Telkom SA Ltd ,1257.68,Telephone Usage & services ,West and Southern Africa ,,
DFID,DFID,17/07/2012,Shred-it ,691.34,Cleaning Costs ,West and Southern Africa ,,
DFID,DFID,13/07/2012,CIPS - South Africa ,1093.81,Training - Course Fees ,West and Southern Africa ,,
DFID,DFID,25/07/2012,Soul City - South Africa ,14149.75,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,20/07/2012,Supplier Name withheld ,593.88,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,13/07/2012,Supplier Name withheld ,603.2,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,19/07/2012,Supplier Name withheld ,517.37,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,19/07/2012,Supplier Name withheld ,569.1,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,17/07/2012,Formats Projects Services Limited ,842.46,Office Equipment - Maintenance ,West and Southern Africa ,,
DFID,DFID,18/07/2012,British  High Commission Abuja ,952,Courier & Bag Services ,West and Southern Africa ,,
DFID,DFID,16/07/2012,Supplier Name withheld ,749.78,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,19/07/2012,Supplier Name withheld ,957.08,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,31/07/2012,Horizon Interlinks Global Resources Ltd ,1267.33,Oil - Other Utilities ,West and Southern Africa ,,
DFID,DFID,13/07/2012,Supplier Name withheld ,1032.67,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,09/07/2012,Supplier Name withheld ,572.86,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,09/07/2012,Power Holding co of Nigeria ,578.54,Oil - Other Utilities ,West and Southern Africa ,,
DFID,DFID,09/07/2012,Power Holding co of Nigeria ,1084.37,Oil - Other Utilities ,West and Southern Africa ,,
DFID,DFID,10/07/2012,Recipient name withheld ,512.34,Oil - Other Utilities ,West and Southern Africa ,,
DFID,DFID,02/07/2012,Crown Agents Nigeria Limited ,511.63,Training - Course Fees ,West and Southern Africa ,,
DFID,DFID,19/07/2012,Supplier Name withheld ,685.82,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,19/07/2012,Supplier Name withheld ,754.39,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,16/07/2012,Supplier Name withheld ,3085.85,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,16/07/2012,Power Holding co of Nigeria ,1191.32,Oil - Other Utilities ,West and Southern Africa ,,
DFID,DFID,11/07/2012,IPNX Nigeria Ltd ,1761.44,Computer hardware maintenance ,West and Southern Africa ,,
DFID,DFID,16/07/2012,Supplier Name withheld ,1890.09,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,20/07/2012,Supplier Name withheld ,787.24,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,17/07/2012,Abuja Municipal Council ,1424.31,Facilities Management payments ,West and Southern Africa ,,
DFID,DFID,17/07/2012,Formats Projects Services Limited ,1116.74,Office Equipment - Maintenance ,West and Southern Africa ,,
DFID,DFID,16/07/2012,Supplier Name withheld ,4446.53,House rentals ,West and Southern Africa ,,
DFID,DFID,13/07/2012,Supplier Name withheld ,1051.58,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,13/07/2012,Supplier Name withheld ,800.12,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,27/07/2012,Sparklean Services Nig Ltd ,565.96,Facilities Management payments ,West and Southern Africa ,,
DFID,DFID,26/07/2012,Supplier Name withheld ,1987.08,House rentals ,West and Southern Africa ,,
DFID,DFID,26/07/2012,Supplier Name withheld ,552.03,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,17/07/2012,Supplier Name withheld ,1345.19,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,17/07/2012,Supplier Name withheld ,768.68,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,18/07/2012,British  High Commission Abuja ,1974.06,Courier & Bag Services ,West and Southern Africa ,,
DFID,DFID,11/07/2012,IPNX Nigeria Ltd ,1328.8,Computer hardware maintenance ,West and Southern Africa ,,
DFID,DFID,16/07/2012,Supplier Name withheld ,630.03,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,13/07/2012,Supplier Name withheld ,779.03,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,13/07/2012,Supplier Name withheld ,792.7,Hotels - Accommodation only ,West and Southern Africa ,,
DFID,DFID,31/07/2012,Horizon Interlinks Global Resources Ltd ,787.37,Oil - Other Utilities ,West and Southern Africa ,,
DFID,DFID,18/07/2012,QUADRILECT (BIFM) ,850,Training - Course Fees ,West and Southern Africa ,,
DFID,DFID,02/07/2012,QUADRILECT (BIFM) ,1926,Training - Course Fees ,West and Southern Africa ,,
DFID,DFID,12/07/2012,QUADRILECT (BIFM) ,1746,Training - Course Fees ,West and Southern Africa ,,
DFID,DFID,12/07/2012,LEARNING TREE INTERNATIONAL ,3102,Training - Course Fees ,West and Southern Africa ,,
DFID,DFID,02/07/2012,Recipient name withheld ,815.02,Training - Travel & Subsistence ,West and Southern Africa ,,
DFID,DFID,25/07/2012,Health Reform Foundation of Nigeria ,245977,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,,
DFID,DFID,19/07/2012,University Of Leicester ,585,Training - Course Fees ,West and Southern Africa ,,
DFID,DFID,11/07/2012,HAREWELLE INTERNATIONAL LIMITED ,1300,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,18/07/2012,ADAM SMITH INTERNATIONAL ,155000.81,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,20/07/2012,ADAM SMITH INTERNATIONAL ,219298.21,Technical and Advisory Services ,West and Southern Africa ,,
DFID,DFID,30/07/2012,Ministry of Finance and Economic Development Sierra Leone ,450000,Aid Programme - Other Financial Aid to Government ,West and Southern Africa ,,
